"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.1299732049361e-219,1.83870063097723,0.997,0.388,2.53294793618476e-215,"NKG7"
6.5347828232546e-216,-6.59752032601512,0.023,0.725,1.46483691766075e-211,"IL7R"
8.80302803506707e-198,1.59770697850669,0.997,0.394,1.97328676434063e-193,"CCL5"
1.61971806890453e-180,1.95802925872849,0.974,0.365,3.63076002325639e-176,"CST7"
4.7796723805543e-172,2.34767833440442,0.937,0.267,1.07141136082505e-167,"GZMB"
1.02671268989474e-164,-6.92252113457486,0.011,0.627,2.30147916566806e-160,"LEF1"
2.53782458805453e-164,-5.24821529923382,0.048,0.697,5.68878759658304e-160,"CCR7"
3.35249496167185e-157,-7.0552632817142,0.011,0.604,7.51495270608361e-153,"LTB"
4.56849469411596e-156,-1.16495104258781,1,1,1.02407377063303e-151,"RPS12"
6.59330445626194e-156,-1.08408387664547,1,1,1.47795512691568e-151,"RPL13"
8.61907257609086e-156,2.34777976254406,0.913,0.26,1.93205130865653e-151,"GNLY"
9.03872982678026e-150,-1.04556810394875,1,0.999,2.02612167797106e-145,"RPL32"
2.34373066606142e-149,2.14744965325321,0.907,0.252,5.25370666104327e-145,"GZMH"
1.63659104323726e-148,2.05043891669781,0.913,0.308,3.66858248252064e-144,"FGFBP2"
4.12298404861281e-143,1.77253976572051,0.937,0.343,9.24208104337048e-139,"ZEB2"
3.7681504366869e-142,-1.12134419570887,0.999,0.999,8.44668601887737e-138,"RPS8"
1.24929896759408e-134,-1.14585342116393,0.993,0.998,2.8004285657589e-130,"RPS13"
3.34459040601552e-134,1.95349714447222,0.9,0.329,7.49723385412438e-130,"PRF1"
1.1990237647971e-133,-1.03409390559583,0.999,1,2.68773167116917e-129,"RPS23"
2.69245217317114e-132,-0.919041291081714,1,1,6.03540079138043e-128,"RPLP1"
8.88451328575842e-132,-0.829152480464122,1,1,1.99155249813561e-127,"RPL30"
2.46082219621936e-130,-0.982700251823908,0.998,0.999,5.51617903504532e-126,"RPS28"
4.76753480521493e-129,-0.914446369546519,0.998,1,1.06869060193698e-124,"RPL37"
1.90143212875069e-128,-1.03194154283272,0.999,1,4.26225025980754e-124,"RPS18"
6.19845717532142e-128,-0.906125540939059,1,1,1.38944616042005e-123,"RPL34"
5.11889762610501e-127,-0.934905221732242,0.998,0.999,1.1474520918677e-122,"RPS21"
1.64766473028055e-126,1.07039244345094,0.998,0.868,3.69340525939687e-122,"GAPDH"
8.05922446649782e-126,-0.936233523179999,1,1,1.80655575641015e-121,"EEF1A1"
2.13060453648321e-125,-0.931100879931358,1,0.999,4.77596312898076e-121,"RPL39"
2.32862711108972e-125,-1.05856204005815,0.997,1,5.21985053221872e-121,"TPT1"
3.89922724793075e-122,-0.838580427224469,1,1,8.74050779896158e-118,"RPL11"
8.72378197740929e-118,-3.1159398499477,0.164,0.749,1.95552296805607e-113,"TCF7"
2.64612285645571e-117,2.19210389805721,0.814,0.227,5.93154899503112e-113,"KLRD1"
3.78154757165498e-117,0.63943557829027,1,1,8.4767170366218e-113,"B2M"
7.51411603271629e-116,-0.952633830290149,0.999,0.999,1.68436424989368e-111,"RPS3A"
3.34770270734785e-115,-0.906861409576587,0.999,1,7.50421038879094e-111,"RPL18A"
6.05522448386443e-112,-4.51246907647857,0.058,0.61,1.35733912030305e-107,"SELL"
8.63709077503285e-111,-1.12532437753335,0.965,0.992,1.93609026813136e-106,"RPL9"
2.94357398867339e-110,0.641376492904308,1,1,6.59831545301027e-106,"HLA-C"
1.29777793700052e-109,-1.23089658063225,0.964,0.994,2.90909902358036e-105,"RPS5"
3.89283261407094e-109,-4.95721120259133,0.026,0.551,8.72617358770142e-105,"NELL2"
1.24569328039628e-107,1.81923409117079,0.855,0.322,2.79234605733631e-103,"APOBEC3G"
3.80205394089385e-105,-0.774703675030609,1,1,8.52268411390766e-101,"RPL19"
6.22866492408545e-102,0.55757710035318,1,1,1.39621752938299e-97,"HLA-B"
2.42290299788208e-101,-0.946267407818293,0.992,0.997,5.43117936005247e-97,"RPS25"
6.27789574515594e-100,1.42954023776158,0.906,0.588,1.40725311023416e-95,"EFHD2"
1.26693479888823e-99,-0.935170906683944,0.995,0.998,2.83996104518786e-95,"RPL36"
9.80738207954595e-99,2.54946665275877,0.605,0.162,2.19842276695102e-94,"LGALS1"
2.567545041578e-98,-1.26789614909795,0.968,0.995,5.75540896520125e-94,"RPLP0"
2.55819408041323e-97,-0.862437041864817,0.996,1,5.7344478506543e-93,"RPL29"
2.84814837883108e-97,-6.11275155692375,0.009,0.451,6.38440940598776e-93,"SOCS3"
2.89407273658783e-97,-3.11158444753539,0.131,0.681,6.48735344633528e-93,"BACH2"
1.36506152750865e-96,-0.947731428508245,0.99,0.996,3.0599219200634e-92,"RPLP2"
8.90872560966477e-95,-0.602175881723828,1,1,1.99697993266245e-90,"RPS15A"
8.40435920044094e-93,-0.974824145200964,0.997,0.999,1.88392115837084e-88,"RPS6"
1.16220910158837e-92,0.946352199304613,0.987,0.88,2.60520792212049e-88,"CYBA"
1.34534743344378e-92,-0.737904846178647,1,1,3.01573080680758e-88,"RPL28"
1.71679144807291e-90,-1.15570744742661,0.936,0.987,3.84835971000024e-86,"RPL36A"
3.1990875993526e-90,1.74214055957767,0.778,0.29,7.17107476270878e-86,"C1orf21"
