gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MTRNR2L12,Overlap,4.778653793927141e-271,3.98791985122834e-46,-14.4418192282067,-9.47905319569276,TRUE,TRUE
H3F3B,Overlap,4.30802424113364e-259,7.48877416195092e-97,-14.275066477835,-3.86437721885811,TRUE,TRUE
H3F3A,Overlap,9.603272591993418e-228,9.65336458795025e-83,-13.5498876085544,-3.24733001615071,TRUE,TRUE
H3-3B,Overlap,3.0499057817250597e-221,1.2550873869497597e-89,3.63773749901328,3.70433926582213,TRUE,TRUE
RPS10,Overlap,4.715839526259e-189,4.18064404535021e-88,2.80925133900867,3.18170891575295,TRUE,TRUE
LINC01578,Overlap,3.4114507304088595e-183,1.57467600108674e-55,-12.2452531553262,-3.6714872826467,TRUE,TRUE
H3-3A,Overlap,3.21195920390815e-179,3.52003314974983e-62,3.77497588160692,3.71753663581381,TRUE,TRUE
SLC9A3R1,Overlap,5.700289601519569e-170,6.20774594628699e-56,-12.4484758338722,-3.54719291008864,TRUE,TRUE
HIST1H1E,Overlap,3.0116198855509497e-165,5.287028461242459e-36,-12.5505603318307,-4.25922148728327,TRUE,TRUE
HIST1H4C,Overlap,9.68502673153085e-162,2.82196273676003e-41,-12.4261577891413,-3.78838929620976,TRUE,TRUE
TALAM1,Overlap,6.205227525054569e-161,1.8266212277661902e-52,4.27884710750254,3.73941040847629,TRUE,TRUE
C5orf56,Overlap,3.99314271902056e-143,2.34152601045183e-26,-11.9187847962292,-3.07892769272452,TRUE,TRUE
H2AFZ,Overlap,9.64525160524974e-143,2.72756522454351e-37,-12.0218580345009,-3.60415633386762,TRUE,TRUE
ATP5MD,Overlap,1.0798781008454599e-132,9.32549591220094e-40,-12.0306726343022,-3.5003637129054,TRUE,TRUE
CCL5,Overlap,5.6037703305900895e-127,8.56496161050784e-26,-1.43824569439166,-1.37881489590572,TRUE,TRUE
CRIP1,Overlap,1.2333702370621098e-122,1.29987245936202e-97,2.13130633060794,2.69733281822604,TRUE,TRUE
H1FX,Overlap,1.5367068670001698e-120,1.28734456572828e-46,-12.7776333739672,-5.29574277140436,TRUE,TRUE
ENSG00000289901,Overlap,2.85520743337559e-118,2.69597023163417e-29,4.15971322654674,3.86980454008356,TRUE,TRUE
FAM49B,Overlap,6.6062745374092e-113,1.50586809676765e-32,-11.6068797266177,-3.32014186052305,TRUE,TRUE
AC004687.1,Overlap,1.89501844501818e-112,1.4605028267345102e-14,-11.754869440883,-3.2007095639154,TRUE,TRUE
ALDOA,Overlap,4.80162584406667e-108,1.85723926223041e-12,-1.55794199759855,-1.33072897905794,TRUE,TRUE
AL138963.4,Overlap,7.574050400806739e-104,7.35434303862791e-8,-9.97947754863801,-6.42162098348279,TRUE,TRUE
IL32,Overlap,2.20088348744454e-102,1.24779028674792e-56,-1.73848215016414,-1.61774915512209,TRUE,TRUE
C9orf16,Overlap,2.0840347192048597e-100,2.31651220869171e-27,-11.3739698287657,-3.6131919469233,TRUE,TRUE
GPI,Overlap,3.543153729886029e-98,8.101161238696459e-23,-2.5305856251751,-2.45590447972226,TRUE,TRUE
TPI1,Overlap,3.4392550724491e-97,5.494842629843779e-25,-1.59301458359766,-1.35560621056094,TRUE,TRUE
GAPDH,Overlap,1.35982342119699e-90,7.39432788644131e-12,-0.728627346044589,-0.712693207198515,TRUE,TRUE
ENO1,Overlap,4.54099162750008e-90,2.9945276958332796e-36,-1.25314782038707,-1.24865780278411,TRUE,TRUE
HIST1H1D,Overlap,1.15369462849043e-82,1.59079389199348e-27,-11.4834330975599,-4.08330238293348,TRUE,TRUE
HSPB11,Overlap,2.44296159899325e-80,1.2676910824374699e-34,-10.7117326396727,-3.63198107901624,TRUE,TRUE
PKM,Overlap,4.85606089309766e-80,3.41985984217223e-17,-1.53847340760795,-1.2743559615923,TRUE,TRUE
MIF,Overlap,1.65512329825867e-79,2.46928584302421e-32,-1.4203511877519,-1.46848700685608,TRUE,TRUE
ATP5MPL,Overlap,5.0058980408220994e-76,3.1028160714766e-39,-11.408921749916,-3.54801588731402,TRUE,TRUE
DARS,Overlap,2.06605456561928e-72,5.8620767650874895e-28,-10.4853264250331,-4.09307640667735,TRUE,TRUE
LINC-PINT,Overlap,4.04366855489023e-72,9.181966932996849e-20,3.13110809216287,2.77793691301434,TRUE,TRUE
YARS,Overlap,8.30353407152182e-72,6.1055569083610395e-18,-10.905611396852,-3.37697630334229,TRUE,TRUE
PYURF,Overlap,2.39810729946394e-70,6.27768334306492e-16,-10.9735795353866,-3.31949323545911,TRUE,TRUE
TGFB1,Overlap,1.25656358863119e-69,5.02055335144832e-38,1.61341860490393,1.81833916091135,TRUE,TRUE
ENSG00000276241,Overlap,1.53265474040626e-69,0.680151124359032,5.76659705166234,3.62203361820129,TRUE,FALSE
AC243829.1,Overlap,1.5500296998920201e-68,0.0882829115484298,-10.7669607805306,-4.30053668184437,TRUE,FALSE
SARS,Overlap,3.2047584638170602e-68,4.58138035034286e-12,-10.5052960702467,-3.43455314951985,TRUE,TRUE
PGAM1,Overlap,1.83945882128942e-67,0.0399368007937327,-0.74079027924099194,-0.633194066900777,TRUE,TRUE
ZEB2,Overlap,2.949302914285e-67,6.89626173628968e-33,1.43574546136808,1.02449922543221,TRUE,TRUE
H2AFV,Overlap,1.14269506912636e-66,3.89906035323022e-35,-11.2752271461461,-3.24291053338374,TRUE,TRUE
HIST1H1C,Overlap,2.18697473071617e-66,5.32987370742096e-11,-10.8141090010939,-3.92521579748608,TRUE,TRUE
RASGEF1B,Overlap,2.56859729486537e-66,4.09087821218875e-12,2.99752067236915,2.46892994991928,TRUE,TRUE
FTH1,Overlap,6.94407145047797e-64,1,1.57118313646301,1.28876290980777,TRUE,FALSE
ZNRD1,Overlap,1.3987048566051599e-62,5.570770960193619e-19,-10.5303028448625,-3.3008581839498,TRUE,TRUE
TCTEX1D2,Overlap,3.1334652482976402e-58,1.57702340704151e-6,-10.7313013119986,-3.57233195601252,TRUE,TRUE
RAC2,Overlap,8.35200772094357e-58,1.3018327502948501e-17,-1.22765235461478,-1.22676478286236,TRUE,TRUE
CHASERR,Overlap,1.54373487593592e-57,6.038601971927249e-11,4.19188594840168,3.92067860293593,TRUE,TRUE
IRF1-AS1,Overlap,3.17302921935372e-57,2.07097774675328e-7,4.43150661342116,3.64295533851451,TRUE,TRUE
TRBV2,Overlap,3.52567253661146e-55,1,-2.31220359175232,-3.96946867321944,TRUE,FALSE
NHERF1,Overlap,2.2943873983268898e-54,2.6181757659908297e-22,4.42679552100318,4.42662418513407,TRUE,TRUE
ADSS,Overlap,4.3083647324802595e-54,2.82433055306775e-14,-10.1555636641593,-3.26062900469335,TRUE,TRUE
EPRS,Overlap,2.95983837552251e-52,9.13174661652136e-14,-9.97421388442759,-3.29402459749483,TRUE,TRUE
BNIP3L,Overlap,1.7241599528169599e-50,7.01788564926037e-14,-1.15822723532263,-1.26365065356985,TRUE,TRUE
TRBV23-1,Overlap,4.71294058105122e-50,1,-1.77902135208647,-7.78649350874932,TRUE,FALSE
MTRNR2L8,Overlap,3.95666885350568e-49,4.03186718688246e-5,-8.22004739968504,-8.99445822312773,TRUE,TRUE
AC008875.3,Overlap,6.277758467219211e-47,0.00108231883123486,-9.84685841902561,-2.32207603731568,TRUE,TRUE
MATR3.1,Overlap,1.0509548499763e-46,2.30113256355436e-22,-10.9196211454649,-3.47590221702017,TRUE,TRUE
MARCH7,Overlap,1.30584807051854e-46,8.253966625047299e-13,-10.1402247421296,-3.32597550029365,TRUE,TRUE
GARS,Overlap,1.81220518104374e-46,0.00418516393301594,-9.49720423649836,-3.89433422367123,TRUE,TRUE
PCBP1,Overlap,2.51001985209833e-46,0.307708300210059,-0.790151633494907,-0.449195946917449,TRUE,FALSE
YPEL3,Overlap,3.19094685250422e-45,5.7767793401750796e-11,-1.13377384042743,-1.21068684670859,TRUE,TRUE
