gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
RPS10,Overlap,5.976826522222099e-44,6.15895231970053e-276,2.99269829298849,3.27757663728122,TRUE,TRUE
MTRNR2L12,Overlap,1.88971012345556e-37,1.48155603106211e-65,-10.541678596152,-9.86911840954533,TRUE,TRUE
H3F3A,Overlap,1.7949459400469698e-34,1.5621780878164498e-124,-10.1016177634965,-3.24113151836075,TRUE,TRUE
H3F3B,Overlap,1.22591956977279e-32,1.42013979254127e-186,-11.0167049370089,-4.29391519349234,TRUE,TRUE
H3-3B,Overlap,8.57182313103261e-32,1.62968784721075e-193,4.26836363748336,3.98925008409306,TRUE,TRUE
H3-3A,Overlap,2.2163264056144997e-31,7.397788483662499e-189,3.7893542141989,3.82871210860517,TRUE,TRUE
LINC01578,Overlap,3.5311730638683e-30,2.3921077395318695e-133,-9.72092574508426,-4.51225910141424,TRUE,TRUE
HIST1H4C,Overlap,9.19952379529087e-28,6.56635128135709e-64,-9.20575240126377,-3.90039340835417,TRUE,TRUE
AL138963.4,Overlap,7.20154550569441e-27,2.8316973657758e-38,-7.99073060792534,-6.71445583340667,TRUE,TRUE
H2AFZ,Overlap,6.01051053060458e-25,2.1827704376451e-83,-9.061981267733,-4.11634427027297,TRUE,TRUE
ENSG00000289901,Overlap,8.56702032476518e-24,2.6544016221001598e-126,3.4891231816249,3.32734281763736,TRUE,TRUE
ATP5MD,Overlap,1.43000913310389e-23,9.72450735195149e-77,-8.84550030661555,-3.91800245406413,TRUE,TRUE
MIF,Overlap,8.37046304719554e-23,3.43293055817757e-191,-2.22441691057313,-2.26079763864824,TRUE,TRUE
TALAM1,Overlap,1.19039099605724e-21,3.733450592804849e-154,3.5931678593865,3.03159800878317,TRUE,TRUE
ENO1,Overlap,2.00844593643549e-21,3.0557468061333898e-161,-2.82353311908293,-2.77739670259857,TRUE,TRUE
CISH,Overlap,2.3964635629544998e-20,2.5262823314608695e-84,-6.50125937367966,-4.19576428616446,TRUE,TRUE
HIST1H1E,Overlap,1.37358406308437e-19,1.43252231433287e-60,-8.84793451649171,-5.42428254328018,TRUE,TRUE
TPI1,Overlap,1.45259590627904e-19,4.4257062247212895e-152,-3.08393691320039,-2.99333919546157,TRUE,TRUE
H1FX,Overlap,5.90999535845637e-19,4.13380211877136e-108,-9.64151897156455,-6.61927350587795,TRUE,TRUE
CHASERR,Overlap,3.76539548510486e-18,6.1882849403402e-136,3.74248042133694,3.61617487445324,TRUE,TRUE
DARS,Overlap,1.69396429355845e-16,9.532217970648879e-77,-8.7370225936204,-3.73734773536553,TRUE,TRUE
