gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MTRNR2L12,Overlap,4.40333524889403e-78,1.0230784959956401e-105,-13.8654139863537,-10.0731137349386,TRUE,TRUE
H3F3B,Overlap,1.51123070827218e-76,7.162244428978979e-157,-14.5485342669939,-3.52582430862815,TRUE,TRUE
H3F3A,Overlap,5.21925699344549e-72,8.9838330270736091e-112,-13.6612505975534,-2.73266602550277,TRUE,TRUE
H3-3B,Overlap,1.0844232799088e-56,9.90023308578467e-129,3.61413242637904,3.62105754473937,TRUE,TRUE
HIST1H1E,Overlap,5.42044146878856e-54,5.00036612243392e-80,-13.0561071968518,-4.2942563226795,TRUE,TRUE
LINC01578,Overlap,1.04610020201826e-53,2.56429861519309e-70,-12.410643220972,-3.4184956887001,TRUE,TRUE
RPS10,Overlap,1.7669407897211898e-45,2.8797858120068398e-124,3.06807149993908,3.32149923957231,TRUE,TRUE
AC004687.1,Overlap,2.5473742769459498e-45,4.64656639063181e-41,-11.7416397396696,-2.85715897737772,TRUE,TRUE
AL138963.4,Overlap,1.1215672741374998e-44,9.347705143615028e-31,-10.234722073473,-5.78590991837946,TRUE,TRUE
HIST1H4C,Overlap,7.104588954783849e-44,8.682154968069931e-47,-12.7191535766955,-3.3290548756874,TRUE,TRUE
SLC9A3R1,Overlap,1.5492154389459198e-43,9.53099051419156e-51,-12.6558301392885,-2.92556960813656,TRUE,TRUE
ATP5MD,Overlap,3.1875297751465695e-42,2.8364387120896198e-42,-12.1998115976894,-2.98773431883576,TRUE,TRUE
H1FX,Overlap,5.87816818352642e-40,1.40054635164395e-71,-13.1135585266931,-4.05324255584642,TRUE,TRUE
C5orf56,Overlap,3.08976492878039e-39,4.46447431489603e-41,-12.03327662356,-2.70769684752414,TRUE,TRUE
H2AFZ,Overlap,1.22399346426853e-37,7.25699399035885e-52,-12.1123772833385,-3.04298121150228,TRUE,TRUE
H3-3A,Overlap,3.38309086655165e-35,3.9169440370167097e-100,3.92764349699351,3.83117212738884,TRUE,TRUE
FAM49B,Overlap,1.19467553623265e-32,1.92773669176196e-51,-12.1063241522645,-3.37024021419577,TRUE,TRUE
DARS,Overlap,1.05456426990148e-28,3.7260606580773503e-47,-11.0427819700143,-3.60909970479547,TRUE,TRUE
PKM,Overlap,3.25064578687288e-27,1.3673848299065598e-84,-1.71282666819422,-1.38102778663782,TRUE,TRUE
AC092821.3,Overlap,5.96110060303206e-27,1.3167835641977199e-33,-12.0202590574863,-3.41661856080545,TRUE,TRUE
