gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
H3F3B,Overlap,4.8003540543844594e-23,8.2995288421108e-196,-11.3815688403568,-2.76014129971084,TRUE,TRUE
H3-3A,Overlap,1.02783021368829e-22,2.98589349557275e-209,2.3556360555063,2.15748286042109,TRUE,TRUE
MT-ND3,Overlap,9.00741192256814e-22,8.95631755193251e-10,-1.07724753027731,-0.360426042755453,TRUE,FALSE
MTRNR2L12,Overlap,1.5713855661973701e-21,1.60015056575842e-61,-9.38403351490828,-6.7447270952222,TRUE,TRUE
H3F3A,Overlap,1.77018455921679e-20,4.09214456228527e-207,-11.8263125731831,-2.69700988605219,TRUE,TRUE
MT-CO2,Overlap,4.18630284721839e-20,4.30442100241578e-41,-0.725574240251023,-0.321878016808064,TRUE,FALSE
H3-3B,Overlap,5.97439845840099e-18,4.3589186424988396e-211,2.50662681027632,2.30359405279497,TRUE,TRUE
RPS10,Overlap,5.92503968909682e-17,8.72953528382144e-245,2.14584541023145,2.20453977905021,TRUE,TRUE
MT-CO1,Overlap,5.52979585991831e-16,1.48433634774875e-76,-0.675116828651917,-0.566891099109499,TRUE,FALSE
TMSB10,Overlap,1.10032805894958e-15,2.7621761352284694e-159,-1.34566070719312,-1.14061734802902,TRUE,TRUE
EIF1,Overlap,1.84305439342063e-15,6.6344981626494e-51,0.953547387144221,0.777297200833589,TRUE,TRUE
HIST1H4C,Overlap,2.0455011037838e-15,4.0210566824848004e-86,-10.2774474202292,-2.85631741882014,TRUE,TRUE
LINC01578,Overlap,2.12983261244858e-15,8.95521223644902e-127,-10.0455820029332,-3.03710854950697,TRUE,TRUE
H2AFZ,Overlap,2.4234464816647002e-15,6.85330596363107e-82,-9.62931575846498,-2.47868264670462,TRUE,TRUE
AL138963.4,Overlap,2.6027384941753603e-15,3.5075028605252694e-30,-6.98320737676047,-3.72010845542273,TRUE,TRUE
MT-ND4L,Overlap,1.06783202079103e-14,3.10896796030175e-17,-0.98100600116123,-0.375568796901003,TRUE,FALSE
HIST1H1E,Overlap,1.39581569402566e-13,3.85221971535828e-86,-9.96179153242926,-3.63463449454639,TRUE,TRUE
AC008105.3,Overlap,1.99135720347202e-13,4.13901004330019e-30,-8.23181959093807,-2.34258435090191,TRUE,TRUE
HLA-DRA,Overlap,7.37710103847588e-13,4.03174483014979e-5,-0.217958290250347,0.117880661419505,FALSE,FALSE
H1FX,Overlap,9.128500397736519e-12,1.21767597020837e-83,-9.99807268608391,-4.41598758193091,TRUE,TRUE
RPS24,Unsuppressed_only,1.0048019363186e-11,NA,-0.197807557274588,NA,FALSE,FALSE
RELB,Overlap,3.1882453601435596e-11,1.3769689204896e-30,1.6536527600472,1.35751843754515,TRUE,TRUE
MT-ATP6,Overlap,2.01602589085976e-10,1,0.841150998509556,0.918038791077589,TRUE,FALSE
AC016168.2,Overlap,3.52567717353136e-10,2.7266428411513896e-19,-8.05403152090377,-3.69355724904578,TRUE,TRUE
DARS,Overlap,5.47805642187919e-10,6.643742249274029e-118,-9.62285033423199,-3.07066795375092,TRUE,TRUE
HLA-DPA1,Overlap,8.74271277199097e-10,4.27660832604e-19,-0.714510650050309,-0.543356313973128,TRUE,FALSE
EEF1A1,Unsuppressed_only,1.0792672303359402e-9,NA,-0.136854484612748,NA,FALSE,FALSE
LAPTM5,Overlap,1.5942948934080802e-9,1,0.58461784879017,0.25699591808678,TRUE,FALSE
CIB1,Overlap,1.18732708665648e-8,4.77340970564435e-16,0.910570671410807,0.752976547472494,TRUE,TRUE
