"Comparison","Module","Cluster","n_g1","n_g2","mean_g1","mean_g2","cohens_d","p_value","p_adj","sig"
"Suppressed_vs_PreART","PS_Senescence_Protein","Vd1 gd T cell",992,752,0.4016,0.1114,0.452,6.52707165158314e-29,4.94900749278266e-28,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","Tex CD8",170,429,1.0636,0.7279,0.239,5.06183181574125e-07,1.34907108237108e-06,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","Non-classical Monocyte",553,520,0.0321,0.0134,0.119,0.0354312104363352,0.0536958761577856,"ns"
"Suppressed_vs_PreART","PS_Senescence_Protein","Resting Naive B cell",1273,1665,0.0187,0.0158,0.027,0.0794820433007745,0.112088861535407,"ns"
"Suppressed_vs_PreART","PS_Senescence_Protein","CD56dim CD122int NK",411,1375,1.0435,0.2973,0.688,2.04118523985429e-39,2.12638253682212e-38,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","Cytotoxic gd T cell",839,358,1.9482,1.0139,0.45,6.04119876160575e-15,2.45750632135949e-14,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","CD56dim CD122lo NK",791,1455,0.3682,0.2469,0.157,1.53668702182166e-13,5.85358045196295e-13,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","CD4dim Naive T cell",317,746,0.0241,0.0184,0.039,0.27760336839236,0.340049933879394,"ns"
"Suppressed_vs_PreART","PS_Senescence_Protein","Vg9Vd2 gd T cell",718,671,2.7702,1.5869,0.753,1.77516239064832e-47,2.26238781276243e-46,"***"
"Suppressed_vs_PreART","PS_Senescence_Protein","Intermediate Monocyte",108,26,0.0175,0.0435,-0.183,0.952178326161255,0.962501363106334,"ns"
"Suppressed_vs_PreART","PS_Senescence_Protein","TNF+ B cell",72,10,0.0444,0.0387,0.02,0.120293785961695,0.162471201332707,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 1 CD8",1410,2957,2e-04,0,0.047,0.147709702922258,0.194885709362186,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive Intermediate CD8",185,1823,0,0,NA,NA,NA,NA
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 3 CD4",1358,3563,0,0,NA,NA,NA,NA
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Th2/Th17 EM CD4",1174,1570,0,3e-04,-0.033,0.387587458894013,0.454556804459156,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD56dim CD122hi NK",1276,4122,0,0.1309,-0.417,8.43009144369518e-63,1.45312943158947e-61,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Classical Monocyte",450,1180,0,0.0014,-0.056,0.216632816905734,0.274485578691771,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 1 CD4",1897,9575,0,3e-04,-0.024,0.181644720313942,0.234367662828328,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 2 CD4",2780,5781,0,0,-0.016,0.488177928650769,0.554873964443663,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD8+ MAIT cell",217,505,7e-04,0,0.124,0.127885882506743,0.171277012010148,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Transitional Memory CD4",410,3224,0,2e-04,-0.021,0.614417369878441,0.674752607476526,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Treg",331,949,0.0016,0,0.108,0.0907493511547491,0.125976503688748,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Tscm CD8",6,312,0,0.0058,-0.071,0.857108248141957,0.886332051164492,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","pDC",75,75,0,0.0092,-0.163,0.323806076256496,0.388891909128102,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Activated B cell",937,599,0,8e-04,-0.065,0.211528126002993,0.268870763874361,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 2 CD8",1112,2765,3e-04,7e-04,-0.013,0.505495489530817,0.572655883175337,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","TEMRA/CTL CD8",2871,1881,0,0.0216,-0.283,3.76222382697404e-38,3.7716687403472e-37,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Follicular B cell",1911,3015,0,6e-04,-0.039,0.16789919655924,0.218991004330942,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","ISG+ CD4 T cell",1234,411,0,0.0056,-0.119,0.0142763081528251,0.0233488288970437,"*"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Transitional B cell",684,1895,0.0072,0,0.074,0.0961936137307789,0.132459711781004,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD56bright NK",179,605,0,0.0029,-0.054,0.442734105993217,0.510486486024903,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Vd1 gd T cell",992,752,3e-04,0,0.042,0.384567584543797,0.452011780333299,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Tex CD8",170,429,0,0.0022,-0.114,0.0944306676286868,0.130482052847943,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Non-classical Monocyte",553,520,2e-04,0.0236,-0.2,2.59204455360167e-06,6.50318193762262e-06,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Resting Naive B cell",1273,1665,0,0,-0.033,0.382277864888191,0.449871200526574,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD56dim CD122int NK",411,1375,0,0.1362,-0.406,2.98161868676236e-20,1.56322940338788e-19,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Cytotoxic gd T cell",839,358,0,0.0508,-0.405,8.87433700116562e-16,3.74347032654803e-15,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD56dim CD122lo NK",791,1455,1e-04,0.025,-0.206,1.04940180539445e-08,3.11956169444801e-08,"***"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","CD4dim Naive T cell",317,746,8e-04,4e-04,0.039,0.534480499017752,0.600663825350156,"ns"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Vg9Vd2 gd T cell",718,671,0,0.0049,-0.098,0.0111550418232834,0.0186905456004105,"*"
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","Intermediate Monocyte",108,26,0,0,NA,NA,NA,NA
"Suppressed_vs_PreART","PS_Terminal_Diff_Protein","TNF+ B cell",72,10,0,0,NA,NA,NA,NA
"Suppressed_vs_PreART","IFN_Ratio","Naive 1 CD8",1410,2957,0.1225,0.0096,0.341,2.47553504003182e-07,6.73255613611378e-07,"***"
"Suppressed_vs_PreART","IFN_Ratio","Naive Intermediate CD8",185,1823,0.0489,0.0381,0.041,0.0297222559454251,0.0457971223442048,"*"
"Suppressed_vs_PreART","IFN_Ratio","Naive 3 CD4",1358,3563,0.0649,0.0038,0.179,0.000621478650207601,0.0012336891846706,"**"
"Suppressed_vs_PreART","IFN_Ratio","Th2/Th17 EM CD4",1174,1570,0.0853,-0.0053,0.212,0.0258003749213236,0.0404301493207922,"*"
"Suppressed_vs_PreART","IFN_Ratio","CD56dim CD122hi NK",1276,4122,0.2298,0.0018,0.493,2.33642782324662e-36,2.25729075181407e-35,"***"
"Suppressed_vs_PreART","IFN_Ratio","Classical Monocyte",450,1180,-0.0608,-0.1969,0.271,8.33465196461056e-14,3.21058297543519e-13,"***"
"Suppressed_vs_PreART","IFN_Ratio","Naive 1 CD4",1897,9575,0.0837,0.0297,0.188,0.0132743193163393,0.0219498061297095,"*"
"Suppressed_vs_PreART","IFN_Ratio","Naive 2 CD4",2780,5781,0.0377,0.0101,0.085,0.667115662512682,0.720328583767637,"ns"
"Suppressed_vs_PreART","IFN_Ratio","CD8+ MAIT cell",217,505,0.1694,-0.0154,0.489,0.000326077668005393,0.000671204546856461,"***"
"Suppressed_vs_PreART","IFN_Ratio","Transitional Memory CD4",410,3224,0.1459,0.026,0.42,1.9351037256125e-05,4.51901415844791e-05,"***"
"Suppressed_vs_PreART","IFN_Ratio","Treg",331,949,0.1204,-0.0257,0.353,0.000201056400611835,0.00042555754051763,"***"
"Suppressed_vs_PreART","IFN_Ratio","Tscm CD8",6,312,0.1081,0.0305,0.329,0.275033495651976,0.337419485705138,"ns"
"Suppressed_vs_PreART","IFN_Ratio","pDC",75,75,-0.0651,-0.186,0.272,0.0218581391027763,0.0346605567771357,"*"
"Suppressed_vs_PreART","IFN_Ratio","Activated B cell",937,599,0.1746,-0.0987,0.683,6.94187191461033e-39,7.13850862978814e-38,"***"
"Suppressed_vs_PreART","IFN_Ratio","Naive 2 CD8",1112,2765,0.0542,0.0184,0.115,0.799227896030059,0.836010309233216,"ns"
"Suppressed_vs_PreART","IFN_Ratio","TEMRA/CTL CD8",2871,1881,0.1495,-0.0368,0.346,9.50916337356622e-29,7.16476586259895e-28,"***"
"Suppressed_vs_PreART","IFN_Ratio","Follicular B cell",1911,3015,0.0413,0.0861,-0.146,1.67837543151727e-24,1.06385913595645e-23,"***"
"Suppressed_vs_PreART","IFN_Ratio","ISG+ CD4 T cell",1234,411,-0.1165,-0.5439,0.443,4.02743253519623e-15,1.64952621441541e-14,"***"
"Suppressed_vs_PreART","IFN_Ratio","Transitional B cell",684,1895,0.0784,0.0633,0.044,0.00960279122858745,0.0162258729081069,"*"
"Suppressed_vs_PreART","IFN_Ratio","CD56bright NK",179,605,0.0175,-0.024,0.127,0.338033545307352,0.404559627650557,"ns"
"Suppressed_vs_PreART","IFN_Ratio","Vd1 gd T cell",992,752,0.0981,-0.0186,0.296,0.000182600480787634,0.000387520595187929,"***"
"Suppressed_vs_PreART","IFN_Ratio","Tex CD8",170,429,0.0283,0.0049,0.058,0.577218576517311,0.641912054558409,"ns"
"Suppressed_vs_PreART","IFN_Ratio","Non-classical Monocyte",553,520,0.2847,-0.1047,0.697,3.24348212506824e-40,3.46936748734977e-39,"***"
"Suppressed_vs_PreART","IFN_Ratio","Resting Naive B cell",1273,1665,0.0198,0.0854,-0.201,1.37816446098413e-17,6.48739105799209e-17,"***"
"Suppressed_vs_PreART","IFN_Ratio","CD56dim CD122int NK",411,1375,0.1987,0.0122,0.429,9.30334618516626e-12,3.29745820409147e-11,"***"
"Suppressed_vs_PreART","IFN_Ratio","Cytotoxic gd T cell",839,358,-0.008,-0.0348,0.05,0.626813956514929,0.685461542587754,"ns"
"Suppressed_vs_PreART","IFN_Ratio","CD56dim CD122lo NK",791,1455,0.0958,-0.0183,0.24,2.53030727609315e-06,6.36161199739683e-06,"***"
"Suppressed_vs_PreART","IFN_Ratio","CD4dim Naive T cell",317,746,-0.0935,0.0336,-0.329,0.000421321460242796,0.000853327319308317,"***"
"Suppressed_vs_PreART","IFN_Ratio","Vg9Vd2 gd T cell",718,671,0.0416,-0.1137,0.329,1.20711775111121e-06,3.12001524451183e-06,"***"
"Suppressed_vs_PreART","IFN_Ratio","Intermediate Monocyte",108,26,0.0117,-0.2229,0.453,0.00957183826912656,0.0161849855277539,"*"
"Suppressed_vs_PreART","IFN_Ratio","TNF+ B cell",72,10,-1.2064,-0.6949,-0.542,0.127676342539068,0.171092011590384,"ns"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive 1 CD8",1410,2957,0.0333,-0.4948,1.01,8.17193688121172e-198,1.39856862624166e-195,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive Intermediate CD8",185,1823,0.0833,-0.7077,1.537,5.09577913544751e-76,1.1201364044525e-74,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive 3 CD4",1358,3563,0.0123,-0.5363,1.067,2.88860496254184e-242,6.92109749025024e-240,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Th2/Th17 EM CD4",1174,1570,-0.0483,-0.3835,0.824,6.39361973562278e-89,1.86818449836002e-87,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD56dim CD122hi NK",1276,4122,-0.1507,-0.4603,0.686,2.57772240450577e-101,9.08268070764094e-100,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Classical Monocyte",450,1180,-0.1853,-0.1079,-0.181,5.62613679277861e-16,2.41148904391727e-15,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive 1 CD4",1897,9575,0.0343,-0.6238,1.229,0,0,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive 2 CD4",2780,5781,0.0036,-0.4505,0.929,0,0,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD8+ MAIT cell",217,505,-0.0486,-0.2942,0.613,2.21323067287076e-12,8.046890276477e-12,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Transitional Memory CD4",410,3224,0.0316,-0.584,1.285,1.39927472940125e-130,8.38165562911351e-129,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Treg",331,949,0.0339,-0.363,0.959,1.40903989246549e-52,2.00955927520674e-51,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Tscm CD8",6,312,-0.0093,-0.8429,1.781,0.000475331075439676,0.000958515303422971,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","pDC",75,75,0.1068,-0.0379,0.437,0.0255697662740422,0.0400949999951603,"*"
"Suppressed_vs_PreART","Metabolic_Ratio","Activated B cell",937,599,-0.0028,-0.1377,0.45,1.96399266828527e-06,5.01142325155646e-06,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Naive 2 CD8",1112,2765,0.0208,-0.4518,0.93,3.1097809542982e-138,2.25788944439348e-136,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","TEMRA/CTL CD8",2871,1881,-0.1349,-0.1705,0.111,0.923622298931819,0.940209649814384,"ns"
"Suppressed_vs_PreART","Metabolic_Ratio","Follicular B cell",1911,3015,0.0059,-0.3071,0.758,6.93624278885427e-129,3.95696136240353e-127,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","ISG+ CD4 T cell",1234,411,0.0271,-0.2482,0.88,3.07232063888504e-34,2.78836373135173e-33,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Transitional B cell",684,1895,-0.0192,-0.3864,0.804,1.20547928036449e-69,2.5115898745681e-68,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD56bright NK",179,605,-0.0872,-0.2799,0.477,1.3491783206383e-06,3.47968918864301e-06,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Vd1 gd T cell",992,752,-0.0467,-0.3729,0.821,3.58935797085336e-44,4.07587758206856e-43,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Tex CD8",170,429,-0.1306,-0.1287,-0.006,0.0808681697278341,0.113708999218246,"ns"
"Suppressed_vs_PreART","Metabolic_Ratio","Non-classical Monocyte",553,520,0.0736,0.0668,0.024,0.0199198527267397,0.0317762763869962,"*"
"Suppressed_vs_PreART","Metabolic_Ratio","Resting Naive B cell",1273,1665,0.0355,-0.2648,0.759,1.76040104498936e-79,4.21792090379451e-78,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD56dim CD122int NK",411,1375,-0.1277,-0.3599,0.53,2.13922378668363e-18,1.03547074603919e-17,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Cytotoxic gd T cell",839,358,-0.1708,-0.3207,0.44,2.95280804047447e-05,6.80936291143101e-05,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD56dim CD122lo NK",791,1455,-0.0878,-0.2964,0.496,5.94078615720107e-21,3.253241570287e-20,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","CD4dim Naive T cell",317,746,-0.0102,-0.5155,0.999,9.86569331739114e-51,1.35851730968214e-49,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Vg9Vd2 gd T cell",718,671,-0.1902,-0.2949,0.319,0.000179043913250108,0.000380647041834303,"***"
"Suppressed_vs_PreART","Metabolic_Ratio","Intermediate Monocyte",108,26,-0.1771,-0.522,0.853,0.00366082208865307,0.00657006997124914,"**"
"Suppressed_vs_PreART","Metabolic_Ratio","TNF+ B cell",72,10,-0.1867,-0.2555,0.277,0.465524054526418,0.53139382308018,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive 1 CD8",889,2957,-0.0689,-0.0688,-0.001,0.0302138651280118,0.0463756699850841,"*"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive Intermediate CD8",19,1823,-0.0732,-0.0509,-0.132,0.63403282896841,0.691462293221807,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive 3 CD4",1232,3563,-0.0183,-0.0544,0.203,5.27770040969748e-05,0.000119295945109766,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Th2/Th17 EM CD4",756,1570,0.0706,-0.0094,0.319,8.91069201038494e-13,3.27454264676109e-12,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD56dim CD122hi NK",1307,4122,0.1184,-0.0065,0.397,3.33558833968101e-46,4.03639881912914e-45,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Classical Monocyte",492,1180,0.0764,0.0246,0.169,1.68428943019994e-14,6.72592912459844e-14,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive 1 CD4",1442,9575,-0.0057,-0.0519,0.273,1.93269876603427e-08,5.66105897728376e-08,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive 2 CD4",1346,5781,-0.0036,-0.0506,0.261,7.61641396307064e-07,2.00097893152602e-06,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD8+ MAIT cell",102,505,0.0138,-0.0257,0.175,0.0618703330726621,0.0897344540206407,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Transitional Memory CD4",155,3224,0.0146,-0.0187,0.185,0.377437181242783,0.445048959772494,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Treg",228,949,0.0498,0.0202,0.093,0.0151871541244434,0.0246868529729758,"*"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Tscm CD8",36,312,-0.0799,-0.0894,0.06,0.633520478059691,0.691462293221807,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","pDC",65,75,0.0169,-0.1176,0.601,0.000434679477409348,0.000878896226052993,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Activated B cell",94,599,-0.0821,-0.0711,-0.049,0.446906921066137,0.513567857493748,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Naive 2 CD8",716,2765,-0.043,-0.0658,0.132,0.556099855164714,0.621462338141164,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","TEMRA/CTL CD8",2430,1881,0.0621,-0.0012,0.217,8.11955986342293e-11,2.73236874055637e-10,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Follicular B cell",1620,3015,-0.0615,0.0278,-0.375,1.77749328730061e-53,2.5655866966098e-52,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","ISG+ CD4 T cell",686,411,-0.0253,0.033,-0.219,0.0593966817178973,0.0865602084786814,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Transitional B cell",548,1895,-0.0501,0.0691,-0.426,1.29554383407866e-30,1.0522450937127e-29,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD56bright NK",111,605,0.0123,-0.0525,0.299,0.000106648924224784,0.000233574791995048,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Vd1 gd T cell",522,752,-0.0148,-0.0599,0.201,0.000927812695742062,0.00180003175627367,"**"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Tex CD8",407,429,0.0368,0.0466,-0.038,0.737209246181173,0.783305256696271,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Non-classical Monocyte",593,520,0.3741,0.1767,0.505,1.76334083857513e-20,9.34726692306641e-20,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Resting Naive B cell",619,1665,-0.0838,0.028,-0.443,2.2109452707948e-38,2.22580876841359e-37,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD56dim CD122int NK",417,1375,0.0892,-0.0157,0.373,5.1135770811933e-15,2.0872454321191e-14,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Cytotoxic gd T cell",1648,358,0.083,-0.0066,0.291,1.98513387776952e-07,5.43586373844088e-07,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD56dim CD122lo NK",418,1455,0.0535,-0.0255,0.299,2.61555603030336e-12,9.46657439366593e-12,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","CD4dim Naive T cell",53,746,0.0407,-0.0312,0.374,0.114627686563635,0.155792146070011,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Vg9Vd2 gd T cell",393,671,0.0667,-0.035,0.389,8.52123269182671e-10,2.71500977787457e-09,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","Intermediate Monocyte",588,26,0.093,-0.0383,0.549,0.000135802902943152,0.000293932931754103,"***"
"Unsuppressed_vs_PreART","MS_IFN_Memory","TNF+ B cell",57,10,-0.1301,0.1564,-1.209,0.000855066286126843,0.00166835408921817,"**"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive 1 CD8",889,2957,0.1285,-0.0784,0.622,1.01450037223397e-25,6.90551957918352e-25,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive Intermediate CD8",19,1823,0.3101,-0.089,1.705,0.0484761183959472,0.0716525476105425,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive 3 CD4",1232,3563,0.2056,-0.0582,0.679,7.9203683896088e-51,1.10332573613388e-49,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Th2/Th17 EM CD4",756,1570,0.2786,-0.0041,0.668,2.03010946433917e-41,2.22106953267427e-40,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD56dim CD122hi NK",1307,4122,0.2298,-0.0083,0.573,9.89157896984665e-28,7.20371526193087e-27,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Classical Monocyte",492,1180,0.3413,0.2215,0.235,0.00013337406183195,0.000289198418234707,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive 1 CD4",1442,9575,0.1187,-0.0816,0.705,1.00235644483004e-58,1.62273381203567e-57,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive 2 CD4",1346,5781,0.2361,-0.0607,0.828,1.17735466805133e-70,2.47451033741315e-69,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD8+ MAIT cell",102,505,0.1405,-0.0103,0.483,0.0175581436987864,0.028177704154248,"*"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Transitional Memory CD4",155,3224,0.225,-0.0447,1.035,2.2130296058043e-12,8.046890276477e-12,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Treg",228,949,0.2198,0.0458,0.479,0.000128935160331297,0.000279826670429155,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Tscm CD8",36,312,-0.0172,-0.1199,0.448,0.0515974114042936,0.0760783985998076,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","pDC",65,75,0.1807,0.0684,0.251,0.824744469399336,0.858795197166801,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Activated B cell",94,599,0.0268,0.0275,-0.004,0.180891770704518,0.233647807335862,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Naive 2 CD8",716,2765,0.2525,-0.0841,0.889,5.97852358602119e-42,6.57089106059943e-41,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","TEMRA/CTL CD8",2430,1881,0.2766,0.0356,0.461,2.97038319661163e-27,2.14368618647032e-26,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Follicular B cell",1620,3015,-0.0124,-0.0583,0.167,0.233406411195767,0.292796733625684,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","ISG+ CD4 T cell",686,411,0.9709,0.5769,0.458,6.61935912866205e-14,2.57049991446909e-13,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Transitional B cell",548,1895,0.0254,0.0058,0.064,0.000899145281920559,0.00175008293702816,"**"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD56bright NK",111,605,0.0152,-0.0285,0.145,0.36913407403682,0.436332136848653,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Vd1 gd T cell",522,752,0.0939,-0.0414,0.37,3.45122114757487e-06,8.55131941012347e-06,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Tex CD8",407,429,0.14,0.0417,0.255,0.207475282821962,0.26413962680203,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Non-classical Monocyte",593,520,0.2785,0.2815,-0.006,0.000338396632787202,0.00069417665424498,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Resting Naive B cell",619,1665,-1e-04,-0.0574,0.205,0.12622289630994,0.169428604794743,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD56dim CD122int NK",417,1375,0.1588,-0.0278,0.537,1.2728422423003e-10,4.21233427148e-10,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Cytotoxic gd T cell",1648,358,0.3484,0.0282,0.483,3.09612923323724e-14,1.22414614568258e-13,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD56dim CD122lo NK",418,1455,0.2653,-0.0072,0.641,1.77601413238519e-18,8.63150073264687e-18,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","CD4dim Naive T cell",53,746,0.3902,-0.0648,1.45,7.35032513053502e-08,2.07436737488362e-07,"***"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Vg9Vd2 gd T cell",393,671,0.257,0.0787,0.348,0.00163368988325681,0.003077296352424,"**"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","Intermediate Monocyte",588,26,0.036,0.1846,-0.39,0.125680486789149,0.168889762393046,"ns"
"Unsuppressed_vs_PreART","MS_Stress_IFN_Acute","TNF+ B cell",57,10,0.5838,0.8513,-0.283,0.311664988542808,0.375955787500835,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Naive 1 CD8",889,2957,-0.3129,-0.2833,-0.078,0.0382306212114821,0.0573938398638541,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Naive Intermediate CD8",19,1823,-0.0907,-0.272,0.421,0.0136248331188442,0.0224519258272013,"*"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Naive 3 CD4",1232,3563,-0.1627,-0.2735,0.318,1.26697494472532e-30,1.03254148556526e-29,"***"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Th2/Th17 EM CD4",756,1570,-0.2846,-0.275,-0.028,0.501521085114223,0.568960473453447,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","CD56dim CD122hi NK",1307,4122,0.0035,-0.047,0.127,5.43186558726716e-10,1.7469463016231e-09,"***"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Classical Monocyte",492,1180,-0.1082,-0.1194,0.035,0.351473216727275,0.418970063322662,"ns"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Naive 1 CD4",1442,9575,-0.1921,-0.2792,0.248,6.99641712869508e-34,6.23755957648614e-33,"***"
"Unsuppressed_vs_PreART","MS_IFN_Signalling","Naive 2 CD4",1346,5781,-0.1814,-0.2838,0.295,8.22650799576571e-30,6.39958219410865e-29,"***"
