"Comparison","Module","Cluster","n_g1","n_g2","mean_g1","mean_g2","cohens_d","p_value","p_adj","sig"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Th2/Th17 EM CD4",756,1570,0.0839,0.0569,0.118,8.99111840986793e-07,2.3467014934688e-06,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD56dim CD122hi NK",1307,4122,0.0655,0.0928,-0.119,0.103917327522447,0.142115249282981,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Classical Monocyte",492,1180,0.7635,0.5092,0.396,9.60590290412702e-21,5.18372598159647e-20,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Naive 1 CD4",1442,9575,0.0144,0.0078,0.147,1.58382031460287e-07,4.37697055800285e-07,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Naive 2 CD4",1346,5781,0.0137,0.0046,0.182,1.63618661967366e-09,5.13128683342682e-09,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD8+ MAIT cell",102,505,0.0389,0.0192,0.194,0.000443248705186232,0.000894712634899925,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Transitional Memory CD4",155,3224,0.0461,0.0121,0.512,0.000310516831330268,0.000642485602648811,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Treg",228,949,0.1647,0.1905,-0.057,0.101405995422221,0.139157368288454,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Tscm CD8",36,312,0.0281,0.0058,0.574,0.0140615169001,0.0230355191840336,"*"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","pDC",65,75,1.0332,0.5234,0.463,0.092386786201273,0.12787911018963,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Activated B cell",94,599,0.7736,0.1931,1.123,1.06257867584126e-21,5.96238526303433e-21,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Naive 2 CD8",716,2765,0.0156,0.004,0.258,1.27337731194846e-09,4.01977870807445e-09,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","TEMRA/CTL CD8",2430,1881,0.0627,0.0632,-0.003,0.237149159624812,0.297180641454524,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Follicular B cell",1620,3015,0.8131,0.2115,0.902,5.90039407815022e-185,7.85408011735996e-183,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","ISG+ CD4 T cell",686,411,0.0145,0.0118,0.044,0.135232712804273,0.180209999932725,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Transitional B cell",548,1895,0.1954,0.0379,0.634,6.01102707563904e-29,4.57219710261306e-28,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD56bright NK",111,605,0.084,0.0835,0.002,0.000159746179169903,0.000341742719009901,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Vd1 gd T cell",522,752,0.0402,0.0321,0.06,0.066322666645359,0.0953469636113888,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Tex CD8",407,429,0.2057,0.2766,-0.182,0.137785059128061,0.183407223150463,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Non-classical Monocyte",593,520,0.2442,0.2644,-0.046,0.261949719685462,0.322855724468296,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Resting Naive B cell",619,1665,0.5504,0.2324,0.584,1.94741199811307e-25,1.29252053946784e-24,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD56dim CD122int NK",417,1375,0.0474,0.053,-0.038,0.100461492588944,0.137940249996052,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Cytotoxic gd T cell",1648,358,0.0554,0.095,-0.228,0.0158569213350068,0.0256537363394168,"*"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD56dim CD122lo NK",418,1455,0.0232,0.0213,0.021,0.000142238553094059,0.000307030246138166,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","CD4dim Naive T cell",53,746,0.0481,0.0117,0.477,3.6130397378218e-14,1.42148492804943e-13,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Vg9Vd2 gd T cell",393,671,0.0375,0.0088,0.362,5.70888902256899e-08,1.62839263072325e-07,"***"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","Intermediate Monocyte",588,26,0.3837,0.4405,-0.127,0.98668753774754,0.989993023636142,"ns"
"Unsuppressed_vs_PreART","PS_Exhaustion_Protein","TNF+ B cell",57,10,0.4166,0.1452,0.458,0.244038894471839,0.304540203726315,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive 1 CD8",889,2957,0.133,0.257,-0.417,5.53869791338958e-34,4.97030719119155e-33,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive Intermediate CD8",19,1823,0.2529,0.5862,-0.686,0.00105702933819156,0.00203569498706022,"**"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive 3 CD4",1232,3563,0.1643,0.3501,-0.623,5.82163135884823e-85,1.53281634459345e-83,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Th2/Th17 EM CD4",756,1570,0.7941,1.0297,-0.289,1.14575523545631e-10,3.80225698636192e-10,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD56dim CD122hi NK",1307,4122,0.4601,0.8365,-0.659,4.72090401821152e-107,1.98443614519909e-105,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Classical Monocyte",492,1180,0.9197,0.6188,0.467,1.04264382079938e-21,5.87805786973014e-21,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive 1 CD4",1442,9575,0.433,0.7187,-0.608,4.10719292745268e-120,2.05017380295346e-118,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive 2 CD4",1346,5781,0.1067,0.2443,-0.52,6.24579721569636e-78,1.41178586120835e-76,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD8+ MAIT cell",102,505,0.1934,0.3005,-0.237,0.588269599998152,0.651939852726906,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Transitional Memory CD4",155,3224,1.019,1.0785,-0.099,0.0358766318921773,0.0542336971694995,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Treg",228,949,0.4922,0.6487,-0.203,2.92499631372227e-08,8.46411976772774e-08,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Tscm CD8",36,312,0.3227,0.7195,-0.794,1.08599579486532e-06,2.81883573475117e-06,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","pDC",65,75,1.6335,1.5087,0.138,0.0714017086323527,0.101832436835189,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Activated B cell",94,599,2.0665,1.7024,0.33,4.55572086496695e-06,1.12184041032485e-05,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Naive 2 CD8",716,2765,0.0661,0.1316,-0.351,7.63054150182569e-14,2.94408654402163e-13,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","TEMRA/CTL CD8",2430,1881,0.168,0.1995,-0.108,0.152262172522581,0.200011055572426,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Follicular B cell",1620,3015,1.9952,0.9468,1.099,2.0323910292175e-299,6.08701113250642e-297,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","ISG+ CD4 T cell",686,411,0.2003,0.6576,-1.081,1.82299400178609e-65,3.46658224466625e-64,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Transitional B cell",548,1895,2.0849,1.3807,0.743,2.31243110108686e-65,4.32858196734696e-64,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD56bright NK",111,605,0.1762,0.2761,-0.201,0.785940489867275,0.825564845998242,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Vd1 gd T cell",522,752,0.24,0.1939,0.124,0.995343219638537,0.996174751150349,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Tex CD8",407,429,0.9499,1.0752,-0.15,0.221912590657095,0.279696247877117,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Non-classical Monocyte",593,520,0.6163,0.6562,-0.066,0.148674783912653,0.19594322456255,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Resting Naive B cell",619,1665,1.5663,0.6784,1.222,6.85399618020095e-149,5.6628189130212e-147,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD56dim CD122int NK",417,1375,0.2647,0.5907,-0.739,3.33671725534652e-44,3.82525097789965e-43,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Cytotoxic gd T cell",1648,358,0.1608,0.5111,-0.953,2.68577471068228e-34,2.44681224592956e-33,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD56dim CD122lo NK",418,1455,0.0951,0.2827,-0.705,1.35905468626156e-52,1.94987726244473e-51,"***"
"Unsuppressed_vs_PreART","PS_Activation_Protein","CD4dim Naive T cell",53,746,0.0798,0.1429,-0.294,0.0558738776157733,0.0818299576817804,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Vg9Vd2 gd T cell",393,671,0.1923,0.2916,-0.214,0.201372459837164,0.257189986018041,"ns"
"Unsuppressed_vs_PreART","PS_Activation_Protein","Intermediate Monocyte",588,26,0.6904,0.4042,0.556,0.0006977932189508,0.00138060491544683,"**"
"Unsuppressed_vs_PreART","PS_Activation_Protein","TNF+ B cell",57,10,1.6925,1.2447,0.773,0.0237588366259258,0.0374514293129725,"*"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive 1 CD8",889,2957,5.2677,5.3504,-0.035,0.660690450970635,0.71500195145693,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive Intermediate CD8",19,1823,4.1692,5.7719,-0.765,0.180052267558977,0.233012955404136,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive 3 CD4",1232,3563,5.9171,5.4837,0.192,2.6608399693641e-16,1.16338915448839e-15,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Th2/Th17 EM CD4",756,1570,3.5986,4.435,-0.295,1.36501572253902e-14,5.48754642819379e-14,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD56dim CD122hi NK",1307,4122,1.1907,0.6522,0.325,6.68161324049021e-08,1.89233396267311e-07,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Classical Monocyte",492,1180,0.5071,0.7638,-0.164,8.79131163886853e-08,2.46721211112077e-07,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive 1 CD4",1442,9575,6.287,5.7467,0.241,3.34412340271035e-27,2.40616206393213e-26,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive 2 CD4",1346,5781,5.0793,5.2633,-0.085,0.903845213752791,0.925080364011827,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD8+ MAIT cell",102,505,2.9511,3.3541,-0.155,0.0110146728955644,0.0184682688997706,"*"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Transitional Memory CD4",155,3224,5.5364,6.2851,-0.329,0.0914910143403092,0.126859068495012,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Treg",228,949,4.627,4.101,0.247,0.000235343583954755,0.000495068680558026,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Tscm CD8",36,312,4.985,4.2263,0.347,0.0450456783472236,0.0668293779070885,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","pDC",65,75,2.1366,4.62,-0.725,6.29967867841819e-06,1.53863711656371e-05,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Activated B cell",94,599,1.0683,0.735,0.224,0.226142142069607,0.284665726396255,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Naive 2 CD8",716,2765,4.1367,4.6247,-0.21,1.83227124129419e-06,4.69531753384051e-06,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","TEMRA/CTL CD8",2430,1881,0.6694,0.8459,-0.118,1.3941903909673e-22,8.14751262623819e-22,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Follicular B cell",1620,3015,2.1106,3.0155,-0.339,2.01995744649084e-93,6.28547797635333e-92,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","ISG+ CD4 T cell",686,411,3.7671,3.0884,0.258,4.91733707171874e-05,0.000111571397953012,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Transitional B cell",548,1895,0.5378,1.4573,-0.536,3.7751442052531e-44,4.26662524329548e-43,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD56bright NK",111,605,4.0046,2.1297,0.746,0.00018860392248902,0.000399907078127162,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Vd1 gd T cell",522,752,3.5913,3.1097,0.167,0.252324760787411,0.313099544524288,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Tex CD8",407,429,1.2443,1.6099,-0.158,6.31023691970939e-05,0.00014156673838599,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Non-classical Monocyte",593,520,0.1623,0.1591,0.005,0.939317656018364,0.953242314197374,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Resting Naive B cell",619,1665,1.995,3.1296,-0.454,3.70780935719487e-62,6.25627550692882e-61,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD56dim CD122int NK",417,1375,0.8141,0.3561,0.394,1.00226242723357e-05,2.39185336220283e-05,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Cytotoxic gd T cell",1648,358,0.6911,0.6069,0.058,0.00397290167276824,0.0070721191738133,"**"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD56dim CD122lo NK",418,1455,0.3296,0.3046,0.028,0.0054579088172485,0.00952450803068274,"**"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","CD4dim Naive T cell",53,746,2.133,3.5707,-0.789,7.36089396922988e-07,1.93809911541481e-06,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Vg9Vd2 gd T cell",393,671,1.3449,1.7186,-0.187,1.49158235775796e-09,4.69623039315121e-09,"***"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","Intermediate Monocyte",588,26,0.4265,0.5499,-0.131,0.829970016281567,0.86348595701721,"ns"
"Unsuppressed_vs_PreART","PS_Stemness_Protein","TNF+ B cell",57,10,0.342,1.0061,-0.562,0.91314940196175,0.933359529280179,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive 1 CD8",889,2957,0.2471,0.2204,0.074,0.000262512922213828,0.000547892823714576,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive Intermediate CD8",19,1823,0.2375,0.3397,-0.215,0.638343074693758,0.693951908786862,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive 3 CD4",1232,3563,0.0325,0.031,0.017,0.0907108193777954,0.125976503688748,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Th2/Th17 EM CD4",756,1570,0.168,0.1594,0.021,0.122100166946675,0.164632526732827,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD56dim CD122hi NK",1307,4122,0.0742,0.3901,-0.496,1.33524824372236e-67,2.62233999340882e-66,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Classical Monocyte",492,1180,0.8162,0.4214,0.5,4.60111180162253e-56,6.84736886750782e-55,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive 1 CD4",1442,9575,0.1501,0.1231,0.111,2.95850190442501e-05,6.81593323365609e-05,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive 2 CD4",1346,5781,0.051,0.0368,0.126,5.82821726286616e-07,1.54644613087789e-06,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD8+ MAIT cell",102,505,2.0228,2.167,-0.076,0.445090970665659,0.511749822883693,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Transitional Memory CD4",155,3224,0.1529,0.1749,-0.076,0.0599520962961529,0.0872162858078824,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Treg",228,949,0.1001,0.0903,0.029,0.729123298903641,0.775401431057756,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Tscm CD8",36,312,0.3422,0.3154,0.056,0.601170425334054,0.664631201987589,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","pDC",65,75,0.361,0.3347,0.041,0.565560619124812,0.630858120774231,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Activated B cell",94,599,0.8495,1.0114,-0.17,0.315357387050092,0.379696632850262,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Naive 2 CD8",716,2765,0.0529,0.0614,-0.062,0.0437655533450274,0.0650107041628553,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","TEMRA/CTL CD8",2430,1881,0.0837,0.2093,-0.342,2.43470345744628e-16,1.07037605211767e-15,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Follicular B cell",1620,3015,0.4085,0.209,0.395,9.61350880577376e-79,2.2148045287148e-77,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","ISG+ CD4 T cell",686,411,0.0968,0.1976,-0.355,4.45744032726491e-06,1.09989979651151e-05,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Transitional B cell",548,1895,0.279,0.4116,-0.199,0.750074237408849,0.794859740305884,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD56bright NK",111,605,0.3533,0.6641,-0.297,0.000120017105754588,0.00026118163977111,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Vd1 gd T cell",522,752,0.2175,0.1461,0.18,2.69821050429756e-09,8.34182241070573e-09,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Tex CD8",407,429,0.3605,0.9657,-0.593,3.63523867390164e-17,1.66539806169567e-16,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Non-classical Monocyte",593,520,0.1158,0.1343,-0.061,0.000270396702309925,0.000563365651073549,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Resting Naive B cell",619,1665,0.1598,0.0837,0.28,5.94707766187691e-21,3.253241570287e-20,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD56dim CD122int NK",417,1375,0.0479,0.2101,-0.443,3.66393450539504e-12,1.32011835713181e-11,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Cytotoxic gd T cell",1648,358,0.0607,0.4437,-0.968,6.60139688959163e-35,6.13059959203936e-34,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD56dim CD122lo NK",418,1455,0.0194,0.086,-0.267,2.23551021975906e-07,6.10054952909193e-07,"***"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","CD4dim Naive T cell",53,746,0.0475,0.0282,0.181,0.0331412626380892,0.0503946248442321,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Vg9Vd2 gd T cell",393,671,0.2154,0.3361,-0.222,0.442235242499693,0.510156784318375,"ns"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","Intermediate Monocyte",588,26,0.7846,0.7144,0.099,0.012446760075685,0.020695653810785,"*"
"Unsuppressed_vs_PreART","PS_Tissue_Residency_Protein","TNF+ B cell",57,10,0.238,0.235,0.01,0.832043607435047,0.865267570926377,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive 1 CD8",889,2957,0.0421,0.019,0.11,8.8929009950824e-07,2.32613436508924e-06,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive Intermediate CD8",19,1823,0.0658,0.0396,0.118,0.527198232509585,0.593872574091662,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive 3 CD4",1232,3563,0.0175,0.0097,0.088,0.00117291808170725,0.0022500494185513,"**"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Th2/Th17 EM CD4",756,1570,0.064,0.1181,-0.106,0.0174841645288215,0.0280777870047294,"*"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD56dim CD122hi NK",1307,4122,0.5058,0.1432,0.532,9.37900349256875e-58,1.44051874155094e-56,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Classical Monocyte",492,1180,0.1139,0.0276,0.211,0.00583073505761782,0.010094249420558,"*"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive 1 CD4",1442,9575,0.0239,0.0336,-0.041,0.291692836873723,0.354949739537552,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive 2 CD4",1346,5781,0.0318,0.0109,0.177,7.11252976679423e-09,2.12754323610974e-08,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD8+ MAIT cell",102,505,0.9726,0.485,0.473,0.014388538790418,0.0235163294282684,"*"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Transitional Memory CD4",155,3224,0.0555,0.0296,0.126,0.642698591506526,0.698369988775345,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Treg",228,949,0.0335,0.0264,0.034,0.607124919565326,0.668507034594908,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Tscm CD8",36,312,0.1424,0.0876,0.171,0.605674671139436,0.667638786569455,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","pDC",65,75,0.1311,0.0453,0.139,0.97856677373165,0.984318215726715,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Activated B cell",94,599,0.0844,0.0132,0.406,0.00122786717718282,0.00235169444966429,"**"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Naive 2 CD8",716,2765,0.0973,0.0141,0.356,1.25449325791543e-16,5.60040330755394e-16,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","TEMRA/CTL CD8",2430,1881,2.5409,2.2526,0.126,1.89989651250506e-05,4.44546098043177e-05,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Follicular B cell",1620,3015,0.0374,0.0185,0.102,0.000488552071739443,0.000982022452925928,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","ISG+ CD4 T cell",686,411,0.051,0.053,-0.005,0.676464091274514,0.729108395273836,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Transitional B cell",548,1895,0.0194,0.0231,-0.02,0.523140851785561,0.590412379123035,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD56bright NK",111,605,0.2609,0.0568,0.491,0.0004756572186018,0.000958515303422971,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Vd1 gd T cell",522,752,0.3202,0.1114,0.35,1.63125131879859e-10,5.37617353485753e-10,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Tex CD8",407,429,1.0001,0.7279,0.189,5.32324360087267e-06,1.30414025232014e-05,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Non-classical Monocyte",593,520,0.0483,0.0134,0.211,0.000509722727243195,0.00102371806745574,"**"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Resting Naive B cell",619,1665,0.026,0.0158,0.089,0.0234130813474772,0.0369307063255795,"*"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD56dim CD122int NK",417,1375,1.2518,0.2973,0.835,3.03264819270738e-60,5.01118970325992e-59,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Cytotoxic gd T cell",1648,358,2.286,1.0139,0.622,6.54675248570918e-35,6.10350932130708e-34,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD56dim CD122lo NK",418,1455,0.7758,0.2469,0.59,1.75258759893979e-33,1.52144923444193e-32,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","CD4dim Naive T cell",53,746,0.1629,0.0184,0.751,0.000588088915808604,0.00117226376229402,"**"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Vg9Vd2 gd T cell",393,671,3.0014,1.5869,0.846,1.03939605668502e-39,1.09708940608692e-38,"***"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","Intermediate Monocyte",588,26,0.0847,0.0435,0.143,0.0849118331876914,0.118836888036045,"ns"
"Unsuppressed_vs_PreART","PS_Senescence_Protein","TNF+ B cell",57,10,0.0595,0.0387,0.094,0.344891723272575,0.411944451127164,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 1 CD8",889,2957,0,0,NA,NA,NA,NA
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive Intermediate CD8",19,1823,0,0,NA,NA,NA,NA
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 3 CD4",1232,3563,0,0,NA,NA,NA,NA
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Th2/Th17 EM CD4",756,1570,0.0016,3e-04,0.046,0.597197040922006,0.660916448059643,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","CD56dim CD122hi NK",1307,4122,3e-04,0.1309,-0.417,1.0749762489845e-63,1.8938552151227e-62,"***"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Classical Monocyte",492,1180,0,0.0014,-0.057,0.196379699131809,0.25175268010691,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 1 CD4",1442,9575,8e-04,3e-04,0.028,0.615712805350902,0.675789226578452,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 2 CD4",1346,5781,4e-04,0,0.066,0.0344696845968669,0.0523380001863708,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","CD8+ MAIT cell",102,505,0,0,NA,NA,NA,NA
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Transitional Memory CD4",155,3224,0,2e-04,-0.02,0.757220887632785,0.801016002988146,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Treg",228,949,1e-04,0,0.15,0.041548230293684,0.0620633165733584,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Tscm CD8",36,312,0,0.0058,-0.074,0.635218581068247,0.692125384374498,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","pDC",65,75,0,0.0092,-0.158,0.359338110647689,0.427006163036526,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Activated B cell",94,599,0.0012,8e-04,0.016,0.133616227457008,0.17825416536024,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Naive 2 CD8",716,2765,0,7e-04,-0.021,0.611339920584947,0.67222140877537,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","TEMRA/CTL CD8",2430,1881,3e-04,0.0216,-0.266,3.69189030813967e-31,3.07144763135509e-30,"***"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Follicular B cell",1620,3015,0.0017,6e-04,0.043,0.102035262045778,0.139940748632905,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","ISG+ CD4 T cell",686,411,0,0.0056,-0.097,0.295120784534847,0.358574746321245,"ns"
"Unsuppressed_vs_PreART","PS_Terminal_Diff_Protein","Transitional B cell",548,1895,0,0,NA,NA,NA,NA
