"Module","Cluster","spearman_rho","p_value","n","p_adj"
"MS_Tissue_Residency","CD4dim Naive T cell",-0.108,0.000293642305182156,1116,0.000511958975556716
"MS_Tissue_Residency","CD56dim CD122int NK",-0.119,1.89996082586506e-08,2203,4.48167230101112e-08
"MS_Tissue_Residency","Tscm CD8",-0.078,0.143857812182107,354,0.180553936416354
"MS_Tissue_Residency","Classical Monocyte",-0.062,0.00443847504335356,2122,0.00685868397836138
"MS_Tissue_Residency","CD8+ MAIT cell",0.043,0.221336940670164,824,0.265339650848239
"MS_Tissue_Residency","CD56dim CD122lo NK",-0.115,2.3339253414829e-09,2664,5.79507159092659e-09
"MS_Tissue_Residency","Tex CD8",-0.016,0.608485082987412,1006,0.658576297646295
"MS_Tissue_Residency","Cytotoxic gd T cell",-0.066,0.00044664181480152,2845,0.000770337065528643
"MS_Tissue_Residency","ISG+ CD4 T cell",0.007,0.720893779111266,2331,0.758735972240467
"MS_Tissue_Residency","pDC",0.033,0.625554828567277,215,0.6743211996115
"MS_Tissue_Residency","Intermediate Monocyte",-0.029,0.437672370077656,722,0.495082144996164
"MS_Tissue_Residency","TNF+ B cell",-0.209,0.0135405310537838,139,0.019651592646814
"PS_Exhaustion_Protein","Naive 1 CD4",0.056,1.9175845873048e-10,12914,5.07558692745364e-10
"PS_Exhaustion_Protein","Naive 2 CD8",0.01,0.509446770225451,4593,0.565895165818299
"PS_Exhaustion_Protein","TEMRA/CTL CD8",0.242,7.84213133525079e-96,7182,1.57234733271778e-94
"PS_Exhaustion_Protein","Follicular B cell",-0.035,0.00416468936302442,6546,0.00647302494020461
"PS_Exhaustion_Protein","Naive 1 CD8",0.027,0.0473464092596777,5256,0.064798328031163
"PS_Exhaustion_Protein","Th2/Th17 EM CD4",0.07,3.18197594845958e-05,3500,5.96248764173968e-05
"PS_Exhaustion_Protein","Transitional Memory CD4",0.087,7.35277032829401e-08,3789,1.63803383424772e-07
"PS_Exhaustion_Protein","Transitional B cell",-0.016,0.365089649263538,3127,0.418288426727653
"PS_Exhaustion_Protein","Naive 2 CD4",-0.018,0.0771592390033812,9907,0.102283817654069
"PS_Exhaustion_Protein","CD56dim CD122hi NK",0.274,4.85766006768276e-116,6705,1.44290495343762e-114
"PS_Exhaustion_Protein","Activated B cell",-0.372,8.64033540623515e-55,1630,9.23939866106745e-54
"PS_Exhaustion_Protein","Naive Intermediate CD8",0.081,0.000254045643267924,2027,0.000448776664979902
"PS_Exhaustion_Protein","Resting Naive B cell",-0.193,2.97293949861687e-31,3557,1.77932647603786e-30
"PS_Exhaustion_Protein","Vd1 gd T cell",0.066,0.0016537119131987,2266,0.00269568486663691
"PS_Exhaustion_Protein","Non-classical Monocyte",0.214,9.27188715404847e-19,1666,3.71802674877344e-18
"PS_Exhaustion_Protein","CD56bright NK",0.295,1.9747078808291e-19,895,8.12161907910225e-19
"PS_Exhaustion_Protein","Naive 3 CD4",0.025,0.0467973568185279,6153,0.0642662331651702
"PS_Exhaustion_Protein","Vg9Vd2 gd T cell",0.116,9.31363223471708e-07,1782,1.94519089902164e-06
"PS_Exhaustion_Protein","Treg",0.047,0.0657008936200883,1508,0.0881139074971753
"PS_Exhaustion_Protein","CD4dim Naive T cell",-0.01,0.73803245210646,1116,0.773728139332524
"PS_Exhaustion_Protein","CD56dim CD122int NK",0.179,2.53475660162197e-17,2203,9.45523160232939e-17
"PS_Exhaustion_Protein","Tscm CD8",-0.033,0.537204071088124,354,0.587773076415655
"PS_Exhaustion_Protein","Classical Monocyte",0.165,2.21697784956309e-14,2122,7.3169392401218e-14
"PS_Exhaustion_Protein","CD8+ MAIT cell",-0.009,0.795560935818758,824,0.82434091799308
"PS_Exhaustion_Protein","CD56dim CD122lo NK",0.105,4.82749067580204e-08,2664,1.09989986420262e-07
"PS_Exhaustion_Protein","Tex CD8",0.169,6.96858893281215e-08,1006,1.5567711209235e-07
"PS_Exhaustion_Protein","Cytotoxic gd T cell",0.132,1.69564278991168e-12,2845,5.1511572632923e-12
"PS_Exhaustion_Protein","ISG+ CD4 T cell",0.039,0.06284004955434,2331,0.0848446460312806
"PS_Exhaustion_Protein","pDC",0.377,1.10066796809632e-08,215,2.65085798922897e-08
"PS_Exhaustion_Protein","Intermediate Monocyte",0.153,3.48415195577154e-05,722,6.51349619703677e-05
"PS_Exhaustion_Protein","TNF+ B cell",-0.102,0.23352646069905,139,0.27787569952617
"PS_Activation_Protein","Naive 1 CD4",-0.006,0.476942377467277,12914,0.534975925494763
"PS_Activation_Protein","Naive 2 CD8",0.037,0.0121859780659487,4593,0.0178668270729266
"PS_Activation_Protein","TEMRA/CTL CD8",0.145,3.21359693857487e-35,7182,2.13000392127028e-34
"PS_Activation_Protein","Follicular B cell",-0.039,0.00173032288676359,6546,0.00280347263673615
"PS_Activation_Protein","Naive 1 CD8",-0.097,1.75164600637376e-12,5256,5.28127856057052e-12
"PS_Activation_Protein","Th2/Th17 EM CD4",0.269,3.52516692193678e-59,3500,4.09736792955551e-58
"PS_Activation_Protein","Transitional Memory CD4",-0.106,7.39503009033959e-11,3789,1.99020608471555e-10
"PS_Activation_Protein","Transitional B cell",-0.092,2.68798821164827e-07,3127,5.82639606957273e-07
"PS_Activation_Protein","Naive 2 CD4",0.069,8.27232604430226e-12,9907,2.3737117226894e-11
"PS_Activation_Protein","CD56dim CD122hi NK",0.294,7.96415650034635e-134,6705,3.19362675663888e-132
"PS_Activation_Protein","Activated B cell",-0.309,2.61095353387651e-37,1630,1.85308383554776e-36
"PS_Activation_Protein","Naive Intermediate CD8",0.25,3.16461066858038e-30,2027,1.77483759174927e-29
"PS_Activation_Protein","Resting Naive B cell",-0.234,2.5593888963953e-45,3557,2.23111945098808e-44
"PS_Activation_Protein","Vd1 gd T cell",0.119,1.51324922217455e-08,2266,3.60126372754892e-08
"PS_Activation_Protein","Non-classical Monocyte",0.314,2.21096595826873e-39,1666,1.6119951804832e-38
"PS_Activation_Protein","CD56bright NK",0.359,1.39394159831851e-28,895,7.35487606481214e-28
"PS_Activation_Protein","Naive 3 CD4",-0.016,0.207754742197277,6153,0.250932685605748
"PS_Activation_Protein","Vg9Vd2 gd T cell",-0.033,0.170249379402223,1782,0.209738866790449
"PS_Activation_Protein","Treg",0.122,2.14996099958517e-06,1508,4.37631655245509e-06
"PS_Activation_Protein","CD4dim Naive T cell",0.045,0.129690097919842,1116,0.164835908925061
"PS_Activation_Protein","CD56dim CD122int NK",0.285,1.97493007083878e-42,2203,1.59989284526535e-41
"PS_Activation_Protein","Tscm CD8",0.365,1.35467411819457e-12,354,4.16263847813043e-12
"PS_Activation_Protein","Classical Monocyte",0.162,5.77894712257397e-14,2122,1.83917285408902e-13
"PS_Activation_Protein","CD8+ MAIT cell",0.04,0.25541098927734,824,0.303017179586431
"PS_Activation_Protein","CD56dim CD122lo NK",0.274,3.26523752240408e-47,2664,2.94238257636862e-46
"PS_Activation_Protein","Tex CD8",0.195,4.13568728628077e-10,1006,1.06994232374103e-09
"PS_Activation_Protein","Cytotoxic gd T cell",0.186,1.79119397465351e-23,2845,8.25596303259838e-23
"PS_Activation_Protein","ISG+ CD4 T cell",-0.197,7.81181423224674e-22,2331,3.46136741119441e-21
"PS_Activation_Protein","pDC",0.327,9.76159353969233e-07,215,2.03345403086578e-06
"PS_Activation_Protein","Intermediate Monocyte",-0.045,0.228844911571484,722,0.273522532161446
"PS_Activation_Protein","TNF+ B cell",0.44,5.7988517126555e-08,139,1.31005044325344e-07
"PS_Stemness_Protein","Naive 1 CD4",0.013,0.132293053929312,12914,0.16734862657935
"PS_Stemness_Protein","Naive 2 CD8",0.199,4.67412682149564e-42,4593,3.71153436716782e-41
"PS_Stemness_Protein","TEMRA/CTL CD8",-0.097,1.69519685491425e-16,7182,6.09662725399654e-16
"PS_Stemness_Protein","Follicular B cell",0.193,8.69071855740285e-56,6546,9.54788531922888e-55
"PS_Stemness_Protein","Naive 1 CD8",0.254,5.96522035298032e-78,5256,9.76348310834738e-77
"PS_Stemness_Protein","Th2/Th17 EM CD4",0.109,8.97351371711039e-11,3500,2.39891933370751e-10
"PS_Stemness_Protein","Transitional Memory CD4",0.166,6.04733195482172e-25,3789,2.97543572255645e-24
"PS_Stemness_Protein","Transitional B cell",0.121,9.50589822136098e-12,3127,2.70345048706791e-11
"PS_Stemness_Protein","Naive 2 CD4",0.054,6.8178259136679e-08,9907,1.52734535831331e-07
"PS_Stemness_Protein","CD56dim CD122hi NK",-0.001,0.948591212283237,6705,0.959357064629453
"PS_Stemness_Protein","Activated B cell",0.18,2.75735192007679e-13,1630,8.74069660040151e-13
"PS_Stemness_Protein","Naive Intermediate CD8",-0.06,0.00668380800109635,2027,0.0101715635993914
"PS_Stemness_Protein","Resting Naive B cell",0.342,2.11754967493627e-98,3557,4.46914431394445e-97
"PS_Stemness_Protein","Vd1 gd T cell",0.184,9.47328192466393e-19,2266,3.77988661869675e-18
"PS_Stemness_Protein","Non-classical Monocyte",0.107,1.10248392201674e-05,1666,2.16713751337604e-05
"PS_Stemness_Protein","CD56bright NK",0.032,0.338417514349058,895,0.391081911394733
"PS_Stemness_Protein","Naive 3 CD4",-0.004,0.724347573219929,6153,0.76137189216564
"PS_Stemness_Protein","Vg9Vd2 gd T cell",0.187,1.51068400012163e-15,1782,5.29069243710718e-15
"PS_Stemness_Protein","Treg",0.106,3.60561399019076e-05,1508,6.70928635761714e-05
"PS_Stemness_Protein","CD4dim Naive T cell",0.368,3.96320102106011e-37,1116,2.76390192946975e-36
"PS_Stemness_Protein","CD56dim CD122int NK",-0.092,1.53384740195402e-05,2203,2.94293209657207e-05
"PS_Stemness_Protein","Tscm CD8",-0.242,4.1780338967181e-06,354,8.35606779343621e-06
"PS_Stemness_Protein","Classical Monocyte",-0.112,2.2704032365157e-07,2122,4.93458914819943e-07
"PS_Stemness_Protein","CD8+ MAIT cell",0.052,0.139510793641428,824,0.175923988208216
"PS_Stemness_Protein","CD56dim CD122lo NK",-0.044,0.023939381376559,2664,0.0341019251580823
"PS_Stemness_Protein","Tex CD8",-0.008,0.798257988242798,1006,0.82606826654287
"PS_Stemness_Protein","Cytotoxic gd T cell",-0.101,6.16446399562118e-08,2845,1.38873599002477e-07
"PS_Stemness_Protein","ISG+ CD4 T cell",-0.112,5.55447539275338e-08,2331,1.25932949054803e-07
"PS_Stemness_Protein","pDC",-0.064,0.348729698728685,215,0.402419019252382
"PS_Stemness_Protein","Intermediate Monocyte",0.129,0.000507895882495088,722,0.000872232329252806
"PS_Stemness_Protein","TNF+ B cell",0.125,0.14352084358014,139,0.180413348826446
"PS_Tissue_Residency_Protein","Naive 1 CD4",-0.168,5.52083918807592e-82,12914,9.22440214341019e-81
"PS_Tissue_Residency_Protein","Naive 2 CD8",-0.133,1.08100431448597e-19,4593,4.49204901667229e-19
"PS_Tissue_Residency_Protein","TEMRA/CTL CD8",0.002,0.846495829007955,7182,0.867036596250804
"PS_Tissue_Residency_Protein","Follicular B cell",-0.101,3.44132067013285e-16,6546,1.23211570421721e-15
"PS_Tissue_Residency_Protein","Naive 1 CD8",-0.337,5.41852314067902e-140,5256,2.28718713622346e-138
"PS_Tissue_Residency_Protein","Th2/Th17 EM CD4",-0.05,0.00305455278261511,3500,0.00483185666993555
"PS_Tissue_Residency_Protein","Transitional Memory CD4",-0.186,7.00629837657524e-31,3789,4.13165536618628e-30
"PS_Tissue_Residency_Protein","Transitional B cell",-0.09,4.23693610115254e-07,3127,9.06139400833157e-07
"PS_Tissue_Residency_Protein","Naive 2 CD4",-0.107,7.39291165216594e-27,9907,3.75260452217537e-26
"PS_Tissue_Residency_Protein","CD56dim CD122hi NK",0.196,2.76754356855189e-59,6705,3.2640734440862e-58
"PS_Tissue_Residency_Protein","Activated B cell",-0.334,9.16329274556631e-44,1630,7.65516748119185e-43
"PS_Tissue_Residency_Protein","Naive Intermediate CD8",-0.262,2.892208168346e-33,2027,1.84091345318531e-32
"PS_Tissue_Residency_Protein","Resting Naive B cell",-0.185,1.14814182570777e-28,3557,6.09807777627573e-28
"PS_Tissue_Residency_Protein","Vd1 gd T cell",-0.266,6.4522269790608e-38,2266,4.62025539036318e-37
"PS_Tissue_Residency_Protein","Non-classical Monocyte",0.161,3.7979412718557e-11,1666,1.03252505085704e-10
"PS_Tissue_Residency_Protein","CD56bright NK",0.222,1.81391709021767e-11,895,4.96505633568112e-11
"PS_Tissue_Residency_Protein","Naive 3 CD4",-0.146,1.08136468607955e-30,6153,6.19467484454144e-30
"PS_Tissue_Residency_Protein","Vg9Vd2 gd T cell",-0.267,1.54100734701791e-30,1782,8.76516235679692e-30
"PS_Tissue_Residency_Protein","Treg",-0.024,0.352943315482478,1508,0.405664559539459
"PS_Tissue_Residency_Protein","CD4dim Naive T cell",-0.065,0.030336611344279,1116,0.0428344406656897
"PS_Tissue_Residency_Protein","CD56dim CD122int NK",0.17,8.35445416781013e-16,2203,2.95166178087389e-15
"PS_Tissue_Residency_Protein","Tscm CD8",-0.056,0.294418032384489,354,0.344203005790612
"PS_Tissue_Residency_Protein","Classical Monocyte",0.252,3.60385261834522e-32,2122,2.24053472861463e-31
"PS_Tissue_Residency_Protein","CD8+ MAIT cell",-0.11,0.00158011843922116,824,0.00259152349336477
"PS_Tissue_Residency_Protein","CD56dim CD122lo NK",0.082,2.21483249022221e-05,2664,4.19928051337638e-05
"PS_Tissue_Residency_Protein","Tex CD8",0.044,0.160735195316406,1006,0.199550505640492
"PS_Tissue_Residency_Protein","Cytotoxic gd T cell",-0.062,0.00100219293066718,2845,0.00167799317410245
"PS_Tissue_Residency_Protein","ISG+ CD4 T cell",-0.241,3.25920025463393e-32,2331,2.04209265954407e-31
"PS_Tissue_Residency_Protein","pDC",0.219,0.0012123364069061,215,0.00201720705049521
"PS_Tissue_Residency_Protein","Intermediate Monocyte",0.164,9.05652198455897e-06,722,1.79785411673671e-05
"PS_Tissue_Residency_Protein","TNF+ B cell",0.13,0.127856705741838,139,0.163022381565904
"PS_Senescence_Protein","Naive 1 CD4",0.066,4.32041779763791e-14,12914,1.38599002948224e-13
"PS_Senescence_Protein","Naive 2 CD8",0.019,0.20617129241804,4593,0.249772472083487
"PS_Senescence_Protein","TEMRA/CTL CD8",-0.015,0.212116875534958,7182,0.255432033301857
"PS_Senescence_Protein","Follicular B cell",-0.007,0.588973937251885,6546,0.640918721405715
"PS_Senescence_Protein","Naive 1 CD8",-0.046,0.000792160337128033,5256,0.00134315558219172
"PS_Senescence_Protein","Th2/Th17 EM CD4",0.039,0.0213854219059023,3500,0.0306817681011335
"PS_Senescence_Protein","Transitional Memory CD4",0.081,6.8005546182853e-07,3789,1.4315078225367e-06
"PS_Senescence_Protein","Transitional B cell",-0.012,0.485220036770879,3127,0.543500655712633
"PS_Senescence_Protein","Naive 2 CD4",0.006,0.542133372051555,9907,0.592358262105378
"PS_Senescence_Protein","CD56dim CD122hi NK",-0.029,0.0163771011975507,6705,0.0236230848209274
"PS_Senescence_Protein","Activated B cell",0.008,0.751985927621849,1630,0.786300800459874
"PS_Senescence_Protein","Naive Intermediate CD8",0.119,7.98140175892103e-08,2027,1.76825530681068e-07
"PS_Senescence_Protein","Resting Naive B cell",-0.023,0.169035886445186,3557,0.208885640876794
"PS_Senescence_Protein","Vd1 gd T cell",-0.182,2.82715036839498e-18,2266,1.11145813502587e-17
"PS_Senescence_Protein","Non-classical Monocyte",0.019,0.435033073942041,1666,0.492791702403272
"PS_Senescence_Protein","CD56bright NK",0.017,0.614909191569345,895,0.664632306790586
"PS_Senescence_Protein","Naive 3 CD4",0.014,0.284735349021163,6153,0.335820220463196
"PS_Senescence_Protein","Vg9Vd2 gd T cell",-0.161,8.67114092853175e-12,1782,2.47482385220016e-11
"PS_Senescence_Protein","Treg",0.028,0.271798621641256,1508,0.321508104065321
"PS_Senescence_Protein","CD4dim Naive T cell",0,0.99026810658009,1116,0.99026810658009
"PS_Senescence_Protein","CD56dim CD122int NK",-0.211,1.5341749135516e-23,2203,7.11218659345887e-23
"PS_Senescence_Protein","Tscm CD8",0.12,0.0236845156792138,354,0.0337988995991628
"PS_Senescence_Protein","Classical Monocyte",0.037,0.0888950290704851,2122,0.117259561372581
"PS_Senescence_Protein","CD8+ MAIT cell",0.171,7.52364638282896e-07,824,1.5795718322065e-06
"PS_Senescence_Protein","CD56dim CD122lo NK",-0.009,0.634126090766924,2664,0.679905247052237
"PS_Senescence_Protein","Tex CD8",-0.095,0.00266686873589732,1006,0.00423530440829633
"PS_Senescence_Protein","Cytotoxic gd T cell",-0.016,0.407250712591326,2845,0.463941862923641
"PS_Senescence_Protein","ISG+ CD4 T cell",0.025,0.224670127815543,2331,0.268933496280695
"PS_Senescence_Protein","pDC",0.173,0.0111244707818059,215,0.0163703221412998
"PS_Senescence_Protein","Intermediate Monocyte",0.156,2.40258022326505e-05,722,4.54450315815701e-05
"PS_Senescence_Protein","TNF+ B cell",0.034,0.691587461227619,139,0.734639925701392
"PS_Terminal_Diff_Protein","Naive 1 CD4",0,0.989405237667599,12914,0.99026810658009
"PS_Terminal_Diff_Protein","Naive 2 CD8",0.002,0.874292998886256,4593,0.893226732620099
"PS_Terminal_Diff_Protein","TEMRA/CTL CD8",0.109,1.68218196932506e-20,7182,7.13814782750636e-20
"PS_Terminal_Diff_Protein","Follicular B cell",0.028,0.0254545116799064,6546,0.0360680536524469
"PS_Terminal_Diff_Protein","Naive 1 CD8",-0.018,0.192658306675011,5256,0.235536527367925
"PS_Terminal_Diff_Protein","Th2/Th17 EM CD4",0.016,0.353059679000677,3500,0.405664559539459
"PS_Terminal_Diff_Protein","Transitional Memory CD4",0.025,0.125665612253344,3789,0.160483791444557
"PS_Terminal_Diff_Protein","Transitional B cell",-0.025,0.155751896853401,3127,0.193964318752217
"PS_Terminal_Diff_Protein","Naive 2 CD4",0.011,0.291238806012895,9907,0.3414817579274
"PS_Terminal_Diff_Protein","CD56dim CD122hi NK",0.352,3.72119244412009e-195,6705,2.48699695015359e-193
"PS_Terminal_Diff_Protein","Activated B cell",0.037,0.137973728692093,1630,0.174259732930801
"PS_Terminal_Diff_Protein","Naive Intermediate CD8",NA,NA,2027,NA
"PS_Terminal_Diff_Protein","Resting Naive B cell",0.026,0.117763149194111,3557,0.151113673045883
"PS_Terminal_Diff_Protein","Vd1 gd T cell",-0.001,0.976837136209922,2266,0.980504860125604
"PS_Terminal_Diff_Protein","Non-classical Monocyte",0.08,0.00106075831166849,1666,0.0017723503457461
"PS_Terminal_Diff_Protein","CD56bright NK",0.067,0.0438351245367652,895,0.0606133963422166
"PS_Terminal_Diff_Protein","Naive 3 CD4",NA,NA,6153,NA
"PS_Terminal_Diff_Protein","Vg9Vd2 gd T cell",0.025,0.286040161829397,1782,0.336863744180876
"PS_Terminal_Diff_Protein","Treg",-0.009,0.714152024887122,1508,0.75262802097171
"PS_Terminal_Diff_Protein","CD4dim Naive T cell",0.019,0.519859522293056,1116,0.574280078345772
"PS_Terminal_Diff_Protein","CD56dim CD122int NK",0.401,4.95285028543063e-86,2203,8.82707984203415e-85
"PS_Terminal_Diff_Protein","Tscm CD8",0.015,0.773237572987118,354,0.806419419422196
"PS_Terminal_Diff_Protein","Classical Monocyte",0.028,0.197411452093228,2122,0.239884825119346
"PS_Terminal_Diff_Protein","CD8+ MAIT cell",-0.03,0.384846143330263,824,0.439667531269047
"PS_Terminal_Diff_Protein","CD56dim CD122lo NK",0.19,4.63729051379843e-23,2664,2.11312897276497e-22
"PS_Terminal_Diff_Protein","Tex CD8",0.05,0.115119048628892,1006,0.147957495192903
"PS_Terminal_Diff_Protein","Cytotoxic gd T cell",0.141,3.78586865717321e-14,2845,1.21938420202928e-13
"PS_Terminal_Diff_Protein","ISG+ CD4 T cell",0.041,0.045414775691717,2331,0.0626895870994096
"PS_Terminal_Diff_Protein","pDC",0.108,0.114780110713553,215,0.147758665798186
"PS_Terminal_Diff_Protein","Intermediate Monocyte",NA,NA,722,NA
"PS_Terminal_Diff_Protein","TNF+ B cell",NA,NA,139,NA
"IFN_Ratio","Naive 1 CD4",-0.048,3.97818660134587e-08,12914,9.11573044079826e-08
"IFN_Ratio","Naive 2 CD8",-0.047,0.00153959715024182,4593,0.00253023957888102
"IFN_Ratio","TEMRA/CTL CD8",-0.137,1.79385394227865e-31,7182,1.09822203183777e-30
"IFN_Ratio","Follicular B cell",0.077,4.54653324356515e-10,6546,1.17245005187757e-09
"IFN_Ratio","Naive 1 CD8",-0.075,6.2572158108894e-08,5256,1.40568265555554e-07
"IFN_Ratio","Th2/Th17 EM CD4",-0.08,2.13941325042459e-06,3500,4.36592729475959e-06
"IFN_Ratio","Transitional Memory CD4",-0.132,4.27538696577716e-16,3789,1.52393793180146e-15
"IFN_Ratio","Transitional B cell",-0.004,0.837635192358322,3127,0.861260800347916
"IFN_Ratio","Naive 2 CD4",-0.036,0.00028428773608474,9907,0.000498903204244993
"IFN_Ratio","CD56dim CD122hi NK",-0.082,1.78161125900285e-11,6705,4.8933295538366e-11
"IFN_Ratio","Activated B cell",-0.332,4.16138887207444e-43,1630,3.44065347979763e-42
"IFN_Ratio","Naive Intermediate CD8",-0.073,0.000943532860758114,2027,0.00158973393766388
"IFN_Ratio","Resting Naive B cell",0.092,3.82665008851914e-08,3557,8.79361997419011e-08
"IFN_Ratio","Vd1 gd T cell",-0.093,9.93904130883043e-06,2266,1.9681755875758e-05
"IFN_Ratio","Non-classical Monocyte",-0.22,9.72233441928977e-20,1666,4.06110010639083e-19
"IFN_Ratio","CD56bright NK",0.056,0.0969383931739238,895,0.126413969634938
"IFN_Ratio","Naive 3 CD4",-0.072,1.64163182855746e-08,6153,3.89523291864817e-08
"IFN_Ratio","Vg9Vd2 gd T cell",-0.086,0.00028556747535962,1782,0.000500054836765099
"IFN_Ratio","Treg",-0.143,2.6976571705706e-08,1508,6.28930538022565e-08
"IFN_Ratio","CD4dim Naive T cell",0.077,0.0102574824251953,1116,0.0151500937477102
"IFN_Ratio","CD56dim CD122int NK",-0.109,3.04883958055738e-07,2203,6.57303586991135e-07
"IFN_Ratio","Tscm CD8",0.113,0.0340230898700095,354,0.0475374879368426
"IFN_Ratio","Classical Monocyte",-0.046,0.0325788474128232,2122,0.045745880695616
"IFN_Ratio","CD8+ MAIT cell",-0.101,0.0036692541699161,824,0.00573633887772459
"IFN_Ratio","CD56dim CD122lo NK",-0.04,0.0366064477720146,2664,0.0510580367185316
"IFN_Ratio","Tex CD8",0.002,0.951625702607093,1006,0.961213870895325
"IFN_Ratio","Cytotoxic gd T cell",-0.008,0.656099000271476,2845,0.69972260401293
"IFN_Ratio","ISG+ CD4 T cell",-0.387,4.87170570490832e-84,2331,8.31299569220526e-83
"IFN_Ratio","pDC",-0.094,0.17003470184551,215,0.209738866790449
"IFN_Ratio","Intermediate Monocyte",0.066,0.0772969542294963,722,0.102297289260819
"IFN_Ratio","TNF+ B cell",0.413,4.25184035961143e-07,139,9.06908502236267e-07
"Metabolic_Ratio","Naive 1 CD4",-0.299,4.77898086267227e-264,12914,6.38790441977193e-262
"Metabolic_Ratio","Naive 2 CD8",-0.232,3.24934401864575e-57,4593,3.67038577880829e-56
"Metabolic_Ratio","TEMRA/CTL CD8",-0.031,0.00782541280712891,7182,0.0117969569009725
"Metabolic_Ratio","Follicular B cell",-0.148,2.03749370169644e-33,6546,1.30725595900844e-32
"Metabolic_Ratio","Naive 1 CD8",-0.279,6.38854045564903e-95,5256,1.24966084034891e-93
"Metabolic_Ratio","Th2/Th17 EM CD4",-0.243,2.58227780288943e-48,3500,2.38044459530727e-47
"Metabolic_Ratio","Transitional Memory CD4",-0.163,6.49639307023766e-24,3789,3.02913211763407e-23
"Metabolic_Ratio","Transitional B cell",-0.069,0.000115579273906494,3127,0.000209716239079205
"Metabolic_Ratio","Naive 2 CD4",-0.346,2.29004074976263e-277,9907,3.67322536261926e-275
"Metabolic_Ratio","CD56dim CD122hi NK",-0.253,3.22338458638591e-98,6705,6.62860112379872e-97
"Metabolic_Ratio","Activated B cell",-0.09,0.000292964872822006,1630,0.000511890692817535
"Metabolic_Ratio","Naive Intermediate CD8",-0.288,5.94369338144028e-40,2027,4.41374267769917e-39
"Metabolic_Ratio","Resting Naive B cell",-0.193,2.72710482829723e-31,3557,1.64446471601081e-30
"Metabolic_Ratio","Vd1 gd T cell",-0.161,1.12565414230774e-14,2266,3.7931706812219e-14
"Metabolic_Ratio","Non-classical Monocyte",0.025,0.306347387640407,1666,0.357628245833488
"Metabolic_Ratio","CD56bright NK",-0.029,0.381645360926071,895,0.436632780973907
"Metabolic_Ratio","Naive 3 CD4",-0.338,3.16525086822259e-164,6153,1.49325364489089e-162
"Metabolic_Ratio","Vg9Vd2 gd T cell",-0.074,0.0017121495104047,1782,0.00277964353713475
"Metabolic_Ratio","Treg",-0.24,3.89445661169835e-21,1508,1.69747511009895e-20
"Metabolic_Ratio","CD4dim Naive T cell",-0.285,2.80780731828804e-22,1116,1.26509071307135e-21
"Metabolic_Ratio","CD56dim CD122int NK",-0.231,5.74020433665602e-28,2203,2.97009282451492e-27
"Metabolic_Ratio","Tscm CD8",-0.437,5.73548963180077e-18,354,2.23294305082729e-17
"Metabolic_Ratio","Classical Monocyte",-0.083,0.000129457479851633,2122,0.000232791253006749
"Metabolic_Ratio","CD8+ MAIT cell",-0.171,8.13343372733253e-07,824,1.70313677527955e-06
"Metabolic_Ratio","CD56dim CD122lo NK",-0.12,4.73225435127324e-10,2664,1.21643204798755e-09
"Metabolic_Ratio","Tex CD8",0.067,0.0326267378527336,1006,0.045745880695616
"Metabolic_Ratio","Cytotoxic gd T cell",-0.027,0.149827749684818,2845,0.187459992585373
"Metabolic_Ratio","ISG+ CD4 T cell",-0.144,2.63126920455072e-12,2331,7.8448992641252e-12
"Metabolic_Ratio","pDC",-0.114,0.0944056291508685,215,0.123311587262209
"Metabolic_Ratio","Intermediate Monocyte",-0.093,0.0124174673353005,722,0.0181730087644362
"Metabolic_Ratio","TNF+ B cell",0.289,0.000548280187369722,139,0.000937570810811337
