"Annotation","Condition","MS_IFN_Memory","MS_Stress_IFN_Acute","MS_IFN_Signalling","MS_IFN_Negative_Reg","MS_Exhaustion","MS_Stemness_Naive","MS_Cytotoxicity","MS_Inflammatory_Chemokines","MS_Terminal_Differentiation","MS_Activation","MS_Inflammatory_Cytokines","MS_Glycolysis_Hypoxia","MS_OXPHOS","MS_Fatty_Acid_Oxidation","MS_Proliferation","MS_Apoptosis_Survival","MS_Senescence","MS_Tissue_Residency","PS_Exhaustion_Protein","PS_Activation_Protein","PS_Stemness_Protein","PS_Tissue_Residency_Protein","PS_Senescence_Protein","PS_Terminal_Diff_Protein","IFN_Ratio","Metabolic_Ratio","n_cells"
"Naive Intermediate CD8","HUU",-0.1021748130167,-0.171446473653771,-0.460832110404331,-0.223181854147493,-0.0577778102178612,0.616562413982076,-0.656743840685777,-0.338094307095698,-0.296623130299338,-0.538397496966894,-0.0447795713946552,-0.0974053368962753,-0.170114776727039,-0.00827502413221855,3.31877239657333e-05,-0.178409436905991,-0.118997035352064,-0.207834903330862,0.00436834066798339,0.30282601652409,6.24488098332062,0.437179889578717,0.024356574221926,0,0.0692716606370708,-0.0727094398307637,343
"Non-classical Monocyte","HEI",0.32302901857755,0.227164175320564,0.0718293052158519,-0.159394349610129,-0.0327098257902836,-0.877819845374546,-0.733471923123398,0.109628980133122,0.206218367360536,0.1940965192072,0.378834375200278,0.184104854953038,0.255499198650779,0.104418777744969,-0.0462605991628959,0.128195571532548,0.060653876779728,-0.227202424641168,0.198883297466094,0.521222214185036,0.129777776406512,0.107231621325228,0.0320623411295461,0.00743549820526914,0.0958648432569863,0.0713943436977406,1666
"Non-classical Monocyte","HEU",0.433396811201533,0.11708757237304,0.145332311455517,-0.118420236540873,-0.0927671769717738,-0.918330087189841,-0.77154898332331,0.359569424828127,0.12994379337122,0.298845878756416,0.301034254839355,0.362776058404029,0.206810528201192,0.131326268665112,-0.0517089905971998,0.0620071062952152,-0.0410164408699577,-0.228397382993664,0.724560927555376,1.24458788955289,0.232081419344361,0.569848035029442,0.0388156212644893,0.434831436722475,0.316309238828494,-0.155965530202837,293
"Non-classical Monocyte","HUU",0.143255661018156,0.067267255740272,-0.0909487574790222,-0.206938566666131,-0.123750246741275,-0.906794903069999,-0.775197800126519,-0.0492613596907018,0.163155723127783,0.291127653486974,0.0702801673810321,0.10990234211359,0.263993135838947,0.099651562513126,-0.0491612101564942,-0.0390801693025928,-0.113958778449474,-0.341363038582565,0.0912991354587635,0.25752527882834,0.0102511946872404,0.0114357561428059,0.030850436280236,0.00747879229875689,0.0759884052778838,0.154090793725357,82
"pDC","HEI",-0.0122054910432527,0.124901616034433,0.0639436205174415,-0.119956769482915,-0.115295026968517,-0.685976663493255,-0.417326175370948,-0.358383966128493,-0.100925758354663,0.358248360743676,-0.00515328531984748,0.0469587539369014,0.125415358353072,0.0632961031934201,-0.00589286345712142,-0.011948562059847,0.0688908691752757,-0.179079240673654,0.516983883872882,1.29374725181192,3.86469712502111,0.281080572385871,0.058026087867002,0.00322363369569299,-0.137107107077686,0.0784566044161709,215
"pDC","HEU",0.00708478464479669,0.0304366212464139,0.0223320254194796,-0.0112239489279763,-0.136432531867831,-0.607956693004568,-0.424048626322474,-0.364431770962385,-0.0406566913861692,0.56560534605195,0.0332827394549622,0.161578466020746,0.207815096506289,0.103727108246438,-0.0210396743504472,0.0186905247125455,0.161031939694854,-0.255934150257088,0.899196489672878,2.43546179572353,2.70072036916311,0.723641994388799,0.0349236117628084,0,-0.0233518366016172,0.0462366304855433,53
"pDC","HUU",-0.0976404155414265,0.0902315884512714,-0.203470640717574,-0.170058665307455,-0.129681830387593,-0.473514018370665,-0.524778656219505,-0.387643409349521,0.0470574959478907,0.515062777647727,0.0761211817709486,0.03133678975926,0.149382413826596,0.0668853191724647,-0.0515600251212077,-0.0147439124116791,0.189331120986363,-0.254887184946548,0.534826468389069,1.20400618504152,2.95979278931657,0.374013165146336,0,0,-0.187872003992698,0.118045624067336,11
"Resting Naive B cell","HEI",-0.016578343863923,-0.0490660839717202,-0.0579424057501328,-0.0516761216376844,-0.111731276039529,-0.0835898969647605,-0.729559467915577,-0.324404083068322,-0.214241778316626,0.642576699513712,-0.019537159875051,0.00165278490971199,-0.101794552773219,0.0104140373712754,0.00612509087489524,-0.0801771710477479,0.0572358618936171,-0.0934072364593618,0.389697132720951,1.01034815826004,2.28476615701924,0.160933146233884,0.0186557832235906,0.00010288421026028,0.0324877401077971,-0.103447337682931,3557
"Resting Naive B cell","HEU",-0.0211623157457813,-0.160133884810738,-0.0588271401983501,-0.0623420704728174,-0.101385930202423,-0.0547262937578319,-0.729110919662537,-0.342333469918022,-0.260901670276101,0.681500009496372,-0.0398971581765176,0.5402622102835,-0.108497050449987,0.0490521841561625,-0.0119504288347791,-0.0854413582370851,-0.0259985914518576,0.0262864019634647,1.18824989701136,1.90554691698616,0.863893193529485,0.320869718872985,0.0376816966598943,0,0.138971569064957,-0.648759260733487,124
"Resting Naive B cell","HUU",-0.0690982900804315,-0.162451224267296,-0.197012596363731,-0.126819709253943,-0.118330589894689,0.11740689789679,-0.731580803083468,-0.331231379768645,-0.215008097393761,0.517905352761483,-0.0486999888247561,-0.0849519307798236,-0.167892149848383,0.080784358059489,-0.00230808813557688,-0.0960358476789244,-0.0299051200854003,-0.177439098964937,0.134477277049693,0.500629490541415,2.01032837585306,0.0310222398282272,0.0335692485933889,0,0.0933529341868642,-0.0829402190685589,286
"TEMRA/CTL CD8","HEI",0.102813658031788,0.125252294495139,-0.147717924874761,-0.192224296068494,0.178873097791217,-0.690556847516301,1.76051185844289,0.574476775144487,0.413225361445528,-0.178210768402551,-0.0161917578261253,0.0358125772993566,-0.113455452544334,-0.0125530311030529,0.00187184666622656,-0.074325865044928,-0.0742729590050672,0.0565757719682066,0.0452182888361367,0.153215084753795,0.881354725367088,0.134365738884756,2.45114221701736,0.00575485894345077,-0.0224386364633513,-0.149268029843691,7182
"TEMRA/CTL CD8","HEU",-0.0886149695787879,0.082536019341434,-0.430629409110674,-0.141445397261458,0.0239256868801602,-0.140044596700104,-0.0505148494400539,0.0465633447457634,-0.125007872952304,-0.436354095753178,-0.0318643648366119,0.476378352257869,-0.0757026322512411,0.00588754863844963,-0.015480395140565,-0.119152423343496,-0.0606067781177509,-0.025151576200712,0.192246769681314,0.729251596710235,1.69766949755701,0.649730848693118,2.29577573745569,0.0426901201629918,-0.171150988920222,-0.55208098450911,66
"TEMRA/CTL CD8","HUU",-0.10246671197848,-0.170745585481767,-0.361559192869842,-0.281834589922621,0.0504514872969336,-0.0218564976873887,0.0574762047220857,0.244170994985032,-0.16161962643667,-0.52927564072207,-0.0469824996758227,-0.106467718007435,-0.117280223563512,-0.0502111449413115,-0.0336201558101367,-0.129256806665563,-0.0857915220752001,-0.0416532123523533,0.008481547106055,0.16791241890927,1.94364058645981,0.159686658306304,0.93190019077904,0,0.0682788735032867,-0.0108125055560771,27
"Tex CD8","HEI",0.0447787452431428,0.0796254736630234,-0.239514061541228,-0.196558861387102,0.300112342450927,-0.651407856805689,0.840117646177831,0.430528375675401,0.128645426838647,-0.000671178439135532,-0.0249218192474478,0.0825225750409394,-0.0288173191238859,-0.0234742550696909,0.0415573261982332,-0.0669748619050959,-0.0708425893788135,0.0243513007822241,0.218714827065587,0.937933606721843,1.44187916918765,0.68144912754824,0.894759805970134,0.000938843522687541,-0.0348467284198806,-0.111339894164825,1006
"Tex CD8","HEU",-0.124638901300006,-0.085375666474035,-0.501162424947501,-0.0882517231868756,-0.0259601879959759,0.268967342046791,-0.628599293302363,-0.304556746831759,-0.285366533314513,-0.488836693791135,-0.039220608054883,0.585893054596487,-0.0225188542747032,0.0686070526685706,0.000125017521482844,-0.107930396730356,-0.107439331526207,-0.123609292162132,0.161589292804997,1.48247158485075,4.41068130185938,0.494940367313348,0.0357221643171155,0,-0.0392632348259714,-0.60841190887119,56
"Tex CD8","HUU",-0.100828327963042,-0.202493866881013,-0.309877788205559,-0.270593643513391,0.0247972472131411,0.300224689855243,-0.392817733454005,-0.112278150806963,-0.260283227837108,-0.485208087352874,-0.0396109738450317,0.0946280548062593,-0.144665456141685,0.0152761078038909,0.00632216730430632,-0.147715219351233,-0.127223831650404,-0.120113539772727,0.0234693101297364,0.631501196029983,4.17302375958767,0.876786679779117,0.200506329927008,0,0.101665538917971,-0.239293510947945,12
"Th2/Th17 EM CD4","HEI",0.0529452874453345,0.0716407643383044,-0.290779076794155,0.221505571957523,0.033566784953535,0.100590622583715,-0.719253476802349,-0.325613807218365,-0.25661094595564,-0.32348290835365,-0.0242044837978926,0.184295871151873,-0.0165962159205649,-0.0337608020027818,-0.00167229487993856,-0.0988418488955246,-0.0727927484026515,-0.116493955143902,0.0584116680292729,0.79640141014343,3.92517480129728,0.199172883391395,0.0941784854072036,0.000506207667175267,-0.0186954768929699,-0.200892087072438,3500
"Th2/Th17 EM CD4","HEU",-0.0544070545791275,-0.0319252342039072,-0.357264843767859,0.279392909318333,-0.0255591020557217,0.122297346544305,-0.756739453781109,-0.347253349384595,-0.2827486520073,-0.40692948946579,-0.0303031478348782,0.557282719068035,-0.0415513141446341,0.00761579708889338,-0.00360162678598212,-0.109696300964443,-0.0982635125094092,-0.107739870105704,0.167055118362046,1.91216900664542,4.10226609220122,0.26736067235459,0.203814690919013,0.000153665206576262,-0.0224818203752203,-0.598834033212669,664
"Th2/Th17 EM CD4","HUU",-0.0665805997428786,-0.0796409474248714,-0.370963769801339,0.0345429160308757,0.0125414362894933,0.254801709033885,-0.785936079897667,-0.365151260433444,-0.30881937752072,-0.471101267384341,-0.0378572141682461,0.0115965790213989,-0.0630408557732326,-0.00261114166208024,-0.00193473880688174,-0.121683056692233,-0.087861945597431,-0.211966408427584,0.0240271274473532,0.588765856327673,4.39530114101513,0.11159305526034,0.0280647060621379,0,0.0130603476819928,-0.0746374347946315,286
"TNF+ B cell","HEI",-0.0779463930060285,0.889684717940214,-0.142025824794233,-0.0468619762179685,-0.103264924374363,-0.250116140746931,-0.723198450471242,-0.289056218052225,-0.2051215738529,0.812246670073858,0.0204345567001074,-0.104441833804701,-0.226230266842269,-0.0802978821876497,0.0128226092979525,0.00932657460545202,0.191869981852043,0.0842259722178917,0.458374160975913,1.4207655372623,0.346100450786218,0.279643016050515,0.0501980603802148,0,-0.967631110946243,-0.121788433037568,139
"Transitional B cell","HEI",0.0384875327069047,-0.00378213115737992,-0.0362857228356935,-0.0319425313948903,-0.124481460377011,-0.358354015772131,-0.762856757481324,-0.327586346542794,-0.211717579642151,0.63095237169659,-0.0236545818191764,0.187404431301764,-0.0496539518918813,0.0248783991332981,-0.00165094035373995,-0.100101289120721,0.0824810334724653,-0.117298539707302,0.0912595955328723,1.55198593535079,1.08895772160033,0.39615725559957,0.0213134707736098,0.0015698784165365,0.0422696638642846,-0.237058383193646,3127
"Transitional B cell","HEU",-0.0230060536171832,-0.151223823977703,-0.0989409481148695,-0.0910571529302178,-0.12068601773337,-0.267973903765217,-0.765546655235359,-0.328282116672298,-0.262972275809885,0.517725139243033,-0.0385506358611571,0.706428352892007,-0.0656814095894104,0.102541306904919,-0.00358860520833091,-0.10376871007568,0.0169643629650473,-0.0712176977131001,0.149318733585545,2.58564641756405,0.963202115796172,0.823699764722738,0.0984633256259592,0,0.12821777036052,-0.772109762481417,231
"Transitional B cell","HUU",-0.0653828838840052,-0.164968633707097,-0.218722522402167,-0.1957520195048,-0.12703717531832,-0.132701997592528,-0.751963740082044,-0.329232115661752,-0.222944113417844,0.471463529410155,-0.0506732534111643,-0.0330149564380493,-0.10131169004697,0.0912454128939086,-0.0184704801707831,-0.150513377802508,-0.0242786663135373,-0.18742712034953,0.0387731292328128,0.775481851042855,1.91179191353711,0.204922411155079,0.00751436232483465,0,0.0995857498230916,-0.068296733608921,234
"Transitional Memory CD4","HEI",-0.00546798147725326,-0.034753356419504,-0.193272760863354,0.215072793446624,-0.0532882613407136,0.435324635890658,-0.686386519604854,-0.33386434390367,-0.29324116230779,-0.375220464385608,-0.017723809619772,0.42708413053754,-0.0688069601165536,-0.020532146664041,0.00227443277440621,-0.139545230139914,-0.106003833716822,-0.178712756858084,0.0131269248917843,1.06593130257249,6.34353440676615,0.212143414223278,0.0290232324247499,0.000157004600062383,0.0292853749422507,-0.495891090654094,3789
"Transitional Memory CD4","HEU",-0.0879669414231568,-0.0501082096867255,-0.311625685776853,0.3617190910885,-0.0616007858292194,0.429253893265998,-0.679271988517209,-0.349858188987186,-0.286163169785959,-0.438968051750274,-0.0308421054054834,0.583215981158068,-0.0812083084112286,0.000636059904917516,0.00113328446230757,-0.129644271145478,-0.0900915724261298,-0.185348230760613,0.0397206140194665,1.80832145963152,5.73485995963586,0.287056125127067,0.0528668668814813,0.000268620687072215,-0.0378587317364313,-0.664424289569297,1111
"Transitional Memory CD4","HUU",-0.091542425293054,-0.118296243652292,-0.400784222234476,-0.039473826700076,-0.0536264929151795,0.574983952699133,-0.681217120525255,-0.347800312715221,-0.281279258945171,-0.496090860588953,-0.0404739650859654,-0.0306234430228023,-0.125798263457699,-0.00742540127765817,0.00877918739958823,-0.159396416460882,-0.091895136539351,-0.279714946277124,0.00499240463634841,0.800979114085678,6.49381351585806,0.157265024562856,0.0125659794351092,0,0.0267538183592376,-0.0951748204348962,444
"Treg","HEI",0.0487669393087137,0.0641922969782223,-0.214082762177527,0.214783077889896,0.179203172869316,0.231031706150473,-0.741508211172535,-0.327197987590039,-0.287710090035019,-0.319837200652907,-0.017808830292774,0.187558946812658,-0.0395114395613498,-0.0431975454598328,0.00473094066127818,0.0039201596858475,-0.113598622245443,-0.109693912346462,0.200831825648221,0.575294477193095,4.21373718266738,0.102465643099356,0.0271765904980909,0.000368226183004948,-0.0154253576695087,-0.227070386374008,1508
"Treg","HEU",-0.0163034143609663,0.0565793327318073,-0.303056725170634,0.42042735587505,0.241086792824972,0.0855159702636938,-0.747174506686442,-0.347499164262193,-0.268614675028214,-0.354584640873582,-0.0292463260935248,0.424214778448144,-0.0265020529685273,-0.0244429764340834,0.000422251226551712,0.06465426379159,-0.112550475378681,-0.0815349752775813,0.910144540060164,1.3650260077221,2.96541379806657,0.10800390555019,0.153171783913775,0,-0.0728827470927736,-0.450716831416672,307
"Treg","HUU",-0.0835838992136297,-0.0207721275130859,-0.353443165483286,0.15738521178444,0.186251924640164,0.125019396402504,-0.754034192045978,-0.353798030658158,-0.313854364709844,-0.490272729942501,-0.0292513145703921,-0.00544830002890774,-0.0528180728358511,-0.000174038936196014,-0.00542123884101817,0.09794474915913,-0.103069331310384,-0.166411749966668,0.0687834345419117,0.250994831999203,4.50188174493192,0.0558264587637333,0.016416745633049,0.00347279348313238,-0.0628117717005438,-0.0473697728069433,201
"Tscm CD8","HEI",-0.0876018418892937,-0.109898620844493,-0.406162643719359,-0.0835970361846795,-0.0689422366672336,0.310814902313682,-0.660747985075202,-0.296615936709209,-0.316367877637351,-0.46292482128987,-0.033495692294511,0.669413529938122,-0.0799187903109644,0.0202514416009567,-0.00916832556815084,-0.127064946251098,-0.125038929425965,-0.086008981972575,0.00984502055683321,0.672003128303094,4.30923110991393,0.323130578279482,0.0917198546344519,0.00512775870261486,0.0222967789551995,-0.749332320249087,354
"Tscm CD8","HEU",-0.105644489329893,-0.0802914679077834,-0.42846327775843,-0.0507680132717526,-0.0709507770377808,0.25487416682401,-0.679638076263202,-0.321028534690946,-0.311347848882683,-0.46881518619821,-0.0339877060069042,0.778969958102748,-0.0657863302150546,0.0441384413411786,0.00187791156518461,-0.0970451280184308,-0.0872987222714287,-0.0868208693378726,0.0292620376935704,0.889490844092652,4.58415862057276,0.569662343697185,0.0627164536796348,0,-0.0253530214221094,-0.844756288317803,187
"Tscm CD8","HUU",-0.149235799971209,-0.12801827016366,-0.496267759605682,-0.139684093266614,-0.0813866265758835,0.577209255707596,-0.632907177518029,-0.311872212105157,-0.286403717872589,-0.542180770836587,-0.0381765473584142,-0.00714651213048546,-0.121724876972315,-0.0186224453918613,-0.000113464944149287,-0.112741587399341,-0.0458474272118828,-0.230725937582243,0,0.261135762443155,5.62890569068274,0.280366572703586,0,0,-0.0212175298075496,-0.11457836484183,6
"Vd1 gd T cell","HEI",0.00142680957238442,-0.0103104141203496,-0.284942122472397,-0.032068511409787,0.0129690405376471,0.143532566629841,-0.549350922597062,-0.147230586378924,-0.169953817866406,-0.422827290711917,-0.0294231257130829,0.0804318126140521,-0.0851874112005359,-0.0222316576284079,-0.0033113861437473,-0.0958148050072452,-0.091846193243836,-0.0515109965687464,0.0292090767868101,0.171283978899706,2.93585115489377,0.331057778362861,0.286556063533598,0.000259793769800429,0.011737223692734,-0.165619223814588,2266
"Vd1 gd T cell","HEU",-0.117463464287334,-0.0436637644426432,-0.404713660778152,-0.077956101578751,-0.00577851024372575,0.105880744882402,-0.661936665870738,-0.228206909902641,-0.274703086106309,-0.510916146194536,-0.037533943431968,0.519395118435799,-0.0701440474872606,0.0323999596611838,0.000499288647511838,-0.11633823771025,-0.0686673398685141,-0.0600854058463778,0.149845109735924,0.506211435617437,2.16218637024668,0.291392225103224,0.281756958902294,0.00237616713058523,-0.0737996998446909,-0.589539165923059,435
"Vd1 gd T cell","HUU",-0.139350218670031,-0.156227793068563,-0.406147236534644,-0.229100108405227,0.0564285118082187,0.362261901580549,-0.660194110680673,-0.216311641742128,-0.270776047967244,-0.556761888258715,-0.053594621928086,-0.115351059674909,-0.135197263100254,0.0337958799236906,-0.0119018867468226,-0.149093790438672,-0.0742982725499024,-0.110076469213858,0.0158142941235641,0.0794869596427332,3.08779292286706,0.154040464310748,0.0218000875362625,0,0.016877574398532,-0.019846203425345,133
"Vg9Vd2 gd T cell","HEI",0.0238775677923548,0.0918991899218733,-0.234602393126443,-0.120534333251131,0.0225983966523129,-0.407878966008439,0.629580237639815,0.349355505908987,0.0466259317175255,-0.306801233778716,-0.00419179346915562,0.133621523444479,-0.102472283008805,-0.017963128407054,-0.0130992682489581,-0.0537086459999801,-0.000663240446355666,0.101922822632525,0.0155953514590911,0.24867576798895,1.34712460998948,0.418265844589044,2.37564525639622,0.00186223078509843,-0.0680216221295186,-0.236093806453284,1782
"Vg9Vd2 gd T cell","HEU",-0.0250682840984821,0.0199848438286733,-0.350104387329434,-0.1088777858292,-0.021165321323725,-0.387463003385765,0.119221740936152,0.263240805793182,-0.143091432136453,-0.359039162161742,-0.0236752964498285,0.461252385690374,-0.0547302697171438,0.0218011632126034,-0.012298853312108,-0.0815670535328283,0.0272804821225748,0.0670071445808442,0.0384292433960315,1.15162835553324,1.54627118999665,1.26365253187043,2.63246896236023,0.0249615274200698,-0.0450531279271554,-0.515982655407518,119
"Vg9Vd2 gd T cell","HUU",-0.0796541951090658,-0.102672939199112,-0.308702846615256,-0.209009045692796,0.0171087811573041,-0.287377576628767,0.207214798849208,0.425894986518046,-0.0689354916701483,-0.455413051695805,-0.0114989256286167,0.0414686867303353,-0.14242571275073,0.00425789567202671,-0.00802817100241944,-0.113863904248712,0.00716190296191262,0.109817771736367,0.00229045783460719,0.0484766121121855,1.10508036641039,0.411903564668435,0.554290816258851,0,0.0230187440900466,-0.183894399481065,48
