gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
RPS10,Overlap,7.633196800651539e-126,0,2.77171779796498,2.9258780825765,TRUE,TRUE
H3F3B,Overlap,3.1465330442321197e-103,0,-12.347235046037,-3.78211437794605,TRUE,TRUE
MTRNR2L12,Overlap,3.0562214594539e-102,7.575804114431999e-143,-11.9258784531539,-9.0103256327634,TRUE,TRUE
H3F3A,Overlap,1.87443088436406e-96,1.2009629135586201e-293,-11.6704191621657,-3.13981462232347,TRUE,TRUE
H3-3B,Overlap,3.18293868281166e-96,0,3.27037545032652,2.93803971362146,TRUE,TRUE
LINC01578,Overlap,7.58028877760763e-85,3.65755601357695e-293,-10.7994599751392,-4.18229661196203,TRUE,TRUE
H3-3A,Overlap,4.1468262244757496e-82,0,3.40958793907385,3.2456442330319,TRUE,TRUE
HIST1H4C,Overlap,1.9790066032319999e-78,1.1985472843722799e-176,-10.6517082217628,-3.35785325129517,TRUE,TRUE
ATP5MD,Overlap,2.13460268163016e-71,1.1990084884016198e-221,-10.3281316559492,-3.36890202992504,TRUE,TRUE
TALAM1,Overlap,2.8202680969737397e-70,2.26962608380289e-293,3.39422563241758,3.03644462027407,TRUE,TRUE
H2AFZ,Overlap,4.5453498914244205e-67,1.79856543197759e-192,-10.3762052890663,-3.55900249835189,TRUE,TRUE
AL138963.4,Overlap,1.30409461262596e-66,6.8666337170596e-124,-9.6227436397413,-5.79632014694543,TRUE,TRUE
H1FX,Overlap,1.89622545967568e-64,1.68931642789814e-224,-10.9803354380772,-4.37477331779005,TRUE,TRUE
ENSG00000289901,Overlap,4.90044165600517e-58,5.41650826496983e-264,3.42012265926969,3.16590189053434,TRUE,TRUE
H2AFV,Overlap,7.596409047274061e-58,2.93814809815578e-172,-9.89290517372406,-3.55139791580212,TRUE,TRUE
SLC9A3R1,Overlap,9.95361880737085e-58,1.7639119221370497e-157,-9.93946288632097,-3.50849686898516,TRUE,TRUE
C9orf16,Overlap,2.29677808258322e-54,1.66929221300812e-114,-9.81702017308611,-3.10396098137953,TRUE,TRUE
DARS,Overlap,3.00465078324293e-52,7.50585633415001e-202,-9.77638701637447,-4.01230347839795,TRUE,TRUE
HIST1H1E,Overlap,7.1095377452971e-51,2.2001970268262196e-147,-10.3448335694615,-4.26454820619851,TRUE,TRUE
TPI1,Overlap,1.3861007660786e-50,0,-2.82699135067283,-2.69697983271357,TRUE,TRUE
LINC-PINT,Overlap,6.91033509345033e-49,2.0947495176251497e-210,2.88711323450134,2.74387980843167,TRUE,TRUE
TGFB1,Overlap,7.388971206031539e-48,9.610644829278368e-190,1.87306782995611,1.87438521557298,TRUE,TRUE
MIF,Overlap,1.1405222164709998e-44,0,-2.01262524876903,-1.93518819859651,TRUE,TRUE
ATP5MPL,Overlap,4.50923899654568e-41,3.64017062774451e-142,-9.63543248640082,-3.26505751256073,TRUE,TRUE
ENO1,Overlap,6.66339845544709e-41,2.72416331976118e-293,-2.54495560645442,-2.31450544946694,TRUE,TRUE
CRIP1,Overlap,3.09481748282694e-40,1.62980049111466e-293,1.89248701638697,2.26870515578452,TRUE,TRUE
CHASERR,Overlap,6.595874042165819e-40,1.85501514644964e-229,3.47851912457597,3.35379073099255,TRUE,TRUE
AC008105.3,Overlap,2.02444316892198e-38,1.2168937497990898e-106,-8.98158615989415,-3.64116020081319,TRUE,TRUE
FAM49B,Overlap,6.37102186345056e-38,5.23198665227863e-88,-8.97106787040526,-3.62619354752436,TRUE,TRUE
ATP5MK,Overlap,1.66751420496797e-37,2.1134378594930798e-205,3.36049434953035,3.3407215914681,TRUE,TRUE
H2AFY,Overlap,6.265029703585999e-37,1.81194107987208e-92,-9.0341447100973,-3.75102846081483,TRUE,TRUE
TMEM173,Overlap,5.81237065267166e-36,5.58594233056998e-63,-8.8964219792861,-2.92219209952959,TRUE,TRUE
H2AZ2,Overlap,3.4920904311399297e-35,8.16378235581641e-208,3.0535940908827,3.14900060391052,TRUE,TRUE
SARS,Overlap,5.33283588913581e-35,1.52076452943349e-90,-8.8371421478455,-3.62310333949215,TRUE,TRUE
HIST1H1C,Overlap,5.786365528703149e-35,5.49575819536545e-69,-8.84279453833475,-4.10581850538545,TRUE,TRUE
PKM,Overlap,9.838573200429109e-35,4.8642809864200795e-188,-1.93225077104382,-1.68951077959938,TRUE,TRUE
FAM102A,Overlap,5.1821391954279e-34,2.8799722680086e-84,-8.90874334199704,-3.64510931458092,TRUE,TRUE
PYURF,Overlap,5.81239296443109e-34,3.0283289449724e-102,-9.11952729678566,-3.16823913717923,TRUE,TRUE
HIST1H1D,Overlap,3.3864067103147796e-33,8.56788696927539e-108,-9.57180392636897,-4.69118875267192,TRUE,TRUE
LMNA,Overlap,1.24147826471806e-31,4.045809765293239e-220,2.82850654631191,3.25993874030132,TRUE,TRUE
GPI,Overlap,2.13480307554107e-30,3.94124664363515e-221,-2.95167409473481,-3.10604942900106,TRUE,TRUE
