gene,avg_log2FC,padj
RUNX3,1.33792777010894,1.14419957034232e-36
ENSG00000282885,4.8779135536430704,1.2468354821096299e-36
FAM160B1,-7.85278749801053,1.32363402271564e-36
AC010642.2,-8.39000114394345,1.34323245846716e-36
FOXP1,0.634205488497694,1.53979312075609e-36
CBLB,0.937686712408836,1.72248275366402e-36
CITED2,-1.53788803513135,2.2252810899626797e-36
DHPS,-1.28472024942858,3.7752730535398294e-36
MARCHF5,5.03557920667132,4.87297015231745e-36
MARCH3,-9.02914838148846,7.15078674587616e-36
CHST11,1.72849186350801,8.544980208230799e-36
P4HB,-0.71965347878254,9.218629253848539e-36
TAGLN2,1.11879330685228,9.412384756857979e-36
QARS,-8.74944874623724,1.4729206138331999e-35
KIAA0100,-8.20451647225587,1.6115879452340798e-35
HSP90AA1,0.944534581456616,1.7294577126580298e-35
AC008875.3,-8.33839871782115,1.88012070710403e-35
PDK1,-1.16096651594941,2.0453629219699798e-35
RPS29,0.596917740799718,4.3634322409890095e-35
XBP1,-0.814902436312642,4.73731264259144e-35
RASSF7,-1.34368463611388,5.72546592059957e-35
SLC2A4RG,-1.50375231460181,5.80454800338852e-35
FMNL1-DT,4.87843751512261,1.12574568516143e-34
PGAP6,6.18809436158438,1.19624482354958e-34
TMEM189,-8.1063471469725,1.25252720746821e-34
LARS1,4.94940456399753,1.94555052469895e-34
DYNLL1,1.25742830479902,2.01109251997019e-34
CBX4,-1.39463224278182,2.2362702314852597e-34
ABCC1,1.59364938752522,2.6005280504684697e-34
ENSG00000249806,11.4507485113989,3.00643862033044e-34
SKIC3,5.06381889433056,3.14967284244414e-34
ZBTB25,-1.26583323935254,3.29701011844366e-34
SPTBN1,1.19569151764943,3.4519568399836797e-34
AC073111.4,-8.35920954241471,4.2601615227378e-34
GPCPD1,1.31470241232248,5.30516295244593e-34
TNFSF12,-1.91421245442268,1.08608317846907e-33
GMFG,-1.14592567348431,1.21621747741914e-33
CD6,1.12359783720504,2.80101249641666e-33
ENSG00000291136,5.3952009801887,6.54723178192356e-33
TSPO,-0.954137142819269,7.04872441750725e-33
ATOSA,4.35116738118605,8.42497910324689e-33
PDE4B,1.70683261335252,8.88111496623602e-33
SLC12A6,1.43419559805888,9.1038307395439e-33
FAM160B2,-7.90781258151198,9.3163368534026e-33
HNRNPA1,0.995403463196638,1.39086523218307e-32
PRKCQ,0.794169817757081,1.42859708957637e-32
ENSG00000291075,4.64001424665556,1.56444053732416e-32
CCNG1,-0.8661014481804,1.98096115301868e-32
TSTA3,-8.41224061633102,2.18262619985735e-32
TIAM1,1.64415326185737,2.27320770053166e-32
ERC1,1.12239148483983,2.3094331926323998e-32
PTDSS1,-0.948434437710877,2.45871859516046e-32
RAB24,-2.58384323743788,2.88103731559019e-32
CTSD,-1.61561610045054,3.54896293503333e-32
CLIC1,-1.39042580062337,7.005093515734811e-32
PAN3,0.95504957842162,7.773669162786199e-32
RNF187,-1.31093123779323,8.019150494792431e-32
FAM214A,-8.62912958997158,8.33540666517186e-32
SBNO2,1.38619571750595,1.5671268183739698e-31
CD44,1.09774254686484,1.6739172069105098e-31
RIGI,5.05766512716035,1.97868534998312e-31
ABCG1,3.20665410313768,2.24443519846364e-31
ANXA2R,-1.53978569671684,2.51161395253669e-31
FAM189B,-7.86124322604656,2.5360851665150897e-31
POLR2L,0.778857878707784,2.54142197030621e-31
MFSD14C,-8.11860073088183,3.47848725363307e-31
IRF2BP2,1.66590264595241,4.541107112144909e-31
ANXA6,-1.19683261699725,5.30803345339978e-31
SAP30,-2.78999896741938,5.56358467292056e-31
PGM1,-1.91863668064351,6.800316868463279e-31
GOLM2,5.10118178078394,7.00934190842461e-31
SAMD1,-1.14526774753297,7.51182328720139e-31
BIN1,-1.11780139044773,7.521516406995619e-31
CEMIP2,1.4447320185513,1.03755345211698e-30
ATF7IP,1.20022685829713,1.29564077082467e-30
RNF216P1,4.58911189365314,1.5220199583463598e-30
SLC16A3,-2.33361703789655,1.87383190684844e-30
SFXN1,-1.07719626599443,2.0642707458882797e-30
CYBC1,-1.12887087040606,3.70183987382673e-30
PRKCH,0.67339386195802,4.70451138889529e-30
SLCO3A1,2.60171674973498,4.94065553224587e-30
UBE2M,-1.24653965304737,8.80341933719868e-30
SETD1B,2.08101935379244,1.20804501172559e-29
SKIV2L,-8.05538886687066,1.29225495490399e-29
SMIM4,-8.20991578761311,1.38104620612698e-29
GCHFR,-1.9168610827017,1.4052268302143e-29
CBWD5,-8.49828430533776,1.57031442002366e-29
BLTP2,5.2122435865404,1.60031290095521e-29
DUSP2,2.3610149585694,1.66918348473858e-29
PPP6R3,1.03124161604575,1.99341271420592e-29
MRPS34,-1.07334845630963,2.2807736402414098e-29
CDK17,1.18016746003328,2.32342347490016e-29
ZNF292,-0.760918871403366,2.44106193222704e-29
ASH1L,0.893078561029998,2.53474656983224e-29
FILIP1L,3.59263957323531,2.66837570130354e-29
HNRNPM,0.969525355568949,3.09770404726959e-29
TCEA3,-2.02815697787616,3.39090676536022e-29
HDHD5,-1.90693221545586,3.64095560607303e-29
ERBIN,1.20132399708763,3.65356210002222e-29
ANKRD37,-2.12362033288697,3.90858029727971e-29
SAMSN1,1.86485132927815,3.9213087782529e-29
DHRS3,-1.00806656628079,4.10812077115301e-29
PTPRCAP,-2.04105565589989,4.34436971886946e-29
ZHX2,1.8098885308659,4.58769500602064e-29
HARS1,4.85561482210613,5.00666371748994e-29
TARS3,4.94652354077318,5.04616181613462e-29
ZNG1B,4.93828883488634,6.3547943502664e-29
RSAD2,2.41810865605012,6.47014183829844e-29
LPP,2.13427712096418,6.53417616420742e-29
ADAR,0.953167004185144,6.807111743378569e-29
UBE2D2,-0.635484379311702,7.233317377532399e-29
CTDNEP1,-0.628989681214262,7.59684430980404e-29
SKIC8,5.08812231143748,8.02548909562623e-29
ARHGEF3,0.82376183380276,1.00176141527146e-28
CYTIP,1.03605563121993,1.00611762674276e-28
GIMAP1,-0.681289424696661,1.01857060825665e-28
H2AC6,4.67059531328084,1.09218191301224e-28
EPC2,1.11943493491705,1.6165660379354298e-28
HERPUD1,-0.741154932725486,1.87860538774878e-28
FBXO11,1.39620045773929,2.49990464241173e-28
TFAP4,-2.32156084149883,2.6980761528233e-28
NARS1,4.70630874293871,3.04142872148582e-28
ANKRD17,1.00394999112577,3.19422233973016e-28
SLC25A5,-0.737855055044672,4.27081945985521e-28
ATP6V0E2,-1.15409216287107,4.78517060444542e-28
FAM216A,-2.68590398223771,5.1692015919658095e-28
LNCRNA-IUR,5.75461566469941,5.28571546526789e-28
LINC01184,-8.29047419505086,5.39545290091919e-28
SBDSP1,5.16795803500333,5.67190481984387e-28
MAN1C1,1.5899144889294,6.11495595821365e-28
MX1,1.40521179496986,9.75112890933613e-28
FAM102B,-7.28451905866096,1.20811427331421e-27
ZC3H12B,3.53053141312245,1.21322417227834e-27
RASA3,0.755595106437563,1.70648705744222e-27
PSIP1,-0.828794498852509,1.95201207869428e-27
IMPDH2,-1.01209955597554,2.86938812477715e-27
SNHG29,-0.58900538611746,3.13358599368661e-27
ZNF524,-1.52960805015826,3.37198550471542e-27
BLTP1,4.77996688464399,3.9244251293457696e-27
TXNL1,-0.971509236190386,5.4537011915141e-27
AARS1,4.81455610256137,5.62886447021531e-27
DHX9,1.07827474807577,6.2565251163614e-27
TRAF5,-2.43396269436164,6.41363176259053e-27
CYLD,0.604331669209323,6.80355464258733e-27
AL136454.1,-6.65103599214738,7.25487874243418e-27
ENSG00000291107,5.12346824318678,7.36611899656683e-27
STX11,3.97974624496017,8.54351222347997e-27
LINC03009,4.82812006658532,9.28607734093296e-27
GZMM,-1.0961120440139,9.85485078098145e-27
NARF,-1.06797208381569,1.28312977941839e-26
PFKL,-1.59558758821683,1.2887332703039499e-26
HK2,-3.11180732928584,1.36057214484939e-26
