gene,avg_log2FC_unsup,padj_unsup,avg_log2FC_supp,padj_supp
YWHAZ,0.716820921347212,4.09596488254539e-24,0.752259052057066,5.051554457550239e-167
ENSG00000291143,4.44793993913113,4.22340328155683e-24,3.71958789221467,9.19832933019787e-80
LYST,1.8374504720506,5.3903508307878804e-24,1.10333864695246,3.27402843518888e-30
RAB3GAP1,1.10895128497615,6.30533473207456e-24,0.760340891528452,1.36474074587353e-26
C7orf26,-7.99249546784913,1.07668983081243e-23,-3.41855443164195,3.24540141121022e-47
HMGB2,-1.11748279964001,1.56196837480946e-23,-1.18074689766282,2.20144832633722e-66
GFUS,4.70936039769959,1.6215130755661598e-23,4.17823461467908,3.82534545432349e-93
AC127502.2,-6.95966922229023,1.73839765054729e-23,-5.422135649318,2.01203259254169e-26
C16orf58,-7.67120881845436,1.82143772081577e-23,-3.6341275522112,4.51643713703966e-38
ACTN1,-1.16105614965739,1.8993326455878798e-23,-1.43771961232633,1.0642291501594198e-225
TARS1,4.80460538719816,1.9273699936184e-23,4.12833632377107,1.24958016543107e-83
ATP6V1G1,-0.643886497159965,2.3131297428592898e-23,-0.646939249934771,1.2708584134104798e-104
TRIM73,-8.29791181958246,2.76817057122214e-23,-3.84377506439942,4.16784846368374e-47
ENSG00000280441,5.99248666392361,2.82466696129643e-23,14.6698021396666,0
ENSG00000290928,4.93900492266995,4.55058794371896e-23,4.48951521470247,1.3506487868183e-97
SASH3,-1.85403773592648,4.70341826494582e-23,-1.4017046863053,2.70679174630098e-53
NREP,-2.40366688859117,4.7108494704747496e-23,-1.91394251552536,5.71927279501189e-119
RFTN1,1.1878542926797,5.2836711719541693e-23,0.746914510571731,7.466501526786519e-28
BMP2K,1.691849294792,5.7711270927838e-23,0.948739287812575,6.97545086138388e-23
NHERF1,4.07192559056151,5.81719042350766e-23,4.27036634488225,2.2075453966415598e-176
SLC2A1,-2.35385342382176,5.87384789339114e-23,-2.12307861475728,6.740382902593149e-70
RNF149,0.998551650792584,6.244790017768049e-23,0.691257330674584,1.5640793652843e-42
AC005332.4,-7.42702545514083,6.38462332468619e-23,-2.8586837290021,1.31725541490388e-26
ITFG1,0.93921291337699,7.16210134973335e-23,0.641134632193445,2.0520891484737702e-17
ADPRS,4.65178161503182,9.501264166262229e-23,4.54451343582807,1.3233166875895e-120
COG5,1.11166238484118,9.565149847306769e-23,0.649619243426883,4.026845291792e-12
YJU2B,4.8417080951548,1.44566797727764e-22,4.51920126346248,1.7963207902036e-102
DCK,-1.214605587309,1.48081588517942e-22,-1.0752917430766,4.05934296970467e-85
VTI1A,1.20130071427422,1.48474937372819e-22,0.909658470375894,1.2015032771366099e-31
SMIM11,5.06361629897618,1.5604936117099799e-22,4.58446929212053,1.8279227827028798e-91
LINC00540,6.83364685715631,1.5711494691658398e-22,5.25785910558312,3.38605364188681e-39
USP47,0.999399966527044,1.58878705950395e-22,0.813522484351119,5.61727136051854e-33
KARS1,4.78756519420508,1.65489394534636e-22,4.49602026197354,8.149571088095511e-111
CRYBB2,-5.20306601328177,1.7235884117026698e-22,-5.84466864750293,7.90698278686822e-8
EFHD2,1.96129352533561,1.79666051120628e-22,2.00717405915865,8.41948909163242e-122
AC092821.3,-9.70244514413961,1.8548891219363199e-22,-4.15089647019576,7.41586044455123e-174
AC005670.3,-7.47052060307169,1.9863152514130798e-22,-4.07482254620358,3.0677563040969896e-25
PRKCQ-AS1,-1.43961690117275,2.0121875840997199e-22,-1.13736644505209,1.27442893003753e-125
TMEM251,-7.83925884579749,2.07562209851755e-22,-3.75316024220646,3.5114460163282696e-45
ENSG00000266049,5.08660388027317,2.86461955506534e-22,4.57420658590615,1.42254856729244e-103
BCKDHA,-1.76673585144127,3.04506699273556e-22,-1.65148999605422,1.5895361065272399e-108
FAM122B,-7.70018582236388,3.0502209332853297e-22,-3.53985979833358,1.13209980101345e-34
ZNG1A,5.7667267961793,3.06444899775584e-22,6.00769719091593,1.1249062828492799e-131
UBASH3A,-0.646090647388439,3.28430249580308e-22,-1.0711383112017001,1.14306793043794e-79
SIPA1,-1.07980249081715,3.7808637098226596e-22,-1.5067032192789,1.9391142487265297e-100
ABCA1,4.89829360519917,4.0165065425756397e-22,3.96476966977756,9.796688978788901e-48
DARS-AS1,-7.73754628845705,4.47738777291437e-22,-5.55932443905383,2.56785262738954e-61
RGS14,-1.32746157101668,4.720251720527101e-22,-1.10142675824301,2.894387865024e-42
IGBP1,-0.699339106130209,4.864956373022209e-22,-0.652013296221615,2.02973358038602e-31
MPP6,-7.81818463527753,6.35435013660552e-22,-3.26791056500987,1.59416586770029e-27
TGIF1,1.17895268057852,6.60383111864955e-22,1.18011693874853,1.1058037615584e-69
WARS1,5.41108187856401,8.33637479311732e-22,4.78675655497816,4.79358345998074e-70
CDKAL1,1.14565097219782,1.0065363325674501e-21,0.840212183082897,1.56788506347626e-28
HYCC2,5.04930352882614,1.13723463011444e-21,4.88369185291512,4.6740042856637095e-132
SAT2,-0.982651531515922,1.20743973393934e-21,-0.977674379757647,6.92173089415758e-37
DDAH2,-2.36196034345601,1.30160914007588e-21,-1.3099402335901,6.392592895546819e-13
P2RY8,0.617537605341801,1.34142852801587e-21,0.959403834211277,2.50263981717979e-130
CITED4,-1.93726449187498,1.6487542293193801e-21,-2.04549627893445,2.1361952775074298e-35
ERVH48-1,-1.35842285083948,1.8633626899016997e-21,-1.45582538535045,1.7425141873989696e-43
AL139246.3,-7.14829337417596,2.1933705200847302e-21,-4.95235867822456,1.45737288496621e-41
IMPDH1,-1.49114887525479,2.3476516866110997e-21,-1.41989016908316,1.8129262086005e-20
FAM126B,-7.98053129666749,2.4437385307357902e-21,-4.4019393205327,9.75397673824379e-51
SNED1,1.86835768480587,3.67249673395928e-21,2.01007963212488,6.43013139747745e-63
LINC02256,-3.43178755607757,3.7221790616695e-21,-4.76285509441938,2.39865370539039e-100
SNHG16,0.907034824189621,3.89888601483767e-21,0.704058774593312,3.76052851368356e-35
AL451165.2,-7.55749548475058,3.91144970538082e-21,-3.95740922921207,1.68907550242659e-34
P2RY10,1.28236340515631,4.0625216327393205e-21,1.01426594080447,4.88306368245524e-33
LTB,-0.745767525973791,4.19585095327873e-21,-0.744619240943488,2.94060941651834e-269
ANKH,1.69103840356317,4.3738741791184504e-21,1.41830835521489,9.467769787942281e-88
JAML,-1.34084008679677,4.5635623693708305e-21,-1.12340775310896,8.71130701030271e-39
FAM184A,2.58403789376331,4.7668497328479904e-21,1.13516624321957,1.43021968763893e-15
CPNE1,-0.734503306282828,5.75309589131389e-21,-1.15313550857639,3.38985323101041e-135
AREG,5.46864644392172,6.3792724141401504e-21,4.90066945459867,1.4753694383640097e-42
TBL1X,1.30416187146017,6.68366742329877e-21,1.1585431049483501,5.770022976813369e-60
AC079781.5,-8.98313001900714,8.63365037940538e-21,-3.28564026049293,7.050590500777719e-70
MBOAT7,-2.00606455579879,8.723649535892451e-21,-1.83768712274591,5.41815618474932e-41
HSPA14.1,-7.15741627700895,1.06689305966643e-20,-2.98740759259122,5.85332358081045e-16
CXorf40B,-7.78950687260411,1.1127945995918699e-20,-3.2449337713428,4.71510060565253e-38
MAL,-1.17639175501752,1.1805820196566799e-20,-1.06767128600833,2.65307746758027e-72
AC002310.1,-7.32886443699737,1.3539808329062e-20,-2.53661222663979,1.4038409901791698e-11
AC005842.1,-8.51108198510551,1.37159852989879e-20,-3.32024294856832,1.51441985142859e-63
ENSG00000287263,5.56342583598726,1.5230255630970498e-20,5.14231582157773,2.0268412468597095e-94
TCTEX1D2,-7.69287990190499,1.5432824137862498e-20,-4.10591848381134,6.60106285819748e-37
IGFLR1,-1.35102170128741,1.56873498281624e-20,-1.28819544202133,4.44225705113273e-58
H1-2,4.73919564856337,1.59088893725493e-20,3.5277955169672,2.18532093391412e-45
CCDC84,-7.46210249347822,1.66774213604685e-20,-3.6679938596079,6.23735532019049e-32
RPARP-AS1,-7.85049990402644,2.00536566923115e-20,-3.40536704860449,7.49825191634448e-37
ZSWIM6,2.02407829113109,2.0836810172741498e-20,1.84978352891568,2.92181026137874e-63
PSME3IP1,4.97317272740606,2.1417538208701798e-20,4.73799487899845,1.85479409968853e-93
ENSG00000255026,5.42793735702895,2.2038016455957597e-20,4.66039576197343,9.0798038426616e-74
GPR132,2.08632346151237,2.25136640853482e-20,1.6709906637326,4.6212830019417706e-68
CRIP2,3.7202266468491,2.6673829863004397e-20,3.95061234425903,9.318721176829888e-171
TMEM256,-1.26802975152784,3.5665945263531e-20,-1.19859823418175,9.046884193504199e-43
TPD52,-3.38468032927659,3.5738938443242797e-20,-0.924557659456042,3.80965131135594e-15
DYRK1A,1.11509436561686,3.77949751766449e-20,0.799364565859367,2.50154421154375e-23
CD300A,-3.57421871982274,3.7905570300570996e-20,-2.64421593691813,3.40379133411592e-32
CCT8,-0.74584453543390306,3.85652875334679e-20,-0.671257604014871,1.20937456941895e-53
CSTPP1,4.76079491792307,4.3130672274222695e-20,4.6336692981021,2.31273245719322e-101
FLT3LG,1.08056796524444,4.4061789144311095e-20,1.20102199756057,6.689512444764728e-164
ATP5IF1,-0.855818233352345,4.4643740132925596e-20,-0.767088308445691,7.11274551355878e-91
ADGRE5,1.63408035042663,4.64368416375985e-20,1.43052778080775,6.097220853343521e-88
CLN8-AS1,5.22763939788577,4.6969809178616997e-20,4.74647869993034,6.3019347302252295e-83
IMPAD1,-7.51356019614758,4.7599971133959895e-20,-3.22706898496279,2.91437242765667e-28
PALM2-AKAP2,-7.78503539561496,4.83046269589178e-20,-4.9711009544477,1.37723695771106e-50
CDCA7,-2.78507065465395,5.94738963287256e-20,-2.71769707328035,7.248360240825769e-42
PAXIP1-AS1,-7.66627040998198,6.23735232053794e-20,-3.14516619091762,1.14318782045803e-26
HSD17B11,-1.14617250258053,6.26977206459399e-20,-0.907096887676142,1.87772760472066e-49
PYCARD,-1.86027016629963,6.564703090593439e-20,-1.7326012842416,9.02603430258648e-48
PASK,-1.42808329666483,6.56748271000094e-20,-1.83399149850291,1.65571976096482e-86
IMP3,-0.930216548263634,7.188727854955639e-20,-0.86867718170655694,3.74483374074708e-86
ZFAND2B,-1.15324372375907,8.067402401472849e-20,-1.0020070500834,2.5146514972747496e-35
PPFIA4,-7.3840658089844204,8.805652483309899e-20,-8.02566844320559,3.9497739922170696e-56
AC012615.1,-7.30150833005271,9.28617764747258e-20,-4.40285242617145,2.94066701613679e-30
YPEL5,1.1766347146655,9.73751802497968e-20,1.2110693065855,8.325492183107049e-95
FYN,0.72975835202091,1.26075654330857e-19,0.719266558231242,2.3435395395325e-72
ANP32E,-1.00936169209615,1.2773429237755e-19,-1.52464039234574,4.1528315518158096e-108
PLEC,1.93865786536012,1.5376971774513e-19,1.78125054307183,1.2755850679219899e-127
FERMT3,-1.04085173783283,1.6554673984576698e-19,-1.39446239096924,7.61588946667996e-46
MXI1,-0.635982386617097,1.6945368871043999e-19,-0.705736083788785,1.7042866009152398e-78
TNRC6A,0.926987928560039,1.8524916225471599e-19,0.709072039734417,1.8908641493858899e-25
PTPN6,-1.23910642981341,1.9060237641451197e-19,-0.839093719474154,7.58848522459359e-22
HES4,5.69964499626372,2.1570871716200698e-19,4.31015120445438,3.9074354973823597e-29
SAT1,1.42131700055896,2.1647289038053698e-19,0.799394745936787,1.24224661856962e-32
EOLA2,5.64185102969451,2.3145475563423296e-19,5.63101984101043,2.25865913674083e-101
GPR183,1.67826662348682,2.45725452867579e-19,1.49624241287391,2.3062063244631798e-135
MYADM,1.67238383894334,2.5850822522448396e-19,2.26394944794018,1.8051514519272197e-292
ELK3,1.46121728537141,2.6121605002725196e-19,0.98701828324702,9.402289641663699e-36
DDX3X,0.702372107653138,2.65556662312071e-19,0.749160417184858,1.0865862550071099e-48
AC136475.3,-7.87508640727194,2.813659094025e-19,-2.39215359548182,1.43768742767933e-29
AC136475.1,-8.32184578766465,3.0100375575864496e-19,-3.86790039086647,9.069119011488531e-61
DPH5-DT,4.40831845204745,3.15574036335307e-19,3.48859735118727,5.20260526290014e-53
AC005944.1,-7.80982841623082,3.20128899716093e-19,-3.60607293393687,3.3237038209037e-36
ENSG00000290823,5.65527858792092,3.33502972866725e-19,7.18761169722024,0
EXOSC8,-1.12913325144084,3.5080990089707597e-19,-1.14127223046875,6.03746901319804e-57
EEF1AKNMT,-7.92216666732256,3.6985277691853496e-19,-3.55325020896511,7.975016581018318e-43
ABRACL,-0.86499344147575,3.75229180897855e-19,-0.858345115099626,4.73195360656826e-73
BTG1-DT,4.94901892416073,4.570068749961289e-19,5.16303250983897,2.5566547917130997e-158
BCAP31,-0.71549629170898,4.62313066909056e-19,-0.623555374053746,1.53905224235184e-18
UFSP2,-1.26482721578248,4.868263820253e-19,-1.34160691770365,2.50252223571368e-39
CD3E,-0.854510547681064,4.915298229002319e-19,-0.839581900414994,3.05764507579385e-272
OSTC,-0.715505750307169,5.045806509819249e-19,-0.787582468989716,1.78354395165999e-50
AL645568.1,-7.33825973969804,5.1284621205949e-19,-3.97953603701251,3.83926792382968e-28
ANKRD12,0.7842687289775,5.979192240815219e-19,0.623678176688939,1.20005296950403e-38
EBPL,-1.26447496713969,6.06232406389619e-19,-1.26432449124914,8.623657858557759e-55
AL162253.2,-7.88559463256309,6.92850671378827e-19,-3.62853977983454,1.19566625410568e-41
GARS-DT,-7.6711660806715,6.953055639682749e-19,-3.35807777187042,2.96596141299796e-31
MAP3K2,1.08860043986787,7.530181743834759e-19,0.744157483556168,8.35678413580512e-20
LINC01550,-1.35812954648705,7.684162881784139e-19,-1.36902191901375,2.47191849970805e-55
QARS1,4.50047410040286,8.473287574901409e-19,4.26314172933494,1.5184978417319498e-106
RARS,-7.87394866583733,9.33716832078628e-19,-3.2118621845172,3.0686490527759896e-30
ZNF580,-1.62353956064914,1.0864594551843599e-18,-1.20011818073602,6.77705862771419e-36
AC067852.2,-7.12340332572837,1.1516864865364299e-18,-2.93236375545789,5.80387449677882e-17
HERC2,-1.34367800321095,1.25109057623809e-18,-1.75281689169065,2.3954675854182498e-48
AC136475.5,-5.53051924899644,1.30331472884589e-18,-6.1721218832176,1.0452104098702e-4
SKI,2.21969362660912,1.3316951369597799e-18,1.60470080571271,2.8601571247929e-42
MIDN,2.01923855038932,1.79281148049568e-18,1.4785234428191,2.87208447719412e-65
SIGIRR,-0.755559805746842,1.8197777930119e-18,-0.588650532120136,1.26453083551283e-7
YEATS2,-1.2193139782855,1.83598261590247e-18,-1.5001159167006901,1.73552553160657e-81
ZNF407,1.1758861100853,2.21680674097188e-18,0.791207593538529,7.425101927418299e-12
SMG1P5,4.52648519374612,2.21955609144893e-18,3.96136729086109,1.3732973763009801e-88
ERGIC1,-1.43877508734426,2.28593740804568e-18,-1.52756722220307,1.1623113127821999e-57
LINC00476,-7.77539255815611,2.63518052723386e-18,-3.4661211095082902,6.937415954063199e-34
GIMAP2,-1.18544772661204,2.67517081305222e-18,-1.25026062376342,1.20337265412883e-135
SHMT2,-1.40074752265514,2.73333731472478e-18,-1.09073763629596,2.92799104367856e-22
MED25,1.84159783059567,3.39647858857158e-18,2.01255937421341,3.48243609749142e-111
AC012146.1,-8.06333473834213,3.86994061414627e-18,-3.82695426247944,3.55168403167104e-44
ABHD15-AS1,1.95157688930469,3.98971384240579e-18,1.52828434054228,1.3755563587637e-28
NFE2L2,1.12426887454675,4.10340016199162e-18,0.615913359765246,4.47379688872224e-16
AC099343.3,-7.12567032281175,4.1392366240138094e-18,-4.49385459436466,1.54227654144972e-32
AC087239.1,-7.04718300963826,4.3443646348873e-18,-2.94285817136845,3.58799773063718e-16
PMEPA1,2.07971538096676,5.3640647198939006e-18,2.52410049785712,2.69282507904856e-144
MPP7,1.48539033568192,5.38794719533747e-18,1.40352046142015,7.9256462091596e-87
AC044849.1,-6.62263082849207,5.579101739367449e-18,-5.8367559829573,2.56097907075301e-19
LITAF,1.05033767923238,5.77890954173185e-18,0.63328585001695,2.6877012230295193e-43
AC009041.2,-7.52493279201492,6.64122803490936e-18,-4.29005568011349,1.85240041987696e-40
ENSG00000274265,4.74692018108182,6.8989182901120096e-18,5.62250341830182,3.67245891423916e-195
AC145124.1,-6.59384866077717,6.903066635781519e-18,-5.04955227330713,5.86148540726001e-17
NCKIPSD,-2.11325426765138,7.011619277363909e-18,-2.15713036277228,1.27445173672948e-64
PSD4,-1.04238203504684,7.27746057812974e-18,-2.1632196457349,5.99807426020254e-101
HIST1H2AG,-7.42699367448231,8.21345976992768e-18,-4.23874834294412,1.36630093098423e-32
MIRLET7A1HG,5.92468810188882,9.45041363372225e-18,5.61334907075807,9.97929724412124e-70
TWISTNB,-8.0278813197705,9.45570787851368e-18,-3.21603045008948,1.50752776815267e-40
MRGBP,-1.26078002827165,1.09266461800197e-17,-0.904708048459148,2.2025712442377e-24
ANXA2,2.49053094604987,1.1416648529552301e-17,3.09200646868361,1.2143709373614497e-199
SLC7A6,1.08341800078218,1.22280458370888e-17,1.00352780677725,1.89707207638303e-51
RARS1,5.16415080209995,1.35849022196342e-17,4.39357298590275,7.74327627832528e-58
AL135925.1,-6.86589252050079,1.43262878083207e-17,-3.50454614277163,9.06511436661859e-16
ENSG00000249236,5.00289329921001,1.65441038240875e-17,4.18383749643482,6.06931546554573e-57
ZNF644,0.829014981733306,2.0762587784197902e-17,0.58361295800149,8.7760689600583e-22
LINC02964,5.37210247299978,2.1335951943381998e-17,4.5634195551632,9.983513369124701e-53
MARCH8,-7.58834189685045,2.2197347519886e-17,-3.02080559750183,8.106402472244039e-26
RPS6KA1,-2.10638400667072,2.47793761617127e-17,-1.78377264531683,1.01859077258606e-24
RAB33A,-1.84911201765083,2.69209966654073e-17,-1.00135490923962,4.636695608826289e-31
SPRY1,-1.70811289313354,2.84972924218787e-17,-2.04800393889684,3.11463709763436e-31
PPP1R16B,1.49717714589448,3.33361460597366e-17,1.17374033476827,1.81647415338027e-30
MGAT5,1.24490668916087,3.5154212097538e-17,0.729221273434079,6.22735902477096e-15
BEND5,-1.84497393273587,3.59116417151519e-17,-2.4296131991633,2.04032067736658e-51
SYTL1,-0.843607930638869,3.7979536937103e-17,-1.00047834081645,2.35384096405337e-19
BCOR,1.9208683111747,3.87668903058385e-17,1.2493524334986,1.3830277134751898e-23
TES,1.24224713594656,4.50553501846438e-17,1.02789129848431,3.52304173541791e-72
ENSG00000291100,5.35932777313558,5.934081813434451e-17,4.82811139277266,7.28935071658299e-81
RIMOC1,4.64886273476372,6.98976013900137e-17,4.20111269361519,2.45900378370846e-80
DPM3,-1.26575943542434,7.03837196652707e-17,-0.877278903659606,7.79508723657698e-32
GGPS1,3.01937927120228,7.71646876648666e-17,2.21669655714696,1.91960100256122e-30
RASA4,-1.72939366464209,8.25086050675869e-17,-1.85322010257248,1.36550515184555e-26
C16orf72,-7.56924987788089,8.32740649873482e-17,-3.75717365943092,4.70630012624108e-32
UPP1,1.61728179079939,8.8642666170417e-17,1.04296325302556,9.11562074088391e-56
HIST1H2BK,-8.30606274771863,9.9376465403305e-17,-4.0835908847257,1.4203662649653299e-56
WAS,-1.20049128791502,1.0491960095932001e-16,-1.41543571893788,1.5098043051051398e-106
NDUFS2,-0.886793649227491,1.19684050230379e-16,-1.07055264296056,6.74719605718001e-85
ALKBH5,-1.00593316829115,1.26731361454085e-16,-1.16160364571722,1.17983767230792e-93
HIPK1,1.48440681433732,1.3302782804439899e-16,1.00604289596612,1.3554060144041898e-19
NUP98,1.10051210333726,1.43385397910982e-16,0.883966924306536,4.04830266712952e-29
MAPK3,-1.35308695821731,1.4580460986588002e-16,-1.64741528638877,3.97989765428055e-39
NUDT22,-1.41161249857294,1.6819172368586003e-16,-1.56250998985705,3.28095434486455e-59
NR2F6,-2.30737330536265,1.79476813556753e-16,-2.46122076142834,3.89212530202115e-36
C20orf27,-8.34655475837304,1.80636553575359e-16,-2.44677485629531,3.65730393297071e-13
SRP14-AS1,-7.13299165547777,1.82251515757005e-16,-4.90112181534789,1.1130796969610199e-28
PDIA6,-0.718621360012587,1.92406242335049e-16,-0.79559368407445,1.3454628830629501e-17
UAP1L1,-3.4367269347937,1.92684367720526e-16,-2.46823345152573,3.1887410608839596e-25
C11orf1,-8.00417652902708,1.98740464612295e-16,-4.32319242777889,4.2729268944285e-52
AC020915.2,-7.58285529185365,2.11630559733665e-16,-3.60209421171635,2.66532674121239e-29
RASGRP1,0.91294738157431,2.19483637525055e-16,0.596714210449008,4.795716811963039e-13
CRYBB2P1,5.50677242161677,2.2502134819250003e-16,5.53658168103241,1.3546932583861199e-114
BEST1,2.12020262199155,2.50075904202383e-16,2.09198907146428,3.89453688097062e-67
PDK1-AS1,5.85694985025166,2.53542339298732e-16,4.94263864675843,1.26826938057548e-38
LINC01137,-6.93565351654165,2.74015375261981e-16,-4.86979739076884,2.2130452007134096e-25
GRINA,-0.846664142615083,2.75048128677004e-16,-0.824102647830305,1.3588971868699301e-17
MCRIP2,-1.84241659485896,2.9162116652796e-16,-2.0164796321244,5.14019881207309e-24
GPR108,-1.37147824724495,2.94091243327959e-16,-1.14703684787582,1.26073422787114e-24
NFATC2,1.47643991917575,3.2077106654542297e-16,0.874211733756937,2.85993577112139e-27
SDK2,-3.54473183286854,3.36411836997342e-16,-3.34820546589398,3.55321408625258e-71
EXOC6B,1.40380994349064,3.91935533248496e-16,0.668328499643532,9.968202039356e-7
MFSD14CP,4.61755688333239,4.67577799841269e-16,3.9405247226739,1.4643965638996301e-65
AL136962.1,-7.34098326146345,4.98069997341404e-16,-3.60920542765035,7.91623538748184e-25
AC017083.2,-6.84491822059419,5.13757990116397e-16,-4.65038289460075,2.99802517577071e-27
ENSG00000289331,6.60070946968669,6.12312875820213e-16,6.02248641744636,2.4249178222936e-47
TMEM258,-0.778956883865421,6.50636714176222e-16,-0.790785185540913,2.0759507463691897e-106
AL121603.2,-6.80160005958636,6.51087762897558e-16,-2.27547173851003,2.73743107669777e-9
CENPX,-1.61017406956802,6.70739774157848e-16,-1.06608470525917,4.90835870479252e-10
AC068587.4,-9.06705266684933,6.88672113377285e-16,-4.2389714202276,2.8287479738797996e-99
RALGAPA1,1.18006842973842,7.225319299113649e-16,0.818901113016067,7.25031293372699e-27
KLHL20,0.902319319866425,7.411480766289301e-16,0.637061084595613,6.293368606151331e-9
NSMF,-1.64996725178099,8.73668379500856e-16,-1.6993546981933,1.25638199679407e-38
FLT1,3.94210250489347,9.96756908892076e-16,4.00373095959194,2.3380851054941497e-106
AJM1,-5.14487290787538,1.7256766632255801e-15,-3.24067258614145,2.30149696535532e-29
FCMR,-0.691244994654666,1.9707482258524102e-15,-0.779588443858785,4.04123722118238e-108
DGKZ,-1.13359319460373,2.2196582946447304e-15,-0.962161516411893,1.02246390437495e-32
SETD2,0.84782486676096,2.2432132803292802e-15,0.62321005073846,1.57823931695128e-14
KCNQ1,-1.70778280453797,2.3069208975396804e-15,-1.61293072439994,2.4205103162897603e-15
TIMM23B,3.4550611051353,3.00188912961987e-15,3.35425817675279,3.33768778836434e-77
BTBD11,-8.67848926139484,3.0417903177416904e-15,-5.18503794803332,4.93329224220824e-92
CMTM3,-0.997864649617104,3.1527632448232003e-15,-0.94788253982481,6.496469010697739e-29
EIF4EBP1,-1.53508925392488,3.2829727393012803e-15,-1.47465219999871,3.73503735681356e-14
MAD1L1,-1.08540059844725,3.3220127190803503e-15,-0.670906537679592,3.7278755581626e-69
PAXX,-0.730522166571884,3.4280276278496202e-15,-0.844774561492477,2.0220714411060197e-43
RAB28,1.09268826674171,3.4407347992060803e-15,0.90805711532978,3.19787753745451e-21
SCML1,1.3459132798717801,3.6726317560325404e-15,0.83170481837361,7.46597242618981e-23
RGCC,0.89282302910369,4.0513541294168305e-15,1.39569121635499,4.06650865834282e-209
ARL6IP4,-0.793239956059802,4.07737651283382e-15,-0.787318040427217,6.62617928399441e-60
ENSG00000290924,6.11642885102386,4.08596553214247e-15,4.82990735219058,2.39321974451658e-29
AC006213.2,-6.87548348769111,4.3280265335908e-15,-4.23587155760285,3.40047277035471e-27
PDIA4,-0.628935151868942,4.54340617703775e-15,-0.96663671308062,1.2038500601091599e-29
SLC30A7,1.2658535366223,4.5655393568131106e-15,0.700912064887062,1.73144483110226e-13
MPI,-1.68879198092266,5.61912884034315e-15,-2.17940974898786,3.87689506251454e-123
DYNC2I1,4.96538309120097,6.015094312447071e-15,5.22403366291407,1.65143172687577e-123
BCL2,1.87216431061534,6.488053297324051e-15,1.6222879693408,1.3321448110182898e-44
AC027097.1,-6.89250164932469,7.86909877890046e-15,-2.82230231596367,7.71441720792652e-9
WARS,-7.25279776634176,9.61965036589237e-15,-3.1078742987771,2.5099733891201398e-29
IFT25,4.46361185784031,1.2022073543397901e-14,4.30602473385209,1.54564432109264e-92
ENSG00000290577,5.68145325434053,1.20458656693793e-14,5.15040992757939,9.75673543868673e-56
AP002490.1,-6.84795690437947,1.29017278176023e-14,-3.6949707343517,3.0474662143785596e-20
EEIG2,4.11571079826717,1.42850771372925e-14,4.33393905823479,4.773736413659619e-156
HPCAL4,2.69669009470856,1.57022273484036e-14,2.87052230145238,1.97468072145306e-105
ICK,-7.32732267543382,1.63465852866455e-14,-3.24676294796628,1.79768809479615e-29
EFNA4,-2.39672570000659,1.68443390450165e-14,-2.19241529674318,1.1169009043023601e-21
AC090204.1,-7.26741353875962,1.81805860413858e-14,-4.74139426145811,9.09322016175093e-33
AC246785.3,-5.9709603266564,1.84794549497568e-14,-2.89889349114226,0.00185757040032764
PIK3CA,0.963464972667065,1.92246184987e-14,0.839173280772678,9.79038972996261e-18
LUC7L3,-0.699191467581509,2.44983477328268e-14,-0.813248927320792,5.79012712776154e-51
AC016590.1,-4.86272170600543,2.5471454760919e-14,-5.5043243402266,8.356771962488e-4
ENSG00000286145,4.76763548076935,2.97477949951447e-14,4.4746747176222,4.32689929427064e-69
SLX9,4.9472328269428,3.05183954272255e-14,4.60336130409346,5.0392470048748e-67
FMN1,2.12770856331111,3.07796359153471e-14,0.766877011123273,4.97905291786119e-24
SH3D21,-3.10550905337339,3.08163188502587e-14,-3.36563631910491,6.689073800406819e-40
TENT5C,2.70722907815329,3.4138428756056704e-14,2.32094333830632,2.02986175904422e-29
AGO2,1.43950906977854,3.48894658732384e-14,1.39070239528142,6.970426594618698e-76
RRP7BP,5.78181261446875,3.64097737334085e-14,4.90966848833159,7.80631356204149e-47
ASIC1,-1.753305530846,3.7739836213515304e-14,-7.10139662091909,3.77808727076433e-21
AC027031.2,-7.79336710517652,3.83195232173458e-14,-3.96396640628085,2.1106495864746403e-46
IL2RB,2.74088667531462,4.9142792460313504e-14,1.49925377648391,1.61283481328938e-11
AC078785.1,-7.58394563042169,4.96707885422817e-14,-4.22171608076329,1.8499935342920997e-45
AC124016.1,-6.84910087364731,5.20963957988071e-14,-3.6212479362933,2.2670722849932602e-17
C16orf91,-7.6727544851015,5.5717235407755803e-14,-2.88821010839671,3.6896591355737994e-24
SCFD2,1.21656615375302,5.80356604707459e-14,0.764872924068341,2.4035519417299402e-24
CEP43,5.05984492378735,5.816141822213311e-14,4.59394727316423,1.2832418351794798e-56
DRAM2,-0.934860499443396,5.81713192599087e-14,-1.20064279752025,1.1997814228059e-54
ENSG00000254802,10.5833556727206,5.85051272263004e-14,9.18178759278363,1.92055534027396e-30
CEBPB,-0.831268688006931,6.009014138293841e-14,-1.48654734745621,1.54308110442574e-88
NEPRO-AS1,5.2316902836803,6.16505413065128e-14,4.39164583496145,1.78939742668328e-37
ULK4,1.82509323852229,6.2251328958493e-14,1.75769788339797,2.918642529039459e-43
DCTN6-DT,4.78822378958676,7.03489158847122e-14,5.41975191752514,4.14825798922707e-134
AC090152.1,-7.37785514247851,7.4431086969185e-14,-3.97003212881601,1.03180245102718e-29
