gene,avg_log2FC,padj
AARS,-4.08396871810112,4.0626645058093296e-116
ENSG00000253980,4.73709910773499,5.34850394952773e-116
H1-4,3.47280132104619,5.94771008991155e-116
LRMP,-4.6685932730011,1.38816501817103e-115
EIF4G2,0.871432129667734,2.13196717780147e-115
CRYBB2P1,5.53658168103241,1.3546932583861199e-114
KCNAB2,-1.77695652778827,1.62936978410842e-114
RHOH,-0.719766790776822,1.0303654095521e-113
SBDSP1,4.9121543530495,1.45190884045165e-113
ETS1,0.613427591652389,3.7131000047300004e-113
RIGI,4.68155804427026,3.77198006153449e-113
HIVEP2,1.04961380077729,6.91219308818829e-113
TMEM173,-2.89487397555054,1.3968695294500099e-112
SAP30,-2.65120947462696,1.7169144011026199e-112
ENSG00000289474,7.54628006685848,2.3480148134801797e-112
TARS3,4.17891326781988,3.3279031911325496e-112
GIMAP1,-0.856418217837435,8.820540021470589e-112
MED25,2.01255937421341,3.48243609749142e-111
KARS1,4.49602026197354,8.149571088095511e-111
FOXO1,1.03803235223696,8.83499420467448e-111
BAX,-1.36646706707817,9.294009670585011e-111
GIMAP4,-1.00118804786816,1.6288210146447702e-110
BATF,1.93067038728559,4.9863463648486504e-110
BLTP2,4.66540873846619,8.51484457149485e-110
SLCO3A1,2.42108041157852,1.0169908953421399e-109
BIN1,-1.23094537977287,1.1906428208971198e-109
SKIC3,4.42287812500686,1.5661584444468e-109
ZNF767P,5.33063436491885,1.7308615008482498e-109
CYBC1,-1.74987166122275,3.3254468069255494e-109
GOLM2,4.62004512073482,9.516051269360789e-109
ZEB1,1.24804163426619,1.33655895624231e-108
ARHGEF18,1.53100874889031,1.36263931777435e-108
BCKDHA,-1.65148999605422,1.5895361065272399e-108
GRK2,-1.19705041751302,2.061236450175e-108
FCMR,-0.779588443858785,4.04123722118238e-108
ANP32E,-1.52464039234574,4.1528315518158096e-108
LINC03009,4.4374330297266,1.0181392519731497e-107
SETD1B,2.05074219744357,1.7477096126022197e-107
IRAG2,4.23839436304678,1.9489439360756794e-107
GBP5,-2.07638712222072,2.3942611310946393e-107
ING2,-2.36844455783559,4.088178623364089e-107
AC245407.2,-3.80460300678281,7.154362339849448e-107
ENSG00000284977,8.28919132945555,1.22534163123834e-106
WAS,-1.41543571893788,1.5098043051051398e-106
QARS1,4.26314172933494,1.5184978417319498e-106
TMEM258,-0.790785185540913,2.0759507463691897e-106
FLT1,4.00373095959194,2.3380851054941497e-106
TXNL1,-1.10998923867191,5.044133940507869e-106
MARS,-3.81705260983288,5.398262582218e-106
TRAF5,-2.20539725540192,5.977860395942779e-106
PNISR,-0.774270456332322,1.05654214639759e-105
TNFAIP3,1.47080038135576,1.8813823496511702e-105
HPCAL4,2.87052230145238,1.97468072145306e-105
TUBB2A,5.35338116672238,2.26380620589754e-105
CSGALNACT1,0.962661184627793,5.99984897342127e-105
IARS1,4.40775763153495,7.07208984803533e-105
ATP6V1G1,-0.646939249934771,1.2708584134104798e-104
STING1,4.36356077414566,1.97681994041574e-104
HNRNPC,-0.713649243161963,2.0950489480827397e-104
TARSL2,-4.3429845026816,2.10029152499816e-104
GBP1,-1.21695215773029,2.1461309438363797e-104
SPOCK2,0.977995803476562,3.10718785216469e-104
ENSG00000291066,4.19840943665988,1.0924567662378899e-103
ENSG00000266049,4.57420658590615,1.42254856729244e-103
N4BP2L1,-1.55594843059392,1.9393864485997598e-103
USP3,0.858311097449501,2.76285160700887e-103
MT2A,1.48473897454191,8.190905953178069e-103
RBM14,1.58530097521689,1.5644631408769599e-102
YJU2B,4.51920126346248,1.7963207902036e-102
BPGM,2.1757896485021,3.30854959698286e-102
PLK3,1.51946231175918,4.2134677496223e-102
PHB,-2.91035556998382,1.92800181459473e-101
EOLA2,5.63101984101043,2.25865913674083e-101
CSTPP1,4.6336692981021,2.31273245719322e-101
FAM216A,-2.83897765696047,2.47652022400227e-101
PSD4,-2.1632196457349,5.99807426020254e-101
DYNLL1,1.1400548885356,9.51082698777506e-101
SIPA1,-1.5067032192789,1.9391142487265297e-100
LINC02256,-4.76285509441938,2.39865370539039e-100
BHLHE40,-1.5413715638561,2.5673162125003095e-100
MARCH3,-3.32562270188687,3.4560576590226695e-100
HIVEP1,1.882485157131,1.0119534416714699e-99
TUBA1A,1.00570965393706,1.46881803320866e-99
ZBTB25,-1.2922460330347,1.71552738009926e-99
AC068587.4,-4.2389714202276,2.8287479738797996e-99
PGM1,-2.26612091552648,2.85923845590971e-99
CRYBG1,2.0372714110542,3.4061143935285598e-99
PRANCR,5.24878337449004,3.79667857803114e-99
MAML2,0.714735795129088,6.55271634004442e-99
KDELR1,-1.22048498902753,4.3808050167917694e-98
AC118549.1,-3.6951443638819,5.305061029468839e-98
PLEKHA7,-2.02450169576189,7.642260056065459e-98
ENSG00000290928,4.48951521470247,1.3506487868183e-97
PGM2L1,1.87766498193371,1.6633676190578098e-97
TRAF3IP3,-0.85001518642926,1.8568328808528298e-97
CDC42,0.686560081591452,5.711243941998029e-97
AL118516.1,-4.12738067662322,1.21016148696132e-96
MAGED2,1.30037835246866,1.0701809152677698e-95
CARS1,4.38594777768526,1.2899535125896997e-95
STAMBPL1,-1.89917044693841,2.1439398089998595e-95
DHPS,-1.38913141987924,7.802342370393638e-95
YPEL5,1.2110693065855,8.325492183107049e-95
ODC1,1.6045441332287,1.8556313431742698e-94
ENSG00000287263,5.14231582157773,2.0268412468597095e-94
POLR2L,0.663841613812776,3.1026565750399794e-94
ALKBH5,-1.16160364571722,1.17983767230792e-93
GPR65,-1.92368103671568,1.37657215777443e-93
PSME3IP1,4.73799487899845,1.85479409968853e-93
PACS1,0.794065852029832,2.16412914961185e-93
MIR142HG,4.22763817579027,2.34234033074702e-93
KARS,-3.19684052200877,2.69573701730583e-93
GFUS,4.17823461467908,3.82534545432349e-93
PKN1,-1.31881903404883,5.9118241627292905e-93
MALT1,-1.13894578909016,7.63834908009847e-93
ZNF581,-1.285975024079,8.05894040169625e-93
PSIP1,-0.920147407747719,9.15044704633273e-93
ENSG00000230735,5.64936701231864,1.0372523635772698e-92
RNF181,-0.990313103054597,1.1753258979905199e-92
IFT25,4.30602473385209,1.54564432109264e-92
AIF1,-1.57901544254265,1.9583342792550397e-92
SLC2A3,-0.63509683087935,3.0300310411327396e-92
BTBD11,-5.18503794803332,4.93329224220824e-92
MEAK7,-3.42774549968654,5.6586199348396894e-92
SMIM11,4.58446929212053,1.8279227827028798e-91
ENSG00000283674,4.71624809712075,3.5933765634718495e-91
RNF187,-1.32499775501207,4.4787370690400897e-91
LNCRNA-IUR,4.98244216878616,4.89325360825967e-91
NAMPT,-1.27426208055421,5.23838178931887e-91
FAM118A,1.37110865176974,6.83766316214851e-91
ATP5IF1,-0.767088308445691,7.11274551355878e-91
SKAP1,-1.02278648751883,1.67216925512547e-90
UQCC5,4.58730018494482,2.68341610719627e-90
LARS1,4.00223158786644,3.09065456680335e-90
PEDS1,4.46676899137206,6.91095974310966e-90
IARS,-3.56820141823333,1.1111693281818897e-89
VIM-AS1,1.95791863171715,1.6315464227035e-89
DUSP2,2.17811914010098,1.7939111711917896e-89
RPS10-NUDT3,-2.33816930929421,2.8033475590007096e-89
PRKCH,0.841384185598183,2.9396492393515695e-89
MARCH6,-3.37379714274322,3.0635616548769593e-89
PSMB8,-0.623740861309276,3.574220897295839e-89
ZYX,-1.31021628057082,3.628094364486249e-89
NDUFB8,-0.78984583109758,6.613687346081818e-89
ATP2B1,1.37922876166663,8.277140588310668e-89
SMG1P5,3.96136729086109,1.3732973763009801e-88
CEBPB,-1.48654734745621,1.54308110442574e-88
LINC00680,5.1556968538015,1.70857968868332e-88
CSTB,-0.882881463454876,4.0759551203781994e-88
TNFRSF14,-0.709577032894691,5.22016096025776e-88
ATXN1,2.02989198055682,5.60175668660769e-88
ADGRE5,1.43052778080775,6.097220853343521e-88
ANKH,1.41830835521489,9.467769787942281e-88
RNASET2,-1.13813342086356,1.5637691547998697e-87
FGFBP2,-2.07778932175527,1.5986459345387498e-87
ENSG00000289603,5.96559710973219,1.6127546836904198e-87
BIRC3,1.32358336621513,7.032109783307349e-87
MPP7,1.40352046142015,7.9256462091596e-87
PFKL,-1.67081491922456,8.580998904937878e-87
PASK,-1.83399149850291,1.65571976096482e-86
TUBB,-0.862389682261276,2.8173024839019198e-86
IMP3,-0.86867718170655694,3.74483374074708e-86
AP3M2,1.60374177486161,4.2753645217495e-86
HAPSTR1,4.81280712411634,1.04534106244719e-85
GABARAPL1,2.65758286479032,1.27409731181745e-85
CBX4,-1.92010233622571,2.43128598947011e-85
AC006064.4,-5.00271558580596,3.0787958499978904e-85
SOX4,1.16380236888279,3.70756063377684e-85
DCK,-1.0752917430766,4.05934296970467e-85
NDUFS2,-1.07055264296056,6.74719605718001e-85
HCFC1R1,-1.55409744578761,7.84437992531091e-85
TTC37,-4.05521818690978,8.04346488047204e-85
MAPK8,1.29254289602473,1.2105018022045399e-84
NARS,-3.37820588576188,1.25278847452578e-84
FUT11,-2.4003995328355,1.3434769993567898e-84
U2AF1L5,-5.53229774435764,2.5918778465239597e-84
AC093323.1,-3.65797027241521,2.9033007452918195e-84
PLIN2,-1.2530591490261,3.2287799490074896e-84
LINC01145,4.8480837928642,3.3934176471515e-84
WASHC1,-2.66879739393089,5.075196432333379e-84
MXD4,1.48226972484975,5.682999856607749e-84
MBP,0.921931484719323,6.358593116257089e-84
ZNF720,-4.0314029379534,6.384269996782109e-84
GSTK1,-0.796605640321686,7.750335075396029e-84
ETFB,-1.75282520618038,8.582703910924449e-84
CCDC130,-3.63433639554297,9.810188183264659e-84
PARP11-AS1,4.68181860665099,1.1643438439104e-83
TARS1,4.12833632377107,1.24958016543107e-83
WDR60,-4.7305677583901,3.18882540011267e-83
CLN8-AS1,4.74647869993034,6.3019347302252295e-83
ITGB3BP,-2.37797202257731,9.64788494356565e-83
ZFP36,0.846977378657939,9.73349685426291e-83
PIH1D1,-1.06464187451822,1.22296194020275e-82
FHIP2A,4.6793923985018004,1.4606930836260398e-82
S1PR1-DT,4.79097010552658,1.56936115182243e-82
CBX3,-0.862166017696852,1.67181373361865e-82
BTBD9,1.53954659854257,5.69019357877188e-82
YEATS2,-1.5001159167006901,1.73552553160657e-81
CYHR1,-3.5398203405206,1.76677058826952e-81
LYSET,5.40505487007092,1.85158840914114e-81
AC093512.2,-3.54529987449497,2.3778683275031e-81
ZC3H12B,3.08097689275208,2.43568951236188e-81
AC026979.2,-4.36592427186389,2.93348781614612e-81
ENSG00000291100,4.82811139277266,7.28935071658299e-81
IER2,0.720600303641085,7.36954658912024e-81
RHBDD2,1.46149786567941,1.79076852012002e-80
RIMOC1,4.20111269361519,2.45900378370846e-80
FBXO11,1.38775969419342,8.40890966594469e-80
ENSG00000291143,3.71958789221467,9.19832933019787e-80
UBASH3A,-1.0711383112017001,1.14306793043794e-79
HNRNPAB,0.944350685803419,1.36895399981564e-79
MYC,-0.860879402146885,1.3865609567165702e-79
ENSG00000290993,4.4585228252687,2.1179344783722e-79
AC089983.1,-3.26974173786246,2.44941600066608e-79
AC025159.1,-4.52349281523811,3.76025419347528e-79
MKNK2,-1.08388354248639,5.21235845283775e-79
ADORA2A,-2.45880429106185,9.34379973649867e-79
MXI1,-0.705736083788785,1.7042866009152398e-78
RPL23AP7,4.39623086808821,1.76870612091048e-78
BMAL1,5.67074291010372,1.86576614169918e-78
AL137857.1,-6.2612244799422,2.84296757536312e-78
CTSL,1.74345879291748,5.27503121969702e-78
BCL3,1.47238413630718,6.788046661816799e-78
PRXL2C,3.2317565490391,1.58496741050482e-77
