"","CP002-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP020-V1","CP022-entry","CP042-entry"
"FCGR3A",0.00810771585650703,0.00162622666049116,0.219215361691845,0.014127282055254,0.0181992628876206,0.00775592077966675,0.0211525871507782,0.184813620507718
"IL2RA",0,0.00357745731841679,0.0168404860749693,0.00235022524700096,0.0140106052560132,0.0328431460142188,0.00771426624889962,0.00451040091059795
"CD45RO",0.00326136371222054,0.00973310408320767,0.137346910287197,0.00946584145090708,0.0103045064892861,0,0.0180512857171236,0.00238515158039424
"PDCD1",0,0,0,0,0,0,0,0.00138934049141478
"TIGIT",0.00485947184441719,0,0.0010199949637644,0.000268365062219933,0.000772274204538142,0.00946625545532379,0,0.0156975063397726
"Mouse-IgG1",0.0129639664818992,0.00755466909452344,0.00274103552120363,0.00236092778780197,0,0.00326871511834652,0,0.00136602290618731
"Mouse-IgG2a",0.00210200969486435,0.000796008364633037,0.00682830849721863,0.00395954625762525,0.00373776111854453,0.00640528053586538,0.0284376433405272,0.00124945783372295
"Mouse-IgG2b",0.00072081377760993,0.0188810694723128,0.0424216184313599,0.0127134026664745,0.00252634972120028,0.0115245470919742,0,0
"Rat-IgG2b",0,0.00897646005838595,0.0293558542830547,0,0.0081865987703242,0.00344257936922424,0.00704738964238815,0.00162676633694158
"MS4A1",0.425718144939728,0.287566976368833,20.081194540302,1.66474971722315,0.162963635336122,98.7806857956842,2.546391656907,0.0907668722599759
"NCR1",0.00478653952053603,0.0165799470689283,0.00755661354380957,0.0135476235376523,0.00158624658527584,0.00037585047239895,0.00524550852871217,0.00801481012327426
"PECAM1",1.98037811044309,4.71484891732036,0.159204208618962,0.0317604384595252,0.0619897065848527,0.127382188426053,0.762024185342397,0.00849175938733873
"MCAM",0.0231192756762304,0.0119352932432242,109.879889749415,0.0686898699719272,0.10261320780573,0.0174186124326007,0.0158600178083429,0.0854261901091809
"IGHM",1.61735570477438,6.06578486145754,52.2514983699389,4.53844814870837,2.40232560005856,1.60343925146686,4.27709377206995,15.9169657520407
"CD5",0.695729967738201,1.2031500693721,22.1533211238103,3.09117933281084,1.91958001505691,4.0704821434963,0.255152665277392,11.57672313476
"CXCR3",0,0,0,0.00198412705424755,0.00519832600350881,0.000767349209529279,0,0.00195581129065558
"CCR5",0,0,0,0,0,0,0,0
"FCGR2A",5.45493627835766,3.65219136787181,350.72811513047,3.82126084080892,2.19443589586781,10.2020866583121,6.08606814463535,0.422330354828097
"CCR6",1.52532627414115,1.16954470039886,329.928101694287,1.20815468151061,1.02757156993587,52.2581248804973,3.33769438384098,4.13899426310357
"CXCR5",0.174982053649425,0.0457637615441303,1.24967571979627,0.052718609567496,0.0776206249143005,0.982801620914676,0.110249147928503,0.0341993342365887
"ITGAE",0.0305356069643583,0.0115607107059648,0.0679856785193454,0.0112043578406178,0.0480242486822061,0.0176766840746364,0.0219117525821691,0.0330717339389498
"CD69",4.87600319662373,0.395376126773592,2.16618495029984,0.234727568725364,1.25222646892627,1.48580366977411,0.120853476636154,0.0393678063247441
"SELL",917.540682594168,125864.867858071,301.232371212131,10023.2364016944,7005909.54776848,54312885.7624114,30624.2044875109,433056.490891025
"KLRB1",0.0074170491019944,0.000139190038466394,0.000179670021621627,0,0.00269888915172218,0,0.00163909875224842,0.01145416169222
"CTLA4",0.000383501552297319,0,0,0,0,0.00149091664429962,0,0
"LAG3",0,0,0,0,0,0.0139349684187297,0,0
"KLRG1",0.00219081814616549,0.00247766108909286,0.00142842579798886,0.00103965179166749,0.010705760825758,0.072013641442032,0.000768774727697672,0.00248333327145082
"CD27",0.0792335894037697,0.155908502843731,0.0592555837176297,0.574717349873757,0.191833342442938,0.273782511336997,0.107260445722183,0.224830821516598
"LAMP1",0.00842607672847514,0.000376345118116841,0,0.0014149949858855,0.000134388460913896,0.699246386006853,0.00775343000928924,0
"FAS",0,0,0.278362803769916,0.00223623633827639,0.00223976122829473,0,0.00630215757116926,0.00533112349412046
"TNFRSF4",0,0,0,0,0,0.00039039099857963,0,0
"HLA-DRA",42.9106050273395,5.81203171841073,4945.58843233421,24.5516092970655,7.33974975511474,1447.50465158862,37.4604707305394,9.75331773184764
"CD1C",37.6253085008228,10.2925753699154,1902289.54606593,60.4183630784353,69.9441567915425,48756.104049924,15302.2275800194,4605.59555569058
"ITGAM",0.00121433438070163,0.00444016006221253,0.0287756130991013,0.0103258788341735,0.00391044217627207,0.0184961846373083,0.019228333675211,0.0411155904781255
"FCGR1A",0.00221913902243139,0.0934518140133437,0.0881866511622431,0.0361778358788788,0.0228619218612701,0.0347929879255922,0.0102470237589094,0.194315109741129
"THBD",0,0,0.0401845247694002,0,0,0.00255376398934772,0,0
"CD1D",0.00706753529506404,0.0205943744342654,0.0443857246170236,0.00470574561974376,0.0330296353172963,0.179635988467336,0.00690851993353662,0.0180388099142737
"KLRK1",0.00295058865968147,0,0.00036953065991049,0.00108060006198023,0.00146487095104228,0.0171346844066386,0,0.0372009443326044
"CR1",175.341285336309,3081.17255813205,1970444.51857614,945.807715292761,2341.68481674985,23935.2477238134,135699.841995057,53385.0280620075
"B3GAT1",0.0333767811270493,0.00517577221068074,0.0679790329214726,0.0260121127858313,0.0377391638983831,0.0813744833599514,0.500318772763781,0.152071296330892
"BTLA",0.326646767231053,0.141063541656426,0.195074624703324,0.162603752610774,0.0599052813852165,0.376311196385912,0.483255036295171,0.0922141493298955
"ICOS",0.000436889950643116,0,0.0292182466400695,0.0107782806634219,0,0.00798361198755369,0,0.316389519268606
"CD58",0,0,0,0,0,0.0135802748738473,0,0
"ENTPD1",9.56784832925903,1.03557058280504,13051.7656900504,13.8341516371089,0.677877464000093,8398.92909969029,17.1438928835553,14.1564152843865
"CX3CR1",0,0,0,0,0.000566634707052513,0,0,0
"CD24",0.0364773496360828,0.00597898441099536,0.130402239253014,0.0172885315831341,0.0101501349975982,0.0772353958681582,0.0243380228940991,0.0144459580023167
"CR2",415805.85636855,68725293.2412399,342782132480559,4434921500.2482,6918282900432.25,2370806838.30381,4385745465676448,23960293025.9992
"ITGAL",0.316400356604275,0.107367845462498,6.2829611307639,0.335845226419464,0.48069631628267,2.17184289548337,0.290163330930525,0.454560766175237
"CD79B",0,0,0,0,0,0.00659327085426155,0,0
"CD244",0,0,0.0169711577019931,0,0.00139422785912966,0.0476463066819384,0.000462334610731719,0.0250657309440646
"SIGLEC1",0,0,0,0,0,0.0114187363030739,0,0
"ITGB7",0.00829362039864571,0.0624328768171629,0.139046900987963,0.0148601329906356,0.0163669137825409,6.11934001698475,0.00809499739737909,0.0180566957299057
"TNFRSF13C",1.43075297684866,0.410969118058291,169.148983506612,1.56250537314344,0.874263971673989,55.9517132721431,0.912639083981255,1.52715235831403
"GP1BB",0.00427008645275079,0.0125651955996283,0.0446386813216682,0.00690503381592883,0.00535817491145467,0.00822114859813385,0.0153052727965427,0.0110838975609549
"ICAM1",0.542980462743081,0.923743594865898,38.0811624496484,2.6968578337708,1.55099954351826,13.6256874849695,4.73329693112151,8.17728603934309
"SELP",0,0,0.0583450461125656,0.00627546645724163,0,0.0389231399717683,0.0122920473677972,0.0129870651667053
"IFNGR1",0,6.16507492702214e-05,0.0126066917871741,0.000449381029280106,0.00614259169428527,0.0272166271785241,0.000841278358378137,0.00800863278194126
"TCR-AB",0.0115538088204784,0.0251535658117192,0.0143830308253711,0.0438996017891075,0.066190953744498,0.0403648983610861,0.214694849161291,0.145233116007739
"Rat-IgG1",0.000918814216317814,0.00269654972268863,0.0119858502580157,0.000184974247796647,0.0197223919192397,0.0226754653362333,0.00386802354290985,0
"Rat-IgG2a",0,0.00570488922603966,0.0135783722712065,0.0189400934055758,0.00048632596898768,0.00307421657719437,0.0015609877522588,1459807796625.87
"Hamster-IgG",0.00133403807089352,0.00952235665278381,218.508879835711,0.00999855757272462,0.00460047786791979,0.0162124198132033,0.0134021993168358,0.0210033121578232
"IL2RB",0.000584064509386151,0,0,0.00611320209727039,7.94826828283912e-05,4.81304265101223e-05,0.00194812022475012,0.000693938285164822
"TNFRSF13B",0.00383277219059496,0,0.0169303613070913,0,0,0,0.00156622880302516,0.00508815401961773
"FCER1A",0,0.00942417793527568,0,0.0014924110821042,0.00767538008352957,0.0021745180953151,0.00448289316702463,0.0162841741297507
"ITGA2B",0.00220794031650082,0.0158646967846633,0.00633625555029118,0.0127989660656294,0.013523851333035,0.0067512390088862,0.0213154878334302,0.00219240872423821
"TNFRSF9",0,0.00737306483901106,0.0276680398065297,0.00122926659921261,0.00587484983358002,0,0.00815678120530824,0
"CD163",0,0.0100715995799044,0.0590053932254574,0.0341903763160169,0.00727765499377362,0.014595418357579,0.00513150793413547,0.00227772324674266
"CD83",0.00651339854082226,0,0.10946882957602,0.0666495177434364,0.00898548022252301,0.000587943779979394,0.0485681371422794,0.014523912854806
"IL4R",0.0157122615653876,0,0.00108763373670557,0.000150688665777624,0,0,0.000814767724303812,0
"ANPEP",0.000479649378644221,0.0125667846971214,0.00201862146662431,0.00690539329083666,0.0245905731693523,0.0632032137221738,0.0205329503693261,0.0302146915248135
"CD2",9.23215599207659,0,0.219325320120527,0.188057074455076,1.08444444939832,1.28549126060986,0.00224358811216931,2.887044670423
"CD226",0,0,0,0,0,0,0,0
"ITGB1",0.0296361955693223,0.0307767746817089,0.00658845719427811,0.00449076246671087,0.000145377698828138,0.025474581776177,0.0150283161379439,0.00340838113180027
"CLEC4C",0.0963074176394222,0.0640269048269889,0.28855546188161,0.0572546280865966,0.0279755260489949,0,0.0879686408091262,0.00757127957111601
"ITGA2",0,0.00744676384388039,0.00485497188197055,0.00674394116165129,0,0.00598411598093169,0.000297640341055031,0.0145025929927032
"CD81",0,0.00204995784337047,0.00251270279699797,0.00173594381727131,0.000175987147716684,0.231555620033477,0.00400630158978193,0.0172880607511998
"IGHD",4861.90200242664,410.134483025938,219808423.916353,1115.32895039679,510.418522486527,86544.8050250407,5570.56593709038,216695.774462733
"ITGB2",0.559485037509396,0.798717065367254,9.28231888197637,1.10607252279019,4.39623496693851,4.1687307972211,1.02206713409411,2.28398017512628
"CD28",0.0220015643906871,0,0.000946702105849384,0.0061145601087112,0.00111763319986605,0.00750558345384081,0.00487900332850126,0.00153150373015787
"CD38",2.54015651955423,1.00667529661558,17.4731834622096,1.36003721486812,0.903419421426722,8.38972967682722,0.937635372873807,0.59720406022162
"IL7R",0,0.00207032002537025,0.025097478566164,0.00843095178558997,0.0250411462289305,0.00955735437750135,0.00211456054020986,0.023201389161399
"CD45",3.49884280990019,0.578192704522058,81.3753762391797,1.65328212794671,2.12538899546135,3.8232783527681,2.3617224295883,2.24451757681129
"CD22",83542.8643401668,773.280327960769,2155412888.69939,15075.511886588,2247.98535478619,752542435.414316,1394392.41861077,62189.786377968
"TFRC",0.0678868627433903,0.0418382473470839,30159.7936342846,0.139072799845127,0.0502025582646051,0.346907263504273,0.0218117318086704,0.132063503712618
"DPP4",0.0368958018270789,0.00431173017022933,0.0417607965039002,0.00383891966607903,0.0150387553883268,0.0129180276626508,0.000229226125011272,0.00278497495759561
"CD36",0.000118988693332727,0,0.0168530577790902,0.00944419133686601,0.000737894585180368,0.0067839104528743,0.00653424179654735,0.0177320218889981
"KIR2DL1",0,0.00250071668083677,0.0517330774376293,0.271872601637838,0.0908605160321744,0.00151270188855961,0.0255058244935809,0.00984392730593846
"ITGA1",0.151049439271153,0.0055414091587701,0.05915965133624,0.00051805157502129,0.00138743664574552,0.00578316075964038,0.0178277811569585,8.68912282295975
"ITGA4",0.00794355562293519,0.0104802747097245,0.662325999091535,0.0200051111925906,0.0348929818948649,17.83374158318,0.0371356497805554,0.128852375544859
"NT5E",0.590166163265286,23.5283655510109,54.5546930769493,4.32764078334724,1.26805067508751,7.29953017038972,717.843673551479,9.06803231754344
"TCR-vA7.2",0.046056295856819,0.0144238204976519,0.0415893287922845,0.0202512682246719,0.244292430485179,0.024924508506943,0.144450939981406,0.134231755478832
"TCR-vD2",0.0232494901301655,0.0713665020397482,0.0505109873171299,0.021941201208002,0.826991854748638,0.0970950268729939,0.0273624160235499,7.76865813088885
"OLR1",0.00217250997321879,0.00983457048561904,0.0039144984236062,0,0.00058765800347435,0.00185398248133896,0.00280009045004715,0.00484495993551797
"KIR2DL3",0.0295988536050173,0.00807942991486302,0.0107517407670965,0.00402279521153688,0.00726748252131787,0.00532612422836668,0.00466602911102149,0.000813648656192782
"KIR3DL1",0,0.0234408846200517,0.0423710852069201,0.00171577619276797,0.034606356035377,0.0531781701274121,0.00431092438310754,0
"SLAMF7",0,0.000101264254271428,0,0,0,0,0,0
"CD99",0.0514935290934172,0.049824534947514,0.327213850605923,0.0156827126398482,0.0441764272664943,1.17198048816964,0.304440319629164,0.5589685674871
"CLEC12A",0.0158690111971434,0.0482918288692518,0.00348934160942332,0.0478430758204415,0.00638466356713855,0.0655993060660052,0.0199833016911513,0.0625730845335369
"SLAMF6",0.32800728301065,0.301275148845984,4.5887253390347,0.305924098802439,0.567360634030152,4.11284487288422,0.511709074642508,1.14055017183558
"KLRD1",0.00182821113971433,0.000389148930021164,0.0514049323378133,0.00251238312700796,0.0206859550833341,0.110845148748448,0.0149017162542171,0.0222586561972288
"IGKC",0.673274873467418,0.886038686578234,10.76661879246,0.88717054274408,0.674702101481275,0.272424142922133,0.753349372774572,1.25749415774047
"LILRB1",0,0,0,0,0,0,0,0
"FCER2",0.0153447638920292,0.00124124557157467,0.0668620742535797,0,0,0,0.05160027493776,0
"Human-Ig",1.71155867454388,0.859691953854584,11.8174236885798,0.96912513438914,0.507315190868463,0.754330766692864,0.933414048886077,0.543095684401586
"SIGLEC7",0.0106509584924409,0.142529996717062,0.46958164824754,0.0568697224416741,0.310107669388701,0.125502872886133,0.130674066052062,0.531822983720445
"ADGRG1",0.000815969278941103,0.00260956459218898,0.126179957200674,0.00181418161610569,0.0288248267179265,0.0132965073978351,0.0230321123884554,0.0188726866387945
"HLA-E",0.0186860461064811,0,0.152022038146545,0.011577047165674,0.00786837258137328,0.00261958216849834,0.0189088928189424,0.00296364551654302
"CD82",0.00121104398505041,0.00757181104464061,0.07067144835047,0.0181055364874859,0.000837394194881205,0,0.0941475221618109,0.0717110086843391
"CD101",0,0.00698993712811252,0.00482382697351244,0.00234201020780001,0.00135401039605296,0.00294811716622745,0.00244061992796472,0.0041667048654554
"C5AR1",0.0166976031918754,0.000570265791899349,0.00250096521522156,0,0.000872069270901394,0,0.00110758704387071,0
"GGT1",0,0,0.0418570699001574,0,0.000540543714922502,0,0,0
