"","CP006-entry","CP011-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD45RA",44.0959972390367,309.501999090757,115.71619203071,235.476257865887,1893.98278429561,13.5964723921182,153.545821487942,239.897536465805
"IL3RA",29183019.1432052,1551.86186528534,126867.74442223,3312.89053302174,41280.1690560757,14.9739689810069,32843.3002439482,267.672771531386
"CD7",38.0096256879173,0.771033598998312,0.0517679570378647,1.39267413899144,5933.88953523558,28.1489623266419,188.549186033303,1.72165655489272
"ENG",0.446604070563027,0.989380320921239,0.138104563445915,0.00602350309434957,1.17898538752599,0.0509446411853958,0.28210020648695,0.127879340713305
"ITGA6",0.0142367830214183,0.0369994070306818,0.000942571370014233,0.00992433751850728,0,0.379894161096238,0.0810095231805538,0.00963259088333755
"CCR4",0,0.0184631786057765,0,0.0084263795624302,0.0389791451146283,0.129197288606488,0.0120116982204136,0.0304988484033861
"CD4",545.863634756919,5.16802902827489,18.7250817399529,2.25435643995236,16.9336225659171,18.1725336058466,4.04593306240404,6.52608902699381
"CD44",2166.07558803485,69352765815.4821,21216972.7897202,752006339.010348,34134.0496765435,8001.2461548856,125025017.500078,54041150.577153
"CD14",131.960796954887,2.05619658683258,2.09627079690358,0.199753933359321,151.394919886361,2.37987582985175,3.36113886652828,0.0357913957120892
"FCGR3A",16099789226.8443,2391588861.36215,432358780.487507,11842548.2323317,2997789255.91133,3565895.66750699,993524519.522006,277181251.969241
"IL2RA",0,0,0.0139059588690254,0.0128860582617779,0,0.0138411142206243,0.0222886290285554,0
"CD45RO",0.12042614014077,0,0.0348360629937408,0.0153572043627373,0.0628671347450666,0.0355140458079143,0.0352900591968446,0.0049154637426191
"PDCD1",0,0,0,0.00864264082826456,0,0,0,0
"TIGIT",0.198372816926028,0,0,0,0.106075147640116,0.0497933648868249,0,0
"Mouse-IgG1",0,0,0,0.00182638194429231,0,0.000584312747037195,0,0.000864777495083224
"Mouse-IgG2a",0.0136613535920085,0.00651055236343886,0,0.0404427091550885,0.00933632540873571,0.000272770666477024,0,0
"Mouse-IgG2b",0,0,0,0.0233270707930012,0.00260761411861195,0,0,0.0755622084105152
"Rat-IgG2b",0.0354913743435083,0.0414774284063812,0.0584441077789417,0.0132605959822419,0.027839475564667,0.00577108403307337,0,0
"MS4A1",0.0318686641860923,0.0108505110255763,0.00944547297602944,0.0292133465459184,0.0510288657589877,0.583909712927466,5.38290714904681,0.0204062658242047
"NCR1",0.124241617623888,0.0160895019575067,0.00453237270465287,0.233572622966216,1.37379533649044,0.00182017241956241,0.0104764527908488,0.00446601836472203
"PECAM1",12974.2842070509,1197933.12535938,42.8530853370448,322.601666438777,384.067552018808,15.3331469877861,3094.51755439837,9.39273447665877
"MCAM",0.341673374910639,0.0562367707837448,0.00650905083367334,0.00512591716901147,0.0237895783879214,0.119230375769031,0.00504554359044441,0.0623631285503233
"IGHM",0.034491828898978,0.364849153489083,0.178357454554653,0.60301889243512,0.0420031572189973,0.559194098706306,0.03406921246455,0.00107331147629863
"CD5",0.0374217979114163,0.0124481049347378,0.327678203157728,2.01325582204031,23.984192244261,3.27310673591643,18.0427323158197,0.788712990180539
"CXCR3",0,0,0,0.00937536392263971,0,0.00564856473979016,0,0.00829777718639452
"CCR5",18.4435866988594,0.78353031811584,0.633095373224583,0.2614355338868,1.60283901659167,0.086067965249429,0.0895061932027185,0.151088513646928
"FCGR2A",61845.0515505588,6.37545730029839,119.771787245505,2.74273118531161,609.487886195023,68.2014248541667,82.5446506728236,6.76874238267221
"CCR6",0.00748911211569382,0.00694598756584028,0.000207508349546859,0.0289187284516624,0.0518174271349792,0,0,0
"CXCR5",0,0,0,0.0345924463802118,0,0.0750380690952756,0,0.016482775480247
"ITGAE",0.188869847015866,0.0123785327130064,0.0360941226359241,0.231302549927285,0.14530362522855,0.0656695524755914,0.0922875486059713,0.0289507149186082
"CD69",572.082692910086,0,0.0113532614558801,0.0579944242998143,0.555790737021031,0.42567360577777,3.14691531879438,0.00337226203715066
"SELL",0.331385669529424,0.00734232708820013,0.334759039222156,0.189097153623093,2352.34591501226,0.344951893686377,16592.27421617,86.4208742633932
"KLRB1",0.333132614245275,0,0,0,0.199916710259368,0.00749085366412622,0,0.00141106781563638
"CTLA4",0.00167474204562232,0,0,0,0,0,0,0
"LAG3",0.117820263162058,0,0,0,0.000739234376698491,0.00570325244095033,0,0
"KLRG1",0.0465994013272098,0,0,0,0.0376725098956272,0.0128978513913059,0,0
"CD27",0,0.285947823606584,0.347571095182597,1.09920137445063,3.83233901478207,0.101298660452676,12.1725518294704,0.364417661021515
"LAMP1",0.440136448725828,0,0.00178057273433705,0.0468437762054591,1.5031476134284,0.733175867688296,0.00520626134233625,0.0122534337990262
"FAS",26.4707975482682,0.639268320510868,0.49749400804656,0.578898953247675,7.99200567913151,0.256436429235921,1.12368583858747,0.169128881736646
"TNFRSF4",0.569766898693772,0,0,0,2.2319443262657,0,0,0.00633786753265514
"HLA-DRA",140064.826750821,6.08557988501807,42.4945473576459,27.5940196895367,724.784482050939,219.868561845064,30.126965953338,3.04926856149385
"CD1C",4.0825938950401,0.290139375247312,0.00487468099037609,17.4289630967616,113.456473467364,0.419194727642236,0.00168526560234586,0.401062483754879
"ITGAM",377.933403475002,0.161597660870704,0.990662716542971,0.0325273053479136,57.6188347821993,1.82481501635252,2.08685190885451,0.404506257857427
"FCGR1A",44987904.3178577,0.857026258367727,11.3576348632841,165.987485907038,566.022564174957,55.0907976361365,3.24723687895918,2.10139079144428
"THBD",0.90432264473804,0,0,0,0.894229237692348,0.10870781408815,0.00187048643605152,0.00563562696042677
"CD1D",0.220403755377448,0,0.0260764787055879,0.00743578784353526,0.0961593007301991,0.519554449400992,0,0
"KLRK1",0.118780102535531,0,0,0,0.0408581255434886,0,0,0
"CR1",48.723605100049,1.83766047024267,3.46921076007205,0.853993376367395,9.29046040920406,26.3198283851133,0.235797698510642,207.813123619969
"B3GAT1",0.0522678408503528,0,0.00197066875076512,0.019445806431845,0.048533425436451,0.0246451215717894,0,0.0295492054547327
"BTLA",0.17055277085881,0.0145907562938388,0.00582744435049379,0.0201963753492963,0.131300607390571,0,0.0153635917739844,0
"ICOS",0.00435184343722937,0,0.0374509579869037,0,1.65359294806701,0.00635722592711539,0.0297305871553235,0.130370350189074
"CD58",2.07817096255014,0.00150699420078308,0.00418244800811108,0.00181526758431714,2.68662579962428,1.83985793594334,0,0.00399062998031553
"ENTPD1",22706.7996161389,1.22491051812593,4.77051621477179,0.52645467820159,16145.323354824,179.645025967173,1.94398064753284,0.856083412711396
"CX3CR1",0.455169970549555,0,0.0188436995156049,0,0.0569482507714861,0,0,0.0283455869072397
"CD24",0,0,0,0,0.00168664751613284,0,0.0689598222557287,0.00198475251440494
"CR2",0.323545742864236,0.289794197458443,4.51565896885681,0.0659227246510456,0.357789218783521,0.109551608927063,0.023202685803862,0.11589750114845
"ITGAL",4860.69327763124,14317.4616673508,10200.2189540662,13999.0921407745,33659.7303353147,4727.31379747684,3694.8977682942,1575.47487080254
"CD79B",0,0,0,0,0,0,0,0
"CD244",54.4154917254351,0.0538311737015995,0.0772648704975316,0.316392347239544,10.0594183902115,3.2595094838819,0.135665063435917,0.807811545327352
"SIGLEC1",109.330729618115,0.0221957451645885,0.0119744353027157,0.00371610454046257,0.123109912911901,1.85625919800267,0.0483782385015955,0.00351946038438693
"ITGB7",0,0,0,0,0.0161243534940088,0.244766967990933,0.00550208269605745,0
"TNFRSF13C",0.0100776317190964,0,0,0.00334176727263681,0.00468441478961336,0.0115184578559368,0,0
"GP1BB",0.0114595852217997,0.0840661707295662,0,0.121709189009342,0.0744295259864984,2.15234053298236,0.00294103243036291,0.0878711074656856
"ICAM1",324478.873795159,2765630.82384799,1368896.56788123,3014302.64229846,2638291.80309406,720346.950595652,199558519.215683,122974.508301117
"SELP",5.06300951526213,0.485045313121776,0.513806909135355,1.30981624243363,0.158104905054173,43.4591651293665,1.2210645695741,0.615482169788348
"IFNGR1",41.9819921864597,0,0,0.009329000711914,15.5179528348155,0.10256042607723,0,0.0762160208345379
"TCR-AB",0.0142075786837418,0.0133810284129306,0.0925369976395489,0.080119191318891,1.21246876593696,0.0178481086865432,2.8466112232426,0.0279205532561642
"Rat-IgG1",0.010837212334361,2.82849143741311e-05,0.00610022656634042,0,0.0244700438868443,0,0,0.00153270305018562
"Rat-IgG2a",0,0.0227076975427561,0.00846005844494396,0.0139876683129191,0.0616275843874483,0.00533833370085791,0.0366971151970977,0.0157074493296838
"Hamster-IgG",0.0540690899580063,0,0,0.00325095650735413,0,0.00143102800796054,0.0408869574660808,0
"IL2RB",0.0127295577429867,0,0.0151123115756499,0.00600608689461219,0.00972916912023507,0.000779800964541316,0,0.00286082839354725
"TNFRSF13B",0,0.014937274591562,0.00852993286987868,0,0,0,0.00176013803846158,0
"FCER1A",0.00113923483898946,0.0950902672631784,0,0.0207637461641556,0,0.004090814507025,0,0
"ITGA2B",0.270474069373921,2.35100215931048,0.104968871096248,0.234608964042425,0.135336057307156,0.55266472292994,0.535482652556069,0.0269017990039126
"TNFRSF9",0.0289589672957284,0,0,0.0010250242801819,0.00307673157838009,0,0,0
"CD163",10.4038176160847,0,0.0547133652607697,0.0051725077968995,1.66637234023774,0.0540808191011212,0.0261760866415534,0.0234677455465209
"CD83",0.0989028419470356,0.160393728537502,0.0234449961522545,0.168648325936972,1.28544778450101,0,0.0513699736646159,0
"IL4R",0.325094672497096,0.00109164873893849,0.000224326583221901,0,0.00429368720496701,0,0.00649236821996356,0
"ANPEP",4629278.48420678,148.379096539066,15.5604991112261,1.73005192980777,45590.8481376486,14.5378008028507,23.8857281541994,4.90567768813058
"CD2",0.42904665976686,0.728971319003925,0.425323729858352,0.282817850601303,13.5704971148678,4.75703885470249,0.710402144138276,0.683627509214843
"CD226",0,0,0,0,0,0.397120831875043,0,0.00126403791121082
"ITGB1",62.1715136549096,8.78321010913073,0.972636284833646,1.72500282802514,9.78473986119852,7.58463716078444,13.2722148699185,0.451714698714699
"CLEC4C",0.0233045802379432,0.0216007071187112,0.0212083629041117,0.112997466137874,0.00993435803772286,0.0114581438062468,0.202398076501814,0.00715088588137627
"ITGA2",0.0078895545129369,0.0155372876298923,0.0323508967753453,0.01109500433973,0.172921069595084,1.73353764900347,0.102476726478753,0.0409386495109938
"CD81",209.995749895945,0.575167227788002,1.02919894522357,0.498900837630677,20.8576161584493,0.892465873264756,0.955262650467297,0.636487468509252
"IGHD",0.224703603136574,0.0179884163489323,0,0.209366319670009,1.89011738143615,0.0225664368322827,0,0.0327055396689781
"ITGB2",3422765.3045091,616071.72370257,11604906.7946831,37544.0255420785,16361214.42008,111443.423948153,1346052.43577098,8713.1748157146
"CD28",0.0650432452138277,0.00812772827093007,0.00101650993157708,0.00485903521424989,1.16215404006179,0.023109356131536,0.00157281805756695,0.0100222204052449
"CD38",1.27421265430138,0.0618288411679472,0.0573692883912073,0.173023843727071,1.23513564986919,0.355686258644755,0.273916592506844,0.0960956770485456
"IL7R",0.00754533186057161,0.000293417761296875,0.022160763684527,0.0153777923303361,0.135948032886664,0.00728431042871934,0.0140839151845371,0.0328723012420461
"CD45",9138.16008101754,113.174929383573,105.526630053957,115.681137268215,1204.02288371316,53.1723893546775,66.301846459526,49.5507762468784
"CD22",1.85796120717761,0.663315502476309,3.25987942446215,0.443891396075258,2.43185566430992,0.386076675031719,3.35964900435241,0.151060697521477
"TFRC",23.5439707554688,0.465779847466779,0.0289699210997541,2.66031947474816,3.10638867027969,2.6078564290167,0.0489910529981943,0.132566871510207
"DPP4",0.400902221505084,0.0269872064662064,0.000147665427978536,0.0150552089117163,1.447061210633,0.203262100884794,0.0136971077839064,0.00945042392569805
"CD36",4.24850612306002,6.55831806462798,0.00862101241090106,0.238190222317606,1.41015217810764,0.712278488280103,0.570724495487167,0.0370424230206053
"KIR2DL1",0.0144273403882312,160594.591872906,19034.4595995735,11.3091796986681,0,0,94.541521677593,244.620500355755
"ITGA1",37.728453777161,0.0119647763868146,0.000795469910189802,1.96940045497897,0.0605632534881177,0.967414155223842,0,0.0567724220990662
"ITGA4",1207.135194603,0.0939206462079489,0.340689088536022,0.103973635022909,43.2556828983018,837.957016332668,0.496928361081364,0.44620329697623
"NT5E",0.0392916891568361,0.151881847685643,0.0103244062692109,0.129772830278318,0.00349014561906757,0.047977604406856,0.0146638211893263,0.0621924407607034
"TCR-vA7.2",0.320273852540497,0,0.146942252953912,0.412141969078556,0.43646156130873,0.209254186249135,0,0
"TCR-vD2",0.257790934237548,0.0414850299590609,0.00274160726895272,0.0458250228244983,0.0206668467522145,24.0009187166416,0.0348601463835009,119.202581409144
"OLR1",944.276375962215,5.57093790611056,1.73013584573264,0.0308567332376997,43.8312969569518,0.230754601414541,21.8508048150011,3.06037741594823
"KIR2DL3",0.704386812322643,0.0067415188139592,0.00651801372511901,0.0104262008635119,0.000746277374208148,0.00474364885836885,0.067590800324518,0.0144377784177938
"KIR3DL1",0.284394773340872,0.00566182963800402,0.0400039483675687,0.00950927832300367,0.111670277507204,0.226832215353028,0.00240202631684467,0
"SLAMF7",730.798175564309,0.0603297983999519,0.0298581266954476,36.8976925483709,358.13280527391,0,0.289896519340276,0.0286117723560006
"CD99",0.392114421955912,0.0072062388908675,0.0345762334496904,1.74241187697175,0.206755131644963,59.9703834972905,0.194989435128473,0.0324076802774703
"CLEC12A",597461158.298062,966726.847441965,60916390.3230274,736182.71220776,33008305.575131,65420593.4550515,5539728.61743062,186444.102338089
"SLAMF6",0.596036661499905,0.0258472422339634,0,0.0146840826268213,0.119565853017037,0.0188219135802286,0,0.0183787649549082
"KLRD1",2.27933572504637,0,0.00902310594159595,0.0647040018971743,1.32471777027314,0.149442947475469,0,0.0216725814814268
"IGKC",3.88880431758746,4.78445834999,0.469392788545731,11.7949165003769,3.09178079156612,3.23859362160069,0.32729894467415,0.321562448982004
"LILRB1",70.609536643415,0.127080635250087,0.542317320727058,0.0936431895159121,24.6380056070524,0.176643203334276,0.0652451026489026,0.0265810061793712
"FCER2",0.0319568633800228,0.010336297007925,0,0,0.0254350914647883,0,0,0
"Human-Ig",0.424833809760335,5.91457591905544,0.129608225124481,11.096949231771,1.06750585086435,2.17145387446867,0.104193645127563,0.0130269759290902
"SIGLEC7",517670325864125,88131806.7021854,341756917.057729,1157323.79364536,119670792.058306,29522408.5909193,123885052.659637,905669.601155216
"ADGRG1",1.68529495579652,0.0131876358963432,0,0.0765100530240472,0.112381024699279,0.0634488196368233,0.0225827594887211,0.0164244815739765
"HLA-E",6.02099984946844,0.299584535277715,0.751370850084447,0.979070539808643,10.5660800554492,0.000230446815538233,2.70345704938688,0.483564822445032
"CD82",0.0659458029472409,0.173099722807764,0.221491985837605,0.0727037953957017,0.384466603646089,0,0.0887797059062952,0.00196978769506866
"CD101",1382.65997449253,477.920701766931,87.551082269842,34.3423598743507,172.554606527737,70.8175785698331,91.9086884314201,105.446792965574
"C5AR1",704.748443276397,4.13245918041373,9.33273397687261,1.97455742483552,1188.2427789978,6.84226134527112,15.8981025310559,2.18936032793557
"GGT1",7.06495562788042,0.010719886990204,0.121882342077962,0.0611914401833557,1.03200354104609,0.105131053800059,0.418908191120457,0
