"","CP002-entry","CP006-entry","CP013-entry","CP018-entry","CP022-entry"
"CD86",0.0133437770124603,0.0674378138792375,0.0910708048852538,0.047289235189597,0.115064667511112
"CD274",0,0,0,0.000502383480905105,0
"TNFRSF14",0.0120928516058331,0.248192763841486,0,0.792675807732366,0
"PVR",0,0,0,0.00329177970928883,0
"NECTIN2",0,0,0,0,0
"CD47",30.701380474613,3.09989889868785,1.46199488040963,4.10863995085186,4.98953466011804
"CD48",98.20122529236,45.8058442375501,33.5898768792799,30.2165806871695,43.6927218646085
"CD40",16.5176895361837,118.72130552815,4.12255566682652,0.361742795081614,71.9962976649316
"CD40LG",0,0,0,0.00993041554084816,0
"CD52",0.586729327769581,12.2313397808535,0.056005663819864,3.10153570195096,0.221576417818586
"CD3D",128.74625745016,39140.7405694628,40.1126623775385,210.68223251921,37.1739847145699
"CD8A",209669024.060177,14651248467.3529,205242957.111354,0.131028326149135,45145790.0752785
"NCAM1",0,0.00199199326781168,0,0.00228552216867158,0.116144864555355
"CD19",43.4851602428192,69418.779891897,808.598782599947,1.2033066871415,108.440765519297
"CD33",0.0312955705768693,1.63502297262453,0.454616967973828,0.283241105744956,0.14138985022748
"ITGAX",0.845784102587307,0.0684172924790315,5.27964912908217,0.0421516342614724,0
"HLA-A",236.855245721406,115.791609352899,9.48160633835468,5.27845110828321,16.7440828882297
"CD45RA",635.089054594892,321.729831394307,21.9440041267446,157.113558676375,40.5034154301884
"IL3RA",0.00864402522393431,0.324530034452934,0.0902883252136766,0.0883868580671751,0.0480665009042517
"CD7",16934242.2699394,1396641.28695139,36559.0478558627,221000.640820313,327823.923257451
"ENG",0.0029349605379288,0,0,0,0.0109521579706288
"ITGA6",0.0139583419774814,0,0,0.000904250479685604,0
"CCR4",2.54701549900566,0.0203758262071319,0.00240822014338245,0.0690504619671043,0.356375643608882
"CD4",86.1635523275325,53400.2285454552,183.300183631546,128.266244307241,113.780985011789
"CD44",853.743146594979,106.775046132389,113.271904410113,184.958369329893,1315.61073675545
"CD14",0.113561926914142,0.0856596592527874,0.00253752367369608,0.0662708241877367,0
"FCGR3A",0,0.00289396482239027,0,0.0882402189506973,0.0397438152673779
"IL2RA",0.0201270108840458,0.0113993487631287,4.03725885990877,2.55605625371305,0.938304281905384
"CD45RO",0.0469004309005949,0.625854883630019,0.117705286172176,0.284209732708614,0.218996348222198
"PDCD1",0,0.000308071950155376,0,0,0
"TIGIT",0.100479053071044,0.0078570997465723,0,0.0116293881210375,0
"Mouse-IgG1",0,0.0197676083045668,0,0,0
"Mouse-IgG2a",0,0,0.0131662227458829,0.00386435907850516,0
"Mouse-IgG2b",0,0.00601094006530115,0,0.00467222228256161,0
"Rat-IgG2b",0,0,0,0.00980816142870417,0
"MS4A1",26.9589222051515,167.280233827554,2594.51093660648,14.7583874467787,58.8756490583089
"NCR1",0.0510993698303633,6.59843403255854e-05,0,0.0211949781120355,0.0118399953838618
"PECAM1",3.3798323465454,0.77358610510249,1.35389193993467,0.101009332366442,0.680954462095042
"MCAM",0.0376330315545976,0.2923661106188,0.0298342336494148,0.0841842000046068,0.240638181186009
"IGHM",32.5839089562902,608.089206839953,39.1329038901147,6.3353001771999,15.0825100533062
"CD5",856.268886666354,74453.2587199645,194.890689775881,511.277957476344,202.092013088985
