"","CP002-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD86",240458.628303286,296823372267.971,25726321538.2758,196597830.957574,16271446.1366176,127192394.585842,172333025459.202,42332851.0285451,17387202.345465,145782834.198262
"CD274",1.43749442516152,26.0606307256795,8.24435285973625,6431.92322916302,8.18028039608067,13.8637525313011,37.5871150312304,0,28.1695964231225,0.247149647041682
"TNFRSF14",0.0280001678484387,0.34035469314338,0,0,0.188559846404178,0,0.458740918409683,0,0,0.0037829525227251
"PVR",0.197178872933132,49.5433132254026,0.945887964398588,1.13263322399317,0.333076496364414,0.555429677032719,0.904549996289523,0.0354042658439502,0.309698598492424,0.274573543917724
"NECTIN2",0.0522334552188213,0.946110326953128,0.291377384879283,0.0619632071321239,0.0632713223547511,0.102265904224288,0.00598133238663391,0.0013778671701717,0.0715412862892726,0.0424206847869016
"CD47",29.9536117148598,2.71266055737084,19.5198689692,1.62010633253582,0.773587353241735,7.36244113535656,5.7133246296538,1.94916141363768,2.10821557689301,0.43051394843061
"CD48",183.97070917342,22.9343652029337,154.693538676516,108.403037793607,46.9255189138833,98.6698455715917,47.6917397175475,27.9161816565026,23.9736886975655,44.9714761909227
"CD40",71.0383285399622,59693.8289081396,557.513777514813,16.2954542678382,1153.91734897161,13978.4774322878,36.737366005501,0.116100309419944,8.99266942070967,17.431961504725
"CD40LG",0.000511290218498519,0.0173473522765843,0,0.159280763586266,0,0.00232778619136068,0,0.00122589559549451,0,0
"CD52",0.0935111359837244,0.491707604892062,0,0.173165957289068,0.00947440974838561,0.00359466054988192,0.531502568639505,1.75074771431013,0,0.0272227553346318
"CD3D",21.9532561212696,1331.52736697808,3.25454453025528,336.391155782595,0.616202128409414,1.84040951972015,51.2580186133583,21.4389655981151,0.389845236490777,2.410407023054
"CD8A",27865461.8579982,3365368092990.38,240938484.490171,12240553002.8431,1.48954817232092,123807872.650586,219566154.86013,921461.736859004,0.0504758477780394,863525.671602864
"NCAM1",1870.69650112823,499.06169873146,4753.69133868814,0.0662189061190125,1932.79982724088,1580.6220063511,0.712527036675456,0.327864793700448,1.33872591513621,78.3437718934853
"CD19",0.0214832140965571,0.0411006771194992,1.69750444019831,0.0336891289472742,11.3495383593792,10.3843832052187,5.62851127579283,0.00568575578736957,0.519901378308816,0.827810656930853
"CD33",52801611.1302968,2352773020020.73,14250920.2420508,224330033145.668,79770.077751262,60227832.8799294,2041070126.42848,249279967.320903,1203448067.25496,2775159851.28085
"ITGAX",448379751.26742,997552936.22029,1936343344134502,44669110015.3537,6855139328917.48,1860386161539.41,113063161.0411,24707450.4598677,479385222.988911,5917040571.34473
