"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP022-entry","CP042-entry"
"MS4A1",0.342978821560833,0.000392395741790791,34.451568921496,0.000750857876356685,0.0104760564050536,0.315577931466464,0.00347644112526202,0.0168138296336508,0.501984487758217,0.0104426177407858
"NCR1",0.00814771208645312,0.0269984086954063,0.030839924758273,0.0347850584767449,0.0482954723979689,0.00517098445866191,0.0071545846697552,0.0256998662231131,0.023690834339756,0.0181227572405534
"PECAM1",3.11113272159292,0.0216979859253438,0.38383782053595,6.49496150362914,0.0704910947473946,0.00960513739071248,0.490567062632047,0.104262745808085,0.058643477844146,0.0612417509204742
"MCAM",0.0283594537701954,0.220977212215265,3.73329049553861,0.0897026494216424,0.153297354519516,0.0371462608843041,0.031784333409097,0.140260333277464,0.10078757972228,0.398792982522302
"IGHM",0.481813645184319,0.0161000470418043,6.80125643985727e-05,0.149604396423447,0.0179753560398804,0.0809556492380685,0.102002681325361,0.0362762176976193,0,0.0128425399683169
"CD5",2298.09833039263,4938.62971546493,109699.634787291,3025.06753840262,3534.85144720679,367.536338231585,1479.40215554042,838.93147956948,720.12161915703,971.53761560173
"CXCR3",0,0,0.00362177441437903,0,0,0,0,0.000367948068012351,0,0.00611718836264626
"CCR5",0.0046861429898739,0,0,0.00428648058847194,0,0,0,0,0,0
"FCGR2A",0.0148439218811868,0.00883532980903532,0.0152618066731929,0.0207165533679031,0.0257340545516137,0.00358435275104632,0.00237821536092139,0.0212223924690222,0.0185917773782572,0.0225466199325787
"CCR6",0.000308409215923022,0.0127437054508928,0.00223388107110136,0.00589073258487048,0.0121996684177709,0.000994268312954378,0.00815809076066407,0.00665758236284708,0.00182382631534137,0.0160946227349551
"CXCR5",0.0168054076428116,0.00434898545968584,0.00707506524569894,0,7.60974477224369e-05,0,0,0.00115658278679668,0.000618707061591845,0.0125734165892961
"ITGAE",0.0252888544779989,0.0658546562946287,0.214437392659409,0.0766966570681409,9.2318832425565,0.107529040129779,0.0493591636999171,0.0743102781639756,0.0538768578908469,0.0350883394985775
"CD69",1630.63630956138,0.102333594760834,1.97277121876629,0,0,0.00100537631362317,0.00322133104382752,0.0465543861004743,0.00628070730242917,0
"SELL",95989683.5013025,14763357430.4229,26116.8374766611,272817978.769878,3412.26045478082,426523.228957844,110845111.900392,77025.4159581046,2697609.41393557,75678480.1738086
"KLRB1",0.0569552019536333,0.0574732564555692,0.993593274809643,0,0.0090660800316494,0.0371433896691568,0,0.079967531502415,0,0.0133123016464251
"CTLA4",0.0189907785928939,0.00968633814347284,0.000357501023755547,0.000482566437985755,0,0,0,0.00348877581875452,0,0
"LAG3",0,0.0277966361318642,0.00953107372125961,0,0,0,0,0.0192177986292264,0,0
"KLRG1",0.0534561620323665,0.00693780857692561,0.547521996856772,0.00727686781854379,0.0360995904590106,0,0,0.0952643583838755,0.00542183471613194,0.0712276977775457
"CD27",7166.80315225297,1142831.28239482,22.2059715312978,240015.473023429,1882.9784696094,10008.6108627155,4699.73057389089,2697.52110228461,61838.90496752,1927.04972653763
"LAMP1",0.0772159956252915,0.0208236686886182,0.384849035426902,0.0053310821622041,0.0122958868104491,0,0.00502395048839932,0.0576862776526817,0,0
"FAS",0.0741695048349205,1.01396409446424,5.21410635277203,0.0444751040294085,0.234673880762448,0.0446751940262469,0.0600995896750243,0.387288682732473,0.14371415629495,0.0940480652582115
"TNFRSF4",0,0.0245495393987994,0.006808223828702,0,0,0,0,0.00687060087249426,0,0
"HLA-DRA",0.195115847636753,0.0156563833875499,0.059209471123371,0.0277938824400026,0.0364473235701911,0.101075723846372,0.00680126424738126,0.0405255683492948,0.459959416375507,0.0126033721309586
"CD1C",0.0251536821139731,0.0315541562534797,0.364432002125484,0.0250946887902314,0.287982671818548,1.1893171270286,0.0144821532991193,0.143170894040845,0.0527999507572094,0.0197268890360451
"ITGAM",0.0363092250333262,0.130699991586236,0.0983098484654457,0.0047024706375572,0.0313910850893651,3.32057923296977,0.00504175736089156,0.0507511034420767,0.0318675445795212,0.0274558343882315
"FCGR1A",0.0161779512950989,0.139485256710278,0.192913419950011,0.0252611664185554,0.0793941538789742,0.191804874213476,0.100788550986053,0.118435062278307,0.0215684425497933,0.110701221419636
"THBD",0,0.00476187400520669,0.00988684692165418,0,0.000778067055731087,0,0,0.00136263835981973,0,0
"CD1D",0,0,0.000352455384930348,0.010268957631159,0.00897558667515056,0.00728022217061293,0.00411655910189868,0.00192638750233429,0.00985924133240009,0.0303573988225777
"KLRK1",0.00135287611759259,0.0464157998074302,0.0190310080799761,0,0.00457246362719838,0.0257185726037784,0,0.00798865388880331,0,0.000119681482327935
"CR1",0.705922628265546,0.325322510818059,3.61251566004653,4.0516017618046,560.342147364366,14.2543593330997,0.113589289891286,12.3228807781941,0.569871737046154,0.503601867394563
"B3GAT1",0.0291368464068454,1380.78064417663,0.0761575225998563,0.00222687342751474,0.0194922549049031,0.88866589400875,0.0288601871887608,0.0234185774034124,2.58675293766026,0.0228074133143802
"BTLA",0.343996127096021,0.340796590777248,0.910859668550265,0.0465067741762007,0.0451700019728784,0.0184759754449076,0.00414966367414348,1.02849604867974,0.0479813349530419,0.00819399411957126
"ICOS",16.5885216979398,119.490830557284,31939.6019644536,29.1566762279511,525.643662112506,28.8788217445245,4.49237846095554,270.813171102556,60.3719698643953,9.76016249535668
"CD58",0,0.00389627946643293,0.011536577431197,0,0,0,0,0.012434353831406,0,0
"ENTPD1",0.038908705831634,0.0641265704220834,0.0556135190242794,0.0340572227217357,0.0401250297632259,0.432572415058546,27.7213856685144,0.0695338958581276,0.027125336712438,0.101121918749492
"CX3CR1",0,0.000345985246439743,0.00166438964364144,0,0,0,0,0,0,0
"CD24",0.0268819331001331,0.00442415132865533,0.00644136183427222,0.000663461908673319,0.000555748279284162,0,0.0173297062758334,0.00502705185265854,0.00311200745458675,0
"CR2",5.61371582961005,0.641259378429328,5.01672625178176,43.5784007967946,280.906737650139,0.559684704924455,0.856010148550764,41.6067722359817,16.3735331475888,36.5092342905662
"ITGAL",22.283477684142,30.3742920742546,10.7464415129495,5.68691776407186,114.657290126261,49.7880872160344,14.7011212623641,33.1143455180058,10.6963632701097,5.79903463583042
"CD79B",0,0,0.0095644772858734,0,0,0,0,0,0,0
"CD244",0.00534530605630384,0.0556342042179809,0.0316712425200775,0.111997035330418,0.000909214206932917,0.110652319039764,0.0368982733050738,0.0115482105871046,0.260856602030332,0.00628912476936438
"SIGLEC1",0.00386706641210617,0.0182862372569001,0.0241081735850338,0.000173373274970902,0.000782764410170822,0.00012384701702056,0.00314792305672271,0.0099088891001305,0.00282603435079948,0.000648726681603641
"ITGB7",0.642703634175461,0.929387077148486,0.658137832301313,1.55457756770399,0.850082863152514,0.0986901388561234,0.247339804566653,1.62791548514992,0.322358374021721,0.0557990046457573
"TNFRSF13C",0.002330494609342,0.00784744129884598,0.223579779202917,0.00282690628982151,0.016637851179463,0.000378147611721284,0,0.0498084886889304,0.000579271087545971,0.0160221915297528
"GP1BB",0.00231206743683248,0.0571707912951528,0.0011771498095545,0.055852548256499,0.00990427176759614,0.00224263552436808,0.0175235485121116,0.00270009699881901,0.00326092316319274,0.000391511555190673
"ICAM1",0.0605387038120999,0.181072704192326,0.113556099254918,0.535989342885972,0.24557838338868,0.160178884739967,0.452556181837085,0.306080437065085,4.50655521626077,1.10106676369796
"SELP",0.00438301453760664,0.010310124600302,0.000846615024981114,0.000302254425563284,0.00575832832149067,0.00748796047285566,0,0.00222740733881605,0.0162154879906671,0.125919008230217
"IFNGR1",0.0156668754034473,0.0170248667403766,0.0957524018232611,0,0.0023124692574918,0.00057235460049114,0,0.160171843503045,0,0.00197529271101796
"TCR-AB",111.70541963812,360.393426682445,457.034658957778,43.5678766642484,249.02876362983,26.3569578015612,12.0768951842682,148.703247590556,34.7932504363965,6.81708598724591
"Rat-IgG1",0.0104773156543845,0.00109457466048869,0.00202291838002376,0.00382661693814545,0.00465343964185481,0.00388161024518869,0.00303313129828853,0.00111685118478107,0.0021395898814198,0.00674448216220104
"Rat-IgG2a",0.00169763724288156,0.00659404059131995,0.010280301558885,0,0.00655311759530587,0.0054690356088672,0,0.01543184051307,0.0010591981676298,0
"Hamster-IgG",0.00300033252735544,0,0.000680526759743193,0.00111651388599983,0.00504432872878831,0.00753143218751337,0,0.000266485361633057,0.00117850461932997,0.00805297434538113
"IL2RB",0,0.0399086525066597,0.0383514205886296,0.00312879908789271,0.00644506645395753,0.00177107635106216,0.00712449073933993,0.0123457122601433,0.012303846987474,0.00780386248542929
"TNFRSF13B",0.0088113533548749,0.00113822613985876,0,0.00126932091283035,2.06113537770004e-05,0.00172426546753883,0,0,0,0
"FCER1A",0,0.00834478742736576,0.00623054016664765,0.00303675358027015,0.014198137140884,0.00710425384918265,0,0.00602688458992949,0.000732299696716849,0
"ITGA2B",0,0.0135562367266028,0.00983495862740789,0.0171727581546813,0.00094569008347756,0.0110273402045478,0.0227319662581211,0.00478360002933156,0.0102795615843408,0.0159041155491595
"TNFRSF9",0.00269940518090727,0.291096888989386,0.71080060858214,0.534671432783641,0.401194732903613,0.31707358899838,0.380068547497011,0.223361317555576,0.426489583422202,0.2732314422176
"CD163",0.00185294781809481,0.0255534871687661,0.0160373242082996,0.040255344415191,0.0279972856045774,0.0382054864755478,0.00684010018972834,0.0106788219153658,0.0523640625585755,0.00783987483360133
"CD83",0.000155846323188657,0.00562193463530422,0.00227535260650616,0,0,0,0,0.00183721399424613,0,0
"IL4R",0.057249740447644,0.0141882855173133,0.00841877777772134,0.000571942886026139,0.00162820111535572,0.000377906900855546,0,0.00442913847049577,0.000321809897742458,0
"ANPEP",0.00769417002896786,0.0179817385259449,0.168446470465721,0.0136770220709019,0.0272734710246773,0.0214704250473511,0.0158948276678388,0.0727221894881496,0.0106288948438067,0.0275863000761548
"CD2",2881.38432132466,524.352834765651,46915.7905783312,445.680895130547,480905625.26489,162.129941542696,296.720498444958,1234.23253225891,233.218052272457,153.022059545773
"CD226",0,0.00320858728125788,0.00413661788895106,0,0,0,0,0.00286705560339513,0,0
"ITGB1",0.282258643631996,0.00895739722363263,0.339674278448242,0.153217134139763,0.022634922885829,0.00713205334780309,0.190815639758699,0.0726995640222491,0.0577974658065504,0.01790845000715
"CLEC4C",0.303101294031059,0.0253113642244416,0.0189642430251491,0.0614981609340657,0.0756576074065547,0.0598365387577447,0.164809221396775,1.17348268125492,0.101697175245311,0.0587902372347789
"ITGA2",0.00116693980013351,0.00296007140064325,0,0,1.29823219129457e-05,0,0.0130104454901684,0.000759298864785742,0.000249489624673691,0
"CD81",0.010033372156223,0.0825221714929109,0.840482495101768,0.00161758279680116,0.0287977908177846,0.00221557109747888,0.0109704957673563,0.445568984722407,0.0187149733463601,0.0263850645090944
"IGHD",0.102561049830419,0.0636093199000774,0.53443562616078,0.101876938342961,0.372078279866228,0.694651184208898,0.0119884743961116,0.0849865185176203,0.0235037567415193,0.0441146236370863
"ITGB2",46.4211128137918,32.3122261889334,61.1821020661141,46.7566226577081,141.563953933224,14.9428746563301,35.133296798812,133.522476407239,14.5883857568684,12.3436436943507
"CD28",3.03701302107172,64.762416846296,829.983556226062,0.702183800378659,2.04167245712502,0.861735696567049,0.380546836535182,212.795123206592,0.871525316222568,0.883124836161917
"CD38",12.3743604644168,22.0218844866809,32.7387188339605,6.55970277704259,144.472918800896,5.75583930384943,3065.75599009123,46.6817815404154,14.2408457100209,5.00165658799019
"IL7R",1.61257235099888,1.96398053757244,3.92791505935867,5.35696773012547,4.88792639381917,1.4894413765549,1.96399408661882,12.4614312044958,2.75868851270684,2.39612580794726
"CD45",79.2127806093094,184.273855964941,818.55842504871,38.0469720160364,521.757022331563,26.4029933193916,34.5486667608107,146.953388717755,28.8223313012007,20.9175152867997
"CD22",0.192229642288267,0.194525051753739,0.786592182246326,0.0884550155540579,1.1318551070225,0.82263104847654,0.00597643852208727,0.557448808612939,0.137217831467644,0.094875992229904
"TFRC",0.0883359806470101,0.0643332984766574,7.06466124707602,0.0025780252562647,0.0611083465355606,0.0133261015940335,0.300870435220784,0.116967385669684,0.019686632234231,0
"DPP4",1.88529342847088,2.78460254702351,495.790156601255,0.471122435993933,6.4699930289608,0.39141285955878,0.0496282095094778,20.9049818866529,0.45498676232372,0.487925368001534
"CD36",0.0142508529992767,0.0115242875754008,0.000816770547799169,0,0,0.00194921452653089,0.00745405201259807,0.00677773680854665,0.00299948422962274,0.000716389749182985
"KIR2DL1",0.202544735669808,0,0,0.0528668727912961,0.00277667041859118,0.0719591811122293,0.0581106725772473,1.39440283912843e-06,0.00596983587085765,0.0237511609417925
"ITGA1",0.0519345070922029,0.897883391453376,1.99613441828869,0.904577381189532,1.19253498760577,0.109494129789212,0.215715204553578,6.44258053848347,0.632993299674204,3.21097329919743
"ITGA4",0.172929299630791,0.498371352476028,18.6166041368605,0.034276300011524,1.05090401216069,0.0734112037539556,0.101957159649545,2.56991680428641,0.0552814893961979,0.185845184116599
"NT5E",0.172163901446393,0.25939957838863,6.46259513521752,0.204411015306286,1.17805707868127,0.0278613438986811,0.0985534960078065,0.142915232098783,2.30621203263202,0.0145880855255327
"TCR-vA7.2",20.7669019434527,0.156256841880856,8781713.96264379,0.204195555853923,11571.3153481317,1.93356576971961,0.034519569450029,126.473825594695,4.82147182733396,0.132152091019949
"TCR-vD2",0.00958941659796954,0.102524876409581,61715625.5570768,0.0191499623632693,0.0614185042341068,0.0168704362192194,0.0342431956003322,0.0213209623616372,0.0307219807478208,0.0127999248833686
"OLR1",0.032692743929744,0.00731377281724819,0.0918039247717501,0.00448258976234824,0.00572142328655676,0.00452607518735647,0,0.0417686113322072,0.00470602386350131,0
"KIR2DL3",0.101905419042773,0.0405825510124535,0.0614868344912119,0.0204015485506867,0.0305826402985869,0.00238785241696843,0.00960477321550325,0.0367842881343193,0.0187385962878898,0
"KIR3DL1",0.0164968343744162,0.060964047318994,0.152396881648353,0.00871984143956379,0.0693223652673019,0.0228815621245367,0.0292355340326431,0.0596590884603578,0.00834058012126225,0.00411029130190906
"SLAMF7",0,0.00272195681603928,0.00925750826803812,0,0,0,0,0.017682599090072,0,0
"CD99",103.764299192166,4.53368844002931,103.857204608891,505.225239227276,9.56125606972629,13.349127447837,31.1601644785573,12.7203759836408,42.5760545716663,6.43835112595877
"CLEC12A",0.0877275192270256,0.0298523218437847,0.483619230968002,0.0538602286931182,0.0160073862591718,2.1774656196667,0.179614942145388,0.199734580421707,0.314269091751198,0.113777109823525
"SLAMF6",0.265469522066673,0.109455689716056,2.11977274441806,0.0471065298205782,0.906566348843769,0.147545318519172,0.128369422340997,1.68568762519372,0.0445647810189371,0.212966710320333
"KLRD1",0.00847798087168709,0.00211337297770689,0.0265363213553227,0.00433010105428394,0.00404007481394707,0.0878458162063594,0,0.000787270932063384,0.0582956337778011,0.162907397237795
"IGKC",0.0240847565117512,0.00649287793669983,0.00349121500087043,0.00721993028653293,0.00158787296960558,0.00375256024954454,0.00289518573236876,0.0222818576144484,0.00585131413142998,0
"LILRB1",0,0,0,0,0,0,0,0.000892629546111313,0.000550342952093756,0
"FCER2",0,0.0366216281512494,0.00813652207285592,0,0,0,0,0.00749725883301984,0,0
"Human-Ig",0.164382568015949,0.0238382189110005,0.0276051151859795,0.046520202672053,0,0.013215541450897,0.0138494470748369,0.0876414837731464,0,0.00346137232368076
"SIGLEC7",0.255895507040485,0.199879452645688,0.158492775308312,1.9725109788992,0.233036125510569,33.1135397329784,10.4971371313121,1.2029031984745,2.37890406024267,0.853053531785399
"ADGRG1",0.108613997667832,1.68060747286966,17.1821177441045,0.165131056955411,0.0311618094081394,0.0591426201678751,0.0671075606109316,0.0197427968023213,0.112869744310393,0.0124118294212461
"HLA-E",0.554931608240046,0.119221381928039,1.37683137017866,0.0144073848410553,0.190696115569991,0.045211264218086,0.00121704720528707,1.95233251908594,0.0639672422994811,0.0304036894889069
"CD82",0.0154944008994731,0.0159263864031663,0.0528672384422286,0.00431886412313807,0.0829909649376677,0.0149143654418366,0,0.0484860881760777,0.00289407748016417,0.00784416736411159
"CD101",0.00348561336067096,0.109267272943905,3.22866897477793,0.161824506392896,24.8621163285101,0.1412278736243,0.206870950713665,0.688102587168104,0.0282900339520972,0.0793778666406453
"C5AR1",0.0348611145693835,0.0151607137442903,0.265633534541672,0.0021760677416219,0.000738543630301813,0.00147495896386617,0,0.41950247732523,0.0042092285021915,0.0106365198527965
"GGT1",1.03974319806639,0.417009365090637,7.08110703916904,0.643560575340342,3.53184995190839,0.166159342111989,0.237155128331806,3.69082735465772,0.684948962510998,0.728137848544096
