"","CP002-entry","CP003-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP022-entry","CP042-entry"
"CD86",0.010722379352826,0.225908187705876,0.0225518264564434,0.0357923643809221,0.214867377763949,0.0364761942530347,0.0259307017856998,0.101220728122567
"CD274",0,0,0,0,0,253971.685278827,0,0
"TNFRSF14",0,0,0,0,0,0.853541220081334,0,0
"PVR",0,0,0,0,0,0.0306607111191081,0,0.0127740229612337
"NECTIN2",0,0,0,0,0,0.0941423977405598,0,0
"CD47",0.809168881617346,0.00164960656685917,0.0281894314800414,0.013173513618315,0.0262132559987212,0.274961962782061,0.0529327074495549,0.02497299844081
"CD48",3.66523990984963,5.62653780417554,7.16524079591463,4.45018386300218,2.60576432112347,4.74382092171889,3.26791621977815,3.46944514568334
"CD40",0.0595163989239143,0.00880398370973967,0,0.00386776319153705,0.0466073086643728,0.120727508994948,0.0037198350299224,4.6837639061412e-05
"CD40LG",0.00289012817688154,0.00413099177374609,0,0,0,0,0,0
"CD52",0.089579353476679,1.87259457042674,0.00514781855763756,0.0640326540387789,0,0.46089982741579,0.0232477294860508,0.0207329822405054
"CD3D",12.7866529478041,10.2721864967319,31.1541849570343,5.44717862601527,1.8795756012317,57.9964530722154,4.86236789399992,3.64717334067415
"CD8A",0.283908740560177,1.75385972513463,0.0630541453972899,0.192129359355607,42.0344945709435,0.128182584772281,0.50706209736089,4.59472122223994
"NCAM1",0.00556885785976514,0.0223192650177816,0,0.0380306247025028,0.0391977299005986,0.0104638617913038,0.0174425392898054,0.00626733662587107
"CD19",0.00670712485018693,0.000583604857363692,0.919063872120896,0.00630918677082528,0.340572457059874,0.0250950348162007,0.00825153402541507,0
"CD33",0.0810340555637843,0.0179515453580981,0.0240531863528198,0.43032028900841,0.0655842433400769,0.215410987667453,0.143986074728179,0.325861550500248
"ITGAX",0.0346165231061139,0,0,0.60864698640096,0.320124422920582,0.433479627147143,0.51435911689058,1.52145640631925
"HLA-A",0.545896027582465,0.13435044632354,0.764784029984754,0.060808516624427,0,0.504395435267676,0.0356686661228981,0.0232912884823978
"CD45RA",9.52056590227865,9.25801196264491,11.0541488313852,6.71406662846637,1.87713269136006,70.533022063677,3.92664192114879,2.5748359686296
"IL3RA",0,0.00259673239085935,0.00349841384806512,0.0384367802421002,0,0.0482996030557759,6.50882727358033e-05,0.0173366957701123
"CD7",1792.47259584472,679.771214517014,4540.93561659573,2733.76066624723,241.278026263185,6180.03645144284,1645.60522020461,111.350094858706
"ENG",0,0.0209257442110667,0,0,0,0,0,0
"ITGA6",0.0142106970163176,0,0,0.0115923705338208,0.00893218780641855,0,0.000157558749714138,0
"CCR4",0.0425144400213386,0.424970256117215,0.0154118128256104,0.0394568219688441,0,0.0530663652265396,0.0308170423769043,0.3397167199575
"CD4",20.737880541144,21.4282583810389,85.0766121904759,14.3194732057931,1.13579567175489,19.1144257228472,22.8379033637267,3.9273704531058
"CD44",21.1969231627924,7.95796605467791,47.6702060379254,56.7787872849424,79.5975283492238,25.4205069014477,31.5969630781371,80.879479034228
"CD14",0.0459203886782484,0.0361474424979324,0.00630427959608701,0.0126707802986647,0,0.0877545042162572,0.00255341745848566,0
"FCGR3A",0.00107184315889464,0.0142865155495314,0,0.00546408383524026,0.000294242187518014,0.0142926027216512,0.00531709929405778,0.109203278564396
"IL2RA",0.0861616509219116,0.0113052874939351,0.536183379191251,0.12431102841719,0.051761660460776,0.0459918817632502,0.0119786771890498,0.0213379520056419
"CD45RO",0.0209144625014205,0.0228439385438314,0.0321327609593684,0.00910876827189626,0,0.0816016412965625,0.0048270114191491,0
"PDCD1",0.000839876052860919,0,0,0,0,0,0,0
"TIGIT",0.100644367978975,0.0489273107164225,0,0,0,0.104788864753516,0.00025782848214985,0.029216975839124
"Mouse-IgG1",0.0028828550398416,0,0.00181426802556091,0,0,0.00188558816916125,0.0357596110588038,0
"Mouse-IgG2a",0.00494647028639914,0.0480868674958814,0.000224303566975391,0.00265863857334934,0,0,0.00367991877827931,0.0130151967274572
"Mouse-IgG2b",0.0397781218035723,0.000187177543423641,0,0.0129016920461887,790.79363070155,0.21514635303797,0.0155622735229817,0
"Rat-IgG2b",0.000593977917625816,0.00723594220804959,0.0229515594158379,0.00176125234048049,0,0.00703126006064682,0.0039976542561907,0
"MS4A1",0,3.09407140584332e-05,0,0,0.0883990833816354,0.144624946725376,0,0.0955066946070193
"NCR1",0.000178618516135658,0.0025420012511723,4.88373695141827e-05,0.00556153438363024,0,0.00156183182333816,0.0314228412773547,0.028756884653423
"PECAM1",0.353127308180429,0,0.00807880554540596,0.00315816549312151,0,0.0215886867917891,0.0153728138989389,0
"MCAM",0.0941897037604578,0.0202560456441759,0.0517544523055591,0.0874235764359929,0,0.0513390883652824,0.044154462961308,0.171381851755074
"IGHM",0,0.00016665144220497,0.00277236268276784,0,0.167831950242675,0.17369920903874,0,0.00294662808207425
"CD5",38.6973954372621,48.3231865143879,57.6752834307608,18.6794359690457,15.6642661921128,74.2933462560543,19.868961490176,13.3672487672477
"CXCR3",0,0.0591513946587284,0.00346477408372867,0,0,0,0,0.0252552934863849
"CCR5",0,0,0,0,0,0,0,0
"FCGR2A",0.0084581168840947,0.0109765935094161,0,0,0.000905050335424282,0.0101423006148073,0,0
"CCR6",0.000358947305483828,0.00488963030399063,0.00969774703654879,0.00271740741427278,0,0.00349486787269476,0.0236066013432638,0
"CXCR5",0,0,0,0.00435495586929959,0,0,0.0175477611180737,0.0910959279236805
"ITGAE",0.0707503694779903,0.031721410763317,0.00197164864615649,0.0149444889976421,0,0.0483492730061626,0.0407029138179592,0.00470895154590554
"CD69",0.0214699109283279,0.0300682103740962,0.000208104809602252,4.2601685948469e-05,0,0.0421370642102139,0.000199672408088001,0
"SELL",288060.011601166,2019899.7073838,159.692673104603,8591.5811862079,1961174.584681,6574.48375856953,24055.1264728284,202941.673568237
"KLRB1",0.0720962791590213,0.0836256258950443,0,0,0,0.0167628432439472,0.00813481950648325,0
"CTLA4",0.00043435435246027,0,0,0,0,0.00226434456112469,0,0
