"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD86",0.0270691735772631,0.0784707271428258,0.0111882305108029,0.200215375601756,0.000164797062454529,0.0163316598029777,0.0117884127499294,0.086361839152432,0,0.175541058006635
"CD274",0,0,0,0,0.697274345678778,0,0,0,0,0
"TNFRSF14",0,0.00583930759747002,0.0630224745015657,0,0,0,0.19495161915648,0,0,0
"PVR",0.00378254392924644,0.00232906293301322,0.0158298546873231,0,0,0.00105725829914848,0.00220711472652318,0.00856400614331237,0,0
"NECTIN2",0,0,0,0,0,0,0,0,0,0
"CD47",1.93565701624124,0.0703177085062685,0.540430150059611,0.274874341587696,0.0700731208339565,0.0239324353126298,1.41780671220377,0.146742525305871,0.137937240876206,0.0248066109002076
"CD48",41.5694038822909,154.992192905535,50.5500819725933,23.1765675185176,37.3664817438173,17.3865936977814,19.2097300370661,25.6658218196443,17.5092339665921,15.1528866372821
"CD40",0,0.0671076928851349,0.241131889269086,0.0286621993528607,0.0670874303599178,0.09456758637636,0.0106101834364239,0.00583726672682014,0.00706217826146969,0.00484906162794487
"CD40LG",0,0,0,0,0,0,0,0.0239016328840366,0,0
"CD52",0.357078089517258,8.88117731862559,24.5304197043716,0,1.56456772311745,0.0667531420473767,2.23320453363037,2.08962414174191,0.0521160226968267,0.021045791425928
"CD3D",66.2369011744401,82.8773828480029,5620.7321160932,17.3972775215201,3006.11879196304,111.193562770045,122.092069675582,290.76041587947,68.9994169696037,15.4314189020798
"CD8A",578420031.396115,909699.944896121,3727205872710.19,413155983898.126,1593931780345.67,1978092109.2163,2444822581.06017,2212081.66064102,1540457283.26969,299079419256.827
"NCAM1",0.094150675042817,0.0388485906779762,0.510142023107169,0,1.21726560421216,0.0760284590783591,2.38610251023918,0.0865758966626132,0.104830615633091,0.123200799174143
"CD19",0.0173267990687575,0.00733277986018844,0.0020958881117825,0,0.350953314098965,0,0,0.094789174118218,0.174085921211762,2.04885074161904e-05
"CD33",0.118008969541077,0.214363745250339,0.529196055355783,0.0861435825444607,0.178080085482236,0.149485473291906,0.35772467281325,0.0263142358486912,0.449955462828792,0.617063730948348
"ITGAX",81.229930101056,0.00594822662718597,64.6376341951173,3.21391623187363,5944.48678727602,5.21410079641749,6.49847027584934,10.7644001917269,1912.82338905105,232.439260274714
"HLA-A",12.9906238579672,2.49406845871887,38.7417383356603,0.559802643501244,1.86739018211914,0.370427789983504,2.04176684633874,1.1672392465673,1.21217872950998,0.0334310857452108
"CD45RA",153.42316650529,1039.20966964204,474.179757492011,54.0869900877411,33.0705110047418,32.2097169454189,243.013773090272,115.325417472858,16.9495977550688,21.178876511496
"IL3RA",0.00372955888534357,0.0117864773077021,0.195690116184033,0.0879340769798187,0.0177091005223868,0.0361465074609257,0.0612162836125637,0.00647472594047908,0.0269380039303083,0.361244067214302
"CD7",1986183.57244148,6410436292.53894,32442757.0206904,5766117.21998273,893602725.745293,3516927.12848167,314481.000236208,437897.443734363,30116243.3405796,386735.497239833
"ENG",0,0.0222198513928691,0,0,0,0,0,0.0130226854449146,0,0.0130071441269849
"ITGA6",0.0281139432256398,0,0.265174767247249,0.474226574406488,0.0422370598631933,0.0161471567340157,0.0761201228695758,0.0205175570141956,0.0144500693643256,0.00591181935240316
"CCR4",0.0177296581472717,0.00598782401615938,0.0127539651511059,0.0222443792968273,0.0151358698236782,0.00892860540420772,0.13399406614053,0.0435491515160754,0,0
"CD4",1.10394417456171,1.4071466943812,176.391399470726,0,22.5631023214002,0.693861262222447,5.65477062153294,4.35260360001876,1.69850991767745,0.225985080764875
"CD44",856.848297683896,464.631213660098,100.764784668801,4069.27006425447,1176.1524813621,1417.88077403912,59.6881744684872,582.992692311302,949.80649209571,9643.05643950819
"CD14",0.0316195157035795,0.076842867467233,0.0533867352852736,0,0.013811243755464,0,0.0587711904739804,0.0115396906134259,0.00638148545519424,0
