"","CP002-entry","CP006-entry","CP013-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD86",0.115172682091373,376.594598091263,0.0440619627844063,0.0276721785724257,30.0621692708955,0.214517747922924,0.0378806478524215,0.0188710736520517
"CD274",0,0,0.114593681626912,0,0,0,0,0
"TNFRSF14",0,0.0820788507440184,0,0,0.178903870501475,0,0,0
"PVR",0,0.0123474261576711,0,0,0,0.00374880504840479,0,0
"NECTIN2",0,0.00234139022281506,0,0,0,0,0,0
"CD47",1.74429687972221,0.276807408179635,0.00948293628684128,0.118448029449282,1.13882176517191,0.28608832023579,0.311299299370743,0.0251305747347986
"CD48",81.7074204709454,39.6362606852952,29.6940426310722,18.2694998733877,21.4842045548761,22.2333688780587,17.6329034928939,12.8349584366697
"CD40",0.0332025455360712,0,0,0,0.123228608977199,0.606461992097699,0,0
"CD40LG",0,0,0.000668236979007541,0,0,0,0,0
"CD52",0.0976831603805871,4.13651719974965,0.0511715467254389,0,1.19434333757113,0.723708564862303,0.00288332553776592,0
"CD3D",3.97258344811216,1189.35829612403,424.209411211147,1.27365543261897,94.9075505939309,17.8607768121435,8.66917577316413,2.86201052516382
"CD8A",815883620.544451,1235402901364634880,10456726622.7548,1663564904.75469,2929705587092.8,1971589.04892453,67806234371.0137,3742348051659.87
"NCAM1",0.0203544827053244,0.285541699775692,4.56090309038998,0,0.0107419570007039,0,0.0218556763636636,0.0152554430736567
"CD19",0.220512189605789,0.0181800255579881,0.33372214421583,0.122070232343459,1.3456167758501,0.227729324051851,0.00249591292850096,0.00681208748093668
"CD33",0.618096772727325,3.31660735021226,1.97290399106115,0,0.0517549302739478,0.0941283751947918,0.0981974407590451,6.31009146430296
"ITGAX",2.0967919099666,0.139878041188499,5.99850227763456,0.423065763016593,0.0307816576919226,0.133233187496713,0,4.20261562645182
"HLA-A",5.90206862440483,28.2214510833971,0.674077365418642,0.149035349955845,1.68028137697901,1.18873796260827,0.402664895272192,0.193994980846352
"CD45RA",33.9294582209864,1517.3602605602,31.913381894958,3.24261750968698,109.145650140292,36.9873696722807,8.99098621240043,6.00494946388497
"IL3RA",2.12829760443854e-05,0.104790061910854,0.0219625518746908,0,0.124963136430386,0,0.0685670622304599,0.0280004627564435
"CD7",234969.082925449,4655939.19098069,332702891.3969,1019086.33941482,142399.395757994,120.309694848031,749129.209879058,515.565186010916
"ENG",0.00268923495593388,0,0,0.00351013222654946,0,0.0324858434512604,0,0.0115420647490392
"ITGA6",4.44385579628846,1.00290239462378,0.205086594854045,1.07186974306466,0.0530657582807633,0.563324718738549,2.02830635405235,0.00800093871141794
"CCR4",1.09307255821863,137.376239889665,7.7319365247866,0.496128220929279,27.2416018329937,0.827481255881335,3.26381882265883,0.359159429459361
"CD4",0.502026931250085,5342.18031422494,33.7696854534411,0.464177581899061,42.7335569823437,27.1583456152869,17.8027485789074,0.302068727504296
"CD44",2553.24156259465,140.748123135146,3231.61494730314,90627.0342929879,220.649646872764,1742.8659643033,1217.36295202461,2598.30504451697
"CD14",0.0808965538540742,0.0495896188742147,0.00708585693237796,0,0.205363092304594,0.00014295532050413,0,0.0159561502707195
"FCGR3A",0.00121807492619601,0.825133559446856,0.0165299390658507,0.0415123806429958,0.0352123869800267,0.00189329427561791,0.135743707492108,0.0442881865374864
"IL2RA",4.96416971363068,8.90497122985909,56442.5380548456,0.168314830470436,0.535356043212434,3.27572131647251,0.142035422621285,0.374479676284216
"CD45RO",0.0911156999768289,1.19876903279398,0.0890707832472571,0.140794225454229,0.339324229734523,0.0312205824425349,0.31988750744902,0
"PDCD1",0,0.034868001936411,0,0,0.103864080302372,0,0.0414584753523462,0
"TIGIT",0.0398873435051199,0.028011646325107,0.00530697859022423,0,0.0952781199346478,0,0.0246198144060378,0
"Mouse-IgG1",0.0322475288466054,0,0.00370427524877467,0,0.0100953979563265,0.00445419130678915,0.0269507485608801,0
"Mouse-IgG2a",0.00324867423664818,0,0.0119753011327039,0.00727039619059635,0.00342966845657686,0.0033270592869459,0.00345727480770555,0.000960630618280409
"Mouse-IgG2b",0.0631972482537745,0,0,0.00431525465442866,0.0020470085052141,0,0.0147816432741902,0
"Rat-IgG2b",0,0,0,0,0.0707724364419175,0,0,0
"MS4A1",0.0123662091558377,0,0.000535387058443721,0,25.4099642263478,8.04566052781519,0,0
"NCR1",0.00978867425473186,0,1.59752146256092,0.0144649645001664,0.000863603225111088,0,0,0.0147945322781933
"PECAM1",1.58980003458146,0.421979592520951,0,0.136257318338934,0.071946837963843,0.0870175055478685,0.0672084591867935,0.0151759632147429
"MCAM",0.0124950845832258,2.24936975273152,0.0032892163088401,0.0189983961469092,0.0527888783008746,0.0434852585189022,0.318721526135577,0.0149904982890179
"IGHM",0.162949899399732,0.0559903483911192,0.00247548057224721,0,13.4548843238192,0.0297048820017629,0,0.0073463425800235
"CD5",12.0818326917644,9207.11056811573,63.9749208535687,13.9615080083914,239.276189044717,784.661073515786,16.9226553395249,12.3630600321929
"CXCR3",0,0.0215600595239576,0.0134767291840385,0,0.0187731700702112,0,0,0
"CCR5",0.00251007081366005,0.260348430605696,0,0,0.0330035217601044,0.0539579707572158,0,0.00127764090823172
"FCGR2A",0.00287914494887428,0.0648768091288843,0,0,0.0259716467555726,0.00133339737280602,0,0.000240026836716709
"CCR6",0.616295146738618,74.2473845442191,1.09305065527719,0.209543608369473,13.1496130008413,8.06401917380761,1.31336142798592,0.0333762876487923
"CXCR5",0.00581669577473321,0,0,0,0.00858738624249552,0.0198775060699803,0,0
"ITGAE",3262181.13110127,399748819863.742,1105738937541.12,354289.485320726,32967915.7346744,41591.4273476348,10644672.2390734,85300.5401741587
"CD69",122.723579839344,59.7252739704924,26494.4939677125,0,0.0236972172020723,0.0957362709416075,0,0.0387508538080189
"SELL",231921.90721089,3222.97035980015,294.656163707917,337959.898034176,27428.7407636507,14259200.3823518,22200.4629582715,2021214.36012073
"KLRB1",1100.34224181757,3052074.68563801,281.946592890961,0.455658270263062,53702.1316025419,3.44107565651517,4.86241136535438,0.784504324347856
