"","CP003-entry","CP006-entry","CP013-entry","CP020-V1","CP022-entry"
"CD2",0.883337096296321,374.356435146231,7.07503399639824,20.4727313847127,0.439766125328672
"CD226",0.76291163968521,6.46408649402476,0.149357381390751,14.1289285308195,0.193745632543206
"ITGB1",2.54717050224471,34.1299533086151,5.23212821458787,3.71764080241881,7.32211098597995
"CLEC4C",0.0346900995523116,0.0627407384443706,0.0274312788245283,0.0593838901757112,0.233225706290862
"ITGA2",2.29923392351889,63.1865247617181,3.88990370400205,2.99616101426219,5.78936620199758
"CD81",0.266543634275198,2.28210892613539,0.00461080949747221,0.0541009250314193,0.00117073752413156
"IGHD",0.00403395882782785,0.0929207655360134,0.00937730662416269,0,0.0382754374926579
"ITGB2",637.295055100094,4688.54375313647,9698.36523071192,633.549435962294,476.930044826276
"CD28",0.0970375452171203,0.583110068102749,0.0556841769344603,0.0104146636221584,0.00408729855822472
"CD38",4.95373879088605,300.834760122828,192.363097641009,11.808069677616,22.0384662914182
"IL7R",0.0280063829443435,0.000346823806368538,0.000771168492511579,0.0133456310140107,0
"CD45",18.0051896702465,152.962661085927,4.97409229777743,2.39794013465038,0.971561547805206
"CD22",0,0,0.0652991064985221,0.0610434036643667,0
"TFRC",0.027538022412575,0.0886381223092321,0.00190753480032402,0,0.0230786145490643
"DPP4",0.0442388865770858,10.0122493920594,0.0245303147467277,0.0560485156958627,0
"CD36",2.26368415070321,115.744081884259,9.4098320416792,3.09715974018633,394.230337949903
"KIR2DL1",0.264316949174124,1444.39437590346,4246.29255627682,0.385936692410207,193.104751947806
"ITGA1",0.288620373951473,1.63080032947223,2.8499309750526,0.13996187500759,40.5893000180722
"ITGA4",1.47434584893781,61.6263819882222,0.577720244718014,16.8737988858695,0.0377445317870361
"NT5E",0.0345940214520382,0.12691068195972,0.0057652215848153,0.000521454193210666,0.0632137791338082
"TCR-vA7.2",0.0744829691200368,0.115744588997489,0.0185039156829348,0.0324709736820607,0.0785516320876646
"TCR-vD2",0.398261242013249,42.7341254054064,0.0478450888357533,0.00780560824701913,0.00592587769701316
"OLR1",0.0200731658394375,0.0296511244363794,0.0048311437239215,0,0
"KIR2DL3",7.63343605082691,4370.05422820366,7951.79249942558,0.115141843112399,56.6018749824412
"KIR3DL1",2.48005963003497,7512683499.51228,431.11923229451,36.9689449201702,25.8428507180607
"SLAMF7",0.118944107476394,0.46449516957839,0,0,0
"CD99",344.873853033304,5094.11184383363,801.932344210206,701.969663242332,924.739240021549
"CLEC12A",27.2464414514416,0.274021012578775,0,0.0881998910747075,0.00441829124943018
"SLAMF6",0.245666612456637,10.2904238239467,0.114687208610962,0.269340699183655,0.0314293422504776
"KLRD1",3.44794370102866,31950.8386998722,946.826794961147,1445.65315286694,5.24274545861029
"IGKC",0.049762653849256,0.0084511749348118,0,0.319281579983318,0.00635503537629551
"LILRB1",0,0,0,0,0
"FCER2",0.00106597931625453,0.0681162886417907,0,0,0
"Human-Ig",0.0827981637818448,0.0395407145054172,0.00290958282492615,0.093342849875063,0.00769138126629892
"SIGLEC7",647.919188211767,821331.75897682,2371417.61425124,39023.7667290886,16.3653564834407
"ADGRG1",18.2742350525774,43363.5817844281,31.4843843034264,3.49743963234212,4.39165214096822
"HLA-E",0.00563989532926352,0.0993507936708353,0.00150380237528305,0.00162351490666949,0.0123758067113365
"CD82",0,0.161797968811125,0.00889373172651498,0,0.0140761823430165
"CD101",0.432235403276996,0.00717799129918931,0,0,0
"C5AR1",0.250742520615598,0.124625818766096,0,0,0.00326220959750595
"GGT1",0.0248104468150263,0.0197762864499286,0.0341574414012952,0,0.0175832229837172
