"","CP003-entry","CP006-entry","CP013-entry","CP020-V1","CP022-entry"
"CD86",0.0206270725633641,0,0,0.0427790920021728,0
"CD274",0,0,0.0373361193610502,0,0
"TNFRSF14",0.0417342540642509,0.0800093751722351,0,0,0
"PVR",0.00800616061113919,0.110348618993212,0.00525473918761563,0.00437916262758864,0
"NECTIN2",0.0204138561183614,0,0,0,0
"CD47",3.75440621126024,2.14432750092923,2.07380228646061,3.86944443447095,6.08659794918873
"CD48",5.99485421782555,4.25506086711402,0.813524712383473,1.37023668326744,0.90338181742512
"CD40",1.03284381610535,0.330954714626387,0,0.140351253609529,0.0466790387093526
"CD40LG",0,0.00653231773196815,0,0,0
"CD52",4.95061107532112,0.0258265165892761,0,0.180319834515714,0
"CD3D",2.73446291942434,22.2332624255993,0.0398350394222912,0.706876882669785,0
"CD8A",1722.0518821926,91779238.2233373,672.721479515149,5046.77723749099,480.261198138031
"NCAM1",12.153108480172,207170.53349515,35594900.5951035,331.461956836512,17.3577163045914
"CD19",0.0584628339978177,0.0422167235319669,0.113664971055194,0.0197309264661616,0
"CD33",0.180776196438519,0.277559136945135,0.2368706080096,0,0.0150047776956791
"ITGAX",57.9999549206205,225.489704867464,22.9205366268595,2.46232805327564,1.91542309851521
"HLA-A",4.85815283291918,44.1618482652643,2.1291810830071,2.17690895143039,1.58702914688241
"CD45RA",596.052375691602,5947.39117541176,26.7597317528154,66.5224477967764,27.2299399325709
"IL3RA",0.0457297096422066,0.196754925428468,0.0963335645908401,0.0102218273964101,0.00585278047887959
"CD7",5778.09033437376,515596.156331588,3800.23605732327,2072.08852631208,1134.37889912662
"ENG",0.00227123570467191,0,0,0.0176213544090694,0
"ITGA6",0.461258545253428,4.25302027090163,2.30217873461636,1.19089010779218,5.30080093724402
"CCR4",0.326985773342552,1.00402685472158,24.4637042376854,0.0456160984578727,0.044500002504705
"CD4",0.213721544011116,338.077226977575,0.0201306068434554,0.228955285911744,0
"CD44",19.1360679246933,10.6966157065261,170.578672889893,13.8179272606026,8.53618865036277
"CD14",0.0410750572080024,0.181813391173414,0.00265522269700155,0,0.0225328931614327
"FCGR3A",806766.909659484,61771702.9642645,1300972922746.71,86799.9765366838,6772793.88229723
"IL2RA",0,0.380366410428791,0,0.0811789258701088,0.0885377747065409
"CD45RO",0.0219937156726467,0.0979975019013681,0,0,0
"PDCD1",0.00248287357986922,0.00824517564189686,0,0,0
"TIGIT",0.243439663545069,45.8500377983167,0.311730070881062,0.0535689320516154,0.042302063514138
"Mouse-IgG1",0,0.0064140228983371,0.00697333351313816,0,0
"Mouse-IgG2a",0,0,0.0221213496339625,0.143933602794881,0.000362896632668453
"Mouse-IgG2b",0.0269920772096015,1.42216383847673,0,0.00222393755307561,0.122957598300513
"Rat-IgG2b",0.0102064255150471,0.00126235258165999,0,0.00115898520599154,0
"MS4A1",0,0.0613421445518191,0,0,0
"NCR1",2.72866828672057,3515.04237930467,789.705992384076,6.25153519068341,10.9008529973068
"PECAM1",1.63974118825289,30.5969959085059,2.48363798467944,3.02093531512638,12.770575947335
"MCAM",0.0592024862541113,0.248294928242373,0.208205751108236,0.0091127570760043,0.0384829144523856
"IGHM",0.00105301461194652,0,0,0.00850870588890092,0
"CD5",15.6929316212025,61.5560129910289,0.0663634543862817,0.896955722250414,0
"CXCR3",0,0,0,0.0314789150943611,0
"CCR5",0,0,0.256117695402349,0.08577369947396,0.0473942348400267
"FCGR2A",0.0277037649046479,0.0293388470965423,0,0.284232003689115,0.0338338094615564
"CCR6",0.0410381491514318,0.0869580427520283,0.00657111897228499,0.0171341189492919,0.00918540249109304
"CXCR5",0,0,0,0.673625209184952,0
"ITGAE",0.250837105977066,201.537557180164,13.5080556227323,0.00219757415740577,1.6133406096689
"CD69",9.62696587870791,72443.6957821108,1.72239323564165,0.738984705689402,1.63054622499349
"SELL",38.2027779522287,195.138276518968,21.7903846143371,826096.052115271,21.7889168986706
"KLRB1",2.88246863145609,10741.5213825987,0.764734580512938,0.0708794759428414,0.017653818666828
"CTLA4",0.0524559199865186,0.0165385740481846,0,2.9681683287336,0
"LAG3",0.0983144570201988,0.0374641461678425,0,0.059847832411984,0
"KLRG1",0.18151432971217,1.29006878302967,0.0851583144664295,1.2305177670785,0.0117900894070894
"CD27",0.126655083283078,0,0.0735981980510077,0.132024850502231,0.0477018859609164
"LAMP1",0.360583205980203,0.542665759635069,0.0464866099585539,0.322553214606143,0.097369847811839
"FAS",1.66574313721849,2.66862662647388,0.00521832617406588,0.00936997154879222,0.114920300712523
"TNFRSF4",0.0181209347187769,0.0472211548840167,0,0,0
"HLA-DRA",0.282364956480542,0.0378408725866419,0.0490338216718612,0,0.0263457546146243
"CD1C",0.212664093725103,0.0552892152083226,0.00453113895240685,0.0218801721610593,0
"ITGAM",1.00196699567946,711.027540076381,0.123615418475768,0.0390841840245252,0.0285798987738865
"FCGR1A",0.0463651597757717,0.0504031230064323,1.40810117959569,0.0434351684573041,0.0553326924165536
"THBD",0,0.0144242328666356,0,0,0
"CD1D",0,0,0.0190077939744159,0.00437739881891692,0
"KLRK1",0.182728180817228,2.10117492883663,0.0643618167779138,0.0349378108434583,0
"CR1",0.0685324422262985,0.612602063110359,0.0583058962153317,0,0
"B3GAT1",1401.67802850631,0.149260744342034,0.202446584333273,0.0526311729825387,303.077994579285
"BTLA",0.187925788231641,0.125408847497684,0.0179334728214393,0,0.0545448950727625
"ICOS",0,1.83813652177988,0.321758094293112,0.0429801906715098,0
"CD58",0.101390065891084,0.154576772764019,0,0.411405422464504,0
"ENTPD1",0.0209406073925035,0.785090009846542,0,0.074674764057482,0
"CX3CR1",0.0482113746831112,0.61250013076197,0.000383196394682051,0,0
"CD24",0.00114751405085342,0,0,0,0
"CR2",0.00225105910390926,0,1.03328091594248,0.0310373666593327,0.466272542919008
"ITGAL",292.758803746108,373.133619950479,12464.5541527958,45.776664636879,55.3635760896629
"CD79B",0,0,0,0.165608751930927,0
"CD244",4.42437512135885,287.252739627764,42.0771320101831,12.05850232422,4.8215249294293
"SIGLEC1",0.0358775401725643,0.00511100403213399,0,0,0
"ITGB7",0.421270161775298,0.109695499191705,0,0.233897622446082,0
"TNFRSF13C",0.039381932909137,0.0102773826940899,0,0.0304542408221327,0
"GP1BB",8.12398203984391,178.314250591571,208.462907221148,3.06157495492117,19.9882261243892
"ICAM1",2.80133154932497,19.2870913976118,0.117781849232329,0.571405326865481,0.5415150170187
"SELP",3.20871307611092,3447.58090203789,45.1673044511254,17.1293737768587,197.028824512799
"IFNGR1",0.0328941746502758,0.116025537990823,0,0.000861707422891399,0
"TCR-AB",0.0121115709998572,0.0400667770245875,0,0.0120205188412734,0.0400834044395782
"Rat-IgG1",0,0,0,0.16279258016041,0
"Rat-IgG2a",0.0213665286353848,0.00147929195240871,0,0,0.00723600862128476
"Hamster-IgG",0.532472183231023,0.0369163378875186,0.028026890550047,0.0647992640044479,0
"IL2RB",0.377797277320402,44.2996424000629,0.246854449921692,0.0680072089045068,0.0811966062703933
"TNFRSF13B",0.0185984175655696,0,0,0,0
"FCER1A",0.00363386254297505,0.00689045139496352,0.0405373354797438,0,0
"ITGA2B",0.915563880829182,21.1728391166395,1.42712949392688,1.77451890484672,15.2875455996705
"TNFRSF9",0.00247884882289663,0.82263946320338,0.00191825629396398,0,0.020570191458558
"CD163",0.000919963406741645,0.0209475500111842,0.0653832905755941,0.0147465564397353,0.042184009498854
"CD83",0.00408784986561759,0,0,0,0
"IL4R",0.0396735015156721,0,0,0,0.00285125507729158
"ANPEP",0.0493703850039674,0.0125573206488837,0,0.376541814662782,0
