"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD86",0.0123477713310874,0.0162848396340461,5.10077121324229,0.0275790283614343,0.118158777503541,0.0497448812760957,0.6291207997717,0.028397065883909,5.56258300582434,0.0689716813555446,0.134285093259121
"CD274",0,0,0,0,0,0,0,0,0,0,0
"TNFRSF14",0,0.00561460738859242,0.180099887450004,0,0,0.000847657667319686,0,0.456448937794596,0.00129344189358028,0.000368213242591057,0.00236558523552955
"PVR",0,0.0424726454894722,0.0434937223051985,0,0.0258651963154583,0.000137768877182354,0,0.00656087477120772,0.0107250571235942,0,0.000355126847763632
"NECTIN2",0,0,0,0,0,0,0,0.00554511245177171,0.000285822525497082,0,0
"CD47",8.02589674099142,3.89665574350429,1.86976699477093,10.3589493230356,2.93735373793983,3.74221407212382,98.5950987827891,9.36229728929854,4.66429399395566,6.18629362523652,5.22049307492977
"CD48",32.1528705135701,43.0473161563969,23.3373282767839,13.6234267297034,9.52764190262793,8.45507474862317,8.99417915300839,16.8148946904537,11.8257664636425,10.9067930378552,7.31215689528936
"CD40",0.142461039669859,2.45416987157172,0.11732745964204,0.0638426080388337,0.0216957384150329,0.119597889010801,0.192191029440112,0.299486155297836,0.165913228467177,0.0173027149115297,0.510596960001899
"CD40LG",0,0.0084002716045029,0.00766580020544523,0,0,0,0,0.0155084631794203,0.0470378900492868,0,0.00092592442390678
"CD52",0.313794237033184,1.39185850622254,5.8307643043001,0.022587300806383,0.0182164510541056,0.0314129826044294,0.00822720191745805,1.59493007411543,0.964998955588144,0.0132391175738529,0.0182470775780552
"CD3D",91.632639812678,66.8800132184299,18165.0591479949,15.0989151188738,4078.10927902658,18.1990396062801,18.8339332343677,201.016143522495,110.843903293941,25.920427334189,7.72088716777254
"CD8A",2262560265.33797,112536433.352796,40449968205992.1,511594859536.283,74307037899.3728,385302561443.144,336221602292628,6486118528552.78,80023558.3734988,59286395549.9087,64341601414.6522
"NCAM1",0.0992899208097333,0.148304451917336,1989.65585696342,4.92833382491572,0.0464976436288227,0.0627986037623947,0.0613103935779954,0.025455607041323,0.0963782980897556,0.0124404399314426,1.16709014565619
"CD19",0.0139231864182027,0.0371224335106665,0.0682664499329417,0.0888693516481097,0.144670999603492,0.00307581549685342,0.0437106421424907,0.0352384866281882,2.12400304076526,0.0041547205784712,0.826165321456918
"CD33",1.25120264304345,1.22528020426167,0.220212696173615,0.630114224763135,0.133467390372573,0.135467111428865,0.748328357120198,0.145959710652656,62.1181851776198,0.264887787487117,0.13238820110644
"ITGAX",0.151215565650383,0.150525572601162,0.046366220172433,3.21565253143031,0.0413945160307523,0.255132047624011,11.0176974008469,0.0337387995409166,814.128430769046,1.29831022431278,0.0281329899912818
"HLA-A",10.2694581913308,5.40188396073898,56.1986434582816,1.446298887555,1.35175452331254,1.15579635542927,11.6196499595415,8.11862921578835,4.85298254704072,2.52377435112769,2.05704449931358
"CD45RA",153.361472995927,514.014010547644,993.937211977421,17.2228897558747,12.3274581167166,7.71298997373993,7.71517408590743,169.979313530773,41.3747472566619,20.6494278944502,10.5789108682901
"IL3RA",0.000537871040298101,0.0224838728662181,0.0174217897936984,0.227327519200067,0.0074748099330725,0.0318830760394992,0.0318670425777459,0.472006206765795,0.0134706449317385,0.00192334129050751,0.119725445234989
"CD7",1847730.28511034,46059218.1798767,10777572.1009767,1024284.26209512,4340574.26574065,323947.259078564,673845.616576998,338585.504482853,2239.89664306889,388145.078900575,24941.541321881
"ENG",0.00166701401967157,0.0144408731419029,0,0,0.00112234723177638,0,0,0.00491172989311724,0.0516948846842408,0,0.00962175885728226
"ITGA6",10.478125182881,0.252923622386359,7.1054685381704,87.5499939149275,1.62253694050157,2.75360034825173,26.3271341058454,1.3981026263304,1.97403966112885,6.63762391829649,1.25453499474612
"CCR4",0.25509906877119,0.195974407866583,5169.04704719221,0.040033040736879,2.46116014041301,0.252612332372653,0.875907010384982,1371.60720155879,1.29302460360422,0.128621368338126,1.66503187145109
"CD4",102.488572562463,172.518093052808,246610.927130253,26.6850042303704,675.19582828585,35.5354541910914,13.3257766775967,79.1519110746321,138.027623949927,77.6550586782433,9.52624413988036
"CD44",1281.87897125097,234.106234449281,30.9949539203904,1476.93132254246,171.290995261708,296.775650415581,3190.80739596874,53.7879539091827,300.53554999727,305.863288441618,972.921362616923
"CD14",0.0643281953279332,0.121462313960956,0.0952368953133515,0.00634673462085621,0.0191811081513148,0.0134035446137977,0.008341926154486,0.0445029282390964,0.00878870071106192,0.00551751491784426,0
"FCGR3A",0.00523919376251265,0.0719726306299847,11038.7312130399,11.0958137176031,1273.25682195418,663.382563272186,21.6894480830027,550.619827018788,8318.10436296534,67.8603391924356,0.869056315322635
"IL2RA",1.66560786641049,0.00278726280227673,563.872219645147,1.05862696040225,785.004919418551,1.82658478265843,0.0275867025346314,6.30414067135358,1.13061935650706,0.15808090213026,0.0961588327365779
"CD45RO",0.783003367473881,0.374362104990067,9.7516550993023,0.241835439672971,0.235115197255925,0.660252987354337,0.979423347550447,0.412672425607617,0.41789148586988,0.678521502819782,0.153305052939246
"PDCD1",0.00470010010510594,0,3.08843489905008,0.00329422430673414,0.00758231042895542,0.0159464283789624,0.000538901803011417,0.118589544722846,0.00214762112271653,0.0710428641539866,0.00336619267175396
"TIGIT",0.402843143628538,0.0832962607811688,17031.4443124516,0.0301764140795363,0.0204002505215645,0.0788781666176623,0.0304623494310678,1.43617597475908,0.0333288738956528,0.037741204733386,0.0205065448066756
"Mouse-IgG1",0.000873105344141412,0.00530139412236635,0.00757774433518524,0.000146049299763169,0.0225312691442944,0.00529891000932317,0.00408116162204338,0.00157378294224662,0.00332758300215044,0.00287835033136934,0.0157227203400659
"Mouse-IgG2a",0.000717558450947438,0.00427207479270304,0,0.0256803475403504,0.0105986662973916,0.0114567102915333,0.0107075596118041,0.000191875712403534,7.80398364497932e-06,0.0133749530064297,0.021412623305492
"Mouse-IgG2b",0,0.00485774811150556,0,0.00464847113209032,0,0.000225439532183014,0,0.0043864419499087,0.000274138042987641,0.00171885485802953,0.00802922571769989
"Rat-IgG2b",0,0.0197058634021819,0.0159095350436837,0.00411764202810787,0.000207945873218581,0.00256465970601655,0.00272424068000377,0.0308160639783651,0,0.00440647573868209,0
"MS4A1",0.0545450495219777,0,0,0,0,0.0163556316284515,0,0.243892113525347,0.147010919283522,0,0.204792228410238
"NCR1",0.0282762745417685,0.0245952365304677,2.09647545572791,0.0118727840737039,0.0291111992461429,0.00632948236906157,0.0250761017193271,0.0402210170770435,0.0282817297020626,0.0369089921097627,0.149672969867389
"PECAM1",213.754466831742,3.8050641771648,51.2602292664525,4166.04893425762,7.38284762564177,7.8053410767952,572.784164978452,12.9989224223787,3.73015822969035,20.4786820794421,5.99139946786987
"MCAM",0.241106647203929,0.0842969000891221,101467894746.524,0.139040506918924,4.7296034516693,0.0323830131940941,0.271805834154155,0.20583137125913,0.0769810528707571,0.0938401828900853,5.1465094609363
"IGHM",0.0359679749638567,0,0,0.000848099309326194,0,0.14269948999027,0.00547473648445698,0.275919703320882,0.190135255846951,0,0.0136229104171884
"CD5",3414.999837038,628.108906371325,39292.6099333604,302.718212177115,661.221604694175,93.3777303880263,310.666104723535,457.272999874258,809.937262554408,217.077971133595,153.33174555539
"CXCR3",0,0.00702741891281349,0.00053244017558158,0,0,0.000438594485017265,0,0.00372806354054195,0,0,0.000280607480924979
"CCR5",0.00875074843473607,0.0166780374625175,0.114609208764759,0.135259175359305,0.072372861695965,0.0128520226986255,0.403089275458885,0.0486984588296817,0.430714885840499,0.0196601181061833,0.0500469272038667
"FCGR2A",0.0344407982888302,0.00300109537910193,0.12305084730887,0,0.00021918146135796,0.00507199619671479,0.0034641683300787,0.188586662893656,0.91280671938284,0,0.0017381022984354
"CCR6",0.00627269693293795,0.0353653416919551,0.353003639153552,0.000687385255865313,0,0,0,0.00866834869637154,0.123574767681189,0.00141615185736751,0.0127755367874841
"CXCR5",0.00248224836910947,0.00591404114070455,0.0018467048680259,0.00318457425447981,0.00366790641233261,0.00955289553655062,0,3.8586979783333e-05,0.0213735964085426,0,0.00128702217362831
"ITGAE",0.904986139536871,0.121187548247304,135.825233372161,31.4007671243701,0.741764759128666,23.9453338896021,92.8631384573753,22762.3417276968,0.403675530754642,14323.1633244706,0.450144325770857
"CD69",1.82409805652214,2.89239400063474,202.914317506603,0.255576661844336,1.84443844090908,0.387453507036948,0.97273094668981,29.9623919432875,0.870288389709715,0.147699128968262,0.710750376669587
"SELL",4590784.19775617,363985226.57102,12574.6233502841,7953744.2454436,634.802714518793,73208.4993400751,29162709.1408731,25167.2933780567,116796276.443575,232862.3577822,153268114.765517
"KLRB1",0.285675599363524,0.103091418732511,7.19293927758664,0,0.523469034137086,0,0.000821268162839767,0.164079611506391,0.0558130295093301,0.0345708597966991,0.0540090800989879
"CTLA4",0.00977543465841285,0.00565302730321058,0.00429623042469483,0,0.000137671799803667,0,0,0.00623177193662119,0,0,0.000482063401255313
"LAG3",0,0.0352556522426556,0.351250165530344,0,0,0,0,0.0113164450235145,0.0701671347473821,0,0
"KLRG1",0.122548036138248,0.387897038688995,0.748385313874004,0.0190051967500415,0.0131258419699596,0.03729021453876,0.00249668897873932,0.35287267869692,4.29114788086565,0.0243767723504252,0.00402445002554731
"CD27",1178.1573207769,120064.818582931,38.1623120021593,3644.94138594404,489.203050004416,6434.78220165919,108828.58905246,1717.36944896894,2014.85854224611,16757.9356718864,13440.8113736146
"LAMP1",0.0211554096616622,0.142630705608248,0.810846659582369,0.000928294577482135,0.0299277974519987,0.0119267548032134,0.0390198847193256,0.224167804855579,1.0831097064153,0.012649604368446,0.00499793390721333
"FAS",0.0500380267063627,0.404307749140147,121.028948218668,0.0750562207275992,0.255278818222513,0.100530199127031,0.126644109854401,2.08876356898801,0.190948816760863,0.595503472064109,0.0790835754215582
"TNFRSF4",0,0.00250554153076121,0.0488360054347377,0,0,0,0,0.006040115877218,0,0,0
"HLA-DRA",0.0913052021855565,0.0126121929464316,0.151671142751715,0.00159439930503269,0,0.00272753121922233,0.00288202484472667,0.0139482796102954,0.475907892131691,0.00409511860337119,0.0065062347752983
"CD1C",0.0378709920464197,0.20816813325112,0.0138415378186481,0.0189620218628843,0,0.00039624317583083,0.0082736945043629,0.0417219590601387,0.101856230567411,0.0259160427892425,0.007229562312107
"ITGAM",0.0398622793835739,0.0946978050139071,0.107316421587787,0.0275361927900887,0.129140565993349,0.0281370073123204,0.0525306939934577,0.0423349495391306,0.0965747924783872,0.0584238835431077,0.0228237991495827
"FCGR1A",0.0463657168637571,0.187590604544748,0.0566566827399375,0.0705721132775397,0.175925493023507,0.0341338202065943,0.27646648975982,0.0485977261024484,0.116665599912196,0.0354872927232093,0.369193684899639
"THBD",0,0.00182696912695304,0.00108213369719032,0,0,0,0,0.0010241714022006,0.0122650671136329,0,0.00343194935454231
"CD1D",0.00328393628436288,0.00163800748628159,0,0.0121749819337988,0,0.0109032062254581,0.00398822674884025,0,0.00605053983116884,0.00872105513747382,0.00881223840516841
"KLRK1",0,0.007735002801174,0.223433471969595,0.00249216299688903,0.00341071679362664,0.0133683628586635,0.00587442085136833,0.0503906487676116,0.000657160016468739,0.00988566195453645,0
"CR1",1.97671333421933,0.156713374740829,2.6214722556498,0.398183016099547,2.78494639361602,0.0377538621795332,4.27874651975961,3.36622116541603,2.87239341889326,0.727238219674318,0.942704090723887
"B3GAT1",13954.7483377314,346867.804242566,0.512862162572865,3219.64681210448,0.146334404978179,0.50887915122903,3.49379051560261,0.121799067715695,0.154570863907036,4173.88823057874,3.3336463931825
"BTLA",0.134934343179623,0.185119235639068,0.360955105085917,0.0375582238269155,0.0281643603589687,0.113726270157539,0.296223822944803,0.689313138737819,0.00780637356400092,0.05992162222154,0.106687352167058
"ICOS",2.62502953883575,7.40463652882372,65530.4070023152,3.6108149007835,61.5028695778737,1.36841386180599,0.603620952301974,191.060304727636,14.9291614961018,5.31050084235654,2.17122766204075
"CD58",0,0.0606035853821389,0.00653958007279727,0,0,0,0,0.0527552839205691,0.500850145136048,0,0
"ENTPD1",0.0252049799035542,0.0249449926020688,0.107946391408508,0.116488574147732,0.00788573739636188,0.268308913055661,1.48524342670207,13.1274170633278,0.306549522438478,0.307489758526226,0.0806002139807768
"CX3CR1",0,0.00478275074778601,0,0.000572882995267768,0,0,0,0.00380455049745755,0,0,0.00207488865691947
"CD24",0.00379987608040157,0.000948714310404234,0.00378420170645513,0,0,0,0,0.00659014309582542,0.00111164102590851,0,0
"CR2",4.4839922515494,2.87952703006861,48.7702749306839,3.26479384554163,1.9525154243751,0.298332033845737,1.55115298279908,32.2113070696587,2076.11159346841,1.66891987093565,7819.41095906207
"ITGAL",58.0578955335702,45.3294676496126,14.4533130216228,65.5833175681703,208.73414180519,24.8435749448076,49.3301272951214,56.6306930219411,87.0460772002889,74.3229411695653,1.1384025973863
"CD79B",0,0,0,0,0,0,0,0,0,0,0
"CD244",0.00443590701050649,0.221134621525962,0.928787462502534,0.0852086605243248,0.0675270094815979,0.180312847153241,0.346025801052709,0.658978945119558,1.20988554991462,0.57432399093015,0.343896200101382
"SIGLEC1",0,0.00690939005913722,0.0212964334716043,0,0,0,0.00190842317529574,0.0064361917295135,0.0630384523689676,0,0.00115964945720653
"ITGB7",0.217840288317625,0.526814320387471,0.571565157343274,0.430593041041771,0.402916290089417,0.110247102270822,1.14619896327221,30.7665524824421,59.9138681805666,0.174865029695014,0.0436837151650099
"TNFRSF13C",0.00565661798033682,0.0667076538489543,0.0133468042573532,0,0.00184953182380329,0.000247582565870137,0,0.0034498694981819,0.00611432157545833,0,0.00426721428567276
"GP1BB",75.8712815242596,5.80688370967811,619.359718863183,1.78496846768248,186.058112732894,39.2845465633492,36.5920879854499,29.6224527581948,19.1704292787599,213.747805191139,14.4142408735142
"ICAM1",0.060756123321908,0.229592333607674,0.0308782029587777,0.446251784886391,0.0866542278356998,0.0890657530089779,0.328256017471069,0.0463304513212099,3.34979773387944,0.139754310500621,0.242476846990507
"SELP",143.745076500499,6.3457700028144,2877.04703429329,8202.70809744356,122.592322922276,23.526847482961,1044.65484187236,646.945615381333,136.216710439914,207.615978807513,8.3959969298859
"IFNGR1",0,0.00932477046798091,0.0328805073178707,0,0.000341040063312134,0,0,0.0436182069063107,0.00396925050648233,0,0
"TCR-AB",14.4680962907533,30.5212768017629,343.96192719585,6.92035363121546,35.7595895005417,6.3504256816751,4.66327968717157,59.6700247402171,8.07143878518848,17.8129405035087,3.8449645373083
