"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"CD86",0.020351641377233,0.109473325972917,0.00962849698818195,0.0262858839599118,381026.009638574,0.0149178142797353,0.0478503303727509,0.0461873474432791,0,0.0279104840868242
"CD274",0,0,0,0,0.083764293939307,0,0,0,0,0
"TNFRSF14",0,0,0.0370822447104315,0,0,0,0.0506734845394247,0,0,0
"PVR",0,0,0,0,0.680908038787178,0,0.0114142698272538,0,0,0.00372028266031753
"NECTIN2",0,0.0214268910663755,0.000796374004323062,0,0.486252078313228,0,0,0,0,0
"CD47",3.31840934453008,0.0549413750668118,0.717239918239603,1.5226213614764,0.298081168258477,0.129838529317952,1.12425516537452,0.438058951212854,0.155227526024899,0.0933479741494169
"CD48",33.9470627650804,120.392439798065,37.3845339061216,40.6544399955425,44.4198318007862,18.8849739034421,22.8748554339732,24.1678658176742,13.5434949564463,17.1916949935584
"CD40",0.136105228460936,0.175919840249756,0.0933481304814016,0.0915855126653338,205.95996590072,0.242465007578223,0.0403788418970067,0.0518564164252472,0,0.0450124637513986
"CD40LG",0,0.000693368403911583,0,0,0.00223077454374216,0,0,0,0,0
"CD52",0.201980715069162,0.719190788393495,4.32369333456927,0.0148339613569516,0.074759997450767,0.0398737678034853,0.955821308411131,1.44081987352354,0.0106088785883276,0.0141631849404704
"CD3D",64.7157632606011,56.6766165374173,6840.07504293137,16.3058020030584,154.694633343583,23.5324718803645,67.8049744161313,81.5551849916403,9.1597062517657,9.97146014452056
"CD8A",3376.53081262744,0,4.66141475952687,0,0.171142139673471,0.418217203120778,0.171985781837863,0,0,0.371284147044531
"NCAM1",0,0.00323708061660916,0.0584054419664778,0.391424537601386,0.0470828563554847,0.0229424517943492,0.0270109408740194,0.00480371986355042,0,0.023374882463487
"CD19",0.0808334154680113,0.0474996922668627,11.6385143198754,0.0105415948815178,0.47159765096575,0.104434024807536,0.000502699575634378,0.707706802862246,0,0.0292535418571159
"CD33",101.113947492149,0.0154877991327888,190.67521554783,0.0485953048139116,0.728228544014763,0.200441001373327,0.942071420331577,0.794549390179149,0.085254533083434,0.108509363038939
"ITGAX",327.011355805172,0,3.43168030175835,97.0544300569256,51.7522115049405,0.131246879101372,0.0340865331872649,0.0439361891766212,0,0.873759032175904
"HLA-A",5.92412441577733,0.456430044746358,24.9433751033352,0.653974873454872,4.15396517960227,0.165461365559893,0.780435111143014,0.601381312787815,1.17742477224657,0.202771630223821
"CD45RA",15.8229478560582,51.3939161380149,130.309998478858,16.5353634690771,16.0785749645711,10.5082990943677,116.446799505145,39.4337329633453,9.08177771007071,10.2653542757942
"IL3RA",0.00685347912171547,0.103375269860855,78.2780801291633,0.0550015241713817,0.0371674028093921,0.0189681674044902,0.0504559401984531,0.0938578417061554,0.00349093146682382,0.00964151705857423
"CD7",87210.7928490549,11059.0585141489,689960.937016967,30557.573750233,308471.166772557,300340261.072379,29069.481242995,743.803001603876,16142.0541310475,238.525535242976
"ENG",0,0.0133421065192266,0,0.00146001291501343,0,0,0,0.0110347900531051,0,0.000599941741285714
"ITGA6",0.285608960507786,0,0.476548040131301,3.36362328626471,0.0569206635960872,0.207355176967846,0.00170887841230932,0.197417390222705,0.34852512764754,0.0155716632138787
"CCR4",18.5334931230237,25.2105152592315,4427.17592891278,18.1271664503987,3853.53479699312,17.1643410176836,193326.173026283,143.194355783394,4.60835064992289,13.161455824568
"CD4",137.341331167603,148.387721288535,32176.7917029967,86.4017021090227,790.391528759059,55.6472519157302,51.559765345475,323.344669213141,113.296570693126,47.0678611291614
"CD44",3270.040073716,843.357093337632,55.1133267533442,18092.7329732953,1858.73058481551,1271.2413839558,172.739310392454,1351.6517542686,146.926565787425,2153.97663094837
"CD14",0.112156651970329,0.0837463552688754,0.0926383947583605,0,0.002276318458135,0.0158724163903655,0.0826863493312119,0.00833927759581322,0,9.16696213657071e-05
"FCGR3A",0,0,0.0577415518956482,0,0.0471480923837556,0.00578985743238424,0.0462382724733857,0.00611214036875596,0.0121358827223986,0.0980634014573143
"IL2RA",12.0739795977702,5.76516830418507,6225.26945000934,15.1418268801236,126833178.028784,112.665234380653,139.110762347718,41.4527300653998,8.82057940870027,5.16238671954191
"CD45RO",7.541216188596,1.11655056948032,12.9172919328474,0.285880121074665,2.99227359669462,0.40132943273481,0.766940861558428,0.150139959645934,4.73213814725515,0.24092323416384
"PDCD1",0.45030084878972,0,0.233257906388679,0.0296192265004679,0.181615831859913,0.00121818261349542,0.135269663330736,0,0.00152552120574714,0
"TIGIT",3.77829150802882,1.67585267141706,739.633841245717,0.143823123968481,3.54408611776167,0.145798294792602,39.1857467032901,0.0621288272703215,0.00711758161909515,0.0159211233728837
"Mouse-IgG1",0,0,0.00121344698848253,0,0.00550406743844164,0,0.00714329788940421,0,0.000153754654503265,0
"Mouse-IgG2a",0.000618286157960483,0,0.00178712724734357,0.00136784916097137,0.00474270779465302,0.00525592618358332,0.00319200410668014,0,0,0
"Mouse-IgG2b",0,0.00773533182192004,0.0130044221941471,0,0.0087895268650738,0,0.00237169664420951,0.00263115840303016,0,0.00522108905235113
"Rat-IgG2b",0,0,0.00388571004425099,0.00280434875838675,0.0263542926722247,0.0147320382251349,0.0106351148068714,0.049789387892907,0,0
"MS4A1",0.0115782772525086,0,0.490286180556842,0,0,0.153102855925237,0.00273551849219845,0.161449738844373,0.0266859642649433,0
"NCR1",0.0607528489206671,0,1.8928087009254,0,0.0012284596055671,0.002765646514376,0.033080753529533,0,0,0.00485320344306228
"PECAM1",0.445983264122746,0,0.521737269759082,1.6029341175596,0.0657230325500783,0.000832979922111992,0.0246303214035693,0.0523683593113231,0,0.021198892871653
"MCAM",24.0021791746855,0.186791751152682,501299388012.77,52743.135757037,37418893.0612663,331.229133746474,9820.4467594632,2.12086473511897,5243.67982963767,20373.0374989912
"IGHM",0,0,0.252631681428329,0.166513419466215,0.00473305865829103,0.0311876378294556,0.00320956226804946,0,0,0
"CD5",460.704082580421,965.372579685528,92124.0397513963,584.525328965775,1639.46578827087,172.238569959225,150.836592421946,1072.85901293946,353.415448290112,148.044204269075
"CXCR3",0.00256141820840081,0,0.0006958593177072,0,0,0,0.0255994810401917,0,0,0
"CCR5",0,0,0,0,0,0,0,0,0,0
"FCGR2A",0.0862276820401665,0,1.43747551821425,0,0.00120811546488661,0.00445589107967063,0.00473219515150748,0.00511990268225087,0,0.0161496258619088
"CCR6",0.155490270572565,0.0661277149955231,1.57204214139918,0.00327500771274354,1.86944286896891,0.00200567443352323,5.00723025741105,0.163727353820013,0,0.203949868838683
"CXCR5",0,0,0.00158359183599322,0,0.000962377648040643,0,0.00163943494476228,0.0220229306161907,0,0.00375292512919835
"ITGAE",0.0272961168922028,0.031071843773466,1.85943566827683,0.224273948836447,48913.3798624292,353.216268035495,0.0735743409320076,20.6997767307689,0.529941000602292,0.0115116725238588
