p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
5.858960252335018e-55,4.070113422988653,0.295,0.016,1.3133445301634177e-50,TRBV11-2
1.08952399329995e-46,6.298266039800444,0.125,0.001,2.4422769833811678e-42,TRBV10-1
1.4627168313166642e-37,3.7661985806167912,0.307,0.03,3.2788260490794345e-33,TRAV26-1
3.881186102391768e-17,2.4164406671665932,0.284,0.057,8.700066767121387e-13,TRAV8-3
1.3217654058902899e-15,3.064283670644489,0.148,0.017,2.962869333843674e-11,TRAV12-3
4.393948738124778e-13,2.000436811459914,0.318,0.088,9.849475491380502e-9,TRBV7-2
3.1363955752156176e-8,-1.4784556725244924,0.295,0.585,7.030544321403328e-4,KLRD1
5.5815750103407154e-6,2.002927649819525,0.114,0.027,0.1251165854317975,TNFRSF18
8.792860088080357e-6,1.055242906340025,0.5,0.315,0.19710075173440927,TRAT1
1.3594424598985197e-5,-0.7642518163795149,0.864,0.909,0.3047326218108522,CCL5
1.756742655659938e-5,0.7966684174115812,0.67,0.498,0.39379143369273173,APOO
2.8584380001892762e-5,0.6695387319143005,0.716,0.573,0.6407474621224282,TUBA1A
2.9371527857224423e-5,-1.4800681395275745,0.17,0.383,0.6583921684475427,IFITM2
3.179700504876725e-5,-0.935041676705588,0.523,0.772,0.7127616651731667,IFITM1
3.6044807867020035e-5,-1.1200140918445864,0.239,0.469,0.8079804131471211,LY6E
3.961671669130011e-5,1.9740375680538658,0.17,0.061,0.8880483213521834,TRAV8-1
4.32288344875778e-5,0.6010353615922215,0.727,0.485,0.9690175538735439,ENSG00000280441
1.644482964881227e-4,-5.870492486995606,0,0.141,1,TRAV8-6
5.431818520042701e-4,-5.334228916017706,0,0.121,1,TRBV5-1
0.013795456950506055,-3.209641476409205,0.023,0.102,1,TRGV9
0.4542475916770209,3.1281924102846332,0.148,0.128,1,HSPA1A
0.06792459829784674,-3.110100592094263,0.045,0.102,1,KLRC2
0.001591107667430003,-3.00135402520055,0.011,0.122,1,CBR4
0.005053495996381658,-2.9789901782183286,0.011,0.102,1,SELENOI
0.006305565917078821,-2.8553505427825585,0.023,0.115,1,PCLAF
2.0136987921998023e-4,-2.622375794293152,0.045,0.204,1,ZNF581
0.0031217806311844205,-2.5504920133025224,0.011,0.112,1,LMNB2
0.0011797191424962104,-2.3275660721130462,0.034,0.162,1,MPST
0.006864939246643938,-2.1818517584490866,0.023,0.115,1,DDAH2
6.67261253931715e-4,-2.0606087492862146,0.045,0.189,1,PHF23
0.014043915436050868,-2.0268240110502473,0.057,0.146,1,HAVCR2
7.075725687526584e-4,-1.9959906265645164,0.034,0.175,1,RDH14
0.014219288438590582,-1.9564088554274166,0.023,0.103,1,TMEM140
0.00481759583121462,-1.9177470380552282,0.023,0.123,1,ARMT1
0.004817595739046305,-1.9076539923708862,0.023,0.123,1,KMT2B
0.016745068283636082,-1.8994682587677807,0.023,0.1,1,C2CD5-AS1
