"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ADGRG1",4.57700813315435e-06,7.08825672260357,0.313,0.186,0.000627050114242146,"25: CD56bright NK"
"SELL",9.3997948220965e-05,-8.17685311412712,0.669,0.742,0.0128777189062722,"25: CD56bright NK"
"CD244",0.00113636081812298,-0.517968201616853,0.557,0.446,0.155681432082849,"25: CD56bright NK"
"ITGB1",0.00415678731877511,0.0961004811606951,0.475,0.379,0.56947986267219,"25: CD56bright NK"
"CD38",0.00643651108884485,-0.389712652065318,0.502,0.407,0.881802019171744,"25: CD56bright NK"
"CD8A",0.313824317869833,-20.3320332929627,0.152,0.145,1,"25: CD56bright NK"
"Mouse-IgG2b",0.305804662526833,11.773475657808,0.015,0.009,1,"25: CD56bright NK"
"TIGIT",0.722214154146465,-11.4847839618623,0.07,0.076,1,"25: CD56bright NK"
"CD5",0.0707354475170771,-8.25140309305054,0.02,0.04,1,"25: CD56bright NK"
"ITGB7",0.426422237987018,-7.9830904929404,0.057,0.042,1,"25: CD56bright NK"
"ENTPD1",0.123893087567265,-6.30347323135494,0.149,0.139,1,"25: CD56bright NK"
"DPP4",0.0306185009149812,6.0725936955254,0.035,0.059,1,"25: CD56bright NK"
"SIGLEC7",0.128842547139633,-5.94983078913911,0.463,0.431,1,"25: CD56bright NK"
"ICAM1",0.0544827065594828,5.89336692327759,0.634,0.632,1,"25: CD56bright NK"
"KIR2DL1",0.700898682412852,-5.86068413506325,0.04,0.034,1,"25: CD56bright NK"
"CD4",0.0460044943956848,5.69707488532342,0.01,0.021,1,"25: CD56bright NK"
"CD101",0.384778706400419,-5.24199531763482,0.07,0.052,1,"25: CD56bright NK"
"CD19",0.489430898666211,-5.1576445470925,0.07,0.089,1,"25: CD56bright NK"
"ITGA4",0.129939575901953,-4.95773150592421,0.57,0.513,1,"25: CD56bright NK"
"CD27",0.244378389830117,-4.88356171122109,0.06,0.07,1,"25: CD56bright NK"
"CR1",0.882984304198968,-4.82143205124568,0.124,0.115,1,"25: CD56bright NK"
"CCR4",0.322136255155826,4.76941432049006,0.04,0.028,1,"25: CD56bright NK"
"TCR-vA7.2",0.133440375588972,4.6674755436852,0.027,0.028,1,"25: CD56bright NK"
"CD69",0.126380009110312,4.54111695078949,0.117,0.114,1,"25: CD56bright NK"
"B3GAT1",0.136672938502708,4.37666881351799,0.047,0.037,1,"25: CD56bright NK"
"Hamster-IgG",0.101538942686648,4.34497840757658,0.022,0.011,1,"25: CD56bright NK"
"CLEC12A",0.899819378262556,-4.26267486158871,0.189,0.199,1,"25: CD56bright NK"
"KLRG1",0.552832921416057,-4.08224655505629,0.07,0.059,1,"25: CD56bright NK"
"ITGA1",0.0257141407964288,-3.60383730141458,0.458,0.42,1,"25: CD56bright NK"
"CD226",0.425976490133971,3.54524072107293,0.01,0.008,1,"25: CD56bright NK"
"LAG3",0.887652603972303,-3.41419861650835,0.015,0.018,1,"25: CD56bright NK"
"KIR2DL3",0.0923376937311456,-3.4010936732268,0.117,0.083,1,"25: CD56bright NK"
"TNFRSF9",0.607291895221961,3.26968822077798,0.015,0.016,1,"25: CD56bright NK"
"IL3RA",0.778246888546647,-3.25569839999553,0.124,0.111,1,"25: CD56bright NK"
"MS4A1",0.115926768986523,-3.21354068173702,0.005,0.016,1,"25: CD56bright NK"
"SELP",0.694445369951744,3.09155060960405,0.012,0.012,1,"25: CD56bright NK"
"CD1C",0.0492852013334787,3.08462236642839,0.05,0.048,1,"25: CD56bright NK"
"KLRK1",0.793003017549686,-3.07471907226662,0.162,0.148,1,"25: CD56bright NK"
"ITGA2B",0.126051610297017,3.01043207887577,0.02,0.011,1,"25: CD56bright NK"
"ITGAM",0.0458503327301006,-2.99100909814358,0.216,0.162,1,"25: CD56bright NK"
"TCR-AB",0.159221408125734,-2.89506406726874,0.015,0.033,1,"25: CD56bright NK"
"NCAM1",0.600041745965856,2.87798333651214,0.846,0.83,1,"25: CD56bright NK"
"TFRC",0.978591409951647,-2.83899581111099,0.137,0.135,1,"25: CD56bright NK"
"CD1D",0.56080059052805,2.81898456389554,0.01,0.009,1,"25: CD56bright NK"
"CD22",0.14714591268375,-2.80197772974785,0.062,0.061,1,"25: CD56bright NK"
"ITGA2",0.383857773718875,2.60046529195488,0.01,0.007,1,"25: CD56bright NK"
"IGKC",0.145668127779361,-2.54298643010903,0.005,0.018,1,"25: CD56bright NK"
"NCR1",0.400059084857963,-2.54225785390737,0.654,0.615,1,"25: CD56bright NK"
"CXCR5",0.130888302769602,2.53212024003209,0.01,0.013,1,"25: CD56bright NK"
"CD7",0.422449946876354,2.51727491637484,0.754,0.719,1,"25: CD56bright NK"
"HLA-DRA",0.446001128965093,-2.47771330015054,0.067,0.069,1,"25: CD56bright NK"
"GP1BB",0.0113225437180217,2.36332021674157,0.01,0.019,1,"25: CD56bright NK"
"CD45RO",0.275503372703763,2.18053009012233,0.022,0.039,1,"25: CD56bright NK"
"ITGAE",0.629666175286913,2.11451140447247,0.114,0.101,1,"25: CD56bright NK"
"CD45RA",0.493296896090709,2.10191486943838,0.818,0.81,1,"25: CD56bright NK"
"CR2",0.1456244887993,-2.03683094705941,0.085,0.121,1,"25: CD56bright NK"
"IGHM",0.0473134581199685,2.03538912263136,0.005,0.018,1,"25: CD56bright NK"
"KLRB1",0.259869591887406,-2.01716341237134,0.174,0.153,1,"25: CD56bright NK"
"ITGAX",0.384559565911206,-2.01121560139875,0.552,0.537,1,"25: CD56bright NK"
"LAMP1",0.725906571113548,1.96473542391141,0.02,0.019,1,"25: CD56bright NK"
"CD36",0.0631011404258099,1.9011085308692,0.02,0.006,1,"25: CD56bright NK"
"CD52",0.693001900324896,-1.84803714926915,0.025,0.021,1,"25: CD56bright NK"
"ICOS",0.480583978309814,-1.68922219629909,0.007,0.015,1,"25: CD56bright NK"
