"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"NT5E",0.0374514324588545,-2.42198233892481,0.04,0.052,1,"21: Gamma Delta 2 T cells"
"PVR",0.13757930897276,-2.09375011148561,0.007,0.016,1,"21: Gamma Delta 2 T cells"
"CD101",0.775596070237856,1.87218464535867,0.114,0.109,1,"21: Gamma Delta 2 T cells"
"TNFRSF13C",0.647257361504915,-1.7183024552401,0.021,0.028,1,"21: Gamma Delta 2 T cells"
"FCGR2A",0.773067619804774,-1.71415373072591,0.024,0.029,1,"21: Gamma Delta 2 T cells"
"CXCR3",0.230177975843651,-1.69144219089539,0.012,0.022,1,"21: Gamma Delta 2 T cells"
"ITGAM",0.608611358732305,-1.68034146835101,0.095,0.094,1,"21: Gamma Delta 2 T cells"
"CD47",0.142660504309673,-1.599020414705,0.267,0.285,1,"21: Gamma Delta 2 T cells"
"TNFRSF14",0.0685500709399265,-1.55868445254509,0.018,0.031,1,"21: Gamma Delta 2 T cells"
"IL2RA",0.0264416479608804,1.55557840769263,0.013,0.03,1,"21: Gamma Delta 2 T cells"
"IGHD",0.445187262773055,-1.37938013054324,0.03,0.037,1,"21: Gamma Delta 2 T cells"
"PDCD1",0.30871188616921,-1.37656724260429,0.006,0.011,1,"21: Gamma Delta 2 T cells"
"CD82",0.466837839499062,-1.31833723126423,0.015,0.016,1,"21: Gamma Delta 2 T cells"
"ITGA2B",0.944661174027019,-1.30090729124714,0.067,0.067,1,"21: Gamma Delta 2 T cells"
"SELP",0.534089436960389,1.25232884661319,0.085,0.071,1,"21: Gamma Delta 2 T cells"
"THBD",0.166937877881622,1.24361690441772,0.025,0.015,1,"21: Gamma Delta 2 T cells"
"CD38",0.295318864993641,1.18346356890775,0.315,0.287,1,"21: Gamma Delta 2 T cells"
"CD69",0.0155617162809135,-1.12770437929519,0.385,0.329,1,"21: Gamma Delta 2 T cells"
"CD22",0.253761029627134,-1.06133935069358,0.055,0.058,1,"21: Gamma Delta 2 T cells"
"Mouse-IgG2b",0.399536968930697,-1.02034870375154,0.01,0.012,1,"21: Gamma Delta 2 T cells"
"KIR2DL1",0.765653185033757,-1.00454671771374,0.013,0.017,1,"21: Gamma Delta 2 T cells"
"ICAM1",0.684625206933664,-0.974209510589636,0.328,0.316,1,"21: Gamma Delta 2 T cells"
"SLAMF7",0.679738933849534,-0.967221032305533,0.018,0.023,1,"21: Gamma Delta 2 T cells"
"GGT1",0.121738761085743,-0.95650596133329,0.071,0.089,1,"21: Gamma Delta 2 T cells"
"CD14",0.426251233636542,-0.918968080520379,0.024,0.031,1,"21: Gamma Delta 2 T cells"
"LAMP1",0.10347238281836,0.891119898824799,0.105,0.081,1,"21: Gamma Delta 2 T cells"
"ENTPD1",0.462677294870055,-0.880911015601559,0.043,0.056,1,"21: Gamma Delta 2 T cells"
"GP1BB",0.33108455040606,0.872789605056665,0.067,0.054,1,"21: Gamma Delta 2 T cells"
"CD27",0.576665472345954,-0.821097393077963,0.532,0.52,1,"21: Gamma Delta 2 T cells"
"LAG3",0.225948933605466,0.786721799096833,0.048,0.032,1,"21: Gamma Delta 2 T cells"
"CD86",0.701781452516658,-0.785868624813693,0.055,0.047,1,"21: Gamma Delta 2 T cells"
"CD33",0.102316239391664,0.740840941091469,0.091,0.103,1,"21: Gamma Delta 2 T cells"
"CD3D",0.0429766180631894,0.710398482863216,0.984,0.965,1,"21: Gamma Delta 2 T cells"
"FAS",0.216992755302452,0.70101928298401,0.302,0.34,1,"21: Gamma Delta 2 T cells"
"CD58",0.192479348683341,0.608677365342122,0.171,0.14,1,"21: Gamma Delta 2 T cells"
"CD1C",0.727384812966563,-0.585418840799823,0.043,0.044,1,"21: Gamma Delta 2 T cells"
"MCAM",0.631389368982828,-0.580845672300334,0.077,0.069,1,"21: Gamma Delta 2 T cells"
"CD45RO",0.594628862558606,-0.552573283640249,0.293,0.296,1,"21: Gamma Delta 2 T cells"
"TNFRSF9",0.205500307925322,-0.525482608062974,0.006,0.014,1,"21: Gamma Delta 2 T cells"
"TIGIT",0.268297421910955,-0.513562453798767,0.024,0.036,1,"21: Gamma Delta 2 T cells"
"ENG",0.403930106741621,0.505560591932445,0.037,0.028,1,"21: Gamma Delta 2 T cells"
"CLEC4C",0.315503323179899,-0.504977948932002,0.016,0.027,1,"21: Gamma Delta 2 T cells"
"SIGLEC1",0.956017402686887,0.47833940984402,0.013,0.015,1,"21: Gamma Delta 2 T cells"
"FCER1A",0.0957329374636979,-0.468131586611586,0.018,0.009,1,"21: Gamma Delta 2 T cells"
"CD163",0.732335864287199,-0.444817186313972,0.024,0.03,1,"21: Gamma Delta 2 T cells"
"IFNGR1",0.481900482665327,-0.387055919353786,0.085,0.1,1,"21: Gamma Delta 2 T cells"
"B3GAT1",0.948434918121222,-0.385429895863359,0.074,0.075,1,"21: Gamma Delta 2 T cells"
"Rat-IgG2a",0.748178383738746,0.373309265246585,0.01,0.007,1,"21: Gamma Delta 2 T cells"
"BTLA",0.0290429405990893,-0.334176116954359,0.013,0.032,1,"21: Gamma Delta 2 T cells"
"CLEC12A",0.179513542388725,-0.327213490222998,0.134,0.106,1,"21: Gamma Delta 2 T cells"
"KIR2DL3",0.278072674169725,-0.304067096873721,0.016,0.026,1,"21: Gamma Delta 2 T cells"
"CD44",0.0456546166078717,0.263520533064654,0.985,0.969,1,"21: Gamma Delta 2 T cells"
"CD244",0.058545090337226,-0.244896983573661,0.532,0.476,1,"21: Gamma Delta 2 T cells"
"Mouse-IgG1",0.0892600999166958,-0.2224817369414,0.006,0.016,1,"21: Gamma Delta 2 T cells"
"CCR5",0.0273762918978003,0.187873104106231,0.379,0.319,1,"21: Gamma Delta 2 T cells"
"TCR-AB",0.44150411930205,-0.181412662439018,0.068,0.074,1,"21: Gamma Delta 2 T cells"
"CD226",0.773694208047515,0.165779085598305,0.077,0.069,1,"21: Gamma Delta 2 T cells"
"IL2RB",0.797319796125454,0.165527739470788,0.046,0.048,1,"21: Gamma Delta 2 T cells"
"CD81",0.0852545971550605,0.15357282539102,0.415,0.383,1,"21: Gamma Delta 2 T cells"
"CD48",0.438882812568278,-0.150395359735804,0.991,0.985,1,"21: Gamma Delta 2 T cells"
"Human-Ig",0.0885357281075211,0.1362641015728,0.006,0.015,1,"21: Gamma Delta 2 T cells"
"HLA-DRA",0.036702235781642,0.128205722862086,0.037,0.063,1,"21: Gamma Delta 2 T cells"
"CXCR5",0.991763265036388,-0.127187713848947,0.024,0.023,1,"21: Gamma Delta 2 T cells"
"CD1D",0.927802148191282,-0.0859950957478031,0.009,0.01,1,"21: Gamma Delta 2 T cells"
"ITGA2",0.646636366565704,-0.0819470093613277,0.07,0.061,1,"21: Gamma Delta 2 T cells"
"Mouse-IgG2a",0.936506593698041,0.074775953374564,0.009,0.01,1,"21: Gamma Delta 2 T cells"
"OLR1",0.862017620999701,0.0674694708834522,0.015,0.017,1,"21: Gamma Delta 2 T cells"
"ADGRG1",0.0280876805996237,-0.0548074977672357,0.312,0.255,1,"21: Gamma Delta 2 T cells"
"IGKC",0.999948767225497,0.0482792675580956,0.01,0.01,1,"21: Gamma Delta 2 T cells"
"ANPEP",0.904982582510344,0.0322235205932691,0.051,0.055,1,"21: Gamma Delta 2 T cells"
"FCGR1A",0.711977290467991,0.0306890963437607,0.051,0.052,1,"21: Gamma Delta 2 T cells"
"CD40",0.861804481271828,-0.0181687332799494,0.036,0.04,1,"21: Gamma Delta 2 T cells"
"CD2",0.325544088985962,0.00544660919258,0.709,0.682,1,"21: Gamma Delta 2 T cells"
"ITGA6",0.729236118182745,-0.00036222869544611,0.056,0.058,1,"21: Gamma Delta 2 T cells"
