"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"IL2RB",8.47216125239136e-07,-0.828326907593313,0.191,0.281,0.000116068609157762,"17: NK cell_2"
"CX3CR1",1.83684656392268e-06,-1.25628372803848,0.091,0.16,0.000251647979257408,"17: NK cell_2"
"CD45",6.62394287231489e-06,-0.183859780924573,0.831,0.859,0.00090748017350714,"17: NK cell_2"
"ADGRG1",8.14772711120884e-06,-3.91315734165125,0.781,0.801,0.00111623861423561,"17: NK cell_2"
"KLRB1",1.60269070213676e-05,-1.55221502889991,0.211,0.298,0.00219568626192736,"17: NK cell_2"
"ITGB1",4.93181137718515e-05,-0.415323245404629,0.413,0.503,0.00675658158674366,"17: NK cell_2"
"HLA-A",6.78000659280739e-05,-0.327445384909934,0.476,0.564,0.00928860903214612,"17: NK cell_2"
"CD45RA",0.000251884989371119,-0.736084243955846,0.953,0.967,0.0345082435438434,"17: NK cell_2"
"CD226",0.000328222971998434,-0.949912125377903,0.038,0.078,0.0449665471637855,"17: NK cell_2"
"HLA-E",0.000507788354973408,0.236919669493675,0.051,0.084,0.0695670046313568,"17: NK cell_2"
"SLAMF6",0.000595962903425312,-0.760781952592068,0.41,0.478,0.0816469177692677,"17: NK cell_2"
"KIR2DL3",0.000777082975783217,-1.03901431899337,0.571,0.636,0.106460367682301,"17: NK cell_2"
"ITGAM",0.000967283468900395,-2.19483545082536,0.194,0.245,0.132517835239354,"17: NK cell_2"
"SIGLEC7",0.00154110792228255,-13.4773824581783,0.348,0.422,0.211131785352709,"17: NK cell_2"
"NCR1",0.0018533883832943,-0.00750270162197708,0.502,0.564,0.253914208511319,"17: NK cell_2"
"FAS",0.00230238796089719,-1.14883521737303,0.194,0.199,0.315427150642915,"17: NK cell_2"
"CCR6",0.00339962420749807,3.849630822416,0.022,0.015,0.465748516427236,"17: NK cell_2"
"KIR3DL1",0.00540444315047934,4.79267289019724,0.292,0.297,0.740408711615669,"17: NK cell_2"
"CD33",0.561832046040205,-27.8860925232649,0.137,0.127,1,"17: NK cell_2"
"CLEC12A",0.266411945812884,-15.3285668259799,0.119,0.138,1,"17: NK cell_2"
"FCGR1A",0.0896256646871479,-13.6540405555173,0.076,0.056,1,"17: NK cell_2"
"CD44",0.578949866915307,-8.18602855281722,0.609,0.603,1,"17: NK cell_2"
"ITGAE",0.633680209734883,8.15739700969029,0.086,0.096,1,"17: NK cell_2"
"ITGAX",0.0770642920617868,-7.43477845803254,0.573,0.62,1,"17: NK cell_2"
"TFRC",0.302038553427545,-7.02899207359894,0.015,0.014,1,"17: NK cell_2"
"ICOS",0.0329650827116046,-5.88587251368459,0.019,0.018,1,"17: NK cell_2"
"B3GAT1",0.663702798987172,-5.74101672042097,0.277,0.266,1,"17: NK cell_2"
"ENTPD1",0.427781883255945,-5.7325017586694,0.071,0.06,1,"17: NK cell_2"
"IGKC",0.223396477941366,5.33134429891329,0.022,0.023,1,"17: NK cell_2"
"CD7",0.827316112410392,4.86353472724149,0.802,0.793,1,"17: NK cell_2"
"C5AR1",0.338239768968699,-4.47161865486289,0.036,0.045,1,"17: NK cell_2"
"HLA-DRA",0.824615910444253,-4.31104043874685,0.058,0.061,1,"17: NK cell_2"
"NCAM1",0.611994116092055,4.09536825248079,0.493,0.499,1,"17: NK cell_2"
"CCR4",0.254470551327094,3.92608843357605,0.024,0.03,1,"17: NK cell_2"
"PDCD1",0.189219377815779,-3.80803736439336,0.006,0.01,1,"17: NK cell_2"
"CD40",0.279546436407522,3.74624927420118,0.027,0.03,1,"17: NK cell_2"
"ICAM1",0.527126558605386,-3.5905875435791,0.236,0.257,1,"17: NK cell_2"
"CD28",0.680042824049967,-3.01988965467448,0.011,0.014,1,"17: NK cell_2"
"KIR2DL1",0.0150267204480447,2.95128232537742,0.648,0.641,1,"17: NK cell_2"
"CD52",0.311162751224332,-2.88739766826495,0.052,0.049,1,"17: NK cell_2"
"MS4A1",0.967199922548532,-2.78310022973717,0.01,0.009,1,"17: NK cell_2"
"Human-Ig",0.0154227912632486,2.64432388463419,0.025,0.038,1,"17: NK cell_2"
"ITGA1",0.713612093763274,2.54765747956263,0.126,0.115,1,"17: NK cell_2"
"PECAM1",0.060845735847462,-2.33855102710944,0.015,0.03,1,"17: NK cell_2"
"CD19",0.196445992080704,2.24529234523622,0.074,0.057,1,"17: NK cell_2"
"FCGR3A",0.0132555392182215,2.24475726724268,0.877,0.868,1,"17: NK cell_2"
"ITGB2",0.498432500989117,-2.14706080421146,0.976,0.972,1,"17: NK cell_2"
"SELL",0.861405679554816,-1.9484335796287,0.234,0.244,1,"17: NK cell_2"
"CD45RO",0.243388952604368,-1.93064428392602,0.006,0.013,1,"17: NK cell_2"
"CD99",0.0368118169325742,-1.83941414796439,0.914,0.925,1,"17: NK cell_2"
"Mouse-IgG2a",0.0679125296701072,1.76314249352616,0.015,0.006,1,"17: NK cell_2"
