"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ITGAE",0.104150289200881,-8.55609617999906,0.041,0.048,1,"8: CTL-like"
"CD69",0.934822520995739,-8.02289325225163,0.084,0.085,1,"8: CTL-like"
"CD86",0.602851596765863,-7.39889380033456,0.075,0.08,1,"8: CTL-like"
"ICAM1",0.0250973064427782,-6.84143105971669,0.177,0.173,1,"8: CTL-like"
"TCR-AB",0.376807802157801,-6.62117475808764,0.617,0.596,1,"8: CTL-like"
"CR1",0.637721772871444,-6.426982958582,0.078,0.082,1,"8: CTL-like"
"CR2",0.254107263239421,-6.18391387889162,0.068,0.076,1,"8: CTL-like"
"Hamster-IgG",0.827579003780799,-6.1638832878665,0.012,0.012,1,"8: CTL-like"
"FCER1A",0.0972149245172658,5.83765278439703,0.01,0.007,1,"8: CTL-like"
"NCR1",0.697081688993865,-5.49977731917411,0.018,0.018,1,"8: CTL-like"
"CD27",0.018436630666969,-5.48465256488359,0.179,0.212,1,"8: CTL-like"
"NT5E",0.4147635095862,-5.38874111387106,0.052,0.046,1,"8: CTL-like"
"IL3RA",0.668676371285925,-5.34983229969449,0.036,0.036,1,"8: CTL-like"
"CD8A",0.0629491904037719,-5.17327253145458,0.95,0.937,1,"8: CTL-like"
"HLA-DRA",0.594690221925361,-5.15528317610389,0.071,0.076,1,"8: CTL-like"
"ANPEP",0.148858650921973,-5.11460152546777,0.055,0.048,1,"8: CTL-like"
"TCR-vA7.2",0.485550774466893,-4.98654760831398,0.083,0.073,1,"8: CTL-like"
"ITGAX",0.604071288409372,-4.24281060721537,0.232,0.235,1,"8: CTL-like"
"KIR2DL3",0.0403020567207789,-4.23621965745133,0.044,0.058,1,"8: CTL-like"
"MS4A1",0.634257586592211,-4.19838238045555,0.015,0.012,1,"8: CTL-like"
"CD22",0.210659596476647,-4.18827883117947,0.051,0.05,1,"8: CTL-like"
"OLR1",0.217088817596801,-3.88416803320592,0.007,0.012,1,"8: CTL-like"
"IL7R",0.152607192507494,-3.87280133529785,0.018,0.023,1,"8: CTL-like"
"CD1C",0.35084731215208,-3.86475550497935,0.04,0.049,1,"8: CTL-like"
"KLRB1",0.110910328705013,-3.77778641082286,0.027,0.037,1,"8: CTL-like"
"LAMP1",0.0160905124200519,-3.60880806753908,0.052,0.035,1,"8: CTL-like"
"CD45RA",0.438362262711417,3.55122147325137,0.657,0.638,1,"8: CTL-like"
"IFNGR1",0.484078060177863,-3.54618104414643,0.023,0.029,1,"8: CTL-like"
"TCR-vD2",0.765812112268129,-3.41038942163248,0.041,0.037,1,"8: CTL-like"
"DPP4",0.0174012429001211,-3.3765548109569,0.01,0.021,1,"8: CTL-like"
"NCAM1",0.663701041337607,-3.06001744483192,0.036,0.034,1,"8: CTL-like"
"ITGAM",0.0258531714500461,-2.94450169625126,0.061,0.06,1,"8: CTL-like"
"CD28",0.154465761691759,2.55701056541874,0.017,0.025,1,"8: CTL-like"
"Rat-IgG1",0.608686675697631,2.50478185351962,0.012,0.01,1,"8: CTL-like"
"KLRK1",0.729029585274317,-2.29081965165089,0.034,0.035,1,"8: CTL-like"
"CD36",0.504369665667177,-2.27856853704839,0.016,0.014,1,"8: CTL-like"
"ITGB7",0.139519124751967,-2.21013677048962,0.101,0.11,1,"8: CTL-like"
"ENTPD1",0.0830877738812814,-2.16193223746543,0.08,0.077,1,"8: CTL-like"
"ITGA2B",0.694690351653257,-2.09153455134623,0.02,0.023,1,"8: CTL-like"
"CD45",0.23175208084928,-2.04812559511348,0.965,0.958,1,"8: CTL-like"
"KLRG1",0.135290478837196,-2.03635025976581,0.472,0.445,1,"8: CTL-like"
"CCR4",0.557424012227285,2.00276043632062,0.034,0.031,1,"8: CTL-like"
"HLA-A",0.163149776300846,-1.94807732648971,0.467,0.449,1,"8: CTL-like"
"CD4",0.846588726780692,-1.85980764947713,0.052,0.053,1,"8: CTL-like"
"CXCR5",0.772377677993395,-1.82728195525185,0.021,0.021,1,"8: CTL-like"
"C5AR1",0.16455725339825,-1.44348794013952,0.007,0.013,1,"8: CTL-like"
"LAG3",0.0796280971576469,1.44276171069507,0.042,0.03,1,"8: CTL-like"
"CD101",0.012914408871222,-1.43760991458674,0.308,0.269,1,"8: CTL-like"
"PDCD1",0.0601259836229446,-1.36390592162925,0.02,0.031,1,"8: CTL-like"
"CD19",0.863166081150775,-1.33031228541944,0.057,0.061,1,"8: CTL-like"
"HLA-E",0.0196012936430439,-1.2932325011788,0.026,0.038,1,"8: CTL-like"
"CX3CR1",0.0356384393030352,-1.26563406065048,0.01,0.019,1,"8: CTL-like"
"ENG",0.0249779813186834,-1.15482695021798,0.028,0.031,1,"8: CTL-like"
"CD40",0.42649043483499,-1.1519602907359,0.028,0.032,1,"8: CTL-like"
"CD48",0.0993204361745407,-1.08582723565515,0.943,0.931,1,"8: CTL-like"
"IL2RB",0.297181221289398,-1.06069787385205,0.05,0.046,1,"8: CTL-like"
"FCGR1A",0.763985196062778,-0.98202549765313,0.057,0.056,1,"8: CTL-like"
"PVR",0.514996030930011,0.85407984951634,0.015,0.012,1,"8: CTL-like"
"BTLA",0.423559518645155,-0.775147409485985,0.008,0.012,1,"8: CTL-like"
"KIR2DL1",0.577060403885827,-0.76574683880663,0.023,0.025,1,"8: CTL-like"
"FAS",0.109570636421765,-0.694017310082416,0.227,0.218,1,"8: CTL-like"
"TNFRSF13C",0.751204971938066,-0.655099801226289,0.031,0.031,1,"8: CTL-like"
"CLEC4C",0.0191799224857855,-0.598224190135692,0.012,0.023,1,"8: CTL-like"
"IGHM",0.198887369006579,-0.595668897391581,0.013,0.008,1,"8: CTL-like"
"SELP",0.0332393264444227,0.558705247278545,0.047,0.032,1,"8: CTL-like"
"CD5",0.139546102151154,0.557978877664514,0.703,0.696,1,"8: CTL-like"
"KLRD1",0.0924322188317961,-0.550746016207836,0.319,0.305,1,"8: CTL-like"
"ITGB1",0.0327480906621172,-0.54937964216543,0.352,0.39,1,"8: CTL-like"
"CD45RO",0.0956092293681605,-0.545836165166285,0.095,0.115,1,"8: CTL-like"
"CD226",0.15682567136977,0.501707416426687,0.047,0.035,1,"8: CTL-like"
"GP1BB",0.473565238424009,0.484045883675537,0.029,0.027,1,"8: CTL-like"
"IL2RA",0.774639868107386,-0.421162371690787,0.019,0.022,1,"8: CTL-like"
"CD81",0.149860613243143,-0.362541039960461,0.404,0.415,1,"8: CTL-like"
"TFRC",0.986058195186867,0.349266628732364,0.023,0.023,1,"8: CTL-like"
"CCR5",0.218085286824046,-0.320343317853823,0.022,0.017,1,"8: CTL-like"
"SLAMF7",0.140259723503056,-0.298443211569501,0.005,0.01,1,"8: CTL-like"
"SLAMF6",0.127907686726184,-0.289991168060738,0.657,0.635,1,"8: CTL-like"
"Rat-IgG2a",0.124065659280056,-0.247528569662478,0.011,0.008,1,"8: CTL-like"
"CD14",0.890306048992234,-0.244165585669269,0.024,0.026,1,"8: CTL-like"
"CD163",0.536216889969337,-0.217422889250882,0.023,0.029,1,"8: CTL-like"
"ITGA2",0.120225177804495,0.2153932236267,0.029,0.021,1,"8: CTL-like"
"CCR6",0.841039161128168,-0.112435942802222,0.014,0.013,1,"8: CTL-like"
"SELL",0.499409606179811,0.101731841713583,0.34,0.357,1,"8: CTL-like"
"CD58",0.152241826793974,0.0986543894920491,0.077,0.063,1,"8: CTL-like"
"SIGLEC1",0.944534635903448,0.0734866324088923,0.026,0.025,1,"8: CTL-like"
"FCGR2A",0.959957880926731,-0.0513280873443032,0.023,0.024,1,"8: CTL-like"
"CD2",0.0190500471681193,-0.0134783922534218,0.954,0.948,1,"8: CTL-like"
"THBD",0.9774173636382,-0.00223844206572377,0.011,0.012,1,"8: CTL-like"
