"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"TCR-vA7.2",0.193245419049335,2.95704240346448,0.045,0.077,1,"30: DN T cell_6"
"TIGIT",0.386280803710985,2.82318712072432,0.212,0.214,1,"30: DN T cell_6"
"Rat-IgG2b",0.673229354301585,2.50809800631126,0.012,0.008,1,"30: DN T cell_6"
"CLEC4C",0.0959588555490045,-2.45191020906435,0.02,0.048,1,"30: DN T cell_6"
"NT5E",0.445064879648421,-2.41486274176125,0.024,0.04,1,"30: DN T cell_6"
"CD101",0.22878700767864,-2.39342437654489,0.053,0.075,1,"30: DN T cell_6"
"KIR3DL1",0.987840953528311,-2.30637482546646,0.155,0.159,1,"30: DN T cell_6"
"TNFRSF9",0.942641030783129,-2.26542096780517,0.041,0.04,1,"30: DN T cell_6"
"CD40LG",0.352512380610545,2.26346073229261,0.012,0.004,1,"30: DN T cell_6"
"Rat-IgG1",0.463830417266083,2.17906247841545,0.008,0.01,1,"30: DN T cell_6"
"ITGA1",0.994506675196545,2.13697361709959,0.122,0.121,1,"30: DN T cell_6"
"HLA-E",0.26830546416411,-2.13539830630755,0.033,0.054,1,"30: DN T cell_6"
"ICOS",0.258042638887939,-2.13179408002725,0.016,0.034,1,"30: DN T cell_6"
"OLR1",0.107876073806333,1.98029318530457,0.012,0.022,1,"30: DN T cell_6"
"ADGRG1",0.145941310154185,-1.94938154359321,0.714,0.679,1,"30: DN T cell_6"
"FCGR3A",0.224063053758734,1.87718490723295,0.792,0.784,1,"30: DN T cell_6"
"CD36",0.225433838673897,1.87450118589619,0.645,0.649,1,"30: DN T cell_6"
"IL7R",0.381924515852286,-1.82575849540439,0.037,0.028,1,"30: DN T cell_6"
"PDCD1",0.883312150176471,1.80407645576433,0.012,0.012,1,"30: DN T cell_6"
"KLRB1",0.451805806082362,-1.76737325163097,0.294,0.292,1,"30: DN T cell_6"
"HLA-DRA",0.247164775490551,-1.74365799529782,0.049,0.04,1,"30: DN T cell_6"
"LAMP1",0.88612831502333,1.65744363967157,0.122,0.131,1,"30: DN T cell_6"
"CD82",0.120098861896604,1.63868199432313,0.049,0.036,1,"30: DN T cell_6"
"KLRG1",0.533499608263049,-1.59955999676403,0.139,0.155,1,"30: DN T cell_6"
"Mouse-IgG2a",0.755155733847747,1.59812455294428,0.016,0.01,1,"30: DN T cell_6"
"TFRC",0.923378477218232,-1.5589190468929,0.041,0.04,1,"30: DN T cell_6"
"Human-Ig",0.0990074405435772,-1.53751435681345,0.049,0.06,1,"30: DN T cell_6"
"ANPEP",0.0248157474276551,1.52658121370196,0.147,0.083,1,"30: DN T cell_6"
"CD19",0.338838439617903,-1.5186965635665,0.049,0.044,1,"30: DN T cell_6"
"CD226",0.205037815824382,-1.41094960420597,0.51,0.546,1,"30: DN T cell_6"
"KIR2DL3",0.0263953126791256,-1.34205261637913,0.188,0.268,1,"30: DN T cell_6"
"CD3D",0.149286628522556,-1.21371281833527,0.147,0.173,1,"30: DN T cell_6"
"CD69",0.522814891355356,1.20163636750296,0.547,0.591,1,"30: DN T cell_6"
"CXCR5",0.769562605060575,1.16047476159787,0.029,0.036,1,"30: DN T cell_6"
"Mouse-IgG1",0.254439361364482,1.15718243053232,0.004,0.01,1,"30: DN T cell_6"
"SLAMF7",0.666298718155078,-1.1414678582045,0.049,0.048,1,"30: DN T cell_6"
"ITGA2",0.765751537792859,-1.14133303620003,0.649,0.675,1,"30: DN T cell_6"
"GP1BB",0.847886946976598,-1.08382064517845,0.469,0.474,1,"30: DN T cell_6"
"IL2RA",0.929563681073326,-1.07226569341411,0.037,0.038,1,"30: DN T cell_6"
"TNFRSF13C",0.723512120090844,1.05037136825164,0.024,0.018,1,"30: DN T cell_6"
"FCGR1A",0.761450731340208,-0.977960882152169,0.069,0.085,1,"30: DN T cell_6"
"FCER2",0.658636798430592,-0.976421477543369,0.004,0.01,1,"30: DN T cell_6"
"GGT1",0.725926216422231,-0.975128728354756,0.037,0.032,1,"30: DN T cell_6"
"NECTIN2",0.708762271556336,-0.962686915168223,0.016,0.01,1,"30: DN T cell_6"
"PECAM1",0.900565695018875,-0.931443401989471,0.657,0.667,1,"30: DN T cell_6"
"Rat-IgG2a",0.88144930066214,-0.847368692779289,0.008,0.01,1,"30: DN T cell_6"
"MCAM",0.0846271699352294,0.84635455263277,0.041,0.071,1,"30: DN T cell_6"
"ITGAX",0.0980243992929618,-0.833432338841048,0.469,0.442,1,"30: DN T cell_6"
"KLRK1",0.225271183666745,-0.820247276390709,0.163,0.117,1,"30: DN T cell_6"
"LAG3",0.598915952787932,-0.785311067943117,0.033,0.04,1,"30: DN T cell_6"
"CD45RO",0.789271005191073,-0.767718292700487,0.008,0.012,1,"30: DN T cell_6"
"CD38",0.259175075721696,0.758614315897975,0.853,0.808,1,"30: DN T cell_6"
"SLAMF6",0.566300958704033,0.736082056155174,0.412,0.448,1,"30: DN T cell_6"
"CD163",0.459146953473891,0.7171357627589,0.053,0.04,1,"30: DN T cell_6"
"ENG",0.794553032015943,0.706512151144431,0.033,0.028,1,"30: DN T cell_6"
"SIGLEC7",0.942113163193659,0.650284432958244,0.437,0.423,1,"30: DN T cell_6"
"FAS",0.299713133680183,-0.637931967715797,0.188,0.179,1,"30: DN T cell_6"
"IGKC",0.566233557073627,-0.632413639697207,0.016,0.028,1,"30: DN T cell_6"
"TNFRSF4",0.684824176840973,0.617761894273566,0.02,0.012,1,"30: DN T cell_6"
"ICAM1",0.205743264818291,-0.607013844293797,0.314,0.252,1,"30: DN T cell_6"
"ITGB2",0.0227571586122858,0.58354455289243,0.955,0.901,1,"30: DN T cell_6"
"CD1D",0.362367434855556,0.582417357961698,0.016,0.006,1,"30: DN T cell_6"
"TNFRSF14",0.601760284969421,-0.578436783796746,0.045,0.062,1,"30: DN T cell_6"
"SIGLEC1",0.835612263614153,0.568553190881282,0.029,0.022,1,"30: DN T cell_6"
"PVR",0.14588486298827,-0.525818740220031,0.041,0.022,1,"30: DN T cell_6"
"THBD",0.601404671077135,-0.521218355002785,0.024,0.038,1,"30: DN T cell_6"
"NCR1",0.876544776192077,-0.511244792064398,0.559,0.552,1,"30: DN T cell_6"
"CD14",0.524633550424069,-0.450542019606224,0.041,0.028,1,"30: DN T cell_6"
"TCR-AB",0.169265048740622,-0.437524842554981,0.024,0.052,1,"30: DN T cell_6"
"IL2RB",0.317568300332897,-0.42314978605092,0.237,0.252,1,"30: DN T cell_6"
"ITGB1",0.606236113102309,0.390769692827916,0.898,0.873,1,"30: DN T cell_6"
"CD52",0.463584828609098,-0.388559132137394,0.033,0.05,1,"30: DN T cell_6"
"IFNGR1",0.867988863320212,-0.367251565279826,0.041,0.048,1,"30: DN T cell_6"
"CD45",0.106259852682149,-0.364577906287935,0.8,0.758,1,"30: DN T cell_6"
"CD81",0.663365170398362,0.344639819254294,0.249,0.246,1,"30: DN T cell_6"
"CCR5",0.639862242258466,0.34049212417321,0.09,0.073,1,"30: DN T cell_6"
"ITGA4",0.0775035528858376,0.333075496878434,0.645,0.558,1,"30: DN T cell_6"
"CD1C",0.955201489239528,-0.331170346321218,0.037,0.034,1,"30: DN T cell_6"
"CD40",0.226890039171877,-0.296145036038784,0.131,0.099,1,"30: DN T cell_6"
"BTLA",0.370290502403758,-0.294614073546497,0.049,0.075,1,"30: DN T cell_6"
"CD45RA",0.0701548518471669,-0.288652936286638,0.959,0.919,1,"30: DN T cell_6"
"CD58",0.486418903616259,0.276091159272065,0.237,0.202,1,"30: DN T cell_6"
"CD33",0.221628725419577,-0.26347330661035,0.147,0.117,1,"30: DN T cell_6"
"HLA-A",0.44435951208579,0.257642322899502,0.641,0.688,1,"30: DN T cell_6"
"CD244",0.646253486744765,-0.228620097305002,0.869,0.863,1,"30: DN T cell_6"
"CD47",0.61022041576486,0.191913985809818,0.649,0.685,1,"30: DN T cell_6"
"ITGA2B",0.413895919862065,-0.176511031363789,0.796,0.794,1,"30: DN T cell_6"
"ITGAL",0.743291597392229,-0.112889443947576,0.967,0.97,1,"30: DN T cell_6"
"CD48",0.418704279030339,0.0889964133051424,0.759,0.714,1,"30: DN T cell_6"
"ITGB7",0.427501439482471,0.0782245411175012,0.102,0.081,1,"30: DN T cell_6"
"CD99",0.792559628252044,-0.067354986605233,0.886,0.881,1,"30: DN T cell_6"
"CD86",0.353463386924247,0.0637456504455681,0.078,0.05,1,"30: DN T cell_6"
"CD44",0.129081820951756,-0.0627868956231188,0.612,0.544,1,"30: DN T cell_6"
"CLEC12A",0.410111903122377,-0.0589951848267933,0.151,0.117,1,"30: DN T cell_6"
"CCR6",0.103914064891542,-0.0124259732285914,0.02,0.008,1,"30: DN T cell_6"
"CR2",0.883382858821586,0.00682857447237706,0.065,0.067,1,"30: DN T cell_6"
