"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"TIGIT",1.68756886815111e-09,-1.02235254616416,0.215,0.274,2.31196934936702e-07,"3: IL2RB+ NK cell"
"TNFRSF14",1.94589187947356e-09,-1.87454035833855,0.028,0.054,2.66587187487877e-07,"3: IL2RB+ NK cell"
"KLRB1",2.64204348611083e-09,-0.709667965923209,0.433,0.472,3.61959957597184e-07,"3: IL2RB+ NK cell"
"KIR2DL3",2.3414703787206e-08,-3.27793119239444,0.169,0.201,3.20781441884722e-06,"3: IL2RB+ NK cell"
"CD52",3.78066651692685e-08,-1.32358319639069,0.036,0.062,5.17951312818979e-06,"3: IL2RB+ NK cell"
"SLAMF7",3.48114042824964e-07,-0.639187259737955,0.086,0.122,4.76916238670201e-05,"3: IL2RB+ NK cell"
"FAS",3.71895315545911e-07,-0.623780206220328,0.219,0.269,5.09496582297899e-05,"3: IL2RB+ NK cell"
"CD244",3.76009236293565e-07,0.0849768448054045,0.885,0.852,5.15132653722185e-05,"3: IL2RB+ NK cell"
"KIR3DL1",4.99489641595943e-07,-1.23657787105822,0.132,0.146,6.84300808986442e-05,"3: IL2RB+ NK cell"
"ITGB1",6.70705981124081e-07,0.03174296196143,0.48,0.539,9.18867194139991e-05,"3: IL2RB+ NK cell"
"KLRD1",8.63102296393242e-07,1.11092693126199,0.822,0.778,0.000118245014605874,"3: IL2RB+ NK cell"
"SLAMF6",9.8018595469877e-07,0.261663165587912,0.516,0.557,0.000134285475793732,"3: IL2RB+ NK cell"
"CD81",2.24254690541245e-06,-0.765786265854521,0.269,0.309,0.000307228926041506,"3: IL2RB+ NK cell"
"BTLA",3.32739556641373e-06,-2.49137728086122,0.015,0.03,0.000455853192598681,"3: IL2RB+ NK cell"
"OLR1",5.74976813470893e-06,-10.4598602272196,0.024,0.043,0.000787718234455124,"3: IL2RB+ NK cell"
"HLA-E",6.70749286010453e-06,-0.424282779625527,0.05,0.076,0.00091892652183432,"3: IL2RB+ NK cell"
"IL2RB",7.2667482099967e-06,-0.665843687571142,0.375,0.405,0.000995544504769548,"3: IL2RB+ NK cell"
"ITGAM",2.17875639352162e-05,-3.9234432056503,0.324,0.373,0.00298489625912462,"3: IL2RB+ NK cell"
"C5AR1",2.21657847865642e-05,3.1292639115643,0.051,0.076,0.00303671251575929,"3: IL2RB+ NK cell"
"CD38",3.57969496705455e-05,6.30436583257676e-05,0.939,0.913,0.00490418210486473,"3: IL2RB+ NK cell"
"CD226",4.9741777227508e-05,-0.870659433748814,0.044,0.059,0.00681462348016859,"3: IL2RB+ NK cell"
"PECAM1",5.50354187239675e-05,-3.41639447237879,0.049,0.062,0.00753985236518355,"3: IL2RB+ NK cell"
"NT5E",0.00015179433096787,-3.21274384383706,0.037,0.041,0.0207958233425981,"3: IL2RB+ NK cell"
"GGT1",0.000169767574647252,2.1767584083069,0.012,0.023,0.0232581577266735,"3: IL2RB+ NK cell"
"ITGAL",0.000220307125905843,-0.40396128302873,0.992,0.982,0.0301820762491005,"3: IL2RB+ NK cell"
"CR2",0.00037079008213923,-26.2294870366856,0.101,0.112,0.0507982412530746,"3: IL2RB+ NK cell"
"ITGA4",0.000447595850917293,1.94757231092457,0.738,0.713,0.0613206315756691,"3: IL2RB+ NK cell"
"KIR2DL1",0.000523472220973222,-1.34265625162388,0.097,0.118,0.0717156942733314,"3: IL2RB+ NK cell"
"ENTPD1",0.000570932683686736,-1.20440263776361,0.117,0.095,0.0782177776650828,"3: IL2RB+ NK cell"
"KLRK1",0.000665015426878393,0.368491264503111,0.175,0.196,0.0911071134823398,"3: IL2RB+ NK cell"
"FCER2",0.000902349789702302,-3.21797230402959,0.003,0.01,0.123621921189215,"3: IL2RB+ NK cell"
"ICAM1",0.00309756309451665,-4.65248714036297,0.425,0.424,0.424366143948781,"3: IL2RB+ NK cell"
"IFNGR1",0.00343786489897486,-0.776917435459052,0.076,0.095,0.470987491159556,"3: IL2RB+ NK cell"
"ENG",0.00398416825958573,0.383613682730782,0.023,0.014,0.545831051563245,"3: IL2RB+ NK cell"
"IGKC",0.00491918944707124,-8.46097702923625,0.022,0.034,0.67392895424876,"3: IL2RB+ NK cell"
"TCR-vA7.2",0.152131511129714,-29.4082786024541,0.034,0.04,1,"3: IL2RB+ NK cell"
"TCR-vD2",0.0445029914829488,-15.1678163648279,0.032,0.042,1,"3: IL2RB+ NK cell"
"ITGAX",0.0107198198583635,-13.494265889232,0.618,0.596,1,"3: IL2RB+ NK cell"
"LAMP1",0.128910218708365,-13.2893393079642,0.04,0.035,1,"3: IL2RB+ NK cell"
"CD86",0.902071750920375,-12.2997333897449,0.077,0.079,1,"3: IL2RB+ NK cell"
"TFRC",0.035561398803756,-10.165742191275,0.041,0.031,1,"3: IL2RB+ NK cell"
"CR1",0.0878446391150143,-9.96099429965649,0.107,0.118,1,"3: IL2RB+ NK cell"
"CD36",0.679205490025109,-9.7661283311109,0.013,0.013,1,"3: IL2RB+ NK cell"
"CCR4",0.222647397011698,-9.00602692093897,0.034,0.031,1,"3: IL2RB+ NK cell"
"ITGAE",0.230369112045211,-8.90708007837637,0.114,0.113,1,"3: IL2RB+ NK cell"
"ANPEP",0.0196514288028512,-8.61912582036351,0.106,0.119,1,"3: IL2RB+ NK cell"
"CD1C",0.659478411570008,8.57562749151781,0.057,0.054,1,"3: IL2RB+ NK cell"
"CD33",0.380886675476937,-8.23915463910821,0.172,0.178,1,"3: IL2RB+ NK cell"
"FCER1A",0.314900490307672,-7.74789690446132,0.011,0.009,1,"3: IL2RB+ NK cell"
"FCGR2A",0.205955520032154,7.54347803051061,0.065,0.074,1,"3: IL2RB+ NK cell"
"IL2RA",0.956251647084835,-7.52438801309348,0.018,0.017,1,"3: IL2RB+ NK cell"
"IL3RA",0.00961713201747729,-4.82058397214651,0.089,0.106,1,"3: IL2RB+ NK cell"
"MCAM",0.551604932589314,4.81078730869117,0.047,0.043,1,"3: IL2RB+ NK cell"
"NCAM1",0.0311019608532017,4.77206554969127,0.643,0.616,1,"3: IL2RB+ NK cell"
"CLEC12A",0.439322023703635,-4.44858055304362,0.183,0.189,1,"3: IL2RB+ NK cell"
"SIGLEC7",0.00961028467979028,4.24179422390942,0.604,0.606,1,"3: IL2RB+ NK cell"
"ITGA1",0.224943215472483,3.72313717017322,0.118,0.121,1,"3: IL2RB+ NK cell"
"B3GAT1",0.336413127837847,-3.62478605169083,0.094,0.102,1,"3: IL2RB+ NK cell"
"IGHD",0.0425644304739754,-3.56649505062702,0.048,0.054,1,"3: IL2RB+ NK cell"
"SELL",0.75212873951745,-3.50938478354998,0.285,0.291,1,"3: IL2RB+ NK cell"
"CD14",0.0103271413733628,-3.42767655463994,0.046,0.058,1,"3: IL2RB+ NK cell"
"CD44",0.341712483709779,3.21941670716182,0.666,0.675,1,"3: IL2RB+ NK cell"
"IGHM",0.0565842534074059,-3.01146013618339,0.016,0.021,1,"3: IL2RB+ NK cell"
"CD40",0.00935698017835777,-2.99608916286729,0.039,0.048,1,"3: IL2RB+ NK cell"
"CD19",0.627071892057228,-2.44057401676176,0.071,0.068,1,"3: IL2RB+ NK cell"
"CD101",0.418152663476202,-2.39092264935037,0.086,0.087,1,"3: IL2RB+ NK cell"
"FCGR1A",0.786124832273187,-2.17979646481803,0.084,0.086,1,"3: IL2RB+ NK cell"
"TNFRSF13C",0.332176010638494,-2.14848605304646,0.03,0.028,1,"3: IL2RB+ NK cell"
"CCR6",0.552966171363243,2.11075480027134,0.015,0.016,1,"3: IL2RB+ NK cell"
"CD69",0.0283392344088548,-2.07320926434451,0.338,0.366,1,"3: IL2RB+ NK cell"
"ITGB2",0.0292076603235995,-1.52952712938597,0.975,0.965,1,"3: IL2RB+ NK cell"
"PVR",0.701644262234674,1.4663162103247,0.021,0.024,1,"3: IL2RB+ NK cell"
"CD7",0.0724585249426948,-1.42039800308867,0.9,0.884,1,"3: IL2RB+ NK cell"
"Hamster-IgG",0.314943656222218,-1.38221594073614,0.008,0.01,1,"3: IL2RB+ NK cell"
"ITGA2",0.0238957421460048,-1.0623945282268,0.015,0.01,1,"3: IL2RB+ NK cell"
"KLRG1",0.417718292697566,-0.90389962046989,0.182,0.192,1,"3: IL2RB+ NK cell"
"HLA-DRA",0.87893369700633,-0.828484702896819,0.064,0.066,1,"3: IL2RB+ NK cell"
"THBD",0.173316321824228,-0.763958926667188,0.015,0.013,1,"3: IL2RB+ NK cell"
"CD2",0.831540306094317,0.757004745418511,0.442,0.437,1,"3: IL2RB+ NK cell"
"GP1BB",0.72262353569102,-0.666742337316213,0.014,0.014,1,"3: IL2RB+ NK cell"
"ITGA6",0.0976064558638913,0.653605816096646,0.028,0.021,1,"3: IL2RB+ NK cell"
"MS4A1",0.205525250397968,-0.583534205566386,0.015,0.014,1,"3: IL2RB+ NK cell"
"CLEC4C",0.396244295124624,0.543556010656943,0.026,0.031,1,"3: IL2RB+ NK cell"
"CD22",0.428701947916842,0.488875230982574,0.057,0.051,1,"3: IL2RB+ NK cell"
"LAG3",0.812954831136708,0.472847745729012,0.023,0.025,1,"3: IL2RB+ NK cell"
"CD163",0.845096639413266,-0.457116034528631,0.038,0.037,1,"3: IL2RB+ NK cell"
"CD58",0.339108713748014,-0.410506119812738,0.098,0.103,1,"3: IL2RB+ NK cell"
"Rat-IgG2b",0.210217260759192,-0.400065697963583,0.011,0.009,1,"3: IL2RB+ NK cell"
"Rat-IgG1",0.495088221672652,0.38919602697355,0.01,0.007,1,"3: IL2RB+ NK cell"
"ITGB7",0.0292602908768241,0.327466537660484,0.113,0.096,1,"3: IL2RB+ NK cell"
"CXCR5",0.478658991022371,0.323372006915479,0.012,0.013,1,"3: IL2RB+ NK cell"
"CD47",0.0241460805050168,-0.271740366813906,0.273,0.3,1,"3: IL2RB+ NK cell"
"CD48",0.0306937197749803,-0.240512284859104,0.897,0.91,1,"3: IL2RB+ NK cell"
"SIGLEC1",0.160958610439294,0.236614125677569,0.032,0.025,1,"3: IL2RB+ NK cell"
"TNFRSF9",0.00977817125516633,0.222668849798766,0.009,0.016,1,"3: IL2RB+ NK cell"
"LILRB1",0.671758621861253,0.160609136488858,0.012,0.01,1,"3: IL2RB+ NK cell"
"CD82",0.291949104532351,-0.138397177969392,0.051,0.047,1,"3: IL2RB+ NK cell"
"SELP",0.861440634475963,0.0824750380204415,0.017,0.016,1,"3: IL2RB+ NK cell"
"ITGA2B",0.468213618679246,-0.0377634834665441,0.019,0.019,1,"3: IL2RB+ NK cell"
"TNFRSF4",0.811291038071099,0.0311144427421848,0.01,0.011,1,"3: IL2RB+ NK cell"
