"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
2.57349307252511e-237,-8.43977348097357,0.008,0.164,5.76874207137228e-233,"MTRNR2L12"
4.320635740266e-200,-2.47992302766897,0.223,0.937,9.68513707538027e-196,"H3F3B"
1.50826602505441e-183,-1.79109271226089,0.229,0.873,3.38092912176196e-179,"H3F3A"
3.74655068750297e-176,4.35783021063932,0.737,0.031,8.39826802110665e-172,"H3-3B"
3.67261294204369e-166,2.93532422636031,0.82,0.337,8.23252917088515e-162,"RPS10"
3.85358010293365e-148,4.4781022174569,0.717,0.03,8.63818515873607e-144,"H3-3A"
4.56026768212277e-143,-2.41872104714025,0.118,0.655,1.02222960362464e-138,"LINC01578"
4.35700357061379e-141,-2.08741985652955,0.159,0.723,9.76665920388788e-137,"SLC9A3R1"
2.10266036109354e-138,-1.07398210289784,0.998,0.995,4.71332346542727e-134,"CCL5"
1.23322694375799e-136,5.4025804682518,0.696,0.026,2.76440151712792e-132,"TALAM1"
1.06486160406284e-134,-2.2377211588771,0.14,0.636,2.38699377166726e-130,"HIST1H4C"
1.05680422745272e-130,-2.81101698765457,0.101,0.573,2.36893235625803e-126,"HIST1H1E"
1.76616314844363e-114,-2.32903006300239,0.115,0.594,3.95903131355123e-110,"H2AFZ"
2.09137273347099e-114,-1.43662844105876,0.637,0.742,4.68802111934856e-110,"TPI1"
1.04723817440052e-111,1.8920918974092,0.965,0.934,2.34748909173621e-107,"CRIP1"
3.60658553161734e-110,4.93218665931444,0.66,0.029,8.08452212767342e-106,"ENSG00000289901"
1.37645358505867e-109,-2.20887079818103,0.131,0.616,3.08545835626751e-105,"ATP5MD"
1.79328713073603e-103,-1.303697019765,0.555,0.73,4.01983243225789e-99,"ALDOA"
3.46110466598212e-100,-2.30994924647741,0.28,0.483,7.75841221926552e-96,"GPI"
3.76217259457241e-100,-1.65535322748244,0.142,0.551,8.43328608799351e-96,"C5orf56"
1.21194397318495e-97,-1.30086409200491,0.675,0.702,2.71669361029138e-93,"ENO1"
5.85811975965721e-94,-5.66145153491125,0.005,0.18,1.31315612532476e-89,"AL138963.4"
1.93817174718192e-93,-3.40214134526147,0.067,0.565,4.34460578848299e-89,"H1FX"
1.92330453601409e-92,-0.918947227822362,0.987,0.989,4.31127944792918e-88,"GAPDH"
3.29062167817091e-89,-1.29586600744991,0.711,0.825,7.37625755378792e-85,"MIF"
5.94219203625952e-86,-1.51532981249225,0.415,0.594,1.33200176684793e-81,"PKM"
1.25741824843642e-84,-2.10971039523026,0.097,0.483,2.81862874569508e-80,"C9orf16"
8.64523888596424e-83,1.47296109141804,0.98,0.972,1.93791674867774e-78,"FTH1"
2.49679037666887e-79,-1.72364108712741,0.127,0.474,5.59680530834094e-75,"AC004687.1"
1.35809525152528e-76,-1.99138677684958,0.116,0.514,3.04430631581906e-72,"FAM49B"
9.46410761670273e-75,-0.956511282219628,0.917,0.996,2.12147436336008e-70,"IL32"
2.19208898381924e-74,-0.717818401574736,0.664,0.71,4.91378666612922e-70,"PGAM1"
2.35489929372236e-69,6.32887523835251,0.391,0.005,5.27874225680805e-65,"ENSG00000276241"
1.96987082395031e-67,-2.80332845235677,0.059,0.406,4.41566243896702e-63,"HIST1H1D"
1.40371299514575e-63,-2.24784367407854,0.058,0.341,3.1465630499187e-59,"HSPB11"
9.57321398033801e-62,3.4714050483721,0.613,0.076,2.14593164583257e-57,"LINC-PINT"
2.87447084454043e-61,1.35813095702619,0.898,0.767,6.44341384512183e-57,"TGFB1"
8.41911942241682e-61,5.23227204253289,0.492,0.019,1.88722980972895e-56,"IRF1-AS1"
3.53987711168237e-59,-2.18742109999553,0.066,0.339,7.9349885335472e-55,"YARS"
1.01998696361376e-58,5.3804190398206,0.497,0.019,2.28640277763661e-54,"NHERF1"
3.99036659213284e-57,-1.86449653795063,0.098,0.417,8.94480575292496e-53,"H2AFV"
9.82878867569465e-57,-0.749549826432517,0.722,0.828,2.20322126954371e-52,"CD8B"
4.9781761830968e-55,-2.05187923576823,0.102,0.459,1.11590797320298e-50,"ATP5MPL"
9.93067573560434e-55,-2.348192196488,0.044,0.258,2.22606027289307e-50,"DARS"
1.23823046193778e-54,-0.857186212216616,0.782,0.926,2.77561740347972e-50,"RAC2"
1.98688951239061e-54,1.14238139146667,0.871,0.716,4.45381153097478e-50,"ZEB2"
5.121341334116e-54,-1.07724478076853,0.336,0.447,1.14799987345544e-49,"BNIP3L"
9.13532731568367e-53,-2.47396304447542,0.049,0.303,2.04777497108365e-48,"HIST1H1C"
1.82704458128906e-52,-1.84330400633194,0.086,0.376,4.09550313341756e-48,"PYURF"
2.35703932621256e-52,-1.73215328239447,0.064,0.276,5.28353935363807e-48,"SARS"
1.07811548284716e-51,-1.81661716672849,0.067,0.3,2.4167036663502e-47,"ZNRD1"
4.04085216483828e-51,4.63637371790923,0.496,0.027,9.0579742127015e-47,"CHASERR"
1.18610241886654e-50,3.27912546434279,0.494,0.06,2.65876718213123e-46,"RASGEF1B"
1.2221211510164e-49,1.31956988399994,0.593,0.303,2.73950677211836e-45,"SLFN12L"
8.23737373383246e-49,-2.86142257321703,0.038,0.297,1.84648969617588e-44,"AC243829.1"
8.48486919209136e-48,-1.81400448986111,0.04,0.09,1.9019682780992e-43,"TRBV2"
1.16242859550265e-45,-0.541500127173651,0.686,0.688,2.60569993967874e-41,"PGK1"
1.3565485033198e-45,-0.465657202510026,0.844,0.913,3.04083912504167e-41,"PCBP1"
9.34230807959683e-45,4.9460098464185,0.46,0.023,2.09417177912243e-40,"CYRIB"
1.51224660742453e-44,-2.02343043758207,0.028,0.077,3.38985199520283e-40,"TRBV23-1"
2.32189847742442e-44,2.37393012557427,0.492,0.117,5.20476762699458e-40,"U2AF1"
2.32423555951723e-44,4.60928641039909,0.477,0.025,5.21000643021383e-40,"ATP5MK"
2.80298601846572e-44,4.49097807609351,0.471,0.03,6.28317345899275e-40,"MATR3"
2.92535146446578e-44,-1.35635562403802,0.121,0.19,6.55746784274649e-40,"TRAV19"
4.97468824903541e-44,-2.31819425227411,0.067,0.197,1.11512611790378e-39,"BNIP3"
1.6303485500685e-43,-1.74886446468971,0.076,0.219,3.65458930983355e-39,"VEGFB"
8.32895409423498e-43,-1.71192736633906,0.135,0.249,1.86701834976371e-38,"P4HA1"
2.1770536193258e-42,-0.752782457490094,0.776,0.924,4.88008339308071e-38,"YPEL3"
4.49156503207925e-42,4.42751789389716,0.463,0.025,1.00682921759088e-37,"H4C3"
1.11444010312539e-41,-0.698391503801206,0.442,0.565,2.49812893516588e-37,"ANP32B"
1.3030652434654e-41,-0.879123776666894,0.612,0.84,2.92095104975203e-37,"LCK"
5.62939062418563e-41,-0.431045940006395,0.894,0.932,1.26188420231745e-36,"PNRC1"
