"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20","g21","g22","g23","g24","g25","g26","g27","g28","g29","g30","g31","g32","g33"
"CD45RA",45.1961931741746,20.0646594708262,260.659651109017,21.8212404413413,658.092645841857,57.2990645894725,1.88024016072006,996.405151645143,3.2426421473638,85.9083757000003,61.8708672397989,581.338292315134,33.7216521322519,108.566379433651,43.0991507208427,2.85354548120384,176.168664858007,3.13028693838558,62.1667018306533,526.50737398745,48.8146000089206,370.954139160467,30.2702472785167,54.402290585738,209.822328450492,7.53101258692907,61.6931817099847,140.842364895726,156.910459781372,53.20934018583,1.36767638449515,325.514261007012,43.312316865511,17.7181994196963
"IL3RA",93.2330539542045,0.00586761046642784,0.118755353988699,0.0353099435635251,109.688916163574,0.0542932245459695,5.40157718217997,23.296867170573,1922.91340578628,0.0109826381415557,4.22473562167861,3.52358696909931,0.0116637597777194,0.00531851144521342,0.118096258321448,0.0130073630743146,49.1753641790761,0.025697875411775,0.0125455584955299,109.559528038749,4.11480355131517,0.0182170361973233,0.0209619022692821,0.0907176583947942,0.140973045082414,0.0150443980592552,0.0205738985929739,0.115975627284872,1765400.77075538,5.74744059307421,258886.504525032,0.226140806250823,0.00862858598590956,0
"CD7",7892801.99111263,388538.844966055,47196295.4999821,204752.474908789,18303.8969087155,1418764.65293585,2180723.70365008,53785.2426250267,8342.79740042696,178310210.451794,3560684015.28426,734.006529873544,5197544.02096374,776800.037578585,8127403.3638395,161.520720553192,129.705960327515,370598.290555929,9718723.20564631,18.2454031345082,505277.434490918,581890982.62444,504843.618467351,38676911.1810832,0.86298101044744,154015.489711939,102.312077655124,41049342.8505812,30823.7829641256,159350.946680957,42.1507105678978,55.3288670734176,397581.723821363,19713.8767167621
"ENG",0.0090611990275611,0.0136953636166515,0.0149302809570341,0.0133455104009891,0.965487607163996,0.0197789573613016,0.00503137652413089,0.0230360290485215,13.7158534906722,0.0187390566741167,0.00846391560629509,0.0156944581095608,0.0113231118448769,0.00595527801066078,0.0120616302746553,0.00185295320684019,0.0392321004209535,0.00248368671399247,0.0101837194474828,0.0209839755662438,0.0191669477978584,0.0335302542057087,0.0429721771229133,0.00762318514630865,0.0285226471564865,0.0417016711478369,0.0072359872162801,0.0110803759582941,0.0190199660926996,0.0345400535773012,0.037970183679903,0.019341925861665,0.00474563302926144,0.00865171172053145
"ITGA6",0.0860635301467937,0.0192884786103888,0.0169672648377763,0.0263639539530279,0.00515861563119592,0.0321451252986512,3.3548836034194,0.0128789308006374,5.28359724438737,0.0724510419228809,2.16794767704223,0.0120257117462809,0.213217204261353,0.00984991461530583,15.5411659210024,0.00967768625907503,3.6525734053028,0.57114358610639,0.375494709141114,0.0212570007303041,0.897342581697086,0.0202162117158597,0.0129694255991296,4.35596599374255,0.0127277722610491,0.0138162943463819,0.00182664223866775,0.0690005325120424,3.53236944376548,0.848382626227503,1.64922029866649,8.3237368563905,0.090948071958925,0.839244845562072
"CCR4",0.083158175460539,0.0327347854134654,0.0698791395762771,0.0327086951311411,0.0530170059688678,0.0589897470188376,64010.1493770877,0.0687105689241043,0.111704267847409,0.0690446332835596,0.352700978971673,0.0404147876215131,5.3618648117322,0.0372392610298096,9.22668031004551,0.0380644499714922,0.176358008774345,0.17394582273646,0.250237497360578,1.38215438341574,0.255428105782646,0.0306770176575228,0.317130317724912,80.8396255809079,0.0579308710747796,0.0451996492273079,0.0460893733958727,0.284188276284676,0.257796951318666,0.321607031859549,0.0451865787406448,1.31726022958192,0.0550358756698236,3.78114524814153
"CD4",2379.93959283629,156.301303463559,8.24507491262523,550.772085911601,7.72391554758035,5.36580402199102,5179.16437655591,2.5017584025047,44.8507304657695,7.06632963509222,12.559854296815,6.53745029657137,1361.4199990587,0.0920045140047931,811.575356265549,3.80405368502746,15.4665262277013,10.4242967892502,193.800030409716,4.55499295644507,866.602513487629,1.30061675912801,725.869074871578,59.9178795209416,1.28150850913017,87.4242977937842,0.0353161235964079,676.582837645572,196.282979157192,79.4769573606532,13.3115833610678,12.5381152863502,949.713809678738,383.702898377188
"CD44",11528.0770465375,322.764487243272,2904.86946691803,1137.74352644351,46666.0327316713,2012.64064071341,79562.7562729974,37588.5490240955,8569441.57426203,432.580707625917,4846.78323015775,36878.6150609688,12511.5621351896,203.181714059474,2294.34576060317,10.8858867277313,12362760.1012699,9060.14130352961,21267.3627720837,75955.9690190348,1211.66089806059,2376.10828925026,10336.2599093986,5578.91491785088,446.250640386733,57.7504901299852,381.880737807515,6996.94724524661,18975.1158921593,152697.062986271,713710.903514275,27847.3921842036,2214.88479719102,2010.3423512719
"CD14",0.01203884287041,0.0082181679271918,0.00868811377615446,0.0114003575031975,0.0110693558655324,0.00865465799362626,0.0103472098059869,0.00737662816178487,34.3426197460885,0.0142805433447596,0.0124120866222158,0.0114040424022598,0.011588187303609,0.00826251242162629,0.0718315029607802,0.0111866084236545,0.311673855050166,0.015244852506227,0.00732827225983707,0.0122145172284707,0.0178818810549364,0.0147155807120721,0.00487898832146728,0.0462070047017092,0.00423280914202778,0.0252845975267177,0.00681585013298907,0.0159217045598189,0.0120246724997221,0.204906380635012,0.0187458810908151,0.000813012996274078,0,0.0216724141142474
"FCGR3A",38.8986424235559,0.345896134262289,14.779720578206,2.47580999258559,0.566487728576214,2833.63059954831,3.34155148126096,0.305489347144288,81.9787549234888,12710693.0712799,1.92191407284323,24.7349465218669,0.0971531804691263,0.26445801840239,96108.32864361,0.96553497850838,512016119.161901,0.382832985552968,0.206407419925672,0.435876992208432,0.155880073682772,0.363919911172797,0.00362097373193476,0.106217541203295,0.0331661911756393,1.46946570071086,0.00321846788411054,15.0102604958591,0.963455877545505,89294320.4441613,6.87112589584194,0.0230898731522883,0.409271435099764,0.00802671872797829
"IL2RA",0.0675452419813935,0.0248935428636487,0.313708202287707,0.0176819595613339,0.0609336666446638,0.737648673550849,30466.0230069819,0.212619870032978,0.0735889087387938,0.0347334846967314,0.067359597796727,0.0585476836438938,0.258969376838894,0.0133133817244256,0.523946058805665,0.0201835953164737,0.0263718798808904,0.0264591964816887,0.152263089402427,0.041604210992424,68.5143799986555,0.00920180269991371,0.479404715025293,7.21250583186359,0.0558576202131355,0.123474964456371,0.00596910689685892,0.202483579373229,4.23154786961116,0.0473385286260671,13.9539771772567,0.134856550787599,0.14628857196265,11.7353092441654
"CD45RO",0.012997172822101,0.00465201671060019,0.0108740222668311,0.00613253980333977,0.0045892536820229,0.244278388783367,6.58751672826341,0.0445733296934914,0.137633736406824,0.0135408186199726,0.0830251123776562,0.011465598135231,0.243942803244391,0.00190225740290198,0.431481965939645,0.00257384998366617,0.0332452457254411,1.29013720489934,6.59520060377778,0.043058025155506,0.0180096042628232,0.0332052805491672,0.22607001171678,0.112210547596486,0,0.00162804008621759,0,0.0621374847192504,0.00144051283586845,0.012032334395818,0.0138132244006275,0.00262216669846938,0.000579099166245511,2.8917594309034
"PDCD1",0.000104594069165615,0,0,4.19135800622119e-06,0.000108124739560816,0.000736282733363907,0.0372919146599707,0.000796864698703904,1.42429375457206e-05,1.52696028863662e-05,0.0109971296127163,0,0.000298634810646872,0,0.00369399390032198,1.55056936176948e-05,0,0,0.00885813152914014,0,0,0,5.03948534451e-05,0,0.00383984292007123,0,0,0,0,0,0,0,0,0
"TIGIT",0.0928799101546617,0.000315101758133149,0.00105859899279123,0.000654871375138505,0.00508942574120111,0.110167780370276,0.293107541759695,0.00212854766747942,0.00497523170664632,0.0814515868350554,0.0133654342399317,0.00323586104533842,0.00560972710158595,0.000803299189939259,0.0806526032645726,0.000260921270308104,0.0168314088768962,0.00541641243215535,0.397337901788282,0.00109470953338418,0.0191918330259545,0.00177734037190775,0.00817486884218221,0.00441235972523451,0.000558924177153748,0,0,0.0653971916792526,0.00268889075318449,0.204013617472625,0.0152082832846971,0.0080432951232016,0,0.064900197655656
"Mouse-IgG1",0.00325811561235058,0.00294466011005998,0.00299630359227069,0.00338120236120304,0.0015509624678672,0.00155374691735329,0.0027596402447469,0.0032793874309531,0.0012566594867762,0.00192249568395667,0.00405002842065814,0.00352905077801645,0.003601024296441,0.00238492306365754,0.00353668450996775,0.00251932463749003,0.00249816384100129,0.00258450707078699,0.00284743434474751,0.00438908244038931,0.00252620781873948,0.00885495876180215,0.00266487226133963,0.00453395772794908,0.00685619180198726,0.0019765515176346,0.00480290832047481,0.00279171700674468,0.00409148375766501,0.00120957963697687,0,0.0099641176209873,0.0132620247051196,0.00238808025801823
"Mouse-IgG2a",0.00337445740029573,0.00364334485642311,0.00300411216151048,0.00203798580080901,0.00352190510092396,0.00250405820496756,0.00398926472372517,0.0080512423330723,0.00499976961996642,0.00312835066319411,0.00347957250135786,0.00798391902060123,0.00341668313581649,0.00403823633080708,0.00659021007071696,0.00327785660140367,0.00345092185595337,0.00252369395805975,0.00420634996610749,0.00746925374704548,0.000516525871858692,0.00397684578777843,0.00058865687297931,0.00849516764014406,0.00798450454727731,0.00326233552668006,0.00292039998708996,0.0030466429768127,0.000140958832651613,0.0543957140171656,0.000833983132275957,0.00500106653844905,0.00398093247059008,0
"Mouse-IgG2b",0.00435007044123563,0.00416701586822591,0.0052341933456033,0.00602467627944281,0.0102576283746836,0.00539449396023575,0.00433476618610317,0.00816962565896481,0.0462873967937936,0.00228284017066737,0.00316192560054251,0.0142923966647256,0.0090058006099449,0.00581040411826862,0.00472662114098004,1.05235786215299,0.00772407078401035,0.0031975727264017,0.00656563032637537,0.0067194479049586,0.00124026641623296,0.00277894726400552,0.00312629842511023,0.00225995690082133,0.0149574290400979,0.00250288308764109,0.515053933104651,0.000701503068401222,0.00535369884107703,0.0995110523534369,0,0.0029247069192772,0,0
"Rat-IgG2b",0.00372812707305998,0.0071146309659496,0.00546207509453651,0.00574352101637243,0.00354244377796359,0.00389939746931103,0.00859799183585488,0.00676484345676971,0.00764335595629263,0.00402545717571296,0.00653721827953136,0.00438807492325318,0.00485976205122687,0.00341558739698785,0.00372555557391368,0.00416767166240605,0.0054887816586846,0.00367445196065711,0.00395161259507313,0.00136861989642749,0.00145489312090682,0.00297812579161114,0.0013734350782355,0.00117671647573472,0.00438401091407561,0.00239778075826156,0.00382729697925371,0.00230143136135078,0.00242621499255313,0.00811234585355684,0.00223245349291699,0.01930009020996,0.00533368967196047,0.0224566153171048
"MS4A1",0.516763028274682,0.0180416638193335,0.442772295005943,0.0453498517250234,432.99580545812,2.13262406696056,0.482388005140466,4643.56916332171,0.74209073898334,0.450540875898403,0.482096178695576,2341.671226237,0.00661535947095836,0.334310381192671,0.106330709226027,0.0361230273940217,14.5057069156448,1.07043444617299,0.549316351419281,559.709086469249,0.348878865376695,0.94904264995036,0.0551858070359166,0.0130076956904342,40982.4307844928,0.0313104025104099,4.98353571785832,517.137082162638,0.346896989768035,0.422933600355817,0.33979760522856,153.124786954202,0.00115899161560688,0
"NCR1",0.0169795344003992,0.00580757239770464,0.0120016085757468,0.0117888005898343,0.0222402883001808,0.0214983582636685,0.016924051255628,0.0183230848748438,0.0196479270023106,44.1898049399439,0.0212020848746973,0.0173037785606419,0.00977247369658211,0.00858575013357395,0.576482727898275,0.00900456878086537,0.0114321298958766,0.00801241171100257,0.0264712096613468,0.0275430125736852,0.0283300191883382,0.00769672099376145,0.00648721010292616,0.0110888939102288,0.0111629366280197,0.0151050452831044,0.00231791339387903,0.0435580856580828,0.0617409812973072,21.9995192269448,0.0347575021794973,0.0205562187893691,0.00900946755726412,0
"PECAM1",13.6823543027632,0.837067926031604,36.4659270239593,3.67306705786991,9.33203304211523,2.22358510279341,0.448144232289235,10.6752773066537,1703.00385253754,0.582835199917244,17.6416491291942,9.86412500093925,3.86311124575604,6.31615526535338,78.8614838776658,0.085395711428458,80135.2213924225,3.21065540933872,21.7400687633274,3.49484920648287,2.21057921094086,9.25900068811022,0.81475474085954,3.86643873323066,4.98768664994834,0.865814311413919,0.0835997057530168,6.59027374444265,145.975444470809,4412.0778336536,68.7888223716524,80.3527052628132,8.34817862981255,10.2603447270085
"MCAM",0.0795720798542036,0.460111150827329,0.0710881800735564,0.0862974448821933,0.0852797121875493,0.130615484409049,271.852904163951,0.0381316928778414,0.0628645350187265,0.05363729104502,0.053250287929085,0.0655087664762117,35.8136091738898,16.7365572236995,3.63331152589804,0.0353473365415722,0.0642332559892089,0.0514921101395773,0.277519026273318,0.0547582891592385,24.8801849161515,0.0542543804309704,9.57411509770965,0.0760987628579276,0.0275886700272394,0.0489324158875948,0.0318278603401079,0.0797419424078718,0.0602444237141644,0.0370136666690905,0.0491922556683407,0.0431951224184554,0.0462647713395263,0.0431708678338343
"IGHM",0.0633205525777943,0.00238163885173094,0.0803114791404661,0.00962236148374167,3.36691176918428,0.0217842184863916,0.0930528997493795,72.8662270835518,1.2739290991137,0.566170843974464,0.0263387387559953,196.458503923667,0.00656365346506116,0.0213195362072234,0.0868205972305993,0.0422181059649492,1.99837816479851,0.112857796709662,0.00721205535896896,56.8276543272246,0.000920477391869898,0.0735307077335969,0.0634586639305536,0.0200703034198041,1.1486288356553,0.00432297905483708,0.805319157316273,5.56201707233293,0.0477591126009411,204.764663827078,0.126430711344659,23.9548046554769,0,0.00916074679482627
"CD5",15809.1927221422,931.599803409304,1807.91742907053,2773.51041792412,20.6966113111139,74.5482967686135,41609.191916308,45.5367303658104,55.3968817650991,22.4529627906999,516.615321133748,29.2892797622161,12108.8318070188,250.232835048322,3374.02440484374,26.9131300725064,5.28076788969036,50.6145941481798,2301.89999000803,26.2197203853172,1447.56279147116,1081.22359548572,5432.27596999533,545.645166710117,7.81786787860028,517.978024087883,2.37358004293274,2925.01975665589,2.08942009017747,200.372882826657,975.640474579974,41.8345628469447,4039.76830013811,674.006425740875
"CXCR3",0.00351788708026723,0.000127792047136633,0.0192540191114509,0.000335795088609074,0.0109706342111124,0.0105208261039029,0.0948830133219863,0.0944957811817152,0.00360317552543014,0.00407773515458592,0.353977694361263,0.0135685614065159,0.00957135625084691,0.00399547210193682,0.0171441815197958,0.000213969932943948,0.00550990988042785,0.0070634564253889,0.066096530890179,0.00930457176442321,0.000302373052222601,0.0235731722155184,0.000132464509769083,0.106556448810454,0.0229394923512025,0.000714298655867155,0.0032598861710809,0.242249490556917,0.0226426616039971,0,0.0108941204312501,0.0544988410724703,0.000599594899524847,0.102765091736999
"CCR5",0.000969209347720661,0.000450813899403012,0.00114190592674694,0.00138328470272538,0.00126111069887816,0.0802948345006005,0.296711117872836,0.00451738148355107,0.223847006799795,0.00421136582404706,0.000826094408641361,0.00327437894070573,0.0270927049421545,0.000348363461065339,0.285137210751026,0.00444845485746923,0.0783684384033554,25.1498704117338,1.05135419826527,0.00305668045810518,0.00046948866144796,0.00028769814155998,0,0.0130307004768543,0.00541799606221618,0,0,0.00497100570418572,0.640030060538856,0.0541059656729095,0.479441432763269,0.150459556390965,0.000431401574831393,0.29745908197821
"FCGR2A",0.09431665718194,0.00393084603481371,0.385531483841029,0.0715011310702633,3435.79318788184,3.00607381773177,0.102445060204829,281081.156661329,137.07822148195,0.623747847751874,0.347855552175377,8686.1858721869,0.0236502758551017,0.0104202317980979,0.742632174987054,0.052546154362539,33.0969466184607,27.6797573541337,0.0258360750488022,1990.94796183332,0.00476133934674651,0.107703074879247,0.082912225913928,0.0227145922022521,2042382.71157366,0.059758370784684,13.9410414028597,32.954422613588,0.107458877972573,13.8616926752235,691.431968259768,6497.06525010804,0.00105948736855716,0.00902482710423486
"CCR6",0.0273035441958032,0.0145297071534342,0.023933722326012,0.020897117639124,829.674745795223,0.0153901505482018,127.237228375769,1552.08493864388,0.119597423274844,0.0397891673290197,0.0415523197771418,1182.74161886482,0.261042130541384,0.0156363489180826,0.173837204554402,0.0166159458094319,0.0727702305507237,9.54708478051787,0.0294563311156438,515.779085241875,13.8060162034166,0.0280245922763433,0.39339353372755,7.5851126786805,2626.52587259176,0.00684129616552352,2.71530324890072,21.3278106264061,0.0145799621196255,0.307328497122443,0.0275895348562955,2521.18070537246,0.0279632891785569,0.077863057682145
"CXCR5",0.0162029053155431,0.00395193522315478,0.0162614227006223,0.00687516083475442,14.7430187899397,0.00986021574324234,0.0900600531358829,1.18334675585614,0.18505517614442,0.0209102270425414,0.0155542938779416,3.29635108280733,0.00895328921169742,0.0084215375075065,0.0411070796834254,0.00567363072686597,0.0296069969449929,0.0499496909436509,0.0236357967119921,1.67566420482941,0.00971702310257817,0.052613721516806,0.0258974054059483,0.00979001119232887,0.286905760464609,0.00748453240700071,0.137226850691413,1.02646071963259,0.0234902145712937,0.0287076399371005,0.0193527295591798,1.78866998011982,0.0101486842365836,0.0141630193324531
"ITGAE",0.112107122409857,0.0177316514393194,2.87057307737778,0.0282103078388852,0.0302212692219622,4.41519280716687,23612.6458824903,114.83490956029,0.0860322663722898,0.0690533781178484,19.719176424426,0.0751992778227169,0.035910604193289,1.17468416101637,18678.6681284577,0.0146805228051302,0.120183317479353,11.0097724751246,32377407.6852075,0.0326498404988694,0.0679235069215926,80604.0349037117,1121.38848846042,1784157.91633093,10.8286841670932,0.0111818796379032,0.0428247748105914,0.325983205392241,20.6407061368093,0.249166710478299,4.47168980419821,0.0313904403937506,0.346140041752851,1.00336316485158
"CD69",0.238305492119289,0.0463274026881916,0.175047559038188,0.0929617372809688,27.4464497112592,5.03322006472756,94.8756613519371,490.754704026084,0.78927405553614,26.3419918895718,14.6732794242758,466.860175167985,1.05090734217896,0.0638537518575754,9.72794949709458,0.0293109756479246,0.639719731055948,184.219739245877,0.546128780254915,3.59809922421582,0.12127693658716,0.236484161688105,0.046411951712957,46.4873256852539,10.8502493445851,0.286153154510043,1.01489695242915,20.7629233574173,0.531587368238213,1.43594891890117,0.236169166777596,13.6908966877003,0.356735221251969,0.194442448600319
"SELL",9179001.74422748,1074719.31804722,1978411.05788861,2646969.63203187,163622.498740854,235724.132294384,6827366.96535643,15054514.9896743,118217.958461661,62563.1135318853,4792818.36672657,385071.394165993,18530010.887796,429469.444520613,3539070.13199848,12346.7069387761,5610.46788798658,50195.8049868359,1389753.32224742,1791.15361388024,356970.945543148,4306652.93677702,14153465.5967722,1704407.63413319,104.435479773093,24120.8373986188,18526.5415278518,2866122.09665441,49342670.7275908,95213.6957646038,5746732.71150506,90406.6992131691,991477.939081479,76.8906718889676
