"Module","rho","p_value","p_adj"
"Exhaustion",0.743960742981452,0.000169495658631869,0.00118646961042308
"Stemness",-0.307584584165448,0.187087875446174,0.265133892945483
"Cytotoxicity",-0.0378798748972226,0.874021586266945,0.874021586266945
"Stress_IFN",0.306069389169559,0.189381352103917,0.265133892945483
"TypeI_IFN_Memory",0.187884179490224,0.427635960223993,0.498908620261325
"Inflammatory_Chemokines",0.516681493598117,0.019670230050586,0.0688458051770511
"Terminal_Differentiation",-0.363646799013337,0.115007284426712,0.265133892945483
