cluster,direction,gene,avg_log2FC,padj
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,DARS,1.01822678497017,1.779685939472e-286
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LDHA,0.945053575614788,2.55258153981347e-282
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GYPC,0.707720085951146,1.5311991550631398e-279
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,H2AFZ,1.24273214185075,1.61036208978923e-261
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GPI,1.25003618227731,9.23590203617188e-259
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SEPTIN9,1.04352975629109,7.23901917948464e-239
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GAPDH,1.12062116997221,8.686768839352799e-238
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BNIP3L,0.718843434590572,7.390265390590828e-231
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,H1FX,1.23071151753871,1.4670819951857397e-226
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LCK,1.03489888743512,5.50987323174467e-221
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PGK1,0.727980614673783,4.1474932164239396e-216
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,VEGFB,1.46933188993789,6.883017786522458e-212
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BNIP3,0.912249909810186,9.845337724315309e-210
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GNAS,0.909818811796075,1.9709506288711398e-209
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H4C,1.05101507763651,5.1134886656740694e-200
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PKM,0.941628189021303,1.2026865944384e-199
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ATP5MD,0.917192813547918,1.0138243182257899e-196
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SIT1,1.41450421026954,1.1957589955778199e-195
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RAC2,0.679440755997514,1.49959194175348e-191
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AL138963.4,3.64881364143065,1.53911948040591e-189
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,EVL,0.621008231221472,3.8749085198606395e-185
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GPSM3,0.804496061081859,2.4957788356790194e-184
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ALDOA,0.879198970559646,3.6788035586289094e-183
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TCF7,0.61762814129021,7.74974134132306e-183
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,P4HA1,0.840859307886967,8.101644963797989e-178
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H1E,1.95803093715059,1.4425809854085299e-177
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LSP1,0.631138011936407,5.530670867332279e-176
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,IL16,0.941996155935021,2.45168876950116e-169
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,YPEL3,0.857821023591503,9.65142408128291e-169
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,NUCB2,0.868279652819386,1.0600447242193498e-168
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SLC9A3R1,1.20612527106244,3.0531463549450893e-168
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MTRNR2L12,8.51968836099953,2.57084027310421e-167
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CD27,0.945976915906181,5.123156887395529e-165
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,H2AFV,0.836475460926459,2.2865905111344197e-156
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC008105.3,1.01437139459996,1.16650302519587e-155
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ANP32B,0.730890661156208,2.5947139154807695e-148
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ACAP1,1.12376337151298,6.467589353516839e-146
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM162A,0.751624927037198,1.80753484806934e-142
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,C9orf16,1.32050607774202,3.29084237762882e-138
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GAREM1,2.16714701014232,4.9198924823119897e-138
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ENO2,1.28832515704911,7.54164951348546e-136
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ACTN1,0.97759173043434,1.7473014488169298e-131
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CCDC107,0.918770005469146,2.24362512450418e-127
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CORO1B,2.210341678601,7.15953579548307e-126
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM49B,1.18706604746695,2.5894502399077998e-124
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H2AC,1.55143857396699,6.680727324980029e-121
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MGAT1,1.11217042209587,2.29690381336176e-119
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H1D,1.10980067373978,7.06388615187305e-119
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SH3BP1,1.35024667660409,2.54247180441347e-116
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MATR3.1,0.850422664058131,9.251716465881639e-116
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC078883.1,0.592062145498677,1.09884638381156e-114
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ATP5MPL,0.684128436166828,5.8921240683961195e-114
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PGAM1,0.630653401138857,6.476702393415359e-106
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CALHM6,1.26917630279664,4.7379110757845995e-105
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,EGLN1,0.881187158049759,1.0619818448882799e-102
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,POLD4,0.666811756674606,6.68058596763432e-101
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,VEGFA,1.26215700982929,5.482490946155589e-100
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM102A,0.693271270350822,1.01770809376809e-99
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BAX,0.820129972360799,1.79439719217821e-99
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MYL12A,0.740406450606664,2.0149431908244696e-98
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC097534.2,1.1963171046514,4.79288797526835e-97
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SEC61G,0.697936991396378,4.3615986113325893e-94
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ALDOC,0.673947518883034,5.156604768675569e-94
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FKBP8,0.60962480602106,6.9581794315674e-94
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SARS,1.13545241274561,2.17357001366146e-93
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MTFP1,0.945399415386256,1.0083813870118299e-92
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ENSG00000273149,0.9576741393396,1.1957710924597499e-92
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FCMR,0.623844819693294,2.3061193737049698e-91
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,VAMP2,0.717265805177637,1.64493144175211e-90
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,YARS,1.46026851007226,4.18509315548081e-90
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZNRD1,0.699716464082529,7.28639047561276e-86
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CD8B,0.609143494986731,1.4299251834563098e-84
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MARCH7,0.999086559782256,1.07336552865843e-83
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PYURF,0.771136389366332,1.375851654565e-83
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ITGB2,1.10718272303646,2.3470195479998397e-83
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GRK2,1.14070469366356,6.65956720901747e-82
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FGF11,0.701793543342904,1.35882244441936e-81
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AL133415.1,3.32338317134238,3.1041625763803398e-80
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RCSD1,0.5927267182535,2.33066914962395e-79
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PFKFB4,1.04716850603176,5.2513979515743304e-79
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MARCH9,0.945664723864675,2.32333866054418e-78
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CSTB,0.723744418132905,3.0715012882824097e-78
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,WDR54,0.882449128165952,5.323205504711659e-78
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ANKZF1,0.801313034605132,5.43841041342434e-78
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LDLRAP1,1.07244464744907,5.6696713488403495e-77
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,EPRS,0.862752195866604,1.0349049004351399e-75
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,C12orf65,0.835075236504599,5.992922599240219e-75
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZYX,0.886425902067441,1.10004430560738e-74
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PFKP,0.73082783793042,1.6077380078203e-74
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TAF1D,1.0505709532961,3.0959093539869e-73
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PSIP1,0.875584902160275,4.06351180656234e-72
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,KCNAB2,0.927325812898595,1.61117181297163e-71
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HSPB11,1.07772888779028,3.87225447523886e-70
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,H2AFY,0.949606764260478,2.06605133885896e-69
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TKT,0.684831805402111,4.87726111972174e-69
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GARS,1.49394218979459,1.94643466162367e-68
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TARS,1.62110629480875,1.71522737263984e-67
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CSK,0.594979328532264,3.3070532767750203e-67
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC026979.2,1.68843944444163,1.64860320073179e-66
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,C12orf10,1.21431758629769,8.3043631721402e-66
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TUBA4A,0.956611055830745,1.45123544157027e-63
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SLC43A3,1.7740927661304,6.13490669144286e-63
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ANXA6,1.05410360985952,2.24327282299084e-62
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LY9,0.727587773287424,9.27860273289527e-62
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H1C,1.48590195089389,1.6008758622794e-61
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ADSS,1.02293251918605,3.0899409041454998e-61
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RAB24,1.07248308286819,3.8424209496942604e-61
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ARGLU1,0.614953225850951,4.06339891940786e-61
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ANKRD37,0.739179487662505,3.30734896318296e-60
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MARCH5,1.00961751660495,8.407241954806739e-60
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ARRB2,0.807228876788324,3.39187027254897e-59
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC245407.2,2.07184016586722,1.3198717592543999e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ITM2C,1.23791681510951,1.72186322389225e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SIPA1,1.08467920200984,2.06759370091437e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SKAP1,0.710277992075278,4.05375047750794e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,DENND2D,0.741934822182966,4.94974391115585e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CTSD,1.04059969877154,7.782929713429591e-58
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM216A,0.946680543728093,1.7099220716628298e-57
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TBC1D10C,0.644878403162594,2.89233579780266e-57
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RPL41,0.637489131619804,3.77043193050477e-57
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PLEKHF1,1.01738969418423,4.01548961975078e-57
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC119396.1,0.834926035117302,3.4799403710756096e-56
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,WAS,0.736553348034995,3.9953101125607297e-56
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TRAF5,1.1362043720655,4.1786757605148695e-56
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GZMA,1.40358032434508,1.0546438684184e-54
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RHOG,0.859624090150035,1.06849061119469e-54
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MARS,1.58193375113036,6.9837170666715e-54
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PKN1,0.781784758507759,1.13355543515049e-53
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CBX3,0.58002151514801,2.6106789526839e-53
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TMIGD2,0.849949343996603,3.53405037927593e-53
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TUBB,0.7371028796094,4.0005318352069303e-53
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PSD4,0.687253995661406,9.7340232625178e-53
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LRMP,1.16764883635029,1.0574341740145e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AL137857.1,3.34595744823535,1.5807352316004401e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM207A,1.04013710174489,1.70497037823721e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZBTB25,0.714344848552866,2.69238008987025e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RASGEF1B,0.698595035397723,3.7273638141637705e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MXI1,0.825159377242403,4.7834383499512605e-52
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,NARF,0.672959268255959,1.96566789152425e-51
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ADPRHL2,0.669619831808514,2.34927945633657e-51
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LARS,0.836006633313648,5.19749928494703e-51
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SLC16A3,0.95042407296157,8.58919986789882e-51
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PGM1,0.734156579432763,1.70646245739448e-50
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,JUN,1.9031797165378,3.95607252682813e-50
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ATP6V0E2,1.11770714254782,4.10969638266345e-50
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BCKDHA,0.742587741785107,4.55521331077947e-50
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SEPTIN7,0.585274453484337,7.64956898471211e-50
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TAZ,0.987887694918637,1.1045491265302099e-49
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HK2,0.65680936451209,4.6346420948724794e-49
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GPR65,0.932765196290191,9.450808644415789e-49
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,DBP,0.977022218129103,1.3336341738303499e-48
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AARS,1.96268575896504,1.72608551715272e-48
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PHB,0.746016531268643,2.76218860170467e-48
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SFXN1,0.825153452753554,2.2223353108885002e-47
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LINC00486,0.863069168983165,5.84391497279874e-47
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ETFB,0.86840716612151,3.05563750079693e-46
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AL118516.1,1.0915361676282,4.37446523778232e-46
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TSC22D4,0.743538070137778,8.911194949639681e-46
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CLPP,0.631928508705946,1.5134734744086898e-45
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,H2AFJ,1.12887024550795,1.59375265050081e-45
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BIN1,0.736848260314224,2.05237113093475e-45
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LINC02256,0.790082418409405,1.64645977065683e-44
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CLIC1,1.3580493823089,1.6598717484797798e-44
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,UBASH3A,0.58977372427077,3.94541473028818e-44
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RASSF7,1.12213404187644,6.397960224115749e-44
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GRAMD1A,0.780625365713674,1.3557905196112797e-43
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZNF581,0.769678612014938,6.237223094578309e-43
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AIF1,0.64928723758602,6.715671667973168e-43
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CBX4,0.99976941561071,6.798296543967319e-43
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ING2,0.970689811991684,1.1582565489574198e-42
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RNF187,0.950001406573052,2.28583275302195e-42
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC093323.1,1.14117555018169,2.6362389574246697e-42
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ADORA2A,1.12488611979423,4.65117954817179e-42
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MARCH6,0.596499896880443,5.2345579130667796e-42
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FCER1G,0.901935329217361,1.12183804079972e-41
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BTBD11,0.612505807852071,4.4518122279449497e-41
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FLI1,0.677617969789343,4.98378495625453e-41
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,GZMM,0.580859238606858,6.93469577668488e-41
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SERPINF1,0.866675614856566,1.54792744035304e-40
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FDFT1,0.832345130006826,2.9176387028315698e-40
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MAP2K2,0.727608339671314,3.852420469980089e-40
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,NDUFS2,0.601162950963447,1.69439398156549e-39
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZNF160,0.787574313499868,2.54331211672863e-39
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,N4BP2L1,0.591713708680907,3.26044366917992e-39
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H2BK,0.97374133084263,4.03256481998551e-39
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZNF720,0.705193476260232,5.81362366332087e-39
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC008555.4,1.08106567916333,1.65744023178339e-38
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ADD3,0.72245674660497206,2.00847709207564e-38
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SNHG1,0.921189369545585,4.42049606571263e-38
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SASH3,1.06247044230595,7.21192605706514e-38
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CD248,1.13142678150322,2.61024815885349e-37
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SAP30,1.23929266720368,4.9897662427578104e-37
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TCEA1,0.621123335532016,5.74796216404379e-37
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,C5orf51,1.06732744365612,7.40270417639177e-37
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZNF580,0.847575638158637,8.52361731461615e-37
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FBLN2,1.17107029501767,2.51012516959096e-36
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PFKL,0.713311489262179,3.10081917040746e-36
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SPRY1,0.749667044497399,4.5616362414041595e-36
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,NARS,0.91193956592905,1.11104431441928e-35
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PYCARD,0.918996726604256,1.85865232327281e-35
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,IARS,0.885510225761696,2.4192805371532e-35
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TRPT1,0.739612147687848,3.1852839283456095e-35
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FAM192A,0.920228056001846,4.3717778704945094e-35
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PTDSS1,0.656608219543677,1.31649247404043e-34
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PLIN2,1.06849989854189,1.48425709615125e-34
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TARSL2,1.36095007325925,1.5224092777616799e-34
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SAMD1,1.72846377736866,1.21217543138749e-33
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC093157.1,0.593647564891039,1.4821650455327e-33
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TTC37,0.687482742682041,2.0612652867133e-32
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AP002387.2,0.868014918416832,4.04329965571388e-32
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,WDR60,1.38211917496643,4.55595575521966e-32
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,FOPNL,1.03339303441173,1.28052947679343e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,TFAP4,0.951812301124489,1.4380503256989799e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,LGALS8,0.621148745327959,1.54699922610916e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,WDR61,0.607344067519875,3.0635005367085398e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,PSTPIP1,1.06212852070714,4.020385689802409e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RGS19,1.27926006149038,4.22491703601373e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC025159.1,0.751240191938338,7.071666105501179e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,MAZ,0.745219172083802,7.809260042212379e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ZFAND2B,0.76390444915707,8.296071884160429e-31
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ERGIC1,0.701511728282897,1.0482245395974098e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,DGKA,0.625564944697625,1.3650305527616598e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CYBA,0.712286286008371,1.4225241969318599e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,ABTB1,0.665597212604109,2.29617276638679e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CEBPB,1.36915945874053,2.3393615029289297e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AC006064.4,1.35082993517874,3.25360971943493e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,WASHC3,0.662369765943659,3.5875832302571e-30
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HIST1H3D,1.57427086708248,2.26298207999183e-29
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CYBC1,0.821353468591335,5.535149603579769e-29
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SNHG12,1.30213319098645,6.239027362324289e-29
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,BEND5,1.10763261560167,7.671381763501479e-29
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HMGB2,0.858912393268869,8.51093242539429e-29
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,EPS8L2,1.0743597112396,1.47076211787215e-28
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RNASET2,0.903903127536945,2.10775896214828e-28
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SLC2A4RG,1.31233540818527,6.19465048443252e-28
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,DHPS,0.608456971923182,8.20799359012867e-28
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SUN2,0.657410343709627,1.47204583497786e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,AL135905.2,1.24786529739959,2.45997706461662e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,UBE2M,0.662921357788469,2.84318586417809e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,CBWD2,0.697521923487872,3.78474197468927e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HCFC1R1,0.943815431568604,4.8849671490385e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,UNC119,1.06038654455548,5.63914694691794e-27
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,VPS26B,0.801266169781685,6.96073434326937e-26
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,RAB33A,0.845576800925737,7.73255981425629e-26
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,THEM6,1.37433539719331,8.13651516859387e-26
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HERC2,0.964260147852359,1.28615296520699e-25
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,SAT2,0.725557385379044,1.52151046522393e-25
1_Memory_CD8_T_cell_HighvsLowVL_ALL,Up,HARS,0.997064628529654,2.84547811508705e-25
