"participant","clone_id","clone_size"
"CP013","7237",1
"CP013","7238",1
"CP013","7239",1
"CP013","7240",1
"CP013","7260",1
"CP013","7261",1
"CP013","7262",1
"CP013","7263",1
"CP013","7264",1
"CP013","7265",1
"CP013","7266",1
"CP013","7267",1
"CP013","7268",1
"CP013","7270",1
"CP013","7271",1
"CP013","7288",1
"CP013","7289",1
"CP013","7290",1
"CP013","7292",1
"CP013","7293",1
"CP013","7294",1
"CP013","7295",1
"CP013","7296",1
"CP013","7297",1
"CP013","7298",1
"CP013","7299",1
"CP013","73",1
"CP013","7300",1
"CP013","7301",1
"CP013","7303",1
"CP013","7304",1
"CP013","7319",1
"CP013","7320",1
"CP013","7321",1
"CP013","7322",1
"CP013","7323",1
"CP013","7325",1
"CP013","7326",1
"CP013","7327",1
"CP013","7328",1
"CP013","7335",1
"CP013","7342",1
"CP013","7343",1
"CP013","7344",1
"CP013","7345",1
"CP013","7346",1
"CP013","7348",1
"CP013","7349",1
"CP013","7356",1
"CP013","7357",1
"CP013","7359",1
"CP013","7360",1
"CP013","7368",1
"CP013","7370",1
"CP013","7377",1
"CP013","7381",1
"CP013","7382",1
"CP013","7383",1
"CP013","7384",1
"CP013","7386",1
"CP013","7393",1
"CP013","7412",1
"CP013","7450",1
"CP013","7451",1
"CP013","7452",1
"CP013","7453",1
"CP013","7454",1
"CP013","7455",1
"CP013","750",1
"CP013","7500",1
"CP013","7506",1
"CP013","7521",1
"CP013","7539",1
"CP013","7553",1
"CP013","7554",1
"CP013","7555",1
"CP013","7559",1
"CP013","7560",1
"CP013","7564",1
"CP013","7565",1
"CP013","7570",1
"CP013","7571",1
"CP013","7572",1
"CP013","7573",1
"CP013","7581",1
"CP013","7582",1
"CP013","7583",1
"CP013","7584",1
"CP013","7593",1
"CP013","7594",1
"CP013","7595",1
"CP013","7596",1
"CP013","7597",1
"CP013","7598",1
"CP013","7601",1
"CP013","7603",1
"CP013","7604",1
"CP013","7605",1
"CP013","7607",1
"CP013","7608",1
"CP013","7609",1
"CP013","7610",1
"CP013","7611",1
"CP013","7617",1
"CP013","7627",1
"CP013","7628",1
"CP013","7629",1
"CP013","7630",1
"CP013","7634",1
"CP013","7636",1
"CP013","7641",1
"CP013","7642",1
"CP013","7658",1
"CP013","7679",1
"CP013","7681",1
"CP013","7694",1
"CP013","7695",1
"CP013","7696",1
"CP013","7697",1
"CP013","7698",1
"CP013","7701",1
"CP013","7703",1
"CP013","7704",1
"CP013","7705",1
"CP013","7706",1
"CP013","7711",1
"CP013","7712",1
"CP013","7715",1
"CP013","7718",1
"CP013","772",1
"CP013","7727",1
"CP013","7742",1
"CP013","7751",1
"CP013","7752",1
"CP013","7765",1
"CP013","7774",1
"CP013","7776",1
"CP013","7779",1
"CP013","7817",1
"CP013","7831",1
"CP013","7832",1
"CP013","7851",1
"CP013","7864",1
"CP013","7869",1
"CP013","7872",1
"CP013","7884",1
"CP013","7889",1
"CP013","7890",1
"CP013","7893",1
"CP013","7894",1
"CP013","7895",1
"CP013","7896",1
"CP013","7905",1
"CP013","7906",1
"CP013","7907",1
"CP013","7910",1
"CP013","7911",1
"CP013","7912",1
"CP013","7913",1
"CP013","7916",1
"CP013","7917",1
"CP013","7930",1
"CP013","7931",1
"CP013","7932",1
"CP013","7933",1
"CP013","7934",1
"CP013","7938",1
"CP013","7939",2
"CP013","7941",1
"CP013","7942",1
"CP013","7943",1
"CP013","7944",1
"CP013","7945",1
"CP013","7947",1
"CP013","795",1
"CP013","7955",1
"CP013","7956",1
"CP013","7957",1
"CP013","7958",1
"CP013","7962",1
"CP013","7963",1
"CP013","7969",1
"CP013","7974",1
"CP013","7975",1
"CP013","7976",1
"CP013","7981",1
"CP013","7985",1
"CP013","7986",1
"CP013","7987",1
"CP013","7988",1
"CP013","7989",1
"CP013","7993",1
"CP013","7994",1
"CP013","7997",1
"CP013","7998",1
"CP013","7999",1
"CP013","8000",1
"CP013","8001",1
"CP013","8004",1
"CP013","8005",1
"CP013","8006",1
"CP013","8007",1
"CP013","8008",1
"CP013","8009",1
"CP013","8010",1
"CP013","8011",1
"CP013","8015",1
"CP013","8016",1
"CP013","8017",1
"CP013","8018",1
"CP013","8019",1
"CP013","802",1
"CP013","8020",1
"CP013","8031",1
"CP013","8032",1
"CP013","8033",1
"CP013","8034",1
"CP013","8035",1
"CP013","8037",1
"CP013","8038",1
"CP013","8039",1
"CP013","8040",1
"CP013","8041",1
"CP013","8048",1
"CP013","8049",1
"CP013","8050",1
"CP013","8051",1
"CP013","8052",1
"CP013","8053",1
"CP013","8054",1
"CP013","8055",1
"CP013","8056",1
"CP013","8057",1
"CP013","8059",1
"CP013","8060",1
"CP013","8062",1
"CP013","8063",1
"CP013","8064",1
"CP013","8065",1
"CP013","8066",1
"CP013","8067",1
"CP013","8068",1
"CP013","8070",1
"CP013","8071",1
"CP013","8072",1
"CP013","8073",1
"CP013","8074",1
"CP013","8075",1
"CP013","8076",1
"CP013","8077",1
"CP013","8078",1
"CP013","8079",1
"CP013","8090",1
"CP013","8092",1
"CP013","8093",1
"CP013","8094",1
"CP013","8095",1
"CP013","8096",1
"CP013","8097",1
"CP013","8098",1
"CP013","8099",1
"CP013","8109",1
"CP013","8110",1
"CP013","8111",1
"CP013","8112",1
"CP013","8115",1
"CP013","8116",1
"CP013","8117",1
"CP013","8129",1
"CP013","8130",1
"CP013","8131",1
"CP013","8132",1
"CP013","8133",2
"CP013","8134",1
"CP013","8135",1
"CP013","8137",1
"CP013","8138",1
"CP013","8139",1
"CP013","8144",1
"CP013","8145",1
"CP013","8146",1
"CP013","8148",1
"CP013","8149",1
"CP013","8150",1
"CP013","8151",1
"CP013","8152",1
"CP013","8153",1
"CP013","8154",1
"CP013","8155",1
"CP013","8162",1
"CP013","8163",1
"CP013","8164",1
"CP013","8167",1
"CP013","8168",1
"CP013","8170",1
"CP013","8175",1
"CP013","8177",1
"CP013","8178",1
"CP013","8179",2
"CP013","820",1
"CP013","8200",1
"CP013","8212",1
"CP013","8217",1
"CP013","8239",1
"CP013","8249",1
"CP013","8262",1
"CP013","8263",1
"CP013","827",1
"CP013","8271",1
"CP013","8272",1
"CP013","8273",1
"CP013","8274",1
"CP013","8284",1
"CP013","8285",1
"CP013","8286",1
"CP013","8290",1
"CP013","8292",1
"CP013","8293",1
"CP013","8299",1
"CP013","8300",1
"CP013","8301",1
"CP013","8303",1
"CP013","8304",1
"CP013","8305",1
"CP013","8311",1
"CP013","8312",1
"CP013","8314",1
"CP013","8315",1
"CP013","8316",1
"CP013","8317",1
"CP013","8318",1
"CP013","8319",1
"CP013","8322",1
"CP013","8323",1
"CP013","8325",1
"CP013","8327",1
"CP013","8328",1
"CP013","8329",1
"CP013","8330",1
"CP013","8331",1
"CP013","8332",1
"CP013","8342",1
"CP013","8345",1
"CP013","8346",1
"CP013","8350",1
"CP013","8357",1
"CP013","8360",1
"CP013","8361",1
"CP013","8362",1
"CP013","8363",1
"CP013","8364",1
"CP013","8365",1
"CP013","8366",1
"CP013","8367",1
"CP013","8370",1
"CP013","8371",1
"CP013","8372",1
"CP013","8373",1
"CP013","8374",1
"CP013","8375",1
"CP013","8376",1
"CP013","8377",1
"CP013","8378",1
"CP013","8379",1
"CP013","8381",1
"CP013","8382",1
"CP013","8383",1
"CP013","8386",1
"CP013","8387",1
"CP013","8388",1
"CP013","8389",1
"CP013","8390",1
"CP013","8392",1
"CP013","8397",1
"CP013","8398",1
"CP013","8399",1
"CP013","8400",2
"CP013","8401",1
"CP013","8403",1
"CP013","8409",1
"CP013","8410",1
"CP013","8411",1
"CP013","8412",1
"CP013","8414",1
"CP013","8415",1
"CP013","8416",1
"CP013","8417",1
"CP013","8418",1
"CP013","8419",1
"CP013","8420",1
"CP013","8421",1
"CP013","8422",1
"CP013","8423",1
"CP013","8425",1
"CP013","8427",1
"CP013","8428",1
"CP013","8429",1
"CP013","8431",1
"CP013","8432",1
"CP013","8433",1
"CP013","8434",1
"CP013","8436",1
"CP013","8437",1
"CP013","8438",1
"CP013","8439",1
"CP013","8440",1
"CP013","8441",1
"CP013","8442",1
"CP013","8443",1
"CP013","8444",1
"CP013","8445",1
"CP013","8448",1
"CP013","8449",1
"CP013","8450",1
"CP013","8451",1
"CP013","8454",1
"CP013","8455",1
"CP013","8456",1
"CP013","8457",1
"CP013","8458",1
"CP013","8459",1
"CP013","8460",1
"CP013","8461",1
"CP013","8462",1
"CP013","8463",1
"CP013","8464",1
"CP013","8465",1
"CP013","8469",1
"CP013","8470",1
"CP013","8471",1
"CP013","8472",1
"CP013","8473",1
"CP013","8474",1
"CP013","8475",1
"CP013","8476",1
"CP013","8480",1
"CP013","8486",1
"CP013","8487",1
"CP013","8488",1
"CP013","8489",1
"CP013","8490",1
"CP013","8492",1
"CP013","8493",1
"CP013","8496",1
"CP013","8497",1
"CP013","8498",1
"CP013","8499",1
"CP013","85",1
"CP013","8505",1
"CP013","8506",1
"CP013","8507",1
"CP013","8508",1
"CP013","8509",1
"CP013","8517",1
"CP013","8518",1
"CP013","8519",1
"CP013","8520",1
"CP013","8521",1
"CP013","8523",1
"CP013","8525",1
"CP013","8528",1
"CP013","8529",1
"CP013","853",1
"CP013","8530",1
"CP013","8531",1
"CP013","8534",1
"CP013","8539",1
"CP013","854",1
"CP013","8541",1
"CP013","8546",1
"CP013","8548",1
"CP013","855",1
"CP013","8562",1
"CP013","8571",1
"CP013","8572",1
"CP013","8583",1
"CP013","8589",1
"CP013","8590",1
"CP013","8592",1
"CP013","8593",1
"CP013","8606",1
"CP013","8607",1
"CP013","8608",1
"CP013","8609",1
"CP013","8610",1
"CP013","8611",1
"CP013","8612",1
"CP013","8618",1
"CP013","862",2
"CP013","8629",1
"CP013","863",1
"CP013","8645",1
"CP013","8646",1
"CP013","8647",1
"CP013","8649",1
"CP013","866",1
"CP013","867",1
"CP013","8679",1
"CP013","868",1
"CP013","8681",1
"CP013","8689",1
"CP013","87",1
"CP013","870",1
"CP013","871",1
"CP013","8711",1
"CP013","8712",1
"CP013","8713",1
"CP013","8714",1
"CP013","8715",1
"CP013","8717",1
"CP013","8720",1
"CP013","8721",1
"CP013","8728",1
"CP013","8729",1
"CP013","8730",1
"CP013","8731",1
"CP013","8732",1
"CP013","8742",1
"CP013","8743",1
"CP013","8744",1
"CP013","8745",1
"CP013","8746",1
"CP013","8747",1
"CP013","8748",1
"CP013","8758",1
"CP013","8759",1
"CP013","8760",2
"CP013","8762",1
"CP013","8763",1
"CP013","8764",1
"CP013","8765",1
"CP013","8766",1
"CP013","8767",1
"CP013","8768",1
"CP013","8777",1
"CP013","8778",1
"CP013","8779",1
"CP013","8780",1
"CP013","8781",1
"CP013","8791",1
"CP013","8792",1
"CP013","8793",1
"CP013","8794",1
"CP013","8797",1
"CP013","8798",1
"CP013","88",1
"CP013","8804",1
"CP013","8805",1
"CP013","8807",1
"CP013","881",1
"CP013","882",1
"CP013","8829",1
"CP013","883",1
"CP013","8830",1
"CP013","8848",1
"CP013","8850",1
"CP013","8867",1
"CP013","8871",1
"CP013","8872",1
"CP013","8895",1
"CP013","8925",1
"CP013","895",1
"CP013","8953",1
"CP013","896",1
"CP013","897",1
"CP013","8971",1
"CP013","898",1
"CP013","8983",1
"CP013","8988",1
"CP013","8991",1
"CP013","8992",1
"CP013","8993",1
"CP013","9001",1
"CP013","9002",1
"CP013","9016",1
"CP013","9018",1
"CP013","9019",1
"CP013","9027",1
"CP013","9044",1
"CP013","905",1
"CP013","906",1
"CP013","9061",1
"CP013","907",1
"CP013","908",1
"CP013","9094",1
"CP013","9130",1
"CP013","916",1
"CP013","924",1
"CP013","926",1
"CP013","931",1
"CP013","9312",1
"CP013","932",1
"CP013","933",1
"CP013","934",1
"CP013","938",1
"CP013","9395",1
"CP013","9396",1
"CP013","94",1
"CP013","940",1
"CP013","9413",1
"CP013","9426",1
"CP013","9436",1
"CP013","9475",1
"CP013","9495",1
"CP013","95",1
"CP013","9512",1
"CP013","9519",1
"CP013","952",1
"CP013","9520",1
"CP013","9521",1
"CP013","9522",1
"CP013","9529",1
"CP013","9530",1
"CP013","9531",1
"CP013","9536",1
"CP013","9537",1
"CP013","9538",1
"CP013","9540",1
"CP013","9552",1
"CP013","9567",1
"CP013","9581",1
"CP013","9585",1
"CP013","9586",1
"CP013","959",1
"CP013","9591",1
"CP013","9592",1
"CP013","96",1
"CP013","9600",1
"CP013","9601",1
"CP013","9602",1
"CP013","9603",1
"CP013","9604",1
"CP013","9611",1
"CP013","9612",1
"CP013","962",1
"CP013","9622",1
"CP013","9623",1
"CP013","9624",1
"CP013","9629",1
"CP013","963",1
"CP013","9630",1
"CP013","9636",1
"CP013","9639",1
"CP013","9640",1
"CP013","9641",1
"CP013","9642",1
"CP013","9644",1
"CP013","9645",1
"CP013","9646",1
"CP013","9649",1
"CP013","9656",1
"CP013","9663",1
"CP013","9664",1
"CP013","9665",1
"CP013","9666",1
"CP013","967",1
"CP013","9671",1
"CP013","9673",1
"CP013","9674",1
"CP013","9675",1
"CP013","9676",1
"CP013","9677",1
"CP013","9678",1
"CP013","968",1
"CP013","9687",1
"CP013","9688",1
"CP013","9689",1
"CP013","9690",1
"CP013","9691",1
"CP013","9693",1
"CP013","970",1
"CP013","9706",1
"CP013","9707",1
"CP013","9708",1
"CP013","9709",1
"CP013","9710",1
"CP013","9711",1
"CP013","9712",1
"CP013","9713",1
"CP013","9714",1
"CP013","9715",1
"CP013","9717",1
"CP013","972",1
"CP013","973",1
"CP013","9735",1
"CP013","9736",1
"CP013","9737",1
"CP013","9739",1
"CP013","974",1
"CP013","9740",1
"CP013","9741",1
"CP013","9742",1
"CP013","9743",1
"CP013","9744",1
"CP013","9745",1
"CP013","975",1
"CP013","976",1
"CP013","9760",1
"CP013","9767",1
"CP013","9768",1
"CP013","9769",1
"CP013","977",1
"CP013","9770",1
"CP013","9771",1
"CP013","9773",1
"CP013","9774",1
"CP013","9775",1
"CP013","9776",1
"CP013","9777",1
"CP013","9778",1
"CP013","9779",1
"CP013","9780",1
"CP013","9798",1
"CP013","9799",1
"CP013","9800",1
"CP013","9801",1
"CP013","9802",1
"CP013","9803",1
"CP013","9804",1
"CP013","9806",1
"CP013","9807",1
"CP013","9808",1
"CP013","9809",1
"CP013","981",1
"CP013","9810",1
"CP013","9811",1
"CP013","9812",1
"CP013","9813",1
"CP013","9814",1
"CP013","9815",1
"CP013","982",1
"CP013","9832",1
"CP013","9833",1
"CP013","9834",1
"CP013","9835",1
"CP013","9836",1
"CP013","9837",1
"CP013","9839",1
"CP013","9840",1
"CP013","9841",1
"CP013","9842",1
"CP013","9850",1
"CP013","9851",1
"CP013","9852",1
"CP013","9853",1
"CP013","9854",1
"CP013","9855",1
"CP013","9856",1
"CP013","9857",1
"CP013","9858",1
"CP013","9859",1
"CP013","986",1
"CP013","9861",1
"CP013","9862",1
"CP013","987",1
"CP013","9871",1
"CP013","9875",1
"CP013","9876",1
"CP013","9877",1
"CP013","9878",1
"CP013","9879",1
"CP013","988",1
"CP013","9880",1
"CP013","9881",1
"CP013","9882",1
"CP013","9884",1
"CP013","9885",1
"CP013","9886",1
"CP013","9887",1
"CP013","9888",1
"CP013","989",1
"CP013","990",1
"CP013","9902",1
"CP013","9903",1
"CP013","9904",1
"CP013","9906",1
"CP013","9907",1
"CP013","9908",1
"CP013","9909",1
"CP013","9910",1
"CP013","9911",1
"CP013","9912",1
"CP013","9913",1
"CP013","9914",1
"CP013","992",1
"CP013","9923",1
"CP013","9924",1
"CP013","9925",1
"CP013","9926",1
"CP013","9927",1
"CP013","9928",1
"CP013","9929",1
"CP013","9930",1
"CP013","9931",1
"CP013","9932",1
"CP013","9933",1
"CP013","9946",1
"CP013","9947",1
"CP013","9948",1
"CP013","9950",1
"CP013","9951",1
"CP013","9952",1
"CP013","9955",1
"CP013","9956",1
"CP013","9957",1
"CP013","9965",1
"CP013","9966",1
"CP013","9967",1
"CP013","9973",1
"CP013","9982",1
"CP013","9983",1
"CP016","10014",1
"CP016","10015",1
"CP016","1003",1
"CP016","10034",1
"CP016","10051",1
"CP016","10052",1
"CP016","10053",1
"CP016","10073",1
"CP016","10074",1
"CP016","10108",1
"CP016","10117",1
"CP016","10131",1
"CP016","10132",1
"CP016","1014",1
"CP016","10189",1
"CP016","10208",1
"CP016","10223",1
"CP016","1025",1
"CP016","1029",1
"CP016","10300",1
"CP016","10325",1
"CP016","10326",1
"CP016","10369",1
"CP016","10379",1
"CP016","10380",1
"CP016","10399",1
"CP016","10414",1
"CP016","10422",1
"CP016","10437",1
"CP016","10467",1
"CP016","10479",1
"CP016","1048",1
"CP016","1049",1
"CP016","10537",1
"CP016","10607",1
"CP016","10612",1
"CP016","10680",1
"CP016","10681",1
"CP016","10682",1
"CP016","10684",1
"CP016","10691",1
"CP016","10701",1
"CP016","10702",1
"CP016","10730",1
"CP016","10731",1
"CP016","10732",1
"CP016","10773",1
"CP016","10774",1
"CP016","10821",1
"CP016","10822",1
"CP016","10832",1
"CP016","10841",1
"CP016","10857",1
"CP016","10858",1
"CP016","10859",1
"CP016","10861",1
"CP016","1088",1
"CP016","10880",1
"CP016","10881",1
"CP016","10882",1
"CP016","10922",1
"CP016","10923",1
"CP016","10924",1
"CP016","10948",1
"CP016","10978",1
"CP016","10985",1
"CP016","10986",1
"CP016","10987",1
"CP016","11018",1
"CP016","11019",1
"CP016","11025",1
"CP016","11029",1
"CP016","11048",1
"CP016","11079",1
"CP016","11096",1
"CP016","11107",1
"CP016","11127",1
"CP016","11139",1
"CP016","1116",1
"CP016","11204",1
"CP016","11229",1
"CP016","11268",1
"CP016","1143",1
"CP016","11439",1
"CP016","115",1
"CP016","11505",1
"CP016","11539",1
"CP016","11550",1
"CP016","11561",1
"CP016","1158",1
"CP016","11594",1
"CP016","11649",1
"CP016","11661",1
"CP016","11672",1
"CP016","11701",1
"CP016","11738",1
"CP016","11772",1
"CP016","11783",1
"CP016","11790",1
"CP016","11794",1
"CP016","11805",1
"CP016","11816",1
"CP016","11863",1
"CP016","11867",1
"CP016","11875",1
"CP016","11876",1
"CP016","11882",1
"CP016","11884",1
"CP016","11895",1
"CP016","11896",1
"CP016","11901",1
"CP016","11902",1
"CP016","11903",1
"CP016","11912",1
"CP016","11932",1
"CP016","11936",1
"CP016","11960",1
"CP016","11971",1
"CP016","11983",1
"CP016","12016",1
"CP016","12027",1
"CP016","12038",1
"CP016","12049",1
"CP016","12060",1
"CP016","12071",1
"CP016","12094",1
"CP016","12105",3
"CP016","12116",1
"CP016","12127",1
"CP016","12138",1
"CP016","12171",1
"CP016","12182",1
"CP016","12217",1
"CP016","12228",1
"CP016","12239",1
"CP016","12250",1
"CP016","12305",1
"CP016","12317",1
"CP016","12328",1
"CP016","12339",1
"CP016","12350",1
"CP016","12428",1
"CP016","12439",1
"CP016","1244",1
"CP016","12450",1
"CP016","12461",1
"CP016","12472",1
"CP016","12483",1
"CP016","12527",1
"CP016","12539",1
"CP016","12550",1
"CP016","12561",1
"CP016","12583",1
"CP016","12594",1
"CP016","126",1
"CP016","12605",1
"CP016","12616",1
"CP016","12672",1
"CP016","12683",1
"CP016","12694",1
"CP016","127",1
"CP016","12716",1
"CP016","12738",1
"CP016","12838",1
"CP016","12888",1
"CP016","12896",1
"CP016","12899",1
"CP016","12902",1
"CP016","12903",1
"CP016","12917",1
"CP016","12920",1
"CP016","12921",1
"CP016","12930",1
"CP016","12938",1
"CP016","12983",1
"CP016","13038",1
"CP016","13094",1
"CP016","13105",1
"CP016","13182",1
"CP016","1329",1
"CP016","1337",1
"CP016","13372",1
"CP016","13383",1
"CP016","13385",1
"CP016","13438",1
"CP016","13447",1
"CP016","13459",1
"CP016","13460",1
"CP016","13466",1
"CP016","13474",1
"CP016","13476",1
"CP016","13479",1
"CP016","1348",1
"CP016","13485",1
"CP016","1349",1
"CP016","13493",1
"CP016","13683",1
"CP016","137",1
"CP016","13727",1
"CP016","13783",1
"CP016","13794",1
"CP016","13803",1
"CP016","13841",1
"CP016","13846",1
"CP016","13858",1
"CP016","13868",1
"CP016","13869",1
"CP016","1393",1
"CP016","13964",1
"CP016","13983",1
"CP016","14018",1
"CP016","14037",1
"CP016","14062",1
"CP016","14063",1
"CP016","14081",1
"CP016","1410",1
"CP016","1411",1
"CP016","14110",1
"CP016","14111",1
"CP016","14118",1
"CP016","14131",1
"CP016","14132",1
"CP016","14133",1
"CP016","14148",1
"CP016","14150",1
"CP016","14151",1
"CP016","14152",1
"CP016","14153",1
"CP016","14160",1
"CP016","14171",1
"CP016","14175",1
"CP016","14176",1
"CP016","14177",1
"CP016","1418",1
"CP016","1419",1
"CP016","14192",1
"CP016","14194",1
"CP016","1420",1
"CP016","14209",1
"CP016","14210",1
"CP016","14211",1
"CP016","14212",1
"CP016","14240",1
"CP016","14246",1
"CP016","1430",1
"CP016","14300",1
"CP016","14309",1
"CP016","1431",1
"CP016","14323",1
"CP016","14339",1
"CP016","14404",1
"CP016","1441",1
"CP016","1443",1
"CP016","1444",1
"CP016","14445",1
"CP016","14449",1
"CP016","1445",1
"CP016","14468",1
"CP016","14557",1
"CP016","1456",1
"CP016","14569",1
"CP016","1457",1
"CP016","14572",1
"CP016","1458",1
"CP016","14622",1
"CP016","14623",1
"CP016","14624",1
"CP016","14625",1
"CP016","14626",1
"CP016","14631",1
"CP016","14632",1
"CP016","14633",1
"CP016","14636",1
"CP016","14637",1
"CP016","14639",1
"CP016","14640",1
"CP016","14641",1
"CP016","14657",1
"CP016","14658",1
"CP016","14664",1
"CP016","14665",1
"CP016","14666",1
"CP016","1467",1
"CP016","14681",1
"CP016","14687",1
"CP016","14690",1
"CP016","14695",1
"CP016","14696",1
"CP016","14697",1
"CP016","14698",1
"CP016","14701",1
"CP016","14703",1
"CP016","14704",1
"CP016","14706",1
"CP016","14707",1
"CP016","14708",1
"CP016","14711",1
"CP016","14712",1
"CP016","14713",1
"CP016","14714",1
"CP016","14718",1
"CP016","14719",1
"CP016","14720",1
"CP016","14721",1
"CP016","14722",1
"CP016","14723",1
"CP016","14733",1
"CP016","14734",1
"CP016","14735",1
"CP016","14736",1
"CP016","14737",1
"CP016","14739",1
"CP016","14740",1
"CP016","14741",1
"CP016","1475",1
"CP016","14751",1
"CP016","14752",1
"CP016","14753",1
"CP016","14754",1
"CP016","14755",1
"CP016","14756",1
"CP016","14757",1
"CP016","1477",1
"CP016","14773",1
"CP016","14774",1
"CP016","14775",1
"CP016","14776",1
"CP016","14777",1
"CP016","14778",1
"CP016","14779",1
"CP016","1478",1
"CP016","14780",1
"CP016","14781",1
"CP016","14782",1
"CP016","14784",1
"CP016","14789",1
"CP016","1479",1
"CP016","14790",1
"CP016","14791",1
"CP016","14792",1
"CP016","14793",1
"CP016","14795",1
"CP016","14796",1
"CP016","14797",1
"CP016","14798",1
"CP016","148",1
"CP016","14810",1
"CP016","14811",1
"CP016","14812",1
"CP016","14813",1
"CP016","14814",1
"CP016","14815",1
"CP016","1482",1
"CP016","14825",1
"CP016","1483",1
"CP016","14839",1
"CP016","14844",1
"CP016","1486",1
"CP016","14861",1
"CP016","14862",1
"CP016","1487",1
"CP016","14873",1
"CP016","14874",1
"CP016","1488",1
"CP016","14880",1
"CP016","1489",1
"CP016","14890",1
"CP016","14891",1
"CP016","1490",1
"CP016","14907",1
"CP016","14908",1
"CP016","14909",1
"CP016","1491",1
"CP016","1493",1
"CP016","14935",1
"CP016","14936",1
"CP016","14937",1
"CP016","14939",1
"CP016","1494",1
"CP016","14940",1
"CP016","14941",1
"CP016","1495",1
"CP016","14968",1
"CP016","1499",1
"CP016","14990",1
"CP016","14991",1
"CP016","14992",1
"CP016","15",1
"CP016","15010",1
"CP016","15011",1
"CP016","15012",1
"CP016","15035",1
"CP016","15036",1
"CP016","15037",1
"CP016","1506",1
"CP016","1507",1
"CP016","15070",1
"CP016","15072",1
"CP016","15079",1
"CP016","1508",1
"CP016","1509",1
"CP016","1510",1
"CP016","15109",1
"CP016","1511",1
"CP016","1512",1
"CP016","15121",1
"CP016","15139",1
"CP016","15156",1
"CP016","15164",1
"CP016","15165",1
"CP016","15166",1
"CP016","15178",1
"CP016","15184",1
"CP016","15192",1
"CP016","15199",1
"CP016","1520",1
"CP016","15200",1
"CP016","15201",1
"CP016","15202",1
"CP016","15204",1
"CP016","1521",1
"CP016","15213",1
"CP016","15217",1
"CP016","1522",1
"CP016","1523",1
"CP016","1524",1
"CP016","15253",1
"CP016","1526",1
"CP016","1527",1
"CP016","15271",1
"CP016","15276",1
"CP016","1528",1
"CP016","15282",1
"CP016","15294",1
"CP016","15305",1
"CP016","15313",1
"CP016","1533",1
"CP016","15348",1
"CP016","15353",1
"CP016","15381",1
"CP016","1541",1
"CP016","15410",1
"CP016","15411",1
"CP016","15412",1
"CP016","1544",1
"CP016","15449",1
"CP016","1545",1
"CP016","15451",1
"CP016","15460",1
"CP016","15556",1
"CP016","1560",1
"CP016","1561",1
"CP016","15650",1
"CP016","15661",1
"CP016","15674",1
"CP016","1568",1
"CP016","15783",1
"CP016","15841",1
"CP016","15883",1
"CP016","159",1
"CP016","15960",1
"CP016","1599",1
"CP016","16171",1
"CP016","16182",1
"CP016","16193",1
"CP016","16208",1
"CP016","1625",1
"CP016","16278",1
"CP016","16327",1
"CP016","16338",1
"CP016","16349",1
"CP016","16376",1
"CP016","1638",1
"CP016","16397",1
"CP016","16411",1
"CP016","16427",1
"CP016","16433",1
"CP016","16479",1
"CP016","16480",1
"CP016","16488",1
"CP016","16489",1
"CP016","16500",1
"CP016","16511",2
"CP016","16514",1
"CP016","16548",1
"CP016","16571",1
"CP016","16586",1
"CP016","16593",1
"CP016","1660",1
"CP016","16634",1
"CP016","16643",1
"CP016","16652",1
"CP016","1666",1
"CP016","16726",1
"CP016","16783",1
"CP016","16794",1
"CP016","16797",1
"CP016","16798",1
"CP016","16849",1
"CP016","16851",1
"CP016","16901",1
"CP016","16916",1
"CP016","16927",1
"CP016","16938",1
"CP016","16952",1
"CP016","16955",1
"CP016","16959",1
"CP016","16984",1
"CP016","16991",1
"CP016","170",1
"CP016","17020",1
"CP016","17083",1
"CP016","17090",1
"CP016","17110",1
"CP016","17111",1
"CP016","17128",1
"CP016","17133",1
"CP016","17148",1
"CP016","17150",1
"CP016","17156",1
"CP016","17158",1
"CP016","17159",1
"CP016","17166",1
"CP016","17167",1
"CP016","17178",1
"CP016","17206",1
"CP016","17211",1
"CP016","1725",1
"CP016","17271",1
"CP016","17277",1
"CP016","17330",1
"CP016","17338",1
"CP016","17349",1
"CP016","1735",1
"CP016","1736",1
"CP016","17360",1
"CP016","1737",1
"CP016","17371",1
"CP016","17408",1
"CP016","17415",1
"CP016","17432",1
"CP016","17437",1
"CP016","17450",1
"CP016","17463",1
"CP016","17466",1
"CP016","1747",1
"CP016","17470",1
"CP016","17472",1
"CP016","17473",1
"CP016","17474",1
"CP016","17475",1
"CP016","17482",1
"CP016","17486",1
"CP016","17487",1
"CP016","17497",1
"CP016","17508",1
"CP016","17509",1
"CP016","17510",1
"CP016","17511",1
"CP016","17512",1
"CP016","17524",1
"CP016","17525",1
"CP016","17527",1
"CP016","17528",1
"CP016","17532",1
"CP016","17538",1
"CP016","17547",1
"CP016","17548",1
"CP016","17549",1
"CP016","17559",1
"CP016","17560",1
"CP016","17561",1
"CP016","17566",1
"CP016","17567",1
"CP016","17571",1
"CP016","17573",1
"CP016","17574",1
"CP016","17575",1
"CP016","17604",1
"CP016","17615",1
"CP016","17617",1
"CP016","17626",1
"CP016","17660",1
"CP016","17671",1
"CP016","17682",1
"CP016","17683",1
"CP016","17691",1
"CP016","17692",1
"CP016","17693",1
"CP016","17703",1
"CP016","17704",1
"CP016","17715",1
"CP016","17726",1
"CP016","17737",1
