"","g.CD4.T.cell_0","g.Memory.CD8.T.cell_1","g.Naïve.CD4.T.cell.1_2","g.IL2RB..NK.cell_3","g.IgD.IgM..B.cell_4","g.Naïve.CD4.T.cell.2_5","g.Naïve.CD8.T.cell_6","g.Memory.CD4.T.cell_7","g.CTL.like_8","g.TRDV1..CTL.like_9","g.Memory.CD4.T.helper_10","g.Naïve.B.cell_11","g.DNAM1..CD4.T.cell_12","g.Transitional.B.cell_13","g.CD14hi.CD16..Monocyte_14","g.NK.cell.1_15","g.Gamma.Delta.1.T.cells_16","g.NK.cell.2_17","g.DN.T.cell.1_18","g.CD14..CD16hi.Monocyte_19","g.T.reg_20","g.Gamma.Delta.2.T.cells_21","g.CD69..B.cell_22","g.DN.T.cell.2_23","g.CD14lo.CD16lo.Monocyte_24","g.CD56bright.NK_25","g.DN.T.cell.3_26","g.GZMK..CD8.T.cell_27","g.DN.T.cell.4_28","g.DN.T.cell.5_29","g.DN.T.cell.6_30","g.B.cell_31","g.Plasmablast_32","g.pDC_33","g.APC_34","g.TNF..B.cell_35"
"CCR5",0.00180607922158947,0.00165862498506011,0.00040924262119861,0.00476717233557378,0.0142552220700156,0.00049763291559283,0.000409971742577411,0.00119629943975439,0.0248417302720868,0.0175838974042276,0.0430054604007311,0.00404727432648555,0.112501790540805,0.00380296250566656,22.9728014047136,0.000385934101242182,0.00307972735483679,0.000310807082020572,0.00347944902398764,1.78239965560783,0.0260280061804417,2.16613949608076,0.00931742467023552,3.56338757256815e-05,3.62830525689506,0.0245258688669148,0.0307488519899685,0.204469346801901,0.0913542998331505,0,0.0632398500153988,0.0901093618400061,0.349844004083968,0.130794856291908,0,0.00552643170738194
"FCGR2A",1.89820786948914,0.0758027609409342,0.0101610431042557,939.840947046047,830666.918393555,0.0218705572504666,0.0139306042456088,0.0668497507295081,0.0401545177012138,2.71141554528089,0.187415053993737,20551.4377563486,0.991968591843338,7087.75948371125,897338.280172346,0.0624340588343736,0.0512338683902058,0.611226472264132,0.026462878458965,6155.40345574926,0.172226165334787,0.170099406638079,4030.89453207743,0.016472359775815,2152213.52395656,0.1826209530628,0.199038992344462,0.079629268897675,0.46252330567381,182.285308956756,6485.44357004935,4911.87257838128,13.4720085572956,4.63724836676643,0.15596028591275,1381.07780945296
"CCR6",0.0290483259456587,0.111575674815451,0.06509703899409,0.136810918061795,5549.27222025422,0.0103674244247685,0.0333465421965295,1.98059609678773,0.0295953280067156,0.508980447801659,2047.25904658205,327.61070162952,2.15368604165363,73.8123694665223,0.148032190608403,0.0231872295878612,0.0260683952935352,0.0435433965568776,2.28723230386739,0.104242946814275,69.4695455535626,18.5374934093278,351.280072263752,0.0904869448255265,0.294218627507158,0.0461172421897302,8.74164335678182,0.0166692275211626,0.0770836808286829,28.8600693799287,0.017250178781522,19573.3481780277,0.083947282901813,0.148007496328929,0.0162915520195121,346.260071722391
"CXCR5",0.00668158373064097,0.00604189761922758,0.0110273267288921,0.00771875074402985,459.103851111502,0.00537842414677773,0.00347875402321995,0.00515506659954862,0.0404752082474418,0.0233572208594986,0.0552800017946471,1.84229088738573,0.0174007539434548,1.87989643914856,0.0520885703375361,0.0217536173828691,0.0233456622115021,0.00803357364167074,0.0115281981670045,0.0764225059023394,0.0129239205486206,0.0138469962779257,5.6890555983594,0.0162565346808038,0.102558202704936,0.0226689769664126,0.0109313536527592,0.0131930717162286,0.0309903880903468,0.101036054405042,0.0672114122749404,1.45473287275255,0.125318169052197,0.0431960646219879,0.0113318711160877,2.04126424296135
"ITGAE",1.6860910082504,23548.8029767744,0.0375473072895191,40410.9040147176,0.118707560279433,0.0363353266851009,0.464781254911289,1.51247636955361,56.0735246004679,569.295419301215,129502.2697782,0.283850166565172,14279366.457988,0.244993059711585,2304.63674350507,2.0105133136667,798276.394271235,199.238275172453,1030.38682380152,0.179022458270326,4480.16565765159,22340.6829137686,0.107101409286072,0.674472470762407,18597.2943359757,3062.20590134241,13349023489105.6,15819.5421236321,0.0968301898566696,0.110154074590052,18.0291891100259,0.0962531234244393,1.63635823281143,1010.22749746539,0.0243864107636949,0.0273067785799608
"CD69",19.5518787880892,21.6368871651375,0.139983611209854,225987.999465021,39979209.0822674,0.0639237110075344,173.273586669319,51.3785869280444,5598.78274262246,14309.1522545113,1906.57326616138,625.098294866884,61.5903367762405,1883515.78410335,83.4532330042125,439.584103784473,203573.775856767,1935.11043519822,3.2313225789621,1111.19609330245,17414.175127846,13797.2157780229,1546982625.67417,0.050981488672564,424.209724385723,9663.46891532189,3904064.74737962,679961.716396176,0.0912961866804439,12864.866505665,32068.7390580436,4410.37027898265,25803.5464825204,233.431637971069,823743.440050668,94.7537730946247
"SELL",1069495224.90282,1205810569.13801,1804096083.7086,4589916.85924617,175397785589020,718686639.395929,418627946.203561,750580128.702715,953635.395248969,1494920.18184549,6130624915.42287,267648173567923,1125014404.74612,35204070.0329026,1933823.02663733,79747.0499213551,47067770733.8941,17174.2175057237,1457830454.9834,292056.957092169,878393092.850653,6180256.77849042,200557063.31748,2367058.41136742,322453.736865617,9697150558.67409,1747419717.92188,30573096.8513531,484.601256893447,19884851200.8398,958580.861853683,6337172.1495906,125215178.898663,263217299.881335,35718.2273186395,209067.866765126
"KLRB1",0.215524616951405,111.596765248135,0.0142734779420572,1273.28825958276,0.0139214513308061,0.0104452447766634,13.518101765036,70.6369544345037,14.0168776219094,103.985515209844,5043620.27746035,0.00348641951577929,3.82417603146964,0.0159509868845021,9.05370420158696,12.876842833758,1.49026232883986,87.3168999267705,0.412006329540927,0.214871200882345,88.6560965794638,322946.000646646,0.831475611049891,0.0971177411833006,0.0354147652294348,252.687018345523,7701304.67760888,0.586182831222788,0.0255303245708882,0.0406111727799737,1526.09041805795,0.0140663251231007,38.5642926862366,0.078383646859883,0.245802128932157,0.00984717266669075
"CTLA4",0.00081058198950642,39.8901374587138,0.000583730606630386,0.00189003108843673,2.09464509048289,0.000607804509651709,0.00089715809767047,0.00205386000996264,0.000191227654439323,0.00105200823470714,0.000911020861210219,0.000900790308338885,0.00240340302299922,0.00617279725982977,0.00248815496869101,0.000661379419083249,0.000788627948176572,0.000482821442506508,0.049065508558145,0.00156174790667887,0.00280539318792584,0.000158543119445099,0.000168696221532404,0.000656920004199235,0.000491530457672473,0,0,0.00123440613022174,0.00109092378703445,0.00195824436966639,0.170895040564109,0.159425388213655,0,0.0215283034429477,0.212362250090171,0
"LAG3",0.00923292715402074,0.00825249862770033,0.00863674960054676,0.014462823677526,0.0284192397833729,0.00321033849115251,0.00371553540344094,0.00987911748987344,0.0298394073231401,0.0277438754196862,0.215613322619686,0.00743786673085248,0.0308337359709795,0.0105561525318492,0.0476516350151982,0.014026267746116,0.0160770674523905,0.0107587427069864,0.0193986934128963,0.0180486444629489,0.0364213844083014,0.0347628203398153,0.0243826216455652,0.0173648217563914,0.040631414597497,0.116099471445798,0.162577848186851,0.708308870953307,0.00208863131855239,0.00733814530897381,0.0262656739387395,0.0161867159756972,0.145701818509617,0.00611167231054315,0.00733092510659406,0.00300275054746743
"KLRG1",189.102818717483,229.240914230232,0.090504381070053,13.3842053296979,6.3072372709368,0.0270855696412569,12.2078928241964,0.202554107274559,298.343449812512,99.6124524055428,8.39419736372312,0.0265356697712988,6.90137018482228,0.125943719896606,0.600750627008809,0.521513867244176,30.6594508597022,4.22111367618102,0.339308175647818,0.104227595697888,0.383182254205871,6861.70234386592,0.493544790856621,347218518120.864,0.375438183824757,16.7340918957361,301.87122058995,53.0515263147264,0.111745906247148,18.488058236228,10.4075910608169,0.046140913040897,3.76827241907168,0.123811848609286,0.0251932222464984,0.179770434819647
"CD27",136704.972757821,42348.2923074038,3066608837.84676,1562.16386418713,45458.3505343208,46498.5438356876,14886.5592201683,116248.929424108,1686.38959051959,117.802677953634,54300.1817428123,85.8559471620576,14552.6593255986,23.7161584707971,221.861806670538,0.11089006264134,202272.862222781,0.234066580858387,7688.7427519815,1.61624648998698,976110.579226568,1059.89442628213,65.1148800214085,62.7252189542205,17.4856920005753,9.15936766787109,5861.70904587708,284417.106562874,1.57055639241525,16024.511580339,118.022461004904,2.61454810564392,391.246598771672,152185.839048274,2.43350454972058,1.34385635526397
"LAMP1",0.224625027537182,0.145633165175716,0.0212370823839609,474.317374977611,1.17116570824186,0.0253016472757806,0.0385282186054672,0.205235085911444,0.519639664255523,0.413295588151753,0.0798152084944824,0.185558366215771,10.2929562551448,0.226512829962966,74.7372959827079,0.245058379300002,0.0886586989556873,0.0377291790748532,0.285897489733545,4.06520460349052,0.0315656211827036,0.188072334490658,67.659880585216,0.0687889498054842,33.449920722594,0.0330015448811716,0.373547549549505,0.0967368680245341,0.246576055415035,0.168391046876424,0.487727048500125,0.421843833487108,0.112897831549283,0.104566859157887,0.0327116232345432,18.9164429247759
"FAS",0.307525086194089,0.338802087404915,0.0325664730045142,1.20368116116699,191.589688171893,0.0310464238502459,0.0354379777718775,1.25469414634104,0.510162934278812,0.448160127337544,45.7164702289991,0.0654215481048617,5.4139977940126,0.132303187277588,8.67710094593943,0.20785426416881,1.36259023036038,0.354333419303714,0.0921779389022181,4.18651940159909,1292.1224145001,3.34061433774852,0.560644140075441,0.0739415471305131,2.1861608607645,2.74347567755808,2.8726391121464,11.5694199926697,0.0209454467589749,0.448289313936961,0.482399919787079,0.0077855508084386,0.242782286382811,74.0053636716632,0.341620681600813,0.046491470722581
"TNFRSF4",0.0026297929151801,0.00216273555984499,0.00159451960376186,0.00544090233501516,0.00494034213763444,0.0025182589790248,0.00102429782560194,0.00562064227746583,0.00161164012735503,0.00248609526909215,0.0968643805258749,0.00313156694672401,0.00875752307280602,0.0409238688826308,0.139897463064799,0.000786267410937791,0.001272376613227,0.00197846463049292,0.00279549191453616,0.634769335826455,75.3945899339167,0.00135823348255731,0.238225455684763,0.00721245047261243,0.164649116133986,0.00296071692895456,0.00237542729792414,9.53367957589542,0.00363240030922909,0.017854495790924,0.00731657024578525,0.00107958982915709,0.00538164355226212,0.107516848946199,0.00115664598484713,0.00463912018476758
"HLA-DRA",0.0862054183074169,1.7155501782875,0.0213279883041083,0.860877607216941,119791.084719158,0.229235844035207,0.0176563184403813,0.488231110053332,19.1332034070391,0.845077336544315,251.383485495783,51523.2698507313,0.70963932960935,15555.5893369965,78549.1373589209,0.0304456308558668,0.0797008389456739,1.56902542089967,1.1262707112792,10431.4739263003,0.293582327499012,0.273236451886698,18012.7936847296,0.0113917052912211,4829.19912449201,0.325580635977064,0.0934371283103183,10.0476960094088,4.77066419594402,441.939486260634,0.189650955221906,3114.71728527243,279.736865185513,2014565.29653338,2.89278019076677,14897.6983050736
"CD1C",5.9641883076225,26160431.729814,0.0775737585125967,522.394275631178,37477914228189.6,0.168912270081744,0.0880410919964504,1.2452839203141,0.725735843526906,0.0552809376104949,8.76304327499953,53126898576.2774,1.1265792761393,25684015194.0753,61817451070468,0.0594894114455119,8.65000233360337,0.0668058908219696,0.58788786511146,4523696.09051728,0.781479021481979,0.128838265321797,1083163681411.88,0.21511762309705,6738040.69265232,0.151841463633436,0.288261739556878,0.0539580727852727,0.482885419454464,1360.83424858556,0.0438815229459495,457206507.667387,81933.5959518076,1.33057507882078e+20,0.352117336916187,220055.037165383
"ITGAM",0.460493797020195,0.564181849358603,0.0285678723609364,586.069331969032,61.9532709055628,1.06421557250588,0.0302076480006101,0.450889369091674,0.321406169474008,2.11273749254128,96.457663037369,0.0264118028349503,0.1523799440736,2.52227721901088,230140.871181341,1.18286525074065,2.17159843455056,9.17858622391466,0.112524461560978,311.937709606623,0.16660817324912,0.39838120493489,20.2288909003032,0.0467031682548371,20883.8297924283,7.35112708095296,1.93506030179249,0.0799109313548912,0.0787054479549784,1.17407914188531,58.6168505155678,0.156383176963174,50.9380058816046,61.4871490929614,0.28145383663035,0.0391272159362619
"FCGR1A",0.15973450784985,2.76873658303,0.127226340548205,2.21093728011707,7.55179199295175,0.086989066609318,0.0781882918859355,0.380749397258295,0.153544282901292,0.268004775225915,0.231062166140864,0.0650087163886288,0.150699872541576,0.184851599690621,26154949.3454702,0.0854401349624528,0.218743910870089,1518.66264563744,0.0997553182071915,2050261.72985501,0.129479252617365,0.0991245311712949,0.0893813897478597,0.240616063300389,1652424.42630001,0.425112348906701,0.0998420626914741,0.0938182564284722,0.145598955291527,0.202022808782482,0.178761324641289,0.204549220652424,400.840479685059,0.73189782633325,0.296798773393507,0.0426661223088653
"THBD",0.00278200811637764,0.00442836241688819,0.00166874944448169,0.0105918691917063,0.0191183207471702,0.00220349711965751,0.00173877233443482,0.00786865052998414,0.00519870273335578,0.00990418936004537,0.00678467282845982,0.00911287243430445,0.0388413084554462,0.0362446112292769,24.5785136409471,0.00445538929868058,0.00974303086423741,0.00632927516673478,0.00329850794646964,1.4064510898535,0.00367937062999593,0.00932664318910879,0.313991566153294,0.00481813220192328,72.3324665974854,0.00583874651554924,0.00390181785257503,0.00870495102164879,0.0617682699906177,0.0055362050751866,0.0158615961232494,0.0203752198039422,0.534553435481303,118.139308544559,21.6520513440927,0.0146389100645443
"CD1D",0.200063704060928,0.0053331366390476,0.00449652856799276,0.0786500361495043,103.41706872145,0.00202289823070738,0.0102983462017704,0.00387682653594017,0.0205227078392475,0.0203265373752194,0.00641442852356263,0.0955228432466961,0.00480956473693067,0.858360977878334,5.72177097624199,0.00299558684655673,0.00346766742451787,0.00573170167136584,0.0103893754097593,0.143006848947291,0.00629742061860132,0.0054617927226878,0.53362067873565,0.272343717803307,57.8948436778284,0.0220457413032024,0.00528558907189686,0.00280842618623414,0.0186266330517461,0.0112118591086906,0.00595343372069406,0.111479394268416,0.0765324482884924,0.688686867467221,0,0.27256182707236
"KLRK1",0.0237199542826625,1.35075603249456,0.0567246288119312,3.72620155837817,0.0646031668142687,0.00415775169277526,0.150105121199157,0.0179198965552322,0.171172605050873,0.863018364778065,0.0176946414520014,0.0203223800386495,0.0607757336990547,0.0248202710370737,0.159051420780778,0.243565153763431,0.505030419976089,0.62518223511129,0.0506657622509749,0.121354571953716,0.0132918219394759,0.117766362116131,0.0189026691884852,0.0980274634613708,0.150206497171707,9.48843706224775,0.936171141900317,0.896527989828536,0.0157340699011872,1.75611032403261,1.5189546533848,0.00337218615394016,0.198851201224332,0.010965233384522,0.0298742100598837,0.00419076189874819
"CR1",138.967767430046,13874.8664814661,3.75031099616749,524.048162164591,18863796.6882319,0.940853113135973,7.84937807111597,111.54780917661,28.5546754343127,5.68330989907553,11932.1268926695,1713571.58736651,89.7127983440981,1514943.51206375,13146112.7801124,0.206309618459895,2505.56497201964,1.44182704163292,32.8326628094527,336.893760446359,0.685005312069885,140.090889061207,3158583.81046859,6.34027753287599,3800722.60507084,8.65543714946776,23845.9415852322,33.2371880069786,13.4983492999235,7151.82479797509,6.57114101238612,12343197.3312489,48036.6030872771,3706.25301986397,80.2648205469417,41582.2369072685
"B3GAT1",5334.28984267414,2433.03179177624,0.0763491197107389,304623.957389774,0.228015068924381,0.247543250178592,1.468115220079,57.3008054000857,359398668.839006,13025524.2201029,146193824.967776,3114.0346892129,399573.213119798,3343512444.27496,41812.0383519392,590891.939692602,14.3592085763915,17762.5199622301,746.192816454446,0.63227221333846,178823052.701658,583.347851593791,35.9596180470143,0.0484266162343691,2.22879425419209,13.9838683309299,1433.59927576604,223693.86021961,7.50275497406144,1.67963137430349,13392899.2474436,4.11820651581411,9753.20596808807,3565.87068687993,151.820608675391,1.3040150524961
"BTLA",0.820464261537704,0.126298121721522,0.0237331887113828,0.0292292551724951,1.47977957663837,0.0480710687250515,0.0487679822892593,0.522111802530539,0.00385816808893864,0.00474259754942613,0.193965029211127,0.390949004063993,0.211783193077111,1.28883008941742,0.0714607338452943,0.00122512398992856,0.0110273086186884,0.00601375464973729,0.0396676215455556,0.0180623476536773,0.04853001030179,0.0124167743514632,0.420999907243794,0.0241046526494934,0.0517314710332241,0.00704248685668522,0.0958099966262649,0.0437743812066454,0.0072513649026688,4124.00708563973,0.0502370379911465,0.783769511171643,0.0835132804459952,0.985792559709019,0.0310301984758778,0.266749608626917
"ICOS",449.418336445234,54.7226184535682,13.8615727049893,2.16813059167938,122.923393136411,17.5867875008649,3.11044021614185,3848.05981327371,1.03322041033281,4.97708459649523,254923.531706111,6.45562624527424,2839.72495284058,9.2845919447014,22.132947937262,0.0107221265465063,12.8740679715891,0.269464624013959,30.4484951683499,0.110258955785175,31113.709214577,190.072789453396,10.2064033043512,6.68919306396787,0.308363135950508,0.0293874423113804,10347.2316860614,2119.35139673643,0.122579075093577,333.993497880051,0.265373768999407,1.95220742538893,0.414171643503776,0.538219766660349,3.69062816395656,0.00130349686177119
"CD58",0.0114609967937934,0.00845620146684425,0.00150069916738834,0.105349579222314,0.133068783222319,0.00265776826283029,0.0016429314255608,0.0211087703982499,0.0488884968366895,0.0943696363792127,0.178477223093699,0.0217217452281517,0.170067952855342,0.0670137679900194,3.72598288544853,0.0114621694818316,0.0234602402232025,0.0484345876024136,0.0325147069366903,1.86790801133081,0.11428229559228,0.153111901312479,0.874501938237085,0.00264119041903576,4.10993333686571,0.0277111219164775,0.163186179492285,0.143690531122132,0.00464472660034791,0.0463449548753355,0.176444096635251,0.210095384419256,0.17062721621441,0.94160298120462,0.203722096729679,0.0360486638543744
"ENTPD1",0.112138690781376,67557.6867642472,353.449593740071,2580.7293194297,6245230.18836871,0.0770619173359627,0.218078788404531,5.22425148708322,2.64455529505784,1888.07271553537,30227.0227628164,278505.271151524,87.4261676134094,6173.26059366797,521651.942215848,0.0904239612931649,218.547701813082,8.78535425878543,0.194226039010186,50319.1771848266,1047041684.48168,0.118440626753417,8218363.0127986,1.07016998961319,1458.42993295055,40755.0775506344,5.89632998767104,2150.43897053421,0.154159932624431,3.01325951576809,0.619227643991753,830.8222735923,108.516348893433,11457672.938934,1.36241246646834,31671429.189495
"CX3CR1",0.00061001634372921,0.00192820048715145,0.000101169118669565,0.177889977960954,4.86534107728592,1.73135937102093e-05,0.00143771840251357,0.000206028236949711,0.0100966257830387,0.014873935018408,0.00072479926240395,9.9189660567033e-05,0.000785404144724598,0.0372281128946656,0.0077204893658132,0.0318490303695972,0.000876730016654694,0.211792356726353,0.00247069585967827,0.227743385699205,0.000851095414921176,0.00563052379242142,0.00042406489526665,0.00162884264029783,0.00216401263888223,0.00350733386190359,0.000150249022763546,0.000970127971607857,0.00555439150845549,0.00234681789243404,0.124549718990074,0,0.0526281194742785,0.00317418454722398,0,0
"CD24",9.17751920677832,0.0134767863287157,0.00100908409712485,0.0625637609320049,2.50451632178393,0.00104505286824257,0.00158776318734066,0.00470154560506883,0.00157775628218761,0.00152691765828078,0.0051393935479414,0.040297382630646,0.0990621069044115,41.1387495458535,0.00974718694688009,0.00168877657841694,0.00154412608508605,0.00305143689525225,0.00476379751097137,0.019208157667618,0.00360673028974838,0.0197488822082832,1.69078382410711,0.0074370940077101,0.00185939972824671,0.0378609049657306,0.00668323598551756,0.00286405483715635,0.00752708334965177,9.64799538950156,0.000198457465037562,2.78948385220266,8.64152662662259,0.229135262175958,0.00551363244693216,2.05667843623034
"CR2",503.394833569204,55973.8201384124,205.366340101324,158767084.049998,9143158313735882,12.6971329548065,383.103882127597,2445.41411552111,23.9460777414347,47.8442033244838,1226.60759905079,49154299787996800,4105.84550909707,1296478497204.88,396336.394036137,1.47722628839832,35093.7898970597,0.454071739081943,252.92638390102,48364.2979722445,0.558157662467668,7.52462214516832,19267466193206200,6.25750035910563,1.98244483778333,1.21936589411756,885.447055544287,6314.690446857,4659329.04987235,210419976.768893,0.521054820163608,22873827135670.1,70870.0740334519,5374.06215949746,0.474187292301818,72021801365.3002
"ITGAL",51.8753543325792,91.5705991036806,10.5456252165202,22131.8589614394,583.507467950835,32.3698479128498,13.142724455489,185.588218568967,33064.4522108486,6531663.68728042,1350.69762135012,4.80682620730577,1003.69172144765,47.7571590992368,107767.907357279,463.065328501186,2366.23437081003,9949.25772389157,135.873593765576,1516982.41086712,184.477487606429,6297.89913584191,4044.53228109847,2.97487797412112,76848.5278013466,1159.38241129002,1678.98146640185,41990.903158008,2.14233623948887,42.9618557146534,4564.04605298392,30.2685495074853,10293.6169324305,5011.24568851608,59.6051421029494,4.08250703929515
"CD79B",0.00226194632676196,0.00232095528340489,0.00325471812962636,0.00929866240725707,0.426761236302939,0.000585483466297364,0.0112206059392624,0.001141484451573,0.0128633024914069,0.0104276069298813,0.00190463276379685,0.022301247103146,0.00041278046844671,1.07055783322257,0.00703470697086764,0.00673775587565142,0.00167210677295866,0.000926579886901583,0.0104327193278369,0.00962093244922157,0.0010655091798138,0.00305498759423788,0.169258996277155,0.0735135217888645,0.0140190915979094,0.0530077101030328,0.0042315279085593,0.000325519078201452,0.00240697718403512,0.048074398703938,0.0132697841651919,0.124655305535434,0.0109018962486029,0.00976706766352157,0,0.285776041750172
"CD244",0.0407789311633579,0.371737137390635,0.0135352175049349,200.900062504483,0.285245569044013,0.0366301736332694,0.0611826670215613,0.0399904479433444,4.18482306098996,22.6153511936319,0.105474898042338,0.0137903045529215,1.497654461506,0.221204562515115,49.7634507094366,7.78378910827999,3.71777012321593,85.5558506253288,0.043353374753042,44.2801134843604,0.146230206524593,5.23013110094499,0.914605488783179,0.104640998769935,16.4276671736934,57.0349150541359,1.76779891120992,8.24390367265504,0.0608449400509338,0.00406516066281085,95.1165853221345,0.207721237235497,25.5060935450346,2.16132990995011,90.3118143331384,0.0431426464513173
"SIGLEC1",0.00969712298809341,0.0107311740964246,0.00462889244388742,0.0226015704219438,0.0487815723184968,0.00766427450360598,0.00593077274013782,0.00945369671522949,0.0137015517188473,0.0171516978911696,0.0157363751877029,0.00613619143467394,0.0214734873037236,787.593162390031,27.9319663145509,0.00954710949834518,0.00948442174073589,0.0157808781752666,0.0138167454354182,5.30488850566885,0.00636364804283617,0.00970921295889065,0.011088057273865,0.00277720303507629,16.247696025606,0.0138488634132828,0.00933044051550335,0.0292346929382078,0.00864553465888009,0.0106896247011687,0.0155047579726063,0.000522417546393057,1.06597982419662,5.25480303058608,0.00714205475088081,0.0148685329196883
"ITGB7",4.06476778147528,51.7323011850879,0.453325221633439,9.48432284633865,410.831245713767,0.228129860788985,0.929823701632402,26.2884972771457,61.0271011596484,42.200240232451,5490.59618578844,9.89159612025523,10.6562976357093,5.66369282934457,15.3599028084474,17.4438462955011,1945.62064142052,153.708236693594,14.7163270743003,0.035367104694651,4099.90115000561,66.0833495339592,14.1113727541806,1.4052969960973,0.170637823576715,72.4308919490994,1818.1075832569,23484.1026934228,0.575897286244393,0.942900379672471,2.03203214592875,2.09174345585965,0.437689496000488,5828.45180684713,0.415677108790251,4.09859856739654
"TNFRSF13C",0.0457446824441936,0.446487742891044,0.0273613025873636,0.110038144286375,17640.8678987997,0.0224407959858334,0.0855192106041541,0.0588523532398297,0.0357055415350157,0.0445541441331373,0.0456055098770184,14083.67006951,0.0916041745131468,17796.2457491448,0.340482146457372,0.0172495662446945,0.0301820444576349,0.0188995496017887,0.0478490700252732,0.0403236352505105,0.0597605173600157,0.0549011548407127,3579.941609588,0.128080219625675,0.0976922301946551,0.0312475670235897,0.0999584405499664,0.32406131462725,0.058163947249101,5.47866506256745,0.0100430062916716,59.1272744477862,0.549532349686547,0.473622726047143,0.0167562666987857,1057.89907917936
"GP1BB",0.0106112452265001,0.0175029846547939,0.00462778973973956,0.0210076294110693,0.0524186451030077,0.00563443139470165,0.00981134708283643,0.0119264638802654,0.0215554575113018,0.0291422251320048,0.0241278421685547,0.0141105697834951,284.600033903614,0.104233286331235,0.294425022024051,0.00651141444515415,0.0187784323488445,0.0154631032917872,0.0200456723190196,0.545050740386328,0.0263873471879898,0.235632436170529,0.244664968680297,0.0062262181650656,25.3851106554541,0.0220224428100031,0.0188736553661753,57.7426813162763,0.0160102069565095,0.0121376198650715,45.2232431549925,44.9258368821849,0.0885111494176857,0.837475263143112,0.0277233323716834,0.0272187057840121
"ICAM1",3.44946248739329,3.80807708782286,0.15902939225769,6779.01563152291,40518.1469929838,0.25959886737298,0.368687660891818,0.622973499479662,57.7261794395594,579.635887231408,5.11376008168464,418.935983905847,118.791342878824,1572.27631253115,1470303137.65972,1.78299101123262,103.278691969892,39.9333774157594,0.21412364055466,12179324.5037913,89.9947539628478,7.52242211880689,50572.2004859477,17.6982099946568,21153421.7225369,8970.03012032884,17.8434459658138,8.60784502555685,2.67081566632664,1.91590221805908,24.9146337474348,165.118386869875,11849.212824869,6541115664.08902,109387.448487009,141.373491022676
"SELP",0.0160626694085513,0.051204202819773,0.00436240538192029,0.0283442107533916,0.0650025744504151,0.00682423453536814,0.0075564006702456,0.00666489405037051,0.0509663704396853,0.0213035507835676,0.0744511922874305,0.0154965989355493,710.693748736385,0.354283273267073,6.37779997018618,0.0078697994171866,0.0205722030217206,0.0113070118885283,0.214407593126961,3.97052603346649,2.08606230243917,3.15053313238239,0.281480304200803,0.00451768079816824,229.643077695811,0.0614823315816435,0.103404718135617,23.2109924596004,0.0172027657373849,0.0103934997832721,316.379954657765,713.014559651394,0.397311919006774,10.2656587561667,0.0152601392145509,0.058535057848045
"IFNGR1",0.075582859406489,0.0496862056591527,0.0160180308236457,0.145301083671208,0.5572833446774,0.0235110465796258,0.0187389739906533,0.121327924762125,0.150822125372189,0.0525964918097536,0.0821665205089214,0.154887962512489,0.0416113092972743,0.269114983739132,1035.96314228756,0.0170417409019893,0.0464474396070679,0.0641389513449873,0.0243804368011424,609.971706236993,0.0270978628141817,0.181246190656044,7.39313068583323,2.55518141908784,4.29924430055227,0.0410134196311008,0.0645953874864993,0.0420243086171817,0.137321982506756,0.368673574228595,0.0295993166859396,0.0653802852192922,0.340277453317789,0.401169708595455,0.0520787788196523,0.702013242135453
"TCR-AB",147835.491818281,49.5736367948482,14.2230692605251,5.06292080372585,2.11881728960329,577.893066963217,12.6005561396222,1435.89519763344,8601.36448627721,10.8928443432689,123.552361489331,0.747711859239336,159.372040497061,3.47528519930405,30.3025921881587,0.0479248216325419,2.33211179854172,0.319447303695181,65.4497024418919,0.290217252836747,67.4235948017595,1.20933680083855,2.06323043724786,15.0176061810187,2.19368399498441,0.801129289701446,8.5904377812967,18.2947269962147,0.104394204791038,203.003416013468,0.146818371684858,2.94774572901407,2.31080674911684,0.337161846464305,4.71428806789344,0.139498146344138
"Rat-IgG1",0.00794587844135806,0.00455950168829104,0.0122749978044357,0.00718862145283986,0.74886472300706,0.0053133981111264,0.00884546662703543,0.00471220535959258,0.0114259716532248,0.021652691490779,0.00421211091257956,0.0120715324804485,0.00912298270878638,0.0104637334708835,0.0604879329468874,0.00390148626305356,0.00735667499896939,0.00960443408305116,0.00927068880943161,0.0106993167443007,0.00569400561859801,0.00235502998459601,0.0150299856369871,0.0227980389684908,0.00561750584683864,0.0230976958739186,0.768694721830281,0.00244426197518021,0.00643316927081292,0.204442135042516,0.0108704327251276,0.00362461777110485,0.0104382863750285,0.00324144522986546,0.00316272722309314,0
"Rat-IgG2a",0.00931298548351903,0.00658467469987224,0.0203142382947471,0.477554908137671,0.0905627827210729,0.00765660590844084,0.00762247182250942,0.00796061626990634,0.00501317068837237,0.00227502182993187,0.00499921758165161,29679827190.5553,0.00844627582674251,2.11119498899761,0.012504543273287,0.00533046229534325,0.0104134678296515,0.00242966770435349,0.00386324403141267,0.0103015064876803,0.00636360703127302,0.00345040836150273,0.00456386574854091,0.0110453086770984,0.0311250539076377,0.00376600968991931,0.00192193581766845,0.00562535768182326,0.0103481203486917,0.0107615189566952,0.00907906496784433,0.0704376139991763,0.00512076665920282,0.0172305567726994,0.00080817083840867,0.000601629826288841
