"Module","rho","p_value","p_adj"
"Exhaustion",0.700020088100674,0.000589751149182567,0.00412825804427797
"Stemness",-0.377283553976337,0.101029535410914,0.235735582625465
"Cytotoxicity",-0.00303038999177781,0.989883380277429,0.989883380277429
"Stress_IFN",0.296978219194225,0.203539539284365,0.284955354998111
"TypeI_IFN_Memory",0.165156254551891,0.486525905530342,0.567613556452065
"Inflammatory_Chemokines",0.52577266357345,0.017266448327619,0.0604325691466664
"Terminal_Differentiation",-0.334858094091448,0.148975574453498,0.260707255293622
