"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.103662299937579,0.0820371464198989,0.160767836378721,0,0.0470105902159708,0,0.0651335039185067,0.0619937216130901,0.0504235578862445,0.144244378367335
"LINC01128",0.0935516884008658,0.0909851876114569,0.15778002785904,0.204033710011702,0.0967454714151863,0.099128043092004,0.142328936584094,0.337138437332381,0.144800573410271,0.194307688633767
"LINC00115",0,0.0701281943392521,0.0115253979431775,0.0367297316158511,0.0839620450843742,0.0628216796631359,0.044097766313273,0,0,0
"FAM41C",0,0,0,0,0,0,0,0,0,0
"NOC2L",0.658015038301282,0.38266269173678,0.508334878533146,0.419310616320381,0.399267652012883,0.328006503940737,0.452672837128234,0.218755351613229,0.146424216419241,0.382248019069437
"KLHL17",0.0494847128708204,0.194288477797581,0.0494410621491944,0.161786191520751,0.0973921182544992,0.0663460067151219,0.0558812924509156,0.0788132669189439,0.0702000702000702,0.0327100969527274
"PLEKHN1",0.192259893852589,0.119948359580248,0.0249262061674482,0,0.02000680374063,0.0369294544369545,0.012273070918713,0,0,0
"HES4",0.0380517503805175,0,0.123849569586033,0,0,0,0.0143721938291549,0.241935519915562,0,0
"ISG15",1.69929438415609,0.187634057363213,1.49943268195067,1.0274773313192,5.53257981017754,0.432335254677747,0.699731400211227,1.31058770992053,0.823950571236578,0.862940802973984
"AGRN",0,0,0.0196138338503211,0,0,0,0.0135450698654704,0,0,0.0459309749308739
"C1orf159",0,0.0441688309393827,0.119000034249856,0.0462333675460253,0.0728058284432356,0.0832015489797924,0.0608107900144324,0.0603587992725249,0,0.269527077188284
"TNFRSF18",0.0578397918494237,0.0635792579029018,0.0761820477700612,0.523081194450466,1.34582219500873,0.176550802133091,0.128400752148106,0.119163980579655,0.27159034884035,0.035273617450564
"TNFRSF4",0.839713722251523,0.337564737924404,0.719093019340034,1.15859657003717,6.7673523697525,0.774480922903283,0.727756603479545,0.294932240706815,0.563782955109657,0.502359427616121
"SDF4",0.841641776939653,0.862298728313248,0.811402820288195,0.681502818354429,1.26708995180629,0.75718786153656,0.603502922550678,0.769712549257818,0.934292088169094,0.676047263577802
"B3GALT6",0.542547212445725,0.239748545640822,0.181406833789608,0.512713479774619,0.375616170000947,0.224778199372819,0.162837043395882,0.406911641847654,0.299683238908093,0.393206063924458
"C1QTNF12",0,0,0,0,0,0,0,0,0,0
"UBE2J2",0.857971801570047,0.640269144867886,0.512804553331653,0.358817910759764,0.605298830879052,0.59402168700838,0.4953448028959,0.441298227618384,0.404131767130489,0.749257995050896
"ACAP3",0.116004404081545,0.0639157334969576,0.0601825346927526,0.0961527342601747,0.0725892209554937,0.062113675663624,0.0593783293354086,0,0.0845572116208075,0.168495842930965
"PUSL1",0.0568450321017868,0.155705619217976,0.129826705019288,0.285085804962212,0.078031634823348,0.0469848108495548,0.282057851420037,0.1227414943438,0.117867846529638,0.182321491884414
"INTS11",0.657473054521519,0.418436105612819,0.516851981083279,1.10496845630867,0.423721787543369,0.521191796737522,0.695054559380468,0.592676271467188,0.893645767533378,0.527217816383257
"CPTP",0.513310873422824,0.777467364074372,0.405298277013754,0.231288968454413,0.211864011617878,0.319904459829856,0.412978898323956,0.233125362598775,0.25372793914188,0.547826386878446
"DVL1",0.127967976323522,0,0.103006510558374,0,0.0155461760293512,0,0.122560933007465,0.085227090054258,0,0.0364505875834718
"MXRA8",0,0,0,0,0,0,0,0,0.0634884355814588,0
"AURKAIP1",1.63929575616511,1.69354605506562,1.11017834448405,1.4270245677091,1.10859149575017,1.11631175601586,1.24425371623946,0.988611692071677,1.34862939599291,1.17732068177448
"CCNL2",0.56916932871242,0.770275648896832,0.616731924554605,0.74422183843357,0.599324275109962,0.620571538476327,0.65453216146268,0.827063169132866,0.293069512095331,0.901769354190856
"MRPL20-AS1",0.212243640797892,0.188148216429605,0.191462231089039,0.189820704154618,0.140705056375974,0.212986440230138,0.183861423203624,0.193114821775329,0.049782698520956,0.217990414127119
"MRPL20",1.07879738538477,0.447228537360982,0.71765190076538,0.963546667446697,0.819575176319797,0.929223039295872,0.633341624083381,0.980705791684149,0.9732876921011,1.30413680939452
"ATAD3C",0,0,0.0202050826778259,0,0,0,0,0,0,0
"ATAD3B",0.172670444916108,0.0701281943392521,0.0907330318782784,0,0.144217327397775,0.0715686580313739,0.0793039483145289,0.184164069148525,0.0457000795181384,0.104836084167347
"ATAD3A",0.152035318298238,0.188337279999658,0.118514325897973,0.155839846649634,0.0834848183514489,0.0947253396225929,0.0685014032670829,0.132289287729053,0.0837063372030646,0.179421048778512
"TMEM240",0,0,0.0188131177095264,0,0.00713679087061712,0,0.0163414713860836,0,0,0
"SSU72",1.8688399472753,1.3833508590008,1.67206823783204,1.76074505388219,1.35875904895328,1.69064238518135,1.58211392246303,1.09796241002307,1.71770394985775,1.02789389911578
"AL645728.1",0.0379046319460238,0,0.0710831322634314,0,0,0.0235817391000253,0,0,0,0
"FNDC10",0,0.0706095012144834,0.0432021644046941,0,0.00906947215672048,0,0,0.0290094715924749,0.0463664900103397,0.035273617450564
"AL691432.2",0.103470314809931,0.130746609209317,0.1033742580395,0,0.0473892995587566,0.0606327666395995,0.111281447688761,0,0.188545865039229,0.129627832266342
"MIB2",0.356138619003233,0.522339077063558,0.36168519947143,0.214681099999046,0.454354703818986,0.262943327991751,0.305238711105789,0.166449918991708,0.295893159805306,0.323704150493711
"MMP23B",0.0372044647281113,0,0.00859480152024849,0,0,0,0.00887856607606445,0,0,0
