"","CP002-entry","CP006-entry","CP013-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.0437118525418576,0.101326111640317,0.210050674815219,0,0.0869200809001129,0,0.0976086026490161,0.115098614957683
"LINC01128",0.161801394568626,0.243600140669097,0.0257638332461657,0.0287389768062088,0.150907438023377,0.108846230248919,0.0851919582228822,0.273407256551514
"LINC00115",0.0512272761882277,0.0492093205571995,0,0.090485454463195,0.0549181658848619,0.0274501299763654,0.0444456296612354,0
"FAM41C",0,0,0,0,0,0,0,0
"NOC2L",0.405403873720014,0.247904674499543,0.340009256888099,0.556297665364264,0.296209817866921,0.199167976887618,0.08851408918478,0.591892948111114
"KLHL17",0.0667378556580103,0.0330091831547537,0.142694267154699,0.0581331132026113,0.0896468224389848,0.0817142085669074,0.0329954598247281,0.0583703011907541
"PLEKHN1",0.0298006483054672,0.0428691462180839,0.0539889194441734,0,0.0273706395149923,0,0.0329954598247281,0.0815394651011089
"HES4",0.0633926241130776,0,0,0,0,0.962272850149611,0,0
"ISG15",2.08848427516089,1.49007101932198,2.20136216435394,0.591613267011426,0.809461938613576,4.35347806112402,2.23166630816805,1.1953084435566
"AGRN",0,0.0248611504745994,0.0263536555155566,0,0,0.0295262222379695,0,0
"C1orf159",0.118967504670249,0.0241304589130676,0.0503883706126699,0.300561378376117,0,0.286183231626993,0.152811844868829,0
"TNFRSF18",0.858928172156696,1.6976105219792,1.71618933630456,0.34138953775912,0.0534501259572908,0.485351714274275,0.232879638501552,0.166473197000786
"TNFRSF4",0.453379948809497,1.50371653762541,0.774741070809383,0.340247654921842,0.169713323921045,0.0606187193075017,0.18997602063665,0.185169853071781
"SDF4",1.09388716697928,0.596942989549519,0.837848674586948,0.706195230667637,0.651240602409993,0.81893213132582,0.534525553451303,0.79969175735438
"B3GALT6",0.590056018228108,0.199435937234805,0.42261249642909,0.318023091060396,0.311173876841022,0.512996827594228,0.194741576111214,0.540683015118386
"C1QTNF12",0,0,0,0,0,0,0,0
"UBE2J2",0.586277939163806,0.614647045738721,0.614368036604991,0.406485263396387,0.584018213761725,0.494147316199167,0.87693575541431,0.574510665561764
"ACAP3",0.166943309765712,0.15267111851435,0.0779027175905331,0.307014862939515,0.123302624180146,0.224805486889611,0.0367091023890284,0.373108447433015
"PUSL1",0.246811947716163,0.121983561014453,0.0573681760258962,0,0.121110865708636,0,0.18948318634312,0
"INTS11",0.918860138621448,0.476719515742513,0.343833125961221,0.795398499157955,0.62101149250181,0.776479855818495,0.317374901068981,0.401152104657851
"CPTP",0.275257221981947,0.0478860446115101,0.26009009573063,0.325474947712633,0.399490966128325,0.385758058632255,0.332218167772315,0.185470204547457
"DVL1",0.210340550602868,0.205422463168005,0,0.0500047504512929,0.128948407730038,0.0331721168454644,0,0
"MXRA8",0,0,0,0,0,0,0,0
"AURKAIP1",1.67933676868631,1.35343666131899,1.52019841516706,1.67675126303681,1.24804839445895,1.31828884277843,1.23945917286754,1.51191995923549
"CCNL2",0.462818518944161,0.826697959343612,0.627540006959186,0.560501091582435,0.698740716753557,0.683918704532611,0.349705120752569,0.818145595827207
"MRPL20-AS1",0.181179656070415,0.15872586805365,0,0.240704909134348,0.106352186309078,0,0.0394132160396024,0.0348967057509771
"MRPL20",1.02972858049065,0.632228397333104,0.780034823125187,1.15589169149509,0.830391946157426,0.964745050756673,0.909132542283916,0.647611547317555
"ATAD3C",0,0.0323279345682604,0,0,0,0,0,0
"ATAD3B",0.0265304090469844,0.0585000585000585,0.324205083694255,0.0859815537748556,0.0655223905330412,0.216476224004132,0.0404549326534839,0.0691371681415929
"ATAD3A",0.164264040121945,0.0253562553882043,0.0972809133956036,0.118146641781767,0.0624467930743378,0.142889242828593,0.0864183490230838,0.095260218535765
"TMEM240",0,0.0248611504745994,0,0,0.0241103869958217,0,0,0
"SSU72",1.78159998433947,2.1366600582072,1.26493516325901,1.27398147154126,1.31714288558545,1.15537147942864,1.15717242352642,1.08441197965302
"AL645728.1",0,0,0.0231669713123394,0,0,0,0.0300929269584477,0.205367118173649
"FNDC10",0.0898616933133994,0.064704121214808,0,0,0.119028917725033,0,0,0
"AL691432.2",0.0149674159355084,0.18594490429207,0.0325383138645755,0,0.054585576827198,0,0.149210606585039,0.0556049822064057
"MIB2",0.361458275933943,0.431917448331941,0.237947166366966,0.590958118015458,0.527632160482259,0.226007559114955,0.402106750889,0.662103589472896
"MMP23B",0.0150991713574759,0,0,0.172226719253225,0,0,0,0
"CDK11B",0.395062301572142,0.44718372842116,0.341811746674409,0.435797940812354,0.297563440145364,0.583764985822545,0.52372661715139,0.696423273807334
"SLC35E2B",0.248810080223478,0.169168519203518,0.171015265414052,0.485750956300837,0.504451045620145,0.190237422623821,0.278199996665828,0.580148712283833
"CDK11A",0.510842311030311,0.375930143241741,0.46258178409661,0.398890319816819,0.475667235710032,0.717531794866147,0.568663952712571,0.345640869732802
"SLC35E2A",0.119016355807224,0.0542002643296242,0.0702437328509082,0.15125037112661,0.0724968191547229,0,0.127259300762258,0.256942100878788
"NADK",0.316765810918385,0.188452737571618,0.202200516347999,0.305454062387847,0.128572860361898,0.161259111340737,0.364947795220824,0.140492373205919
"GNB1",1.14710844664351,1.5833626407742,1.68829135180559,1.21279355777291,1.2184131836042,2.2903109805643,1.1866448306022,1.66637214485128
"PRKCZ",0.14483663756911,0,0.155885113594494,0.281150309003384,0.167230501829708,0.179070609947255,0.217282633397573,0.170115577924905
"FAAP20",1.00184350892708,0.885258179406242,1.04360340243923,0.896392072220122,0.877591921345,0.396747014263257,1.20766206693515,0.820709892518123
