"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.0635849740766651,0.221952786710303,0.127910081217972,0.0578316965635362,0.0719210365968671,0.057977210238333,0.0605207334393775,0.0503423876778287,0.0547731967195544,0.0956053318708607,0.0883227239585844
"LINC01128",0.264921271729386,0.237575303760183,0.112336320996774,0.314015345229833,0.0934859490686669,0.280731228801628,0.462010524728885,0.159235207423954,0.104872627554597,0.461416453262482,0.205785859216742
"LINC00115",0.0569001472112722,0.0103024702232854,0.0918994172508382,0.0532953349252356,0.0222000657156367,0.0540316402204954,0.0439984922697088,0.0746865431891837,0.0432721906848689,0.0513633237263385,0.0902222406192693
"FAM41C",0,0.0599340725202277,0,0,0,0,0,0,0,0,0
"NOC2L",0.460570840274785,0.447924959152065,0.524162730866422,0.275099683656967,0.317519988452503,0.343300298027092,0.429196654048417,0.396758664256829,0.490469051517605,0.206241101452989,0.331892289954518
"KLHL17",0.103849718767285,0.042338954098775,0.0292225718597632,0.0698821381644478,0.0519865092719017,0.0588097157113611,0.0519436890042189,0.071343229722256,0.0191072257109064,0.0365653047523589,0.0498418213437625
"PLEKHN1",0.0188767115026334,0,0,0,0.0129475611224264,0,0,0.00594811105837119,0.0030401087629311,0,0.0277139054347983
"HES4",0,0,0.00982405124225128,0,0.0119186124274962,0,0.00581472089630434,0.0178043656304526,0.606085487236065,0,0
"ISG15",0.853574434164047,0.411853695546584,0.643450346289589,1.02520773239768,2.1717442560955,0.481361551832721,0.558240213882666,0.281389240286036,0.923772347167868,0.526898644374105,0.808747821361186
"AGRN",0.00207744378021642,0.0573460088589837,0.0317415982754237,0.00859803827158796,0.0177911626893726,0.0223147462101411,0.0159887152800947,0.0485365958207329,0.0340821023887649,0.0266006255633062,0.0200402140942512
"C1orf159",0.06876651898483,0.0747400119905715,0.0569596660784352,0.0849890695229731,0.107768563897614,0.08476556098584,0.0563057052105531,0.0361525221496901,0.152815324436507,0.0350482351775276,0.0819215840548481
"TNFRSF18",0.19467150733386,0.49031764195817,0.898368993451635,0.282075544406839,0.134130124842485,0.130510764874709,0.109573729545576,0.526120089684346,1.79549211116096,0.279735073510506,0.206845584686999
"TNFRSF4",0.00833319026699184,0,0.0648415151907909,0.0135866518756545,0.00421482099655228,0.00558055644844459,0.00370753757218576,0.00674427983905451,0.128305698088874,0,0.0313063514325786
"SDF4",0.795317975262531,0.636405744004724,0.887048927236843,0.607368064596544,0.565621616466623,0.57098035590342,0.567490565686472,0.591530148282107,0.906649546388706,0.522545388163197,0.634122667887187
"B3GALT6",0.308321378783061,0.0838708058638375,0.208843894229692,0.270048247233921,0.259212896973351,0.17065828810887,0.249734646337006,0.199371155496599,0.321927748381221,0.279336216294379,0.360397278132921
"C1QTNF12",0,0,0.0220256075077055,0,0,0,0,0,0,0,0
"UBE2J2",0.572115606764504,0.442863420039601,0.396304938814085,0.503593847700748,0.388254653170047,0.42630377982331,0.406363224033127,0.522885790186344,0.54729777025574,0.478114236164095,0.368828747286628
"ACAP3",0.132144315800135,0.0179351929737088,0.0919908788191016,0.0452062036312045,0.0269257441042699,0.0583852782474276,0.0741752083033991,0.0937775901632649,0.0770806228155023,0.0351642097663557,0.0683961692209748
"PUSL1",0.106387247072909,0.184022193639286,0.0620263144368832,0.0493104841507971,0.0504225799701821,0.0397471849907495,0.0461780317040558,0.0701467495605045,0.0909241350917787,0.0111815549070254,0.070367622375518
"INTS11",0.775075121766397,0.806463789795488,0.57268620124422,0.594683627846694,0.479953166846969,0.590684047808529,0.774364498191632,0.627561299987069,0.493413227282322,0.487116832405582,0.711228287487826
"CPTP",0.192330713679371,0.157863470580431,0.235109041461403,0.141751231110809,0.113059206041162,0.117010885556769,0.155665490824048,0.240095743998475,0.146938606510836,0.103830821642316,0.17862167194625
"DVL1",0.0824479406449672,0.196566606956642,0.0630118516367192,0.0132399665334421,0.0300788113762461,0.0049584875422959,0.00702084981770364,0.0911061576969841,0.0305933487612877,0,0.0256278788300445
"MXRA8",0,0,0,0,0,0,0,0,0,0,0
"AURKAIP1",1.1407101234222,1.18596889730618,1.09396500587951,1.10955465418544,1.18548379006192,1.11592778225857,1.39921305829048,1.11234510827953,1.02050890300098,1.2526079119678,1.07210473745222
"CCNL2",0.655172306804342,1.04176331334881,0.629693424418253,0.612919992340759,0.710355158404098,0.621668347120022,0.673626953126439,0.453430634290397,0.596296495134776,0.59359112022037,0.790296236579199
"MRPL20-AS1",0.120439511592946,0.118664065017049,0.120285235609871,0.208647225695883,0.16413938339821,0.20707555493141,0.24242262896261,0.125310490116884,0.140623030538509,0.14143528646439,0.152549412780438
"MRPL20",0.747397852935581,0.697789880387271,0.615978285482686,0.806021335470149,0.891023447274984,0.746152207633416,0.965000115565621,0.670759572350705,1.0177257373108,0.748881658074561,1.0492785773828
"ATAD3C",0,0,0,0,0,0,0,0,0,0,0
"ATAD3B",0.0246522104758171,0.0596682886385187,0.0485860080499708,0.109059037689915,0.0448402710855105,0.0380999788890234,0.0585000673690654,0.0773893115424785,0.127590924551637,0.0380829077205134,0.0852666372860031
"ATAD3A",0.0681945583693631,0.0763664046406135,0.0196419437966658,0.0210354870610166,0.0221465413880728,0.0495857768543771,0.0814180074578877,0.0140079957639821,0.072946247810077,0.0525100371362345,0.049940027185393
"TMEM240",0,0,0,0,0.0045170790759863,0.0029547684052524,0,0,0,0,0
"SSU72",1.27419103404655,1.4002518986223,1.44087787749372,1.14685687489142,1.35025382851296,1.34802738332512,1.30389927648744,1.20789929968187,1.39913345136447,1.21130502136144,1.23836834733886
"AL645728.1",0.0240513874012324,0.118941134789724,0.0117597391219473,0.0233215330174655,0.00631137526958049,0,0,0.0333025765233454,0,0,0.0461538883796757
"FNDC10",0.0180524560849158,0.0588020814430286,0.0295122701783951,0,0,0,0.0216793350310576,0,0.00805968279802758,0.00898441114821673,0.0196494151351585
"AL691432.2",0.055067816169515,0.0857657644641891,0.164713813622553,0.0605264923770834,0.0455345876678812,0.0652141644667108,0.0972815682806937,0.0938248692139316,0,0.0463236181963903,0.104189918176657
"MIB2",0.423185333414836,0.411989837493116,0.273455602838926,0.26022578280253,0.236665255586164,0.181404063644819,0.326009940344264,0.427800365548065,0.179417365551462,0.292039602852453,0.284445989506143
"MMP23B",0,0,0,0,0,0.00558055644844459,0,0.00738806708955963,0,0.0115458108911634,0
"CDK11B",0.362563000764397,0.337785035485185,0.206955787070156,0.527608011984911,0.434962191693319,0.464857409529017,0.512642169451654,0.225418955510886,0.6630917098731,0.272398067259816,0.506133477504014
"SLC35E2B",0.261865698648655,0.270473317990166,0.310707621795087,0.236324469658493,0.159453605952847,0.215792643408444,0.364151644366649,0.231649527868366,0.199424872777334,0.230961521763145,0.324491627177195
"CDK11A",0.49065408845972,0.367938052069805,0.302694534202973,0.520551999186265,0.317098287563795,0.357787342749087,0.42099833937423,0.338442730707797,0.571876409881771,0.417164753939804,0.325834104797074
"SLC35E2A",0.0992472891692098,0.115080209104636,0.128479585770119,0.0939797610912777,0.0772775706147799,0.14145701948958,0.0965759094255141,0.0614343300983076,0,0.203888230734653,0.0927743387434434
"NADK",0.597773592851304,0.559305084475684,0.633711165654496,0.501082180170257,0.460052289639499,0.40737548579328,0.656565460775542,0.767256724924266,0.453283923656591,0.685065447731245,0.672220603738224
"GNB1",1.41808622347796,1.46409732418227,1.66641196542072,1.32272180863978,1.34406744602844,1.26801396194427,1.64201562517744,1.31994321664997,2.25050689268811,1.38899376183766,1.5525934887523
"PRKCZ",0.05192431669199,0.0573861398360717,0.0603088872253483,0.0705326363211486,0.0294398494050154,0.0580479920694006,0.0871560508301766,0.0703402130309341,0.0361342124403357,0.0667934245689287,0.100235647035877
"FAAP20",0.921357519556164,0.790307928957408,1.08581168513696,0.837540096504699,1.30073310474758,0.643082210581711,0.694590731071099,0.989657611622138,0.536527896091485,1.2149711287422,1.03698976738866
"SKI",0.0740575079291478,0.0250707485521661,0.0382097504461436,0.101976053674564,0.0767041104344262,0.0909421941008809,0.175205697042089,0.161446361123214,0.357082562463998,0.0742167766345851,0.137227567832053
"MORN1",0.0265851925912119,0,0.0090900000909,0.0101144268324655,0.0112073175121143,0.0138450680462396,0,0.0294850360117332,0.0199013222595437,0.0251892420021263,0.0583234823742133
"RER1",0.692102686637796,0.528902765414546,0.510249451598124,0.80461010941974,0.710855300616335,0.649429679940372,0.751469088004946,0.645112991561305,0.714412312146619,0.70122538739674,0.811513415891736
"PEX10",0.129913524251997,0.0555157196036598,0.0985252041254665,0.0603518146761003,0.128906247554186,0.0782031513407732,0.129856694975301,0.13321769502418,0.14890504000557,0.0984119407343687,0.133679186444271
"PLCH2",0.00505489106204272,0.0147682783288807,0.0183814406270277,0.00895336906324481,0.0176512732658891,0.0292160391170881,0.0180967397464655,0.0398574858358353,0.00323430850969209,0.0621504666931498,0.00416550206171524
"PANK4",0.169559404489049,0.264800309739192,0.242546582684009,0.155271849592374,0.166413682380699,0.121269731187551,0.257561024829407,0.1841071211618,0.0996230763541466,0.129530836782344,0.155119171277188
"AL139246.5",0.256538217073991,0.19544369168321,0.233524445293476,0.309945791393489,0.350592560965803,0.269517708973462,0.226587812203773,0.508543100409302,0,0.326297392002711,0.294938242298761
"TNFRSF14-AS1",0.084371251745742,0.045346126987294,0.0416001859820352,0.0607198257985842,0.0740969418825222,0.065718031898926,0.127517794475493,0.0734956130396367,0.017345137906159,0.0860655605623235,0.0881920746838857
"TNFRSF14",2.27707122826258,2.43396423856011,2.25035280664272,2.05667399326111,2.98488124267718,2.07059223274165,2.32993906106628,2.40400389834899,1.12167195694828,1.90340616466323,1.53986730855829
"AL139246.3",0.0179157847780614,0,0.015746946788455,0,0.0116753734627549,0,0,0.0428582377781607,0,0.0517442988185074,0
"PRXL2B",0.0859887638002557,0.122189849878191,0.179698669610908,0.0810547600993483,0.0673179314268762,0.10863426084975,0.134179059498475,0.0387682078982627,0.0534432583810108,0.0973124416543838,0.0909654509956331
"MMEL1",0,0,0,0.00581682808364599,0,0,0,0,0,0,0
"TTC34",0.00487782987300082,0,0,0,0.00388726919339164,0.00893673951335744,0,0.02336231468275,0,0,0.00744567264951283
"MEGF6",0.149904479986169,0.112096084642447,0.0673012721599433,0.169275426366684,0.0316063383922427,0.114365448098988,0.215503578125078,0.0589697001884588,0.0563050111079682,0.0674602585586456,0.156960714252924
"AL513320.1",0,0,0,0.0536110417121741,0.0133885766392025,0.0233744572092842,0.0434150234710294,0.0360439821277301,0,0.0135431987410242,0.0606474327097217
"TPRG1L",0.257795483440882,0.319333971644788,0.179711012460484,0.330294097626275,0.154455414512542,0.251395283346248,0.264663020453116,0.274592225777017,0.310246994202417,0.25705614802474,0.209823421867712
"WRAP73",0.304705655258783,0.223355243074412,0.280262280432673,0.243950889688128,0.219026661075968,0.2392626795203,0.36173232921697,0.162257533348722,0.180440423650527,0.217693026932374,0.36191162250104
"SMIM1",0.0613106764049277,0.0797475979288611,0.0749635715521945,0.0452004851889323,0.0205942306378634,0.0497103028521196,0.0341532214236582,0.0574614207712712,0.0102397684788417,0.0453833063255868,0.0663298208575121
"LRRC47",0.258133234011279,0.18530156762729,0.372888585980441,0.29814099416079,0.199268505576284,0.19417954958124,0.23478538189714,0.211969376425464,0.231427225646998,0.232449829235507,0.173050275921198
"CEP104",0.264191676162224,0.203027056347942,0.172505047306995,0.199190901655653,0.123264373547148,0.159484929378364,0.194778998326532,0.167123184347278,0.284163805576796,0.190467865051469,0.196390940833124
"DFFB",0.0677238708765908,0.0452468744019488,0.0686553389358988,0.0124006803373331,0.0507005198078371,0.0410048355726387,0.024011243172603,0.00894816151073601,0.044143906452645,0.0572146137198772,0.0599170616619442
"C1orf174",0.301477320856687,0.179096257207343,0.46526974117388,0.233436474013081,0.284329126708298,0.419845567518957,0.344065883601942,0.306145388709135,0.308905792792012,0.320338341306829,0.2708976394523
"NPHP4",0.063745957859254,0,0.0249581287799717,0.0183384806716502,0.0343448668112661,0.0108614435923257,0,0.127378029729777,0.125492829341797,0.0409609202385086,0.0207456047744019
"KCNAB2",0.578591035816238,0.835366425101886,0.653425854510277,0.276263742487135,0.55267016701828,0.388738421740582,0.279803708850916,0.880778320667934,0.113790531585978,0.39776746953812,0.487537309096043
"RPL22",9.91582190940707,12.3552214254836,13.2345855899459,13.988601013692,12.364745462075,13.752452071668,11.6328221904622,10.8609976799235,11.1831507926795,12.537363160753,12.6884581759718
"ICMT",0.0549883119388142,0.130090348032654,0.0322389408527902,0.0781382366357334,0.0233359642951633,0.0487075100194639,0.0725655179217871,0.0315869282900307,0.0715930417452832,0.0532204670232769,0.0819194052405493
"GPR153",0,0,0,0.00995534034322032,0,0.00335429094314611,0,0,0,0,0
"ACOT7",0.0287399226773245,0.0395606913712469,0.0245550400980965,0.0142193376197984,0.055852663548085,0.0338558596599514,0.0130213758906621,0.0391053095474376,0.074038441099429,0.0451461456573263,0.0336122789697327
"AL031848.2",0.00895338509583703,0.0564078308778563,0,0,0,0,0,0.0133117971994717,0,0.0154912667983424,0.00521772523876311
"ESPN",0,0,0,0,0,0,0,0,0.00160121384819404,0,0
"TNFRSF25",0,0.0754316951513738,0.010116097391716,0,0.00705066963734881,0,0,0.0421009684054994,0.00989501390249454,0,0
"PLEKHG5",0,0,0,0,0,0,0,0,0,0,0.0125099297567444
"NOL9",0.132997624603781,0.0536417007297467,0.115308190672027,0.20935128511536,0.144249474789783,0.188114651308764,0.203756098205111,0.171054440336465,0.206915740587219,0.225682045516157,0.234824290795091
"ZBTB48",0.12511988120155,0.159895117830629,0.302777069496702,0.193194607730577,0.130633458115466,0.128052507352671,0.199048519114408,0.136441231648405,0.177150699802967,0.169123804552964,0.232907706070292
"KLHL21",0.115597080819994,0.165544509215432,0.12290489005671,0.0462202065149522,0.0403254326171646,0.0651341004278274,0.121722329157051,0.0623789143260878,0.138591442236346,0.0515599865700389,0.0457333102642467
"PHF13",0.0711308177079351,0.0504553370043335,0.0871263156118263,0.0238851667768265,0.0446048359225701,0.0641623871100428,0.0414419069446701,0.0697621381458594,0.0582553772258964,0.0818523176969792,0.0452589953007852
"THAP3",0.154207315605132,0.240013539666449,0.282971989518013,0.132185598229014,0.160677081060262,0.142698359396337,0.167329381549398,0.113287625950023,0.124472013074917,0.108476604247514,0.15798247671056
"DNAJC11",0.173344163070453,0.130223377210926,0.107503445627104,0.162509698636415,0.172345788879007,0.19532778512577,0.229504154647453,0.0576501689217141,0.175116667590898,0.191852325477552,0.097016998728052
"CAMTA1-DT",0.0668200804574092,0.0766255119820808,0.0184395069415331,0.0159345364839678,0.0230800943044615,0.0279648403066527,0.0387705799453935,0.0702787848884514,0.0111464678853801,0.0433121118979429,0.0627861875320344
"CAMTA1",0.577671140929528,0.373127717758323,0.484617571356663,0.571332516107216,0.606599460196185,0.672618087333931,0.553826830184534,0.579224985707408,0.87447061894011,0.551438065215566,0.562730823433339
"VAMP3",0.275688405527321,0.115593159323206,0.164550643800342,0.230358945915445,0.195005587533973,0.190499474377867,0.270792294576268,0.164700749827286,0.229763918010776,0.272468953002965,0.217021372167845
"PER3",0.0183807197830645,0,0.0872704620789414,0,0.0457528521762005,0.0197868705947013,0.0104960760419717,0.00480070820047373,0.0101640421589443,0.0170505535156295,0.0674675586818591
"TNFRSF9",0,0,0,0,0,0,0,0,0,0,0
"PARK7",1.4380312166106,1.73245743617002,1.83598440626776,1.98229916950695,1.73135732703469,1.79186715052488,1.96436583010443,1.58295793230789,1.50792055951819,2.10151490061168,1.86847103359438
"ERRFI1",0,0,0,0,0,0,0,0,0.0164602879216338,0,0
"RERE",0.899824180313832,1.19996391158396,0.687418596569162,1.08044921699423,1.64215784474034,1.30102787704249,1.14357464557515,0.839733814916595,1.86198408773331,1.13480163617771,1.32310760585982
"RERE-AS1",0.041047924543418,0,0,0.0108838594629969,0.0495699455458304,0.0154202609560953,0.0299566544000923,0.0265140627271781,0.0103648612069375,0.0461563679277255,0.0203331556244788
"ENO1",13.4828244781546,14.5735622948263,18.3622981708128,1.67085438829317,16.3246822639132,8.94314642466739,1.76395994032232,16.1708038159742,2.54425243392514,6.97377859115251,1.78933354981028
"ENO1-AS1",0.0178626703099102,0.046437543825432,0,0.012858146157842,0.0438220704270316,0.033595353020294,0.0303443582938388,0.0256533353035236,0.00372433652806921,0,0.00959107492931378
"CA6",0,0,0,0,0,0,0,0,0,0,0
"SLC2A5",0.396564236757755,0.290447273038859,0.0872904131655816,0.541795018582253,0.464715442821755,0.672544473564505,1.14921507623388,0.320092929399521,0.530578390724536,0.493800260398721,0.16960141827032
"GPR157",0.0401506039206397,0.0688913290260893,0.0414053275026419,0.0189611682597358,0.00372547704733591,0.0201032956472853,0.014342996463882,0.0130451254270494,0.0355854459864934,0.0279151048897468,0.0336188465793862
"MIR34AHG",0,0,0,0,0,0,0,0,0,0,0
"H6PD",0.150541346985236,0.045607803658875,0.109633158234349,0.0897863919292127,0.120074026433233,0.0357589900339896,0.111601985500699,0.129382224811146,0.0838825579990275,0.0689276182686966,0.103067247731044
"SPSB1",0.0361116809484079,0.187703576793802,0.0278497852198099,0.0460780124581255,0.127906186931542,0.0388344330176921,0.102132891063996,0.0436659456847663,0.109275724720613,0.0844787230236169,0.0636885933238357
"SLC25A33",0.143899641079481,0.19246658484529,0.0620184498261321,0.153697417452492,0.0961825161089154,0.165638383333402,0.267110413639183,0.142613431838982,0.308957087967855,0.129291250319922,0.292887336766201
"TMEM201",0.0196604108268834,0,0.0459481037678129,0.0104622647036668,0.00884932259280208,0.0197627292113666,0.0024459141127043,0.0156567453665667,0.0142365490759402,0.0113795548090568,0.0108227567942561
"PIK3CD",0.880634767964905,1.13538055545356,0.557684031331271,1.08062929626672,0.923922392650015,0.843627688184749,1.60286961167583,1.02394150109204,0.90929619286744,1.10762552996089,1.19972839001694
"PIK3CD-AS1",0.021566434338434,0.0318293944457707,0.0159198911079448,0.0175439664415535,0.00931243845705359,0.0384020210445553,0.0364998889169308,0.00867752746003565,0.00948426082188265,0.0137928563475808,0.00643578916612123
"CLSTN1",0.315894486153799,0.285601851587265,0.411042436027738,0.268300657013727,0.359295222409967,0.328646939318689,0.276250332967118,0.358989588831461,0.244807738517149,0.304036618651904,0.315338146153211
"CTNNBIP1",0.152037355712047,0.219325179922466,0.141053551189002,0.0962400570054951,0.0713350459405567,0.0983585355865364,0.187185898379566,0.0833135991899641,0.055660456254195,0.118321145388305,0.123688204448462
"LZIC",0.337607613657119,0.618336101118848,0.354786774350649,0.411885107747333,0.40636883488886,0.330115954325176,0.418815623666656,0.323788484491132,0.415615425870452,0.435245808700942,0.383692313861712
"AL357140.2",0,0,0,0,0,0,0,0,0,0,0
"NMNAT1",0.0236461062619786,0.0957573899815993,0.0796798536171771,0.0538716679001889,0.059525590069375,0.0563994345299113,0.0392843377154519,0.0492196994582678,0.0758238305089271,0.139387754278158,0.0413953428852627
"RBP7",0,0,0,0,0,0,0,0,0,0,0
"UBE4B",0.22489127263991,0.290578299104281,0.286307573591075,0.303302918921999,0.19222849532933,0.285724088637349,0.301435530057772,0.179245464513513,0.37505429957571,0.301089702796017,0.295587494462406
"KIF1B",0.0680416195295057,0,0.011851388330886,0.0905578825057055,0.0263886759283513,0.039637204338257,0.0931195319746187,0.0331551257760453,0.0927499511580997,0.140538724468911,0.0669568324834431
"PGD",0.370942357146477,0.456534697619576,0.526734573676169,0.455965738336118,0.335298894290796,0.309053331086925,0.468466994766226,0.447912753011803,0.344236679136384,0.399771012590008,0.355384455913623
"CENPS",0.0951272931155379,0.036360846448122,0.0893731296812145,0.0830184222914432,0.024943363984022,0.0397208478345745,0.0620072048511495,0.0593627466441113,0.120752225305006,0.0685196150351785,0.0111551367173556
"DFFA",0.23705480293635,0.0679203798198988,0.223974602757062,0.153935268811711,0.14263525850876,0.177030896369934,0.246921463082852,0.171290028920101,0.228932821236484,0.255923730211568,0.188735772176154
"PEX14",0.148015446560516,0.102701307411685,0.120306162455954,0.169484253099529,0.231865366425281,0.200385109036092,0.240108571146649,0.174242041031462,0.280703673195754,0.155163658639965,0.235000626239736
"CASZ1",0.0447840701354098,0.0209903234608845,0.019990977509305,0.0589748023927429,0.0293715663646447,0.0342987815716691,0.12063783408304,0.0282711830570237,0.100644462650884,0.0310185126045216,0.0636951961648029
