"","CP002-entry","CP006-entry","CP016-entry","CP018-entry","CP020-V1","CP022-entry"
"TNFRSF25",0.221646691008256,0.562652385830674,0.13278187126983,0.0807338913794966,0.310814740193133,0.0528146047316411
"PLEKHG5",0,0,0.0195275885771418,0,0,0
"NOL9",0.0604202854130637,0.226580853140788,0.256506026075166,0.182492224991494,0.286132668100016,0.164860150251251
"ZBTB48",0.168797343760349,0.103186700001672,0.22460308673692,0.328797924373158,0.189338185899187,0.190940951159835
"KLHL21",0.200685219834372,0.0452897379241126,0.0690051931720698,0.0318948744936689,0.0637453501230635,0.087004054723819
"PHF13",0.0464304286457172,0.0269742891247109,0.0203263600367501,0,0.0661983451260897,0.0481000481000481
"THAP3",0.239655241516404,0.20324011384001,0.329362000163312,0.393309827477395,0.225217985867751,0.183092859306109
"DNAJC11",0.198992453003346,0.0664178111515771,0.104830795774684,0.302121936453295,0.201909206672561,0.248530220031884
"CAMTA1-DT",0.0272919805244427,0,0,0.049438380003164,0.00780152909970354,0.0365203932327283
"CAMTA1",0.502976603401344,0.529551554498936,0.585947762202823,0.89604533366617,0.582434677016749,0.651108495915364
"VAMP3",0.333198228988637,0.140556751940044,0.217835485182599,0.188034885677621,0.204294100656474,0.213029501540934
"PER3",0,0.0187168951777175,0,0.0349625900286693,0.0195582954554345,0
"TNFRSF9",0.0900620517611252,0.0162663209014101,0.0106600716356814,0,0.402221054204291,0.141833962928869
"PARK7",2.52688027775318,3.21938488530715,3.13200117688095,3.77186607916847,3.16594846823455,3.20122285406862
"ERRFI1",0,0,0,0,0.0328183047376505,0
"RERE",0.530827461093337,0.422183226866809,0.586793107637336,0.238249464997334,0.288928026729301,0.150701463495777
"RERE-AS1",0.0207472323192086,0,0,0,0,0
"ENO1",9.78242921622791,16.3921306611094,7.80306332660827,8.27542552491987,4.86787341460383,8.32578567115481
"ENO1-AS1",0,0.0634123170086335,0,0,0.0158417347333202,0.0433952438812706
"CA6",0,0,0,0,0,0
"SLC2A5",0,0,0,0,0,0
"GPR157",0,0.0180078460185103,0,0,0,0
"MIR34AHG",0,0,0,0,0,0
"H6PD",0.0813132692959231,0.116707856333418,0.133236635769485,0.0490008722155254,0.0521964704287731,0.0873350579769676
"SPSB1",0.195162842349619,0.0574222839560117,0.442059685343324,0.160888086987297,0.0518599898302287,0.0889243330128978
"SLC25A33",0,0.0936084344201834,0.0147396100488765,0.18739489463979,0.080567625285103,0.0930430928201219
"TMEM201",0.0804214303448247,0.00869079288710747,0.128740008763355,0.0286344243048993,0.00780152909970354,0.0118681683855731
"PIK3CD",1.39966372646617,0.861357889024023,1.5041302187606,1.27400528795298,1.00609109635745,1.69455070378177
"PIK3CD-AS1",0.0340038900450212,0,0.0226164521119243,0,0,0.0436532914928449
"CLSTN1",0.932348822775335,0.562092847719585,0.789787824595434,0.323998025685794,0.522371490293811,0.697985237371471
"CTNNBIP1",0.0991256898151121,0.194238707960397,0.273262632663968,0.372768915416881,0.137809660795895,0.223536444405241
"LZIC",0.493356838282202,0.404088013723906,0.451465956681128,0.471237897073746,0.394028552686359,0.515439135664365
"AL357140.2",0,0,0,0,0,0
"NMNAT1",0.0924822558020347,0.055048734937369,0.063768057054965,0.0639458825292263,0.0825799916256636,0.0246262959588248
"RBP7",0,0,0,0,0,0
"UBE4B",0.35179168133719,0.275792067876029,0.0894157416128266,0.146748935618545,0.468876073077046,0.236668481737087
"KIF1B",0.124125863741671,0.109039732771131,0.141294504309563,0.149952893230511,0.522672723940535,0.187410263158723
"PGD",0.251881530153673,0.30613991088383,0.100808527636255,0.0672643359193203,0.352269835133688,0.21257637272546
"CENPS",0.0629331340298754,0.0540274565806408,0.0733029518075799,0.0595732376689853,0.0958603606597553,0.00727674933053906
"DFFA",0.115287325887478,0.234817368490484,0.236411359074031,0.30406692677598,0.465010802000553,0.194437647574499
"PEX14",0.616704841970893,0.205457885905713,0.373544087564617,0.209890089330822,0.680300878633497,0.530433696491031
"CASZ1",0.251901910210181,0.0828165303024684,0.152299118881191,0.0329680473684905,0.232662580828019,0.3069361214768
"TARDBP",0.379871341471976,0.445179987023949,0.378107416288481,0.301535486449948,0.530353099499379,0.579493365051018
"AL109811.2",0,0.0178015448180593,0.0117289395162047,0,0,0
"SRM",0.776950780632288,0.790771657020113,2.92074743183278,1.23748439615626,1.83744117125111,1.45921880622862
"EXOSC10",0.5557486120329,0.400252396445846,0.785386170791071,0.660513517468878,0.704241885409386,0.504595615287795
"MTOR",0.436426486430671,0.225929978515062,0.149767522652014,0.197485264446248,0.161145127919559,0.223065638530414
"UBIAD1",0.130330521200827,0.179091742098089,0.0763151934259547,0.366463865688785,0.164085073238446,0.154702937763379
"FBXO2",0.101691821107531,0,0.0449483013739286,0.152815119945294,0,0.161673245058978
"FBXO44",0.495483281651599,0.354539555790195,0.248769368853614,0.51136490400434,0.1018311449607,0.319751786868388
"FBXO6",0.470620536146467,0.230664796514571,0.482289121840378,0.315547550495374,0.0952310081685024,0.175549197325844
"MAD2L2",0.616858245792408,0.46615208152309,0.322690992156957,0.563308673382837,0.251929526587669,0.549142240567296
"AGTRAP",0.401887588011121,0.501157228227016,0.18382012047685,0.294846982066301,0.0791811439573946,0.239384890389748
"MTHFR",0.0164248922527068,0.0732014652517773,0.220355724220949,0.0541640982419873,0.105481956984821,0.0642356700960332
"CLCN6",0.0857837277251804,0.0477344345860219,0.190311970769815,0.152394331800323,0.0659777179074053,0.0318877551020408
"AL021155.5",0,0.0102561577971414,0,0,0,0
"KIAA2013",0.423364578670408,0.535414018099098,0.585343907932178,0.617617602530595,0.516171843224695,0.410329764750295
"PLOD1",0.176094678557293,0.111501972499596,0.11087820719994,0.0899704369490524,0.00759797589922045,0.0578133871438707
"MFN2",0.0748863731521718,0.138075041876576,0.0650769727078855,0.171967878340402,0.243807586129745,0.173669335607947
"MIIP",0.100074634413793,0.154478942107584,0.172928353364773,0.0907183734190387,0.106451653041069,0.10386619371912
"TNFRSF8",0,0,0,0,0,0
"TNFRSF1B",1.8617061617104,1.40467395820572,0.966290425332673,0.943009510561876,2.20187819083699,1.64169176568142
"VPS13D",0.498753850458822,0.156153638451163,0.554146672157898,0.279940382242944,0.502504809856539,0.30194047812816
"DHRS3",0,0.186134538037962,0,0.0353781928819076,0,0
"PRDM2",0.527848057274868,0.463765620960425,0.258425399219325,0.562736360312014,0.707874036076464,0.56060944384513
"KAZN",0.0164248922527068,0,0.0423850707101744,0.028107099291139,0,0
"TMEM51-AS1",0,0,0,0,0,0
"TMEM51",0,0,0,0,0,0
"FHAD1",0,0,0,0,0.0278890239957162,0
"EFHD2",6.24320818401751,0.718339484602651,1.55373204038217,1.39697387164459,4.94645897464583,3.28461993731488
"CASP9",0.130560326045095,0.137838416880807,0.0225395795016048,0.058710600331658,0.0843433265106525,0.164445551855225
"DNAJC16",0.0664878646377098,0.0841089794258537,0.242417443185408,0.0556860713081928,0.367951100999786,0.0473288071058362
"AGMAT",0,0.0967884759516214,0.0672914822503132,0.0949029181707215,0.0242169069543035,0.0863985884884547
"DDI2",0.333388595389442,0.408229579923125,0.257235903565275,0.204164108624503,1.44453125809383,0.294885737998856
"PLEKHM2",0.523898130995241,0.442712893621665,0.120716564014763,0.472368931092394,0.169795394072759,0.205230449296817
"SLC25A34",0,0,0,0,0,0
"UQCRHL",0,0.136350675051818,0.0147396100488765,0,0.0988110670316227,0.0582614775110697
"AL450998.2",0.34326046718625,0.128532018551383,0.151515362592676,0.0986572354203237,0,0.263991434578207
"SPEN",0.649005913899131,0.615596097163671,0.439262437360412,0.352830172350783,0.900060294360846,0.580648221375371
"ZBTB17",0.182521556792763,0.24195853037571,0.134044801976066,0.157427334136005,0.158363706306558,0.146552481211717
"ARHGEF19",0.0379616132167153,0.0427075876883142,0.0569604841544985,0.127426699895351,0.0517880074882547,0.127112537212294
"CPLANE2",0.0208965453831173,0.0127416777731625,0.0442997227852752,0,0.0411987178958991,0.0592580998816718
"FBXO42",0.407188671882566,0.379993733023991,0.1695964253374,0.178342741739731,0.27450327443428,0.446550966322042
"SZRD1",0.836071043715085,0.636077107297213,0.216854823414922,0.610427237313076,0.719817695936528,0.453773740716337
"SPATA21",0.0262740275982386,0.0216391589131446,0,0,0.00882547101538809,0
"NECAP2",0.973685190859292,0.812274389846541,1.05896054945539,1.13791943982469,0.656744948094271,0.759427842828367
"LINC01772",0,0,0,0,0,0
"AL137802.2",0,0,0,0,0,0
"NBPF1",0.0583610140088197,0.130709705586316,0.0326776027710607,0.0655660910691883,0.0352994392585315,0.0634453607959411
"CROCC",0.222772881353654,0.213979436344032,0.223473771925082,0.238658325561086,0.0212593411009688,0.167804276451545
"BX284668.5",0,0.0430562619377498,0,0,0,0
"BX284668.6",0.085808076193907,0.057485662756749,0,0.0213595799852192,0,0.0626507651686992
"ATP13A2",0.171394531595884,0.219478516631007,0.146853775544703,0.0213595799852192,0.0828427455649885,0.192200499759028
"SDHB",0.649123060698044,0.833534771057367,0.704168764738244,0.802254805256636,0.793936337846015,0.751068334206348
"PADI4",0,0,0,0,0,0
"RCC2",0.389099821417063,0.311360140022717,0.544190256472557,0.162360282005669,0.374767980214584,0.318262439340598
"ARHGEF10L",0,0,0,0,0.0108706995512575,0
"ALDH4A1",0,0.0292195086355107,0,0.0348143351506416,0.050687100752273,0
"IFFO2",0.194649446394955,0.304009588976108,0.0713491151818735,0.0388156566832798,0.111021466093406,0.156541217059298
"UBR4",0.660988077554617,0.649310790318053,0.568064608414816,0.490235999105574,1.03616973161562,0.327362975627847
"EMC1-AS1",0.096556436000074,0.021341796573819,0.0592481426575209,0.0755271394890985,0.0141212621019216,0.0383097728230472
"EMC1",0.0969181011898212,0.178916027033164,0.136844769401828,0.073304124332601,0.077050505931677,0.0644728130353062
"MRTO4",0.0715907246183157,0.227327234978424,0.0202322664184842,0.035600364547733,0.141827214987599,0.096095735929476
"AKR7A3",0,0,0,0,0,0
"AKR7A2",0.499853283387832,0.480139936165501,0.628953452120673,0.829017262263681,0.303418801355617,0.773852503812715
"SLC66A1",0.0682957780562757,0.182349849619732,0.019567327259635,0.106647280823654,0.02385382376795,0.0927452284818313
"CAPZB",4.5378545262312,4.58958255365052,5.23577870314222,5.18833354682017,3.24835195401764,4.66517275139668
"MICOS10",1.71007746469778,1.58603238377202,1.60780151169106,1.90272710889731,0.98183255189763,1.70117374061238
"NBL1",0.0161332997760698,0.495123994822123,0.200138914985742,0.221893653198374,0.385799765761428,0.115434171457578
"TMCO4",0.25540633280718,0.052070826085719,0,0.028107099291139,0.0946490764740809,0.162264157003111
"OTUD3",0.119096298957284,0.210725284466322,0.0517872266360158,0.0348143351506416,0.0523279749047414,0.131328623021431
"UBXN10-AS1",0,0.0168258674155299,0.0263435194942044,0.0388156566832798,0,0
"CAMK2N1",0.0416654949727228,0,0.0928111575547262,0.0471382375955728,0.0274389072729568,0.164018904967417
"MUL1",0.173224961666848,0.139099172628538,0.164988188883942,0.487177494573004,0.194359949073056,0.314479049249853
"CDA",0.0862663906142167,0.0120257061494651,0.0728128988547454,0.0641571018778475,0,0.163254621992497
"PINK1",0.467196502272436,0.317324265842669,0.288472390722871,0.474631209726833,0.35449581226324,0.199359875792561
"PINK1-AS",0,0,0,0.0696217191432679,0.0161319464161268,0
"DDOST",1.71510732399796,1.485213575568,0.945839434949706,1.58435300256156,1.81349479142259,1.55115494598308
"HP1BP3",2.84611434403822,2.76306548779496,2.26273232774755,2.79054943952597,1.77185141854392,2.89712666281643
"EIF4G3",0.585557941790742,0.270348334415103,0.708746554469617,0.425477003814751,0.836742393632012,0.521170316950926
"ECE1",0.0784811954769974,0.172923788593766,0.0840725406859525,0.125950347540418,0.249957298435562,0.0922738086233422
"AL031728.1",0,0,0,0.0651958483283785,0,0
"NBPF3",0.219304164219287,0.0148518233583537,0.0893640199505569,0.0258013912110141,0.139590460391712,0
"USP48",0.403548730783176,0.732030673583543,0.545874602705991,0.386499961585351,0.956016069916586,0.717961091411537
"HSPG2",0,0.0204101626281758,0,0,0,0
"LINC01635",0,0.00776829958913464,0,0,0,0
"LINC00339",0.418589879455274,0.283396185432492,0.324086488911594,0.483096267596279,0.161430520785174,0.30972279400702
"CDC42",3.12609122097528,2.85036126833232,2.10946839067151,2.81969090679263,3.2788444904865,2.14980638022026
"CDC42-AS1",0.0217836448394545,0,0,0.0360041188711989,0,0
"ZBTB40",0.339479458178687,0.205221734154711,0.083382327294512,0.0945113619372209,0.140476619363951,0.0913532999378268
"C1QA",0,0,0,0,0,0
"C1QC",0,0,0,0,0,0
"C1QB",0,0,0,0,0,0
"EPHB2",0,0,0,0,0.0173377533045758,0
"KDM1A",0.266509362368404,0.305287787811872,0.143511182681254,0.543898289021502,0.269872144291968,0.267399445698048
"LUZP1",0.255771391598402,0.576148298738688,0.193052347955661,0.319110461321152,0.943439139249608,0.407260261815062
"LINC01355",0,0.0271080133091465,0.0372791895504814,0,0,0
"HNRNPR",1.25986240472917,1.81647873213044,1.21162287557164,1.16619811951211,1.96981035184871,1.71779375375062
"ZNF436",0.016431693450327,0,0.0501645277383298,0,0.120577342593744,0.0829307179873766
"ZNF436-AS1",0,0.052896162375834,0.0202322664184842,0,0,0.0597979842839368
"TCEA3",0,0.129910100346674,0,0.0749713722725787,0,0
"E2F2",0.0304703401708777,0,0,0,0,0
"ID3",0.32002971509619,0.390991047816536,0,0.136396577423844,0.706399156911777,0.853211632737367
"MDS2",0,0,0,0.0219018708578087,0.0137194536364784,0.0145534986610781
"RPL11",29.9804507980777,42.7087440454649,33.8291355721168,40.2981442412611,35.5263372492569,30.0872310508433
"ELOA-AS1",0.10743597826474,0.0664919979729666,0.0348997517983097,0.0213595799852192,0.0926124164392009,0.131273698299746
"ELOA",0.212949075643067,0.285786766810257,0.269870482543804,0.268994333891537,0.329875864651411,0.244372304848332
"PITHD1",0.620247102034056,0.429931038399132,0.433837338300635,0.231263422924959,0.386467157325728,0.412830192184261
"LYPLA2",0.392638164867941,0.565986932200596,0.534185363344525,0.486875387822309,0.654165232066143,0.621681013439037
"GALE",0,0.0941460956356446,0.0698538657129286,0,0.031253231199834,0.0701895812999409
"HMGCL",0.149059969278475,0.370319328229351,0.144091421688655,0.291816472275534,0.105840048798538,0.272221615075014
"FUCA1",0.148173348791562,0.113334360957141,0,0.065054797106753,0.104005329187647,0.19429318263016
"CNR2",0,0.0389207433143717,0,0,0,0.035056967572305
"PNRC2",1.0572337098119,1.25941051376386,1.33784174126989,1.53067285047289,1.2583721003863,1.30402049312061
"SRSF10",1.58345100049659,1.3154862029622,1.33115092126938,1.1331659119847,1.49331380126214,1.97756253815164
"IFNLR1",0.272416423979647,0.187715664884515,0.0752886542311328,0.0615238615698605,0.301767612805712,0.146226563644359
"STPG1",0.039276680649165,0.0371650764197527,0.0821444762196868,0.0699251800573386,0.0313090628884354,0.0170596062642874
"NIPAL3",0.203726209738343,0.17493889962376,0.246118104667438,0.118524588217739,0.643090623474477,0.383072267247775
"RCAN3AS",0,0,0,0.0601706439462315,0.0557297397341162,0.0538539075582435
"RCAN3",0.0541638401536577,0.437296511685842,0.148569750103117,0.283612730263685,0.616744063157381,0.158657330419234
"NCMAP-DT",0,0.0138446437150163,0,0,0.0141212621019216,0.0118681683855731
"NCMAP",0,0,0,0,0,0
"SRRM1",2.51119511322165,2.32104290271557,1.29536294983984,2.11662835740772,2.41067976101099,1.70131487630746
"CLIC4",0,0,0.0316868828979556,0,0,0
"RUNX3",4.43858698354063,1.50587069379262,3.3399935448873,2.1682750527875,2.98227192836014,2.63720769513493
"AL445471.1",0.113794268006879,0.0420241189049985,0,0,0,0
"SYF2",1.85442849487451,1.77579312660687,1.88058479050179,1.98228188161846,1.9030392001668,1.98853428504616
"AL031432.4",0.016431693450327,0.00893034952495006,0.0117289395162047,0,0,0.072010443466393
"RSRP1",3.01423678785324,3.67648376531163,3.72596851033832,3.08206101805141,2.27610126148929,3.08330885976457
"RHD",0,0,0.110746416143961,0,0.0276574927805117,0
"TMEM50A",3.23009365037493,2.74844848447511,2.33645819531907,2.42278903141734,3.67016975764353,3.09217768702461
"RHCE",0.0164248922527068,0.0110856387766776,0.0309027305652728,0,0,0.0294672324375295
"MACO1",0.434366549336386,0.45461136638848,0.378160727386177,0.333279803130773,0.717849692870839,0.36948557266593
"LDLRAP1",0.11579111380872,0.847247375400526,0.0442188301466296,0.521962719682814,0.141570803618211,0.338510054796068
"AL606491.1",0,0,0,0,0,0
"MAN1C1",0.0785219029871182,0.0661019412093449,0.303162133319218,0.0329680473684905,0.22583633120017,0.0782906725009522
"AL031280.1",0,0,0,0,0,0
"SELENON",0,0.144017597886311,0.015208200261581,0.0766632644900243,0.0110008096595909,0.00727674933053906
"AL020996.1",0.0476381028601917,0,0,0.0601706439462315,0,0
"MTFR1L",0.210374381406231,0.191327288152056,0.254276950104945,0.206030842601861,0.141947994561277,0.292004027937173
"AL033528.2",0,0,0,0,0,0
"PAQR7",0,0,0,0,0,0.0246944067168786
"STMN1",0.967001562411159,3.48133280074368,1.37728467943966,2.22025561665251,1.70869883732824,2.42481143988622
"PAFAH2",0.302864249375932,0.141041696005592,0.0637246454216519,0.22698951780162,0.0711502496852437,0.11100783949947
"PDIK1L",0.0999878030950967,0.0267234424948117,0.0572634355112668,0.0672115736298508,0.107942831497365,0.0529993877155532
"ZNF593",0.34913466215316,0.278317078325102,0.0863988823587673,0.134655131931128,0.164576006645051,0.195903029246209
"CEP85",0.108746275055792,0.0719660734429398,0.0326776027710607,0.194736245380941,0.0757123040448392,0.0844026678965472
"SH3BGRL3",29.845352912693,17.1426051425949,28.1671912378768,27.3984767979277,21.5183043070435,26.8747315544647
"UBXN11",1.51420607988094,0.803523222588311,0.333384192329684,0.524707158492157,0.221753806095743,0.910701084531118
"CD52",17.1054175410313,18.1235251455871,23.0051586472564,17.3949674485535,8.88534391038836,26.0521188714789
"ZNF683",1.02336228076118,0.382506676867002,0.709947846646995,1.48993108696056,1.38359436791659,3.4785064102701
"DHDDS",0.0418960475268763,0.143409612351726,0.111788865507822,0.129450384017409,0.167666757647126,0.186476269764036
"HMGN2",4.0522363006226,5.02521620179466,5.64547599126997,5.09780907221938,3.91525988677135,4.12112432974593
"RPS6KA1",0.887527927246195,0.829574515110456,0.505972176651672,0.650292505392632,0.249268622073386,0.68134923676946
"ARID1A",0.626079371862969,0.881951184240262,0.833085132555898,0.696351439190559,0.838684963644282,0.659982023187736
"PIGV",0.0625730653884798,0.128652260551276,0.0978591707233565,0.0600019737848078,0.0391093052958567,0.197702597636154
"ZDHHC18",0.297187409161546,0.237611828599321,0.134203227542818,0.37189351721687,0.260172525023532,0.177111309219987
"GPN2",0.182328653980593,0.149811651508837,0.11375363411532,0.0933384641792852,0.223686919747477,0.211443830984219
"GPATCH3",0.156443519135118,0.235174007739875,0.0854438658790315,0.267037391855296,0.217679967891672,0.190241584635112
"NUDC",0.856874141699668,0.833852271979661,0.559555308828007,0.815022207706266,0.984349631397743,0.788334449077183
"KDF1",0.0132525458140509,0.0203630157358009,0,0,0,0
"SLC9A1",0.217274011728356,0.126043118749958,0.155228390429898,0.218625805377846,0.210878423078472,0.243661115438239
"WDTC1",0.737513541586958,0.279637348915817,0.181341443365059,0.0703604522007446,0.313223059240698,0.268899117062249
"TMEM222",0.247546437286548,0.274600309119497,0.331941841907001,0.223501765669399,0.316311847652416,0.202186234660001
"SYTL1",1.66545350142064,1.3422496080681,0.601042145771059,1.2781403347835,0.443623926590671,1.25259702422106
"MAP3K6",0.0770981104711736,0.0357196797272213,0.0915038088270593,0.0417784239507349,0,0.0903450803772419
"WASF2",2.14678269321774,1.98194590749112,1.59725488830536,1.56270327667056,1.8805114796143,1.76436347038404
"BX293535.1",0.049414714103053,0.0388642415979015,0.0494134334536828,0.0361736915975749,0,0
"AHDC1",0.0656557160102087,0.0930703828253581,0.222339152079774,0.085355597999127,0.365973204512092,0.135845823209212
"FGR",1.88480259105387,0.191519367980458,0.469039129826692,0.871764115693252,0.163161995393157,0.52756836496195
"IFI6",1.25237333303433,1.35120377698525,3.14651568029447,1.1029643191044,1.97934388155284,1.36930133429067
"FAM76A",0.286175800965147,0.14120070854824,0.0398152705907591,0.0537226679416196,0.319310303239825,0.166323925344701
"STX12",0.374339522444676,0.216722042002291,0.583811284086534,0.224198795111865,0.356589122084689,0.37168013534198
"PPP1R8",0.137632830600444,0.173432825765305,0.264724866156818,0.161720673771791,0.224208734194357,0.0518621684061795
"THEMIS2",0.452121219874177,0.451363064018422,0.312772558315033,0.083815207366167,0.0618151743225215,0.451664261574849
