"","CP002-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.0441829077104052,0.0600324103044774,0.0642266034228784,0.0442624764855594,0.0263679733151293,0.0274404111741497,0.0425889737965957,0.0430425997639535,0.033319471425655,0.0425572637830984
"LINC01128",0.3045110284213,0.0470847531839087,0.0867518505457023,0.144266523565016,0.077952935151728,0.111679336841229,0.0861481535774244,0.437595625528893,0.105217798546608,0.0563206120774642
"LINC00115",0,0.031642412898952,0.0106207483464515,0.0245058997953757,0.0065192903109852,0.00985713700724306,0.0394457460787898,0.0209498420399577,0,0.013427935454795
"FAM41C",0,0.0134784230057701,0,0,0,0,0,0,0,0
"NOC2L",0.326910960574749,0.235095879001617,0.271035270844445,0.174267390320176,0.263265163650932,0.290317301070696,0.345532669318883,0.164654318539454,0.231014494315255,0.356562571584216
"KLHL17",0.0194696452799681,0.0417394121512252,0.0563321786997036,0.0523957978570119,0.0322662345743513,0.0210032448781711,0.00792415631507713,0,0.0230173965483112,0.0218790904298034
"PLEKHN1",0.0402327236140317,0.0280974564910616,0,0.0245058997953757,0.014792593898858,0,0.00792415631507713,0,0,0.00695773983164657
"HES4",0.126049700348451,0.353354890528803,0,0.071385642918271,0.0299280113075098,0.0341983696602023,0.0573470043643476,1.46651266344274,0.0196975636083573,0
"ISG15",1.16021852785918,1.45236051688452,1.15697871887844,0.936138047355738,2.37435326884576,1.4239635521354,0.893844479556634,4.09741003181913,0.220678906793238,0.40835691039099
"AGRN",0.125582661642855,0.182193529238394,0.0937737188276249,0,0.132277010131053,0.122370480649794,0.0849620237797426,0.0892965491909621,0.249339009925722,0.0438841279166749
"C1orf159",0.0802796439120773,0.0858170369003468,0.0496179795249298,0.108874854134708,0.0451334263437404,0.0730111637069263,0.102417085393913,0.157249790800837,0.0205951589019485,0.0646606982034928
"TNFRSF18",0.211459173212315,0.202466472590663,0.22823736408942,0.021573111274108,0.144616977772753,0.0314759284502389,0.0523675598570251,0.0159732161112247,1.34029827195971,0.028514157940845
"TNFRSF4",0.275982373150595,0.202991294900507,0.227815572756535,0.0318984353817445,0.190667313614628,0.061410096350321,0.0881829716221503,0.0406974697368529,1.0226426260946,0.0624169790056087
"SDF4",1.30603357146274,1.34131008970128,1.61235580458816,0.759014437956138,1.3709862103396,1.21686499803301,1.26881582068582,0.499811497348697,1.44792526795,1.34223919510061
"B3GALT6",0.349255184477745,0.226530112004065,0.371162404292509,0.228722044785332,0.20636131845385,0.330957691100431,0.237848873219366,0.183897068459896,0.216460854700588,0.288944858591082
"C1QTNF12",0,0.00755471177139833,0,0,0,0,0,0,0,0
"UBE2J2",0.765958283976467,0.546442047508872,0.436032207363613,0.551147255175759,0.481943686285297,0.352613636944665,0.478923461958899,0.349754422084723,0.787102538860835,0.436426788769722
"ACAP3",0.143995696748462,0.06654560885214,0.0632167657124654,0.0586923347810776,0.0628000394274654,0.0798543362028628,0.0836873825350527,0.265534284652104,0.0571287578170858,0.057005010223693
