"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP022-entry","CP042-entry"
"PUSL1",0.15496936486004,0.130305344762915,0.0947347433176991,0.1772725696267,0.0630724728826151,0.083008023710043,0.0695602405562107,0.138140969040526,0.0942075632369112,0.159311512192214
"INTS11",0.897203376192826,0.555796556985668,0.558565207996409,0.596912026768803,0.37143724489538,0.58463169469,0.634523704464779,0.687678382097971,0.638298843640681,0.603074135139512
"CPTP",0.354340893792089,0.272147152427923,0.257110138020842,0.211879642858377,0.0964322507839971,0.250310149020318,0.339778207168689,0.290082535392787,0.212392086100705,0.153281676281197
"DVL1",0.160580837590323,0.0894839442978412,0.152230161097961,0.0278479162848142,0.0436779955075628,0.0230940487008437,0,0.0980123040984072,0.0310879011003739,0.0608651637190531
"MXRA8",0.0253006847133512,0.0190377897074744,0.023792465242647,0,0.0156584997667532,0,0,0.0110532651518291,0,0
"AURKAIP1",1.40366082991709,1.01474633592461,1.0828650074767,1.05289936183882,0.957727867042016,1.0962701375044,1.23943361775763,1.17287023712977,1.01676984997623,0.980802072126714
"CCNL2",0.422830712339619,0.531527017066016,0.505459362175175,0.505778173846122,0.503808262171395,0.526564796536785,0.492826688273122,0.533072578975012,0.542088487650731,0.56663590675793
"MRPL20-AS1",0.104057051449749,0.170234869428555,0.196760004843392,0.274324785359987,0.114924990337548,0.193032214854291,0.188905592643716,0.161086054336918,0.160083305860147,0.122116763914033
"MRPL20",0.861617528766076,0.710889853852798,0.602253950652825,0.962124856389278,0.624441392277328,0.820477622622343,1.05339590112264,0.807117974420782,0.855237873600547,1.0736530001571
"ATAD3C",0,0,0.00905344082490795,0,0,0,0,0,0,0
"ATAD3B",0.172740190365716,0.0462285959529443,0.0521481878464124,0.0730735754231278,0.0700779624201154,0.0624588229858053,0.122187492793051,0.0794671762672969,0.045861475323167,0.0659284620670068
"ATAD3A",0.175013806713628,0.0847799449983846,0.0329822480328814,0.0691179762671423,0.0373844443260467,0.110464229664571,0.192565336190248,0.0856192884650822,0.106673652022112,0.22675232101609
"TMEM240",0.0302096141883102,0.00856661658051506,0.0226917360745256,0,0.0109994888375259,0.0164870189585879,0,0.0328337962241039,0,0
"SSU72",1.42695997403442,1.21632610232514,1.34837154358789,1.39995329691415,1.2767570770736,1.25016048302294,1.42159211994878,1.28631171833327,1.20203515125636,0.982782841197039
"AL645728.1",0.0325397199455565,0.0269671359220212,0.0202162992694782,0.0169711675393415,0.00580777434075298,0.0165384007528302,0,0.0127748335572018,0.00474429214212381,0
"FNDC10",0.11736022524428,0.173000911056182,0.155368999486928,0.0445401819161522,0.045750732894821,0.0547167135309999,0.0454611764534038,0.12542808573798,0.0570657726827569,0.031295191520109
"AL691432.2",0.0892863622432767,0.073577724398487,0.0539207178867115,0.0651273722356893,0.0655714390664676,0.0396340662151901,0.0149396438388909,0.0662783569060001,0.0757848541274471,0.0723692940553226
"MIB2",0.432054446771983,0.306522484211892,0.337033355208956,0.280326148589651,0.263906914570447,0.32598966028109,0.322043371398496,0.403275832668111,0.302939444868255,0.197766243355372
"MMP23B",0,0.0122807748818313,0.00680599924843376,0,0.00172433444570148,0,0,0,0.0121690493178469,0.0166326252270353
"CDK11B",0.419791427613181,0.291927171521804,0.213746562546628,0.452050619178353,0.285136504459335,0.200444182867203,0.304570921969322,0.405587979261353,0.368539256507327,0.318204156556585
"SLC35E2B",0.287876535507517,0.408614153352117,0.309461028297716,0.15869633152237,0.273538056262692,0.228109682988941,0.276280390366445,0.343951917852376,0.314618366652081,0.457245881605165
"CDK11A",0.488490831758911,0.311997287774591,0.371249137266974,0.323285871179174,0.284928875389686,0.232265151220746,0.424496233531185,0.324350416498389,0.463441982981604,0.415781988522563
"SLC35E2A",0.13847641091022,0.120265731613048,0.0880464729695064,0.169142550979219,0.113784618338379,0.132263423059991,0.126581365386346,0.0839836062560233,0.19403115970616,0.200797640538442
"NADK",0.182267605892102,0.128474758225725,0.110702238929172,0.188091336301476,0.0604911395986023,0.148730852815548,0.224508599564157,0.141684098325954,0.0971693031911774,0.132038829911539
"GNB1",1.0708769046909,0.915660696901148,1.19484495602277,0.788858061335734,0.853416064711538,0.819605294479823,1.1567266581996,0.925879084676287,0.986316932834991,0.857556696455681
"PRKCZ",0.0856132428828776,0.0332691688464781,0.062449024760817,0.0821025788171078,0.0370343687075064,0.130223035007611,0.0510952527697158,0.0671717243621944,0.0616273565241837,0.0590849069794305
"FAAP20",0.987417205799218,0.688077300081002,1.07460738421932,1.01089763481486,1.039765566765,0.634149801792473,0.66230468029593,1.01511623282021,1.3096174384887,0.913461223798059
"SKI",0.12438545936453,0.136467679759117,0.14846563494002,0.134258086360328,0.0654489449764171,0.113866539460762,0.112681992755733,0.139141295790097,0.102437318496585,0.215367063667753
"MORN1",0.0367469759110845,0,0.00885374126938696,0.0240336281281924,0.0100189403795826,0.021251292682854,0,0.0070997747436964,0.0274178231183399,0.0354416382542867
"RER1",0.800681804602475,0.543557424881991,0.442766919087435,0.449759108349484,0.585731675697256,0.513687243149156,0.700078358217034,0.635417262543922,0.711137463529637,0.652245615766194
"PEX10",0.115833416943126,0.0509581652013201,0.0439556323428915,0.0961401690882506,0.0870650558297232,0.133346520518586,0.0823643198759194,0.124979667594218,0.082815391762277,0.139917468002752
"PLCH2",0,0.00564622769881215,0.00937361307036113,0,0.0074244694461383,0,0.0189078808047194,0.00470313531326631,0.00984909040233769,0.0242627166963885
"PANK4",0.208328423486765,0.322515604223086,0.32180803040209,0.302295827086607,0.233809242451642,0.17288859132949,0.329792180232818,0.186890609499163,0.235668433879989,0.154519642441568
"AL139246.5",0.262137687183792,0.234171517964786,0.212211947914191,0.270321550996267,0.438002840930888,0.308026774397081,0.161521945104167,0.164514157588299,0.36073020858841,0.190040700239093
"TNFRSF14-AS1",0.0694814689327136,0.0195303553485785,0.0554647150729754,0.0219802853362528,0.0424541525691612,0.0295391044100144,0.0541641738541656,0.0293463075073681,0.022752772667496,0
"TNFRSF14",1.76150105362773,2.11861910173686,1.68955108512062,1.21881138093759,2.79367931961382,1.34669590071996,1.75290313806152,1.55311400214802,1.57277285679671,1.00045028755421
"AL139246.3",0.0845560913861859,0.144021594041244,0.108885342367831,0.0416573721700081,0.18970904148503,0.0550491444657374,0.0652195079375286,0.0940401044429139,0.083187835646473,0.0284996095553491
"PRXL2B",0.298616142025174,0.432898183627752,0.374313811869424,0.123934434251549,0.280161263617649,0.149742800619457,0.167584918820282,0.284058093051112,0.271307626695657,0.142782092913596
"MMEL1",0.0134801408055139,0.0416182850266431,0.0644494702849217,0.0108982217709085,0.025660832266448,0.0106684418953981,0,0.0569171868939067,0.036159683310101,0
"TTC34",0.00601747716066544,0,0,0,0.00689126267898425,0.00704304710389903,0,0.0045719996480564,0.0102827183254199,0
"MEGF6",0.168468896361039,0.107522113466136,0.0716787749990536,0.108055692131016,0.0387870233773337,0.134446691366583,0.250095528863717,0.100822544506007,0.129094014678905,0.277835891305526
"AL513320.1",0,0,0.00564057005450897,0.0220151541340077,0.0203680084804224,0.00794316506532459,0,0.0223341999601371,0.0427376015103101,0.113842265778511
"TPRG1L",0.409625449718434,0.279528270953979,0.189354998734219,0.267832196742157,0.167636452190588,0.188033967288872,0.169047090065599,0.316705824853628,0.239286802306118,0.126984285008376
"WRAP73",0.323396140566822,0.265743629830037,0.220058231711429,0.249063613488325,0.201863594110671,0.276033246886609,0.167510713063971,0.23928162518855,0.250038988981642,0.189337928068217
"SMIM1",0.0532357667203948,0.0478128417641602,0.00937471299471822,0.0282586122458527,0.0195877754509491,0.0532492906946659,0.0149057953732411,0.026713066926069,0.0414810900795159,0.0547028563022496
"LRRC47",0.277892328832348,0.271361642066339,0.215295218364034,0.26565944497445,0.162360511941818,0.126159403736727,0.240730210852973,0.270409517896603,0.212801615558606,0.160998907917809
"CEP104",0.235767443378437,0.150175550187085,0.232903137363517,0.170665348885794,0.139620812088479,0.133831880225957,0.330466006633006,0.224502886537499,0.169536971638985,0.148569199751802
"DFFB",0.0540381105432624,0.103841070962014,0.0426617376620153,0.0625144071130189,0.0272825018305994,0.0176966954524816,0.15702760011829,0.0662092966410202,0.024458303624194,0.0783038021077666
"C1orf174",0.363940650919704,0.336029899874411,0.383296058718864,0.345206103467603,0.276701504306117,0.36655035503187,0.313236060940316,0.289820083400101,0.332981604812847,0.118967777589148
"NPHP4",0.0189227581992712,0.0515970212233348,0.0154350822564889,0.0334757241708821,0.0281705647056738,0.0200106631646724,0.0151295085935609,0.0955835326067486,0.0427163244787536,0.0761714652612669
"KCNAB2",0.873493943617708,1.14687892179653,1.46676735962574,0.590924404763147,0.811347351968483,0.719240920593487,0.639173237412866,0.959265552018868,0.796571292758048,0.696052522355882
"RPL22",16.1244011662641,18.5039466337649,18.4654202676362,24.6748161405915,25.412103322525,24.5577315903873,22.9740346410022,16.5038223644769,22.1354314050353,21.2651630519463
"ICMT",0.0805270449495439,0.0255713686326497,0.0503795474432434,0.104315542096935,0.0144757019449863,0.0344909976813293,0.0854545150459315,0.080578998767776,0.0643701291497043,0.0683198776138876
"GPR153",0,0.00952118201557926,0,0.00922043039440836,0.00218152799893018,0,0.0184692671394799,0,0.00628208575298336,0
"ACOT7",0.0788867194616542,0.065140618565134,0.0299497241629171,0.0840811671203814,0.0908403230748383,0.110452098705246,0.103096158686038,0.0341299438282176,0.0775175835838889,0.0161630790018975
"AL031848.2",0.0221639847663203,0.0199171741435643,0.0156314299075142,0.0239274003882151,0.0194392917994703,0.0366177567103228,0,0.0320760969791433,0.0036829346802071,0
"ESPN",0,0,0.0130312489533393,0,0.0134426394018801,0.00568905880211178,0.0270816811993494,0.00453879738033654,0.0295272473708104,0
"TNFRSF25",1.04083281940565,1.17010031348773,0.838997538373364,0.742644587404301,1.13309830618839,1.05197544015676,0.826845146489216,0.737964830585951,1.12417637279877,0.877924127502739
"PLEKHG5",0.0149622284342951,0.0289068023909712,0.0197692595705674,0.00686809413135093,0.0210549508548744,0.0166915637568913,0,0.0115162003060406,0.0267895164253144,0.0156598921973021
"NOL9",0.121379058525436,0.19094708861993,0.173987071859846,0.328390736788534,0.0964412072118128,0.210632553506981,0.548755897623731,0.144225769433176,0.231832367738446,0.450400712710201
"ZBTB48",0.175393102322198,0.127451842671189,0.125899415368833,0.164314086223795,0.0919389003939476,0.109448434838455,0.181933916320534,0.135900712898081,0.163528890235738,0.210909428029788
"KLHL21",0.123559018717626,0.120808697328556,0.118484572753165,0.190654475460936,0.0681285317383623,0.0698938552583817,0.0970134305735159,0.0856833663083677,0.0773837855830148,0.154726751632755
"PHF13",0.0637280591835364,0.132089684208567,0.0832674480925215,0.0307961726770662,0.0728694330302339,0.00687659537012587,0.125650652253012,0.0802760123006917,0.0662084792655771,0
"THAP3",0.273249301737995,0.191019129476874,0.337158804645468,0.101345468661893,0.174255778474419,0.222873330363001,0.122492208925457,0.165144499748875,0.131492403797094,0.0296131665780128
"DNAJC11",0.218846974710587,0.179988286529112,0.129350270881686,0.191439876511325,0.116565188713902,0.118064837668359,0.282379840517466,0.159216122708984,0.14246882362063,0.220551489693268
"CAMTA1-DT",0,0,0.00645397078235103,0.0145870631592916,0.00847161362156851,0.0557644269771434,0.0280757016988417,0.0177772331005171,0.0302214736284668,0.0328770005654844
"CAMTA1",0.451237086684512,0.608968938093286,0.393573016371113,0.351308902626939,0.553924352200475,0.480354202516323,0.470844212846965,0.404585623843611,0.639651434291601,0.794485495628054
"VAMP3",0.247540099255312,0.198624012303396,0.108229303967148,0.139666549272224,0.167486286516129,0.177759010355531,0.155406505051462,0.160374732313052,0.187404943256268,0.261427745968078
"PER3",0,0.0131456260624131,0.0122251026151378,0.029997725936701,0.0409343817085382,0.018195396228723,0.0171561899533352,0.00804449309563157,0.00877685400616295,0
"TNFRSF9",0,0,0,0,0,0,0,0,0,0
"PARK7",1.99318617213925,1.93931644880406,1.55920678489231,2.30183798264624,1.53119602423355,1.9288549488852,2.39679776862544,1.47288015267803,2.02036810085653,2.02145480904844
"ERRFI1",0,0,0,0,0,0,0,0,0,0
"RERE",0.408574431886573,0.308981987522949,0.408358695343317,0.380835234697496,0.51531071246834,0.523026421742327,0.570246468225232,0.536233376097254,0.541651513219131,0.659545648893967
"RERE-AS1",0.0198817355133029,0.0203834627944453,0,0.0161535846676416,0.0248057900988963,0.0441070453669537,0,0.0188946243361255,0.0130010133756272,0
"ENO1",22.4876588586401,26.5268231720785,31.3355789286546,6.33984956096824,37.4855724798069,19.5618006557616,6.0306008744499,23.912382569051,20.0186755326822,4.05616018235549
"ENO1-AS1",0.0830534698089411,0,0.00267843463708818,0.0266672151139669,0.0320987412181436,0.057087545111735,0.0251686298197926,0.0464237782557004,0.0809396482935504,0.0723689044522073
"CA6",0.0443638427791626,0.0638360573179414,0,0.166206817298068,0.171151045489372,0.155531758575037,0.159298279885531,0.0161294115976298,0.0984164358961803,0.261537333033061
"SLC2A5",0,0,0,0,0,0,0.00409138517936633,0,0,0
"GPR157",0.0281858155207212,0.0148273204077506,0.0143794010356227,0,0.0197358271398075,0.0108797438064304,0,0.0108822126396702,0.00531175768186396,0
"MIR34AHG",0,0,0.0036195924194152,0,0,0,0,0,0,0
"H6PD",0.089505899745256,0.129899050051187,0.0397450969882806,0.113803853397538,0.0923164347265353,0.0613449249969637,0.162793788764837,0.0860820410859748,0.0779181575244681,0.148056760987758
"SPSB1",0.0289269734974435,0.0196279445496656,0.00570914072119802,0.0400933542868865,0.0124277237912565,0.0298662071253414,0.0314036691463876,0.0274492163531596,0.051865186674663,0.0846333193423192
"SLC25A33",0.255135920693754,0.0934946644508039,0.063100245535707,0.21489379043782,0.067893305303029,0.143362244365121,0.187065422876319,0.161940034232379,0.101143820337654,0.209944633585447
"TMEM201",0.0304965162752254,0.0461654070900343,0.0226225696530463,0.0226186875408153,0.0146375854368167,0.0135538957224526,0.0151699029126214,0.0206396180391356,0.0383429458313326,0.0656851149107463
"PIK3CD",1.17116573303308,1.04695156450643,0.887355419576986,1.33276979328964,1.36573697387003,1.13939232218394,1.76138131954764,1.37840839241846,1.02803488068347,1.85787227420736
"PIK3CD-AS1",0.00548492796644102,0.00754650913580396,0.0118597799899842,0.006894003320152,0.0204221744186299,0.0124999366955996,0.0719820884581813,0.00413453660490995,0.0257118837237842,0.022027693215911
"CLSTN1",0.247856318632563,0.188011573844376,0.222384691843306,0.215285053839394,0.255902759355718,0.252623877097456,0.334322714786527,0.239780131771465,0.163746761865848,0.243415545467573
"CTNNBIP1",0.134440303852998,0.0754590210930172,0.0587012276874569,0.0615632581530385,0.0420081521748959,0.0795213819681931,0.0763355348800114,0.0841804117040934,0.0845973286619674,0.0218635626238024
"LZIC",0.469670541646844,0.471363463919491,0.317220259791516,0.245426245302582,0.321583812790403,0.331454076607849,0.284464148151752,0.285354050557441,0.389398049715695,0.458771228626781
"AL357140.2",0,0,0,0,0,0,0,0,0,0
"NMNAT1",0.053713471438887,0.0983542647352037,0.0596902123110251,0.0184425286693797,0.0189067970844726,0.0530605632518138,0.0329785967776616,0.0294431984029689,0.0560081030339474,0
"RBP7",0,0,0,0,0,0,0,0,0,0
"UBE4B",0.164400881930425,0.110769812743385,0.133748614672932,0.266056025297023,0.201634739425396,0.190417273358342,0.420203978912265,0.141140794677246,0.227820664700679,0.300673570235089
"KIF1B",0.0148810410988861,0.0105628607657298,0.00363418973014324,0.0443883801570531,0.0382725200573346,0.0554996217992236,0.0606203623411157,0.0529879161182756,0.0371690935093084,0.0684598456179318
"PGD",0.330429254141497,0.49180419244884,0.410986891855689,0.517362737441773,0.366798383024145,0.356014188488164,0.573985059760361,0.325182743882104,0.346839410954704,0.157726614219943
"CENPS",0.0631531345147756,0.062278367211508,0.017251832323611,0.0328992670365033,0.0244430298421718,0.0459067793075946,0.0674871304326411,0.0200781585097953,0.0451343054575269,0.04286216385348
"DFFA",0.183342984270221,0.210308318963264,0.166560672370997,0.205858864618907,0.154839342241192,0.147186513845222,0.338233419470789,0.139059259074383,0.1854108193028,0.147650733922537
"PEX14",0.200202396480108,0.120005788548468,0.107271931292881,0.098456807523403,0.145795737027665,0.180794585892408,0.20053465660231,0.143376118288609,0.20751212450838,0.226752301573464
"CASZ1",0,0.0243717514538689,0.0315881077581838,0,0.0439414866462369,0,0,0.0139144630267725,0.00590660476544872,0.0254003733854888
"TARDBP",0.374558469145833,0.362434763038832,0.359034427604083,0.574733305618606,0.374829080412108,0.471412302773603,0.337500829007246,0.378436029633929,0.369559644253459,0.436804585450697
"AL109811.2",0.00878788677686677,0.00598767616491737,0.00783973478732218,0.0170432555626658,0.0224539170456275,0.00544519951211012,0.017310621797535,0.0190356680675087,0.00844420773132567,0.051179569468677
"SRM",1.25328845294372,0.862392955431853,0.593643079690877,1.65004740686738,0.427235464060537,1.19167971656098,1.44578445244782,1.12069825472147,1.07327843823482,1.47499044402155
"EXOSC10",0.356439618007553,0.284727914244209,0.314944149354991,0.247851307356444,0.252226637047063,0.357827189465921,0.43335849971147,0.348792704172663,0.282907580041322,0.224303699602287
"MTOR",0.131673981703064,0.117584608744836,0.104613747769515,0.226208825903089,0.0818554624406574,0.143275133848567,0.172321201710194,0.124634040501212,0.115310858791498,0.407780112372449
"UBIAD1",0.482796344159454,0.243487802448911,0.279571808337007,0.345474184896864,0.208335178966175,0.320703215969161,0.431697896694951,0.294677428272049,0.271247693352156,0.706794490644223
"FBXO2",0.0965342107895645,0,0.0108575403266615,0.0474025369767538,0.0344494777175514,0.0163110359864744,0.031114110434901,0.039980527574748,0.0215757398473964,0
"FBXO44",0.326720481374166,0.402442940250883,0.323066811272917,0.15376040439357,0.371765189635998,0.227135287795105,0.243965805970465,0.308248268910908,0.294118187023802,0.373625169051525
"FBXO6",0.0917381778373982,0.0458036041446596,0.0612665001474688,0.0866903482053349,0.30877155474316,0.103552078653955,0.147085082345633,0.055427693782389,0.0745316529269471,0.0256175100804902
"MAD2L2",0.284906147146973,0.347336458095613,0.196341647648847,0.27454419151552,0.262766057755749,0.294476292144893,0.353627750252405,0.296791023749732,0.342431182263281,0.375083139895361
"AGTRAP",0.539195988882244,0.327404031972833,0.520198270666231,0.183989517947298,0.152672157700766,0.230116347187606,0.132032592659905,0.329821532913668,0.318336865788699,0.200571648159587
"MTHFR",0.0582852120928602,0.035971229987454,0.0688555578210097,0.0615697016956026,0.05368253292451,0.0582055416286785,0.0510136377683506,0.0510226361672673,0.087978110233324,0.0354416382542867
"CLCN6",0.0600629723317781,0.0319522124289059,0.0355692496747968,0.0521619504029869,0.0327214031941775,0.032287005816338,0.0540328325485935,0.042985194616588,0.0781460031347344,0.0529013713213809
"AL021155.5",0,0,0.00342881908727579,0,0.0121434733214257,0.00817506409250249,0,0.0154515079792761,0.0158250295439396,0
"KIAA2013",0.361274957925504,0.2212974026873,0.245910646674376,0.337044816040204,0.210355475219448,0.197047616550306,0.196605563904811,0.222606530329578,0.279005669039124,0.246697569348841
"PLOD1",0,0.0121237254692076,0.00665796382332502,0.00944640299866616,0.00201452107078241,0.0147822157317651,0.0159215386574959,0.00793192147467084,0.00572243446095812,0
"MFN2",0.132313225376034,0.0728311755093026,0.0631826878546364,0.0569893259021026,0.0674401708274838,0.126351730173723,0.0737169232994753,0.0924747569651939,0.140579938841083,0.0834744162298118
"MIIP",0.319104304880102,0.266253713508728,0.178356322008437,0.27019306241854,0.213242275456027,0.306801900806164,0.256127117138494,0.331313394397,0.240673987629513,0.330972760555893
"TNFRSF8",0,0,0.00295528971739451,0,0,0,0,0,0,0
"TNFRSF1B",0.240131062989784,0.266858007804692,0.279381483180148,0.135221682288812,0.251548540643902,0.217432400475272,0.254683974317613,0.160609372901752,0.198745962267796,0.277626776672023
"VPS13D",0.322890512793946,0.154876097264567,0.195707993805827,0.335636889481591,0.286928010560628,0.208839563497951,0.299445591726318,0.283528568373618,0.294134484683828,0.498005635471778
"DHRS3",0.458446697707649,0.864737238085233,1.76829611891566,0.411867036872883,0.832239294054517,0.288676872590222,0.303629083358707,0.628997429805575,0.613714249601201,0.13904451986934
"PRDM2",0.350152357191786,0.299349878949126,0.502721569413299,0.39280454008082,0.431692353536157,0.333958219473367,0.552466320684816,0.44237277123825,0.408307581175696,0.647922775933915
"KAZN",0.0187784173841156,0.00660567427420154,0.0240995204943236,0.0104100520593117,0.0190252645220374,0.020610904532975,0.0307846243187953,0.025002368862538,0.0446673013025201,0.0247139972666319
"TMEM51-AS1",0,0,0,0,0,0,0,0,0,0
"TMEM51",0,0,0,0,0.00315015794891956,0,0.023084025854109,0.00250866870470912,0,0
"FHAD1",0,0,0,0,0,0,0,0,0,0
"EFHD2",0.382757565665301,0.281277442374191,0.206019264107861,0.220723536857459,0.137140745268443,0.260335894614022,0.215001203400274,0.228030557993653,0.211676726035964,0.183079575555632
"CASP9",0.0852125016928504,0.0720181766715352,0.0627163299725502,0.0695891725725447,0.042841920269538,0.0652690291396241,0.0472856584169546,0.0506498915507316,0.0952483596594609,0.0552040766310403
"DNAJC16",0.176034115630612,0.119392607359788,0.102981918538727,0.163842082364648,0.150831514358258,0.149004449767675,0.155924233627619,0.109279084784197,0.129602043817704,0.344296221902783
"AGMAT",0.208474242173518,0.118036367031257,0.0656962204651845,0.258195141518206,0.0638579667225738,0.245105924291487,0.317721238027963,0.204418707358092,0.165667308213701,0.388234276711393
"DDI2",0.0936491305618589,0.0740840446776301,0.152935875800667,0.16795262279131,0.112946282421432,0.143824736427595,0.124602468740381,0.129026022969151,0.0807497696789022,0.221108472690033
"PLEKHM2",0.444565068566432,0.40717768886004,0.342256426634484,0.12956017793559,0.199839002581422,0.109381946384302,0.101254125567556,0.365646467207707,0.113522509249549,0.238013331998875
"SLC25A34",0.0107746313459885,0,0,0,0.00487448931525416,0,0,0,0,0
"UQCRHL",0,0.0465681251145537,0.131458691380889,0.0262822501400187,0.00833080088203889,0.0060393475572047,0.0167560255035811,0,0.0150090036302142,0
"AL450998.2",0.3696928047668,0.263326539699869,0.246768323978661,0.292484746657076,0.246418354369707,0.17866605647709,0.248211770582539,0.273718948857883,0.398887605306837,0.360028346272021
"SPEN",0.40994602394717,0.46613763083281,0.422682346267158,0.428370777182731,0.41021608032601,0.367176620256727,0.530105334660894,0.386546602912571,0.424402714425073,0.555475376332651
"ZBTB17",0.106985157984686,0.10677874571844,0.103284904501401,0.101611665560645,0.0939508105407261,0.127688269999548,0.196520281558007,0.134888019377938,0.0717947544272885,0.13640650288118
"ARHGEF19",0.0530347548294724,0.0484276488740716,0.0389351639046228,0.0751848505614568,0.0243282876197139,0.0513050542143098,0.124297391619615,0.0720155546510274,0.0571289043490392,0.0982567896969745
"CPLANE2",0.0277691045119995,0.0259697048308309,0.0117086652418686,0,0.00482249737463243,0.0236719147215368,0.0255728314238953,0.0131552832371404,0.010403147647539,0.0351828977939201
"FBXO42",0.295564094060616,0.357887779817436,0.360723226130992,0.241468181437169,0.36502605131686,0.2283488690828,0.153781933663137,0.305282373040683,0.30974603297984,0.243844048847811
"SZRD1",0.439279290975684,0.367364376338446,0.383207083594246,0.406263714108005,0.375454311713282,0.42279614867263,0.429687857104524,0.353272719992197,0.315200362755671,0.351864273062219
"SPATA21",0,0.0292319308593603,0.00602765456237454,0.0145321491234982,0.0136175826280109,0.00804624336989546,0,0.0121390950510479,0.0053512679294232,0.0149596463539602
"NECAP2",1.64446839825565,1.23884767084213,1.29025005485281,1.27864935453385,1.16428512444483,1.31606595087239,0.920016421394088,1.34711039503213,1.12475952489521,1.08122034645708
"LINC01772",0,0.00638116891528424,0.00356131443842345,0.00646325510209358,0.00994677972056923,0.0158071261204066,0,0.0116604804571723,0.0045127616386379,0
"AL137802.2",0,0,0.00559370057316819,0,0,0.00694907716255281,0,0.0130166978654701,0.00581682131655607,0
"NBPF1",0.138131627113802,0.198046907183339,0.198050652004798,0.124589950258698,0.143634933419579,0.142272444026163,0.259895321395852,0.143940267093066,0.307901029200731,0.226407785683187
"CROCC",0.135177252759729,0.0971348561654576,0.0521275714475433,0.247972128366953,0.108261714186128,0.175678065239425,0.107035159324506,0.233137665392696,0.107336549921779,0.175767232718281
"BX284668.5",0.168156476884563,0.101542965569865,0.125760166779851,0.0707771515812551,0.166139881868998,0.128209853636379,0.268785146392646,0.147585486839164,0.141487693591829,0.145296062412362
"BX284668.6",0.0411620774293111,0.0319348211341729,0.00761120718841059,0.00592697961119014,0.0192106879849248,0.0141244502351467,0,0.0285193758740518,0.00529066377725882,0
"ATP13A2",0.0882864252088377,0.123585729388012,0.0488434764869953,0.103771766977375,0.0691556456539286,0.0822635601147514,0.073515561036022,0.073262575267003,0.0811215175362308,0.223163885739411
"SDHB",0.803776202325004,0.507387437835094,0.612330723315423,0.521667108594818,0.415486862387146,0.483865416507148,0.420972692292827,0.551697091348919,0.542108464890974,0.420521638491227
