"","CP002-entry","CP003-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP022-entry","CP042-entry"
"LINC01409",0.0356193854943614,0.0205369593388742,0.0388839458980871,0.0385881667896393,0.0870890637469439,0,0.0798468286526476,0.0714544606529973
"LINC01128",0.245376147350315,0.0621701958293828,0.148241073183024,0.0884589830182205,0.147613364417303,0.134088897900213,0.21435227940081,0.212988662843983
"LINC00115",0.0546704938346279,0,0,0,0.0964838027100277,0,0.0966877662880014,0.0415900716181033
"FAM41C",0,0,0,0,0,0,0,0
"NOC2L",0.666416241627023,0.246250928743209,0.114366760503993,0.380084626135537,0.738062441037494,0.30659877627495,0.439469481137418,0.445452809285729
"KLHL17",0.123779657982957,0.031556691596453,0.104901484009206,0.0797151088208566,0,0.0521114256216058,0.109424511087874,0.0398590583696051
"PLEKHN1",0.0602816358024691,0,0.0123489720715648,0,0,0,0,0
"HES4",0,0,0,0,0,0,0,0
"ISG15",0.812776944455154,0.366312643331866,0.896232411898486,0.520777698172729,0.309546472892537,0.541253060703966,0.424038221210108,0.656064903839486
"AGRN",0,0,0,0,0,0,0,0
"C1orf159",0.0184926288381451,0,0.121111742542542,0.0625402898618134,0.0574065994626742,0.0262134878880579,0.11949013268081,0.0606391364986963
"TNFRSF18",0,0,0.0185178669639402,0.0192747304428948,0,0,0.0234284214866739,0
"TNFRSF4",0.0988363297338891,0.0249497263015025,0,0.125513520727993,0,0.0318726115461723,0.0468568429733478,0.0472384407535476
"SDF4",0.831224816227051,0.251569206434197,0.40506749738518,0.567470546479282,0.442749902409534,0.389436155266706,0.683623718347067,0.591876314332928
"B3GALT6",0.138251802280817,0.472543756598231,0.151125718911167,0.268758628544557,0.383922231266349,0.206514542255916,0.314759676231577,0.368118619819075
"C1QTNF12",0,0,0,0,0,0,0,0
"UBE2J2",0.946256459420002,0.664351866399774,0.417782815169195,0.440978222957721,0.545238917088819,0.56653305695408,0.652181487106076,0.56941417960333
"ACAP3",0.222836135423493,0.0516308130218034,0.0127599195614671,0.0522736001160264,0.038087693104604,0.0474705326668471,0.0917112516152031,0.095679643324587
"PUSL1",0.126478144999306,0.0502830630877301,0.0802688405237183,0.0791350641012257,0.0393177582586951,0.125620471997722,0.0850799649552794,0.206038251590058
"INTS11",0.849018437129116,0.415227093584836,0.432540595214157,0.775070345110729,0.981713636685294,0.824065865849794,0.69544546906527,0.517809931941788
"CPTP",0.359000549495507,0.231657448031101,0.0729745334782916,0.233877793968722,0.219570110863436,0.381789915477738,0.161107050937183,0.0665054517307722
"DVL1",0.0257148073575207,0.026539066833332,0.0145862323470123,0.0309879674144035,0.0731043709719499,0,0.0250661747012112,0
"MXRA8",0,0.0234115278363066,0.0149160450404896,0,0,0,0,0
"AURKAIP1",1.70484835282325,1.11817188846611,0.909901991127089,1.35434656103249,1.32243070348,1.07394665846608,0.865466632173148,0.848628400253415
"CCNL2",0.941278609691662,0.742385974753873,0.448271307945422,0.402127253912466,0.432223371426881,0.432810804195349,0.616432414198811,0.873937197680281
