"","CP003-entry","CP006-entry","CP013-entry","CP020-V1","CP022-entry"
"TMEM243",0.759826298804133,0.732818715620802,1.01247921051313,0.420234257771012,0.211789497101506
"TP53TG1",0.209146966986212,0.358192205800844,0.181191785715479,0.0407657437302286,0.50863303846155
"CROT",0,0.0879494689240015,0.124746653603294,0.0487842953596378,0.143476191270194
"ABCB4",0,0,0,0,0
"ABCB1",0.544451435444296,0.867206197937965,0.925797044617747,1.08314133350792,1.12981524430981
"RUNDC3B",0,0.03376325207644,0.033522849173997,0,0
"SLC25A40",0.210283672061649,0.20861411606593,0.143868392874029,0.200270685498066,0.395303510888159
"DBF4",0.159837396397377,0.174395428889284,0.255820178500649,0.4887741430944,0.328997642425397
"ADAM22",0,0,0,0,0.115445446254373
"SRI",1.20527773178708,1.07772736785941,1.61105589627433,0.942621627827801,1.78114572786426
"STEAP4",0,0,0,0,0
"GTPBP10",0.426859865520412,0.241258204477261,0.363804984257832,0.205412693388091,0.675493808410086
"CDK14",0,0,0.127470565894018,0,0
"FZD1",0,0,0,0,0
"MTERF1",0.108292482189545,0.0897106835321992,0.409140681262776,0.0683004125344917,0.558952931025888
"AKAP9",1.43236381308981,1.6873064789713,1.07027691856902,1.20687894401652,1.77419521591636
"CYP51A1",0.235870645590712,0.176465276843459,0.0596591078577011,0.183341999743859,0.28556372104091
"KRIT1",0.174562836841047,0.776662369531388,0.396444292042428,0.713880716023453,0.53476425164648
"ANKIB1",0.0492513790386131,0.466491454678128,0.578592741405503,0.801367132393551,0.76389563631277
"GATAD1",0.397550169095862,0.57131335260134,0.309544248136649,0.0946776728411703,0.438071940333184
"AC007566.1",0.05974572220629,0.0810659852956779,0,0,0.0209642287365069
"PEX1",0.263571608280919,0.373726083866752,0.0990804377741218,0.275960951634213,0.334552422172361
"RBM48",0.398861405543444,0.340616050413125,0.312800437866841,0.231694450961402,0.54020662411401
"FAM133B",0.585459565128622,0.585908153260676,0.780831825962173,0.840188731155424,0.809346728204938
"CDK6",0.472771754582382,0.396613289757843,0.225773171058242,0.775423640138517,0.153982282119252
"SAMD9",1.19885118300538,0.857612123403568,1.38012532588829,1.31015147750224,1.70269898827228
"SAMD9L",0.797245607671602,0.702524478464393,1.37591848984927,1.12877792896593,0.859241028893521
"VPS50",0.261006738464808,0.097672952345805,0.226133425311609,0.620313401808504,0.161240305958688
"GNG11",0.257725343685615,0.487044613286577,0.333520805490425,0.511292453023015,0.0743676887266021
"BET1",0.312698001743169,0.308629119030822,0.266045860960148,0.184909800252393,0.536420782297199
"CASD1",0.145684006912787,0.323066817015531,0.415376637257522,0.171981507629955,0.125644032766717
"SGCE",0,0,0.104488771848224,0.101523722486038,0.0916600102311231
"PPP1R9A",0,0.0634799720688123,0.0450176694352533,0,0
"PON2",0.0735900153067232,0.0695889813987247,0.0469115763697007,0.19235257221615,0.0349656462525569
"PDK4",0,0,0,0,0
"SLC25A13",0,0.0930098674985408,0.0464106038947779,0.275054749178609,0.0874860022396416
"SEM1",1.05568365868721,1.37230664630069,1.69412054097434,1.18148766273126,2.09436343837363
"SDHAF3",0.182389816113885,0.297407350868318,0.271705643605204,0.112329478238948,0.418036653384128
"ASNS",0,0,0,0,0.104922967619591
"AC079781.5",0.297051574194273,0.0911269096544966,0.540973236381119,0,0.486841911139383
"LMTK2",0.342158659669948,0.0669265024006431,0.160038183886675,0.310331053840727,0.10323433160932
"TECPR1",0.22265260896059,0.249025780669168,0.137117807335646,0.0520085710125029,0.280528884076796
"BRI3",1.55052034187168,1.15818088789208,1.22963242861857,1.31092387736552,1.52607377093167
"TRRAP",0.667166971468962,0.046795009780157,0.199570586317204,0.607124444735092,0.91467100393873
"AC004893.3",0,0,0.105388603220489,0,0
"SMURF1",0.151361084270201,0.062258801071687,0.209183911345525,0.252292165074688,0.267900715613397
"ARPC1A",0.414790183992275,0.309146592033295,0.543908981283,0.613498179397642,0.369187812381165
"ARPC1B",3.94940278813056,3.64106338150276,3.95268261309403,4.30496788054943,4.40779401700168
"PDAP1",1.21930960180438,1.24233219788927,0.879518283728642,0.813104585395523,0.727564721721041
"BUD31",0.873914301841024,1.14278949268251,0.923556008110386,1.46139668673551,1.02318998716492
"PTCD1",0,0.15761059121633,0.0639349398052542,0.0678002874732189,0.0704756400950012
"CPSF4",0.0417334401709402,0.0912560074476399,0.11661693716178,0.136164124387451,0.137573072276272
"ATP5MF",2.0115531721081,2.1945735420456,2.05188783806021,2.370373179859,2.88805313111039
"ZNF789",0.05465197621546,0.0284955489952469,0.107064303273386,0.102633234607604,0.0430003956036395
"ZNF394",0.723622552694101,0.521286062384288,0.338437203628037,0.392504300087165,0.826162963254794
"ZKSCAN5",0.28048190693924,0.0782814102998831,0.0526698338793439,0.135396494123327,0.170503104643289
"FAM200A",0.160967907245975,0.078636804526106,0.10771412809132,0.248517211403396,0.452136925619022
"ZNF655",1.32972667200168,1.29498748147568,1.00909177998122,0.975386325870457,1.01864738137618
"TMEM225B",0,0,0,0,0
"ZSCAN25",0.269645422439935,0.270392292305915,0.0907072034408676,0,0.268882041396747
"CYP3A5",0,0.107194770576521,0,0.0708436056561535,0.065973940293584
"TRIM4",0.221742316008498,0.364075375632899,0.453346046773588,0.234877077020815,0.461527971983952
"GJC3",0,0,0,0,0
"ZKSCAN1",0.787167619094638,0.921929517806654,0.275280848563646,0.509549615705088,0.985621614693043
"ZSCAN21",0.0678831323992614,0.0821316110915533,0.121442458602899,0.0603209072264447,0.0675447483958122
"ZNF3",0.247993919380861,0.134506596182485,0.0966309152011223,0.122852176668656,0.191419952482359
"COPS6",1.44873302526804,1.18509967766213,0.870440766828941,0.819817507898973,1.15716227521452
"MCM7",0.190596812564223,0.470288661266929,0.442346802145992,0.746060252245072,0.52606530150503
"AP4M1",0.146733980545312,0.130627511178645,0.0547984239973258,0.211201646693268,0.272130846424993
"TAF6",0.558822431834471,0.124976223135093,0.575647684426397,0.616105908410784,0.377376420452758
"CNPY4",0.274967777653663,0.238695227457662,0.154147989817499,0.0725553726816795,0.316537293369778
"MBLAC1",0,0,0.165119183213753,0,0
"LAMTOR4",1.66762417755401,2.18670612204661,2.47724852777408,1.33440494383004,2.73327714551349
"MAP11",0.248234714005625,0.480803285595943,0.0428225177927562,0,0.266983106344174
"GAL3ST4",0,0,0,0,0
"GPC2",0,0,0,0,0
"STAG3",0.226002240266567,0.099305701391097,0.330988095877397,0.0839759299108092,0.0495265264075439
"CASTOR3",0.166364046595088,0.159862984956818,0.0929679395157529,0,0.435891999093429
"PVRIG",0.120136288489889,0.0294460607059988,0.139910495583975,2.06988981058322,0.349174066548324
"SPDYE3",0.0506154842889537,0,0,0,0
"PILRB",0.448677707286605,0.697086476350849,0.478907855452468,0.765518825389864,0.991166900420338
"PILRA",0,0,0,0.0439313265503365,0
"ZCWPW1",0,0.0911269096544966,0,0.0532958130809243,0
"MEPCE",0,0,0.033522849173997,0.231330449394388,0.0495265264075439
"PPP1R35",1.148357550448,1.43449597671782,1.64578337555472,0.606543928962152,1.14638088309806
"C7orf61",0,0,0,0,0
"TSC22D4",2.18048468432031,1.93132504805809,1.80583444409881,0.847736907715328,1.89639652753119
"AGFG2",0.536553965630921,0.268220472829152,0.0680415597847165,0.0825883027424497,0.385195436114545
"SAP25",0.0522531560906279,0.0786444707121196,0.0530822190490851,0.0696534046584197,0
"LRCH4",0.222738692650757,0.371973188297207,0.360698005892805,0.341034875371625,0.607473307734707
"PCOLCE",0.238557359846593,0.170817759486652,0.0651890482398957,0.0422668560221816,0.166231855399135
"MOSPD3",0.611801397280048,0.752823733809663,0.438810993518868,0.0781970572698833,0.701895211206981
"TFR2",0,0,0.0570294500079841,0.0602685566886044,0
"GNB2",2.48466121655022,2.92940684730656,2.29881902882771,2.62957181662848,2.71805237858135
"GIGYF1",0.29617868007571,0.255190096990496,0.229781689618947,0.339842179482339,0.166791060457638
"POP7",0.417886858636936,0.349272605290422,0.270690432587219,0.328186676822969,0.340905619895649
"EPHB4",0,0,0,0,0
"SLC12A9",0.225487532951227,0.03376325207644,0.122184738877297,0.151557248426436,0.132360310533001
"SLC12A9-AS1",0,0,0,0,0
"TRIP6",0,0,0.033522849173997,0,0
"SRRT",0.315000075299086,0.387421317561646,0.303990185244074,1.09309463676828,0.170321013966144
"UFSP1",0.0594388968140751,0,0,0,0.0798671011436969
"AC105446.1",0.464015858054225,0,0.0819037467853575,0,0.0604448742746615
"TRIM56",0.31475273280437,0.567884188289818,0.749031030552124,0.35962463262133,0.608938373410158
"SERPINE1",0,0,0,0.0545625177328183,0
"AP1S1",0.269735985059174,0.228857432475684,0.115485688466236,0,0
"VGF",0,0,0,0,0
"PLOD3",0.173929456979474,0.386994777603986,0.112958504181581,0,0.20243697368384
"ZNHIT1",0.777291236680045,1.4855306479185,1.19016322075267,0.783634144259323,1.74237454275754
"CLDN15",0,0.105547410666996,0.263591029413021,0.0628456510809452,0.0675447483958122
"FIS1",1.73126531720957,1.63889872795756,1.11360289151568,0.916845650339661,1.91022881775395
"IFT22",0.046347793845013,0.0653398324686695,0,0.319011105851977,0.0874860022396416
"CUX1",0.271134062036472,0.271230362537637,0.84425981857906,0.873705540937591,0.514499553600844
"SH2B2",0,0,0,0,0.0704756400950012
"PRKRIP1",0.784594800027584,0.743568271715812,0.464632815995257,0.511725154851372,0.642361986182086
"ORAI2",0.268459639732293,0.464037810982882,0.315590529766225,0.359328400690352,0.0619225720159512
"ALKBH4",0.0619855201824854,0.158853518490205,0.102995097745316,0.14608298768792,0.279514713617041
"LRWD1",0,0,0.0547984239973258,0.188819542892069,0.104922967619591
"POLR2J",0.833880474649033,0.469736685283682,1.19765234019519,0.539642317999266,1.18566563789103
"RASA4B",0,0.0533495515970188,0,0,0
"UPK3BL2",0,0,0,0,0.0503707285622179
"POLR2J3",0.53756050857304,0.907328094397947,0.215066827525576,0.643892445940938,0.993991841835851
"RASA4",0.101924331376386,0.118337425726404,0.0918487958113351,0,0.125499950824509
"AC105052.4",0,0,0.569565518959449,0,0.878398830352618
"UPK3BL1",0.0645394465097067,0.115840702450205,0,0.0658709456432957,0.115915391301655
"POLR2J2",0.0558534405719393,0.0302988068329869,0.0846400946785578,0,0.0384818154181242
"FAM185A",0.0543667362560891,0.231667958818591,0.0422672133226256,0.0435251923813503,0.17033176379059
"FBXL13",0,0,0,0,0
"ARMC10",0.204611314172029,0.31325538450929,0.339964987213703,0.198569923186716,0.187878066572663
"NAPEPLD",0.05974572220629,0,0.054393942690542,0,0.313818893341462
"PMPCB",0.626785431066226,0.628696897101048,0.329443160835118,0.598821669795008,0.632749787589966
"DNAJC2",0.542811565796298,0.338326567217131,0.26248591721399,0.668393447024494,0.227064143742095
"PSMC2",0.730928079407921,0.402336287650815,0.547663276728079,0.550182276571949,0.927304648381863
"ORC5",0.0593035392352216,0.419070761817973,0.329654834164864,0.316978824456165,0.18549635607901
"AC007384.1",0.209591551834428,0.470100522932713,0.883813606167477,0,0.446245293982339
"LINC01004",0,0.0855423920556325,0.206982045785969,0.128047637025429,0.10704786160612
"KMT2E-AS1",0.395924922943735,0.148341228520994,0.0955285492611041,0.384829389372791,0.16632711536769
"KMT2E",3.99302474594892,4.34208633300716,3.65323163807078,4.15971884811807,3.58617939886533
"AC005070.3",0,0,0,0,0
"SRPK2",1.49634650495503,2.18640590703253,1.49487463594015,2.13780781179923,2.81119984117389
"PUS7",0.125274744581714,0,0.106458246092781,0,0
"RINT1",0.281209560291319,0,0.0863712139447934,0.231897982307142,0.100939586546141
"ATXN7L1",0.119829609283946,0.491032437798428,0.4564636265799,0.580590743515218,0.198834795898672
"CDHR3",0.232876950489952,0.187363622678863,0.393258242498752,0.190575273835537,0.578051295880687
"SYPL1",0.115594631732745,0.0345056037100425,0.155748042459431,0.388533481583516,0.262056280030141
"NAMPT",0.606418172814443,0.609092707289656,0.486253280834415,0.774481481781037,0.289194948909734
"AC007032.1",0,0,0,0,0
"CCDC71L",0.05465197621546,0.124063401211878,0.266220320844773,0.106421455983664,0.192643638147488
"PIK3CG",0.708533272429382,1.18038839256274,0.887413884045599,1.01087327202756,1.13898410995712
"PRKAR2B",0.040937970786664,0.0974089226573154,0,0.326270382894984,0
"HBP1",0.789655046781919,0.868598519852775,1.00402520861257,1.20702208007594,0.937601073371738
"AC004492.1",0,0,0,0,0
"COG5",0.193472029927732,0.294390580681074,0.240942326122634,1.26553096307374,0.632384793464005
"DUS4L",0.0633809958422067,0.331611196715765,0.0611000452140335,0.0566431031357622,0.232315551715305
"BCAP29",0.406446095271867,0.19603614543468,0.512010184361377,0.325761737206573,0.454655860791329
"SLC26A4-AS1",0,0,0,0,0
"AC002467.1",0,0,0,0,0.0675447483958122
"CBLL1",0.37569064677495,0.430110518548917,0.379577016122387,0.378875725556039,0.571291049718115
"DLD",0.728341944357806,0.300349077274596,0.689785678322927,0.323370460992171,0.548557498593022
"NRCAM",0,0,0,0,0
"PNPLA8",0.404504662369124,0.504595281156985,0.313928370054971,0.276671182051316,0.58061373935591
"THAP5",0.400166823578405,0.371549104659894,0.177757888605098,0.366468091781634,0.269034690478252
"DNAJB9",0.868903546571217,0.540394695074466,0.407272473952253,0.343813249244744,0.419331075777631
"IMMP2L",0.13987634202307,0.180161923695941,0.421540543084909,0.0268773853679514,0.214707047597637
"LRRN3",0,0.0653398324686695,0,0,0
"DOCK4",0,0,0,0.13179397965101,0.0531781948129989
"ZNF277",0.108292482189545,0.265338947980053,0.395949595158253,0.438790328701507,0.188771748488659
"IFRD1",0.454182781583381,0.245967449800096,0.20669585006301,0.835290410256475,0.418076428678795
"TMEM168",0.356747557744082,0.163386907642414,0.205062806026446,0.232363029054626,0.425084337300701
"BMT2",0.751551563630651,0.728747997092807,0.583591859475313,0.378142504006245,0.785687842108696
"GPR85",0,0,0,0,0
"SMIM30",0.0690760389036251,0.106517124013023,0.120156890531992,0.12736463827744,0.0531781948129989
"MDFIC",0.327395851209264,0.224966040408624,0.331531440664931,0.626665950306734,0.262032813223223
"TFEC",0,0,0,0,0
"TES",1.12806295125205,1.9538860955057,0.617107195041135,2.79978853918898,1.72139141767545
"CAV1",0,0,0,0,0.0349656462525569
"MET",0,0,0,0,0
"CAPZA2",1.01977984260558,0.558206511416371,1.20806900072003,1.22743436437533,1.00013296492883
"ST7",0,0.0420574504773521,0.0562534103630033,0.141246183405455,0.151063851188169
"CTTNBP2",0,0,0,0,0
"LSM8",1.39859854654594,1.44624339662103,1.51090894211559,1.27053332107148,1.15162303785968
"ING3",0.191386770706278,0.348610585602501,0.116084719112025,0.568294602136815,0.412052123784402
"CPED1",0,0,0,0,0
"FAM3C",0.498569438768186,0.658796980214374,0.465606136018659,0.428986519430495,0.506215269920747
"AASS",0,0,0,0,0
"NDUFA5",0.997232892691069,0.663077883775916,0.80915760343986,0.757279391963904,1.16064102484999
"WASL",0.394246885303398,0.268850074299479,0.114514240357463,0.308855108053799,0.162079296934698
"AC006333.2",0,0,0.0958662474116113,0,0.0209642287365069
"POT1",0.0627699106156473,0.189747577858255,0.145928553420175,0.30280142072003,0.162862158562092
"POT1-AS1",0,0,0.0639349398052542,0,0
"ZNF800",1.39827131272243,1.10648984743383,1.43187172307112,1.35399502500079,1.45669671149683
"GCC1",0.214960689814679,0.0882692435454655,0.170788331594629,0.0656529845846792,0.0713349572987248
"ARF5",2.11455903135957,2.0711442527616,2.17710634388654,1.23684839916409,2.90811928229474
"SND1",0.561104913070022,0.387671523921406,0.933338705110199,0.861893091290112,0.265170952882931
"SND1-IT1",0,0.0547453247492664,0,0,0
"RBM28",0.326390518631468,0.514503954320577,0.095156388469761,0.435808465097007,0.157413809125092
"PRRT4",0,0,0,0,0
"IMPDH1",0.303431441719052,0.596038396041326,0.0876106582434085,0.0435251923813503,0.194176735828493
"HILPDA",0.295488929016221,0.57922672360992,0.483922968447608,0.0603209072264447,0.456172367198479
"METTL2B",0.0690760389036251,0.0845294293844937,0.0600820721105029,0.113293765349832,0.263470608846488
"AC090114.2",0,0,0,0,0.0815820388983161
"AC018638.7",0,0,0,0,0
"CALU",0.298689545362292,0.194267306953755,0.220130950464404,0.362050872956948,0.2217941295885
"CCDC136",0,0.0362859185235986,0.0924126350456223,0,0.0718803910293272
"KCP",0.140620463407118,0,0.0625660854277331,0,0
"ATP6V1F",1.84547212090011,1.91159371872361,1.49300375721311,1.48198350406673,1.64938388609694
"IRF5",0.223306559802631,0.172214560164129,0.0961732361389731,0.196782671009332,0.308349412619787
"TNPO3",0.150918901299132,0.374180786597289,0.274019886584041,0.831383449179049,0.50475295824127
"TSPAN33",0.227738880664438,0.338151949701228,0.13192879258538,0.0603209072264447,0
"AHCYL2",0.257849518991213,0.169792693140638,0.328597255975357,0.252859468861826,0.526067306233462
"SMKR1",0.243060634831404,0.322091850401151,0,0.166891995971766,0.170274312530229
"AC078846.1",0.1361057124493,0.255423891419965,0.226046921626953,0,0.0652056259414062
"NRF1",0.0619855201824854,0.314899369356833,0.211108357513223,0.679659849235352,0.564987786599045
"UBE2H",0.749742026691019,1.0996498308517,0.303012224300481,1.43210143916675,1.09047839532582
"ZC3HC1",0.158576014498678,0.145691128746667,0.0450176694352533,0.222550037108951,0
"KLHDC10",0.290570610441044,0.27062173366712,0.33533234053506,0.425138267897326,0.428656664584753
"TMEM209",0.240349818394752,0.10925803239396,0.232840287492405,0,0.175184890910603
"CPA5",0,0,0,0,0
"CEP41",0.158176884820328,0.138687910826757,0.108927974179878,0.0407657437302286,0
"MEST",0,0,0,0,0
"COPG2",0,0.0303639422113452,0.0845344266452513,0.122990151543554,0
"AUXG01000058.1",0,0,0,0,0
"AC016831.7",0,0,0,0,0.096093450998798
"AC016831.1",0.059694364851958,0,0,0,0
"AC016831.5",0,0,0,0,0.0738001933565066
"AC058791.1",0.0638080653394589,0,0,0,0
"LINC-PINT",0.163980485249522,0.206978792007857,0.0526698338793439,4.97161565914777,0
"MKLN1",0.433450917791571,0.465873961181138,1.12029555115508,1.16359372071822,1.50757381429856
"MKLN1-AS",0.0522531560906279,0.046795009780157,0,0,0
"AC008264.2",0,0,0,0,0
"PLXNA4",0,0,0.100649718551449,0.0422668560221816,0
"CHCHD3",0.413041355785488,0.487145073256356,0.401958224795472,1.17540416137811,0.552122892190427
"EXOC4",0.45144256867804,0.240701189004327,0.885746372413319,0.360468358903938,0.948342191937636
"SLC35B4",0.0552901627742392,0,0.0607278844226904,0.115152077006922,0.217978100057637
"AKR1B1",0.778491693489461,0.533748969457299,0.44813734674979,0.169310983977048,0.863991163825918
"BPGM",0.280346486411269,0.15978809724089,0.158521821955026,0.0487842953596378,0.268877023141602
"AGBL3",0,0,0.0953090807078928,0.0532958130809243,0.188434496945135
"CYREN",0.0936739371376151,0.427048109098418,0.149044466449141,0.31379403361404,0.472842412156567
"TMEM140",1.09010833330807,0.668112981376836,0.769616755745439,0.636379424658862,0.458934982029602
"AC083862.2",0,0,0,0,0.0430003956036395
"AC083862.3",0.0619855201824854,0.206312862822743,0.0639349398052542,0,0
"WDR91",0.113734787701053,0.111843840803453,0.0423728813559322,0.0830325997524103,0.073165735022974
"CNOT4",1.04763934914892,0.764087211142415,0.847303934919632,0.751613388089352,1.46348796721519
"NUP205",0.0522531560906279,0.0345056037100425,0.0646914219174537,0.339684773235773,0.239030672388342
"STMP1",0.935807375653597,0.860901792110036,0.782593705859176,0.732063325112914,1.25059584288457
"MTPN",1.99575331725854,1.92405755138995,1.21069229053502,2.19671420869442,1.36299810107238
"CREB3L2",0.195597402937542,0.160754143622102,0.218903316540276,0.134842316754106,0.230319779374304
"TRIM24",0.161699562054132,0.195026344204539,0.0531821541963379,0.471758932263509,0.592977767750478
"ZC3HAV1L",0.13044931914721,0.0573255414129589,0.149913854494544,0,0.0735450941744931
"ZC3HAV1",1.13819579392581,0.813883651653485,1.27117903942626,2.86970854990147,0.941613262327599
"TTC26",0,0.03376325207644,0,0,0
"UBN2",0.0607562943520949,0.454145889282294,0.128576441004837,0.480424861486164,0.137963630463506
"FMC1",0.678790726909845,0.962742254347187,0.517412249288738,0.241190344982874,0.614971327431557
"LUC7L2",1.11149310187155,1.37684390467134,0.581474923130632,1.06725279447612,1.0502763628734
"AC083880.1",0,0,0.115496780527243,0,0
"HIPK2",1.01945338223615,1.21287854790066,0.727498897448176,1.33830203259055,0.505910427005409
"TBXAS1",0.14527816144073,0.129734828285702,0.925818992487158,0.178152069695759,0.588637418247934
"PARP12",0.447999277887003,0.534738707881834,0.594156641654212,0.505057216442437,0.495276077042874
"KDM7A",0.608708842687138,0.913733602411618,0.753774122216703,1.56889579181175,1.20311392256979
"KDM7A-DT",0.42039135603142,0.332663657075932,0,0.0781970572698833,0.211103663571887
"SLC37A3",0,0.0925755208000594,0.0501454217229967,0.0544128849711612,0.0641634371069989
"RAB19",0,0,0,0,0
"MKRN1",0.680409390403941,0.907984345273611,0.396593389003976,0.984849583198269,0.533374236991614
"ADCK2",0.276370506251655,0.0572018833674012,0.0561974553792204,0.152395690170812,0.0574577254784792
"NDUFB2",1.50834032601219,2.40252980058934,2.12278002683199,2.59372322925116,1.55611552845564
"BRAF",0.338690609008736,0.655467113405267,0.825656659775214,1.00388271937529,0.557814086658661
"MRPS33",0.170427957686176,0.251084271162239,0.228911586016676,0.320893256851628,0.288491631088533
"AGK",0.22826416156822,0.695754405081698,0.572348080005612,0.518278147626581,0.218483096334007
"AC004918.1",0,0.135522600512887,0.0639349398052542,0,0
"DENND11",0.378459561814315,0.465251026555887,0.233251191669253,0.407253677690139,0.0888525439803421
"AC004918.4",0,0,0,0,0
"SSBP1",1.33621944713576,1.59218427361496,1.19305004981089,0.835474172443607,1.37848901690025
"MGAM",0,0.038113677855572,0.112394910758441,0,0
"CLEC5A",0,0.038113677855572,0,0,0
"TRBV1",0,0,0,0,0
"TRBV2",0,0,0,0,0
"TRBV3-1",0,0,0,0,0
"TRBV4-1",0,0,0,0,0
"TRBV5-1",0,0.513027697082796,0,0,0
"TRBV6-1",0,0,0,0,0
"TRBV4-2",0,0,0,0,0
"TRBV6-2",0,0,0,0.448423181032515,0
"TRBV7-2",0,0,0,0,0
"TRBV6-4",0,0,0,0,0
"TRBV7-3",0,0,0,0,0
"TRBV5-3",0,0,0,0,0
"TRBV9",0,0,0,0,0
"TRBV10-1",0,0,0,0,0
"TRBV10-2",0,0,0,0,0
"TRBV11-2",0,0,0,0,0
"TRBV6-5",0,0,0,0,0
"TRBV7-4",0,0,0,0,0
"TRBV5-4",0,0,0,0,0
"TRBV6-6",0,0,0,0,0
"TRBV5-5",0,0,0,0,0
"TRBV7-6",0,0,0,0,0
"TRBV5-6",0,0,0,0,0
"TRBV7-9",0,0,0,0,0
"TRBV13",0,0,0,0,0
"TRBV10-3",0,0,0,0,0
"TRBV11-3",0,0,0,0,0
"TRBV12-3",0,0,0,0,0
"TRBV12-4",0,0,0,0,0
"TRBV12-5",0,0,0,0,0
"TRBV14",0,0,0,0,0
"TRBV15",0,0,0,0,0
"TRBV18",0,0,0,0,0
"TRBV19",0,0,0,0,0
"TRBV20-1",0,0,0,0,0
"TRBV21-1",0,0,0,0,0
"TRBV23-1",0,0,0,0,0
"TRBV24-1",0,0,0,0,0
"TRBV25-1",0,0,0,0,0
"TRBV27",0,0,0,0,0
"TRBV28",0,0,0,0,0
"TRBV29-1",0,0,0,0,0
"TRBC1",10.2334765330629,5.86347620546808,8.80369918727995,3.88833422118263,5.61233309951705
"TRBC2",5.1402755086823,2.24779164706988,3.32045090304093,3.08034806427668,5.93717783768126
"TRBV30",0,0,0,0,0
"EPHB6",0,0.0914828693198183,0,0.0645094699901946,0.0670974321812704
"GSTK1",3.18211634228221,1.74700249128438,2.46320204965401,1.03865250303263,1.85392191152685
"CASP2",0.163632549871378,0.22425896604894,0.403965520882599,0.20869936577549,0.201122063958925
"FAM131B",0,0,0,0,0
"AC093673.1",0,0.0974089226573154,0,0,0
"ZYX",3.42648079701851,1.92627829326776,2.0728807251005,1.70662768743334,3.39986509520858
"EPHA1",0.0461016449066903,0.0739916032420469,0.0995252644883904,0.0781970572698833,0.0800823052707688
"EPHA1-AS1",0.040937970786664,0.160656477624166,0.39855633101626,0.106863397834318,0
"TCAF2",1.18639216735113,1.11246569618198,3.98593351061466,0.227101140577128,2.17130733343926
"TCAF2C",0,0.028829992417712,0.118483955237763,0,0.0644940762190993
"CTAGE6",0,0,0,0,0
"TCAF1",0.261231826919628,0.525288314123279,0.830005323188098,0.140666803051219,0.238969738642188
"ARHGEF35",0,0,0,0.142552111417723,0
"AC004889.1",0,0,0,0,0
"OR2A1-AS1",0,0,0,0,0
"ARHGEF5",0.095085957705766,0,0,0,0
"TPK1",0.179632174003694,0.106699103194038,0.12245407701196,0.106685707285384,0.297616516132134
"AC005229.4",0,0,0,0,0
"CUL1",0.335715830743439,0.569262417838484,0.734315574106277,0.833443249566482,0.576775049075803
"EZH2",0.11379082554832,0.214024403942259,0.0504589239129886,0.450032732659941,0.339267849265401
"AC073140.2",0,0,0,0,0
"PDIA4",1.42379549110516,0.550664819434187,0.865898836114707,0.563724309967252,0.543599076685347
"ZNF786",0.156156026009719,0.240734260529681,0.138371658134792,0,0
"ZNF425",0.0808747412008281,0.0902488748484139,0,0,0
"ZNF398",0.206703121014967,0.127338544186954,0.323216503708206,0.161433614746402,0.140522389309215
"ZNF282",0.307366973313824,0.184419129105957,0.179149436893072,0.254703210877135,0.475530388699735
"ZNF212",0.0506154842889537,0.174085449923844,0.118763540806953,0.0927156219099743,0.263112405318659
"ZNF783",0.0595408211870058,0,0.0685368076925713,0.0678002874732189,0.213333224882106
"ZNF777",0,0,0.139274902102426,0,0.230630670164108
"ZNF746",0.349072075200278,0.16588476456423,0.165064744637785,0.277011010232314,0.315121473094927
"KRBA1",0,0,0,0,0
"ZNF467",0,0.0376564153351986,0,0,0
"ZNF862",0.437560066916138,0.194472651123004,0.147113571183604,0.0758955676988464,0.55450265215895
"AC004877.1",0,0,0,0,0
"ATP6V0E2-AS1",0.0750750750750751,0,0,0.0544128849711612,0
"ATP6V0E2",0.719251217039179,0.354484269468071,0.197165547829866,0.0544128849711612,0.641347350290389
"ACTR3C",0.0546950205653277,0,0,0.0781262207221988,0
"ZBED6CL",0,0.0569719413189004,0.126364008451264,0,0
"LRRC61",0.0461016449066903,0,0,0.0918842159013324,0.139465443334489
"AC005586.1",0,0,0,0,0
"REPIN1",0.595551519861679,0.341310466345744,0.393703870564784,0.479780413864306,0.37593191913758
"ZNF775",0.113792070457821,0.120784681685052,0.202015824305208,0.0520085710125029,0.0430003956036395
"AC073111.4",0.322535430585557,0.112543318148133,0.287895555313263,0,0.13688719577374
"LINC00996",0.241483380253113,0.954361127919821,1.48866429881503,1.12752475692251,0.98500014400957
"GIMAP8",0.451200778072845,0.43516233374525,0.60987093324313,0.269470586075492,0.365778812641561
"GIMAP7",3.93496531019002,6.22266577026542,8.84174091850228,3.47327978618159,8.03155193056316
"GIMAP4",3.57194645549366,3.74297725451398,5.95033217235622,1.53743020934691,3.62985021118742
"GIMAP6",1.02521045908802,0.681285630576434,1.47133287606334,0.573774636682205,0.836546727099816
"GIMAP2",1.0508360414484,1.47215235284289,2.45834984559517,0.653290509995105,1.48679564701041
"GIMAP1",3.06450332147969,2.76140144155023,4.27486036904657,1.12071865960938,2.8042024338659
"GIMAP5",3.010097589653,2.82879936476788,4.78556241689153,1.89040104308412,2.91761954221399
"TMEM176B",0,0,0,0,0
"TMEM176A",0,0,0,0,0
"NOS3",0,0,0,0,0
"ATG9B",0,0,0,0,0
"ABCB8",0.121329194994253,0.0640799718048124,0.0570294500079841,0.131741891286591,0.284642356917989
"ASIC3",0,0,0,0,0
"CDK5",0.051940496966675,0.148580568531177,0.213860372637767,0.0983232459280649,0.248561564202558
