"","CP002-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP018-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.0330916794555124,0.0119309247182512,0.0821159206679691,0.0599748544498357,0.0980225479664361,0.0534702170890814,0.025438172521686,0.154284568341723,0.0560549056904534
"LINC01128",0.182647070249649,0.06754763819208,0.0590861857616915,0.121676816772706,0.100928213991626,0.135142354424388,0.125815964676266,0.103071374248354,0.176866171940628
"LINC00115",0.0137546048202847,0.0509878985342325,0,0.0226764744764781,0.0445008703277679,0.0243860804252932,0.0286789336025329,0.0125451625853071,0.0178400037107208
"FAM41C",0,0,0,0,0,0,0,0,0
"NOC2L",1.00042048929911,0.828200476229938,0.593687533365144,1.00723566774669,0.857414526228684,1.26391989660412,0.839089310679693,0.919794765882691,1.21655761324835
"KLHL17",0.017613923349522,0.0108313728548466,0.0294971764102401,0.0719752404867067,0.0703952622467011,0.0308156913500354,0,0,0.0987155010781182
"PLEKHN1",0,0,0.0192226475090804,0,0,0.050945030312293,0,0,0
"HES4",0.0712461229433126,0,0.0196752330456761,0,0,0,0.854026795080687,0.0440061572502473,0
"ISG15",0.43668693236492,0.755683428401845,1.6327179672062,1.04020796199081,0.405834662147295,0.277646290918,1.54096529451424,0.396598551418114,0.451420256882356
"AGRN",0.0874827634752601,0.0136187830255488,0.023405834053336,0.0408088914722279,0.0628719401856022,0.0591763088689527,0.0258860805367738,0.0745329409723628,0
"C1orf159",0.0865034538131275,0.115426182468293,0.115900328908514,0.091116548950047,0.1240880679226,0.0528010982628439,0.135180203077994,0.120731192171303,0.115492506484484
"TNFRSF18",2.70690055442261,2.01470140708427,2.35395522007256,1.8427076985233,1.69347243531671,4.63763815237451,2.91264851558861,4.18418119885991,0.797443903424854
"TNFRSF4",1.33442202879345,1.68858195680702,1.14827361219854,0.86641762202348,1.15455896921405,3.27209432993691,0.550762621270483,1.39328055188738,0.109968477667691
"SDF4",1.52289510745459,1.3596685939541,0.849257154773149,0.830691316589081,1.08089745941145,1.38019298834154,1.17236936169338,0.989439045325582,0.883985925845884
"B3GALT6",0.658292126801703,0.548594961001564,0.478243702921199,0.375402678404863,0.646224559652745,0.516706118414755,0.579749877488007,0.540661473439176,0.252028900685626
"C1QTNF12",0,0,0,0,0,0,0,0,0
"UBE2J2",0.865069468216361,0.425305550080663,0.598846706169139,0.583680052536492,0.458063338671741,0.958331694034799,0.449169974715221,0.596244207072055,0.479629975752732
"ACAP3",0.09764680612951,0,0.0620980399428745,0.00957212596917776,0.0370149005150111,0.03152684510861,0,0,0.0264055684062655
"PUSL1",0.140285765253637,0.220524815059965,0.10288166053007,0.132825910398124,0.122544086028216,0.273179924403781,0.207993216056603,0.0839974468165457,0.185950039695692
"INTS11",0.738451205286505,0.642191934960471,0.786832020915043,0.998141408665255,1.15743902575635,0.84478553205506,0.595561298506729,0.858157013253838,0.794930224997841
"CPTP",0.164635154054025,0.152106058063784,0.203029401452891,0.0976444181018421,0.116822596928561,0.187388999235865,0.0384902581156709,0.124739032194792,0.097911999652066
"DVL1",0.100972605362089,0.0518090981430759,0.0379446794261586,0,0.0201037764799233,0.19148365180894,0.0878639556639031,0.00829748818437683,0.0354587295846364
"MXRA8",0,0,0,0,0,0,0,0,0
"AURKAIP1",2.31946656212722,2.19589002108589,1.67381739772118,2.17806768754676,2.29554682323097,2.38848674316725,1.19046620367613,2.09808929815025,1.95422768987252
"CCNL2",0.328004933813727,0.611355699012927,0.481381734618034,0.473377956923105,0.699686965148522,0.288303812259927,0.668015921416109,0.604184040070105,0.41171858018563
"MRPL20-AS1",0.279434225142111,0.314829551082897,0.236703957139955,0.218324483966287,0.271727703687972,0.258236601883748,0.22311506992287,0.241103706113215,0.2048926679116
"MRPL20",1.86184139720082,2.41687920737049,1.78074323865715,2.16143041948895,2.51797810206542,1.58895550953634,1.23054289316905,2.06885995988059,1.62305974588155
"ATAD3C",0,0,0,0,0,0,0,0,0
"ATAD3B",0.385302106147577,0.332648889537792,0.19560663011238,0.264185946648018,0.429972857507767,0.350623487664328,0.391464429204949,0.489178562266768,0.29646131010517
"ATAD3A",0.82760462953401,0.323701536843912,0.339532311612373,0.364267066320045,0.681527931743531,0.664359877344245,0.158819703343609,0.271780951308481,0.365613265269108
"TMEM240",0,0,0,0,0,0,0,0,0
"SSU72",1.39802368095401,1.52534446566815,1.58182765872326,1.17459995257189,1.62829340924459,1.17733340017653,1.59201740000995,1.49113012461799,1.40832308072835
"AL645728.1",0,0,0.00892630797190712,0.0107770233861407,0.0121427259173813,0.0247353319481547,0,0,0.0330819108111685
"FNDC10",0.0526378382061008,0,0,0.0137631304298441,0.0212008241050311,0.0756113669662986,0,0,0
"AL691432.2",0.0527230108870526,0.0533306251121734,0.0402471137032997,0.034887346749801,0.0792003746142171,0.0917747871761648,0,0.0685164867173123,0.0908723493788642
"MIB2",0.283245515357849,0.272352556170698,0.166057946459802,0.300515109044744,0.269218743784586,0.193644714743704,0.175251468547078,0.202500068235427,0.243673301305759
"MMP23B",0,0,0.0181636792161924,0.0238435860753457,0.00863211232104552,0,0,0.0171439543559359,0
"CDK11B",0.356053997801617,0.336210187214152,0.500037995322199,0.622846955530224,0.679166106732409,0.36170373730036,0.745178916466004,0.440529270719746,0.824868105649948
"SLC35E2B",0.117861718766878,0.141770823851463,0.0728892006047651,0.0852466238263744,0.105878372390105,0.0549409711407373,0.120467026765213,0.175879919819729,0.121574258624559
"CDK11A",0.334371046562389,0.479172470093224,0.371383584211716,0.319641973348221,0.42848471170144,0.270625607462418,0.486037883795243,0.383136071010114,0.748538973201662
