"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP020-V1","CP022-entry"
"LINC01409",0.0491481530414049,0.41539794839962,0.0624741079815095,0.0623637320988858,0.0540639901387282,0.0932524672865901,0.253927146761846
"LINC01128",0.0987150951416521,0.187011658809848,0.140705842197739,0.018810286969738,0,0.0595238095238095,0.146624640319428
"LINC00115",0.0477593482305068,0.13826726327952,0.053878847240787,0.0412840178325398,0,0.0566758481540676,0.110493444390657
"FAM41C",0,0,0,0,0,0,0
"NOC2L",0.372009146574062,0.410695364084853,0.703669474915661,0.352089206571954,0.356556295773258,0.261507337377099,0.394689140592301
"KLHL17",0.109222296638183,0.142179873897615,0.107014816218804,0.102435723660982,0.247490894048372,0.0615392189442331,0.0894350194234927
"PLEKHN1",0.00974651269775675,0.0620285827709409,0.0910635039444119,0,0,0,0.0304155679042761
"HES4",0.00990971260842465,0,0,0,0,1.37500051249385,0
"ISG15",2.16725105618296,0.630464670686056,1.98918142879317,1.20955972343119,2.46557025699982,2.3310182855753,1.05194958091269
"AGRN",0.0204964903167842,0.0996373201546371,0,0,0,0,0
"C1orf159",0.134924232749204,0,0.095245124625078,0.1614226794027,0.0390850960711661,0.106658423217858,0.166830206282929
"TNFRSF18",0.134887727935545,0.0451116965606842,0.747763953863429,0.0192838740531618,1.60593999758537,0.138537113546633,0.360678722964474
"TNFRSF4",0.0754308737200069,0,0.437683031411525,0,0.505299936563039,0.0472786414009607,0.212572401110923
"SDF4",1.66177535285018,1.1454456468633,1.37975373613461,0.950539511678999,0.937622138776512,1.005953699765,0.973943220506313
"B3GALT6",0.361596733429572,0.202104223616998,0.297518440488434,0.266347242302063,0.446065917213856,0.270289744286571,0.177597512243471
"C1QTNF12",0,0,0.0346770697876029,0,0,0,0
"UBE2J2",0.57853882476689,0.578205945216362,0.495326181406745,0.506552015015002,0.630132200621368,0.645422423761769,0.677570525441957
"ACAP3",0.131757365436547,0.13033200126636,0.0468848869250806,0.0644165867949115,0.0660763843002511,0.0927881884740363,0.0803372419293886
"PUSL1",0.153649844748046,0.174150022014425,0.0253678335870117,0.0805755254990455,0.199455325427417,0.136960458566719,0.194198153802923
"INTS11",0.589992804085398,0.433754740115486,0.724872575680779,0.634823032820878,0.637517030841794,0.909122810800495,0.542710301074432
"CPTP",0.299531975021741,0.377978432120024,0.394834726624104,0.131296541380679,0.136560249120687,0.0922103556762781,0.157144189034874
"DVL1",0.0973954159988583,0.0700162437685543,0.274874247768606,0,0,0,0.0324203755576305
"MXRA8",0.00821225728673589,0,0,0,0,0,0
"AURKAIP1",1.67105365332901,1.67323889882634,1.34301162950134,1.54567805237058,1.87269706609663,1.38752651435046,1.4363630201229
"CCNL2",0.748398234648678,0.633724699509704,0.797495677958558,0.787697591121076,0.497333657527301,1.04423386884533,0.702452996519986
"MRPL20-AS1",0.214368925058865,0.188432200851197,0.183509404709023,0.344749674274099,0.224913399610036,0,0.187691718319408
"MRPL20",0.776305653767873,0.548305894261275,0.738239204021228,0.718017944416334,1.46914376719262,0.835080017903832,1.62195946367754
"ATAD3C",0,0,0,0,0,0,0
"ATAD3B",0.107048202751032,0,0.122336602015041,0.138687417369875,0.258996344893572,0.23169856034073,0.09369383038397
"ATAD3A",0.0849903272082142,0,0.129890369411328,0.096655294180765,0.0385172403167658,0.146564305943779,0.0768752228186885
"TMEM240",0,0,0.0146246937954737,0,0.0775289958444458,0,0
"SSU72",1.71950477658277,1.87006359104495,1.76703855803605,1.47904093812109,1.29591017401407,0.8711787931004,1.5533183508681
"AL645728.1",0.00908431883052113,0,0.203847834247031,0,0.08294212298658,0,0.0399149014301509
"FNDC10",0.0155172106128583,0,0.0415157484875001,0.0385172403167658,0.0989942187376257,0,0.0287912290399853
"AL691432.2",0.0289175641804815,0.0996373201546371,0.027766208524226,0.0606212643476202,0.119650620071204,0,0.0683321878306598
"MIB2",0.727225121343374,0.316709218752766,0.825187789515117,0.568223242828574,0.329642030672994,0.449720299791902,0.617139911090966
"MMP23B",0.297936750242354,0.562802976287316,0.43946348864436,0.309810846814439,0.144631548478319,0.170669347016454,0.308804774175869
"CDK11B",0.70600800900706,0.255214643815282,0.361516635419626,0.651941312718558,0.71510360444937,0.60561197488916,1.18077791665679
"SLC35E2B",0.356815809895596,0.439530805175782,0.482800745268554,0.320520998344496,0.281182435463156,0.361164570605748,0.576996672612577
"CDK11A",0.567293559472592,0.347285526091013,0.606102623447886,0.612553510929369,0.308489586390117,0.380054651803263,0.384666997017087
"SLC35E2A",0.106780042006524,0.304983861584045,0.269936314973997,0.228842192917981,0.186554511844531,0,0.20732736680954
"NADK",0.49852166914179,0.0708898088810753,0.291632713646325,0.231251534479002,0,0.0900210246088808,0.45172966832957
"GNB1",1.55228062623287,2.04001140126996,1.91293674160873,1.02428802240095,1.21289515275918,2.65494781682011,1.32078137708704
"PRKCZ",0.197356486402512,0.0962782574503702,0.192424972603791,0.127027045282621,0.286167304194617,0.100114717885772,0.249810366614894
"FAAP20",0.950871065637635,0.703103008648795,0.765144512797515,1.02778164724496,1.19427062876218,0.405454067236845,1.07976738715865
"SKI",0.211465383113034,0.383921870013949,0.196394678550763,0.373563288356798,0.284534844438517,1.1205536902566,0.242585964527331
"MORN1",0.0215106402956458,0,0.0146246937954737,0.0582641931574532,0.0555703743220414,0,0
"RER1",1.26412222344975,1.04184781279946,0.736652619685303,1.11647200751634,0.932898770821741,0.923763597471801,0.85978076658972
"PEX10",0.157082024931989,0,0.0722860152935158,0.0949592153855011,0.133455497628546,0,0
"PLCH2",0.0113525418341167,0,0.0169333672000677,0.0209068557761461,0.173544353534692,0.147256265052264,0.0290897243457721
"PANK4",0.21601117645928,0.137223551315561,0.317535080346091,0.24795725260007,0.231069189617533,0.175809618438952,0.279265180669545
"AL139246.5",0.418188745044678,0.206136144076635,0.415156286540486,0.604575118656935,1.02758459368431,0,0.520716297894183
"TNFRSF14-AS1",0.118622225022971,0,0.328690145147597,0.017569751915103,0.0946414037213,0,0.0437946864950794
"TNFRSF14",2.11596890648863,2.01213699757007,2.7800304838581,2.11955354825578,1.53638046926328,1.01590608182752,2.5167913853183
"AL139246.3",0.0141584229456289,0,0,0.0205389418337167,0.0458825040835429,0,0.0397350467085474
"PRXL2B",0.0985492605336151,0.203306581850268,0.141542829294745,0.0864766678555441,0.332841012228963,0.0369025477518968,0.0288450444213684
"MMEL1",0,0,0.0285440968764399,0,0,0,0
"TTC34",0,0,0,0,0,0,0
"MEGF6",0,0.0533880026480449,0,0.019288932781927,0,0,0.0311917104910199
"AL513320.1",0.0150664697127009,0,0.0161479149004885,0.0721081654349944,0,0,0.0444468124137173
"TPRG1L",0.481477441235289,0.574308524974794,0.323855703607404,0.465813975021583,0.455602838707343,0.68720044133851,0.560144308017586
"WRAP73",0.481581980562421,0.322293329570621,0.294604960395318,0.407614116703513,0.1694249417384,0.241249594039364,0.277183209168771
"SMIM1",0.0107861018919901,0.142449231825889,0.012257155114298,0,0,0,0.033214094733241
"LRRC47",0.265120720642999,0.564032088657548,0.43282237277338,0.399636917312663,0.229379976768425,0.171995199171479,0.430796982626077
"CEP104",0.32719234052853,0.177038986149168,0.207222938090895,0.277744250655019,0.0757460990758976,0.475328955411558,0.348181985773337
"DFFB",0.17374716935498,0.127243834306599,0.0696041469647555,0.209790958502188,0.233373088640981,0.0542852800034743,0.0245036381533487
"C1orf174",0.607112735042324,0.57897392833864,0.478681226796827,0.30273285579266,0.740307267464586,0.371161213722649,0.315631513814924
"NPHP4",0.0732138011383685,0,0.0280170904251593,0.018990034030141,0.0669514334301897,0.135639087050349,0.098108396772213
"KCNAB2",1.09745423356467,2.6310337697426,2.13084692504812,1.04328812165593,1.04434693700915,0.781390697360526,1.38731550010622
"RPL22",7.52906805732124,7.45341825997786,8.99472639814666,9.43386883803968,11.8970762204984,8.20627557537395,8.22539219969026
"ICMT",0.198472616589511,0.136613558815352,0.0315580609955414,0.19719140453189,0.0406566868052789,0.157357944048729,0.185387095982914
"GPR153",0.245441053217468,0.376530754263631,0.267756532744759,0.070236645660421,0.548459815558204,0,0.0794227406748124
"ACOT7",0.459997962218784,0.752202827845652,0.467007159601009,0.193018077347174,0.799854941953854,0.372391177134497,0.342194353480903
"AL031848.2",0.0138212415897745,0,0.042639377465089,0,0,0,0
"ESPN",0,0,0,0,0,0,0.0108715031810018
"TNFRSF25",0.0227805516576339,0.0550563777307963,0.204770897378826,0.0540127974164787,0.314026199383118,0.609729177175272,0.0778661558646842
"PLEKHG5",0,0,0,0,0,0,0
"NOL9",0.201518097515344,0.231148657486635,0.145078658957605,0.148794760972753,0.137840851994499,0.134003920450718,0.128608558801578
"ZBTB48",0.149051260760849,0.282746251778276,0.0938442907617024,0.311533330627635,0.115232406709576,0.150449620722548,0.10213832785658
"KLHL21",0.104329279715066,0,0.226771679732923,0.0732299161893967,0.153923384635298,0.275907344779923,0.250365070306835
"PHF13",0.10309796487773,0.0657237499342763,0.0209019177509537,0.0237344776516158,0.0588657742615289,0.189892204334999,0
"THAP3",0.183949590542839,0.208573237895629,0.259495183995762,0.232185023047182,0.237864863528697,0.120731652937282,0.110615145598849
"DNAJC11",0.161013294429131,0.0740302043233639,0.0352920416446091,0.329765833433776,0.123058621297675,0.260128538763578,0.265079592489804
"CAMTA1-DT",0.0149852572263915,0,0,0,0,0,0
"CAMTA1",0.384736448867392,0.490961427409098,0.528233506357728,0.548585121653918,0.670926615657931,0.564005982244584,0.736714359219795
