"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP020-V1","CP022-entry"
"VAMP3",0.372606619414949,0.180063577317366,0.120210457057514,0.332950897704799,0.357478906466199,0.441162501972017,0.119773169703824
"PER3",0.0210928550347422,0,0,0.182902394455545,0.0695429636429386,0,0.071670812585108
"TNFRSF9",0.335489986318841,0.588845359917205,0.0287790488524354,0.160061490839497,0.0970527660372131,0.506372915519868,0.102784489153698
"PARK7",3.02310519538177,2.6630900495312,1.97068666195053,2.4870990689494,2.39594763049628,1.9769783148889,3.22423634219541
"ERRFI1",0,0,0,0,0,0.0945448738646914,0
"RERE",0.193255386181996,0.148657325869844,0.240674050910256,0.243666611886545,0.411469727299294,0.563785489651925,0.198382698142036
"RERE-AS1",0,0,0,0,0.0972668028401906,0,0
"ENO1",7.78438838413788,20.4001224894811,27.6578117957729,2.5367955738706,23.9927075002182,2.54954677502786,7.28366643397215
"ENO1-AS1",0,0,0,0,0.167125377910629,0,0
"CA6",0,0,0,0,0,0,0
"SLC2A5",0,0,0,0,0,0,0
"GPR157",0,0,0,0,0,0.0474387802540821,0
"MIR34AHG",0,0,0,0,0,0,0
"H6PD",0.146879207985349,0.160912328952374,0.236380387725474,0.0144543762069404,0.0401164983110954,0.122695801589407,0.201457251397825
"SPSB1",0.117016345340603,0.126262626262626,0.0162304727125178,0.168597065943158,0.0989942187376257,0.0548480161472559,0
"SLC25A33",0.0587384909327175,0.0700378204230284,0.0202265372168285,0.182473728163912,0.0566565817951071,0.675475945046149,0.177093257811926
"TMEM201",0.0354068651304335,0.0599031964345618,0.0162304727125178,0,0,0.0456033782982643,0.0254026317126454
"PIK3CD",1.18059557051081,0.983295880563343,1.21217038264504,1.69358078281638,2.25957141118376,1.90101267573671,1.38057967433405
"PIK3CD-AS1",0.00930200541934836,0,0,0.0203400862419657,0.14217107266509,0,0
"CLSTN1",0.885692331831353,0.625231277136957,0.469221799440431,0.897469127426678,0.214936479074936,0.599699150618888,0.413727977244918
"CTNNBIP1",0.195271230345781,0.139963690622386,0.201212165604113,0.23434354596973,0.143733490886073,0.070058826556414,0.20827625671993
"LZIC",0.417013290456403,0.349197375828451,0.411368883473305,0.529307680885318,0.439790643428005,0.419185690249832,0.702713302988734
"AL357140.2",0,0,0,0,0,0,0
"NMNAT1",0.0835551695833212,0.113931510604929,0.107857409786437,0,0.0390850960711661,0,0.0658745322311934
"RBP7",0,0,0,0,0,0,0
"UBE4B",0.181447405691638,0.193113904645571,0.205067095209135,0.363582211687909,0.300944913760549,0.46375290081479,0.329327417654137
"KIF1B",0.175797073694352,0.286840536975918,0.0971733746274359,0.161792313136165,0.2257204156015,0.0670411455626929,0.112078772410203
"PGD",0.178795981979111,0.371122972761962,0.259023635655516,0.212068842682703,0.0577093985526483,0.352527771072228,0.355340029152105
"CENPS",0.0820269599798698,0,0.0169333672000677,0.0212267354978943,0,0,0.128417704809961
"DFFA",0.24691703260741,0.280518745714783,0.0902798537610874,0.208554194207255,0.267667514417945,0.301248026052044,0.288215990774116
"PEX14",0.310621735376676,0.299040005782538,0.202453125539996,0.332881014693229,0.133773535833203,0.471450267771063,0.572883171221649
"CASZ1",0.0928645311081246,0.151720602408516,0.219301951389953,0.211452266323703,0.158543782297602,0.380166781754546,0.193223170117032
"TARDBP",0.343263073336983,0.186857729943915,0.386040234647383,0.492270169764095,0.293967136691297,0.445580235051028,0.57734590744591
"AL109811.2",0.0121185240122494,0,0.0335514175473914,0,0,0,0.060726409308144
"SRM",0.365962294142383,0.528398507127133,0.283903279746919,0.568200907661101,0.844143621718282,1.56651676624678,1.03745212147106
"EXOSC10",0.664622281637648,0.416441467536781,0.444697935833867,0.436645049374355,0.463983486176212,0.696411205408371,0.545105696840218
"MTOR",0.412984599530726,0.0468506962013455,0.149859025954768,0.471000505868486,0.0916974129058584,0.314288293371895,0.254950183018643
"UBIAD1",0.143683159732642,0.0559922954601447,0.195154632308604,0.355212817700011,0.354088805675311,0.29527286889624,0.24064985755026
"FBXO2",0.225462553099193,0.131047948245272,0,0.142597775590208,0.125817207691719,0.0369025477518968,0.21108375071935
"FBXO44",0.33389872369338,0.455184789670606,0.50667771269678,0.248562995068163,0.302994817411967,0.0592196429637755,0.488198537767204
"FBXO6",0.332500418984496,0.34030487972537,0.603163299863472,0.277580703105277,0.860737663204431,0.292243653810964,0.351191292804582
"MAD2L2",0.423464784651994,0.52284300913829,0.437410033318622,0.344950244112189,0.322779826398924,0.321594356267933,0.641831664826056
"AGTRAP",0.674945754072645,0.521004619300213,0.587745710101816,0.399796156854475,0.162467973684388,0.201037925170527,0.137515762695795
"MTHFR",0.102869546855005,0.101280181494085,0.0808443424454954,0.0646285611537004,0,0.123543128575848,0
"CLCN6",0.0772981069025534,0.0763428711026964,0.106686993741792,0.0846796863277298,0,0.200525009935512,0.0904165422716252
"AL021155.5",0,0,0,0,0,0,0.00840127867461427
"KIAA2013",0.810687496472487,0.826097333895214,0.377147925234597,0.60521119365713,0.872058666183291,0.235921475556948,0.570546169592816
"PLOD1",0.485814760643573,0.280682676957277,0.196512941844833,0.274417231013134,0,0.144406544764607,0.380465199193337
"MFN2",0.225958694313606,0.340353971863366,0.152141110109971,0.137482896877445,0,0.190348196002482,0.145426965201662
"MIIP",0.376457370218259,0.270556542170451,0.289214752880742,0.35629744029127,0.0577093985526483,0.255394828221491,0.222999892154616
"TNFRSF8",0,0,0,0,0,0,0
"TNFRSF1B",1.70181838757962,2.8168097958573,1.88580256995041,1.50057619477206,0.99505814949323,2.94093923931498,1.42312135062091
"VPS13D",0.48812541683759,0.29925519060231,0.167809316159032,0.46012793828373,0.388771439651688,0.30198500712583,0.295988708319008
"DHRS3",0.0369065446843657,0.124057165541882,1.49809822701718,0.133886896987351,0.930445833231183,0.0331562788045172,0.108502069324096
"PRDM2",0.695287986820433,0.86776206273254,0.745981332299247,0.378988016832332,0.323274696993216,0.971988998465544,0.615147146434836
"KAZN",0.0486893714073674,0,0,0.0237344776516158,0,0.0631719920655978,0
"TMEM51-AS1",0,0,0,0,0,0,0
"TMEM51",0,0,0,0,0,0,0
"FHAD1",0.0525026581089135,0,0,0,0,0.149286033508703,0.0281929185027305
"EFHD2",10.7910106744377,9.27508204932244,7.02971272553285,6.01174158082278,3.04736576878541,9.22654616234006,5.06973115498355
"CASP9",0.165671987203844,0.329225277847628,0.0344887049491292,0.224815661449147,0,0.0724409185817818,0.239872837461153
"DNAJC16",0.182189394825149,0,0.242251842657616,0.303297728318685,0,0.39618897523104,0.148043355325751
"AGMAT",0,0,0.0247188233840069,0.0469669598711014,0,0,0.00840127867461427
"DDI2",0.144391935116517,0.290237418213032,0.191437996741158,0.246198035608539,0.171710008561929,0.636162262883734,0.337171832267591
"PLEKHM2",0.372284134405883,0.688458144744829,0.681171026626064,0.226983918710882,0.145500759738246,0.109519712609997,0.298665083057249
"SLC25A34",0,0,0,0,0,0,0
"UQCRHL",0,0,0.152093070431105,0.0206485289987941,0,0,0
"AL450998.2",0.263998120974033,0.0712900650165393,0.21440172595405,0.180599034258727,0.106668942270768,0,0.141748311789282
"SPEN",0.817435043536945,0.806029251777284,0.871277558110381,0.762268879253249,0.429909985740444,0.994240379448945,0.872627616798918
"ZBTB17",0.169220348459211,0.146249281916697,0.132645427575095,0.294656127535513,0.118706066959372,0.324851077451631,0.223898895646428
"ARHGEF19",0.0831678533549655,0.14090605264963,0.142050071448448,0.0258088493382611,0,0.0912423891208137,0.101911880002092
"CPLANE2",0.00979145186669134,0.0468506962013455,0,0,0.0946414037213,0,0
"FBXO42",0.357389211769727,0.272598183411199,0.409689859298412,0.321066758361226,0.647225904603244,0.484287306532663,0.550701026693816
"SZRD1",0.573824734783954,0.645344397594417,0.466373423367348,0.490540216474076,0.453814124532331,0.59210762254818,0.721222354960372
"SPATA21",0.0339914314038492,0,0.0123961819759514,0,0,0,0
"NECAP2",0.778809361692631,0.536554267001687,0.754633177790015,1.07303982719197,0.893947748490436,0.570016433472459,0.725544290877718
"LINC01772",0,0,0,0,0,0.0574692826684137,0
"AL137802.2",0,0,0,0,0,0,0
"NBPF1",0.087002078944456,0.0533880026480449,0.249788526083134,0.0840264818759197,0.0458825040835429,0.158791709461846,0.180256452116266
"CROCC",0.348649573454509,0.410154401415148,0.262579955412942,0.396360311945185,0.227401790242076,0.0825059260501611,0.244763718887121
"BX284668.5",0.0270730497182745,0,0.0775503218398659,0.0144543762069404,0.534822630655126,0,0.123125895568076
"BX284668.6",0.0717614765023066,0,0,0.0227082803473459,0,0,0.0459630640817039
"ATP13A2",0.198388360044177,0.0619103043510562,0.305648712155167,0.184034068755671,0.0775289958444458,0.208640315675016,0.217870085922866
"SDHB",0.859620869474977,0.678990850032756,0.306020165143825,0.606878391825449,0.495887106758375,1.06901304308152,0.482600215883751
"PADI4",0,0,0,0,0,0,0
"RCC2",0.414541222061712,0.18758706349975,0.386183553095559,0.387799428223065,0.352898015246613,0.401525195620532,0.259226351764072
"ARHGEF10L",0,0,0,0,0,0,0
"ALDH4A1",0,0,0,0.0175111721278175,0,0.0890741631482372,0
"IFFO2",0.174551100097178,0.365584466522731,0.405777300886869,0.218871843883999,0.0458825040835429,0.397923456084837,0.206185822450251
"UBR4",0.666291861805224,0.474329317525625,0.477613016942646,0.622254725589742,0.559010708045511,1.04291994777526,1.07951167421206
"EMC1-AS1",0.10738576098007,0,0,0.135103033731763,0.348913250438383,0,0.0161023594787344
"EMC1",0.0786789840831776,0,0,0.0965855412826547,0,0.277778922279255,0.101593325848682
"MRTO4",0.094169550692415,0.207712897868661,0.110772436352898,0.115884373460816,0.12494215856178,0.0597551026665832,0.0616423203026727
"AKR7A3",0,0,0,0,0,0,0
"AKR7A2",0.729458073460199,0.837044401869617,0.790055232138013,0.627862354657066,0.497784672051151,0.214343033020098,1.00965969796556
"SLC66A1",0.0553109002147217,0,0.0870672442173162,0.0871595864306777,0.106668942270768,0.0470265135483386,0.139674901504122
"CAPZB",3.58304413216221,3.51672358682278,3.41795019906322,3.2202720375749,2.90507376582255,2.08281736165079,3.00341960441632
"MICOS10",1.81297566657958,1.63776845771154,0.980373594753342,1.68115175242762,1.003582415282,1.07565029414911,1.96168586328254
"NBL1",0.00466181340812125,0.20127206631231,0.0162304727125178,0.016938357927829,0.41408810084013,0.290592532774434,0.257856101532674
"TMCO4",0.280721558802696,0.126583929190573,0.178467691744083,0.169152836623711,0.203549480973117,0.259991814903341,0.16322978833741
"OTUD3",0.0396582176400623,0.0786410821012897,0.0979937933103141,0.0824975499338518,0,0.108008319248059,0.0564331793494692
"UBXN10-AS1",0,0,0,0.0904140438707212,0,0,0
"CAMK2N1",0.0595961482444818,0.289126495253731,0.0964660754982269,0.0501507468702765,0.0555703743220414,0.291847348869716,0.102529067688705
"MUL1",0.158417599971332,0.325622641536345,0.374993387855413,0.231822630870432,0.116720824085834,0.231552847001395,0.15845488439506
"CDA",0.0130151965275948,0,0,0,0,0,0
"PINK1",0.428516595755782,0.717620999437978,0.317477770643947,0.358750160617037,0.179029352347653,0.495146512778036,0.426688326092813
"PINK1-AS",0.0220918960595913,0,0,0,0.0385172403167658,0.0473538659696177,0.0687599458515193
"DDOST",1.54861311940159,1.50368069640592,1.53132342558836,1.39282816459711,1.08608617910957,1.00485040362293,1.24097442300008
"HP1BP3",3.0265325218822,3.41927261700418,3.70573380646117,2.25784181325687,1.86350324521529,1.58539034197111,3.01443007308143
"EIF4G3",0.92728124970354,0.450351001157407,0.518174582192153,0.849226255441224,0.157615874494063,1.0096279945006,0.732327443174574
"ECE1",0.153678113758746,0.0652707430421388,0.0542843642468228,0.138980562354586,0,0.684359913258188,0.166821704182605
"AL031728.1",0,0,0,0,0,0,0
"NBPF3",0.178676382882769,0.25264159096665,0.204238406698218,0.195233277049114,0.0401164983110954,0.0253751719167897,0.0626525197277122
"USP48",0.616050069338059,0.757217266216288,1.0263103949074,0.437463892519416,0.30736905069514,0.505337508574431,0.639288315006039
"HSPG2",0,0,0,0,0,0,0.0217315244012422
"LINC01635",0,0,0,0,0,0,0
"LINC00339",0.275429850103481,0.137477798842235,0.162992276581233,0.383573263161521,0.194354884865597,0.208952622183089,0.431350818206119
"CDC42",3.48422482345216,3.93820376441896,2.53862923464746,2.23504883848298,2.33925670792391,2.93711679930471,1.60722068470251
"CDC42-AS1",0.0465900961526053,0,0,0.0677532797686927,0,0.0320926321735056,0.0397350467085474
"ZBTB40",0.208279048754672,0.0533128611946346,0.0724678636694141,0.186206755489316,0.225401735491952,0.148011567231022,0.107245485764375
"C1QA",0,0,0,0,0,0,0
"C1QC",0,0,0,0,0,0,0
"C1QB",0,0,0,0,0,0.0501147628068276,0
"EPHB2",0,0,0,0,0,0,0
"KDM1A",0.298648508942602,0.72687524456227,0.608379036877829,0.513628096962473,0.760220716324664,0.2387656679057,0.355727787282735
"LUZP1",0.383375951781918,0.32637793982622,0.516353250280426,0.200486909101561,0.581792968762075,0.740122131830708,0.362743004415526
"LINC01355",0,0,0.0439608748214089,0,0,0,0
"HNRNPR",1.50934258115965,1.29315487337218,1.3804426540524,1.05776479601708,1.12288635038325,1.32893910020362,1.3106132090172
"ZNF436",0.0355090332111954,0.149931147117829,0.0162304727125178,0.018810286969738,0.0601026553353127,0.0949233628935886,0.067279635110563
"ZNF436-AS1",0,0.0740302043233639,0,0.0416361335020985,0,0,0
"TCEA3",0.00762108571511315,0,0.0146246937954737,0.028488729858468,0.0589615688494239,0,0.0634852208761632
"E2F2",0.00477653916809883,0,0,0,0,0,0
"ID3",0.0437531657988454,0,0.0162304727125178,0,0.209201596704443,0.205423269766083,0.427757637417601
"MDS2",0,0,0,0,0,0,0
"RPL11",29.384762206472,33.2808518881308,31.4593252793194,28.6308193872303,31.7671993609912,29.6996527506259,30.6674342168621
"ELOA-AS1",0.0838526559207707,0,0.038962315888369,0.1241778704692,0.302278334631105,0.293446587697699,0.110328468536156
"ELOA",0.243637862515361,0.583340510825354,0.473770775839172,0.24346796712484,0.0385172403167658,0.2399311870299,0.261146103427095
"PITHD1",0.553419923942945,0.632034270853937,0.410109131217695,0.568498988570229,0.221485425807007,0.838059384974098,0.493649332025106
"LYPLA2",0.595206976224128,0.346875613890535,0.372919025967003,0.429964234737764,0.828504069122018,0.449820063738952,0.398256308006519
"GALE",0.0306217053330252,0.165712349136657,0.240509772987138,0.0808148288308461,0.1029057205975,0,0.124575919919303
"HMGCL",0.195957042346424,0.273442272081614,0.294428115128964,0.275143293599214,0.188432044871945,0.157034283474469,0.191034424574483
"FUCA1",0.135634224883199,0.190743896126658,0.012257155114298,0.167610283616387,0.0646997929606625,0.0946351887782633,0.158423062680999
"CNR2",0,0,0.195370623898008,0.0205332063012303,0.161626212226584,0.0478968493452501,0.0189933523266857
"PNRC2",1.55669774939229,1.31914580841112,1.27970614508861,1.28030882471603,0.881202447153415,0.733345992029469,1.25093796509277
"SRSF10",1.63908097796801,1.86151686231449,1.37201104250959,1.6188021673505,1.67018011948654,1.66055684846285,1.81621278173814
"IFNLR1",0.100321992643258,0.130083528292491,0,0.202609030756849,0,0.03430272843902,0.160593798989092
"STPG1",0.0265073817796007,0,0,0,0,0.0670411455626929,0.08811754337344
"NIPAL3",0.251726764179743,0.119184473181844,0.297418084396408,0.463568354704998,0.0979638586029595,0.313368995681614,0.318741867102685
"RCAN3AS",0,0,0.0227725590663251,0,0,0.049295080350981,0.0133712542102737
"RCAN3",0.00762108571511315,0.0800820039720674,0.105533956691022,0.0299508805558883,0.0776023363879319,0.257755117352262,0.101213099779098
"NCMAP-DT",0,0,0,0,0,0,0
"NCMAP",0,0,0,0,0,0,0
"SRRM1",2.52011470444243,3.1553351207345,2.91912187951212,2.02231087029623,2.1400544826022,2.66619701463483,2.57261550762464
"CLIC4",0,0,0.0227725590663251,0,0,0,0
"RUNX3",3.98096380469348,1.76270981368002,2.52672002432204,3.06247483395875,2.57440385120438,4.11290835509143,2.91847285559816
"AL445471.1",0,0,0.0209019177509537,0,0,0,0
"SYF2",1.97336982555014,2.43823718402878,2.44372500025964,2.06541145557563,0.950750545314048,1.60660252188798,2.41907617796772
"AL031432.4",0.0115857134250613,0,0,0.0218188165473905,0.0631034265160598,0,0.0356914686682442
"RSRP1",2.55420664594617,2.19723669271262,4.1831304531864,2.83025318335099,1.38514602685167,2.48342245233727,3.12293696572681
"RHD",0,0,0,0.0421771941891077,0,0.0456033782982643,0
"TMEM50A",2.87520601842439,2.20498219879878,2.00431032277141,2.64584804853444,2.74918832454956,2.32210424433042,2.89621740463057
"RHCE",0,0,0,0,0,0,0
"MACO1",0.216183058148026,0.423861966685568,0.468190991552313,0.35468456907907,0.058110479643899,0.918177122506101,0.473114836010378
"LDLRAP1",0.180947603461635,0.147521982391274,0.216216710280069,0.174245380176076,0.122080991450359,0.0615392189442331,0.25183246555289
"AL606491.1",0,0,0,0,0,0,0
"MAN1C1",0,0,0.0895727664738386,0,0,0.178678313247557,0.0572826428485026
"AL031280.1",0,0,0,0,0,0,0
"SELENON",0.0442749333187992,0,0,0.0293647810561924,0.110582297044205,0,0
"AL020996.1",0.0148506759811097,0.0600932647468872,0.0263504611330698,0,0.0385172403167658,0,0
"MTFR1L",0.336825580240479,0.274589503870169,0.247050718911102,0.305028032269397,0.133773535833203,0.113286754872425,0.446445186801733
"AL033528.2",0,0,0,0,0,0,0
"PAQR7",0.0113775868365871,0.0559922954601447,0.0405939536374319,0,0.0401164983110954,0,0.0189933523266857
"STMN1",0.626076480173174,0.216245602123927,0.485917076795793,0.54910866704036,0.558436720218643,0.548720556623017,2.63363729006444
"PAFAH2",0.229703147257805,0.207407499819549,0.228286272893277,0.431365605224923,0.0505326137489135,0.15528696064902,0.0753915576333791
"PDIK1L",0.132634880931959,0.0700162437685543,0.0325123953507275,0.147362873863003,0.118767135544877,0.112139500553037,0.122089126702133
"ZNF593",0.239553089030215,0.319670150345531,0.18046661889932,0.256518619027403,0,0.335565533883335,0.322986749345205
"CEP85",0.101225802020942,0,0.206253843282008,0.0747600201729289,0,0.11857667092599,0.146271753279358
"SH3BGRL3",29.5045624664492,21.460135977435,15.8931835365519,28.8089419522684,11.4771267763398,13.2759063046067,22.9798575725068
