"","CP002-entry","CP003-entry","CP006-entry","CP011-entry","CP013-entry","CP016-entry","CP017-entry","CP020-V1","CP022-entry","CP042-entry"
"LINC01409",0.0495094441905394,0.156834675069361,0.16696622692586,0.0643702726000921,0.0432494409938047,0.023605393360275,0.0941807784464481,0,0.196507680015806,0.189601841504036
"LINC01128",0.0769296514414181,0.0795920595434808,0.0868270112848248,0.0503102707769521,0.113438376238454,0.151188673136921,0.130106260157951,0.0579731374608181,0.0729862532951395,0.0389067211360763
"LINC00115",0.0220757374400092,0.0150895109791282,0.0842367772185758,0.0930328518710957,0.0731679962357197,0.0735937443857059,0.0398516457377164,0.100996960214414,0.157716429043642,0.0806124869582012
"FAM41C",0,0.0404333069072056,0,0,0,0,0,0,0,0
"NOC2L",0.379746848421699,0.511111523840775,0.544739469005817,0.461841359281199,0.287624863581985,0.3836626637782,0.510902941603248,0.318008159401862,0.312771639106815,0.34650897508328
"KLHL17",0.0997693270771216,0.125619273271633,0.0557786702365016,0.120823361508122,0.0210358029365981,0.0319521484624626,0.109614873891661,0.0193867204842027,0.196624907129784,0.0820725582808061
"PLEKHN1",0.0265437866304256,0.0196418119178658,0.121376788408678,0,0.0493270174004539,0,0,0.0231118753437891,0,0.0423764725824222
"HES4",0,0,0,0,0,0,0,1.78920923549653,0.0233514162852838,0
"ISG15",3.00763603745393,0.627967209722493,1.58363087228837,1.81882615805074,2.44870460277113,0.783294558852965,0.915412151888863,2.32444108036409,1.14797271389253,1.19270822454773
"AGRN",0.0880382997487182,0,0.0867111940365773,0.022329253778668,0.0193438563912102,0,0,0.0557805796950491,0.00625226644658689,0.0580639167595689
"C1orf159",0.153833047393929,0.201764373642074,0.0640272322884154,0.0730217836972428,0.0863372997510459,0.125762622954813,0.100195966189021,0.0719060335107946,0.16266760932246,0
"TNFRSF18",0.456132883875791,0.349268978052967,0.602163670321932,0.399148788647816,1.54853102511269,0.283905193824692,0.0666708758194649,0.724630608392798,0.957616456222916,0.190255674252627
"TNFRSF4",0.23174845563612,0.189487946609502,0.295127051523103,0.135697546184995,0.883296290627867,0.285631703322504,0.0664765611845565,0.472184517584763,0.472535350745711,0.0703198653588316
"SDF4",1.77757234253502,1.59044161144021,1.593933212337,1.24997591792773,1.44016492466948,1.34943749420551,1.62582930724669,1.8356681832264,1.30014694811979,0.86282783009032
"B3GALT6",0.224360061549754,0.184039455011001,0.228981042139776,0.113254835587559,0.342007401428092,0.164408020615179,0.368475276341889,0.310218222642701,0.302459413943083,0.260041275577631
"C1QTNF12",0,0.0209993595195347,0,0,0,0,0,0,0,0
"UBE2J2",0.847411484118689,0.568398787135271,0.514586961903159,0.76075840892138,0.681331185743066,0.697046338163494,0.514973970180817,0.64994312678628,0.596291672315666,0.614838438728906
"ACAP3",0.120528412796346,0.131091619258457,0,0.0551939012369033,0.0216590859865714,0.0232740001489536,0.0893223054732901,0.078394259699209,0.074089138075606,0.197840252342368
"PUSL1",0.0283525469092889,0.240388166116016,0.142199025096509,0.191032531043317,0.134126680647822,0.0907737010251169,0.109706139688469,0.135364291406666,0.145634122316638,0.0598379588075492
"INTS11",1.00120449711777,0.66898635250575,0.416087005756685,0.841051826301118,0.557990144872132,0.517192074859196,0.866870272725789,0.711683444239132,0.570813208207327,0.953231143694391
"CPTP",0.244967311543503,0.279615643688704,0.25568790462048,0.214907241124771,0.192385407591755,0.172332204578829,0.189409414212033,0.116754028782251,0.19958054544048,0.165893896900585
"DVL1",0.152501473894425,0.11995928032889,0.0750756118662367,0.0609164504012876,0.10859587563323,0,0.066444800476972,0,0.0311672576353241,0.042020161273379
"MXRA8",0,0,0.0328420167625654,0,0,0,0,0,0.00897940125352441,0
"AURKAIP1",1.64993481615749,1.22990237929451,1.25201752671097,1.68236976372056,1.38434020263832,1.49021963561264,1.5740909545308,1.29541161032942,1.58850975111926,1.68327187962895
"CCNL2",0.663798193315247,0.747678159205979,0.670205957462394,0.516725618864185,0.655839789999647,0.63723932510071,0.610807763677409,0.872262818686803,0.798308988693099,0.875308499766092
"MRPL20-AS1",0.306817115415752,0.181093772522713,0.203658410090998,0.247440548310059,0.148659782553462,0.20126352693677,0.29727192548663,0.146431438786438,0.173678043959599,0.32102716231357
"MRPL20",0.990909359724941,0.731436118529135,0.672968634010484,1.07003733035585,0.933094336699513,0.835928406180675,1.24875586308286,1.29048517206741,1.00173299531162,0.883465648856144
"ATAD3C",0,0,0,0,0,0,0,0,0,0
"ATAD3B",0.152961439555871,0.034328024918979,0.0523121992048546,0,0.228226340889388,0,0.0229066736302954,0.196135210021673,0.0988297920281671,0.180434741604151
"ATAD3A",0.0501657458164028,0.112855849641196,0.0418340026773762,0.0544116005072201,0.162954244479845,0.099550374718654,0.102308743193596,0.0933472098384271,0.0593605378436867,0.0711022595780701
"TMEM240",0,0.0277428680022083,0,0,0,0,0,0,0,0
"SSU72",1.56866552270436,1.68278953567253,1.37535313008321,1.47635793274142,1.40966327253621,1.71195927250519,2.06249607742422,1.01216732232053,1.89723550896705,1.39946108548869
"AL645728.1",0.0256548397855255,0.0272736694540357,0,0,0.0205153454784179,0.0322268772155978,0,0,0,0.0366812291146252
"FNDC10",0.0238554170881124,0,0.0776955914679337,0,0,0,0,0,0.0169089504467772,0
"AL691432.2",0.138482178056706,0.0527657779707515,0.0568285142753228,0.144433527795014,0.04485713004082,0.103473282461999,0.0341859506938936,0,0.0949107618190535,0.127720729866009
"MIB2",0.691674051589457,0.641941042673601,1.09220404309913,1.08478842321182,0.712407041696596,1.15044825853108,1.23954935462324,0.549890840715795,0.656759228560691,0.724667836767791
"MMP23B",0.555738635258797,1.13424674571565,0.629748211860223,0.485841940118861,0.315779217184854,0.627618885365448,0.279729341486653,0.257982637483434,0.353495257490128,0.404224316644311
"CDK11B",0.862306046747957,0.64890029784926,0.491916592023872,0.506395469578055,0.304728842135303,0.675706646042644,0.603430507794411,0.734649418389716,0.59680648266386,0.756136226344254
"SLC35E2B",0.348505128996376,0.600364293970577,0.54261141997072,0.522564175736361,0.319379350306233,0.483280615745748,0.575956053797064,0.272982139785682,0.3359518237615,0.401688604153638
"CDK11A",0.756393684985148,0.535423490067912,0.397432401615664,0.644774104588581,0.583248324034645,0.654067668768906,0.700504480298938,0.543993955990279,0.521036499988006,1.17605798173291
"SLC35E2A",0.223742241188636,0.0648443041617728,0.185802735253746,0.100954518409831,0.209411357943696,0.254983366281314,0.101205989894603,0,0.277984000773616,0.163513107513477
"NADK",0.447383042788025,0.375386742334015,0.201976948400243,0.269785156751611,0.199851459979249,0.558450162823286,0.763272361029852,0.242644440402056,0.329064152277049,0.436156999009674
"GNB1",1.62263634947617,1.676896314767,2.00649025770372,1.51833683518104,1.50591323574749,1.15013684097213,2.2305388752619,2.41461252483546,1.62263009276088,1.43262303757864
"PRKCZ",0.165474650735248,0.154800625870996,0.130584985630166,0.191513682032243,0.0827347803453515,0.212031642515193,0.445197591950171,0.111643820059211,0.211733983124699,0.0604872855725727
"FAAP20",1.35833360487806,0.746911818006239,1.01911281176566,1.30890210290276,1.34558356876463,1.13896973223134,0.94859740779458,0.558631913396238,1.42017631155407,0.894703926985834
"SKI",0.250198988597532,0.519721038086233,0.211999998635391,0.259283509756079,0.0427562472580812,0.205660405286579,0.269748608801858,1.05163267499769,0.173855481301226,0.368708997805735
"MORN1",0.0769281572126302,0,0.0412868278504426,0,0,0,0.021238637329029,0.0408469610964205,0.0693617545248484,0.0405391709739536
"RER1",1.28822827016272,0.894129607863897,0.570639567858827,1.19017450102494,1.06266348227429,1.30656743790758,0.983699816697326,1.23858253665006,1.17030820289283,1.12343624718701
"PEX10",0.10519348127674,0.0338388407662882,0.286251944574474,0.0504987525037155,0.0868207934617941,0.095428635238114,0.115700073876051,0.059874465758219,0.0668409989019655,0.217156229465118
"PLCH2",0.0492441872625992,0.0533575481451756,0.0302260911618909,0.0929653308050084,0,0.0305049173926837,0.0582364934897899,0.0215629703422906,0.0346674828278693,0.0488959299027949
"PANK4",0.14427155185296,0.170222913920146,0.248533447583548,0.272261229509362,0.220595982265344,0.0885135613489742,0.195656098859628,0.29302684309677,0.198848585573938,0.131765772438123
"AL139246.5",0.508716820698246,0.497119130101439,0.319314751403792,0.394813714672423,0.626342159763686,0.43857629922408,0.366577179469223,0,0.692423811723129,0.388993479931274
"TNFRSF14-AS1",0.170192045715113,0.177229730521305,0.0304514117274477,0.163251813365367,0.0815001145095723,0.0280987276896102,0.295548655046547,0.0873417207140856,0.147792476342693,0.0880517124916199
"TNFRSF14",2.14822024093491,2.30035741692446,2.34551507791962,1.64493347378964,2.37686307474752,2.08922063883328,1.98756359051632,1.14627262242519,2.05418580918947,1.41957458497217
"AL139246.3",0.0258571650204272,0,0,0,0,0,0,0,0.00906930764905407,0
"PRXL2B",0.0857074419090698,0.087859241975787,0.0843586346141712,0.111801602846675,0.0336623164506384,0.146267474650062,0.0636356941114132,0.0423372639703499,0.0437018580586257,0.0980386001244041
"MMEL1",0,0,0,0,0,0,0,0,0,0
"TTC34",0,0,0,0,0,0,0,0,0.0285145683636139,0
"MEGF6",0,0.0158341092046844,0,0,0.0191175346027376,0,0,0,0,0
"AL513320.1",0.0342672295630243,0,0.0181246103208781,0.1042129614978,0.0228623685413809,0.0789336002037331,0.0621886165131848,0,0.0849746748461784,0.128337255718586
"TPRG1L",0.926665062607978,0.559321737387676,0.499677509481399,0.428025192866777,0.550228599577154,0.378889378532407,0.406418922131335,0.57421873533594,0.461585679512298,0.774105230474186
