"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"FASLG",0,11.3730007757034,1,0,0,"25: CD56bright NK"
"IL7R",5.02510189335526e-10,-1.04700649039366,0.313,0.463,1.12642684041451e-05,"25: CD56bright NK"
"GZMB",1.64825938059454e-08,0.654086006564127,0.896,0.768,0.000369473822754072,"25: CD56bright NK"
"NKG7",3.94468021661765e-08,0.214770672689622,0.998,0.964,0.000884239517357012,"25: CD56bright NK"
"FXYD5",4.99378724537816e-08,-0.382258822869524,0.863,0.912,0.00111940734892397,"25: CD56bright NK"
"CEBPD",1.98681932694076e-07,0.594985100022246,0.744,0.605,0.00445365420327041,"25: CD56bright NK"
"CCL4",7.728232542943e-07,0.984194789323232,0.274,0.153,0.017323606068261,"25: CD56bright NK"
"RPS15A",8.90189428200045e-07,-0.194224766868284,1,0.998,0.0199544862225322,"25: CD56bright NK"
"RPL29",1.18718520947505e-06,-0.193773729897178,1,1,0.0266119436555927,"25: CD56bright NK"
"CD244",1.66987177620817e-06,0.604742318956653,0.41,0.253,0.0374318457354822,"25: CD56bright NK"
"RPL34",2.2699170074635e-06,-0.220734088080446,1,1,0.0508824596393017,"25: CD56bright NK"
"RPS23",3.04530430612402e-06,-0.189574813394238,1,0.996,0.0682635413260759,"25: CD56bright NK"
"RPL28",3.77313715734475e-06,-0.141809137553385,1,1,0.08457864251904,"25: CD56bright NK"
"CCL5",4.63740304776818e-06,0.426172552776389,0.721,0.616,0.103952026718772,"25: CD56bright NK"
"RPS9",4.914726021975e-06,-0.168146016804833,0.995,0.987,0.110168498508592,"25: CD56bright NK"
"RPL18",5.39442386830215e-06,-0.190703704649994,0.998,0.995,0.120921405431861,"25: CD56bright NK"
"KLF2",5.54691751527497e-06,-0.765950051029887,0.343,0.45,0.124339703022404,"25: CD56bright NK"
"RPL32",7.08752913407179e-06,-0.196465079097356,1,1,0.158874053069353,"25: CD56bright NK"
"RPL8",7.55242727294666e-06,-0.191339601043654,0.995,0.998,0.169295209750372,"25: CD56bright NK"
"RPS19",7.7318923530406e-06,-0.18586996928225,0.998,1,0.173318098985758,"25: CD56bright NK"
"SELL",7.7406758036618e-06,-0.685328356482795,0.607,0.666,0.173514988814883,"25: CD56bright NK"
"RPS18",8.7182347182794e-06,-0.163863522035315,1,1,0.195427949444951,"25: CD56bright NK"
"RPL13",1.20653175846237e-05,-0.206120418308939,1,1,0.270456158976924,"25: CD56bright NK"
"RPS12",1.40362980768103e-05,-0.170297247411341,1,0.999,0.31463765768978,"25: CD56bright NK"
"RPS28",1.66437220792768e-05,-0.161143264029205,1,1,0.373085674129069,"25: CD56bright NK"
"KLHDC7B",1.67078832404966e-05,0.920372151465874,0.114,0.05,0.374523910718973,"25: CD56bright NK"
"RPL19",1.79307658174586e-05,-0.164884890951658,1,1,0.401936046564152,"25: CD56bright NK"
"RPL18A",2.00484316937023e-05,-0.174199444298748,1,0.999,0.44940564484603,"25: CD56bright NK"
"PLAAT4",2.03299879782056e-05,0.211222657195715,0.883,0.794,0.455717010519458,"25: CD56bright NK"
"CST7",2.71821537135033e-05,0.152285595939101,0.978,0.923,0.609315157641889,"25: CD56bright NK"
"RPL11",3.31106365500696e-05,-0.183915656211735,1,0.998,0.74220802890636,"25: CD56bright NK"
"EFHD2",3.54334767767617e-05,0.267303020965802,0.868,0.756,0.794276815427891,"25: CD56bright NK"
"RUBCNL",0.00933324989925393,-4.4013004280965,0,0.012,1,"25: CD56bright NK"
"ENSG00000254682",0.00387180743801231,4.39334677128629,0.01,0,1,"25: CD56bright NK"
"TXNRD3",0.00475913717985073,4.3830403988956,0.01,0,1,"25: CD56bright NK"
"S100A8",0.0105525741615539,-4.3345014153682,0,0.011,1,"25: CD56bright NK"
"AC012459.1",0.00351364768251441,4.32638881140054,0.01,0,1,"25: CD56bright NK"
"FRY-AS1",0.00371491968929923,4.30296525480591,0.01,0,1,"25: CD56bright NK"
"GTF2IRD1P1",0.00158547398420761,4.29524004859202,0.012,0,1,"25: CD56bright NK"
"LRRN3",0.00818333122089673,-4.25706506211183,0,0.012,1,"25: CD56bright NK"
"SNX24",0.000492943866263299,-4.24723518344786,0,0.02,1,"25: CD56bright NK"
"AL157400.3",0.000540194071396056,4.2116378257441,0.015,0,1,"25: CD56bright NK"
"ZBTB32",0.00669189090137512,3.99073346821954,0.017,0.001,1,"25: CD56bright NK"
"ARRDC4",0.00562552172468579,3.84358535407899,0.01,0,1,"25: CD56bright NK"
"C10orf55",0.0996672280756801,3.83793526010629,0.01,0.001,1,"25: CD56bright NK"
"HBB",0.469966562864473,-3.81062994601294,0.012,0.022,1,"25: CD56bright NK"
"CACNA2D2",0.0112024705970378,-3.80820008610534,0,0.012,1,"25: CD56bright NK"
"IPO9-AS1",0.00664148596186975,-3.74014245345021,0,0.013,1,"25: CD56bright NK"
"PHACTR1",0.00458838291748701,-3.72488798848454,0,0.013,1,"25: CD56bright NK"
"CDK5R1",0.00200106481783513,-3.67198004242663,0,0.015,1,"25: CD56bright NK"
"RAB20",0.0144923602220449,-3.6475140080264,0,0.011,1,"25: CD56bright NK"
"CHD1-DT",0.000636591385111766,-3.64369740991552,0,0.018,1,"25: CD56bright NK"
"AQP11",0.00352753396297243,-3.61848500575469,0,0.014,1,"25: CD56bright NK"
"AC021028.1",0.00299455078869789,-3.61000235200341,0,0.014,1,"25: CD56bright NK"
"AL357079.1",0.0117489458386987,-3.51154707073032,0,0.012,1,"25: CD56bright NK"
"AC007262.2",0.00409829983509341,3.47595152553535,0.01,0,1,"25: CD56bright NK"
"SPCS3-AS1",0.0323762217405589,3.4384302829334,0.012,0.001,1,"25: CD56bright NK"
"ENSG00000286656",0.0344318999051796,3.41064876478081,0.012,0.001,1,"25: CD56bright NK"
"STEAP3",0.00398157433540566,3.40166442120596,0.01,0,1,"25: CD56bright NK"
"AGAP6",0.00133926822556632,3.38149116966176,0.025,0.002,1,"25: CD56bright NK"
"ETV5",0.0433431442393845,3.37150809438815,0.012,0.001,1,"25: CD56bright NK"
"AGAP9",0.0038910874555682,-3.31666779308178,0,0.013,1,"25: CD56bright NK"
"C1QTNF3",0.0273593458589872,3.30747156625734,0.012,0.001,1,"25: CD56bright NK"
"AC011468.5",0.0599400500225737,3.27931168241676,0.01,0.001,1,"25: CD56bright NK"
"ALKAL2",0.0104961393306222,-3.26381044174641,0,0.011,1,"25: CD56bright NK"
"LINC01725",0.0119530983755244,-3.19526714203551,0,0.011,1,"25: CD56bright NK"
"ZNF542P",0.00626499661679721,-3.16121800790961,0,0.012,1,"25: CD56bright NK"
"RCN3",0.0413540172702499,3.15190688079185,0.012,0.001,1,"25: CD56bright NK"
"ZFHX2",0.0120662930568106,3.14599842164578,0.017,0.002,1,"25: CD56bright NK"
"BCL2L1-AS1",0.0369733986754672,3.11905780424667,0.012,0.001,1,"25: CD56bright NK"
"ENSG00000289963",0.00253257152949834,3.0072272375619,0.027,0.004,1,"25: CD56bright NK"
"ENSG00000287503",0.0235382686219646,2.98401210774855,0.017,0.002,1,"25: CD56bright NK"
"HNRNPA1L3",0.0449805973107424,2.96290499306551,0.012,0.001,1,"25: CD56bright NK"
"ENSG00000290951",0.00978877479800928,-2.93825575298192,0,0.011,1,"25: CD56bright NK"
"AL589765.7",0.0100314096569359,2.92558534997787,0.02,0.002,1,"25: CD56bright NK"
"EGR3",0.046955579737683,2.90203456450857,0.012,0.001,1,"25: CD56bright NK"
"GLB1L2",0.00803197063690392,2.88715239061145,0.015,0.001,1,"25: CD56bright NK"
"SEPTIN7-AS1",0.0711301151286011,-2.87308978489664,0.002,0.014,1,"25: CD56bright NK"
"ENSG00000291299",0.00922433140279759,-2.81328078732294,0,0.011,1,"25: CD56bright NK"
"AC022211.2",0.110261447475307,-2.79736412114906,0.002,0.013,1,"25: CD56bright NK"
"AC092640.1",0.0969463347623979,2.7608833304254,0.01,0.001,1,"25: CD56bright NK"
"CMKLR1",0.0608005353908986,2.73404393798318,0.012,0.002,1,"25: CD56bright NK"
"TBL1XR1-AS1",0.131200546019573,2.72843203065535,0.012,0.002,1,"25: CD56bright NK"
"C10orf95-AS1",0.0402383123657833,2.72498465535977,0.017,0.004,1,"25: CD56bright NK"
"STX17-DT",0.100433431325368,-2.68124339277215,0.002,0.013,1,"25: CD56bright NK"
"HNRNPK-AS1",0.0116217085165367,2.67877130471106,0.02,0.002,1,"25: CD56bright NK"
"AC012291.3",0.227061174476053,2.67371008424263,0.01,0.002,1,"25: CD56bright NK"
"LINC00907",0.0870109459714398,2.67340167066915,0.01,0.001,1,"25: CD56bright NK"
"STYK1",0.0090329439676635,-2.66544015624925,0,0.011,1,"25: CD56bright NK"
"SDK2",0.0265981579097634,-2.66047028340044,0.002,0.019,1,"25: CD56bright NK"
"ENSG00000287100",0.0587554508864292,2.64661874878203,0.015,0.002,1,"25: CD56bright NK"
"AC092919.1",0.0900335315611531,-2.64519783352678,0.002,0.014,1,"25: CD56bright NK"
"CCL4L2",0.000656052840491753,2.64371734846158,0.102,0.063,1,"25: CD56bright NK"
"AP002026.1",0.048232844979833,2.62910645263529,0.015,0.002,1,"25: CD56bright NK"
"AL513327.1",0.110895394038706,2.60679126970358,0.01,0.001,1,"25: CD56bright NK"
"OR3A2",0.102224452336311,2.60556631678656,0.01,0.001,1,"25: CD56bright NK"
"ENSG00000235852",0.100003691763382,2.60117786258502,0.01,0.001,1,"25: CD56bright NK"
"PSMA8",0.236198852829899,2.59309663110839,0.015,0.005,1,"25: CD56bright NK"
"IL23R",0.0384006811521055,-2.58791877635132,0.002,0.011,1,"25: CD56bright NK"
"ENSG00000244701",0.0926194004313553,2.57985461565144,0.01,0.001,1,"25: CD56bright NK"
"ENSG00000272030",0.112681591553051,2.56409938639868,0.01,0.001,1,"25: CD56bright NK"
"Z83844.2",0.0570859184821006,-2.55202734224353,0.002,0.015,1,"25: CD56bright NK"
"SIRPG",0.00165386848883621,-2.52374548695377,0.01,0.033,1,"25: CD56bright NK"
"TRIM16L",0.112626373509559,2.52175665952327,0.01,0.002,1,"25: CD56bright NK"
"ADGRL1-AS1",0.0321023967821574,2.51625926108116,0.012,0.001,1,"25: CD56bright NK"
"HASPIN",0.228795839947057,2.50581271548439,0.012,0.004,1,"25: CD56bright NK"
"PLPP7",0.0936026330907833,2.50393490651927,0.01,0.001,1,"25: CD56bright NK"
"FBXO10",0.387585564452177,2.49256276819908,0.01,0.004,1,"25: CD56bright NK"
"S100A9",0.486396521247391,-2.48499294145426,0.012,0.012,1,"25: CD56bright NK"
