"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"CCL5",2.12059074363146e-07,-0.0212797165822201,0.957,0.891,0.00475351621092429,"21: Gamma Delta 2 T cells"
"LDHB",2.17330001913184e-07,-0.444973366336513,0.541,0.58,0.00487166932288592,"21: Gamma Delta 2 T cells"
"CRIP1",2.32238437314011e-07,0.322993428548491,0.949,0.892,0.00520585681083086,"21: Gamma Delta 2 T cells"
"FYB1",2.62124536033545e-07,-0.783368409197625,0.253,0.371,0.00587578359972795,"21: Gamma Delta 2 T cells"
"CD44",3.97124049136808e-07,0.305844222061304,0.961,0.905,0.0089019326854507,"21: Gamma Delta 2 T cells"
"CYRIB",4.08796881395118e-07,0.654314105344511,0.452,0.294,0.00916359089335297,"21: Gamma Delta 2 T cells"
"SELL",5.16621092643001e-07,-0.826317735054648,0.202,0.296,0.0115805784126855,"21: Gamma Delta 2 T cells"
"STAT4",5.49242578294953e-07,0.367456283617622,0.799,0.683,0.0123118216350597,"21: Gamma Delta 2 T cells"
"H4C3",6.75913619713652e-07,0.518968610980027,0.541,0.386,0.0151512796995012,"21: Gamma Delta 2 T cells"
"ACAP1",7.10794911300375e-07,-0.665368527594717,0.297,0.375,0.0159331787317092,"21: Gamma Delta 2 T cells"
"H2AZ2",8.18424349125063e-07,0.254954975278722,0.571,0.424,0.0183458002099874,"21: Gamma Delta 2 T cells"
"CCSER2",9.17967745772253e-07,0.245849925577161,0.776,0.635,0.0205771649892308,"21: Gamma Delta 2 T cells"
"PBX4",1.04646527531872e-06,0.51240463127748,0.51,0.367,0.0234575656115445,"21: Gamma Delta 2 T cells"
"IL32",1.0500121915203e-06,-0.532145779112217,0.847,0.879,0.0235370732851191,"21: Gamma Delta 2 T cells"
"RUNX1",1.05972132171349e-06,0.482840048455251,0.478,0.334,0.0237547131475295,"21: Gamma Delta 2 T cells"
"CCL4",1.30005217937086e-06,1.33898515888403,0.563,0.473,0.0291419696527773,"21: Gamma Delta 2 T cells"
"FLNA",1.70853942610358e-06,0.391790012999464,0.761,0.635,0.0382986197755378,"21: Gamma Delta 2 T cells"
"FAAH2",1.71544515040948e-06,-1.27534166132565,0.077,0.133,0.038453418491579,"21: Gamma Delta 2 T cells"
"GZMH",1.87756417942706e-06,0.375289416502792,0.418,0.299,0.042087478646037,"21: Gamma Delta 2 T cells"
"ENSG00000273149",1.95003747373722e-06,0.451697070238412,0.389,0.254,0.0437120400112934,"21: Gamma Delta 2 T cells"
"NUCB2",1.98948566226048e-06,-1.05877052496512,0.116,0.181,0.044596310605231,"21: Gamma Delta 2 T cells"
"TRAF3IP3",2.16864518723866e-06,-0.744636986179665,0.247,0.361,0.0486123505171419,"21: Gamma Delta 2 T cells"
"SLC7A5",2.43781453292694e-06,0.519990043737002,0.562,0.405,0.0546460505700902,"21: Gamma Delta 2 T cells"
"CD96",2.44426060583435e-06,0.245918253246281,0.869,0.761,0.0547905457403828,"21: Gamma Delta 2 T cells"
"DARS",2.75285533211545e-06,-1.07880611629544,0.104,0.189,0.0617080051247,"21: Gamma Delta 2 T cells"
"JAZF1",2.75813249640448e-06,0.617235992197538,0.34,0.215,0.0618262980394029,"21: Gamma Delta 2 T cells"
"GPI",3.23913684366795e-06,-0.692181230184842,0.415,0.45,0.0726084914876609,"21: Gamma Delta 2 T cells"
"UBC",3.33808579431235e-06,0.188993505376044,0.993,0.98,0.0748265311653057,"21: Gamma Delta 2 T cells"
"ACTN1",3.89731231573425e-06,-3.41158685186775,0.003,0.031,0.0873621528694991,"21: Gamma Delta 2 T cells"
"FAM49B",4.33181627585988e-06,-1.09535797270084,0.114,0.206,0.097101993639675,"21: Gamma Delta 2 T cells"
"NFATC2",4.61862763061789e-06,0.314742792120898,0.712,0.573,0.103531156967931,"21: Gamma Delta 2 T cells"
"PKM",4.74633527283901e-06,-0.462412585560794,0.568,0.603,0.106393851475959,"21: Gamma Delta 2 T cells"
"FCMR",4.81866576003148e-06,-0.776588853599647,0.247,0.359,0.108015211676866,"21: Gamma Delta 2 T cells"
"CTSW",4.89305102150914e-06,0.327701057822611,0.643,0.511,0.109682631698149,"21: Gamma Delta 2 T cells"
"AUTS2",5.42818732875445e-06,0.389258854592858,0.637,0.503,0.12167824716136,"21: Gamma Delta 2 T cells"
"TBC1D4",5.53036203080893e-06,-4.82656887635949,0,0.018,0.123968595282613,"21: Gamma Delta 2 T cells"
"GYPC",6.16840305465276e-06,-0.428568370874769,0.599,0.652,0.138270922873096,"21: Gamma Delta 2 T cells"
"MIF",6.4001028248756e-06,-0.486216695628733,0.835,0.838,0.143464704922412,"21: Gamma Delta 2 T cells"
"ENO1",7.21178414141837e-06,-0.539157779324947,0.802,0.78,0.161659353314034,"21: Gamma Delta 2 T cells"
"VIM",7.25066195026325e-06,0.377780925635253,0.902,0.836,0.162530838277101,"21: Gamma Delta 2 T cells"
"ATP5MPL",8.6637378364712e-06,-0.598824238605089,0.147,0.234,0.194206347342338,"21: Gamma Delta 2 T cells"
"VAMP2",8.78391496263468e-06,-0.530588926886839,0.465,0.573,0.196900237802419,"21: Gamma Delta 2 T cells"
"SEPTIN9",9.02899404730228e-06,-0.549044803238674,0.431,0.517,0.202393930564328,"21: Gamma Delta 2 T cells"
"YPEL3",9.06166051172125e-06,-0.455087181763406,0.686,0.731,0.203126182030744,"21: Gamma Delta 2 T cells"
"TNFSF14",9.22298209996491e-06,0.727748676274837,0.319,0.232,0.206742366752813,"21: Gamma Delta 2 T cells"
"GNG2",1.15968685578064e-05,0.307981589832639,0.854,0.743,0.259955405591788,"21: Gamma Delta 2 T cells"
"EGR2",1.22470339552901e-05,2.28864169022648,0.062,0.019,0.274529513141783,"21: Gamma Delta 2 T cells"
"SH2D2A",1.25269296171114e-05,0.254351936699855,0.838,0.749,0.280803654297169,"21: Gamma Delta 2 T cells"
"ADGRE5",1.2879546140167e-05,0.259147703890663,0.802,0.671,0.288707906277983,"21: Gamma Delta 2 T cells"
"CHST12",1.37591491346726e-05,0.39714871522023,0.53,0.418,0.308425087002821,"21: Gamma Delta 2 T cells"
"ADA2",1.39169131558652e-05,-0.900651901964481,0.079,0.143,0.311961525301875,"21: Gamma Delta 2 T cells"
"HIST1H1E",1.4019861000758e-05,-0.638474196772096,0.171,0.273,0.314269204192992,"21: Gamma Delta 2 T cells"
"NR4A3",1.49519157802136e-05,1.07887399472955,0.187,0.099,0.335162144129269,"21: Gamma Delta 2 T cells"
"HIST1H4C",1.50475391143058e-05,-0.790858464298147,0.16,0.263,0.337305636786279,"21: Gamma Delta 2 T cells"
"YARS1",1.52878450196678e-05,0.555443741595316,0.435,0.294,0.342692333960873,"21: Gamma Delta 2 T cells"
"KLRD1",1.59673286311829e-05,0.340199166130431,0.565,0.467,0.357923638596595,"21: Gamma Delta 2 T cells"
"CLASP1",1.86865246031302e-05,0.358840297715338,0.459,0.327,0.418877135503768,"21: Gamma Delta 2 T cells"
"SLA",2.14972113312109e-05,0.576847432800764,0.434,0.324,0.481881489200424,"21: Gamma Delta 2 T cells"
"H2AFZ",2.53807271754935e-05,-0.96920681857086,0.134,0.228,0.568934380365862,"21: Gamma Delta 2 T cells"
"MAPKAPK5-AS1",2.64611386616995e-05,-0.948314105465968,0.117,0.191,0.593152884240655,"21: Gamma Delta 2 T cells"
"IL21R",2.72622942074154e-05,0.574329814014121,0.391,0.273,0.611111586953423,"21: Gamma Delta 2 T cells"
"TGFBR3",2.82920426730787e-05,0.28072112446677,0.517,0.398,0.634194428559731,"21: Gamma Delta 2 T cells"
"FP671120.4",2.90951034972915e-05,-1.08998828948077,0.177,0.285,0.652195839995286,"21: Gamma Delta 2 T cells"
"NPM1",2.99456293538927e-05,-0.172697930850724,0.896,0.865,0.671261227596858,"21: Gamma Delta 2 T cells"
"MRPS31P5",3.49359841548491e-05,1.83899870034548,0.043,0.01,0.783125020815097,"21: Gamma Delta 2 T cells"
"ATP5MD",3.53467317379666e-05,-0.751644680133206,0.175,0.278,0.792332338638259,"21: Gamma Delta 2 T cells"
"PTPRJ",4.21671008477621e-05,0.323501429268906,0.532,0.465,0.945217732603436,"21: Gamma Delta 2 T cells"
"ATP5MK",4.28576276253873e-05,0.42466493009447,0.527,0.38,0.960696580850682,"21: Gamma Delta 2 T cells"
"AC016773.1",0.000370051282796495,-4.85702888827108,0,0.014,1,"21: Gamma Delta 2 T cells"
"AL139260.1",0.0059782310468241,-4.57943459850216,0,0.01,1,"21: Gamma Delta 2 T cells"
"CD4",0.000242379739863828,-4.43520034143147,0,0.013,1,"21: Gamma Delta 2 T cells"
"AP000977.1",0.00235957902661503,-4.24249755144086,0,0.01,1,"21: Gamma Delta 2 T cells"
"AL355001.2",0.00133385710598456,-4.20109929240794,0,0.01,1,"21: Gamma Delta 2 T cells"
"MAL",0.000292629320046207,-4.08846372398532,0.001,0.019,1,"21: Gamma Delta 2 T cells"
"LEF1-AS1",0.000351515229517999,-3.58396435449552,0.001,0.019,1,"21: Gamma Delta 2 T cells"
"ENSG00000264895",0.0105938076544503,3.54668879775994,0.01,0.001,1,"21: Gamma Delta 2 T cells"
"DGUOK-AS1",0.00143482679714261,3.48818401993975,0.013,0.001,1,"21: Gamma Delta 2 T cells"
"SH2D1B",0.0106253773068057,-3.41673436550839,0.001,0.013,1,"21: Gamma Delta 2 T cells"
"ANKRD18DP",0.0108720707266153,3.31129988219572,0.01,0.001,1,"21: Gamma Delta 2 T cells"
"GPR19",0.133323036763144,-3.07251971713885,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"AP001816.1",0.0354559816769862,-2.9873045595623,0.001,0.011,1,"21: Gamma Delta 2 T cells"
"RCCD1",0.000655027018616845,-2.98633127152447,0.001,0.018,1,"21: Gamma Delta 2 T cells"
"FAM214B",0.00891061788829779,-2.86576964425792,0.003,0.016,1,"21: Gamma Delta 2 T cells"
"AC104162.2",0.0209877867085938,-2.80278337505486,0.003,0.014,1,"21: Gamma Delta 2 T cells"
"TEKT4P2",0.00270207432610386,2.77872360824237,0.016,0.003,1,"21: Gamma Delta 2 T cells"
"FBLN7",0.0134964586978943,-2.75508336671372,0.001,0.012,1,"21: Gamma Delta 2 T cells"
"CD79A",0.0255533869980484,-2.6476621949177,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000233230",0.0280121030830593,2.63768307928162,0.01,0.001,1,"21: Gamma Delta 2 T cells"
"CYSLTR1",0.010580392156111,-2.63345722096976,0.001,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000261505",0.0107234808574739,2.60679678846937,0.015,0.002,1,"21: Gamma Delta 2 T cells"
"AC008771.1",0.0669124639166388,-2.58860054758001,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"AC006213.2",0.0213534115998087,-2.56914876285021,0.003,0.016,1,"21: Gamma Delta 2 T cells"
"AC055839.2",0.0660871382251852,-2.56436028099107,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"AC091271.1",0.0195656201201806,-2.53617610400508,0.001,0.013,1,"21: Gamma Delta 2 T cells"
"TRAV8-2",0.040822759128746,-2.53447967181883,0.003,0.012,1,"21: Gamma Delta 2 T cells"
"CAMK2N2",0.00354100215676499,2.52587880159495,0.022,0.004,1,"21: Gamma Delta 2 T cells"
"BEX3",8.43990122700381e-05,-2.52359497159676,0.006,0.031,1,"21: Gamma Delta 2 T cells"
"AC113410.4",0.0810724895663735,-2.49471458758597,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"MST1",0.0174749612463176,-2.49423184993474,0.001,0.012,1,"21: Gamma Delta 2 T cells"
"FCGBP",0.0278926583348193,-2.48553636943145,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000289544",0.0848578183679627,2.45671784855266,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"RLN2",0.091358754568872,-2.45567673683601,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"AL137003.1",0.00916511081729726,-2.44902328334689,0.004,0.022,1,"21: Gamma Delta 2 T cells"
"ENSG00000234425",0.0215313572741783,-2.43199956872611,0.001,0.011,1,"21: Gamma Delta 2 T cells"
"ENSG00000286907",0.0248238734268568,-2.42882898460539,0.001,0.011,1,"21: Gamma Delta 2 T cells"
"HBB",0.89880343470995,2.40109286613165,0.031,0.034,1,"21: Gamma Delta 2 T cells"
"AC133552.5",0.0651767081254672,-2.39681348506976,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"ZNF667-AS1",0.00997203700131232,-2.37464155667882,0.001,0.013,1,"21: Gamma Delta 2 T cells"
"AL450998.2",0.000153540254744639,-2.36687051135016,0.01,0.044,1,"21: Gamma Delta 2 T cells"
"CFAP92",0.0934447742244897,2.32657216570714,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"HIST1H4E",0.10860957953486,-2.32564398240254,0.003,0.012,1,"21: Gamma Delta 2 T cells"
"STING1",0.0133472328383215,-2.31506854749842,0.003,0.015,1,"21: Gamma Delta 2 T cells"
"TCEA3",0.00786223698187253,-2.28687687609996,0.003,0.016,1,"21: Gamma Delta 2 T cells"
"CCL4L2",0.00223822878454604,2.27150829677609,0.201,0.17,1,"21: Gamma Delta 2 T cells"
"CAPN10-DT",0.109098106083054,-2.27043953529706,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"NREP",0.00374955679798522,-2.25632846918118,0.004,0.02,1,"21: Gamma Delta 2 T cells"
"SPIB",0.0610858586178344,-2.25042452447598,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"TRBV23-1",0.111880566277049,-2.23906732637906,0.007,0.012,1,"21: Gamma Delta 2 T cells"
"ENSG00000288093",0.0290465512398702,2.23617543261439,0.01,0.001,1,"21: Gamma Delta 2 T cells"
"COL10A1",0.179349352894983,2.21554944932272,0.01,0.003,1,"21: Gamma Delta 2 T cells"
"ENSG00000289359",0.0800501987711694,2.21344731725061,0.012,0.003,1,"21: Gamma Delta 2 T cells"
"AC067945.4",0.0375368670711129,-2.17913161250443,0.004,0.017,1,"21: Gamma Delta 2 T cells"
"AL356599.1",0.0861092515878591,-2.13718096797107,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000225963",0.0556758664041855,2.13321373925874,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"ENSG00000288827",0.00404875326893146,2.1273898644171,0.028,0.007,1,"21: Gamma Delta 2 T cells"
"AMPH",0.0199807259623233,2.12510088289766,0.016,0.004,1,"21: Gamma Delta 2 T cells"
"AC087741.1",0.012357097123467,-2.12043377096788,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"ENSG00000263826",0.0945027976659503,2.10540446433349,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"MATN1-AS1",0.0371625884483802,-2.09964853513478,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"FNDC10",0.0361641768926838,-2.09202682051786,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"ENSG00000285847",0.0616744754988903,2.0916030493075,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"ABCB6",0.0120481500988282,-2.08171715486582,0.004,0.019,1,"21: Gamma Delta 2 T cells"
"ENSG00000286334",0.0403486551883212,2.05316808571356,0.018,0.005,1,"21: Gamma Delta 2 T cells"
"ENSG00000241219",0.0901038979979871,2.05277094583253,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"TRBV30",0.27383886476294,-2.05277048898302,0.004,0.01,1,"21: Gamma Delta 2 T cells"
"KIR2DS4",0.0603159814443683,2.04976146365046,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"PIK3R5-DT",0.020814268169185,2.0463922099536,0.013,0.002,1,"21: Gamma Delta 2 T cells"
"CARMIL1",0.194468777447267,2.03960095116891,0.01,0.004,1,"21: Gamma Delta 2 T cells"
"ZNF462",0.0338352409337759,-2.03816627088768,0.006,0.018,1,"21: Gamma Delta 2 T cells"
"PTPN23-DT",0.00582113159723791,2.02704727214713,0.019,0.004,1,"21: Gamma Delta 2 T cells"
"NR4A1",0.0191012171366581,2.02435460091813,0.058,0.029,1,"21: Gamma Delta 2 T cells"
"IGFBP2",0.000331212399900327,-2.02382610674749,0.018,0.049,1,"21: Gamma Delta 2 T cells"
"CCL3",0.0135989279530364,2.01760435068505,0.07,0.057,1,"21: Gamma Delta 2 T cells"
"RNF227",0.0829356049850289,-2.0006650965839,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"SYN1",0.0269612851554527,-1.99299124780628,0.001,0.01,1,"21: Gamma Delta 2 T cells"
"PTGDS",0.314578769644598,1.98871353688515,0.012,0.008,1,"21: Gamma Delta 2 T cells"
"PAQR4",0.0407980502525624,-1.98848996853643,0.004,0.017,1,"21: Gamma Delta 2 T cells"
"ENSG00000288016",0.00267997463635833,1.98416023142344,0.021,0.006,1,"21: Gamma Delta 2 T cells"
"ENSG00000287931",0.0934099505241017,1.97670815246711,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"AC008875.2",0.0775880230570644,-1.95241614401409,0.009,0.025,1,"21: Gamma Delta 2 T cells"
"WFS1",0.130774504949109,-1.94781221271479,0.003,0.011,1,"21: Gamma Delta 2 T cells"
"AC097534.2",7.47814044212093e-05,-1.93696949097134,0.01,0.043,1,"21: Gamma Delta 2 T cells"
"AC009093.2",0.132668656580461,-1.93298111545135,0.004,0.012,1,"21: Gamma Delta 2 T cells"
"AP002495.1",0.171438143396742,-1.92637217977954,0.004,0.014,1,"21: Gamma Delta 2 T cells"
"PDE6G",0.0132179728056686,-1.91711302204581,0.007,0.026,1,"21: Gamma Delta 2 T cells"
"IL11",0.0358159037835116,1.91165800346657,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"TFAP4",0.000412313654882824,-1.91061472930993,0.013,0.042,1,"21: Gamma Delta 2 T cells"
"MT1G",0.116342913710597,1.90950560530927,0.013,0.004,1,"21: Gamma Delta 2 T cells"
"PDIA5",0.105085552521366,-1.90711260659777,0.004,0.013,1,"21: Gamma Delta 2 T cells"
"AC138969.1",0.28059818892606,-1.8844996288779,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"ZC3H12D",0.00825594894205678,-1.87895248587209,0.003,0.014,1,"21: Gamma Delta 2 T cells"
"ENSG00000289928",0.0810430333420637,1.87547047081503,0.013,0.004,1,"21: Gamma Delta 2 T cells"
"NRGN",0.0964894093067209,-1.87524296284231,0.021,0.02,1,"21: Gamma Delta 2 T cells"
"TRBV10-1",0.0782912358791418,1.87483872719128,0.015,0.004,1,"21: Gamma Delta 2 T cells"
"AC087500.1",0.0538243717432021,-1.87348638114747,0.004,0.017,1,"21: Gamma Delta 2 T cells"
"H2BC6",0.0786950779096749,1.87180577135319,0.016,0.005,1,"21: Gamma Delta 2 T cells"
"SYNPO2",0.0961106904261943,-1.86617997175776,0.007,0.019,1,"21: Gamma Delta 2 T cells"
"ARHGEF35",0.176922349780521,1.86408696379731,0.01,0.003,1,"21: Gamma Delta 2 T cells"
"XCL2",0.0378931916618516,1.85864472175666,0.056,0.045,1,"21: Gamma Delta 2 T cells"
"C19orf54",0.110076516974095,-1.85584036455281,0.004,0.014,1,"21: Gamma Delta 2 T cells"
"AC108519.1",0.179307845697263,-1.85186792202877,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"H4C11",0.086072139416788,1.851857341879,0.012,0.004,1,"21: Gamma Delta 2 T cells"
"TMEM99",0.003682803314588,-1.851516471526,0.009,0.03,1,"21: Gamma Delta 2 T cells"
"NRSN2-AS1",0.0531991384019293,1.84991979754162,0.015,0.004,1,"21: Gamma Delta 2 T cells"
"ZNF816",0.00239547725767112,-1.84861993086941,0.01,0.031,1,"21: Gamma Delta 2 T cells"
"HIST1H1B",0.0707941921741411,-1.82923565046872,0.004,0.014,1,"21: Gamma Delta 2 T cells"
"AL049869.3",0.0862724961769488,-1.8267980495151,0.009,0.025,1,"21: Gamma Delta 2 T cells"
"ENSG00000257386",0.276692567299837,1.82623302706409,0.01,0.004,1,"21: Gamma Delta 2 T cells"
"CALHM6",0.0046535292989517,-1.81748771241014,0.007,0.025,1,"21: Gamma Delta 2 T cells"
"ENSG00000291186",0.0657008925336321,-1.81575943282083,0.003,0.011,1,"21: Gamma Delta 2 T cells"
"ANK1",0.00241528569991489,-1.81164591032883,0.013,0.032,1,"21: Gamma Delta 2 T cells"
"AC119396.1",8.24903421676309e-05,-1.81053647285295,0.012,0.044,1,"21: Gamma Delta 2 T cells"
"ENSG00000267283",0.16549060410161,1.80201211734777,0.01,0.003,1,"21: Gamma Delta 2 T cells"
"ENSG00000254263",0.0962953049292256,1.7929122212038,0.016,0.005,1,"21: Gamma Delta 2 T cells"
"SERPINE1",0.0541427333167769,-1.79135505351431,0.015,0.02,1,"21: Gamma Delta 2 T cells"
"ENSG00000288880",0.0922679554337367,1.79008807867918,0.013,0.004,1,"21: Gamma Delta 2 T cells"
"ENSG00000228873",0.163610887761183,1.7751996102754,0.01,0.003,1,"21: Gamma Delta 2 T cells"
"GNG11",0.475958827766418,-1.77093460590186,0.007,0.011,1,"21: Gamma Delta 2 T cells"
"AC026979.2",0.000120868076305982,-1.76027473195011,0.013,0.048,1,"21: Gamma Delta 2 T cells"
"AC108134.3",0.0101622686380068,-1.75990869575866,0.016,0.042,1,"21: Gamma Delta 2 T cells"
"CIITA",0.00902237117322394,1.75318216706445,0.027,0.007,1,"21: Gamma Delta 2 T cells"
"H3C2",0.0625924653290868,1.74684242820043,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"AC010247.1",0.242126066266587,-1.74488101972561,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"AC021092.1",0.243415345706212,-1.73735805608371,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"CENPW",0.0791809866286338,1.73578102145272,0.021,0.009,1,"21: Gamma Delta 2 T cells"
"ENSG00000290033",0.0879434481576121,1.73495832003569,0.01,0.002,1,"21: Gamma Delta 2 T cells"
"EIF1B-AS1",0.0288468846832723,-1.73479962077785,0.007,0.019,1,"21: Gamma Delta 2 T cells"
"CEBPA",0.131613689524214,1.73148231390647,0.01,0.003,1,"21: Gamma Delta 2 T cells"
"PRRT3",0.150512563795948,-1.72886888032632,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"MUC12-AS1",0.00412039966826548,1.72516252691353,0.039,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000259704",0.0153327393064972,1.72487495855542,0.021,0.005,1,"21: Gamma Delta 2 T cells"
"Z84485.1",0.299669265108103,-1.71591549187217,0.009,0.018,1,"21: Gamma Delta 2 T cells"
"CLECL1",0.208743674105251,-1.7149169858642,0.004,0.012,1,"21: Gamma Delta 2 T cells"
"SRP14-AS1",0.0196017445809828,-1.71459555089337,0.007,0.024,1,"21: Gamma Delta 2 T cells"
"PLK2",0.168088166070473,-1.71431420039664,0.003,0.01,1,"21: Gamma Delta 2 T cells"
"ZNF575",0.122648818675867,-1.70910089689206,0.004,0.014,1,"21: Gamma Delta 2 T cells"
"ENSG00000290453",0.085720997147875,1.70446644315881,0.016,0.005,1,"21: Gamma Delta 2 T cells"
"AL591895.1",0.0784988137803388,-1.69707373181438,0.003,0.013,1,"21: Gamma Delta 2 T cells"
"ENSG00000285830",0.0388925171256206,-1.69177452298945,0.004,0.015,1,"21: Gamma Delta 2 T cells"
"LGMN",0.224873432999662,-1.68938189240061,0.004,0.01,1,"21: Gamma Delta 2 T cells"
"AC008438.1",0.164826050896731,-1.68488185945606,0.007,0.019,1,"21: Gamma Delta 2 T cells"
"ENSG00000265737",0.0875493829721896,1.682937535728,0.015,0.004,1,"21: Gamma Delta 2 T cells"
"TTYH2",0.35858202927928,1.68221695828392,0.01,0.004,1,"21: Gamma Delta 2 T cells"
"ENSG00000290021",0.0411695133651911,1.6817436935925,0.015,0.004,1,"21: Gamma Delta 2 T cells"
"ENSG00000280195",0.0608267143252944,1.67845353572118,0.018,0.006,1,"21: Gamma Delta 2 T cells"
"POU2F2-AS1",0.128100799841251,1.67828950369986,0.015,0.005,1,"21: Gamma Delta 2 T cells"
"ENSG00000258317",0.0308183539316034,1.67391570848913,0.021,0.006,1,"21: Gamma Delta 2 T cells"
"CLCN5",0.124590622229259,1.66947575119725,0.016,0.006,1,"21: Gamma Delta 2 T cells"
