"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"FASLG",0,13.8886853643226,1,0,0,"8: CTL-like"
"GZMB",3.46459803041679e-39,0.352095155628589,0.948,0.849,7.76624294498228e-35,"8: CTL-like"
"GZMH",1.70281984682273e-18,0.0525863501043915,0.915,0.833,3.81704096863784e-14,"8: CTL-like"
"OASL",3.11903141895809e-16,0.374702039370304,0.794,0.662,6.99162082873645e-12,"8: CTL-like"
"SPON2",4.43840587851588e-16,0.444047417819688,0.501,0.353,9.9491306172812e-12,"8: CTL-like"
"APOBEC3G",4.81592018264882e-16,0.351042792552996,0.856,0.755,1.07953666814256e-11,"8: CTL-like"
"TCF7",4.07330981563358e-15,-0.66579764995854,0.194,0.244,9.13073128272423e-11,"8: CTL-like"
"H3-3B",6.21743102783892e-15,0.304635440283879,0.795,0.65,1.39369933920037e-10,"8: CTL-like"
"H3F3B",1.39875110522083e-14,-0.797027812073662,0.182,0.317,3.13544047746301e-10,"8: CTL-like"
"HAVCR2",1.73173427738891e-14,0.687940626741657,0.306,0.188,3.88185555619499e-10,"8: CTL-like"
"H3F3A",3.26156601998533e-13,-0.70304936126338,0.178,0.302,7.31112639039911e-09,"8: CTL-like"
"LTB",3.62813991710555e-12,-2.41026197712706,0.023,0.061,8.1328384381838e-08,"8: CTL-like"
"CCL4",6.68738827261107e-12,0.573678919301578,0.709,0.622,1.4990449551885e-07,"8: CTL-like"
"NKG7",7.11660673291167e-12,0.0538165700521773,0.999,0.983,1.59525856524948e-07,"8: CTL-like"
"FP236383.3",1.44913888072403e-11,-0.829964562522393,0.155,0.276,3.24838971503099e-07,"8: CTL-like"
"SLC9A3R1",1.46368485783843e-11,-0.868690450461568,0.132,0.232,3.28099597733061e-07,"8: CTL-like"
"H2AFZ",2.17619526935958e-11,-1.010743041133,0.105,0.195,4.87815931579643e-07,"8: CTL-like"
"H3-3A",2.62126270458194e-11,0.245226136125724,0.762,0.626,5.87582247859089e-07,"8: CTL-like"
"ID3",4.77008523648368e-11,-2.71082946094956,0.008,0.03,1.06926230661018e-06,"8: CTL-like"
"KLRD1",5.66542401589896e-11,0.244251237077155,0.802,0.734,1.26996144740391e-06,"8: CTL-like"
"AUTS2",1.11112194450835e-10,0.372087887647346,0.622,0.497,2.49069095080992e-06,"8: CTL-like"
"VEGFB",1.23910263706781e-10,-1.11551114011988,0.069,0.114,2.7775724712512e-06,"8: CTL-like"
"MIF",4.28130586104183e-10,-0.39383686469854,0.729,0.733,9.59697521811137e-06,"8: CTL-like"
"ENSG00000289901",4.80546786636721e-10,0.345702554744102,0.698,0.564,1.07719367692487e-05,"8: CTL-like"
"RPS10",5.9058892743692e-10,0.211884505050381,0.864,0.763,1.3238641397426e-05,"8: CTL-like"
"TGFB1",6.19111280388572e-10,0.241595210078187,0.942,0.888,1.38779984611902e-05,"8: CTL-like"
"FP671120.4",6.26482759451069e-10,-1.11073312404015,0.129,0.228,1.40432375358552e-05,"8: CTL-like"
"IL7R",7.88507233476736e-10,-1.433651603917,0.052,0.088,1.76751781456145e-05,"8: CTL-like"
"FGFBP2",1.09678124644472e-09,0.112055920725515,0.921,0.861,2.45854484203048e-05,"8: CTL-like"
"TALAM1",1.38562567498252e-09,0.253716732595082,0.739,0.61,3.10601851304081e-05,"8: CTL-like"
"LINC01578",1.72304036347472e-09,-0.727124819498638,0.125,0.211,3.86236727876493e-05,"8: CTL-like"
