"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"AC009961.1",0.0391920294900279,-3.59919822478809,0,0.014,1,"30: DN T cell_6"
"H2BC13",0.204928658177336,3.56711554452869,0.016,0.002,1,"30: DN T cell_6"
"AC136475.2",0.0156727576900407,-3.54956404843315,0,0.016,1,"30: DN T cell_6"
"CEBPA",0.0509791813123121,-3.53666426269419,0,0.012,1,"30: DN T cell_6"
"AL136456.1",0.106908585591552,3.53225399523376,0.024,0.01,1,"30: DN T cell_6"
"AC133552.5",0.0386171778495126,-3.52464036306554,0,0.014,1,"30: DN T cell_6"
"ZNF517",0.0362184377083379,-3.52283831103165,0,0.014,1,"30: DN T cell_6"
"DYSF",0.0156905078832549,3.52090630252718,0.024,0.002,1,"30: DN T cell_6"
"TTTY14",0.0297298217892287,-3.52012634405507,0,0.014,1,"30: DN T cell_6"
"DDX43",0.0270994450145324,-3.46397318414313,0,0.014,1,"30: DN T cell_6"
"CCDC65",0.12777726877545,-3.45569180886475,0,0.01,1,"30: DN T cell_6"
"OPRM1",0.0195641946481291,-3.43007093918986,0,0.014,1,"30: DN T cell_6"
"DOCK4",0.0584388383698368,-3.42768532206523,0,0.01,1,"30: DN T cell_6"
"SMIM1",0.0310540510467449,-3.4274328976201,0,0.014,1,"30: DN T cell_6"
"LYZ",0.0557776521149578,-3.4075724588752,0,0.012,1,"30: DN T cell_6"
"IL17RC",0.0528267598339155,3.39765204700502,0.02,0.002,1,"30: DN T cell_6"
"FZD3",0.0469658012728379,-3.3901009079207,0,0.01,1,"30: DN T cell_6"
"MPIG6B",0.0443412505688351,3.36869790920582,0.02,0.002,1,"30: DN T cell_6"
"AC129492.1",0.0473747723712427,-3.36798002349887,0,0.012,1,"30: DN T cell_6"
"AC244033.2",0.0543453826149701,-3.36490033794904,0,0.012,1,"30: DN T cell_6"
"ENSG00000229021",0.0296334199367137,-3.3579549407088,0,0.012,1,"30: DN T cell_6"
"SKA1",0.0427739513398177,3.34623429727183,0.012,0,1,"30: DN T cell_6"
"SPATA6",0.00734837439034988,-3.33169317571706,0,0.016,1,"30: DN T cell_6"
"AC007038.1",0.026134732782931,-3.33085522700194,0,0.014,1,"30: DN T cell_6"
"ENSG00000285190",0.170755589564519,3.32226360552707,0.012,0.002,1,"30: DN T cell_6"
"PPP4R3B-DT",0.15426515782877,3.30420479865285,0.016,0.002,1,"30: DN T cell_6"
"AC104695.2",0.0545053084747946,-3.29163131176084,0,0.012,1,"30: DN T cell_6"
"ZNF219",0.0486833687632411,-3.28960803792402,0,0.012,1,"30: DN T cell_6"
"CCDC189",0.0353660328293742,-3.28180060245976,0,0.012,1,"30: DN T cell_6"
"FAAH2",0.0435170786539609,-3.27805302874372,0,0.01,1,"30: DN T cell_6"
"AC008735.2",0.0244374262082349,-3.26923217790559,0,0.014,1,"30: DN T cell_6"
"SORBS3",0.0170819311136042,-3.26586155003044,0,0.014,1,"30: DN T cell_6"
"AC018797.3",0.107053959824717,-3.25851661670738,0,0.01,1,"30: DN T cell_6"
"HCG27",0.0488568037723686,-3.25838473570266,0,0.012,1,"30: DN T cell_6"
"SVIL-AS1",0.0036435146094964,-3.25653176502993,0,0.016,1,"30: DN T cell_6"
"AC023355.1",0.0934429544945928,3.2505231188084,0.012,0.002,1,"30: DN T cell_6"
"AL049828.1",0.0763824858788739,-3.2150005541362,0,0.01,1,"30: DN T cell_6"
"A2ML1-AS1",0.0434481232079946,-3.20696088011999,0,0.012,1,"30: DN T cell_6"
"DNAI3",0.193712716538364,3.19993565751649,0.016,0.002,1,"30: DN T cell_6"
"MYO1C",0.0105115598834723,3.18503045020617,0.037,0.004,1,"30: DN T cell_6"
"ZNF185",0.0610688032152043,-3.18385114464872,0,0.01,1,"30: DN T cell_6"
"TNFSF8",0.0427686455919276,-3.17732494423656,0,0.012,1,"30: DN T cell_6"
"POU5F1",0.119382972757787,3.16786746229607,0.012,0.002,1,"30: DN T cell_6"
"ACVR2B",0.0752172642438379,-3.16531472145437,0,0.01,1,"30: DN T cell_6"
"HERC2P9",0.0289560177163634,3.16191197590392,0.024,0.002,1,"30: DN T cell_6"
"AC083862.2",0.0833015940276833,-3.14597459159065,0,0.01,1,"30: DN T cell_6"
"AC008440.1",0.0937191993940513,-3.12875039661628,0,0.01,1,"30: DN T cell_6"
"AL356512.1",0.0365455994481877,-3.12548934028,0,0.012,1,"30: DN T cell_6"
"SND1-IT1",0.0913800803959909,-3.12373804344205,0,0.01,1,"30: DN T cell_6"
"AP001977.1",0.0517905387993052,3.1078914559549,0.016,0.002,1,"30: DN T cell_6"
"USP12-AS1",0.0802496037503128,-3.10084609794863,0,0.01,1,"30: DN T cell_6"
"ZBTB18",0.0487157915704633,3.0999291042339,0.02,0.002,1,"30: DN T cell_6"
"PEX11G",0.0844687785711335,-3.09902358234081,0,0.01,1,"30: DN T cell_6"
"BOLA3-AS1",0.0284687006339058,-3.09494755291923,0,0.012,1,"30: DN T cell_6"
"SNN",0.0247873559992267,-3.09260342623404,0,0.012,1,"30: DN T cell_6"
"H2BC18",0.0483979343782845,3.0886079058331,0.041,0.01,1,"30: DN T cell_6"
"SBF2-AS1",0.0870191068487969,-3.08487085289413,0,0.01,1,"30: DN T cell_6"
"RNF32",0.0849187944323892,-3.07509642883574,0,0.01,1,"30: DN T cell_6"
"RAB3A",0.0357812035300685,-3.07355945446588,0,0.012,1,"30: DN T cell_6"
"GAS1",0.0633771513280902,3.06876422881483,0.016,0.002,1,"30: DN T cell_6"
"AC015923.1",0.0800997423507627,-3.06737955268955,0,0.01,1,"30: DN T cell_6"
"AC091057.2",0.0369663312071296,-3.04456821691311,0,0.012,1,"30: DN T cell_6"
"AL365356.1",0.0731404073070993,-3.04211470769368,0,0.01,1,"30: DN T cell_6"
"CDT1",0.151564967439123,3.04167692842326,0.016,0.006,1,"30: DN T cell_6"
"SPATA24",0.0736338158525131,-3.0406068883101,0,0.01,1,"30: DN T cell_6"
"AC133919.2",0.0773843573247106,3.04044164497133,0.012,0.002,1,"30: DN T cell_6"
"CHMP3-AS1",0.197350065829279,3.03595579159007,0.012,0.002,1,"30: DN T cell_6"
"REM2",0.0834534278249944,-3.03342573659158,0,0.01,1,"30: DN T cell_6"
"ENSG00000263657",0.0444429516380119,-3.02772760946214,0,0.01,1,"30: DN T cell_6"
"PIWIL4",0.155323474085727,3.02655846393722,0.016,0.002,1,"30: DN T cell_6"
"AC139149.1",0.0583767708435047,3.02144384330611,0.016,0.002,1,"30: DN T cell_6"
"AC096677.1",0.0737885187524494,-3.01247027038514,0,0.01,1,"30: DN T cell_6"
"CYB561D2.1",0.0259610077275383,-3.01015576362856,0.004,0.02,1,"30: DN T cell_6"
"MZF1-AS1",0.147747054723237,3.00935105134548,0.016,0.002,1,"30: DN T cell_6"
"TMEM121",0.0776944273929366,-2.99049367139563,0,0.01,1,"30: DN T cell_6"
"ENSG00000265334",0.0659687395869801,-2.98992261170332,0,0.01,1,"30: DN T cell_6"
"ADAM7-AS1",0.00686676577539407,-2.98217848880744,0,0.01,1,"30: DN T cell_6"
"ENSG00000260997",0.0299869744867595,-2.97406905620762,0,0.012,1,"30: DN T cell_6"
"BATF3",0.25564826159456,2.97264463089887,0.012,0.002,1,"30: DN T cell_6"
"HIST1H2BE",0.0791878283349564,-2.96977530893373,0,0.01,1,"30: DN T cell_6"
"LMTK3",0.0695588152177251,-2.96295668673335,0,0.01,1,"30: DN T cell_6"
"AC092142.1",0.0579720948337747,-2.96206222538667,0,0.01,1,"30: DN T cell_6"
"GPSM2",0.0100591772627521,-2.94559395946918,0.008,0.036,1,"30: DN T cell_6"
"CNR2",0.0440456669760968,2.94288451547797,0.029,0.004,1,"30: DN T cell_6"
"SIT1",0.013667748736886,-2.93933545308714,0,0.012,1,"30: DN T cell_6"
"AL731577.2",0.155055221483859,-2.93187130126062,0.004,0.016,1,"30: DN T cell_6"
"PIK3IP1-AS1",0.0974199981117875,2.92412200059353,0.016,0.002,1,"30: DN T cell_6"
"KIF7",0.0265149315233178,-2.91988616670598,0,0.012,1,"30: DN T cell_6"
"ZACN",0.0299694119513786,-2.91544083210457,0,0.012,1,"30: DN T cell_6"
"CACNA1C",0.0983230806890781,2.89725050400464,0.016,0.002,1,"30: DN T cell_6"
"RAD51AP1",0.117881826349417,2.89446494495969,0.02,0.002,1,"30: DN T cell_6"
"DOK7",0.0649755523053467,-2.88631975692895,0,0.01,1,"30: DN T cell_6"
"NIM1K",0.00932816832792979,-2.87870986030385,0,0.014,1,"30: DN T cell_6"
"ENSG00000289757",0.0185075404076907,-2.87725793075694,0,0.012,1,"30: DN T cell_6"
"FBXO39",0.00858119040071865,-2.85895489726935,0,0.012,1,"30: DN T cell_6"
"ENSG00000249207",0.00463783911690342,-2.8394812841768,0,0.012,1,"30: DN T cell_6"
"ENSG00000291176",0.0430591379886194,-2.81731553479039,0,0.01,1,"30: DN T cell_6"
"AC007780.1",0.0584237648804455,-2.81229828174692,0,0.01,1,"30: DN T cell_6"
"PLK4",0.0382134227194139,2.79884302830874,0.033,0.004,1,"30: DN T cell_6"
"PKMYT1",0.27950207501522,2.79504030245172,0.012,0.004,1,"30: DN T cell_6"
"OSM",0.0335074244254312,-2.79444306387022,0,0.01,1,"30: DN T cell_6"
"H2BC11",0.438069086029539,2.79433599615168,0.02,0.014,1,"30: DN T cell_6"
"FRMD4B",0.283985666675512,2.7768718484374,0.016,0.004,1,"30: DN T cell_6"
"SUGT1P3",0.0783793984702192,2.77546538835793,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000254682",0.0443863566014175,-2.77513733198991,0,0.01,1,"30: DN T cell_6"
"PPIL6",0.191764043782407,2.77328346550709,0.016,0.002,1,"30: DN T cell_6"
"SORCS2",0.0913631738348318,2.77321599362202,0.012,0.002,1,"30: DN T cell_6"
"HPSE",0.0193013896138994,-2.76221055780536,0,0.012,1,"30: DN T cell_6"
"HSPA1L",0.0548037742764005,-2.75027981368179,0,0.01,1,"30: DN T cell_6"
"C11orf95",0.0543432970260948,-2.7489065551041,0,0.01,1,"30: DN T cell_6"
"MREG",0.119225289595693,2.71919498325494,0.02,0.004,1,"30: DN T cell_6"
"RTN4R",0.0367079682444618,-2.71781971140644,0,0.01,1,"30: DN T cell_6"
"SPDL1",0.0358032682370856,-2.7088005830973,0.008,0.032,1,"30: DN T cell_6"
"AC058791.1",0.102575089999563,2.70210279484991,0.016,0.002,1,"30: DN T cell_6"
"ENSG00000253980",0.0035102009074641,2.68893713700422,0.045,0.006,1,"30: DN T cell_6"
"RRM2",0.353179980159464,2.67886714097101,0.024,0.008,1,"30: DN T cell_6"
"RSPH9",0.127932302411154,2.67868499748348,0.012,0.002,1,"30: DN T cell_6"
"FALEC",0.0711780928149396,2.67595895807558,0.012,0.002,1,"30: DN T cell_6"
"AGRN",0.0538142957719085,-2.67462589802108,0,0.01,1,"30: DN T cell_6"
"TMEM154",0.0593258631204983,-2.64884041815273,0.004,0.026,1,"30: DN T cell_6"
"ZNF407-AS1",0.0497035959225281,2.64606673556589,0.033,0.006,1,"30: DN T cell_6"
"PODN",0.073898451679962,2.6365452649172,0.012,0.002,1,"30: DN T cell_6"
"NUDT11",0.0193520973647861,-2.62842203023503,0.004,0.028,1,"30: DN T cell_6"
"SLC29A2",0.0881784353043127,2.62118202356746,0.012,0.002,1,"30: DN T cell_6"
"PANK2-AS1",0.00425221150501807,-2.61064691164007,0,0.012,1,"30: DN T cell_6"
"NAALAD2",0.101866759012179,2.604845108912,0.012,0.002,1,"30: DN T cell_6"
"THRA1/BTR",0.0336481372390991,-2.60447576472031,0,0.01,1,"30: DN T cell_6"
"ZNF665",0.0494615637954429,-2.59821685579383,0.008,0.03,1,"30: DN T cell_6"
"EPHX1",0.0174888608112203,-2.58656558763872,0,0.01,1,"30: DN T cell_6"
"LINC02762",0.0399486673242664,-2.585854068988,0,0.01,1,"30: DN T cell_6"
"IL10",0.128376776808793,2.58471099017283,0.016,0.002,1,"30: DN T cell_6"
"MAD2L1-DT",0.0850826921807761,2.58383922155647,0.012,0.002,1,"30: DN T cell_6"
"H2AC16",0.0490145286495662,2.57800563873928,0.029,0.006,1,"30: DN T cell_6"
"AURKA",0.0262272847008135,2.57546627686178,0.045,0.01,1,"30: DN T cell_6"
"TNIP3",0.0537036912900557,2.57335177684036,0.033,0.006,1,"30: DN T cell_6"
"SIRT4",0.0427613222216256,-2.57137053606123,0.004,0.026,1,"30: DN T cell_6"
"ENSG00000233848",0.19014189494438,2.56042385455979,0.012,0.002,1,"30: DN T cell_6"
"C2CD5-AS1",0.0728388127593581,2.55415627868246,0.033,0.006,1,"30: DN T cell_6"
"DEPDC1B",0.195392211168905,-2.54998451003414,0.004,0.01,1,"30: DN T cell_6"
"ZFP41",0.145505881104788,2.54343392364993,0.016,0.002,1,"30: DN T cell_6"
"ENSG00000285830",0.152833476340524,2.53938140773586,0.02,0.004,1,"30: DN T cell_6"
"SEMA7A",0.0977614272824266,2.52965274716574,0.016,0.002,1,"30: DN T cell_6"
"SKA3",0.235835654467502,2.5289764957723,0.012,0.002,1,"30: DN T cell_6"
"USP6NL",0.0273818306848914,-2.51941556105306,0,0.01,1,"30: DN T cell_6"
"NRAV",0.0720314988372912,2.5189838310778,0.024,0.004,1,"30: DN T cell_6"
"ENSG00000272277",0.0870671293287507,2.517258321242,0.02,0.002,1,"30: DN T cell_6"
"HTRA4",0.0790921089801441,2.512328010336,0.012,0.002,1,"30: DN T cell_6"
"EXOC3-AS1",0.0583482561554183,2.49243259724395,0.012,0.002,1,"30: DN T cell_6"
"CD9",0.00402307615012522,2.46200659137953,0.041,0.004,1,"30: DN T cell_6"
"ENSG00000267002",0.0282052344868573,-2.44939595168277,0,0.01,1,"30: DN T cell_6"
"FXYD7",0.0852284747038546,-2.44865259500385,0.004,0.018,1,"30: DN T cell_6"
"ALDH4A1",0.111180637376798,2.44462157693994,0.012,0.002,1,"30: DN T cell_6"
"PLCG1-AS1",0.115428801901303,2.44399811746413,0.016,0.002,1,"30: DN T cell_6"
"ENSG00000261460",0.111680209756164,2.44225344844559,0.012,0.002,1,"30: DN T cell_6"
"NAV2",0.154388111833642,2.41979399814997,0.016,0.004,1,"30: DN T cell_6"
"ENSG00000291159",0.0363656066857164,2.41622156573636,0.033,0.006,1,"30: DN T cell_6"
"CD4",0.0125268840594038,-2.41432424535748,0,0.01,1,"30: DN T cell_6"
"H2AC7",0.150370998981067,2.40936682109817,0.012,0.002,1,"30: DN T cell_6"
"LRMDA",0.0632546744557302,2.4059206583562,0.02,0.002,1,"30: DN T cell_6"
"MELK",0.253806944775029,2.40516572352977,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000266677",0.0944170952150945,2.40269221497762,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000267476",0.20175843918114,2.39897474782811,0.02,0.004,1,"30: DN T cell_6"
"H1-5",0.910903130137203,2.39378981329031,0.016,0.01,1,"30: DN T cell_6"
"ENSG00000273748",0.077194670947233,-2.39022742982877,0.004,0.022,1,"30: DN T cell_6"
"PLXDC2",0.0672292704814983,2.38568595910397,0.033,0.008,1,"30: DN T cell_6"
"ENSG00000287175",0.120594085377498,2.38166096346368,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000286116",0.0761692134043096,2.38097024306346,0.012,0.002,1,"30: DN T cell_6"
"MEGF8",0.12583568127586,-2.37501374793705,0.008,0.024,1,"30: DN T cell_6"
"ENSG00000261369",0.131654843107578,2.37395692474573,0.012,0.002,1,"30: DN T cell_6"
"AL139095.4",0.0883825755977333,2.3629061757364,0.012,0.002,1,"30: DN T cell_6"
"PLAU",0.0448532631331958,2.34245145872527,0.033,0.008,1,"30: DN T cell_6"
"TBX19",0.277943312330687,-2.33650905166248,0.004,0.016,1,"30: DN T cell_6"
"ENSG00000291202",0.108211206886096,2.33078736013824,0.016,0.002,1,"30: DN T cell_6"
"ZKSCAN7",0.100735382802772,2.32984118718343,0.016,0.002,1,"30: DN T cell_6"
"PRRG2",0.547264621149041,-2.31757384595979,0.004,0.012,1,"30: DN T cell_6"
"ACTMAP",0.157667144737668,2.30904729460734,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000268362",0.103314194983193,2.30440784461595,0.012,0.002,1,"30: DN T cell_6"
"TUFT1",0.167757000938908,2.30251645733924,0.012,0.002,1,"30: DN T cell_6"
"TRMT5",0.393840071256257,2.30025504301849,0.016,0.004,1,"30: DN T cell_6"
"ENSG00000290876",0.16233168845106,2.29068533780085,0.024,0.004,1,"30: DN T cell_6"
"SELENON",0.155390708324006,2.28644415226503,0.02,0.004,1,"30: DN T cell_6"
"AL117381.1",0.338359815705687,-2.27600885529479,0.004,0.016,1,"30: DN T cell_6"
"MECR",0.242479217831369,2.2730993471726,0.024,0.006,1,"30: DN T cell_6"
"ANKRD42-DT",0.194897898295045,-2.26260522868549,0.008,0.022,1,"30: DN T cell_6"
"ST20",0.0988589860531243,2.25981272630208,0.024,0.004,1,"30: DN T cell_6"
"SOX13",0.0259301102276862,2.25742013560753,0.041,0.01,1,"30: DN T cell_6"
"SRD5A3",0.334850242995576,-2.25596594580145,0.004,0.014,1,"30: DN T cell_6"
"ENSG00000271727",0.0994314079730853,2.25267351007047,0.012,0.002,1,"30: DN T cell_6"
"LCMT2",0.0884250338251747,2.25252633759235,0.012,0.002,1,"30: DN T cell_6"
"IPO9-AS1",0.625370939089902,2.2424805465585,0.012,0.004,1,"30: DN T cell_6"
"CYB561",0.0514787055814429,-2.23915115903563,0.008,0.032,1,"30: DN T cell_6"
"TTC22",0.0450318089099288,-2.23872532072562,0.012,0.038,1,"30: DN T cell_6"
"LST1",0.310607502327248,-2.23758132090703,0.004,0.012,1,"30: DN T cell_6"
"MYL11",0.129429566961845,2.23073339731361,0.012,0.002,1,"30: DN T cell_6"
"CENPO",0.111907206596586,2.22950839888708,0.033,0.008,1,"30: DN T cell_6"
"TOP2A",0.00750241285202623,2.22865275608313,0.037,0.004,1,"30: DN T cell_6"
"KIFBP",0.1629560676442,2.22533668742972,0.02,0.004,1,"30: DN T cell_6"
"ENSG00000260271",0.163201218186513,2.22005874405322,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000249492",0.156074592060466,2.21439801844502,0.02,0.004,1,"30: DN T cell_6"
"ENSG00000290833",0.0718857402155137,2.21075667579612,0.033,0.008,1,"30: DN T cell_6"
"H3C6",0.109461784263146,2.20318394452536,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000288970",0.0300964670020258,2.20249300851522,0.029,0.004,1,"30: DN T cell_6"
"NRSN2-AS1",0.0211884828600661,2.20232193434664,0.037,0.008,1,"30: DN T cell_6"
"BCL9",0.49729150496556,2.20055464199757,0.016,0.006,1,"30: DN T cell_6"
"AL391121.1",0.0762176200109479,2.19714348384616,0.012,0.002,1,"30: DN T cell_6"
"ZNF485",0.0787607828132963,2.19597868592702,0.024,0.004,1,"30: DN T cell_6"
"AC020659.1",0.148260696889307,-2.19449670497451,0.004,0.022,1,"30: DN T cell_6"
"CEP85",0.00495686956315444,2.19353633958122,0.061,0.012,1,"30: DN T cell_6"
"AL353593.1",0.313905207944213,2.1892407484289,0.016,0.004,1,"30: DN T cell_6"
"LACC1",0.656935272882743,2.17946965241876,0.012,0.004,1,"30: DN T cell_6"
"AL137779.2",0.409906956203738,2.17798962989513,0.012,0.004,1,"30: DN T cell_6"
"KLHDC1",0.0289683042994071,-2.17757130814357,0.008,0.038,1,"30: DN T cell_6"
"CCNJ",0.380370719967121,-2.17482524964497,0.004,0.012,1,"30: DN T cell_6"
"PCMTD1-DT",0.580648397788889,-2.17117250484965,0.004,0.01,1,"30: DN T cell_6"
"LYG1",0.0972841211715453,2.17036613356957,0.012,0.002,1,"30: DN T cell_6"
"CD63-AS1",0.10617425544811,2.17023659205608,0.012,0.002,1,"30: DN T cell_6"
"AC078795.1",0.234819382795886,2.16870603022405,0.016,0.004,1,"30: DN T cell_6"
"AC093019.2",0.169370396541983,2.16522423754037,0.016,0.004,1,"30: DN T cell_6"
"TBXA2R",0.0505569302448341,-2.16201830626916,0.004,0.024,1,"30: DN T cell_6"
"ZCCHC18",0.230004890790255,-2.16199491374428,0.004,0.018,1,"30: DN T cell_6"
"CHEK1",0.310629856629276,2.15842941766961,0.024,0.006,1,"30: DN T cell_6"
"ARHGEF40",0.107049520504076,2.15773316576468,0.012,0.002,1,"30: DN T cell_6"
"ENSG00000290879",0.00601123855387279,2.15680007144729,0.065,0.014,1,"30: DN T cell_6"
"H2BC15",0.134150954060344,2.15406096547801,0.024,0.01,1,"30: DN T cell_6"
"HIST1H4D",0.234960451500958,-2.15356255020902,0.004,0.01,1,"30: DN T cell_6"
"AC073896.2",0.0615594604705352,-2.14780279966274,0.008,0.03,1,"30: DN T cell_6"
"ENSG00000290793",0.119237616478802,2.14623339328785,0.029,0.006,1,"30: DN T cell_6"
"AC080162.1",0.121780621023458,2.14504817157401,0.016,0.004,1,"30: DN T cell_6"
"AP002360.1",0.333999611997471,-2.14393998754952,0.004,0.016,1,"30: DN T cell_6"
"SLC6A4",0.0961509381801718,2.14076271843471,0.012,0.002,1,"30: DN T cell_6"
"BTN2A3P",0.123524336284233,2.13976627041887,0.012,0.002,1,"30: DN T cell_6"
"HSBP1L1",0.0564871822767091,-2.13870930722329,0.016,0.05,1,"30: DN T cell_6"
"AC243829.2",0.176953045100845,-2.13706630301863,0.008,0.028,1,"30: DN T cell_6"
