"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"FASLG",0,12.7735874828984,1,0,0,"17: NK cell_2"
"GZMB",2.51526989364544e-12,0.331063459279638,0.986,0.957,5.63822899359562e-08,"17: NK cell_2"
"APOBEC3G",3.95188711732746e-10,0.472447959923386,0.769,0.643,8.85855016220124e-06,"17: NK cell_2"
"IDI1",8.87657372434732e-08,-0.579048372268197,0.355,0.419,0.00198977276604969,"17: NK cell_2"
"GPI",9.28256071625409e-08,-0.582437646474758,0.414,0.495,0.00208077881015552,"17: NK cell_2"
"MIF",1.73311754423252e-07,-0.496373960413737,0.825,0.855,0.00388495628715162,"17: NK cell_2"
"ENO2",2.04172454716694e-07,-0.770949531454533,0.14,0.224,0.0045767297449294,"17: NK cell_2"
"PKM",2.66099570350333e-07,-0.516832037610359,0.578,0.627,0.00596488796897306,"17: NK cell_2"
"RPL10",4.24678472393549e-07,-0.161723879490021,0.999,0.999,0.00951959263717379,"17: NK cell_2"
"MTRNR2L12",5.39917589706951e-07,-0.488474103745916,0.183,0.289,0.012102792690871,"17: NK cell_2"
"ENO1",7.30181193454963e-07,-0.544783556341134,0.715,0.761,0.0163677416324864,"17: NK cell_2"
"EGLN1",9.05218156857936e-07,-0.700423431166001,0.193,0.26,0.0202913702041275,"17: NK cell_2"
"ANP32B",1.19696939989209e-06,-0.395794175226924,0.447,0.524,0.026831266067981,"17: NK cell_2"
"FTL",1.76878372959331e-06,-0.237009344395547,0.981,0.979,0.0396490560825637,"17: NK cell_2"
"TPI1",1.83741860080829e-06,-0.419587929421529,0.816,0.829,0.0411875753557186,"17: NK cell_2"
"RPL19",2.202138878362e-06,-0.150303259114276,0.999,0.996,0.0493631450973626,"17: NK cell_2"
"PTGER4",3.4239105395764e-06,0.506091620612047,0.38,0.273,0.0767503786551447,"17: NK cell_2"
"ECE1",4.00350552534751e-06,1.19375599744948,0.102,0.041,0.0897425798561898,"17: NK cell_2"
"GAPDH",4.2762714870686e-06,-0.33959441590953,0.992,0.987,0.0958569016541297,"17: NK cell_2"
"UBB",4.28308177493522e-06,0.16721821875392,0.935,0.903,0.0960095610669479,"17: NK cell_2"
