gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
MTRNR2L12,Overlap,2.3784209548145197e-241,0,-13.9586231319816,-10.8189187715356,TRUE,TRUE
H3F3B,Overlap,4.594594869514261e-239,0,-14.0238934178172,-3.73521798723987,TRUE,TRUE
H3F3A,Overlap,1.08190814145759e-229,0,-12.8907996316782,-2.96146146699106,TRUE,TRUE
H3-3B,Overlap,1.0445385692667499e-227,0,3.64113202291252,3.59636125269088,TRUE,TRUE
LINC01578,Overlap,6.0002850993369e-177,2.75498288996499e-293,-11.5904298171217,-3.64230579422335,TRUE,TRUE
H3-3A,Overlap,1.4104628663487e-176,0,3.76510687083488,3.72133863736618,TRUE,TRUE
RPS10,Overlap,2.3661791384254296e-167,0,3.04902274274669,3.27032688163811,TRUE,TRUE
HIST1H4C,Overlap,6.81429620054655e-167,1.39870378442549e-231,-11.9125791135136,-3.06133188737584,TRUE,TRUE
C5orf56,Overlap,6.03403462086347e-152,1.3120091993547998e-220,-11.5840768436836,-3.09040593444294,TRUE,TRUE
SLC9A3R1,Overlap,3.8643148320969793e-146,1.8551993977405301e-270,-11.6733506033629,-3.39739576444513,TRUE,TRUE
HIST1H1E,Overlap,2.26137693187579e-138,0,-12.5402920550001,-4.52929485462106,TRUE,TRUE
FAM49B,Overlap,8.22088941682896e-137,1.2101651496956499e-255,-11.4593966141213,-3.43066819947109,TRUE,TRUE
TALAM1,Overlap,1.16238929874529e-130,0,3.95566786472174,3.3516201277295,TRUE,TRUE
AC004687.1,Overlap,3.56186095116067e-129,1.2995762222414095e-171,-11.5134700289509,-3.26976154229548,TRUE,TRUE
ATP5MD,Overlap,1.6078425203958098e-128,9.31529776832873e-204,-11.158118496028,-3.12673919674129,TRUE,TRUE
H2AFZ,Overlap,5.484981055254e-128,5.300896520509029e-199,-11.1992114162908,-3.07772588859087,TRUE,TRUE
CRIP1,Overlap,7.601655353718529e-122,0,2.47721875327074,2.77327777083751,TRUE,TRUE
