"","Activated B cell","CD4dim Naive T cell","CD56bright NK","CD56dim CD122hi NK","CD56dim CD122int NK","CD56dim CD122lo NK","CD8+ MAIT cell","Classical Monocyte","Follicular B cell","gd T cell (cl9)","Intermediate Monocyte","ISG+ CD4 T cell","Naive 1 CD8","Naive 2 CD8","Naive CD4","Naive Intermediate CD8","Non-classical Monocyte","pDC","Resting Naive B cell","TEMRA/CTL CD8","Tex CD8","Th2/Th17 EM CD4","TNF+ B cell","Transitional B cell","Transitional Memory CD4","Treg","Tscm CD8","Vd1 gd T cell","Vg9Vd2 gd T cell"
"Mouse-IgG2b",0.00245378826330115,0.016093901582105,0.0158337397160507,0.00682616653940234,0.0070651275492368,0.00649874401280264,0.00574918884517116,0.005528359989264,0.00699646151283368,0.00537080665644391,0.0078035540596071,0.00409002332711251,0.00659794269094698,0.00833836115563358,0.00498727286837796,0.00365489455695265,0.013460569789785,0.00831690665521366,0.00565684114381006,0.00597183221125647,0.00339268332406075,0.0064718441641616,0.0030756243588888,0.00343085552340035,0.00198411041057543,0.00327487539990063,0.00416465067209644,0.00367564071980736,0.00552938011534267
"MS4A1",3.03546737922903,0.0123477413172948,0.00863318349760274,0.0238079591979238,0.0127035193141615,0.00522758000358185,0.0173341883835812,0.0351763301564914,3.65064953891732,0.0130050878202334,0.0478775566125203,0.0203883999055016,0.015040398722267,0.00783356884575019,0.00890778103411728,0.0120663354333389,0.0337615134356079,0.109000542342191,2.21139608439448,0.0211243126290784,0.0204192945760806,0.0222409099076802,4.6436818055365,3.75676417442917,0.0157473178936294,0.0116783777022413,0.00435100516042605,0.0131580863648237,0.0229017178686861
"NCAM1",0.0342860912229705,0.0224203366683054,7.96340391336187,2.93320396909835,1.85390498382369,0.625116335466429,0.0412339232246686,0.347471863280585,0.0190479533120754,0.25093699261335,0.125896003582986,0.0174969480653548,0.0189565899495463,0.0132659113608783,0.0124417481443496,0.0106727050566427,0.0748162395633784,0.10239434822648,0.0174249057965075,0.0411391547962801,0.0305224516653229,0.0201345990403468,0.0262399114786288,0.0203152795323899,0.0166509167227879,0.0167149419820274,0.0148514506619322,0.0471895743895113,0.202088062739725
"NCR1",0.0195085277404232,0.0105598090591983,1.51539312523501,2.88174201325356,1.58387199541416,0.542046417989406,0.0230722728237798,0.101310616660108,0.00939719717164204,0.225094502326643,0.0307170461699236,0.00562100886010567,0.00896949121204014,0.00652455908706878,0.01025643424709,0.0116760678005095,0.0337525888525012,0.0762170709863388,0.00535005313203948,0.0173601459656148,0.0338904074309155,0.0116649730859103,0.000447030879558269,0.01402286968008,0.0220455888920844,0.0113868524372304,0.0173470692961713,0.0148978415675819,0.0116201633965561
"NECTIN2",0.000455136962361649,0.0027865945162091,0.000786438898511836,0.00188764692644773,0.00102094530040092,0.00104429400861589,0.000470762331195482,0.0846603620293783,0.000678544052284351,0.0012631919295896,0.00999109552660324,0.000305138955866666,0.000744772378765166,0.00106991055732758,0.000882151867873655,0.00156890764877751,0.00510037527749554,0.262868730844317,0.0019760586572101,0.000389476405127844,0.00122498846991164,0.000974751404242712,0,0.000345155060463524,0.00206744958225871,0.0031777458737959,0.00193101083146718,0.000323343236741839,0.000758388268191067
"NT5E",0.883832568607259,0.0264820219889892,0.0306309963698335,0.0295293556022673,0.0129065501500126,0.0106598954484925,0.604214008836318,0.144352522182484,0.666420578392954,0.0316228069840967,0.0763599214082863,0.227627524821871,2.30471333790562,0.42445568792104,0.0728352428599744,3.35075019249069,0.0379666088391817,0.0708664715313431,1.75054257403891,0.0353289916351471,0.21192523042097,0.245300991732144,0.80719749031803,0.136283410298301,0.174483944841395,0.123538058965232,2.91908898131254,0.800835332480503,0.0394485060831002
"OLR1",0.00942597342445591,0.00516372519413567,0.00989750009559666,0.0205027960809804,0.0120944379355685,0.00857327696734378,0.00951511029774606,2.52208123293292,0.00844434658045203,0.00690613892477961,1.06491576361469,0.00522513050301426,0.00819293336741071,0.00439225762125556,0.00893203670630307,0.026170614060165,0.433896344039316,0.00077413860957336,0.00428667797433172,0.00568481880402002,0.00617873023664863,0.0100067182584822,0.0117578165628775,0.00635233782848512,0.0202561265671587,0.0132887757869825,0.018105505530875,0.0152138609787623,0.00557106681748222
"PDCD1",0.0204339907079394,0.00345372458643612,0.000280420616719254,0.00299988951896224,0.00608581236475756,0.000281757452070389,0.00824178648178084,0.00225356458935609,0.00158534920111727,0.0151371692546896,0,0.00157179786999077,0.00181717002084367,0.000967603345508373,0.000716717849941749,0.00111271519009186,0.00139715672195206,0,0.000329046045070618,0.0155460828687144,0.197794223569337,0.0884973115501805,0,0.00294306925931428,0.00184479159220993,0.0368649286656449,0.00717534224456808,0.108562035146792,0.00280135339244667
"PECAM1",0.329464910499513,0.0373230482127792,0.0426730145039607,0.0519473236911759,0.0186390389763257,0.0103032970242911,0.279917949751552,2.00992816649658,0.197647466413363,0.0236689145222793,1.1258719272277,0.218375882100674,0.744243724076189,0.400450705123462,0.107788454062045,1.5935908458817,3.67682967029681,0.901512977276863,0.113805183380591,0.0338891940838312,0.259136166729716,0.0340344637475981,0.0601454713487383,0.180633703184101,0.196352392686029,0.0980351079523026,1.17374242728118,0.319997773336776,0.0334229012892987
"PVR",0.00499757706451913,0.00322530604925333,0.00674414220869339,0.0102157794525949,0.00615356245681246,0.00303229876604594,0.00589722367115291,0.698052274370563,0.00246107010621932,0.00667572351492755,0.0941500240207105,0.00498069947804538,0.00398779037054808,0.00317779741182097,0.00429129842779129,0.00845874531360519,0.290218904645288,0.703905428372294,0.00246944182784335,0.00349509071832405,0.00929588522082075,0.00628380392577719,0,0.00373164320812488,0.0080230437571526,0.00568810691751116,0.0114453590229304,0.00417007972920797,0.00493811419010418
"Rat-IgG1",0.00546964521131944,0.00967144599306863,0.00526823971284853,0.00367855681352248,0.00541032867295828,0.00297441950230925,0.0109976822748001,0.00668020780272415,0.00743544394120988,0.00706636981865416,0.00467624675988735,0.00531060949143515,0.00322523005214518,0.00393849730049489,0.00423202937900535,0.00293858354298785,0.00521565669084232,0.00317833022132642,0.00531971889182782,0.00378773234382384,0.00182734108749718,0.00311250109499386,0,0.00510313527767881,0.00327434532003806,0.00391043230019733,0.00340416954720324,0.00288382805136404,0.00189786978032561
"Rat-IgG2a",0.00297634664638925,0.00663656723691048,0.00272881461971395,0.00230445788592754,0.00181908463604496,0.00312456187728066,0.00166278509485446,0.00809929199690218,0.00505803789318541,0.00174506792248215,0.00535225657635815,0.00248180924475037,0.00353821765936074,0.00453878046357405,0.00506937804138652,0.00491809910167978,0.00733945565909576,0.0088209205211109,0.013542593323755,0.00294622833869353,0.0037101421060615,0.00351780573121452,0.00058577779427541,0.00578384872732019,0.00495190060035127,0.00355687199932732,0.00395494321664356,0.00626734291554571,0.00259964499220805
"Rat-IgG2b",0.00350652860689745,0.00302451802668526,0.0123996528821989,0.00530692856372491,0.00413413423377141,0.00448045472334575,0.00339948890992191,0.0161080117314482,0.00613377373096964,0.00439674506495985,0.00359638363948625,0.00406503784340153,0.00604643229998318,0.00434256923100109,0.00423206067314117,0.00330446028398127,0.0137116464777285,0.0215473345150967,0.00464989213772266,0.00397622623401044,0.00400405531377606,0.00580622374673,0.00290048502514306,0.00562440792302727,0.00236966358457672,0.00319436736919004,0.00337087622879854,0.00423981480297084,0.0049325267617529
"SELL",1.05201004593047,6.42853012120451,3.8854949925665,1.25864435204901,0.890941677675138,0.604851268635603,5.9810603180069,1.28478608404532,4.5748178386715,1.49608140522231,0.849863572201418,7.33293188683447,9.0739713976062,8.51321405789506,10.4257861871535,9.52230193658945,0.256667622578829,7.01126140199733,4.4337853549687,1.76711181246033,3.12430416518985,7.3091813166098,0.688909150958315,2.24165789949178,11.2309015673356,8.07742670631723,7.62118030405994,5.1915570567733,2.37542280842659
"SELP",0.0128720352378154,0.00332005188224349,0.00859799908483668,0.00781832169836443,0.00704517904463366,0.00524196201308568,0.016608022476141,0.238719202307823,0.0116535503324933,0.0137708502447814,1.64727188234152,0.0118303707749729,0.00496312366765616,0.0040401600987324,0.0036739942153247,0.0038104405990865,0.279426107668536,0.330442165076786,0.00799321920595928,0.0196101004091645,0.12804272193936,0.0219507099358306,0.0221796917964043,0.00623151561899918,0.00365761717042679,0.021498699694201,0.00162458910504763,0.00864786023761069,0.0471026199543142
"SIGLEC1",0.00634267445173913,0.00202663774359264,0.00845467879698628,0.0117309768456716,0.00933218758825568,0.00640901383607917,0.00669101807668431,0.801725720840831,0.00713286144744601,0.0134079049181589,1.22291876493292,0.00844352347332072,0.00530268821528661,0.00369888856317053,0.00515948183471975,0.0100336612123552,0.302114490071956,0.07718451582036,0.00409544214708341,0.00951409914591479,0.0176792633444796,0.00736189455806852,0.0113707098037914,0.0082014938746907,0.00668539243902385,0.00419272942980468,0.00886818533172807,0.00688717274995648,0.00606578441298436
"SIGLEC7",0.116064789009205,0.0919509369063061,1.67564967081121,4.8073977581407,2.45776435975352,0.915480896085322,0.143729611973593,10.1821253441304,0.138712492038344,0.520811057376656,6.51262671203073,0.0659219047281737,0.0932317797064687,0.0618570363755364,0.0732049014724377,0.101312291066412,4.34137381509149,0.77349575241889,0.0637271902046906,0.132938185664183,0.132278925183009,0.11202959943233,0.188678293590991,0.0783097045228718,0.0983826052335282,0.0923605750008555,0.154883330377319,0.105206232315706,0.175869836635589
"SLAMF6",1.41968937584065,0.0485415332684224,0.22343698856996,0.792692398737288,0.524888402174763,0.118546385804609,0.625623233298621,0.115694741724926,1.78512002386376,0.68508460629739,0.0586388236147312,0.234981390463718,0.478739907483888,0.199260384074901,0.231025011325503,0.946315372217347,0.042214091351129,0.149068326319979,1.01080948740521,0.617040305532117,1.15047252774174,0.954053629677355,1.40849972022548,1.0681225342006,0.586159010770827,0.535165814259641,1.28712027411663,0.78724987456409,1.1275122646768
"SLAMF7",0.0977764633459225,0.00592709637286264,0.0327061992944137,0.0925325000952848,0.0460816194538259,0.00686862462234666,0.00710332327878717,0.643567365454633,0.0115973167796905,0.0158559135185298,0.0265728579703685,0.00175371271990958,0.00260418326117702,0.000930175427794078,0.00225241246484025,0.00923494293181899,0.599839961247801,0.426853744240437,0.00528567293404538,0.00631664506580896,0.038707028374609,0.00434987575404039,0,0.0227919587963502,0.00601605265463573,0.00212283832231154,0.00804713196623143,0.00632730035539926,0.0141831744384298
"TCR-AB",0.0497199429890432,0.469254670309721,0.0286722770063322,0.0906260026820514,0.0674093802039088,0.0199286184551993,0.523976839860897,0.249279730154881,0.0513877507988465,0.115573850807903,0.0968304722347386,1.906994730954,1.04413851834005,0.640473976893206,2.40557260407076,1.69761458258535,0.0485265019684362,0.07752218329763,0.0277166006872814,1.12124043981038,1.32254437113955,1.47544170483577,0.046591869841415,0.0574807701827876,3.14407590834751,1.71697589906093,1.96398275398064,0.252463462576255,0.110720495244978
"TCR-vA7.2",0.0375829376298447,0.0217422190894996,0.0271732536874826,0.0384146428103763,0.0253710521387697,0.0150326188674624,0.1446166302207,0.0537875562310751,0.0314306195746715,0.0375139095201354,0.0576085155143279,0.207100941048463,0.246400743348928,0.232063894184987,0.0730435489974406,0.399103139822765,0.0444475001016948,0.0297615694678097,0.0298629888405323,0.112870413497053,0.293321201771882,0.0781858964590518,0.0174868150432497,0.0309743117942826,0.100409202976979,0.0987001537389523,0.382227369110908,0.080042909469999,0.318240329081234
"TCR-vD2",0.0375381375754649,0.0176325337224089,0.0204462339268102,0.0501623386193386,0.0368255809807949,0.0201659680397935,0.629151508470608,0.0786265038209695,0.0378959526490324,0.320068687041636,0.077639694060705,0.0469564527351117,0.0292205676133978,0.0208410756421465,0.026527590900397,0.0307171145535726,0.0692710228934608,0.0484314427639414,0.03068618785744,0.0506760055608186,0.0457512682584073,0.12551323189712,0.0408489517645198,0.0384753150005535,0.0294067279191809,0.0209969305778881,0.023341446372914,0.0907231496422526,14.572138086705
"TFRC",1.75656662109146,0.017201255359541,0.222044357919251,0.0324365285990177,0.0112660543528103,0.00500504041372234,0.231517242408062,0.54096339543727,0.382965525079388,0.0245870215588971,0.353516929200321,0.0345148570080232,0.0282989990157475,0.0135158888443592,0.0531122371644927,0.0902883427463338,0.528808152714616,3.10136085700145,0.210531926165779,0.0194292982304086,0.386073502100692,0.292852643402844,0.273853460111262,0.188528920995682,0.134758400548186,0.3802928289722,0.201339808629806,0.1054094251644,0.0312638042728065
"THBD",0.0144821795482615,0.00296771193752761,0.0044019645035648,0.00525029692648683,0.00388875021950005,0.00291868871551533,0.00311767687862264,0.572452155434181,0.0111870433134586,0.00506681428432604,0.686537933740871,0.00200875660015675,0.00324565123593014,0.0011974869018545,0.00164431932539514,0.00164032738311391,0.239716463065627,0.740329993199602,0.00449830094154409,0.00425997954553765,0.00618433705331311,0.00464164284572837,0.0116157036144611,0.0089015949268153,0.00536130850564359,0.00285304949096186,0.0059947969062728,0.00549231916744658,0.00550589516026389
"TIGIT",0.0121201451834338,0.0234444415961689,0.139810060398992,0.431844965625074,0.239107163521431,0.0672099430844649,0.0235017671614255,0.031031348712723,0.0135611609765462,0.179786650870542,0.0217709158166,0.0113500886987106,0.00612961207143907,0.00684548636297815,0.00744735421360644,0.0155495001972495,0.024466565217427,0.040294949386827,0.00281016268770895,0.128134258782659,0.487867650366799,0.0900606720713306,4.33809309244484e-05,0.0104784847711187,0.022193310428623,0.620609738473663,0.0100215552797795,0.0551853621177694,0.0203833458879427
"TNFRSF13B",0.0100166626901172,0.000259200080473695,0.00164798160001446,0.000304082235317212,0.00060376857554858,0.000232816359612425,0.00150041710546377,0.0023977463083717,0.00823605580177856,6.81486301053447e-05,0.000739751519526863,1.03119058574569e-05,0.000321343162332877,0.000102132800680849,0.000334444639408114,0.00022094501771727,0.000410882184817566,0.0149029151932696,0.00178108105953374,0.000108827974801551,0.000217484594799604,0.000714146194225884,0,0.00443270301358594,0.000481030385440563,0.00066758196574304,0,1.4589925979152e-05,0.000251662346716236
"TNFRSF13C",2.36885889547578,0.0209358292572666,0.0137886130272205,0.0181206216221177,0.0113622696091133,0.0104859723775296,0.0244208659243879,0.0233762888548456,3.15878514875894,0.0218848173981471,0.014409744752126,0.0242493570233209,0.0386630250722972,0.0140764852375061,0.0141372419287096,0.024340286982667,0.0156104366112492,0.0709770996358112,2.36068127321943,0.0178836468336683,0.0245464377275387,0.0220602910640701,2.91281150121071,1.7479983183417,0.0204573862166849,0.0237128378086305,0.1014079435728,0.0173952782991651,0.0143003406377486
"TNFRSF14",0.0210867463522928,0.00937992363375804,2.25398195928224e-05,0.019794015296753,0.011548211668075,0.000966753248599747,0.0317658143686646,0.0800622921847558,0.0313362378786602,0.00276344654245076,0.0118414288996908,0.0144570600892456,0.0370317576289819,0.00964902256145665,0.0454241586268862,0.0613846692119065,0.0794388977391468,0.0202129369752862,0.00776696936789023,0.00189665783988157,0.00903522859972315,0.0452194037428225,0.00412950211478285,0.0197209622435436,0.1288568131018,0.0206927619981166,0.170774283321451,0.0111643565497266,0.0105964979935971
"TNFRSF4",0.0235982874517134,0.00358157428914945,0.00169945011181404,0.00374170491876877,0.00155326828528497,0.000629340218113052,0.00181862383672677,0.0286577201606765,0.00242899985433276,0.0021412458394841,0.0156865564358537,0.00201260965434327,0.000992133574068237,0.000799851516053968,0.00150621237442602,0.00227563413914807,0.0371534835978147,0.0499322475533508,0.00131405061783767,0.00110048910349112,0.0102868868341549,0.0178538403274924,0.00362062370171882,0.00555940366437425,0.00378603905310449,0.0566105580899363,0.00343460228223037,0.00100508697743128,0.00112249048036611
"TNFRSF9",0.0276192856048358,0.000745355280123171,0.00940792456977535,0.00409041076010862,0.00172531037801623,0.000378778617182113,0.0265639734993359,0.0115960089976919,0.0110080893467723,0.00195002929898626,0.0028035588095107,0.0141237057671394,0.0246649098656044,0.00446982555735516,0.0165241596860147,0.129226927322596,0.00268482204970238,0.142547599232256,0.00349925511458568,0.00184867889285377,0.0302880571145966,0.0356381062009894,0,0.0058748492778979,0.277371941720316,0.0357657540875376,0.0536643011793407,0.0175294027808468,0.00349900887726094
