"","Activated.B.cell","CD4dim.Naive.T.cell","CD56bright.NK","CD56dim.CD122hi.NK","CD56dim.CD122int.NK","CD56dim.CD122lo.NK","CD8..MAIT.cell","Classical.Monocyte","Follicular.B.cell","gd.T.cell..cl9.","Intermediate.Monocyte","ISG..CD4.T.cell","Naive.1.CD8","Naive.2.CD8","Naive.CD4","Naive.Intermediate.CD8","Non.classical.Monocyte","pDC","Resting.Naive.B.cell","TEMRA.CTL.CD8","Tex.CD8","Th2.Th17.EM.CD4","TNF..B.cell","Transitional.B.cell","Transitional.Memory.CD4","Treg","Tscm.CD8","Vd1.gd.T.cell","Vg9Vd2.gd.T.cell"
"TCF7",0.297911064433302,9.21675470794686,3.91616739606698,2.07518846237475,1.0328109004596,1.20051777134395,4.38914413248303,0.802281106486085,0.215486425619542,1.69818387809225,0.0955606059807616,5.30113352257619,8.9210149799781,9.48913691155149,9.7882455985757,11.0834520339354,0.0887552560981715,0.362604103152608,0.342817049011653,1.26314907898879,2.94554316738512,5.07755093254512,0.140198865130051,0.22967654022472,10.202801846788,4.12302696915095,10.5852268634605,7.79006096955787,3.26233386226448
"MZB1",0.438832512515144,0.021908839601379,0.0613251231754273,0.0119749015232043,0.0084779800353935,0.0178047529242509,0.0189664560688303,0.00318223915266335,0.715107233338086,0.00745919089141272,0.0239531728146538,0.000780320321491973,0.0155758079889379,0.0273685366608387,0.0158047835550391,0.0207390470544917,0.00114191998378595,4.20003106970864,0.490992084726813,0.00929407640038676,0.0328555085692567,0.014947354130942,0.435592310002569,1.46439566204801,0.0205938491981718,0.00124360705837899,0.0200858865044979,0.077639887229295,0.0141044006846267
"CD14",0,0.0577156193013831,0.00394869727993384,0.0171858245587336,0.0168516870461226,0.00631527159742414,0.0070318988704327,7.14536375184373,0.00446104700480658,0.00574792996497288,2.75380456521026,0.00426363253517114,0.00366955868549176,0.00266820136903664,0.00392546518621719,0.00518987533623003,5.02546823348306,0.00371962369311022,0.00289551503380741,0.00224058189100732,0.00694491253165794,0.00370715309891744,0,0.0051260992881997,0.00509809343687509,0.0113527421768036,0.00966063975326922,0.000754131547388948,0.0113415809757729
"CSF1R",0.00364679604549947,0.00915340454171542,0.000877909479807028,0.00466689740414469,0.00288274898744026,0.0148944272982455,0.00427620865601487,2.92019655445349,0.00261523827448231,0.0041263172272121,1.39763474242049,0.00242969057199216,0.00221986088254673,0.00272030835243311,0.00248156742691726,0.00463195786565282,3.94940063950785,0.0856867689883355,0.000891911058073058,0.00503575009151573,0.00368132582739549,0.00447989922341918,0,0.0012807221918837,0.0027985491701498,0.00286507277977231,0.00554456260524158,0.00311751520611942,0.00566646728549891
"HAVCR2",0.0236480019261252,0.0373979798788499,1.00075575784852,1.64124395397644,1.52284403098126,1.37257707274716,0.0634629329762135,0.979444810083563,0.0288933743045263,1.54481311160415,1.86774361312664,0.0339237609902154,0.0526870937511132,0.0563878327199649,0.0241065793993146,0.042828739220144,1.65098776205123,0.122286207187011,0.0335419209048031,0.918814092303304,0.449221499292157,0.0408108602521141,0.0104143668273256,0.0330454256004669,0.0226541793324182,0.0395389293599043,0.0362993350471546,0.131203831404919,0.160656652793291
"IRF4",3.23686474723269,0.272892829537919,0.0997181341088077,0.331844419193308,0.280176034286169,0.27926278214684,0.221243876367327,0.126671128816926,0.864857539332211,0.718931947861802,0.0988915465853672,0.90642005231829,0.415858363621566,0.316354068569472,0.217990052559231,0.292855561169609,0.0626161266230764,2.58543428470925,0.874297066059584,0.50010842528785,0.739459669122895,0.231112250076628,2.20347414532675,1.16066412762092,0.214217261771901,0.777966120102526,0.282527343331573,0.155019555218658,0.398752529403057
"TNF",0.622835345005454,0.0805186069064023,0.142925191863498,0.0963755451707331,0.0653746736358634,0.156218784840416,0.223486567507947,2.9773008129066,0.229373654866172,0.20981135890571,0.685234406436683,0.228306886571693,0.0107087421693144,0.0222863959439032,0.0429302749540594,0.00715491863054838,4.0554243212505,0.316745228957605,0.222633953281133,0.171777934000482,0.0334808148242927,0.195182398977634,1.33044305661847,0.162242319632944,0.0253450248471853,0.184058207868715,0.00953653398486933,0.0252217797531895,0.889479516742742
"NCR3",0.0635551474992707,0.13895260013351,0.67573801915112,0.308898219447252,0.329012003136577,0.309251884847185,1.79361209473349,0.00962187889591837,0.277806363945186,0.21275264477502,0,0.0140313891859817,0.0744708160061119,0.0658367812142578,0.0226492546893617,0.058779567835615,0.0128757354626128,0,0.265718228668011,0.108435038784851,0.106895138800656,0.142378596046036,0.124948446105356,0.135740649971236,0.0193905524136177,0.364679389547078,0.0570647851612224,0.499605278374315,0.848167673963971
"HSPA1A",0.0969615148025453,1.29182966687295,0.906151267586054,1.73817580421008,1.272590224359,2.55980243381083,0.6720869119547,3.87251736581107,0.352135580922095,6.15771270845169,1.77197815708501,18.9716626559882,0.907340974687338,1.07395166348265,0.988484660942569,0.31282660951414,3.24109555361239,2.77629415769318,0.385567624343995,3.03312297520452,1.41322044887427,1.69098094434769,20.5815708163708,0.517179000461855,0.739004836750252,1.49658383755424,0.316246208453663,1.00638833252365,2.50334521385222
"HSPA1B",0.096463899940198,0.757833131285337,0.434712444525004,0.928003234141796,0.735123357607175,1.19465292208682,0.397844294624293,1.46610742199411,0.263762094214783,3.49653480940389,0.691077928236305,10.7498074169946,0.515545423141581,0.661938038428582,0.537702776827409,0.105356627830072,1.29342180918866,1.15305172542659,0.305572352361077,1.93134551747162,0.912054810372012,0.940103456273846,14.1934631033426,0.382970936256532,0.227859306224988,0.613205903024343,0.1554237166033,0.427032971429485,1.6591206663037
"HLA-DRA",45.1634244307139,0.322286411641601,1.72021017341811,0.527423724091531,0.889558302619779,0.924509996934436,0.32255442064395,21.2825383235836,42.1661236170167,1.12970657060201,13.7674265302627,0.0227869357187123,0.0167954187993151,0.0577096943166942,0.0231217002341389,0.013837261009579,23.0877586807385,48.5709904130249,41.1785097999127,1.2783745965816,3.44746204925784,0.175567224360894,44.7069046400176,37.5222884569818,0.0130047460236384,0.158251864012498,0.0602806483631038,0.108235629199118,0.327336684929281
"HLA-DRB1",40.8307851647451,0.342011589015876,2.29348369143786,1.11452158159673,1.80183397885969,1.78431415280425,0.570769585433144,18.8474762137828,36.3604052908776,3.29135433117872,13.4887678063745,0.0254600175354344,0.029598662335534,0.095535140677723,0.036414983002532,0.0163578500571545,20.5299050793011,36.7449615651418,35.7441464018563,3.85863877559908,6.93784331092964,0.388230090846528,37.7546747735979,27.84471156342,0.0285151406916788,0.426403259785912,0.0796649568224541,0.261516307296206,0.867309282661502
"BACH2",4.30870129087271,2.69567361022774,2.01525738904223,1.23675032229385,0.569382027134905,0.818287277302524,1.92178326116513,0.371889770139768,5.63657678489523,1.2516587437636,0.0961317870752359,7.21013102704631,3.84402246873302,3.56859985813001,3.01352473438291,2.03813932069584,0.164591772117971,0.223657986867461,6.25716135674295,0.773543224947511,1.02934859542863,1.42300611227455,8.22551836679407,6.57668406847993,1.91179506451375,2.17906620673128,1.88388202556455,4.63308408279207,2.04859703374057
"PRDM1",0.0295142190425594,0.0664086192015634,0.314619181713723,0.827629515062919,1.1385916519476,1.07127245041367,0.165211883574653,1.07963439755819,0.0166631791918916,0.98145691974432,1.95651561907919,0.142516158229785,0.00758474992150977,0.0205989958640908,0.0389134302310368,0.00651775547242706,0.956135695989544,0.492726212469715,0.0182855526983124,0.86608753967901,0.385934216276403,0.286630886964428,0.0407872144315777,0.0227031158022069,0.0337379144744923,0.494019050965893,0.00478519419208412,0.0114358624552136,0.336643776978474
"TRGC2",0.00292799102678765,0.0918472332339354,0.409483574637637,0.419108648280967,0.66100142985756,0.676693348016745,0.269548933031216,0.0387466578938568,0.000849191513796775,1.86399168644712,0.00890017139175162,0.033407839462797,0.102488164018744,0.105421756749006,0.0225231511275322,0.0780133045726164,0.0142313487073048,0,0.0126777052918021,1.44304487184781,0.942937174243898,0.0896559990739158,0,0.0012227024042994,0.0221365728883649,0.0378940652431158,0.159981943863373,1.11289783205528,0.920938505771148
"TRGC1",0.00195718912438598,0.0135427378413288,0.59146155501444,0.51400203579821,0.530442020855416,0.538520833447537,0.11997057727366,0.0302757207982753,0.00110638014949358,0.214404875486729,0.00294844838734574,0.00924848331297401,0.0180904455123914,0.0243556791922097,0.00688043631752087,0.0333064093558672,0.004334066993668,0.00538948285228089,0.00247442542626764,0.1857140441872,0.10048422978438,0.0308016245059192,0,0.00361055779354038,0.00789567150642476,0.00833854002773168,0.0377128475332401,0.173082901509205,0.543103342057357
"TRGV9",0.00109025668131099,0.076801907017411,1.10065302554407,0.934219243603011,0.987527452164367,1.12446267054417,0.30447994330532,0.023981286528271,0.00148253984178773,2.04823475948685,0,0.00363175965127335,0.0151789017230631,0.0326803624638672,0.00587281015877111,0.0148251640276096,0.00342941886716355,0.0109093464851987,0.00677450032924057,0.959010284667832,0.572109359239219,0.0415734614709008,0,0.0107163906282087,0.00198615677067244,0.00268492289830486,0.0351739076326645,0.534124150364352,5.1072858508705
"TRBC1",0.0399240775611061,2.01190111812199,3.43842053869311,6.47820399418285,6.01300604561135,6.80412040934808,2.80511334184133,0.262980667349096,0.0541022809093026,6.27832122125475,0.0440077849560774,1.4199644558348,2.43620129040082,2.61681778238937,1.79317525613999,2.39854909091829,0.0709489505066561,0.0482355351608849,0.0924938777294411,3.41836038272944,3.80509457014815,2.44289323878566,0.0379684973108954,0.0912325814785494,1.72642932764004,2.1345485631537,2.3777203786295,5.04519231640347,4.72986377142725
"TRBC2",3.64013139013567,4.9007455242475,4.48674182905176,4.66758008293051,5.51493705111768,5.89623095617078,4.5910419186332,0.406919865390028,3.99416009828495,7.38898020650837,0.111459054268814,3.06738969715987,4.82847704590414,5.21378762328129,4.04013486832824,4.6752160185574,0.0775284835029388,0.670749715443148,4.60499825219089,6.48681656000011,6.40412333588779,4.41013003140788,1.56021649418566,3.97204480973279,3.38943223318248,4.4542637458542,5.28364279827453,7.48299210386866,6.60513955856316
"BLK",0.915581196715912,0.0772564875292066,0.0217796809239268,0.0068365716761497,0.00646418641950601,0.023510099997392,1.53232452198031,0.00725376678922311,2.20923279268443,0.0302924445067589,0.0121525583721487,0.00535133448144267,0.0348585546673494,0.04171146067383,0.0302011832927117,0.0585924041658258,0.00149188149304085,0.725732098398366,2.23386574316819,0.0297383995315856,0.0330255560738482,0.110372688714978,1.08499624745265,1.89955092278993,0.0364371899651127,0.0453563463309478,0.018966491491624,0.0681035886408586,0.421340197013776
"TOX",0.0965883598861522,0.706693160919428,0.876901912867931,1.52945784167284,1.66836888420376,1.7267476734328,0.524416532028973,0.0989171898976665,0.0454841520869066,1.48373490565968,0.0316574775886106,0.522594998270128,0.457800297494176,0.484214848420773,0.5362713164969,0.47852056167397,0.0219399763344111,0.0456911329066743,0.0378705206811414,1.36113807145046,2.05312697066957,0.8037517968875,0.104845933490908,0.0348372351086462,0.527520152609962,1.68057477192791,0.471099230033257,1.4577249455313,0.52824910276485
"PAX5",1.42463647051586,0.0158299436435641,0.0079385154661048,0.00224085434032752,0.000899048860248788,0.00901295410740222,0.00137564751728639,0.00638275505852669,1.58383254682047,0.000562853387499341,0.00139933414084242,0.00150828425392711,0.00169877114000271,0.00194231773791466,0.00166327767314968,0.0011690273850052,0.000740394263647364,0.027604533972429,1.52731799040109,0.00111003065404451,0,0.0023733366222053,0.618882883451473,2.0646442724932,0.00210297940384717,0,0,0.00139714114511844,0.00235483788816871
"FCN1",0,0.044637559853536,0.0138450236413868,0.0067773363185763,0.00270316434796957,0.0135847970352784,0.0014633712326971,5.0768581955486,0.00394945969025374,0.00186576223174622,6.93496304644843,0,0.00219951112187818,0.0027426469216345,0.00126701150120182,0.00199913389297537,5.9685255272749,0,0.00205502150571802,0.000396815948826615,0,0.00073967683507521,0.010488766007168,0.00123751104869194,0.00076762235948652,0.00229590354103862,0.00964591846347901,0,0.00592101027034452
"CLIC3",0.0245473977240368,0.0885486099038694,3.98491273704891,7.52830215656951,6.57783773315813,7.02683855384381,0.69311362239757,0.100640192605607,0.215997320214733,2.9055453189464,0.112007442601505,0.0553170818573082,0.295983955418651,0.314850219646917,0.0272384710017624,0.340636163036956,0.0249687323105505,4.53004557841239,0.28934974569261,2.72608113178178,2.06731580404422,0.16540133524772,0.112327723023948,0.0571537081694077,0.0341114419777793,0.0785419572561394,0.390158403444222,0.460650717880595,2.20040347606902
"IL2RA",0.917739613129113,0.324401044646059,0.134635914870857,0.0500646889786832,0.00794418063544243,0.0120294689763504,0.356923204046391,0.0471633077630053,0.0716904814324799,0.0116933430884936,0.0175711798431077,0.0947984971871286,0.00339664821503086,0.0195415673592675,0.0367011819807802,0.000714822776710496,0.0206712487628408,0.225928173455361,0.0866374648686116,0.00519202004707564,0.0215642279239961,0.181657912935268,0.186127834548625,0.119023214895815,0.0335869584987668,4.39586154314142,0.00364319163989528,0.0265847764782461,0.0280457784190064
"GATA3",0.0209217477730614,0.503057067657226,1.55663823027944,1.27998343238868,1.10877653420019,1.19394372139578,2.48831599488899,0.0625924093342104,0.00808531783875384,0.84299056842997,0.00770903349746754,0.627616251253823,0.386941664590176,0.351782472108801,0.469614073450102,0.38306116917733,0.0169307393306791,0.0128547054949191,0.0151580021128694,0.725505967397058,0.714824923348082,1.33876593359832,0.025081536492059,0.014129085302897,0.45836116769357,0.994439619246025,0.407210615563515,0.804902505647235,1.24369035390117
"PRF1",0.0109265345454197,0.123964795671195,8.02341118287188,12.1976984628926,14.8695977476152,13.8716186435876,0.803145373082658,0.174938666637202,0.00797473513993026,9.5018916585084,0.013744923904123,0.0320438468171908,0.115252556599975,0.236938306453926,0.0312048666670317,0.117817598694411,0.0407488391796503,0.00774013072782322,0.0279848065945525,9.07578823144728,4.31174530249612,0.126229603449495,0.0256524667946788,0.0180939950268421,0.0285567318771306,0.192798367182288,0.100266653117866,0.266007102005971,4.48799066746321
"FAS",0.426881130225479,0.250777844939608,0.182396141565842,0.255291199051104,0.260978046462885,0.26523978645808,0.38571662965721,0.130418354792946,0.213191118323951,0.357483672833837,0.122040833282085,0.553250826464705,0.211152725916528,0.183317824529843,0.199523089641722,0.135811918007889,0.216661347891412,0.462580081444733,0.228957815115987,0.423410923462459,0.487227463730905,0.511609361203988,0.075402228646989,0.226092067642415,0.214543203805026,0.72350272597255,0.273543952372929,0.313975599493488,0.457924107943263
"IFIT2",0.426640212322371,0.200702554032673,0.179232807265601,0.555191031148733,0.558442681502204,0.629074042453321,0.299489222169602,0.712532798656642,0.387852558571814,0.925121554791352,0.336568469717502,0.650828964655806,0.182488266921827,0.182411168906551,0.17336115945477,0.110834458741326,1.93633399465287,0.719103995715102,0.425384133560133,0.956672080645973,0.359244792302075,0.485176257572144,1.93924837835219,0.366303293302617,0.184358453781358,0.353461654117558,0.116910578146518,0.202787596235815,0.881950294883306
"IFIT3",0.959414310141968,0.282895907597399,0.134318162870429,0.603519101447452,0.658340797354198,0.624374245217882,0.449888981952954,0.647655194336143,0.387881335854425,0.67117903654911,0.336285313675879,1.18091018299341,0.212208160919911,0.170497732182873,0.284522242059036,0.0926393176477357,1.67664163728291,0.334203209053673,0.488690724516726,0.915176758529116,0.249755398337243,0.449522177510221,0.289661307079413,0.524943547421442,0.322134344896327,0.622006463287852,0.0800291573137356,0.199711319969267,0.53189804137375
"IFIT1",0.445548842763633,0.166957477974416,0.12240485173087,0.384628952141247,0.394184636523671,0.463500941690539,0.30428281367002,0.26671693132231,0.227151732770954,0.488649488059358,0.111325464468787,0.755798065355572,0.221978863080561,0.156817392937509,0.155304187638723,0.0697388041939873,0.508751598860254,0.155877675932753,0.244364183114449,0.75068012764806,0.293253790312407,0.360009252459925,0.141541687236687,0.319079467193704,0.118293936773763,0.312069727014264,0.0613468716650083,0.307915828073995,0.340484216386041
"ENTPD1",0.172289435987163,0.012993593099099,0.381857554094692,0.189911873610696,0.0770235783177782,0.13253605111853,0.0173049751141821,0.266921816237631,0.166255462274939,0.069880785999495,0.153168856986408,0.00436497924099273,0.00508853202115901,0.00998244789535426,0.00447301495384774,0.00395367087058856,0.216648117344971,0.392766080090335,0.12717767324137,0.0597783932632273,0.205175377912472,0.0250164282398835,0.0494092727651214,0.0766379358831071,0.00433101470348728,0.116327185343677,0.0192724243438478,0.0111183876923238,0.00573606018453302
"BLNK",1.2532415415862,0.00937188956851463,0.0136892780661404,0.00416328135500212,0.00468048388409623,0.0152263074247087,0,0.11200442756007,2.1065075602022,0.00526563164046025,0.0407961417886759,0.000475915623586531,0.00153609477883848,0.00253410309986968,0.00175662776603916,0,0.0169631830266582,1.94784920418628,1.90678570316649,0.00133143012965796,0.0002998900722951,0.0016295444889162,0.584103231642359,2.21618559726208,0.000743759670105261,0,0,0.00221346456443711,0.001545786549152
"MKI67",0.00453902571375933,0.00580212292556927,0.236962596001714,0.0570951061450851,0.0304034672657282,0.0159182048903005,0.030254317503205,0.00663347106922601,0.00105623711498953,0.0326178037377593,0.00765340577498489,0.0154825691186887,0.0021209238476873,0.0069921087426856,0.00272660838678497,0.0104032390582533,0.000698528508279667,0.0640855466450942,0.000589246510452703,0.045940776210925,0.339508184979236,0.0313047445940013,0,0.00511162475382017,0.0102719946213894,0.0304219739608749,0.014017790912967,0.0108022167074608,0.00620683216635804
"IRF7",1.71759713100307,0.931755344486956,1.89711597561803,2.07803533848199,1.71831837133653,1.95437429287228,1.21656942809345,1.4911212757064,2.02907358146268,1.75853511391432,1.61125019962052,1.29845902315911,0.81994053777953,0.813409814654092,0.794853332704025,0.693083794826806,2.53039784061321,12.5535737114084,2.14866624699989,1.57425399899958,1.19976130783535,1.20883413884843,2.51817097658621,2.49593608149416,0.81823941682878,1.40193364465812,0.774881984033242,1.33237959242655,1.34554623966193
"HBB",1.12894722447088,0.951059767036916,0.335251142582523,1.36382665455761,0.349349284735199,0.278558300566301,0.99538942101376,1.55952241931763,1.3299350333298,1.96546414537827,0.167212710451554,1.37172520744974,0.505971151246033,0.660200438196614,0.6085301232573,0.879145930274353,0.309275597017683,1.73418152466037,0.830390428808016,2.00075113027626,2.19857138631387,1.62792083231189,0.095045607166988,1.73172986784654,0.845156906251699,2.19938159509522,4.50011655361582,0.236472364500861,0.861832294638015
"MS4A1",8.33686053826519,0.0871344055306099,0.0387669793724741,0.0166000315149171,0.00511916106888432,0.0462043628063323,0.00716890483162978,0.0245530971708716,11.8164365249602,0.00420348258326401,0.00305971733083917,0.0045869808138917,0.00163953659093074,0.00350410473774787,0.00539458702583165,0.000370985216535909,0.00871614225219124,0.0835466728911508,11.2833273644762,0.00273516843102685,0.00516144046192839,0.0151831860422509,6.08680146077976,12.7276394126239,0.00118043960616241,0.00639347865954994,0.00265141923843285,0.00589571369404098,0.00189434224951034
"NCAM1",0.0016718597758301,0.0100928312624637,1.9226141465144,0.455823008032373,0.327545056064794,0.292884649222886,0.00237517349948635,0.0459740880719986,0.00027048355020479,0.0667398431521556,0.0163286621632047,0,0.000517325540708203,0.00177584567056652,0.000646201116370654,0.000783500417935291,0.019422715635966,0.00488647497025358,0,0.0104117774041017,0.000316667923838324,0.00158812085599714,0,0,0,0.00191777513901844,0.00405175878745446,0.00153197285468,0.0106470436462891
"ZBTB16",0.0119415374092608,0.0112891995448049,0.300560238248738,0.943737562948614,0.570055889412687,0.573681497232003,0.395821009634364,0.0205080451991094,0.0347339956295702,0.149834860908576,0.00867321123686967,0.0171098216656883,0.00353690199517791,0.00373030102560464,0.00443118928846464,0.00213788667799019,0.0178838679004406,0.0012231195026894,0.0311300139636896,0.0302583877398688,0.0124665536858441,0.252533929656806,0.214631723451051,0.0347061901766621,0.0073660021801628,0.0171760000911706,0,0.0267103370029432,1.15498125529364
"CD3E",0.0944123741676701,7.35385301897515,2.57483375518202,1.35291235625539,2.63719966331366,3.06854434039805,5.47920420925989,0.578111255112528,0.0560477771529092,4.62781644568675,0.0997156411828727,3.79296443548021,7.15028119068615,7.41458588278292,7.09016696473691,9.33197872660716,0.0673009435776531,0.407498295312464,0.156012245543584,7.03375221157109,8.14609813571019,6.71949543255322,0.0143254571969664,0.154572135395557,7.46090386866206,6.66186217996872,8.90758754490805,6.53758748804364,6.60519606089501
"CD3D",0.119186059047508,5.14114468942729,1.33809059205779,1.80040125394393,3.19208739302531,2.63252327152057,4.74462896909607,0.483291456488616,0.0603848817385548,5.97589913547852,0.105319397828676,3.66470077669627,5.44142024374502,5.41818863773127,4.96365293467243,5.84493289210211,0.0604865686637592,0.157005658178866,0.127826663553413,8.63003644837412,9.36606268329959,5.37479694779756,0.0112164711635743,0.095488175377486,5.0486304095018,4.72131959169579,5.25188405922738,5.47073116594655,6.6342203505402
"CD3G",0.024489652630896,2.10944072820558,0.335505622603931,0.670874940094784,1.82906643952658,1.44263794612401,1.78042642701343,0.23548479267939,0.0172604596979995,3.76743516382925,0.0404159403110451,1.7584871625491,2.3245896525321,2.40554922330124,2.29866740949289,2.37239932501454,0.0458839439159182,0.0503120179996053,0.0554038374438948,6.04182049540926,4.9885042108861,2.1870708727757,0.0300200463194016,0.0427654904291945,2.04098822926107,1.92639980274941,2.09383988983018,2.35957193433605,2.49161019119117
"CXCR5",1.18053537095948,0.0259231057835078,0.00809345325762524,0.0156299085970013,0.0156641280661235,0.0197722098091709,0.0110605830466921,0.00624938556563983,1.04170038643147,0.0149356962226072,0.0038861924304372,0.0365481005941686,0.0134156219588309,0.0218346135166482,0.0222832882702544,0.0166952233179185,0.00336327864703136,0.0210020212980943,1.10949363541676,0.0216038721928347,0.0469588790463493,0.0858590421483889,2.03625705903477,0.82400725787361,0.0181310106267853,0.0226151496053771,0.0131955610927528,0.0327454972178069,0.0229269221543278
"CD27",0.143140576153697,2.74444899342721,0.35629106463557,0.179113059891599,0.0880413829448195,0.121277005597096,1.80059302354047,0.280342878897956,0.208188892919611,0.2683296009734,0.0119486764743959,0.855009322289718,3.87174793621723,3.60426292929632,3.17489582537009,5.64883362172258,0.0356949170745737,0.355495131130416,0.158379337798468,0.823061605101708,3.50145988024816,2.17989245819722,0.0327007433638944,0.145803572800227,3.47089826619087,2.75671814242354,5.87405262035857,3.08757441707736,1.75827237609578
"LAG3",0.0146843507748714,0.0569326353518789,0.202696874886866,0.359358829860656,0.80944651318173,0.83354314599809,0.216507794211785,0.0267666577336494,0.00369738121681258,1.66159372106101,0.00882164883536103,0.0296714608605163,0.0357555982307881,0.0687462960711426,0.0365459131316654,0.0341982762460528,0.00943802032680555,0.0236616843829903,0.00678311615460944,1.69676639624313,1.66918075749807,0.28478830194577,0,0.00254129169183567,0.0704267811094331,0.136000908901668,0.069079261941556,0.116627030222483,1.40659988348029
"CD4",0.00457660078278721,0.674347448501627,0.0146976789504843,0.0245106542100011,0.00438240765495796,0.0103413926583108,0.109082750968125,0.644818601428485,0.00618988958053513,0.00135564831214536,0.41981652858632,0.43367340590986,0.00248319533674625,0.0441395075663972,0.886595254100139,0.00932388701841509,1.10726738764989,1.38091883808498,0.00661090432024699,0.0303116922737486,0.0555671711264537,0.983444345014458,0,0.0147124101073039,0.946902485406715,0.65678699224705,0.0020424014801692,0.0376311356189257,0.021637106010802
"CLEC4C",0.0011776652950399,0,0,0,0,0,0,0,0.00217675926657552,0.000798663293219404,0.00189320505985557,0,0.000200996047975505,0,0.000119281012228212,0,0,0.762677439546155,0.000507713307495803,0.000817610460569939,0,0.00070963450458121,0.00689698456937642,0.00213801846796009,0,0,0,0,0
"KLRG1",0.0289032811352973,0.284678776846971,0.522499517408286,0.808312724381326,0.681811924904132,0.878076121874068,1.27615402604177,0.0876792215542813,0.0654011973560127,0.940018125597905,0.0262582796562834,0.177599061022512,0.217659793065751,0.241537985357243,0.231490903341494,0.24148736506549,0.0320497685670045,0.0615185101156456,0.0596501471693593,1.39106488854211,0.839540532131185,0.333547719957788,0.0311492780753398,0.0598774096567734,0.255037205973884,0.296427643111937,0.275874784150295,0.573300896347685,2.3166231473272
"KLRB1",0.0188837798543184,0.165724366547196,5.43855522099465,13.0680850511112,10.0994282213729,9.73998750919319,9.99622732262464,0.133075035011802,0.00377176509862716,1.96103508152574,0.0024566547830086,0.0680502011121176,0.169029306747006,0.130164785380712,0.0423368727409358,0.252341102180172,0.0216874442962375,0.0218303502002953,0.01926281737406,0.99284222862626,0.526031807345568,1.49046394562554,0,0.0249811984157032,0.0714698656562189,0.23063845125199,0.223554448959353,0.330723203646056,12.3545918818687
"CD69",7.46657005897462,2.17474909392311,2.96125315524871,3.78834848169825,2.51609671636527,3.06460102536456,4.01712076950895,0.450273204897368,5.35812534644213,3.66629416975937,0.390494663819288,8.1199964280735,2.31368029497362,1.92182832936052,2.14311263659128,1.75407623930841,0.90217386827041,0.556315721312223,5.60331419665258,2.41815986554246,1.6973519702971,2.61743009209365,23.0370015868437,5.16505190144677,1.77867232359609,2.79141372165273,2.16091306016809,2.44682659259503,5.65601350573604
"KLRF1",0.00222336054370398,0.0119142551177516,2.12402550612866,2.22930430453984,1.74130952322098,1.68508164805309,0.00806139149664205,0.0218135319383287,0.00188813062924872,0.379934301276142,0,0.00312841412419467,0.00191979441416891,0.00385534991190237,0.00215994654995052,0.000490083791586183,0.00650829415124472,0,0.00288188399131015,0.0634273498996898,0.00749691579311774,0.00506453089905968,0.0134095891972349,0.00441179906789881,0.000795000433079841,0.00295394736440201,0.00481593816042794,0.00235645630019328,0.0389486485026383
"KLRD1",0.0109662754947582,0.144686947694454,8.96027273481477,8.963891312917,8.79751041887411,8.73374758718082,0.56642486210177,0.1598036285219,0.0151567804664432,6.88230389131432,0.0675749625563986,0.0209504058950015,0.0388483598893324,0.133863889400077,0.0118918748485448,0.0101776804419723,0.0646552545571186,0.0146027184921839,0.0265123853442833,5.74116249177691,1.81506547739914,0.0418901552493509,0.0137399629570599,0.0275299204681833,0.00347549941814103,0.0171121014772671,0.0603854344418134,1.00781929703094,2.82484934077266
"KLRC2",0.00283101430724935,0.0716158533985974,6.70835535149145,4.85943834872987,8.45956913265699,7.01465691354656,0.345705632646005,0.0810816604709593,0.00563220740292063,3.89409024055005,0.00492983799427133,0.0272766765641564,0.313965232131921,0.386705525986236,0.0123857347684615,0.285495375382115,0.0114388509736891,0.00761544393213623,0.00816958212526719,2.6581716564687,0.800208660214001,0.0127089851985455,0.0102657599947439,0.00938096156995873,0.0084464725411644,0.0198917813820098,0.382943611586298,1.31518659643552,0.347393320952744
"KLRC1",0.00912056513609515,0.037785695649939,7.2254576189389,4.68797356425324,1.82204796845556,3.0424834281899,0.18760881431709,0.0222983939368183,0.00313634554651807,1.18576595021827,0.00354515391640243,0.00713214376972393,0.0103641607516267,0.013670028647655,0.00228066947101071,0.0046630297517672,0.00562992659159674,0.00366935850806819,0.00317391524147512,0.709355576459225,0.156265740117434,0.00412340562831499,0,0.0141392362507497,0.000489437582657725,0.00255967830187025,0.00163681042608958,0.056576840918955,0.835664104012914
"IFNG",0.0138686838903698,0.0276117476153743,1.94486162473812,0.586544491455209,0.377834642392689,0.521735621641885,0.0273113762315514,0.00346243630017678,0.00465611547210081,0.889972252482709,0,0.00119563084065537,0.00638199641349181,0.0352725130060853,0.00477823274099132,0.00369087421348995,0.00638938478529297,0.00335473793777525,0.00564545320256171,0.57121816610075,0.385073566997897,0.0293905845195011,0,0.00156157103411348,0.00691020221702706,0.0107995901360962,0.00262176045446644,0.0673564224891374,0.494194957506923
"LYZ",0.00615473471631448,0.10254076961009,0.0526669766522946,0.0231917490131416,0.0190576272037433,0.0745773061299956,0.0101482044526778,34.5916519583091,0.0151232000673642,0.0143603379218701,17.6834424140305,0.00564755143132615,0.00785703262408058,0.0174310796947209,0.0136101238216608,0.0129510395768254,8.91533726973998,3.77443196272059,0.0176361305095252,0.00964022207229482,0.00318744044901749,0.0088092364075181,0,0.024892715270851,0.0118148547487178,0.0160820931863194,0.0246390115844863,0.0164082519229339,0.0135575024512216
