"","Activated.B.cell","CD4dim.Naive.T.cell","CD56bright.NK","CD56dim.CD122hi.NK","CD56dim.CD122int.NK","CD56dim.CD122lo.NK","CD8..MAIT.cell","Classical.Monocyte","Follicular.B.cell","gd.T.cell..cl9.","Intermediate.Monocyte","ISG..CD4.T.cell","Naive.1.CD8","Naive.2.CD8","Naive.CD4","Naive.Intermediate.CD8","Non.classical.Monocyte","pDC","Resting.Naive.B.cell","TEMRA.CTL.CD8","Tex.CD8","Th2.Th17.EM.CD4","TNF..B.cell","Transitional.B.cell","Transitional.Memory.CD4","Treg","Tscm.CD8","Vd1.gd.T.cell","Vg9Vd2.gd.T.cell"
"CD1C",0.180991266745371,0.000543078330903058,0,0.000708208904578221,0,0.000933202137555488,0,0.0534680001068665,0.154429600529447,0,0.0312369522491448,0,0,0,4.41205634280661e-05,0,0.0716074835947662,0.0520909406381384,0.0277235730221211,0,0,0,0.033940956298802,0.177786577243745,0,0,0,0,0
"MNDA",0.073923745789588,0.0100313831822858,0,0.007263002659749,0.00346602997133475,0.00745308464766737,0.00591535791219176,1.55396116034539,0.0701250953688297,0.00925841748124366,0.389948331828716,0.00147733945216053,0.000166454071526513,0.000553828989747779,0.000817783054008311,0.000713234410312596,1.19057794268471,0.197820142878913,0.0549804798789268,0.0316518734313119,0.0862960432828601,0.00468491790704639,0.0147181763590764,0.0495500365211885,0.000940500451593677,0.00117822267465973,0.00236654183158505,0.000199602981685309,0.0102681136829888
"CD244",0.0136889886466032,0.0266310273352956,0.792232081767694,1.58950882646414,1.5783359848617,1.4040992459801,0.0278807907198573,0.0850430036026165,0.0109266522205044,0.790301675482704,0.180317135299521,0.00619272252083276,0.0146589472769701,0.0235052704692617,0.00838094919714498,0.0102167186899343,0.165869234468802,0.0159543365450714,0.0163076127795436,0.340541240367878,0.19339579561601,0.00482761410994551,0.0339164965954375,0.0107209162997369,0.00691034273428667,0.00312753462353152,0.00578573214251622,0.0721883537618645,0.0925562209678144
"FCER1G",0.0201034900018099,0.256131188320607,7.6612703022098,6.04993599443235,4.15466275108032,3.8830619757869,0.811944582498294,18.9350799692673,0.0268136310778961,0.575393292035325,15.0827160766743,0.055482121037285,0.931190225371217,0.904755478711023,0.0551801852967474,1.49022384773683,22.5452218961606,2.45364955592832,0.0581344042463023,0.0735203814577514,0.171994702289654,0.0442263563944156,0.079790764444728,0.0408015458090481,0.0612548834456653,0.654842638160259,0.894438018258302,0.15091064046382,0.0539261423820266
"FCGR3A",0.00833682758636341,0.0124550298330743,1.23658894177079,2.88941327405503,4.14418798322053,4.18145521434652,0.053700048257688,1.55145759886111,0.00233176521122726,1.93460912937795,1.54624093385754,0.00346824169417396,0.00461301307446698,0.0243174681525078,0.00292945097400077,0.00172771863167211,11.762806206753,0.0130340224502677,0.0108759892054163,1.51190710752269,0.349340422905377,0.00782721518204729,0,0.00890919105877317,0.00128618861163138,0.00165035848426852,0.00260050293726807,0.00715559665873246,0.180722637446782
"SH2D1B",0.0018870544135269,0.0144002967219891,2.36261950844799,4.18945857683186,3.8399455249286,3.63703124317959,0.0233098528940902,0.0340644112614603,0.000631103787083715,1.14136194414434,0.0109339766194876,0,0.000196247065321385,0.00551811034757939,0.0012125167856777,0.000459030095114708,0.0320532128378835,0.0012231195026894,0.000740539533406775,0.0979295311919901,0.0293892672635747,0.00117510424153876,0,0.00109612896213231,0.000340290504642651,0.00132028678741481,0,0.00619671127964353,0.0338739838028231
"XCL2",0.118779934131243,0.305372564932628,9.05397844596616,2.70907808752087,1.2011253480839,1.62780975525126,0.579652191392393,0.0244444390196393,0,0.878590741921656,0,0.0128380993354245,0.0142584401881298,0.0140975408949976,0.000608398432333663,0.00177176084441208,0.0680853304625191,0.00264694586122222,0.00131093747630507,0.249714030242095,0.256207477105882,0.00547521341269408,0,0.0014951883263799,0.00215222631273604,0.00162612537234761,0.00844923893304974,0.210727423401037,0.388643493478611
"XCL1",0.400633987012571,0.223183793563882,8.98987250236569,1.64767302321677,0.427139858035438,0.609161872260157,0.567962075695136,0.00920826206758688,0.000815014571393831,0.418992055793302,0,0.0147358892088034,0.00781754266946482,0.0125087944113661,0.00206159629371914,0.00069691644921112,0.127207299955934,0,0.00168956827345985,0.0954948267581566,0.144189152928888,0.117157443325601,0,0,0.00259524038070386,0,0,0.34286562165198,0.115931406268115
"SELL",0.618721979164123,8.30886264780985,5.97623160864624,0.803694293880578,0.422949010268518,0.653015850477848,4.52192738401881,0.694283794832606,4.27295618162205,0.399093785292178,0.334549524099934,5.68447583385412,7.36593544419321,7.89797995999461,9.30940693750627,8.32238733195834,0.119924828631994,2.79430907904887,5.22691969225745,0.594487693046106,1.62163586879491,5.89938335478911,0.474624342550062,2.12287494124121,11.1777778339263,7.16866747936314,6.72751468855483,3.09426342185453,1.26077222407417
"BATF3",0.147393508248622,0.0146163860176133,0.138410639176603,0.0204229143837551,0.00695754150215151,0.00440394619098237,0.0456985261489985,0.121672638030238,0.0245432057311507,0.0125115541265675,0.088115652787726,0.0346339713282542,0.0240763776918884,0.0217630456218128,0.0112573911292325,0.0193252153553378,0.333678800729614,0.0781716621691354,0.0253588081111873,0.00847478651673616,0.0104297033327943,0.0193535037697813,0,0.0271333428954966,0.00737413529413937,0.0127908903727276,0.0251706568402545,0.0116725139553586,0.0116057673849161
"ID2",0.284574086295641,0.466292624033112,2.22968960325135,1.72046823766569,1.56638388869242,1.6796907502078,0.614683242697059,1.37342042519315,0.0377736047578019,1.92231148311242,1.59815895736975,1.04792644694975,0.513961906163947,0.440611041649613,0.455452171103041,0.445081654913107,1.74321989813727,2.15773908283284,0.0326310181785826,1.50447768907718,0.617945951956455,0.425069058674026,0.280988978144691,0.123655371186819,0.593045558445098,0.156528857593688,0.390511855177651,0.596323857805862,0.875760863887359
"GNLY",0.262431692234426,1.78438059344627,233.959783182784,179.499923880779,180.019127771135,161.227115757543,10.1864473321669,1.89518793653149,0.0807993839926875,126.196916095809,0.39748166780627,0.183828644705803,0.36534354414273,2.10106791365132,0.184885104638857,0.073409821561673,0.66758008195499,0.310305036677,0.298885504262278,100.517675798571,34.3021977589106,1.44772705921706,0.0224727646069859,0.238306949067144,0.0735617796944645,0.280848653182366,0.171458792402082,7.17692096947953,26.8746074844351
"CD8A",0.00570442853618654,0.296625143448519,0.488828231668261,1.0085800736944,1.77699869885248,1.68540623187298,1.61033310788137,0.0914770575014444,0.01277998200492,3.18021057053118,0.0198027760453711,0.269337667310191,2.61939725204455,2.86309643966393,0.0222749244937979,3.08294026562106,0.0327052215458973,0.0128827025093885,0.0432452669591723,9.46680867708151,9.22428247563318,0.118646851604514,0,0.0289075301804318,0.0295766596845645,0.144251472756662,2.81146322650556,1.89267833925636,1.18500161546075
"CD8B",0.00956812186628342,0.469793382547823,0.143236763588093,0.125807416725121,0.423516372500118,0.481662742608783,1.49572211674661,0.0826248196438641,0.00881319998638478,0.581437187926444,0.0171344739363804,0.350196033998379,5.86055333554066,6.50612795305367,0.089444978146032,7.49559261417476,0.0204954538398253,0.0521734699083478,0.0406488583639833,5.10292189112467,6.198433178955,0.0789795339045891,0,0.0288299092316786,0.0966624988560463,0.446703765179534,5.4693075157201,1.04807325744612,0.0768960771017413
"IGKC",1.34761751488289,0.0191608733810014,0.0379988744811864,0.00334637205362399,0.0065015422902477,0.0168974846320915,0,0.00544348017675055,2.54401232122247,0.0014157700030861,0.0660605221693899,0.000780320321491973,0.00150082859597036,0.0013635953697851,0.00445789909498952,0.000293977955651426,0.00198582509672499,15.417274714094,2.51081597720549,0.00243634634814409,0.00556074750438945,0.00315573805852168,1.26890508734555,2.85126147006432,0.00191275069350476,0.0017137044257445,0,0.000561518381641134,0.000792040186218152
"ZEB2",1.79697560727169,0.176197750680966,1.86034218328814,4.81759852291331,6.26904165041167,6.16211090220567,0.696832174284005,9.99039598318991,2.35995917493147,9.77769999264422,19.828053145695,0.095515894051828,0.0482226197528687,0.236899958753841,0.0262483759892879,0.0176877596880609,12.9900313613723,2.67736193166013,2.08521416476401,8.1193107083004,4.46155821943139,0.306414673885838,1.95016208497162,2.34878572299871,0.0145235172023489,0.0617912335116249,0.0796478344697975,1.38703580353333,2.68880437004922
"STAT1",2.34289852567262,3.05622463369035,1.31083443559445,1.9264798850887,1.65401650669515,1.68374712671346,1.55993951224184,3.32746098676526,2.1381659972049,1.45136660966718,2.26819379755521,2.77045882265553,2.51509774967148,2.6562272638947,2.28695683782874,2.40796586560005,3.98765923265033,3.00491351509349,2.29433818470813,1.69494380218531,1.69809264299674,1.58176293717437,0.688515313401789,3.31239326928133,3.47405071237285,2.19866099889838,1.78972457715219,1.71313492308664,1.46468426505785
"CD28",0.0130666969814248,0.816646998590906,0.0225265628242418,0.0244470503879406,0.00308966075082763,0.0193885363585279,0.55228623659472,0.0603593108728378,0.00689511365470322,0.0262521817497609,0.0108212511013635,1.14456446201968,0.510401092177722,0.617925430621548,0.865005284142152,0.457237086268004,0.00535897546986816,0.0183702589858541,0.0157917337731462,0.041092383401314,0.459534995267179,1.20023325590474,0,0.0154912618295302,0.859128963517646,1.06842448882486,0.427424787462674,0.590625524768169,0.545613061055372
"CTLA4",0.00318687770314306,0.187194358579853,0.00476794289653589,0.00857976056741982,0.0058410627336237,0.00533023361409959,0.0360367711812433,0.0122456094390326,0.00117839302836731,0.0524569629374043,0,0.120342365324356,0.0151213991581326,0.0350758235741825,0.0756284838995389,0.0249350561238444,0.0317810149681238,0.00179822867282812,0.00173991305430753,0.079966886463385,0.243534377524954,0.403883122974219,0,0.00093114919422414,0.1023444408849,1.93582878639594,0.0175537899544873,0.0630335296492685,0.0419965633273013
"ICOS",0.0211190044817393,1.57706405700697,0.0538622192103017,0.0662954662952579,0.0209529731722771,0.0466890125578109,0.736684682552157,0.12933720749105,0.00824570525790158,0.0793210015941681,0.0128359775568025,4.42092591439958,0.713495100676161,0.714515503518298,1.77339585911085,0.594397451865343,0.00661005018636196,0.023595392473897,0.0184457374013927,0.240611418756467,0.816461105037187,2.50425060521019,0,0.0185066108095398,1.8743305512298,1.72675858495542,0.394076271502694,0.395429627698905,0.313309809272486
"IKZF2",0.521379909085615,0.903817949243283,1.05692531281417,1.03063466966184,1.3662044926341,1.3687348642774,0.424723707386249,0.0997908612490216,0.885175166100792,3.41662890149128,0.0271004377599654,0.385583610924296,1.05405066414238,1.1116439362716,0.388460729829438,0.889160523507987,0.0236060140198226,0.507325940709264,0.970722208034808,1.42612610189177,1.06860091597281,0.292969377292855,0.467110593394026,1.73576067726993,0.376648950775341,2.23131936851777,1.01169554562837,3.14123293991387,0.741875324082893
"PDCD1",0.106421961035089,0.0420755357649379,0.0190997797256798,0.0216009133024671,0.063032875109911,0.075071035747882,0.0774921054371836,0.00641573066700154,0.0301300993799338,0.247023173320151,0.0358749414396629,0.0214255507131435,0.0059903255562751,0.0136641217386374,0.0113700353563844,0.0036396905782138,0.00986429410478859,0.0194379689511319,0.0131192070057387,0.326708185963817,0.805844733187445,0.352747326013166,0.158924061168216,0.0386998007519651,0.0175530471471146,0.0967612857783434,0.0127303186599309,0.23144725111498,0.171230500016998
"SATB1",0.136484912589463,1.96170598367696,0.915723951051581,0.858226900040622,0.543738873740662,0.682271618394498,1.49331481516825,0.279202670027916,0.308819891115033,0.398785388489291,0.161554486000954,1.93987412847684,1.78847677480262,1.74660724559499,2.0803410383705,1.95759703241523,0.223386131008157,0.156419351701682,0.389739664549591,0.260411849333322,0.39447015731212,1.34959119552035,0.647266566111864,0.241302031008368,1.98137495472459,1.64563019747201,1.80381844812343,1.2710300876262,1.28899608010939
"EOMES",0.00399984228938365,0.0362785401984967,1.68490802034484,1.65424110435383,1.60270037686516,1.78237122246524,0.207147010147365,0.0302134194019308,0.00108192968624521,1.18117448194059,0.0068830729107699,0.0101694611033987,0.0628898427056962,0.125410377589689,0.0082038255110782,0.044471249927881,0.00538038656420485,0.00134507801654258,0.0107710444174645,1.31040780409922,1.68830025382918,0.0344736223809447,0,0.00242077108002783,0.00672690418626099,0.00670572301302262,0.106381143407108,0.327874919020355,0.749098858874265
"CCR4",0.0113134130941582,0.0470083384587826,0.00501651401282907,0.00140936235595884,0,0.00137275955012775,0.611972779137888,0.0053951433212286,0.00119402887506303,0.000529116010643063,0,0.0995532862130206,0.00129586980456456,0.00279405874818162,0.0415651523478365,0.000673256925628114,0.00238891780248079,0,0.00209278933330298,0.00392468543028357,0.0518254546337486,1.33567775066472,0,0,0.0486457303521515,0.462758037952483,0.0128584741684505,0.0190077728519617,0.0437347047297413
"CX3CR1",0.00136062696602093,0.011560396502516,0.17498109481173,0.987684234510701,2.10400997187982,1.81302140328106,0.0449348905120364,0.0378016974371558,0.000523228388829127,1.01871366429308,0.079546217147444,0.00107327264548935,0.00112366796775579,0.0198919053394225,0.00225409743578777,0,0.705814411067768,0.027690686259282,0.00402050871820324,1.76215732170475,0.519840042837227,0.017142425699253,0,0.00287869406762995,0.000274056456507021,0.00332493892817291,0.0018107701712554,0.0108993642305888,0.134933227887347
"CXCR6",0.00113303129337471,0.0158871624868967,0.220546828938575,0.0773099679759534,0.00734501974913216,0.0955278262542022,0.341992222470631,0.00392240837833582,0.0011615580371719,0.0814677521515024,0.000967892302236373,0,0.00191821340003129,0.00266818352780484,0.00213246873336381,0.00172745455982927,0.00142451302333306,0.00254074529714397,0.00243355952730862,0.0727596124578625,0.358298740179428,0.13441403579861,0,0.000270945437007895,0.00300221144723048,0.0479304134415304,0.00422792221299596,0.0252912279893839,1.77875168675852
"XCR1",0,0,0,0,0,0,0,0.0199510189419879,0,0,0.0412028244312433,0,0,0,5.91325393662463e-05,0,0.00352507536201727,0.0209180552351213,0,0,0.00284958059103589,0.000646301700096622,0,0,0,0,0,0,0
"FOXP1",11.6014320179016,4.56690224072659,1.77640569649389,2.25362369426327,2.05811179106461,2.10349979021647,2.30624388662808,1.40268919514929,7.5271090973889,1.55719249268404,1.85038155655755,6.44494439051832,4.87074300881473,5.02628490757081,4.76908872340236,4.08298335672134,3.63353982611245,2.63162058986034,7.29198518476337,1.76002526795698,1.83149661052889,3.00798699712131,8.2014337267835,8.47734116886356,4.02625583268785,5.27883517620118,3.9146248889476,2.59709459083854,1.40134340360147
"TIGIT",0.0407173252300059,0.21844049721129,0.89774947411646,1.97104891056428,2.01405938470969,2.13820485395827,0.166558518650096,0.0464377092578455,0.0161854212266781,1.75004964658406,0.00523530296499093,0.0457203065989026,0.0134640099469568,0.0653329342103653,0.029712658714908,0.00884163869247822,0.00394983140052487,0.0203857207308476,0.0172109480101758,1.28905088423411,2.10480162378553,0.559031107967072,0.0128218557211352,0.0106097986699621,0.0427983305244618,2.08014026563387,0.0123681692865643,0.447869467198755,0.220221647596348
"LAMP3",0.247432770439032,0.0789645054974448,0.0349824450468131,0.0387873627805772,0.0116907272647908,0.0167273240492771,0.0640781364002785,0.0970340517829418,0.0352262118779006,0.0390485312855536,0.0472723440448615,0.218535008970209,0.074630271409768,0.0491930922496712,0.0486635217621876,0.0230537508669928,0.203547240713058,3.65515462638624,0.0663818232323789,0.0191959440143237,0.0760647844440825,0.0707763760977777,0.0409331169303764,0.0576515802981659,0.0568333098330463,0.20200223380938,0.0268024712494367,0.133111618927943,0.101399466115826
"BCL6",0.419182917879169,0.619161930268418,0.903660454782587,0.637569890899541,0.45097496569889,0.547591615787165,0.390397215121381,0.840623854060951,0.767265664592656,0.618802989260524,0.970018705358843,0.499525344685643,0.348856322828407,0.388271582758885,0.466995359060438,0.347840053542461,1.41258729517346,0.233274101711003,0.751108508936626,0.344562385526936,0.292850041432675,0.488145187595063,0.602054164660746,0.927471986835682,0.461984825722583,0.643855376214757,0.371309314209539,0.774219084889731,0.664569845192224
"SPON2",0.0250857371115877,0.108975879137987,0.518122546957281,3.68682394119367,3.67294209423631,3.05482606889656,0.0970128875376226,0.0665211863634748,0.0491944785358399,2.52359637409589,0.0352723350950251,0.0750392903727474,0.12003608259761,0.162972540397794,0.0681177395314518,0.156889301184661,0.0366840878040994,0.699854367088658,0.0359823538256031,2.00790149911111,0.788842237360606,0.11419535566241,0.200143522354806,0.0359343347404438,0.0882215080204158,0.048105331801466,0.141583428661185,0.166174370306627,0.754920273989143
"CD38",0.576763536525452,0.364262663186048,2.04900374770052,3.72980918315465,3.28721267458134,2.65502403479621,0.214258019882015,0.135011301552665,1.0632178448084,1.75397161902225,0.0795438325420409,0.260316370994746,0.368499448583099,0.35276189070584,0.255984910449675,0.395754281625988,0.102407704001144,1.39733241008421,0.968156994941057,1.59249312264204,2.09762708849535,0.199668301215897,0.499315834619483,2.47868036514728,0.371310491060506,0.233500427067478,0.383080329964609,0.318658290572446,0.519618213270041
"FGFBP2",0.0036834914419422,0.468656109103992,2.44896971795291,6.94779269081977,11.8269425843287,10.1118236683951,0.838717438403224,0.203491256361149,0.0112302833755852,10.6415573109579,0.0121216707921235,0.0735694065013918,1.17416416807943,1.08228424837393,0.407113122061879,2.14619153237364,0.0350764188579869,0.0334025774088241,0.0214837008446143,13.2742157979507,6.74418402547788,0.150289207438775,0,0.0248671908683695,0.51406531479114,0.0303383671628131,1.32466447623018,0.620130195955069,1.42070852037749
"JCHAIN",0.518944208466912,0.00391342578880393,0.0145503967665037,0.00286859819170786,0.00126701907535229,0.0127051680893116,0.00262605898924908,0.00501484712259553,1.36810670908967,0.00242421766029092,0.0835352856006903,0.00529726245244803,0.00230474753827357,0.00300987016010428,0.00461708883248544,0.000848389748621608,0.0068271155489821,19.4173529259949,1.05081549248146,0.00331615909099052,0.00400684504327295,0.00249957459090716,0.151410322040154,1.22553544338224,0.00962917817945687,0.00101959248927389,0,0.00707992179146306,0.00544051468667937
"PF4",0.00180277299852506,0.013856427236389,0.0101932298693096,0.00938946863940817,0.00550827221834881,0.0233976898410726,0.00742719314967272,0.0237482738185486,0.0153497814234144,0.0200869106796089,0.185741574974606,0.0131706079965364,0.0054821932905149,0.00791549374367497,0.00547659709458304,0.00234584304011623,0.0364049603332125,0.0330095729001209,0.0157723587005884,0.0238916374499826,0.00565255690574493,0.0113780474311457,0,0.00665010678092542,0.00291380081158753,0.00582486354136215,0.000778766161831502,0.0110192578716423,0.0752860190333689
"PPBP",0.0113009821885271,0.0574830956685876,0.00817206038266956,0.0300853026649437,0.0192449171235642,0.0426490363484284,0.0105099326880225,0.774714508813144,0.0247563899984483,0.0575448373895828,0.62020863848395,0.0541591337387681,0.016303276188695,0.0310763901915385,0.0187506872836295,0.00480936445821715,0.0942197546991877,0.0717923221849848,0.0428945594593076,0.0627145795732858,0.0427250065525517,0.0232429977358998,0.0363782806718856,0.0222205128404912,0.00333445421016574,0.021939723505849,0,0.0328711894013731,0.187514443116708
"BANK1",1.56573939640914,0.0412131116905314,0.0624328802145418,0.0133733088158606,0.00569342777016642,0.0247226707916383,0.0195449171517594,0.0405340331312954,6.01424309603168,0.0035889483561791,0.0211308441165439,0.0033117407635422,0.00321383469633233,0.000806804466323248,0.00685870539311595,0,0.00661842866670516,0.12639389759803,5.10070915244786,0.00654687913027992,0.0126007509551278,0.0218984317508182,2.78051733902665,4.13408661534758,0.00773123108643993,0.0421352128533343,0,0.00300116316108827,0.00849452227550552
"LEF1",0.21994236641309,6.82963096175537,0.616025031132191,0.260308693005726,0.0965950821800562,0.140590438895796,2.43798145026936,0.659199493395249,0.0948182625853832,0.198644591203459,0.0842856867628711,5.73340220001814,6.76355497688932,6.87452981032245,7.21726859284778,7.37791434220178,0.0549063517792471,0.193577154492502,0.165683359994887,0.241599236676295,0.906615764965684,3.24762650037748,0.0274968083601543,0.300488863987601,6.76474075105947,6.95863221372076,7.44987533426949,6.02246732549303,0.327920858765759
"IL7R",0.219473683438974,8.4161008660153,2.81059627762333,0.526295411793115,0.144028685908691,0.398605228639516,14.5226104276677,1.62473420062498,0.117211605796601,0.591195500530921,0.367360354224988,12.6594061795266,14.6129063713066,11.8957386166789,11.6396519708375,13.4548595267175,0.237991758683801,1.20572647254592,0.202302867543361,0.831287317586329,2.15844201957672,11.8527132022831,0.02172831351349,0.299731923583507,9.58554733300872,2.95693247471366,12.8304605224529,11.2183835424882,11.6687725942741
"ITGA1",0.00464195571467424,0.0573530776754746,0.545948869158804,0.106988070790463,0.0941701335410035,0.158029120160356,0.384395637869774,0.0608624849441684,0.0017489676676041,0.11075217568955,0.0657877127679908,0.126598087627243,0.189289247879427,0.127270386571955,0.080862947450274,0.0932643713884527,0.00731571232740954,0.0145829438287373,0.00679235311809713,0.15842697030664,0.480730610366848,0.0274938642707874,0,0.00415882924923314,0.0980175678220156,0.00382922560708808,0.139307587205987,0.152142447697782,0.152387741491445
"GZMK",0.000682056312478916,0.540275617914007,4.00211702489029,0.474238954536913,0.228219163673758,0.457314172972167,0.703885515604327,0.0312163804783675,0.00447564862157543,0.429150365816218,0,0.129567652093392,0.757419984617035,1.46248158857167,0.0894871787831536,0.716273030132203,0.0031095393738687,0.0115890295930271,0.0332014995890407,0.592304623027098,3.37607036846993,0.367353690354163,0,0.00963096552201817,0.106919978463349,0.0853980502801252,0.927618723172766,2.22232448058081,6.4440821371055
"GZMA",0.0177650609832483,0.597815475499781,7.18337181682422,8.86351225842342,9.84582932073366,9.26880659382262,1.51879520278321,0.157178152804514,0.010067898654298,3.36153798683879,0.0068246714603159,0.122207458152541,0.409042598059059,0.535221870987457,0.796586800494149,0.690511309717443,0.0237601461916757,0.0214763615868278,0.0196651147134515,3.97501732523946,5.18764537095849,0.537271082665827,0,0.0335998376307053,1.10193520309332,0.0869537556680459,0.756550291092162,0.204526536605131,5.15075821639285
"VCAN",0.00117906046395866,0.0236981817291559,0.00842213654036426,0.00332530028813289,0.00173929594123642,0.00288486380402724,0.00289521400325211,5.13853294107265,0.00240157198350684,0.00261977750129207,3.77835144392854,0.00167520587329578,0.00104265394041898,0.00102364350149644,0.00150131014391981,0.00187426371231758,1.38060757911078,0.00467365939585474,0.00145951691219859,0.00104110405702851,0.0017809844997357,0.000772891416804792,0,0.00343288368101425,0.000901450404310673,0.0011964103859907,0,0.00211811010767967,0.000661190248237267
