gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
H3F3A,Overlap,7.091456661030559e-19,3.47651155333224e-41,-10.7441458983176,-4.65715395678304,TRUE,TRUE
H3F3B,Overlap,9.74271806207935e-19,6.676856408171149e-44,-11.3257950959572,-5.49236690988811,TRUE,TRUE
MTRNR2L12,Overlap,1.32254754805471e-16,1.29278787660969e-22,-11.522581944977,-10.0014996930305,TRUE,TRUE
HIST1H4C,Overlap,1.43165216334159e-13,3.34774784723695e-21,-9.9670274239014809,-6.06463781883389,TRUE,TRUE
ATP5MD,Overlap,1.43331654090683e-13,2.18879873625959e-17,-9.2539942324885,-4.76584898588773,TRUE,TRUE
LINC01578,Overlap,2.89136865462458e-13,2.66430207116107e-35,-9.2369896078222,-6.48261584607771,TRUE,TRUE
H3-3B,Overlap,3.02282342951508e-13,1.2836403320641699e-49,2.75759434971651,2.64200057312846,TRUE,TRUE
FAM49B,Overlap,2.00932063052938e-12,2.3646616980138803e-15,-8.93135677719246,-5.17140314326611,TRUE,TRUE
HIST1H1E,Overlap,6.21194031294811e-11,1.34432083936968e-30,-10.1988087198837,-6.86611307574916,TRUE,TRUE
SLC9A3R1,Overlap,1.27564551388885e-10,1.35525027835184e-26,-9.32385535798739,-4.85682954992137,TRUE,TRUE
C9orf16,Overlap,3.49071000630515e-9,2.78906986568448e-24,-8.90226686252319,-5.30806555250582,TRUE,TRUE
H2AFZ,Overlap,8.91969212081682e-9,3.06339337758913e-18,-9.31246602737494,-4.63448863508788,TRUE,TRUE
H3-3A,Overlap,1.24820537868618e-8,6.95915400079744e-52,2.63221388506063,2.71573574388923,TRUE,TRUE
AL138963.4,Overlap,3.30254595285269e-8,8.77639871939788e-12,-7.40494304762518,-6.15989629124674,TRUE,TRUE
H2AFV,Overlap,5.36572057859983e-8,5.1501462497128994e-24,-8.95832551435329,-5.89558358686236,TRUE,TRUE
HSPB11,Overlap,2.0458914996261e-7,3.61655354824361e-6,-8.19845038960721,-3.71649292060567,TRUE,TRUE
H1FX,Overlap,6.42554085832497e-7,6.90320515336871e-41,-10.6315481177421,-6.40878448320381,TRUE,TRUE
C5orf56,Overlap,6.75084232193392e-7,3.41047164685743e-16,-8.60857353272351,-4.48434579748609,TRUE,TRUE
AC004687.1,Overlap,1.15075614740407e-6,7.58860739740057e-12,-8.42347181361887,-4.08281080744642,TRUE,TRUE
ATP5MPL,Overlap,2.08936718490528e-6,4.661729699381e-17,-8.81173199416644,-4.13403947261746,TRUE,TRUE
MT-CO1,Overlap,4.3720017450282e-6,2.3662248896509e-4,-0.340661398606615,-0.454881719426368,FALSE,FALSE
PYURF,Overlap,7.72876308570407e-6,6.00038113859099e-17,-8.19252329062548,-6.03266744018865,TRUE,TRUE
RPS10,Overlap,9.57714386083441e-6,3.10740528645869e-66,2.0990380512643,2.43999962225366,TRUE,TRUE
IL32,Overlap,9.72982224099416e-6,1.45425603233255e-28,-1.72189592946205,-1.81529726276726,TRUE,TRUE
LINC-PINT,Overlap,4.07033733167209e-5,2.04398643621701e-24,2.43604079227508,2.27221155879122,TRUE,TRUE
DARS,Overlap,2.1341254589848e-4,1.75373120498589e-14,-8.06993321938279,-5.32549046884459,TRUE,TRUE
FAM192A,Overlap,4.5873403833792e-4,1.64883361041613e-8,-6.95703563948328,-7.53784649693397,TRUE,TRUE
EPRS,Overlap,5.2911616237428e-4,3.25792296265658e-9,-7.25795740272917,-4.88161328651636,TRUE,TRUE
FAM214A,Overlap,7.8793509816467e-4,1.9906101493293101e-10,-7.10147433857482,-4.03607800567447,TRUE,TRUE
TGFB1,Overlap,9.8816159628487e-4,1.18937083578519e-32,1.82416301038593,2.03109075667635,TRUE,TRUE
TALAM1,Overlap,0.00138363828133552,1.84143621283242e-32,3.54195900466741,3.29164324921451,TRUE,TRUE
SELL,Overlap,0.00239062887239618,8.04186046250577e-14,-2.73654468978646,-2.54295138810849,TRUE,TRUE
HIST1H1D,Overlap,0.00291850623815803,5.71343783696208e-16,-9.39094356669074,-5.79350372021067,TRUE,TRUE
HIST1H1C,Overlap,0.00384889490692302,1.60637631992908e-18,-8.62159904708365,-9.20240990453434,TRUE,TRUE
H2AFY,Overlap,0.00439370576712393,4.4022788349737205e-14,-7.86028387394797,-4.76245217663797,TRUE,TRUE
IL18RAP,Overlap,0.00795178685527149,1,-3.086065907591,-0.787799306855673,TRUE,FALSE
FAM160B1,Overlap,0.00893174451925509,2.07343051236911e-7,-7.36227587861435,-5.90244163144788,TRUE,TRUE
PHB,Overlap,0.00924449151085085,1.18121900973711e-6,-6.95355363379591,-4.91409115269757,TRUE,TRUE
MT-CO2,Overlap,0.00951571186439419,1,-0.45523243606613,-0.392054489672348,FALSE,FALSE
FAM102A,Overlap,0.0101202310060769,1.3707136569924798e-12,-7.68405086732492,-3.4723452837376,TRUE,TRUE
EEF1AKNMT,Overlap,0.0103323407341508,1,-5.92410272977225,-4.77364968958537,TRUE,FALSE
YARS,Overlap,0.0109908636428967,8.8404800767622e-15,-8.04502375101729,-4.40078020470732,TRUE,TRUE
NARS,Overlap,0.0122726773423139,9.1353072790632e-4,-6.61589474122785,-5.09481248928136,TRUE,TRUE
ENSG00000289901,Overlap,0.0124171025662406,1.4306007719213599e-26,2.87280393483586,2.68336458756071,TRUE,TRUE
KIAA1109,Overlap,0.0131219678932084,1.79223786769727e-8,-7.23898174606523,-4.10000961509658,TRUE,TRUE
