"CD45RO","FAS","annotation","plot_group","source","facet"
0.20302512873606,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0.181980492554512,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0.357994073301425,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
1.20503708249022,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
1.23761127727258,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0.0486146085133741,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0.209044222291564,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0,0.731490031546966,"Tscm CD8","Tscm CD8","0","Source cluster 0"
0.150386775867215,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
0.718779173239816,0,"Naïve Intermediate CD8","Naïve Intermediate CD8","0","Source cluster 0"
