gene,set_membership,padj_unsup,padj_supp,avg_log2FC_unsup,avg_log2FC_supp,sig_unsup,sig_supp
RPS10,Overlap,9.32999003169779e-18,0,2.98413212966675,3.36318918081431,TRUE,TRUE
RPS24,Overlap,6.66924324973523e-11,1.8004614151639002e-10,-0.706561000594324,-0.220647147164373,TRUE,FALSE
MT-ND3,Overlap,1.5827648590038201e-9,1,-0.918445231119014,-0.303252772657741,TRUE,FALSE
RPLP0,Overlap,2.0315537302116e-9,4.45739396282229e-7,-0.846475579588862,-0.540405500379645,TRUE,FALSE
H3F3B,Overlap,1.66034472347227e-8,7.493261507116149e-138,-9.42797169615188,-4.74506234780674,TRUE,TRUE
MTRNR2L12,Overlap,1.77867770977313e-8,2.15045810817968e-29,-7.76622511127713,-9.82647922744406,TRUE,TRUE
LINC01578,Overlap,2.17495142280231e-8,7.06074515516651e-70,-6.63985851856944,-4.28567704542841,TRUE,TRUE
H3-3B,Overlap,5.03283433913339e-8,5.113967569800859e-132,3.86318507696964,3.28210319903203,TRUE,TRUE
NIN,Overlap,5.19483211219905e-8,0.125054656604332,1.74728344768339,-0.906541797013709,TRUE,FALSE
H1FX,Overlap,2.23060470318795e-7,1.99880155354979e-38,-6.26127278511852,-5.08422096301933,TRUE,TRUE
WARS1,Overlap,3.34790141231941e-7,1.22458111370343e-83,4.69730494704674,4.57572142455008,TRUE,TRUE
H3F3A,Overlap,1.03483119091278e-6,7.2896592997571595e-127,-9.75815668863797,-4.37873934490587,TRUE,TRUE
HIST1H4C,Overlap,1.51792851078692e-6,1.73940959314478e-71,-7.78128004043469,-4.75874411272583,TRUE,TRUE
H2AFZ,Overlap,1.63957606160058e-6,1.9792700372758297e-84,-7.67031434982745,-4.39832095861903,TRUE,TRUE
H3-3A,Overlap,1.79528701604849e-6,6.092997294886009e-120,3.77577970953292,2.98904289015117,TRUE,TRUE
ATP5MD,Overlap,8.22579480677969e-6,6.49103361349416e-100,-8.19701365431648,-4.48278688306508,TRUE,TRUE
DARS,Overlap,1.48160887598752e-5,2.9469326945770795e-89,-7.03323266188823,-4.33551311910731,TRUE,TRUE
EZR,Overlap,1.74860208276405e-5,2.4452540149131698e-91,1.95954240359184,1.97212365404996,TRUE,TRUE
WARS,Overlap,1.77985345874136e-5,3.9549153604476395e-113,-8.71829740034033,-3.99785996551634,TRUE,TRUE
ATP5MPL,Overlap,2.89944964488947e-5,8.12748668859289e-86,-7.48988133135375,-4.60272983349765,TRUE,TRUE
FAM107B,Overlap,6.43196918056181e-5,1.2611849617720096e-43,1.72449810847656,1.5321782817055,TRUE,TRUE
PYURF,Overlap,1.6553819813786e-4,4.1406223809694796e-54,-6.37578543175213,-4.34451820051067,TRUE,TRUE
RACK1,Overlap,1.7201719105372e-4,0.00986458234295541,-0.50155171572306,-0.206519522701483,FALSE,FALSE
SNX25,Overlap,1.9937957405476e-4,1,1.60985185803351,-0.562246800425854,TRUE,FALSE
MARS1,Overlap,4.0041218324938e-4,1.1584856218314499e-60,4.413626714651,4.33369802822272,TRUE,TRUE
RILPL2,Overlap,5.3617227239402e-4,0.149908364080126,1.52248684276362,-0.522714224705195,TRUE,FALSE
PHB,Overlap,5.5543307461688e-4,7.5461972201379404e-65,-7.47850706989733,-4.06278653554423,TRUE,TRUE
SIPA1L1,Overlap,6.3347685164458e-4,1.18629754047519e-17,1.84822742800495,0.974502433331892,TRUE,TRUE
LARS,Overlap,6.5167193966665e-4,1.39952822513912e-39,-6.19902441787049,-4.36068904473316,TRUE,TRUE
MARCH9,Overlap,0.00110589290646557,3.35254271781206e-25,-5.1897010185911,-4.20342149591608,TRUE,TRUE
ZEB2,Overlap,0.00112811361933801,1.81654766643811e-16,2.08141260618881,1.43104024383845,TRUE,TRUE
GARS1,Overlap,0.00115656601968526,3.5144834877318e-73,4.09821597807453,4.33710526543193,TRUE,TRUE
TALAM1,Overlap,0.00117620764020357,1.6812800021225498e-87,3.97368387018711,3.0986242959676,TRUE,TRUE
SARS,Overlap,0.00130929269970186,1.0449604931909699e-34,-6.07791666363605,-4.39206528155788,TRUE,TRUE
H2AZ1,Overlap,0.00133013725882856,1.58466663530239e-52,4.00332383575488,3.41778274970094,TRUE,TRUE
CCDC50,Overlap,0.00141411375305668,1,1.09175085098398,0.113685365858435,TRUE,FALSE
U2AF1,Overlap,0.00153419426976865,5.665715237878261e-110,3.02109631667799,3.2241222029286,TRUE,TRUE
H2AFV,Overlap,0.0019598036244778,6.1494770953571805e-61,-6.54627908240856,-4.48243553462024,TRUE,TRUE
MT-ND4L,Overlap,0.00282606916672555,9.4529718146245e-11,-1.11153338582706,-0.771463032250312,TRUE,TRUE
NFATC2,Overlap,0.00300465479482826,9.11185250061308e-6,2.49160337473088,1.47509330962793,TRUE,TRUE
GABARAPL2,Unsuppressed_only,0.00307697530860837,NA,1.13769487780078,NA,TRUE,FALSE
TMSB10,Overlap,0.00318237238958631,2.47007451784744e-73,-1.17589580628551,-1.30426076494838,TRUE,TRUE
SIAH2,Unsuppressed_only,0.00405581056600897,NA,1.54088915438699,NA,TRUE,FALSE
GNG2,Overlap,0.00413649888068239,7.791125502986999e-46,2.48939531089253,2.86833743293366,TRUE,TRUE
MATR3,Overlap,0.00424959816292484,2.3826325378815e-54,3.61943687333889,3.2206755713091,TRUE,TRUE
