"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.96465973447715e-18,3.98443623609579,0.257,0.035,4.40398126080399e-14,"TRBV3-1"
7.97686576491155e-12,0.652125579904493,0.947,0.859,1.78809422986257e-07,"PRF1"
7.8208767925959e-11,1.71438199500654,0.156,0.055,1.7531277418283e-06,"TRAV13-1"
1.49241030013511e-09,2.20231177523368,0.243,0.069,3.34538692878285e-05,"TRAV21"
8.45922094804462e-09,3.39851809362665,0.086,0.009,0.000189621896771368,"TRBV25-1"
4.0442063921439e-08,0.1156796467842,0.878,0.781,0.000906549304862976,"GZMA"
4.84434803093188e-08,0.653912511212674,0.927,0.779,0.00108590905461369,"GZMB"
5.00233125226461e-08,-1.12923828709167,0.307,0.583,0.00112132257350764,"CD27"
5.45769636311104e-08,0.615139990306036,0.925,0.793,0.00122339721675497,"GNLY"
1.95599252360422e-07,-0.650054392616483,0.233,0.359,0.00438455284091121,"TRGC2"
1.22149939287765e-06,0.424397198483561,0.932,0.85,0.0273811303907454,"FGFBP2"
3.56419482452566e-06,-0.852390355597019,0.159,0.325,0.0798949911865671,"IKZF2"
3.89086084956457e-06,0.530593142710623,0.67,0.562,0.0872175368038394,"ITGB1"
7.63609735976027e-06,0.732114805926407,0.555,0.355,0.171170758416386,"CX3CR1"
1.21905142661752e-05,-2.12383420238656,0.058,0.21,0.273262567790583,"TSPO"
1.55625076251798e-05,-0.40744619388219,0.698,0.783,0.348849170926031,"GZMM"
2.21547311916435e-05,0.485777258019855,0.861,0.763,0.496620454391881,"ANXA1"
2.65242845399932e-05,0.388752034344982,0.937,0.825,0.594568362248487,"GZMH"
3.53136235950071e-05,1.03935506035304,0.243,0.115,0.79159018650568,"TRGV4"
3.59474539877603e-05,2.01625537691971,0.264,0.101,0.805798128589636,"TYROBP"
4.28682467272387e-05,1.53612080083778,0.114,0.06,0.960934618637783,"TRAV19"
6.35086041187958e-05,0.886688656004182,0.514,0.334,1,"LGALS1"
9.17899828438438e-05,-2.91548800836889,0.015,0.051,1,"TRAV5"
9.21738922383964e-05,-1.91070211744107,0.029,0.094,1,"LINC02611"
9.23302158356941e-05,0.712050425757108,0.829,0.735,1,"EFHD2"
9.32429238702424e-05,1.60875000180339,0.108,0.037,1,"ARHGAP10"
9.63309235153789e-05,0.226521303048739,0.886,0.882,1,"PSMB9"
9.83574283603874e-05,1.26766676718179,0.203,0.09,1,"ASCL2"
0.00010909595442807,-1.53216802025367,0.079,0.182,1,"LTB"
0.00011183496259522,1.24181197822861,0.407,0.203,1,"PRSS23"
0.000161832298670574,-1.3375184379398,0.154,0.346,1,"TCF7"
0.000199122032315699,0.169253662276521,0.658,0.73,1,"HLA-F"
0.000217281414908062,1.88936877748098,0.064,0.014,1,"GNAL"
0.000222532755339376,-1.67739830735329,0.016,0.053,1,"CD160"
0.000228291986483291,-0.920057453902962,0.404,0.634,1,"COTL1"
0.000288227860003599,-2.68045594480929,0.02,0.097,1,"LEF1"
0.000357097606959778,-1.3230786410037,0.079,0.168,1,"BICDL1"
0.000512850065134101,1.59030461540271,0.092,0.025,1,"LILRB1"
0.000586575584257676,0.358107249952223,0.837,0.74,1,"S100A4"
0.000598820875646655,-0.83787843712121,0.325,0.535,1,"CXCR3"
0.00065565203262814,-0.214359293632672,0.693,0.774,1,"LYST"
0.000715678799060701,0.271248216845992,1,1,1,"HLA-B"
0.000833222325017997,-0.467878549599827,0.698,0.79,1,"STK17A"
0.000954541309758918,0.271819307478002,0.843,0.823,1,"MYL12A"
0.000995315919420695,-0.502108855880226,0.37,0.456,1,"CMC1"
0.00120269177956171,-1.5691272933624,0.014,0.055,1,"TRBV4-2"
0.00127170066678521,-1.3690438457373,0.05,0.136,1,"AKT3"
0.0012968399026761,1.53710458048977,0.189,0.071,1,"CSGALNACT1"
0.0013415333858732,-0.864751585182392,0.127,0.233,1,"HPCAL1"
0.00144792483563941,-1.09875689346248,0.111,0.168,1,"TRGV9"
0.00147117408780371,-0.240600866433464,0.2,0.279,1,"KAT6B"
0.00149842623940807,1.15865753566173,0.268,0.136,1,"KLRC1"
0.00160474651696107,-0.39438324630436,0.148,0.235,1,"USP10"
0.00171963066114251,-0.935529331712864,0.127,0.24,1,"CD84"
0.00173509309014139,-1.89589201449817,0.013,0.058,1,"FP236383.4"
0.00180003049521624,0.275028296949047,1,0.995,1,"NKG7"
0.00185650081458673,-0.89221784484748,0.077,0.164,1,"GOT2"
0.00199333579460511,-1.9162142575285,0.036,0.122,1,"CXCR6"
0.00203617949336855,0.129915322956282,0.438,0.357,1,"KLRC2"
0.00205597276350629,-0.421521777026442,0.39,0.465,1,"TIGIT"
0.00211368795085986,1.98009499070306,0.072,0.025,1,"TRBV12-3"
0.00233923781440413,-0.20613074594657,0.352,0.415,1,"PDE4D"
0.00250048180672639,-0.692372103118052,0.074,0.141,1,"CDHR3"
0.00259412028144538,-1.59045133513727,0.034,0.115,1,"RASSF2"
0.00261066746355194,1.35567961114035,0.058,0.016,1,"PROK2"
0.00263237645519204,0.848758093936963,0.105,0.065,1,"CD226"
0.00270683204470307,2.01050720619462,0.184,0.048,1,"TRBJ2-2P"
0.00272089906453692,-0.955035721054095,0.195,0.329,1,"SRM"
0.0027847580541462,-0.524156499635881,0.45,0.597,1,"GBP5"
0.00296209722109045,0.289620067057171,0.491,0.498,1,"RPS27L"
0.00300235306628263,-0.880865800543477,0.054,0.118,1,"ZNF836"
0.00329148098380087,-0.17645660232847,0.249,0.341,1,"DARS"
0.00331912864761578,-0.42057872054548,0.213,0.334,1,"ETFB"
0.00334411825972352,-1.75846638896673,0.028,0.076,1,"NAIP"
0.00345957180672201,0.156603962056148,1,1,1,"B2M"
0.00363751436503733,-0.183900061199124,0.658,0.735,1,"CD7"
0.00374778497513143,0.118025197582237,0.975,0.963,1,"CD74"
0.00381630164219281,2.10100659912157,0.073,0.021,1,"RGS9"
0.00382771104365831,0.251579254629706,0.764,0.714,1,"C12orf75"
0.00388276553137063,0.445212133476846,0.591,0.528,1,"CHST12"
0.00397474280720189,0.10489969721441,0.3,0.286,1,"FRYL"
0.00440061108264373,0.84580423532168,0.454,0.295,1,"S1PR5"
0.00448463299874271,-0.746794598884298,0.093,0.141,1,"THAP1"
0.00459058696549908,0.189157123793532,0.589,0.541,1,"SF1"
0.00465589269007025,-0.17519034127659,0.383,0.399,1,"SUPT4H1"
0.00476776392418948,-0.192091551420941,0.584,0.673,1,"CXCR4"
0.00481577641309141,-1.16585699813106,0.032,0.078,1,"FBXO4"
0.00500826422763375,-0.575090538539144,0.116,0.191,1,"ARFRP1"
0.00502595783708345,-1.57537505609575,0.061,0.173,1,"SIRPG"
0.00502924342498888,1.68991261430242,0.05,0.021,1,"RACGAP1"
0.00504559103513798,2.01922702761044,0.05,0.023,1,"C7orf31"
0.00505935165081063,-0.218757090987469,0.993,1,1,"TPT1"
0.005071911955108,-0.384559732827437,0.26,0.378,1,"YTHDF2"
0.00524384965893291,0.716697214071671,0.142,0.104,1,"B4GALT5"
0.00532900087363878,-1.06830611096429,0.107,0.219,1,"CHI3L2"
0.00533741873463639,0.632049964931212,0.505,0.389,1,"TBX21"
0.00538118150468043,0.352812715095389,0.28,0.265,1,"G3BP1"
0.00540682463287633,-0.476435733738323,0.172,0.267,1,"ATP6V1H"
0.0055223903559135,-0.662593198733739,0.075,0.152,1,"MMS19"
0.00554750870011816,0.420370843043776,0.582,0.482,1,"JUNB"
0.00561200744657944,0.67248580644137,0.133,0.099,1,"EPC2"
0.00568583408106978,-0.102022417184821,0.18,0.26,1,"SPOP"
0.00576040958500756,1.29519214818738,0.13,0.078,1,"C11orf21"
0.00586175436163382,-0.451495415492693,0.33,0.463,1,"TALDO1"
0.00588962399796577,-0.380870664280058,0.13,0.214,1,"PDCD1"
0.00593806748039546,-0.842912076028735,0.031,0.074,1,"CTLA4"
0.00603175806091883,-0.476905779820888,0.229,0.343,1,"TMEM230"
0.00615478312343231,0.299256614673979,0.63,0.56,1,"CTSC"
0.00618029687036582,-0.508888112505675,0.136,0.191,1,"LATS1"
0.00629725059116088,0.734674970641912,0.286,0.235,1,"SSBP3"
0.00632680652067568,-0.36531244941829,0.048,0.097,1,"MTRF1"
0.00633076471799388,0.678389366201454,0.152,0.104,1,"IVNS1ABP"
0.00671656764919004,-0.222704276823273,0.132,0.145,1,"AC118549.1"
0.00673743697364316,-0.295226656292324,0.183,0.256,1,"PLCL2"
0.00681415083912005,0.407485593557673,0.518,0.498,1,"OSTF1"
0.00717577537505915,-0.586193281919713,0.117,0.207,1,"PTDSS1"
0.00719680505938994,0.478566227466004,0.455,0.406,1,"SELENOW"
0.00720569031546825,-1.21241456695895,0.17,0.369,1,"GZMK"
0.00731260284368169,-1.27268535806495,0.047,0.127,1,"TTC24"
0.00742601867633697,-0.530221227868774,0.165,0.272,1,"OTULIN"
0.00743069490605443,0.418570683426917,0.133,0.101,1,"MAP3K4"
0.00744423497508847,1.07620284982665,0.482,0.293,1,"ADGRG1"
0.00747427951855756,1.02660490921343,0.067,0.044,1,"SMUG1"
0.00749053204867648,-1.21096434381575,0.054,0.136,1,"ZEB1"
0.00755051459058166,0.253473972404246,0.768,0.659,1,"KLRD1"
0.00766841725443533,0.376467965121946,0.257,0.256,1,"MITD1"
0.00768421347273927,-1.40811020422575,0.016,0.055,1,"AC008267.5"
0.0077634461750076,-0.109865276866468,0.41,0.461,1,"JUN"
0.00779371994779175,-0.583481162046574,0.103,0.175,1,"MIAT"
0.00792403499292259,-0.229253223813857,0.766,0.873,1,"RPL4"
0.00806760640246064,-0.36082489437978,0.272,0.334,1,"FAM172A"
0.00818464045256338,1.00882090501768,0.099,0.067,1,"TASP1"
0.00882446346336021,0.544296723492229,0.12,0.092,1,"PDLIM5"
0.0089564559333374,-0.980590592389055,0.11,0.237,1,"CDCA7"
0.00903029199556786,-0.239286058822125,0.834,0.896,1,"SARAF"
0.00910666289746043,-0.13989401278119,0.705,0.786,1,"RABAC1"
0.00911245005747016,0.245657053025237,0.503,0.454,1,"ABI3"
0.00913264364361162,-0.311824360000014,0.25,0.341,1,"TMED2"
0.00914094899882071,-0.594470398452642,0.072,0.131,1,"CHID1"
0.00938335254561948,-0.190253710788391,0.484,0.618,1,"ARHGAP9"
0.00940094331457715,-0.533907667232719,0.069,0.118,1,"TSPYL2"
0.00960206916663641,-0.968335126251264,0.081,0.194,1,"CASK"
0.00982928942803503,-0.42703920957888,0.116,0.177,1,"VRK2"
0.00985653454989694,0.79986653723519,0.053,0.037,1,"TBCEL"
0.0103008293181129,-0.399287806680907,0.811,0.889,1,"CD8B"
0.0103016197353772,1.12660381229241,0.124,0.067,1,"MYBL1"
0.0103212922488469,-1.15820577394126,0.021,0.055,1,"TRBV28"
0.0103540559391487,-0.700382717259844,0.078,0.143,1,"SPATS2L"
0.0104725715596362,-1.13179219618209,0.022,0.053,1,"IER3"
0.0104968581039716,0.40961832316697,0.251,0.214,1,"SNRPA1"
0.0105910380027335,-0.381529011460578,0.208,0.316,1,"HEXA"
0.0105943136488517,0.166354513960567,0.284,0.274,1,"SRP19"
0.0106505271046414,-0.228875921804288,0.143,0.21,1,"ATXN7L3B"
0.0106952383411403,0.620798621493843,0.141,0.12,1,"NDUFS1"
0.0108655149275143,0.827292578858251,0.398,0.263,1,"FCGR3A"
0.0108806391069624,-0.154670422844719,0.238,0.242,1,"MAP4K5"
0.0109748095158629,-0.986473134677049,0.029,0.067,1,"POLD3"
0.0111206863740146,0.253481022981965,0.642,0.671,1,"RUNX3"
0.0112448391994219,-1.04468500542716,0.043,0.094,1,"TMEM63A"
0.011255395642376,0.396009362557872,0.152,0.138,1,"KDM4A"
0.0113464912077469,-0.580695938031838,0.144,0.226,1,"RLF"
0.0113479763729196,0.174701919987914,0.075,0.058,1,"GRK5"
0.0113554588892539,-0.500542258534053,0.132,0.219,1,"PNKP"
0.0113693733170258,0.139921999436972,0.609,0.613,1,"JUND"
0.011523078660043,-0.232173869367947,0.918,0.952,1,"RPS5"
0.0115344710864881,0.392464453284667,0.134,0.108,1,"PGM1"
0.0116910623706943,-0.310914122296376,0.216,0.309,1,"SMARCA2"
0.0119639611960267,0.197714436882499,0.411,0.406,1,"HMGB2"
0.0119885007597569,-0.201734235770811,0.3,0.408,1,"SEPTIN2"
0.0129284546878313,-0.137515860605012,0.164,0.247,1,"SBNO1"
0.0129827560521079,0.127854675470551,0.167,0.157,1,"CLPX"
0.0132842190108176,-0.68612201420964,0.302,0.463,1,"MCUB"
0.0133814160535908,-0.214483565281832,0.516,0.562,1,"RASAL3"
0.0141087016832679,-0.121300896426241,0.339,0.438,1,"RER1"
0.0141950964403452,0.823457835855484,0.051,0.03,1,"AP4M1"
0.0144381932529639,0.782791318412748,0.239,0.166,1,"JAZF1"
0.0145010813272147,0.524276528356432,0.108,0.101,1,"FAM207A"
0.0145150687443084,-0.275608150380204,0.102,0.115,1,"DIAPH2"
0.0147466129102558,0.193199105952142,0.415,0.41,1,"SERPINB1"
0.0147577165173402,-0.921940626478329,0.039,0.076,1,"PXMP2"
0.0149204321651492,-0.599629706344177,0.041,0.076,1,"SAMD8"
0.0158411249747249,0.451269126546608,0.264,0.251,1,"RPS6KA1"
0.0159128948251325,0.587174298611978,0.122,0.099,1,"TFEB"
0.0160250743046743,0.27948238400294,0.228,0.235,1,"SS18"
0.0162806589852411,-1.60931007191016,0.036,0.083,1,"TRAV14DV4"
0.0163032254959016,-0.144254307018463,0.754,0.793,1,"PRKCH"
0.0163503449308684,-0.176739970822713,0.651,0.714,1,"DDX17"
0.0164593603698573,0.112683262948361,0.675,0.733,1,"SKP1"
0.0165563385972775,-1.31470172980524,0.023,0.058,1,"FAAP100"
0.0166575392029211,-1.3300183863766,0.017,0.051,1,"MICAL1"
0.0167639508370616,-0.396381134852768,0.436,0.565,1,"EIF3E"
0.0169765971328874,0.356011984100384,0.119,0.101,1,"KPNA6"
0.0173845256506317,-0.517986801614216,0.181,0.3,1,"ALOX5AP"
0.0177402646225248,-0.915680660316846,0.062,0.136,1,"EDEM1"
0.0179418378139031,-0.620720494407675,0.077,0.124,1,"NOTCH2"
0.0179895251862387,-0.407432614384902,0.104,0.168,1,"AC025164.1"
0.0185440299588007,0.36041259436951,0.619,0.585,1,"ARRB2"
0.0186230380835358,-0.599236447751363,0.127,0.221,1,"BIRC3"
